Label,WithinSectionID,AlleleCombo
BS+GW+CC1659 1-7,1659,BS+GW+CC
BS+GW+FM1659 1-7,1659,BS+GW+FM
BS+CC+FM1659 1-7,1659,BS+CC+FM
GW+CC+FM1659 1-7,1659,GW+CC+FM
BS+GW+CC+FM1659 1-7,1659,BS+GW+CC+FM
BS1660 1-8,1660,BS
GW1660 1-8,1660,GW
CC1660 1-8,1660,CC
FM1660 1-8,1660,FM
BS+GW1660 1-8,1660,BS+GW
BS+CC1660 1-8,1660,BS+CC
BS+FM1660 1-8,1660,BS+FM
GW+CC1660 1-8,1660,GW+CC
GW+FM1660,1660,GW+FM
CC+FM1660 1-8,1660,CC+FM
BS+GW+CC1660 1-8,1660,BS+GW+CC
BS+GW+FM1660 1-8,1660,BS+GW+FM
BS+CC+FM1660 1-8,1660,BS+CC+FM
GW+CC+FM1660 1-8,1660,GW+CC+FM
BS+GW+CC+FM1660 1-8,1660,BS+GW+CC+FM
BS1661 1-9,1661,BS
GW1661 1-9,1661,GW
CC1661 1-9,1661,CC
FM1661 1-9,1661,FM
BS+GW1661 1-9,1661,BS+GW
BS+CC1661 1-9,1661,BS+CC
BS+FM1661 1-9,1661,BS+FM
GW+CC1661 1-9,1661,GW+CC
GW+FM1661,1661,GW+FM
CC+FM1661 1-9,1661,CC+FM
BS+GW+CC1661 1-9,1661,BS+GW+CC
BS+GW+FM1661 1-9,1661,BS+GW+FM
BS+CC+FM1661 1-9,1661,BS+CC+FM
GW+CC+FM1661 1-9,1661,GW+CC+FM
BS+GW+CC+FM1661 1-9,1661,BS+GW+CC+FM
BS1662 1-10,1662,BS
GW1662 1-10,1662,GW
CC1662 1-10,1662,CC
FM1662 1-10,1662,FM
BS+GW1662 1-10,1662,BS+GW
BS+CC1662 1-10,1662,BS+CC
BS+FM1662 1-10,1662,BS+FM
GW+CC1662 1-10,1662,GW+CC
GW+FM1662,1662,GW+FM
CC+FM1662 1-10,1662,CC+FM
BS+GW+CC1662 1-10,1662,BS+GW+CC
BS+GW+FM1662 1-10,1662,BS+GW+FM
BS+CC+FM1662 1-10,1662,BS+CC+FM
GW+CC+FM1662 1-10,1662,GW+CC+FM
BS+GW+CC+FM1662 1-10,1662,BS+GW+CC+FM
BS1663 1-7,1663,BS
GW1663 1-7,1663,GW
CC1663 1-7,1663,CC
FM1663 1-7,1663,FM
BS+GW1663 1-7,1663,BS+GW
BS+CC1663 1-7,1663,BS+CC
BS+FM1663 1-7,1663,BS+FM
GW+CC1663 1-7,1663,GW+CC
GW+FM1663,1663,GW+FM
CC+FM1663 1-7,1663,CC+FM
BS+GW+CC1663 1-7,1663,BS+GW+CC
BS+GW+FM1663 1-7,1663,BS+GW+FM
BS+CC+FM1663 1-7,1663,BS+CC+FM
GW+CC+FM1663 1-7,1663,GW+CC+FM
BS+GW+CC+FM1663 1-7,1663,BS+GW+CC+FM
BS1664 1-8,1664,BS
GW1664 1-8,1664,GW
CC1664 1-8,1664,CC
FM1664 1-8,1664,FM
BS+GW1664 1-8,1664,BS+GW
BS+CC1664 1-8,1664,BS+CC
BS+FM1664 1-8,1664,BS+FM
GW+CC1664 1-8,1664,GW+CC
GW+FM1664,1664,GW+FM
CC+FM1664 1-8,1664,CC+FM
BS+GW+CC1664 1-8,1664,BS+GW+CC
BS+GW+FM1664 1-8,1664,BS+GW+FM
BS+CC+FM1664 1-8,1664,BS+CC+FM
GW+CC+FM1664 1-8,1664,GW+CC+FM
BS+GW+CC+FM1664 1-8,1664,BS+GW+CC+FM
BS1665 1-9,1665,BS
GW1665 1-9,1665,GW
CC1665 1-9,1665,CC
FM1665 1-9,1665,FM
BS+GW1665 1-9,1665,BS+GW
BS+CC1665 1-9,1665,BS+CC
BS+FM1665 1-9,1665,BS+FM
GW+CC1665 1-9,1665,GW+CC
GW+FM1665,1665,GW+FM
CC+FM1665 1-9,1665,CC+FM
BS+GW+CC1665 1-9,1665,BS+GW+CC
BS+GW+FM1665 1-9,1665,BS+GW+FM
BS+CC+FM1665 1-9,1665,BS+CC+FM
GW+CC+FM1665 1-9,1665,GW+CC+FM
BS+GW+CC+FM1665 1-9,1665,BS+GW+CC+FM
BS1666 1-10,1666,BS
GW1666 1-10,1666,GW
CC1666 1-10,1666,CC
FM1666 1-10,1666,FM
BS+GW1666 1-10,1666,BS+GW
BS+CC1666 1-10,1666,BS+CC
BS+FM1666 1-10,1666,BS+FM
GW+CC1666 1-10,1666,GW+CC
GW+FM1666,1666,GW+FM
CC+FM1666 1-10,1666,CC+FM
BS+GW+CC1666 1-10,1666,BS+GW+CC
BS+GW+FM1666 1-10,1666,BS+GW+FM
BS+CC+FM1666 1-10,1666,BS+CC+FM
GW+CC+FM1666 1-10,1666,GW+CC+FM
BS+GW+CC+FM1666 1-10,1666,BS+GW+CC+FM
BS1667 1-7,1667,BS
GW1667 1-7,1667,GW
CC1667 1-7,1667,CC
FM1667 1-7,1667,FM
BS+GW1667 1-7,1667,BS+GW
BS+CC1667 1-7,1667,BS+CC
BS+FM1667 1-7,1667,BS+FM
GW+CC1667 1-7,1667,GW+CC
GW+FM1667,1667,GW+FM
CC+FM1667 1-7,1667,CC+FM
BS+GW+CC1667 1-7,1667,BS+GW+CC
BS+GW+FM1667 1-7,1667,BS+GW+FM
BS+CC+FM1667 1-7,1667,BS+CC+FM
GW+CC+FM1667 1-7,1667,GW+CC+FM
BS+GW+CC+FM1667 1-7,1667,BS+GW+CC+FM
BS1668 1-8,1668,BS
GW1668 1-8,1668,GW
CC1668 1-8,1668,CC
FM1668 1-8,1668,FM
BS+GW1668 1-8,1668,BS+GW
BS+CC1668 1-8,1668,BS+CC
BS+FM1668 1-8,1668,BS+FM
GW+CC1668 1-8,1668,GW+CC
GW+FM1668,1668,GW+FM
CC+FM1668 1-8,1668,CC+FM
BS+GW+CC1668 1-8,1668,BS+GW+CC
BS+GW+FM1668 1-8,1668,BS+GW+FM
BS+CC+FM1668 1-8,1668,BS+CC+FM
GW+CC+FM1668 1-8,1668,GW+CC+FM
BS+GW+CC+FM1668 1-8,1668,BS+GW+CC+FM
BS1669 1-9,1669,BS
GW1669 1-9,1669,GW
CC1669 1-9,1669,CC
FM1669 1-9,1669,FM
BS+GW1669 1-9,1669,BS+GW
BS+CC1669 1-9,1669,BS+CC
BS+FM1669 1-9,1669,BS+FM
GW+CC1669 1-9,1669,GW+CC
GW+FM1669,1669,GW+FM
CC+FM1669 1-9,1669,CC+FM
BS+GW+CC1669 1-9,1669,BS+GW+CC
BS+GW+FM1669 1-9,1669,BS+GW+FM
BS+CC+FM1669 1-9,1669,BS+CC+FM
GW+CC+FM1669 1-9,1669,GW+CC+FM
BS+GW+CC+FM1669 1-9,1669,BS+GW+CC+FM
BS1670 1-10,1670,BS
GW1670 1-10,1670,GW
CC1670 1-10,1670,CC
FM1670 1-10,1670,FM
BS+GW1670 1-10,1670,BS+GW
BS+CC1670 1-10,1670,BS+CC
BS+FM1670 1-10,1670,BS+FM
GW+CC1670 1-10,1670,GW+CC
GW+FM1670,1670,GW+FM
CC+FM1670 1-10,1670,CC+FM
BS+GW+CC1670 1-10,1670,BS+GW+CC
BS+GW+FM1670 1-10,1670,BS+GW+FM
BS+CC+FM1670 1-10,1670,BS+CC+FM
GW+CC+FM1670 1-10,1670,GW+CC+FM
BS+GW+CC+FM1670 1-10,1670,BS+GW+CC+FM
BS1671 1-7,1671,BS
GW1671 1-7,1671,GW
CC1671 1-7,1671,CC
FM1671 1-7,1671,FM
BS+GW1671 1-7,1671,BS+GW
BS+CC1671 1-7,1671,BS+CC
BS+FM1671 1-7,1671,BS+FM
GW+CC1671 1-7,1671,GW+CC
GW+FM1671,1671,GW+FM
CC+FM1671 1-7,1671,CC+FM
BS+GW+CC1671 1-7,1671,BS+GW+CC
BS+GW+FM1671 1-7,1671,BS+GW+FM
BS+CC+FM1671 1-7,1671,BS+CC+FM
GW+CC+FM1671 1-7,1671,GW+CC+FM
BS+GW+CC+FM1671 1-7,1671,BS+GW+CC+FM
BS1672 1-8,1672,BS
GW1672 1-8,1672,GW
CC1672 1-8,1672,CC
FM1672 1-8,1672,FM
BS+GW1672 1-8,1672,BS+GW
BS+CC1672 1-8,1672,BS+CC
BS+FM1672 1-8,1672,BS+FM
GW+CC1672 1-8,1672,GW+CC
GW+FM1672,1672,GW+FM
CC+FM1672 1-8,1672,CC+FM
BS+GW+CC1672 1-8,1672,BS+GW+CC
BS+GW+FM1672 1-8,1672,BS+GW+FM
BS+CC+FM1672 1-8,1672,BS+CC+FM
GW+CC+FM1672 1-8,1672,GW+CC+FM
BS+GW+CC+FM1672 1-8,1672,BS+GW+CC+FM
BS1673 1-9,1673,BS
GW1673 1-9,1673,GW
CC1673 1-9,1673,CC
FM1673 1-9,1673,FM
BS+GW1673 1-9,1673,BS+GW
BS+CC1673 1-9,1673,BS+CC
BS+FM1673 1-9,1673,BS+FM
GW+CC1673 1-9,1673,GW+CC
GW+FM1673,1673,GW+FM
CC+FM1673 1-9,1673,CC+FM
BS+GW+CC1673 1-9,1673,BS+GW+CC
BS+GW+FM1673 1-9,1673,BS+GW+FM
BS+CC+FM1673 1-9,1673,BS+CC+FM
GW+CC+FM1673 1-9,1673,GW+CC+FM
BS+GW+CC+FM1673 1-9,1673,BS+GW+CC+FM
BS1674 1-10,1674,BS
GW1674 1-10,1674,GW
CC1674 1-10,1674,CC
FM1674 1-10,1674,FM
BS+GW1674 1-10,1674,BS+GW
BS+CC1674 1-10,1674,BS+CC
BS+FM1674 1-10,1674,BS+FM
GW+CC1674 1-10,1674,GW+CC
GW+FM1674,1674,GW+FM
CC+FM1674 1-10,1674,CC+FM
BS+GW+CC1674 1-10,1674,BS+GW+CC
BS+GW+FM1674 1-10,1674,BS+GW+FM
BS+CC+FM1674 1-10,1674,BS+CC+FM
GW+CC+FM1674 1-10,1674,GW+CC+FM
BS+GW+CC+FM1674 1-10,1674,BS+GW+CC+FM
BS1675 1-7,1675,BS
GW1675 1-7,1675,GW
CC1675 1-7,1675,CC
FM1675 1-7,1675,FM
BS+GW1675 1-7,1675,BS+GW
BS+CC1675 1-7,1675,BS+CC
BS+FM1675 1-7,1675,BS+FM
GW+CC1675 1-7,1675,GW+CC
GW+FM1675,1675,GW+FM
CC+FM1675 1-7,1675,CC+FM
BS+GW+CC1675 1-7,1675,BS+GW+CC
BS+GW+FM1675 1-7,1675,BS+GW+FM
BS+CC+FM1675 1-7,1675,BS+CC+FM
GW+CC+FM1675 1-7,1675,GW+CC+FM
BS+GW+CC+FM1675 1-7,1675,BS+GW+CC+FM
BS1676 1-8,1676,BS
GW1676 1-8,1676,GW
CC1676 1-8,1676,CC
FM1676 1-8,1676,FM
BS+GW1676 1-8,1676,BS+GW
BS+CC1676 1-8,1676,BS+CC
BS+FM1676 1-8,1676,BS+FM
GW+CC1676 1-8,1676,GW+CC
GW+FM1676,1676,GW+FM
CC+FM1676 1-8,1676,CC+FM
BS+GW+CC1676 1-8,1676,BS+GW+CC
BS+GW+FM1676 1-8,1676,BS+GW+FM
BS+CC+FM1676 1-8,1676,BS+CC+FM
GW+CC+FM1676 1-8,1676,GW+CC+FM
BS+GW+CC+FM1676 1-8,1676,BS+GW+CC+FM
BS1677 1-9,1677,BS
GW1677 1-9,1677,GW
CC1677 1-9,1677,CC
FM1677 1-9,1677,FM
BS+GW1677 1-9,1677,BS+GW
BS+CC1677 1-9,1677,BS+CC
BS+FM1677 1-9,1677,BS+FM
GW+CC1677 1-9,1677,GW+CC
GW+FM1677,1677,GW+FM
CC+FM1677 1-9,1677,CC+FM
BS+GW+CC1677 1-9,1677,BS+GW+CC
BS+GW+FM1677 1-9,1677,BS+GW+FM
BS+CC+FM1677 1-9,1677,BS+CC+FM
GW+CC+FM1677 1-9,1677,GW+CC+FM
BS+GW+CC+FM1677 1-9,1677,BS+GW+CC+FM
BS1678 1-10,1678,BS
GW1678 1-10,1678,GW
CC1678 1-10,1678,CC
FM1678 1-10,1678,FM
BS+GW1678 1-10,1678,BS+GW
BS+CC1678 1-10,1678,BS+CC
BS+FM1678 1-10,1678,BS+FM
GW+CC1678 1-10,1678,GW+CC
GW+FM1678,1678,GW+FM
CC+FM1678 1-10,1678,CC+FM
BS+GW+CC1678 1-10,1678,BS+GW+CC
BS+GW+FM1678 1-10,1678,BS+GW+FM
BS+CC+FM1678 1-10,1678,BS+CC+FM
GW+CC+FM1678 1-10,1678,GW+CC+FM
BS+GW+CC+FM1678 1-10,1678,BS+GW+CC+FM
BS1679 1-7,1679,BS
GW1679 1-7,1679,GW
CC1679 1-7,1679,CC
FM1679 1-7,1679,FM
BS+GW1679 1-7,1679,BS+GW
BS+CC1679 1-7,1679,BS+CC
BS+FM1679 1-7,1679,BS+FM
GW+CC1679 1-7,1679,GW+CC
GW+FM1679,1679,GW+FM
CC+FM1679 1-7,1679,CC+FM
BS+GW+CC1679 1-7,1679,BS+GW+CC
BS+GW+FM1679 1-7,1679,BS+GW+FM
BS+CC+FM1679 1-7,1679,BS+CC+FM
GW+CC+FM1679 1-7,1679,GW+CC+FM
BS+GW+CC+FM1679 1-7,1679,BS+GW+CC+FM
BS1680 1-8,1680,BS
GW1680 1-8,1680,GW
CC1680 1-8,1680,CC
FM1680 1-8,1680,FM
BS+GW1680 1-8,1680,BS+GW
BS+CC1680 1-8,1680,BS+CC
BS+FM1680 1-8,1680,BS+FM
GW+CC1680 1-8,1680,GW+CC
GW+FM1680,1680,GW+FM
CC+FM1680 1-8,1680,CC+FM
BS+GW+CC1680 1-8,1680,BS+GW+CC
BS+GW+FM1680 1-8,1680,BS+GW+FM
BS+CC+FM1680 1-8,1680,BS+CC+FM
GW+CC+FM1680 1-8,1680,GW+CC+FM
BS+GW+CC+FM1680 1-8,1680,BS+GW+CC+FM
BS1681 1-9,1681,BS
GW1681 1-9,1681,GW
CC1681 1-9,1681,CC
FM1681 1-9,1681,FM
BS+GW1681 1-9,1681,BS+GW
BS+CC1681 1-9,1681,BS+CC
BS+FM1681 1-9,1681,BS+FM
GW+CC1681 1-9,1681,GW+CC
GW+FM1681,1681,GW+FM
CC+FM1681 1-9,1681,CC+FM
BS+GW+CC1681 1-9,1681,BS+GW+CC
BS+GW+FM1681 1-9,1681,BS+GW+FM
BS+CC+FM1681 1-9,1681,BS+CC+FM
GW+CC+FM1681 1-9,1681,GW+CC+FM
BS+GW+CC+FM1681 1-9,1681,BS+GW+CC+FM
BS1682 1-10,1682,BS
GW1682 1-10,1682,GW
CC1682 1-10,1682,CC
FM1682 1-10,1682,FM
BS+GW1682 1-10,1682,BS+GW
BS+CC1682 1-10,1682,BS+CC
BS+FM1682 1-10,1682,BS+FM
GW+CC1682 1-10,1682,GW+CC
GW+FM1682,1682,GW+FM
CC+FM1682 1-10,1682,CC+FM
BS+GW+CC1682 1-10,1682,BS+GW+CC
BS+GW+FM1682 1-10,1682,BS+GW+FM
BS+CC+FM1682 1-10,1682,BS+CC+FM
GW+CC+FM1682 1-10,1682,GW+CC+FM
BS+GW+CC+FM1682 1-10,1682,BS+GW+CC+FM
BS1683 1-7,1683,BS
GW1683 1-7,1683,GW
CC1683 1-7,1683,CC
FM1683 1-7,1683,FM
BS+GW1683 1-7,1683,BS+GW
BS+CC1683 1-7,1683,BS+CC
BS+FM1683 1-7,1683,BS+FM
GW+CC1683 1-7,1683,GW+CC
GW+FM1683,1683,GW+FM
CC+FM1683 1-7,1683,CC+FM
BS+GW+CC1683 1-7,1683,BS+GW+CC
BS+GW+FM1683 1-7,1683,BS+GW+FM
BS+CC+FM1683 1-7,1683,BS+CC+FM
GW+CC+FM1683 1-7,1683,GW+CC+FM
BS+GW+CC+FM1683 1-7,1683,BS+GW+CC+FM
BS1684 1-8,1684,BS
GW1684 1-8,1684,GW
CC1684 1-8,1684,CC
FM1684 1-8,1684,FM
BS+GW1684 1-8,1684,BS+GW
BS+CC1684 1-8,1684,BS+CC
BS+FM1684 1-8,1684,BS+FM
GW+CC1684 1-8,1684,GW+CC
GW+FM1684,1684,GW+FM
CC+FM1684 1-8,1684,CC+FM
BS+GW+CC1684 1-8,1684,BS+GW+CC
BS+GW+FM1684 1-8,1684,BS+GW+FM
BS+CC+FM1684 1-8,1684,BS+CC+FM
GW+CC+FM1684 1-8,1684,GW+CC+FM
BS+GW+CC+FM1684 1-8,1684,BS+GW+CC+FM
BS1685 1-9,1685,BS
GW1685 1-9,1685,GW
CC1685 1-9,1685,CC
FM1685 1-9,1685,FM
BS+GW1685 1-9,1685,BS+GW
BS+CC1685 1-9,1685,BS+CC
BS+FM1685 1-9,1685,BS+FM
GW+CC1685 1-9,1685,GW+CC
GW+FM1685,1685,GW+FM
CC+FM1685 1-9,1685,CC+FM
BS+GW+CC1685 1-9,1685,BS+GW+CC
BS+GW+FM1685 1-9,1685,BS+GW+FM
BS+CC+FM1685 1-9,1685,BS+CC+FM
GW+CC+FM1685 1-9,1685,GW+CC+FM
BS+GW+CC+FM1685 1-9,1685,BS+GW+CC+FM
BS1686 1-10,1686,BS
GW1686 1-10,1686,GW
CC1686 1-10,1686,CC
FM1686 1-10,1686,FM
BS+GW1686 1-10,1686,BS+GW
BS+CC1686 1-10,1686,BS+CC
BS+FM1686 1-10,1686,BS+FM
GW+CC1686 1-10,1686,GW+CC
GW+FM1686,1686,GW+FM
CC+FM1686 1-10,1686,CC+FM
BS+GW+CC1686 1-10,1686,BS+GW+CC
BS+GW+FM1686 1-10,1686,BS+GW+FM
BS+CC+FM1686 1-10,1686,BS+CC+FM
GW+CC+FM1686 1-10,1686,GW+CC+FM
BS+GW+CC+FM1686 1-10,1686,BS+GW+CC+FM
BS1687 1-7,1687,BS
GW1687 1-7,1687,GW
CC1687 1-7,1687,CC
FM1687 1-7,1687,FM
BS+GW1687 1-7,1687,BS+GW
BS+CC1687 1-7,1687,BS+CC
BS+FM1687 1-7,1687,BS+FM
GW+CC1687 1-7,1687,GW+CC
GW+FM1687,1687,GW+FM
CC+FM1687 1-7,1687,CC+FM
BS+GW+CC1687 1-7,1687,BS+GW+CC
BS+GW+FM1687 1-7,1687,BS+GW+FM
BS+CC+FM1687 1-7,1687,BS+CC+FM
GW+CC+FM1687 1-7,1687,GW+CC+FM
BS+GW+CC+FM1687 1-7,1687,BS+GW+CC+FM
BS1688 1-8,1688,BS
GW1688 1-8,1688,GW
CC1688 1-8,1688,CC
FM1688 1-8,1688,FM
BS+GW1688 1-8,1688,BS+GW
BS+CC1688 1-8,1688,BS+CC
BS+FM1688 1-8,1688,BS+FM
GW+CC1688 1-8,1688,GW+CC
GW+FM1688,1688,GW+FM
CC+FM1688 1-8,1688,CC+FM
BS+GW+CC1688 1-8,1688,BS+GW+CC
BS+GW+FM1688 1-8,1688,BS+GW+FM
BS+CC+FM1688 1-8,1688,BS+CC+FM
GW+CC+FM1688 1-8,1688,GW+CC+FM
BS+GW+CC+FM1688 1-8,1688,BS+GW+CC+FM
BS1689 1-9,1689,BS
GW1689 1-9,1689,GW
CC1689 1-9,1689,CC
FM1689 1-9,1689,FM
BS+GW1689 1-9,1689,BS+GW
BS+CC1689 1-9,1689,BS+CC
BS+FM1689 1-9,1689,BS+FM
GW+CC1689 1-9,1689,GW+CC
GW+FM1689,1689,GW+FM
CC+FM1689 1-9,1689,CC+FM
BS+GW+CC1689 1-9,1689,BS+GW+CC
BS+GW+FM1689 1-9,1689,BS+GW+FM
BS+CC+FM1689 1-9,1689,BS+CC+FM
GW+CC+FM1689 1-9,1689,GW+CC+FM
BS+GW+CC+FM1689 1-9,1689,BS+GW+CC+FM
BS1690 1-10,1690,BS
GW1690 1-10,1690,GW
CC1690 1-10,1690,CC
FM1690 1-10,1690,FM
BS+GW1690 1-10,1690,BS+GW
BS+CC1690 1-10,1690,BS+CC
BS+FM1690 1-10,1690,BS+FM
GW+CC1690 1-10,1690,GW+CC
GW+FM1690,1690,GW+FM
CC+FM1690 1-10,1690,CC+FM
BS+GW+CC1690 1-10,1690,BS+GW+CC
BS+GW+FM1690 1-10,1690,BS+GW+FM
BS+CC+FM1690 1-10,1690,BS+CC+FM
GW+CC+FM1690 1-10,1690,GW+CC+FM
BS+GW+CC+FM1690 1-10,1690,BS+GW+CC+FM
BS1691 1-7,1691,BS
GW1691 1-7,1691,GW
CC1691 1-7,1691,CC
FM1691 1-7,1691,FM
BS+GW1691 1-7,1691,BS+GW
BS+CC1691 1-7,1691,BS+CC
BS+FM1691 1-7,1691,BS+FM
GW+CC1691 1-7,1691,GW+CC
GW+FM1691,1691,GW+FM
CC+FM1691 1-7,1691,CC+FM
BS+GW+CC1691 1-7,1691,BS+GW+CC
BS+GW+FM1691 1-7,1691,BS+GW+FM
BS+CC+FM1691 1-7,1691,BS+CC+FM
GW+CC+FM1691 1-7,1691,GW+CC+FM
BS+GW+CC+FM1691 1-7,1691,BS+GW+CC+FM
BS1692 1-8,1692,BS
GW1692 1-8,1692,GW
CC1692 1-8,1692,CC
FM1692 1-8,1692,FM
BS+GW1692 1-8,1692,BS+GW
BS+CC1692 1-8,1692,BS+CC
BS+FM1692 1-8,1692,BS+FM
GW+CC1692 1-8,1692,GW+CC
GW+FM1692,1692,GW+FM
CC+FM1692 1-8,1692,CC+FM
BS+GW+CC1692 1-8,1692,BS+GW+CC
BS+GW+FM1692 1-8,1692,BS+GW+FM
BS+CC+FM1692 1-8,1692,BS+CC+FM
GW+CC+FM1692 1-8,1692,GW+CC+FM
BS+GW+CC+FM1692 1-8,1692,BS+GW+CC+FM
BS1693 1-9,1693,BS
GW1693 1-9,1693,GW
CC1693 1-9,1693,CC
FM1693 1-9,1693,FM
BS+GW1693 1-9,1693,BS+GW
BS+CC1693 1-9,1693,BS+CC
BS+FM1693 1-9,1693,BS+FM
GW+CC1693 1-9,1693,GW+CC
GW+FM1693,1693,GW+FM
CC+FM1693 1-9,1693,CC+FM
BS+GW+CC1693 1-9,1693,BS+GW+CC
BS+GW+FM1693 1-9,1693,BS+GW+FM
BS+CC+FM1693 1-9,1693,BS+CC+FM
GW+CC+FM1693 1-9,1693,GW+CC+FM
BS+GW+CC+FM1693 1-9,1693,BS+GW+CC+FM
BS1694 1-10,1694,BS
GW1694 1-10,1694,GW
CC1694 1-10,1694,CC
FM1694 1-10,1694,FM
BS+GW1694 1-10,1694,BS+GW
BS+CC1694 1-10,1694,BS+CC
BS+FM1694 1-10,1694,BS+FM
GW+CC1694 1-10,1694,GW+CC
GW+FM1694,1694,GW+FM
CC+FM1694 1-10,1694,CC+FM
BS+GW+CC1694 1-10,1694,BS+GW+CC
BS+GW+FM1694 1-10,1694,BS+GW+FM
BS+CC+FM1694 1-10,1694,BS+CC+FM
GW+CC+FM1694 1-10,1694,GW+CC+FM
BS+GW+CC+FM1694 1-10,1694,BS+GW+CC+FM
BS1695 1-7,1695,BS
GW1695 1-7,1695,GW
CC1695 1-7,1695,CC
FM1695 1-7,1695,FM
BS+GW1695 1-7,1695,BS+GW
BS+CC1695 1-7,1695,BS+CC
BS+FM1695 1-7,1695,BS+FM
GW+CC1695 1-7,1695,GW+CC
GW+FM1695,1695,GW+FM
CC+FM1695 1-7,1695,CC+FM
BS+GW+CC1695 1-7,1695,BS+GW+CC
BS+GW+FM1695 1-7,1695,BS+GW+FM
BS+CC+FM1695 1-7,1695,BS+CC+FM
GW+CC+FM1695 1-7,1695,GW+CC+FM
BS+GW+CC+FM1695 1-7,1695,BS+GW+CC+FM
BS1696 1-8,1696,BS
GW1696 1-8,1696,GW
CC1696 1-8,1696,CC
FM1696 1-8,1696,FM
BS+GW1696 1-8,1696,BS+GW
BS+CC1696 1-8,1696,BS+CC
BS+FM1696 1-8,1696,BS+FM
GW+CC1696 1-8,1696,GW+CC
GW+FM1696,1696,GW+FM
CC+FM1696 1-8,1696,CC+FM
BS+GW+CC1696 1-8,1696,BS+GW+CC
BS+GW+FM1696 1-8,1696,BS+GW+FM
BS+CC+FM1696 1-8,1696,BS+CC+FM
GW+CC+FM1696 1-8,1696,GW+CC+FM
BS+GW+CC+FM1696 1-8,1696,BS+GW+CC+FM
BS1697 1-9,1697,BS
GW1697 1-9,1697,GW
CC1697 1-9,1697,CC
FM1697 1-9,1697,FM
BS+GW1697 1-9,1697,BS+GW
BS+CC1697 1-9,1697,BS+CC
BS+FM1697 1-9,1697,BS+FM
GW+CC1697 1-9,1697,GW+CC
GW+FM1697,1697,GW+FM
CC+FM1697 1-9,1697,CC+FM
BS+GW+CC1697 1-9,1697,BS+GW+CC
BS+GW+FM1697 1-9,1697,BS+GW+FM
BS+CC+FM1697 1-9,1697,BS+CC+FM
GW+CC+FM1697 1-9,1697,GW+CC+FM
BS+GW+CC+FM1697 1-9,1697,BS+GW+CC+FM
BS1698 1-10,1698,BS
GW1698 1-10,1698,GW
CC1698 1-10,1698,CC
FM1698 1-10,1698,FM
BS+GW1698 1-10,1698,BS+GW
BS+CC1698 1-10,1698,BS+CC
BS+FM1698 1-10,1698,BS+FM
GW+CC1698 1-10,1698,GW+CC
GW+FM1698,1698,GW+FM
CC+FM1698 1-10,1698,CC+FM
BS+GW+CC1698 1-10,1698,BS+GW+CC
BS+GW+FM1698 1-10,1698,BS+GW+FM
BS+CC+FM1698 1-10,1698,BS+CC+FM
GW+CC+FM1698 1-10,1698,GW+CC+FM
BS+GW+CC+FM1698 1-10,1698,BS+GW+CC+FM
BS1699 1-7,1699,BS
GW1699 1-7,1699,GW
CC1699 1-7,1699,CC
FM1699 1-7,1699,FM
BS+GW1699 1-7,1699,BS+GW
BS+CC1699 1-7,1699,BS+CC
BS+FM1699 1-7,1699,BS+FM
GW+CC1699 1-7,1699,GW+CC
GW+FM1699,1699,GW+FM
CC+FM1699 1-7,1699,CC+FM
BS+GW+CC1699 1-7,1699,BS+GW+CC
BS+GW+FM1699 1-7,1699,BS+GW+FM
BS+CC+FM1699 1-7,1699,BS+CC+FM
GW+CC+FM1699 1-7,1699,GW+CC+FM
BS+GW+CC+FM1699 1-7,1699,BS+GW+CC+FM
BS1700 1-8,1700,BS
GW1700 1-8,1700,GW
CC1700 1-8,1700,CC
FM1700 1-8,1700,FM
BS+GW1700 1-8,1700,BS+GW
BS+CC1700 1-8,1700,BS+CC
BS+FM1700 1-8,1700,BS+FM
GW+CC1700 1-8,1700,GW+CC
GW+FM1700,1700,GW+FM
CC+FM1700 1-8,1700,CC+FM
BS+GW+CC1700 1-8,1700,BS+GW+CC
BS+GW+FM1700 1-8,1700,BS+GW+FM
BS+CC+FM1700 1-8,1700,BS+CC+FM
GW+CC+FM1700 1-8,1700,GW+CC+FM
BS+GW+CC+FM1700 1-8,1700,BS+GW+CC+FM
BS1701 1-9,1701,BS
GW1701 1-9,1701,GW
CC1701 1-9,1701,CC
FM1701 1-9,1701,FM
BS+GW1701 1-9,1701,BS+GW
BS+CC1701 1-9,1701,BS+CC
BS+FM1701 1-9,1701,BS+FM
GW+CC1701 1-9,1701,GW+CC
GW+FM1701,1701,GW+FM
CC+FM1701 1-9,1701,CC+FM
BS+GW+CC1701 1-9,1701,BS+GW+CC
BS+GW+FM1701 1-9,1701,BS+GW+FM
BS+CC+FM1701 1-9,1701,BS+CC+FM
GW+CC+FM1701 1-9,1701,GW+CC+FM
BS+GW+CC+FM1701 1-9,1701,BS+GW+CC+FM
BS1702 1-10,1702,BS
GW1702 1-10,1702,GW
CC1702 1-10,1702,CC
FM1702 1-10,1702,FM
BS+GW1702 1-10,1702,BS+GW
BS+CC1702 1-10,1702,BS+CC
BS+FM1702 1-10,1702,BS+FM
GW+CC1702 1-10,1702,GW+CC
GW+FM1702,1702,GW+FM
CC+FM1702 1-10,1702,CC+FM
BS+GW+CC1702 1-10,1702,BS+GW+CC
BS+GW+FM1702 1-10,1702,BS+GW+FM
BS+CC+FM1702 1-10,1702,BS+CC+FM
