Label,WithinSectionID,AlleleCombo
FM1108 1-8,1108,FM
BS+GW1108 1-8,1108,BS+GW
BS+CC1108 1-8,1108,BS+CC
BS+FM1108 1-8,1108,BS+FM
GW+CC1108 1-8,1108,GW+CC
GW+FM1108,1108,GW+FM
CC+FM1108 1-8,1108,CC+FM
BS+GW+CC1108 1-8,1108,BS+GW+CC
BS+GW+FM1108 1-8,1108,BS+GW+FM
BS+CC+FM1108 1-8,1108,BS+CC+FM
GW+CC+FM1108 1-8,1108,GW+CC+FM
BS+GW+CC+FM1108 1-8,1108,BS+GW+CC+FM
BS1109 1-9,1109,BS
GW1109 1-9,1109,GW
CC1109 1-9,1109,CC
FM1109 1-9,1109,FM
BS+GW1109 1-9,1109,BS+GW
BS+CC1109 1-9,1109,BS+CC
BS+FM1109 1-9,1109,BS+FM
GW+CC1109 1-9,1109,GW+CC
GW+FM1109,1109,GW+FM
CC+FM1109 1-9,1109,CC+FM
BS+GW+CC1109 1-9,1109,BS+GW+CC
BS+GW+FM1109 1-9,1109,BS+GW+FM
BS+CC+FM1109 1-9,1109,BS+CC+FM
GW+CC+FM1109 1-9,1109,GW+CC+FM
BS+GW+CC+FM1109 1-9,1109,BS+GW+CC+FM
BS1110 1-10,1110,BS
GW1110 1-10,1110,GW
CC1110 1-10,1110,CC
FM1110 1-10,1110,FM
BS+GW1110 1-10,1110,BS+GW
BS+CC1110 1-10,1110,BS+CC
BS+FM1110 1-10,1110,BS+FM
GW+CC1110 1-10,1110,GW+CC
GW+FM1110,1110,GW+FM
CC+FM1110 1-10,1110,CC+FM
BS+GW+CC1110 1-10,1110,BS+GW+CC
BS+GW+FM1110 1-10,1110,BS+GW+FM
BS+CC+FM1110 1-10,1110,BS+CC+FM
GW+CC+FM1110 1-10,1110,GW+CC+FM
BS+GW+CC+FM1110 1-10,1110,BS+GW+CC+FM
BS1111 1-7,1111,BS
GW1111 1-7,1111,GW
CC1111 1-7,1111,CC
FM1111 1-7,1111,FM
BS+GW1111 1-7,1111,BS+GW
BS+CC1111 1-7,1111,BS+CC
BS+FM1111 1-7,1111,BS+FM
GW+CC1111 1-7,1111,GW+CC
GW+FM1111,1111,GW+FM
CC+FM1111 1-7,1111,CC+FM
BS+GW+CC1111 1-7,1111,BS+GW+CC
BS+GW+FM1111 1-7,1111,BS+GW+FM
BS+CC+FM1111 1-7,1111,BS+CC+FM
GW+CC+FM1111 1-7,1111,GW+CC+FM
BS+GW+CC+FM1111 1-7,1111,BS+GW+CC+FM
BS1112 1-8,1112,BS
GW1112 1-8,1112,GW
CC1112 1-8,1112,CC
FM1112 1-8,1112,FM
BS+GW1112 1-8,1112,BS+GW
BS+CC1112 1-8,1112,BS+CC
BS+FM1112 1-8,1112,BS+FM
GW+CC1112 1-8,1112,GW+CC
GW+FM1112,1112,GW+FM
CC+FM1112 1-8,1112,CC+FM
BS+GW+CC1112 1-8,1112,BS+GW+CC
BS+GW+FM1112 1-8,1112,BS+GW+FM
BS+CC+FM1112 1-8,1112,BS+CC+FM
GW+CC+FM1112 1-8,1112,GW+CC+FM
BS+GW+CC+FM1112 1-8,1112,BS+GW+CC+FM
BS1113 1-9,1113,BS
GW1113 1-9,1113,GW
CC1113 1-9,1113,CC
FM1113 1-9,1113,FM
BS+GW1113 1-9,1113,BS+GW
BS+CC1113 1-9,1113,BS+CC
BS+FM1113 1-9,1113,BS+FM
GW+CC1113 1-9,1113,GW+CC
GW+FM1113,1113,GW+FM
CC+FM1113 1-9,1113,CC+FM
BS+GW+CC1113 1-9,1113,BS+GW+CC
BS+GW+FM1113 1-9,1113,BS+GW+FM
BS+CC+FM1113 1-9,1113,BS+CC+FM
GW+CC+FM1113 1-9,1113,GW+CC+FM
BS+GW+CC+FM1113 1-9,1113,BS+GW+CC+FM
BS1114 1-10,1114,BS
GW1114 1-10,1114,GW
CC1114 1-10,1114,CC
FM1114 1-10,1114,FM
BS+GW1114 1-10,1114,BS+GW
BS+CC1114 1-10,1114,BS+CC
BS+FM1114 1-10,1114,BS+FM
GW+CC1114 1-10,1114,GW+CC
GW+FM1114,1114,GW+FM
CC+FM1114 1-10,1114,CC+FM
BS+GW+CC1114 1-10,1114,BS+GW+CC
BS+GW+FM1114 1-10,1114,BS+GW+FM
BS+CC+FM1114 1-10,1114,BS+CC+FM
GW+CC+FM1114 1-10,1114,GW+CC+FM
BS+GW+CC+FM1114 1-10,1114,BS+GW+CC+FM
BS1115 1-7,1115,BS
GW1115 1-7,1115,GW
CC1115 1-7,1115,CC
FM1115 1-7,1115,FM
BS+GW1115 1-7,1115,BS+GW
BS+CC1115 1-7,1115,BS+CC
BS+FM1115 1-7,1115,BS+FM
GW+CC1115 1-7,1115,GW+CC
GW+FM1115,1115,GW+FM
CC+FM1115 1-7,1115,CC+FM
BS+GW+CC1115 1-7,1115,BS+GW+CC
BS+GW+FM1115 1-7,1115,BS+GW+FM
BS+CC+FM1115 1-7,1115,BS+CC+FM
GW+CC+FM1115 1-7,1115,GW+CC+FM
BS+GW+CC+FM1115 1-7,1115,BS+GW+CC+FM
BS1116 1-8,1116,BS
GW1116 1-8,1116,GW
CC1116 1-8,1116,CC
FM1116 1-8,1116,FM
BS+GW1116 1-8,1116,BS+GW
BS+CC1116 1-8,1116,BS+CC
BS+FM1116 1-8,1116,BS+FM
GW+CC1116 1-8,1116,GW+CC
GW+FM1116,1116,GW+FM
CC+FM1116 1-8,1116,CC+FM
BS+GW+CC1116 1-8,1116,BS+GW+CC
BS+GW+FM1116 1-8,1116,BS+GW+FM
BS+CC+FM1116 1-8,1116,BS+CC+FM
GW+CC+FM1116 1-8,1116,GW+CC+FM
BS+GW+CC+FM1116 1-8,1116,BS+GW+CC+FM
BS1117 1-9,1117,BS
GW1117 1-9,1117,GW
CC1117 1-9,1117,CC
FM1117 1-9,1117,FM
BS+GW1117 1-9,1117,BS+GW
BS+CC1117 1-9,1117,BS+CC
BS+FM1117 1-9,1117,BS+FM
GW+CC1117 1-9,1117,GW+CC
GW+FM1117,1117,GW+FM
CC+FM1117 1-9,1117,CC+FM
BS+GW+CC1117 1-9,1117,BS+GW+CC
BS+GW+FM1117 1-9,1117,BS+GW+FM
BS+CC+FM1117 1-9,1117,BS+CC+FM
GW+CC+FM1117 1-9,1117,GW+CC+FM
BS+GW+CC+FM1117 1-9,1117,BS+GW+CC+FM
BS1118 1-10,1118,BS
GW1118 1-10,1118,GW
CC1118 1-10,1118,CC
FM1118 1-10,1118,FM
BS+GW1118 1-10,1118,BS+GW
BS+CC1118 1-10,1118,BS+CC
BS+FM1118 1-10,1118,BS+FM
GW+CC1118 1-10,1118,GW+CC
GW+FM1118,1118,GW+FM
CC+FM1118 1-10,1118,CC+FM
BS+GW+CC1118 1-10,1118,BS+GW+CC
BS+GW+FM1118 1-10,1118,BS+GW+FM
BS+CC+FM1118 1-10,1118,BS+CC+FM
GW+CC+FM1118 1-10,1118,GW+CC+FM
BS+GW+CC+FM1118 1-10,1118,BS+GW+CC+FM
BS1119 1-7,1119,BS
GW1119 1-7,1119,GW
CC1119 1-7,1119,CC
FM1119 1-7,1119,FM
BS+GW1119 1-7,1119,BS+GW
BS+CC1119 1-7,1119,BS+CC
BS+FM1119 1-7,1119,BS+FM
GW+CC1119 1-7,1119,GW+CC
GW+FM1119,1119,GW+FM
CC+FM1119 1-7,1119,CC+FM
BS+GW+CC1119 1-7,1119,BS+GW+CC
BS+GW+FM1119 1-7,1119,BS+GW+FM
BS+CC+FM1119 1-7,1119,BS+CC+FM
GW+CC+FM1119 1-7,1119,GW+CC+FM
BS+GW+CC+FM1119 1-7,1119,BS+GW+CC+FM
BS1120 1-8,1120,BS
GW1120 1-8,1120,GW
CC1120 1-8,1120,CC
FM1120 1-8,1120,FM
BS+GW1120 1-8,1120,BS+GW
BS+CC1120 1-8,1120,BS+CC
BS+FM1120 1-8,1120,BS+FM
GW+CC1120 1-8,1120,GW+CC
GW+FM1120,1120,GW+FM
CC+FM1120 1-8,1120,CC+FM
BS+GW+CC1120 1-8,1120,BS+GW+CC
BS+GW+FM1120 1-8,1120,BS+GW+FM
BS+CC+FM1120 1-8,1120,BS+CC+FM
GW+CC+FM1120 1-8,1120,GW+CC+FM
BS+GW+CC+FM1120 1-8,1120,BS+GW+CC+FM
BS1121 1-9,1121,BS
GW1121 1-9,1121,GW
CC1121 1-9,1121,CC
FM1121 1-9,1121,FM
BS+GW1121 1-9,1121,BS+GW
BS+CC1121 1-9,1121,BS+CC
BS+FM1121 1-9,1121,BS+FM
GW+CC1121 1-9,1121,GW+CC
GW+FM1121,1121,GW+FM
CC+FM1121 1-9,1121,CC+FM
BS+GW+CC1121 1-9,1121,BS+GW+CC
BS+GW+FM1121 1-9,1121,BS+GW+FM
BS+CC+FM1121 1-9,1121,BS+CC+FM
GW+CC+FM1121 1-9,1121,GW+CC+FM
BS+GW+CC+FM1121 1-9,1121,BS+GW+CC+FM
BS1122 1-10,1122,BS
GW1122 1-10,1122,GW
CC1122 1-10,1122,CC
FM1122 1-10,1122,FM
BS+GW1122 1-10,1122,BS+GW
BS+CC1122 1-10,1122,BS+CC
BS+FM1122 1-10,1122,BS+FM
GW+CC1122 1-10,1122,GW+CC
GW+FM1122,1122,GW+FM
CC+FM1122 1-10,1122,CC+FM
BS+GW+CC1122 1-10,1122,BS+GW+CC
BS+GW+FM1122 1-10,1122,BS+GW+FM
BS+CC+FM1122 1-10,1122,BS+CC+FM
GW+CC+FM1122 1-10,1122,GW+CC+FM
BS+GW+CC+FM1122 1-10,1122,BS+GW+CC+FM
BS1123 1-7,1123,BS
GW1123 1-7,1123,GW
CC1123 1-7,1123,CC
FM1123 1-7,1123,FM
BS+GW1123 1-7,1123,BS+GW
BS+CC1123 1-7,1123,BS+CC
BS+FM1123 1-7,1123,BS+FM
GW+CC1123 1-7,1123,GW+CC
GW+FM1123,1123,GW+FM
CC+FM1123 1-7,1123,CC+FM
BS+GW+CC1123 1-7,1123,BS+GW+CC
BS+GW+FM1123 1-7,1123,BS+GW+FM
BS+CC+FM1123 1-7,1123,BS+CC+FM
GW+CC+FM1123 1-7,1123,GW+CC+FM
BS+GW+CC+FM1123 1-7,1123,BS+GW+CC+FM
BS1124 1-8,1124,BS
GW1124 1-8,1124,GW
CC1124 1-8,1124,CC
FM1124 1-8,1124,FM
BS+GW1124 1-8,1124,BS+GW
BS+CC1124 1-8,1124,BS+CC
BS+FM1124 1-8,1124,BS+FM
GW+CC1124 1-8,1124,GW+CC
GW+FM1124,1124,GW+FM
CC+FM1124 1-8,1124,CC+FM
BS+GW+CC1124 1-8,1124,BS+GW+CC
BS+GW+FM1124 1-8,1124,BS+GW+FM
BS+CC+FM1124 1-8,1124,BS+CC+FM
GW+CC+FM1124 1-8,1124,GW+CC+FM
BS+GW+CC+FM1124 1-8,1124,BS+GW+CC+FM
BS1125 1-9,1125,BS
GW1125 1-9,1125,GW
CC1125 1-9,1125,CC
FM1125 1-9,1125,FM
BS+GW1125 1-9,1125,BS+GW
BS+CC1125 1-9,1125,BS+CC
BS+FM1125 1-9,1125,BS+FM
GW+CC1125 1-9,1125,GW+CC
GW+FM1125,1125,GW+FM
CC+FM1125 1-9,1125,CC+FM
BS+GW+CC1125 1-9,1125,BS+GW+CC
BS+GW+FM1125 1-9,1125,BS+GW+FM
BS+CC+FM1125 1-9,1125,BS+CC+FM
GW+CC+FM1125 1-9,1125,GW+CC+FM
BS+GW+CC+FM1125 1-9,1125,BS+GW+CC+FM
BS1126 1-10,1126,BS
GW1126 1-10,1126,GW
CC1126 1-10,1126,CC
FM1126 1-10,1126,FM
BS+GW1126 1-10,1126,BS+GW
BS+CC1126 1-10,1126,BS+CC
BS+FM1126 1-10,1126,BS+FM
GW+CC1126 1-10,1126,GW+CC
GW+FM1126,1126,GW+FM
CC+FM1126 1-10,1126,CC+FM
BS+GW+CC1126 1-10,1126,BS+GW+CC
BS+GW+FM1126 1-10,1126,BS+GW+FM
BS+CC+FM1126 1-10,1126,BS+CC+FM
GW+CC+FM1126 1-10,1126,GW+CC+FM
BS+GW+CC+FM1126 1-10,1126,BS+GW+CC+FM
BS1127 1-7,1127,BS
GW1127 1-7,1127,GW
CC1127 1-7,1127,CC
FM1127 1-7,1127,FM
BS+GW1127 1-7,1127,BS+GW
BS+CC1127 1-7,1127,BS+CC
BS+FM1127 1-7,1127,BS+FM
GW+CC1127 1-7,1127,GW+CC
GW+FM1127,1127,GW+FM
CC+FM1127 1-7,1127,CC+FM
BS+GW+CC1127 1-7,1127,BS+GW+CC
BS+GW+FM1127 1-7,1127,BS+GW+FM
BS+CC+FM1127 1-7,1127,BS+CC+FM
GW+CC+FM1127 1-7,1127,GW+CC+FM
BS+GW+CC+FM1127 1-7,1127,BS+GW+CC+FM
BS1128 1-8,1128,BS
GW1128 1-8,1128,GW
CC1128 1-8,1128,CC
FM1128 1-8,1128,FM
BS+GW1128 1-8,1128,BS+GW
BS+CC1128 1-8,1128,BS+CC
BS+FM1128 1-8,1128,BS+FM
GW+CC1128 1-8,1128,GW+CC
GW+FM1128,1128,GW+FM
CC+FM1128 1-8,1128,CC+FM
BS+GW+CC1128 1-8,1128,BS+GW+CC
BS+GW+FM1128 1-8,1128,BS+GW+FM
BS+CC+FM1128 1-8,1128,BS+CC+FM
GW+CC+FM1128 1-8,1128,GW+CC+FM
BS+GW+CC+FM1128 1-8,1128,BS+GW+CC+FM
BS1129 1-9,1129,BS
GW1129 1-9,1129,GW
CC1129 1-9,1129,CC
FM1129 1-9,1129,FM
BS+GW1129 1-9,1129,BS+GW
BS+CC1129 1-9,1129,BS+CC
BS+FM1129 1-9,1129,BS+FM
GW+CC1129 1-9,1129,GW+CC
GW+FM1129,1129,GW+FM
CC+FM1129 1-9,1129,CC+FM
BS+GW+CC1129 1-9,1129,BS+GW+CC
BS+GW+FM1129 1-9,1129,BS+GW+FM
BS+CC+FM1129 1-9,1129,BS+CC+FM
GW+CC+FM1129 1-9,1129,GW+CC+FM
BS+GW+CC+FM1129 1-9,1129,BS+GW+CC+FM
BS1130 1-10,1130,BS
GW1130 1-10,1130,GW
CC1130 1-10,1130,CC
FM1130 1-10,1130,FM
BS+GW1130 1-10,1130,BS+GW
BS+CC1130 1-10,1130,BS+CC
BS+FM1130 1-10,1130,BS+FM
GW+CC1130 1-10,1130,GW+CC
GW+FM1130,1130,GW+FM
CC+FM1130 1-10,1130,CC+FM
BS+GW+CC1130 1-10,1130,BS+GW+CC
BS+GW+FM1130 1-10,1130,BS+GW+FM
BS+CC+FM1130 1-10,1130,BS+CC+FM
GW+CC+FM1130 1-10,1130,GW+CC+FM
BS+GW+CC+FM1130 1-10,1130,BS+GW+CC+FM
BS1131 1-7,1131,BS
GW1131 1-7,1131,GW
CC1131 1-7,1131,CC
FM1131 1-7,1131,FM
BS+GW1131 1-7,1131,BS+GW
BS+CC1131 1-7,1131,BS+CC
BS+FM1131 1-7,1131,BS+FM
GW+CC1131 1-7,1131,GW+CC
GW+FM1131,1131,GW+FM
CC+FM1131 1-7,1131,CC+FM
BS+GW+CC1131 1-7,1131,BS+GW+CC
BS+GW+FM1131 1-7,1131,BS+GW+FM
BS+CC+FM1131 1-7,1131,BS+CC+FM
GW+CC+FM1131 1-7,1131,GW+CC+FM
BS+GW+CC+FM1131 1-7,1131,BS+GW+CC+FM
BS1132 1-8,1132,BS
GW1132 1-8,1132,GW
CC1132 1-8,1132,CC
FM1132 1-8,1132,FM
BS+GW1132 1-8,1132,BS+GW
BS+CC1132 1-8,1132,BS+CC
BS+FM1132 1-8,1132,BS+FM
GW+CC1132 1-8,1132,GW+CC
GW+FM1132,1132,GW+FM
CC+FM1132 1-8,1132,CC+FM
BS+GW+CC1132 1-8,1132,BS+GW+CC
BS+GW+FM1132 1-8,1132,BS+GW+FM
BS+CC+FM1132 1-8,1132,BS+CC+FM
GW+CC+FM1132 1-8,1132,GW+CC+FM
BS+GW+CC+FM1132 1-8,1132,BS+GW+CC+FM
BS1133 1-9,1133,BS
GW1133 1-9,1133,GW
CC1133 1-9,1133,CC
FM1133 1-9,1133,FM
BS+GW1133 1-9,1133,BS+GW
BS+CC1133 1-9,1133,BS+CC
BS+FM1133 1-9,1133,BS+FM
GW+CC1133 1-9,1133,GW+CC
GW+FM1133,1133,GW+FM
CC+FM1133 1-9,1133,CC+FM
BS+GW+CC1133 1-9,1133,BS+GW+CC
BS+GW+FM1133 1-9,1133,BS+GW+FM
BS+CC+FM1133 1-9,1133,BS+CC+FM
GW+CC+FM1133 1-9,1133,GW+CC+FM
BS+GW+CC+FM1133 1-9,1133,BS+GW+CC+FM
BS1134 1-10,1134,BS
GW1134 1-10,1134,GW
CC1134 1-10,1134,CC
FM1134 1-10,1134,FM
BS+GW1134 1-10,1134,BS+GW
BS+CC1134 1-10,1134,BS+CC
BS+FM1134 1-10,1134,BS+FM
GW+CC1134 1-10,1134,GW+CC
GW+FM1134,1134,GW+FM
CC+FM1134 1-10,1134,CC+FM
BS+GW+CC1134 1-10,1134,BS+GW+CC
BS+GW+FM1134 1-10,1134,BS+GW+FM
BS+CC+FM1134 1-10,1134,BS+CC+FM
GW+CC+FM1134 1-10,1134,GW+CC+FM
BS+GW+CC+FM1134 1-10,1134,BS+GW+CC+FM
BS1135 1-7,1135,BS
GW1135 1-7,1135,GW
CC1135 1-7,1135,CC
FM1135 1-7,1135,FM
BS+GW1135 1-7,1135,BS+GW
BS+CC1135 1-7,1135,BS+CC
BS+FM1135 1-7,1135,BS+FM
GW+CC1135 1-7,1135,GW+CC
GW+FM1135,1135,GW+FM
CC+FM1135 1-7,1135,CC+FM
BS+GW+CC1135 1-7,1135,BS+GW+CC
BS+GW+FM1135 1-7,1135,BS+GW+FM
BS+CC+FM1135 1-7,1135,BS+CC+FM
GW+CC+FM1135 1-7,1135,GW+CC+FM
BS+GW+CC+FM1135 1-7,1135,BS+GW+CC+FM
BS1136 1-8,1136,BS
GW1136 1-8,1136,GW
CC1136 1-8,1136,CC
FM1136 1-8,1136,FM
BS+GW1136 1-8,1136,BS+GW
BS+CC1136 1-8,1136,BS+CC
BS+FM1136 1-8,1136,BS+FM
GW+CC1136 1-8,1136,GW+CC
GW+FM1136,1136,GW+FM
CC+FM1136 1-8,1136,CC+FM
BS+GW+CC1136 1-8,1136,BS+GW+CC
BS+GW+FM1136 1-8,1136,BS+GW+FM
BS+CC+FM1136 1-8,1136,BS+CC+FM
GW+CC+FM1136 1-8,1136,GW+CC+FM
BS+GW+CC+FM1136 1-8,1136,BS+GW+CC+FM
BS1137 1-9,1137,BS
GW1137 1-9,1137,GW
CC1137 1-9,1137,CC
FM1137 1-9,1137,FM
BS+GW1137 1-9,1137,BS+GW
BS+CC1137 1-9,1137,BS+CC
BS+FM1137 1-9,1137,BS+FM
GW+CC1137 1-9,1137,GW+CC
GW+FM1137,1137,GW+FM
CC+FM1137 1-9,1137,CC+FM
BS+GW+CC1137 1-9,1137,BS+GW+CC
BS+GW+FM1137 1-9,1137,BS+GW+FM
BS+CC+FM1137 1-9,1137,BS+CC+FM
GW+CC+FM1137 1-9,1137,GW+CC+FM
BS+GW+CC+FM1137 1-9,1137,BS+GW+CC+FM
BS1138 1-10,1138,BS
GW1138 1-10,1138,GW
CC1138 1-10,1138,CC
FM1138 1-10,1138,FM
BS+GW1138 1-10,1138,BS+GW
BS+CC1138 1-10,1138,BS+CC
BS+FM1138 1-10,1138,BS+FM
GW+CC1138 1-10,1138,GW+CC
GW+FM1138,1138,GW+FM
CC+FM1138 1-10,1138,CC+FM
BS+GW+CC1138 1-10,1138,BS+GW+CC
BS+GW+FM1138 1-10,1138,BS+GW+FM
BS+CC+FM1138 1-10,1138,BS+CC+FM
GW+CC+FM1138 1-10,1138,GW+CC+FM
BS+GW+CC+FM1138 1-10,1138,BS+GW+CC+FM
BS1139 1-7,1139,BS
GW1139 1-7,1139,GW
CC1139 1-7,1139,CC
FM1139 1-7,1139,FM
BS+GW1139 1-7,1139,BS+GW
BS+CC1139 1-7,1139,BS+CC
BS+FM1139 1-7,1139,BS+FM
GW+CC1139 1-7,1139,GW+CC
GW+FM1139,1139,GW+FM
CC+FM1139 1-7,1139,CC+FM
BS+GW+CC1139 1-7,1139,BS+GW+CC
BS+GW+FM1139 1-7,1139,BS+GW+FM
BS+CC+FM1139 1-7,1139,BS+CC+FM
GW+CC+FM1139 1-7,1139,GW+CC+FM
BS+GW+CC+FM1139 1-7,1139,BS+GW+CC+FM
BS1140 1-8,1140,BS
GW1140 1-8,1140,GW
CC1140 1-8,1140,CC
FM1140 1-8,1140,FM
BS+GW1140 1-8,1140,BS+GW
BS+CC1140 1-8,1140,BS+CC
BS+FM1140 1-8,1140,BS+FM
GW+CC1140 1-8,1140,GW+CC
GW+FM1140,1140,GW+FM
CC+FM1140 1-8,1140,CC+FM
BS+GW+CC1140 1-8,1140,BS+GW+CC
BS+GW+FM1140 1-8,1140,BS+GW+FM
BS+CC+FM1140 1-8,1140,BS+CC+FM
GW+CC+FM1140 1-8,1140,GW+CC+FM
BS+GW+CC+FM1140 1-8,1140,BS+GW+CC+FM
BS1141 1-9,1141,BS
GW1141 1-9,1141,GW
CC1141 1-9,1141,CC
FM1141 1-9,1141,FM
BS+GW1141 1-9,1141,BS+GW
BS+CC1141 1-9,1141,BS+CC
BS+FM1141 1-9,1141,BS+FM
GW+CC1141 1-9,1141,GW+CC
GW+FM1141,1141,GW+FM
CC+FM1141 1-9,1141,CC+FM
BS+GW+CC1141 1-9,1141,BS+GW+CC
BS+GW+FM1141 1-9,1141,BS+GW+FM
BS+CC+FM1141 1-9,1141,BS+CC+FM
GW+CC+FM1141 1-9,1141,GW+CC+FM
BS+GW+CC+FM1141 1-9,1141,BS+GW+CC+FM
BS1142 1-10,1142,BS
GW1142 1-10,1142,GW
CC1142 1-10,1142,CC
FM1142 1-10,1142,FM
BS+GW1142 1-10,1142,BS+GW
BS+CC1142 1-10,1142,BS+CC
BS+FM1142 1-10,1142,BS+FM
GW+CC1142 1-10,1142,GW+CC
GW+FM1142,1142,GW+FM
CC+FM1142 1-10,1142,CC+FM
BS+GW+CC1142 1-10,1142,BS+GW+CC
BS+GW+FM1142 1-10,1142,BS+GW+FM
BS+CC+FM1142 1-10,1142,BS+CC+FM
GW+CC+FM1142 1-10,1142,GW+CC+FM
BS+GW+CC+FM1142 1-10,1142,BS+GW+CC+FM
BS1143 1-7,1143,BS
GW1143 1-7,1143,GW
CC1143 1-7,1143,CC
FM1143 1-7,1143,FM
BS+GW1143 1-7,1143,BS+GW
BS+CC1143 1-7,1143,BS+CC
BS+FM1143 1-7,1143,BS+FM
GW+CC1143 1-7,1143,GW+CC
GW+FM1143,1143,GW+FM
CC+FM1143 1-7,1143,CC+FM
BS+GW+CC1143 1-7,1143,BS+GW+CC
BS+GW+FM1143 1-7,1143,BS+GW+FM
BS+CC+FM1143 1-7,1143,BS+CC+FM
GW+CC+FM1143 1-7,1143,GW+CC+FM
BS+GW+CC+FM1143 1-7,1143,BS+GW+CC+FM
BS1144 1-8,1144,BS
GW1144 1-8,1144,GW
CC1144 1-8,1144,CC
FM1144 1-8,1144,FM
BS+GW1144 1-8,1144,BS+GW
BS+CC1144 1-8,1144,BS+CC
BS+FM1144 1-8,1144,BS+FM
GW+CC1144 1-8,1144,GW+CC
GW+FM1144,1144,GW+FM
CC+FM1144 1-8,1144,CC+FM
BS+GW+CC1144 1-8,1144,BS+GW+CC
BS+GW+FM1144 1-8,1144,BS+GW+FM
BS+CC+FM1144 1-8,1144,BS+CC+FM
GW+CC+FM1144 1-8,1144,GW+CC+FM
BS+GW+CC+FM1144 1-8,1144,BS+GW+CC+FM
BS1145 1-9,1145,BS
GW1145 1-9,1145,GW
CC1145 1-9,1145,CC
FM1145 1-9,1145,FM
BS+GW1145 1-9,1145,BS+GW
BS+CC1145 1-9,1145,BS+CC
BS+FM1145 1-9,1145,BS+FM
GW+CC1145 1-9,1145,GW+CC
GW+FM1145,1145,GW+FM
CC+FM1145 1-9,1145,CC+FM
BS+GW+CC1145 1-9,1145,BS+GW+CC
BS+GW+FM1145 1-9,1145,BS+GW+FM
BS+CC+FM1145 1-9,1145,BS+CC+FM
GW+CC+FM1145 1-9,1145,GW+CC+FM
BS+GW+CC+FM1145 1-9,1145,BS+GW+CC+FM
BS1146 1-10,1146,BS
GW1146 1-10,1146,GW
CC1146 1-10,1146,CC
FM1146 1-10,1146,FM
BS+GW1146 1-10,1146,BS+GW
BS+CC1146 1-10,1146,BS+CC
BS+FM1146 1-10,1146,BS+FM
GW+CC1146 1-10,1146,GW+CC
GW+FM1146,1146,GW+FM
CC+FM1146 1-10,1146,CC+FM
BS+GW+CC1146 1-10,1146,BS+GW+CC
BS+GW+FM1146 1-10,1146,BS+GW+FM
BS+CC+FM1146 1-10,1146,BS+CC+FM
GW+CC+FM1146 1-10,1146,GW+CC+FM
BS+GW+CC+FM1146 1-10,1146,BS+GW+CC+FM
BS1147 1-7,1147,BS
GW1147 1-7,1147,GW
CC1147 1-7,1147,CC
FM1147 1-7,1147,FM
BS+GW1147 1-7,1147,BS+GW
BS+CC1147 1-7,1147,BS+CC
BS+FM1147 1-7,1147,BS+FM
GW+CC1147 1-7,1147,GW+CC
GW+FM1147,1147,GW+FM
CC+FM1147 1-7,1147,CC+FM
BS+GW+CC1147 1-7,1147,BS+GW+CC
BS+GW+FM1147 1-7,1147,BS+GW+FM
BS+CC+FM1147 1-7,1147,BS+CC+FM
GW+CC+FM1147 1-7,1147,GW+CC+FM
BS+GW+CC+FM1147 1-7,1147,BS+GW+CC+FM
BS1148 1-8,1148,BS
GW1148 1-8,1148,GW
CC1148 1-8,1148,CC
FM1148 1-8,1148,FM
BS+GW1148 1-8,1148,BS+GW
BS+CC1148 1-8,1148,BS+CC
BS+FM1148 1-8,1148,BS+FM
GW+CC1148 1-8,1148,GW+CC
GW+FM1148,1148,GW+FM
CC+FM1148 1-8,1148,CC+FM
BS+GW+CC1148 1-8,1148,BS+GW+CC
BS+GW+FM1148 1-8,1148,BS+GW+FM
BS+CC+FM1148 1-8,1148,BS+CC+FM
GW+CC+FM1148 1-8,1148,GW+CC+FM
BS+GW+CC+FM1148 1-8,1148,BS+GW+CC+FM
BS1149 1-9,1149,BS
GW1149 1-9,1149,GW
CC1149 1-9,1149,CC
FM1149 1-9,1149,FM
BS+GW1149 1-9,1149,BS+GW
BS+CC1149 1-9,1149,BS+CC
BS+FM1149 1-9,1149,BS+FM
GW+CC1149 1-9,1149,GW+CC
GW+FM1149,1149,GW+FM
CC+FM1149 1-9,1149,CC+FM
BS+GW+CC1149 1-9,1149,BS+GW+CC
BS+GW+FM1149 1-9,1149,BS+GW+FM
BS+CC+FM1149 1-9,1149,BS+CC+FM
GW+CC+FM1149 1-9,1149,GW+CC+FM
BS+GW+CC+FM1149 1-9,1149,BS+GW+CC+FM
BS1150 1-10,1150,BS
GW1150 1-10,1150,GW
CC1150 1-10,1150,CC
FM1150 1-10,1150,FM
BS+GW1150 1-10,1150,BS+GW
BS+CC1150 1-10,1150,BS+CC
BS+FM1150 1-10,1150,BS+FM
GW+CC1150 1-10,1150,GW+CC
GW+FM1150,1150,GW+FM
CC+FM1150 1-10,1150,CC+FM
BS+GW+CC1150 1-10,1150,BS+GW+CC
BS+GW+FM1150 1-10,1150,BS+GW+FM
BS+CC+FM1150 1-10,1150,BS+CC+FM
GW+CC+FM1150 1-10,1150,GW+CC+FM
BS+GW+CC+FM1150 1-10,1150,BS+GW+CC+FM
BS1151 1-7,1151,BS
GW1151 1-7,1151,GW
CC1151 1-7,1151,CC
FM1151 1-7,1151,FM
BS+GW1151 1-7,1151,BS+GW
BS+CC1151 1-7,1151,BS+CC
BS+FM1151 1-7,1151,BS+FM
