ID,Label,Cost,NitRed,SedRed,Genome section,WithinSectionID,AlleleCombo
1,Nothing,9999999999,0,0,Nothing,0,Nothing
2,Sub001 ISO-P-S,213284.5815,4525.5668,-1817.6,subISO,1,ISO-P-S
3,Sub001 ISO-M-S,164997.6437,3152.732,-2316.5,subISO,1,ISO-M-S
4,Sub001 ISO-M-M,488233.8726,3899.6169,-3824.5,subISO,1,ISO-M-M
5,Sub001 ISO-M-L,811312.3383,4674.0958,-5158.7,subISO,1,ISO-M-L
6,Sub002 ISO-P-S,275166.9697,8601.9642,-6562.5,subISO,2,ISO-P-S
7,Sub002 ISO-M-S,209271.2049,6612.9109,-8050.4,subISO,2,ISO-M-S
8,Sub002 ISO-M-M,618589.7264,6873.7652,-7795,subISO,2,ISO-M-M
9,Sub002 ISO-M-L,1027692.953,7095.4854,-7591.4,subISO,2,ISO-M-L
10,Sub003 ISO-P-S,217707.5843,3049.0531,3088.6,subISO,3,ISO-P-S
11,Sub003 ISO-M-S,165384.0139,2975.1912,3072.3,subISO,3,ISO-M-S
12,Sub003 ISO-M-M,488827.9478,3032.4869,3084.9,subISO,3,ISO-M-M
13,Sub003 ISO-M-L,812100.93,3049.0531,3088.6,subISO,3,ISO-M-L
14,Sub004 ISO-P-S,289777.6459,4834.2835,5691.1,subISO,4,ISO-P-S
15,Sub004 ISO-M-S,222996.0744,3953.8904,5211.7,subISO,4,ISO-M-S
16,Sub004 ISO-M-M,659640.3423,4798.6264,6325.3,subISO,4,ISO-M-M
17,Sub004 ISO-M-L,1096066.421,5208.6655,6564.9,subISO,4,ISO-M-L
18,Sub005 ISO-P-S,258234.5066,4725.3793,3437.4,subISO,5,ISO-P-S
19,Sub005 ISO-M-S,196241.6414,3669.9672,2998.7,subISO,5,ISO-M-S
20,Sub005 ISO-M-M,580047.3519,5266.7608,4158.8,subISO,5,ISO-M-M
21,Sub005 ISO-M-L,963650.5191,6642.1582,4447.8,subISO,5,ISO-M-L
22,Sub006 ISO-P-S,220231.3345,6449.0181,10886.9,subISO,6,ISO-P-S
23,Sub006 ISO-M-S,167516.5428,5769.727,10154.1,subISO,6,ISO-M-S
24,Sub006 ISO-M-M,495170.7725,5964.2054,10356.3,subISO,6,ISO-M-M
25,Sub006 ISO-M-L,822652.7724,6115.4204,10500.7,subISO,6,ISO-M-L
26,Sub007 ISO-P-S,197569.8117,2531.6626,4490.4,subISO,7,ISO-P-S
27,Sub007 ISO-M-S,150086.1285,2420.4741,4363.1,subISO,7,ISO-M-S
28,Sub007 ISO-M-M,443611.7643,2455.9164,4407.6,subISO,7,ISO-M-M
29,Sub007 ISO-M-L,736982.2613,2480.3185,4434,subISO,7,ISO-M-L
30,Sub008 ISO-P-S,207944.0351,8457.4027,5545.4,subISO,8,ISO-P-S
31,Sub008 ISO-M-S,157967.024,7936.5873,5375.1,subISO,8,ISO-M-S
32,Sub008 ISO-M-M,466905.4422,8173.0444,5456.5,subISO,8,ISO-M-M
33,Sub008 ISO-M-L,775680.5755,8330.1841,5498.3,subISO,8,ISO-M-L
34,Sub009 ISO-P-S,195621.5998,4045.8768,1529.1,subISO,9,ISO-P-S
35,Sub009 ISO-M-S,148606.1475,3352.6774,1169.1,subISO,9,ISO-M-S
36,Sub009 ISO-M-M,439237.3627,3801.6736,1125.6,subISO,9,ISO-M-M
37,Sub009 ISO-M-L,729714.9689,4069.99,1250.6,subISO,9,ISO-M-L
38,Sub010 ISO-P-S,140561.6316,4621.0866,816.8000001,subISO,10,ISO-P-S
39,Sub010 ISO-M-S,106779.2237,3695.2383,189.8,subISO,10,ISO-M-S
40,Sub010 ISO-M-M,315608.9125,4170.4786,-52.80000007,subISO,10,ISO-M-M
41,Sub010 ISO-M-L,524328.2274,4465.9643,118.4000001,subISO,10,ISO-M-L
42,Sub011 ISO-P-S,188525.0712,2375.3008,1137.8,subISO,11,ISO-P-S
43,Sub011 ISO-M-S,143215.1897,1936.5928,938.1,subISO,11,ISO-M-S
44,Sub011 ISO-M-M,423303.2301,2886.257,537.6,subISO,11,ISO-M-M
45,Sub011 ISO-M-L,703243.2339,3805.298,-349.9,subISO,11,ISO-M-L
46,Sub012 ISO-P-S,173778.7123,1251.346,1021.6,subISO,12,ISO-P-S
47,Sub012 ISO-M-S,132012.9525,1067.4084,925.1,subISO,12,ISO-M-S
48,Sub012 ISO-M-M,390192.6135,1823.1812,1627.8,subISO,12,ISO-M-M
49,Sub012 ISO-M-L,648235.8175,2557.7309,2386,subISO,12,ISO-M-L
50,Sub013 ISO-P-S,160170.473,5333.6576,3966.5,subISO,13,ISO-P-S
51,Sub013 ISO-M-S,121675.3005,4161.3273,3296.1,subISO,13,ISO-M-S
52,Sub013 ISO-M-M,359637.4644,4442.8599,3509.2,subISO,13,ISO-M-M
53,Sub013 ISO-M-L,597473.8569,4694.7602,3664.5,subISO,13,ISO-M-L
54,Sub014 ISO-P-S,181627.3478,2210.5544,2487.9,subISO,14,ISO-P-S
55,Sub014 ISO-M-S,137975.2566,1960.4811,2378.9,subISO,14,ISO-M-S
56,Sub014 ISO-M-M,407815.4831,2615.4981,2889.1,subISO,14,ISO-M-M
57,Sub014 ISO-M-L,677513.0895,3228.3637,4095.3,subISO,14,ISO-M-L
58,Sub015 ISO-P-S,114529.75,269.7156,1398,subISO,15,ISO-P-S
59,Sub015 ISO-M-S,87003.8122,269.7156,1398,subISO,15,ISO-M-S
60,Sub015 ISO-M-M,257158.4396,269.7156,1398,subISO,15,ISO-M-M
61,Sub015 ISO-M-L,427223.1342,269.7156,1398,subISO,15,ISO-M-L
62,Sub016 ISO-P-S,147319.3546,1999.6556,2209,subISO,16,ISO-P-S
63,Sub016 ISO-M-S,111912.8039,1824.1363,2120.3,subISO,16,ISO-M-S
64,Sub016 ISO-M-M,330782.3105,2592.9294,3094.1,subISO,16,ISO-M-M
65,Sub016 ISO-M-L,549536.1368,3299.09,3060.6,subISO,16,ISO-M-L
66,Sub017 ISO-P-S,266245.3204,10826.0427,9070.3,subISO,17,ISO-P-S
67,Sub017 ISO-M-S,202256.2508,7076.6075,6631.3,subISO,17,ISO-M-S
68,Sub017 ISO-M-M,597811.7574,7823.1182,7219.3,subISO,17,ISO-M-M
69,Sub017 ISO-M-L,993158.1988,8519.3352,7698.1,subISO,17,ISO-M-L
70,Sub018 ISO-P-S,170413.4518,1552.4242,2145.7,subISO,18,ISO-P-S
71,Sub018 ISO-M-S,129257.5988,1108.96,1902.9,subISO,18,ISO-M-S
72,Sub018 ISO-M-M,382011.9256,1486.8512,2389.2,subISO,18,ISO-M-M
73,Sub018 ISO-M-L,634631.7879,1851.0481,2906.1,subISO,18,ISO-M-L
74,Sub019 ISO-P-S,246110.2562,4687.6903,4580.2,subISO,19,ISO-P-S
75,Sub019 ISO-M-S,184458.548,3343.7278,3624.9,subISO,19,ISO-M-S
76,Sub019 ISO-M-M,544745.8258,4237.4642,4325.5,subISO,19,ISO-M-M
77,Sub019 ISO-M-L,904831.6751,4859.9213,4467.8,subISO,19,ISO-M-L
78,Sub020 ISO-P-S,384415.052,1020.0633,2341.8,subISO,20,ISO-P-S
79,Sub020 ISO-M-S,288056.3933,1020.0633,2341.8,subISO,20,ISO-M-S
80,Sub020 ISO-M-M,850681.1884,1020.0633,2341.8,subISO,20,ISO-M-M
81,Sub020 ISO-M-L,1412991.16,1020.0633,2341.8,subISO,20,ISO-M-L
82,Sub021 ISO-P-S,206911.8701,57.7544,92.5,subISO,21,ISO-P-S
83,Sub021 ISO-M-S,154960.6194,57.7544,92.5,subISO,21,ISO-M-S
84,Sub021 ISO-M-M,457609.8804,174.0902,276.8,subISO,21,ISO-M-M
85,Sub021 ISO-M-L,760089.4061,287.5401,462.7,subISO,21,ISO-M-L
86,Sub022 ISO-P-S,115487.9269,197.953,881.1999999,subISO,22,ISO-P-S
87,Sub022 ISO-M-S,87731.6595,188.7259,849.6,subISO,22,ISO-M-S
88,Sub022 ISO-M-M,259309.7406,310.0208,1191.5,subISO,22,ISO-M-M
89,Sub022 ISO-M-L,430797.1365,427.9025,1520.5,subISO,22,ISO-M-L
90,Sub023 ISO-P-S,86252.0512,1014.0475,4718.6,subISO,23,ISO-P-S
91,Sub023 ISO-M-S,65522.3403,702.208,4177.5,subISO,23,ISO-M-S
92,Sub023 ISO-M-M,193665.3393,771.2248,4381,subISO,23,ISO-M-M
93,Sub023 ISO-M-L,321740.61,835.2482,4503.4,subISO,23,ISO-M-L
94,Sub024 ISO-P-S,197743.0616,160.8241,204.5999999,subISO,24,ISO-P-S
95,Sub024 ISO-M-S,148093.9073,160.8241,204.5999999,subISO,24,ISO-M-S
96,Sub024 ISO-M-M,437331.9845,399.1548,539,subISO,24,ISO-M-M
97,Sub024 ISO-M-L,726407.8479,644.5406,876.4,subISO,24,ISO-M-L
98,Sub025 ISO-P-S,135164.4972,928.9979,2998.7,subISO,25,ISO-P-S
99,Sub025 ISO-M-S,101227.5139,664.758,1850.3,subISO,25,ISO-M-S
100,Sub025 ISO-M-M,298932.1462,829.386,2209.9,subISO,25,ISO-M-M
101,Sub025 ISO-M-L,496525.8995,895.3216,2547.5,subISO,25,ISO-M-L
102,Sub026 ISO-P-S,853491.4761,1166.9872,4298.1,subISO,26,ISO-P-S
103,Sub026 ISO-M-S,642666.8309,1166.9872,4298.1,subISO,26,ISO-M-S
104,Sub026 ISO-M-M,1898489.901,3438.2589,12670.6,subISO,26,ISO-M-M
105,Sub026 ISO-M-L,3153624.165,5708.2651,20309,subISO,26,ISO-M-L
106,Sub027 ISO-P-S,203896.8503,3568.2143,1434.6,subISO,27,ISO-P-S
107,Sub027 ISO-M-S,154892.5346,3147.0761,1268.8,subISO,27,ISO-M-S
108,Sub027 ISO-M-M,457818.1289,4014.248,1311,subISO,27,ISO-M-M
109,Sub027 ISO-M-L,760583.6162,4888.1375,774.9,subISO,27,ISO-M-L
110,Sub028 ISO-P-S,319087.9648,6188.9831,11294,subISO,28,ISO-P-S
111,Sub028 ISO-M-S,242398.7596,5228.7995,10345.6,subISO,28,ISO-M-S
112,Sub028 ISO-M-M,716461.5577,5332.7396,10524.3,subISO,28,ISO-M-M
113,Sub028 ISO-M-L,1190273.797,5453.4146,10679.7,subISO,28,ISO-M-L
114,Sub029 ISO-P-S,233255.4965,5349.7666,4495,subISO,29,ISO-P-S
115,Sub029 ISO-M-S,177195.1602,4665.299,4352.4,subISO,29,ISO-M-S
116,Sub029 ISO-M-M,523738.3254,5535.4842,5155.9,subISO,29,ISO-M-M
117,Sub029 ISO-M-L,870098.3303,6243.4844,5453.4,subISO,29,ISO-M-L
118,Sub030 ISO-P-S,285955.6048,5836.7652,5456.5,subISO,30,ISO-P-S
119,Sub030 ISO-M-S,217190.3566,4100.2122,4671.1,subISO,30,ISO-M-S
120,Sub030 ISO-M-M,641945.5197,4966.058,6438.7,subISO,30,ISO-M-M
121,Sub030 ISO-M-L,1066476.013,5778.8909,8093.7,subISO,30,ISO-M-L
122,Sub031 ISO-P-S,258468.6392,4222.8412,3468.6,subISO,31,ISO-P-S
123,Sub031 ISO-M-S,194673.9816,3839.4968,3378.9,subISO,31,ISO-M-S
124,Sub031 ISO-M-M,575092.163,4821.6269,4467.1,subISO,31,ISO-M-M
125,Sub031 ISO-M-L,955301.9145,5416.4887,4895.5,subISO,31,ISO-M-L
126,Sub032 ISO-P-S,191212.9949,1371.4107,1693,subISO,32,ISO-P-S
127,Sub032 ISO-M-S,143919.7249,1200.5987,1548.2,subISO,32,ISO-M-S
128,Sub032 ISO-M-M,425139.2067,1774.1163,2414.4,subISO,32,ISO-M-M
129,Sub032 ISO-M-L,706204.1719,2300.6822,3221.8,subISO,32,ISO-M-L
130,Sub033 ISO-P-S,238631.8517,4190.0841,4614.8,subISO,33,ISO-P-S
131,Sub033 ISO-M-S,180098.0576,3089.6624,4162.7,subISO,33,ISO-M-S
132,Sub033 ISO-M-M,532100.7907,4010.9541,5836.5,subISO,33,ISO-M-M
133,Sub033 ISO-M-L,883912.282,4916.3254,7421.5,subISO,33,ISO-M-L
134,Sub034 ISO-P-S,226825.8722,3069.1026,9395.1,subISO,34,ISO-P-S
135,Sub034 ISO-M-S,170820.1387,1781.9344,7526.2,subISO,34,ISO-M-S
136,Sub034 ISO-M-M,504620.9042,2191.646,8932.1,subISO,34,ISO-M-M
137,Sub034 ISO-M-L,838238.6877,2370.0324,9376.3,subISO,34,ISO-M-L
138,Sub035 ISO-P-S,270623.6416,2626.4044,5263.3,subISO,35,ISO-P-S
139,Sub035 ISO-M-S,203269.7701,2416.0399,4803,subISO,35,ISO-M-S
140,Sub035 ISO-M-M,600381.3205,3340.6352,6358.3,subISO,35,ISO-M-M
141,Sub035 ISO-M-L,997272.8122,3993.187,7373,subISO,35,ISO-M-L
142,Sub036 ISO-P-S,242857.1492,1636.2447,1296.5,subISO,36,ISO-P-S
143,Sub036 ISO-M-S,182507.684,1417.4349,1205.1,subISO,36,ISO-M-S
144,Sub036 ISO-M-M,539075.5178,2364.5378,2369.7,subISO,36,ISO-M-M
145,Sub036 ISO-M-L,895446.1777,3271.94,3511.4,subISO,36,ISO-M-L
146,Sub037 ISO-P-S,174533.1508,1274.8558,811.2,subISO,37,ISO-P-S
147,Sub037 ISO-M-S,131078.7987,1145.6106,776,subISO,37,ISO-M-S
148,Sub037 ISO-M-M,387153.7883,2025.9185,1667.8,subISO,37,ISO-M-M
149,Sub037 ISO-M-L,643086.8038,2848.5899,2467.3,subISO,37,ISO-M-L
150,Sub038 ISO-P-S,228305.7609,1237.4464,2869.7,subISO,38,ISO-P-S
151,Sub038 ISO-M-S,171463.3853,941.5513,2312.2,subISO,38,ISO-M-S
152,Sub038 ISO-M-M,506433.5332,1463.8964,3494,subISO,38,ISO-M-M
153,Sub038 ISO-M-L,841217.9657,1984.9895,4650.9,subISO,38,ISO-M-L
154,Sub039 ISO-P-S,121188.2118,2303.7382,4595.1,subISO,39,ISO-P-S
155,Sub039 ISO-M-S,91015.4039,1666.3305,4048.7,subISO,39,ISO-M-S
156,Sub039 ISO-M-M,268822.714,2194.6433,4954.5,subISO,39,ISO-M-M
157,Sub039 ISO-M-L,446531.4435,2349.3913,5178.7,subISO,39,ISO-M-L
158,Sub040 ISO-P-S,183843.9928,1570.8152,8419.5,subISO,40,ISO-P-S
159,Sub040 ISO-M-S,138062.9775,1233.9316,7191.6,subISO,40,ISO-M-S
160,Sub040 ISO-M-M,407780.6454,1295.8777,7443,subISO,40,ISO-M-M
161,Sub040 ISO-M-L,677348.7375,1348.4083,7662.8,subISO,40,ISO-M-L
162,Sub041 ISO-P-S,350094.4037,1667.9323,9134.3,subISO,41,ISO-P-S
163,Sub041 ISO-M-S,262058.7809,1667.9323,9134.3,subISO,41,ISO-M-S
164,Sub041 ISO-M-M,773853.3844,1667.9323,9134.3,subISO,41,ISO-M-M
165,Sub041 ISO-M-L,1285360.358,1667.9323,9134.3,subISO,41,ISO-M-L
166,Sub042 ISO-P-S,291752.6644,3872.0699,7070.3,subISO,42,ISO-P-S
167,Sub042 ISO-M-S,218499.6616,3872.0699,7070.3,subISO,42,ISO-M-S
168,Sub042 ISO-M-M,645245.2525,3872.0699,7070.3,subISO,42,ISO-M-M
169,Sub042 ISO-M-L,1071751.511,3872.0699,7070.3,subISO,42,ISO-M-L
170,Sub043 ISO-P-S,145076.6994,1072.0321,4831,subISO,43,ISO-P-S
171,Sub043 ISO-M-S,108650.9691,1072.0321,4831,subISO,43,ISO-M-S
172,Sub043 ISO-M-M,320854.1444,1072.0321,4831,subISO,43,ISO-M-M
173,Sub043 ISO-M-L,532938.3096,1072.0321,4831,subISO,43,ISO-M-L
174,Sub044 ISO-P-S,167044.8305,1128.5909,8426.8,subISO,44,ISO-P-S
175,Sub044 ISO-M-S,125103.3611,1128.5909,8426.8,subISO,44,ISO-M-S
176,Sub044 ISO-M-M,369439.2441,1128.5909,8426.8,subISO,44,ISO-M-M
177,Sub044 ISO-M-L,613638.0959,1128.5909,8426.8,subISO,44,ISO-M-L
178,Sub045 ISO-P-S,186820.6923,872.9754,3915.3,subISO,45,ISO-P-S
179,Sub045 ISO-M-S,143426.7391,789.5903,3575,subISO,45,ISO-M-S
180,Sub045 ISO-M-M,424206.0639,1118.0146,4592.6,subISO,45,ISO-M-M
181,Sub045 ISO-M-L,704843.6119,1174.3593,4876.6,subISO,45,ISO-M-L
182,Sub046 ISO-P-S,267917.0451,4352.0212,2837,subISO,46,ISO-P-S
183,Sub046 ISO-M-S,201255.6102,3586.2335,2645.4,subISO,46,ISO-M-S
184,Sub046 ISO-M-M,594435.7661,4692.1513,4018.6,subISO,46,ISO-M-M
185,Sub046 ISO-M-L,987398.1257,5773.0036,5433.5,subISO,46,ISO-M-L
186,Sub047 ISO-P-S,210811.277,1709.1439,1756.8,subISO,47,ISO-P-S
187,Sub047 ISO-M-S,158980.9771,1371.8332,1594.7,subISO,47,ISO-M-S
188,Sub047 ISO-M-M,469687.8837,2125.2074,2677.3,subISO,47,ISO-M-M
189,Sub047 ISO-M-L,780225.4503,2883.8996,3701,subISO,47,ISO-M-L
190,Sub048 ISO-P-S,164389.7308,1298.3262,1139.9,subISO,48,ISO-P-S
191,Sub048 ISO-M-S,123460.8344,1068.7382,1007.5,subISO,48,ISO-M-S
192,Sub048 ISO-M-M,364653.4011,1866.0548,1985,subISO,48,ISO-M-M
193,Sub048 ISO-M-L,605712.2448,2583.6009,2925.1,subISO,48,ISO-M-L
194,Sub049 ISO-P-S,209824.551,3192.2995,3318.9,subISO,49,ISO-P-S
195,Sub049 ISO-M-S,157583.5304,2618.2435,3119.7,subISO,49,ISO-M-S
196,Sub049 ISO-M-M,465438.0525,3662.7493,4581.8,subISO,49,ISO-M-M
197,Sub049 ISO-M-L,773121.8925,4562.5365,5894,subISO,49,ISO-M-L
198,Sub050 ISO-P-S,246328.3255,4235.7587,7795,subISO,50,ISO-P-S
199,Sub050 ISO-M-S,184998.7859,2798.3906,6540.7,subISO,50,ISO-M-S
200,Sub050 ISO-M-M,546411.6356,3578.9207,8022.1,subISO,50,ISO-M-M
201,Sub050 ISO-M-L,907624.1093,4136.0751,9153.8,subISO,50,ISO-M-L
202,Sub051 ISO-P-S,308653.1681,2328.0991,7840.5,subISO,51,ISO-P-S
203,Sub051 ISO-M-S,231285.5221,1647.4564,6506.2,subISO,51,ISO-M-S
204,Sub051 ISO-M-M,683026.879,2156.4425,7418.6,subISO,51,ISO-M-M
205,Sub051 ISO-M-L,1134515.46,2307.9939,7870.6,subISO,51,ISO-M-L
206,Sub052 ISO-P-S,199789.3485,901.6955,5008.5,subISO,52,ISO-P-S
207,Sub052 ISO-M-S,152612.4699,762.0004,4361.2,subISO,52,ISO-M-S
208,Sub052 ISO-M-M,451233.7341,1045.3316,5600.9,subISO,52,ISO-M-M
209,Sub052 ISO-M-L,749700.8618,1246.0922,6648.5,subISO,52,ISO-M-L
210,Sub053 ISO-P-S,326295.1646,794.0906,-1538.8,subISO,53,ISO-P-S
211,Sub053 ISO-M-S,253421.3446,766.957,-1550.8,subISO,53,ISO-M-S
212,Sub053 ISO-M-M,750063.3785,776.528,-1546.2,subISO,53,ISO-M-M
213,Sub053 ISO-M-L,1246467.319,786.0453,-1541.8,subISO,53,ISO-M-L
214,Sub054 ISO-P-S,202197.6274,829.0439,701.5,subISO,54,ISO-P-S
215,Sub054 ISO-M-S,153323.1614,742.3674,640,subISO,54,ISO-M-S
216,Sub054 ISO-M-M,453128.1853,1225.8468,1245.5,subISO,54,ISO-M-M
217,Sub054 ISO-M-L,752773.5264,1705.6501,1832.9,subISO,54,ISO-M-L
218,Sub055 ISO-P-S,172499.317,1434.3793,1027.5,subISO,55,ISO-P-S
219,Sub055 ISO-M-S,129137.6123,1385.3596,1019,subISO,55,ISO-M-S
220,Sub055 ISO-M-M,381343.1974,1670.5113,1264.9,subISO,55,ISO-M-M
221,Sub055 ISO-M-L,633407.1112,1702.3794,1270.4,subISO,55,ISO-M-L
222,Sub056 ISO-P-S,366232.2674,1561.6559,2309.1,subISO,56,ISO-P-S
223,Sub056 ISO-M-S,274863.1613,1435.3671,2177.4,subISO,56,ISO-M-S
224,Sub056 ISO-M-M,811799.9147,2287.383,3686.2,subISO,56,ISO-M-M
225,Sub056 ISO-M-L,1348438.147,3073.0258,5127.9,subISO,56,ISO-M-L
226,Sub057 ISO-P-S,128455.0632,431.5952,645.1,subISO,57,ISO-P-S
227,Sub057 ISO-M-S,96425.5354,431.5952,645.1,subISO,57,ISO-M-S
228,Sub057 ISO-M-M,284793.2103,698.9461,921.6999999,subISO,57,ISO-M-M
229,Sub057 ISO-M-L,473056.2384,941.337,1595,subISO,57,ISO-M-L
230,Sub058 ISO-P-S,237383.6273,1253.4152,6345,subISO,58,ISO-P-S
231,Sub058 ISO-M-S,176252.8306,809.093,5206.6,subISO,58,ISO-M-S
232,Sub058 ISO-M-M,520201.589,874.588,5493,subISO,58,ISO-M-M
233,Sub058 ISO-M-L,863950.6208,941.7182,5714.4,subISO,58,ISO-M-L
234,Sub059 ISO-P-S,150202.661,1132.5799,3877.5,subISO,59,ISO-P-S
235,Sub059 ISO-M-S,111402.5113,1103.7947,3749.5,subISO,59,ISO-M-S
236,Sub059 ISO-M-M,328776.4071,1116.1643,3796.4,subISO,59,ISO-M-M
237,Sub059 ISO-M-L,546023.535,1123.4397,3840.3,subISO,59,ISO-M-L
238,Sub060 ISO-P-S,104723.0657,535.4301,2940.2,subISO,60,ISO-P-S
239,Sub060 ISO-M-S,77814.1185,533.5134,2915.4,subISO,60,ISO-M-S
240,Sub060 ISO-M-M,229675.723,712.0982,3780.9,subISO,60,ISO-M-M
241,Sub060 ISO-M-L,381449.4106,714.8623,3803.5,subISO,60,ISO-M-L
242,Sub061 ISO-P-S,313175.4845,321.4146,860.6999999,subISO,61,ISO-P-S
243,Sub061 ISO-M-S,233353.9922,321.4146,860.6999999,subISO,61,ISO-M-S
244,Sub061 ISO-M-M,688888.8074,969.4199,3008.9,subISO,61,ISO-M-M
245,Sub061 ISO-M-L,1144162.83,1611.2676,5106.9,subISO,61,ISO-M-L
246,Sub062 ISO-P-S,352430.0059,226.2367,415,subISO,62,ISO-P-S
247,Sub062 ISO-M-S,261390.76,226.2367,415,subISO,62,ISO-M-S
248,Sub062 ISO-M-M,771428.8837,429.8515,797.5,subISO,62,ISO-M-M
249,Sub062 ISO-M-L,1281169.564,616.0837,1156.8,subISO,62,ISO-M-L
250,Sub063 ISO-P-S,373909.2616,1382.3738,3545.9,subISO,63,ISO-P-S
251,Sub063 ISO-M-S,280033.8514,1159.891,2005.2,subISO,63,ISO-M-S
252,Sub063 ISO-M-M,826961.1604,1221.0385,2495.2,subISO,63,ISO-M-M
253,Sub063 ISO-M-L,1373581.759,1273.4005,2793.1,subISO,63,ISO-M-L
254,Sub064 ISO-P-S,288607.8985,9.124699999,165.6,subISO,64,ISO-P-S
255,Sub064 ISO-M-S,216341.1772,9.124699999,165.6,subISO,64,ISO-M-S
256,Sub064 ISO-M-M,638907.8562,9.124699999,165.6,subISO,64,ISO-M-M
257,Sub064 ISO-M-L,1061238.425,9.124699999,165.6,subISO,64,ISO-M-L
258,Sub065 ISO-P-S,449081.5847,186.6671,884.3000001,subISO,65,ISO-P-S
259,Sub065 ISO-M-S,335187.0373,186.6671,884.3000001,subISO,65,ISO-M-S
260,Sub065 ISO-M-M,989618.5002,555.9033,2695.4,subISO,65,ISO-M-M
261,Sub065 ISO-M-L,1643677.847,927.922,4589.8,subISO,65,ISO-M-L
262,Sub066 ISO-P-S,262082.2966,188.9276,248.7,subISO,66,ISO-P-S
263,Sub066 ISO-M-S,194381.5497,188.9276,248.7,subISO,66,ISO-M-S
264,Sub066 ISO-M-M,573668.1047,268.6728,435.7,subISO,66,ISO-M-M
265,Sub066 ISO-M-L,952733.4677,268.6728,435.7,subISO,66,ISO-M-L
266,Sub067 ISO-P-S,146331.2226,32.9653,-13382.8,subISO,67,ISO-P-S
267,Sub067 ISO-M-S,110112.3674,1.235300001,40.10000002,subISO,67,ISO-M-S
268,Sub067 ISO-M-M,325267.2971,1.235300001,40.10000002,subISO,67,ISO-M-M
269,Sub067 ISO-M-L,540303.8924,1.235300001,40.10000002,subISO,67,ISO-M-L
270,Sub068 ISO-P-S,464560.2559,51.0176,234.7,subISO,68,ISO-P-S
271,Sub068 ISO-M-S,348684.5712,51.0176,234.7,subISO,68,ISO-M-S
272,Sub068 ISO-M-M,1029833.788,151.3412,702.1999999,subISO,68,ISO-M-M
273,Sub068 ISO-M-L,1710604.416,251.3968,1169.8,subISO,68,ISO-M-L
274,Sub069 ISO-P-S,441903.3682,0,0,subISO,69,ISO-P-S
275,Sub069 ISO-M-S,335186.9705,0,0,subISO,69,ISO-M-S
276,Sub069 ISO-M-M,990623.0754,-677.0468,327509,subISO,69,ISO-M-M
277,Sub069 ISO-M-L,1645710.516,14.1734,-15849.1,subISO,69,ISO-M-L
278,Sub070 ISO-P-S,196931.9151,0,0,subISO,70,ISO-P-S
279,Sub070 ISO-M-S,149374.313,0,0,subISO,70,ISO-M-S
280,Sub070 ISO-M-M,441465.9706,0,0,subISO,70,ISO-M-M
281,Sub070 ISO-M-L,733402.248,0,0,subISO,70,ISO-M-L
282,Sub071 ISO-P-S,167849.8589,0,0,subISO,71,ISO-P-S
283,Sub071 ISO-M-S,127315.3584,0,0,subISO,71,ISO-M-S
284,Sub071 ISO-M-M,376272.1794,0,0,subISO,71,ISO-M-M
285,Sub071 ISO-M-L,625096.5659,0,0,subISO,71,ISO-M-L
286,Sub072 ISO-P-S,220586.0394,0,0,subISO,72,ISO-P-S
287,Sub072 ISO-M-S,166889.0672,0,0,subISO,72,ISO-M-S
288,Sub072 ISO-M-M,493150.8629,0,0,subISO,72,ISO-M-M
289,Sub072 ISO-M-L,819237.2198,0,0,subISO,72,ISO-M-L
290,Sub073 ISO-P-S,460538.4465,0,0,subISO,73,ISO-P-S
291,Sub073 ISO-M-S,349079.1865,0,0,subISO,73,ISO-M-S
292,Sub073 ISO-M-M,1031635.832,0,0,subISO,73,ISO-M-M
293,Sub073 ISO-M-L,1713828.318,0,0,subISO,73,ISO-M-L
294,Sub074 ISO-P-S,150799.0441,0,0,subISO,74,ISO-P-S
295,Sub074 ISO-M-S,113488.9363,0,0,subISO,74,ISO-M-S
296,Sub074 ISO-M-M,335244.2536,0,0,subISO,74,ISO-M-M
297,Sub074 ISO-M-L,556877.6713,0,0,subISO,74,ISO-M-L
298,Sub075 ISO-P-S,192124.3138,0,0,subISO,75,ISO-P-S
299,Sub075 ISO-M-S,145727.7119,0,0,subISO,75,ISO-M-S
300,Sub075 ISO-M-M,430688.6806,0,0,subISO,75,ISO-M-M
301,Sub075 ISO-M-L,715498.0623,0,0,subISO,75,ISO-M-L
302,Sub076 ISO-P-S,212459.8656,0,0,subISO,76,ISO-P-S
303,Sub076 ISO-M-S,160701.344,0,0,subISO,76,ISO-M-S
304,Sub076 ISO-M-M,474859.0318,0,0,subISO,76,ISO-M-M
305,Sub076 ISO-M-L,788847.6141,0,0,subISO,76,ISO-M-L
306,Sub077 ISO-P-S,317208.812,0,0,subISO,77,ISO-P-S
307,Sub077 ISO-M-S,238233.6247,0,0,subISO,77,ISO-M-S
308,Sub077 ISO-M-M,703646.168,0,0,subISO,77,ISO-M-M
309,Sub077 ISO-M-L,1168800.683,0,0,subISO,77,ISO-M-L
310,Sub078 ISO-P-S,383098.9007,0,0,subISO,78,ISO-P-S
311,Sub078 ISO-M-S,287716.9378,1003.2851,53149.5,subISO,78,ISO-M-S
312,Sub078 ISO-M-M,849799.5368,4.844699997,-7570.3,subISO,78,ISO-M-M
313,Sub078 ISO-M-L,1411570.504,0,0,subISO,78,ISO-M-L
