ID,Label,Cost,NitRed,SedRed,Genome section,WithinSectionID,AlleleCombo
6366,GW+FM1211,106117.7686,344.2733,-7.700000048,HRU,1211,GW+FM
6367,CC+FM1211 1-7,183400.3277,471.8192,-51.70000005,HRU,1211,CC+FM
6368,BS+GW+CC1211 1-7,84729.7601,722.7578,-54.10000002,HRU,1211,BS+GW+CC
6369,BS+GW+FM1211 1-7,107602.0267,228.8591,-7.700000048,HRU,1211,BS+GW+FM
6370,BS+CC+FM1211 1-7,184884.5858,629.8988,-51.70000005,HRU,1211,BS+CC+FM
6371,GW+CC+FM1211 1-7,186381.7992,720.3523,-56.70000005,HRU,1211,GW+CC+FM
6372,BS+GW+CC+FM1211 1-7,187866.0573,723.7377,-56.70000005,HRU,1211,BS+GW+CC+FM
6373,BS1212 1-8,776.3965,30.8299,0,HRU,1212,BS
6374,GW1212 1-8,1543.8441,28.2749,0,HRU,1212,GW
6375,CC1212 1-8,46673.3297,275.2739,3,HRU,1212,CC
6376,FM1212 1-8,58381.4357,63.1021,1.199999928,HRU,1212,FM
6377,BS+GW1212 1-8,2320.2406,30.8299,0,HRU,1212,BS+GW
6378,BS+CC1212 1-8,47449.7262,297.2373,3,HRU,1212,BS+CC
6379,BS+FM1212 1-8,59157.8322,93.575,1.199999928,HRU,1212,BS+FM
6380,GW+CC1212 1-8,48217.1738,300.307,1.199999928,HRU,1212,GW+CC
6381,GW+FM1212,59925.2798,91.4141,1.199999928,HRU,1212,GW+FM
6382,CC+FM1212 1-8,105054.7653,328.9859,2.600000024,HRU,1212,CC+FM
6383,BS+GW+CC1212 1-8,48993.5703,302.6891,1.199999928,HRU,1212,BS+GW+CC
6384,BS+GW+FM1212 1-8,60701.6763,93.575,1.199999928,HRU,1212,BS+GW+FM
6385,BS+CC+FM1212 1-8,105831.1619,350.4857,2.600000024,HRU,1212,BS+CC+FM
6386,GW+CC+FM1212 1-8,106598.6094,357.8213,2.5,HRU,1212,GW+CC+FM
6387,BS+GW+CC+FM1212 1-8,107375.006,359.9784,2.5,HRU,1212,BS+GW+CC+FM
6388,BS1213 1-9,753.5419,290.7202,0,HRU,1213,BS
6389,GW1213 1-9,1497.6587,455.4267,0,HRU,1213,GW
6390,CC1213 1-9,45255.1853,103.5587,6.399999976,HRU,1213,CC
6391,FM1213 1-9,56607.3591,7.343399998,1.700000048,HRU,1213,FM
6392,BS+GW1213 1-9,2251.2006,290.7202,0,HRU,1213,BS+GW
6393,BS+CC1213 1-9,46008.7272,322.9451,6.399999976,HRU,1213,BS+CC
6394,BS+FM1213 1-9,57360.901,294.9472,1.700000048,HRU,1213,BS+FM
6395,GW+CC1213 1-9,46752.844,460.2732,4.600000024,HRU,1213,GW+CC
6396,GW+FM1213,58105.0178,462.7069,1.700000048,HRU,1213,GW+FM
6397,CC+FM1213 1-9,101862.5444,109.2468,6.100000024,HRU,1213,CC+FM
6398,BS+GW+CC1213 1-9,47506.3859,382.9173,4.600000024,HRU,1213,BS+GW+CC
6399,BS+GW+FM1213 1-9,58858.5596,294.9472,1.700000048,HRU,1213,BS+GW+FM
6400,BS+CC+FM1213 1-9,102616.0863,326.3472,6.100000024,HRU,1213,BS+CC+FM
6401,GW+CC+FM1213 1-9,103360.2031,466.6555,4.600000024,HRU,1213,GW+CC+FM
6402,BS+GW+CC+FM1213 1-9,104113.745,386.4778,4.600000024,HRU,1213,BS+GW+CC+FM
6403,BS1214 1-10,504.552,326.0862,0,HRU,1214,BS
6404,GW1214 1-10,994.4916,441.2851,0,HRU,1214,GW
6405,CC1214 1-10,29805.2171,108.0366,-1.700000048,HRU,1214,CC
6406,FM1214 1-10,37279.6881,13.7902,0.600000024,HRU,1214,FM
6407,BS+GW1214 1-10,1499.0436,326.0862,0,HRU,1214,BS+GW
6408,BS+CC1214 1-10,30309.7691,357.5901,-1.700000048,HRU,1214,BS+CC
6409,BS+FM1214 1-10,37784.2401,-432.0956,-250.4,HRU,1214,BS+FM
6410,GW+CC1214 1-10,30799.7087,450.3513,-3.600000024,HRU,1214,GW+CC
6411,GW+FM1214,38274.1797,454.281,0.600000024,HRU,1214,GW+FM
6412,CC+FM1214 1-10,67084.9052,121.4186,-2.399999976,HRU,1214,CC+FM
6413,BS+GW+CC1214 1-10,31304.2607,408.7546,-3.600000024,HRU,1214,BS+GW+CC
6414,BS+GW+FM1214 1-10,38778.7317,333.8157,0.600000024,HRU,1214,BS+GW+FM
6415,BS+CC+FM1214 1-10,67589.4572,364.6703,-2.399999976,HRU,1214,BS+CC+FM
6416,GW+CC+FM1214 1-10,68079.3968,462.6055,-3.699999928,HRU,1214,GW+CC+FM
6417,BS+GW+CC+FM1214 1-10,68583.9488,416.2059,-3.699999928,HRU,1214,BS+GW+CC+FM
6418,BS1215 1-7,1937.9569,122.24,0,HRU,1215,BS
6419,GW1215 1-7,3891.164,88.0133,0,HRU,1215,GW
6420,CC1215 1-7,118748.8288,313.4778,-200.9000001,HRU,1215,CC
6421,FM1215 1-7,148546.7691,178.1734,0.299999952,HRU,1215,FM
6422,BS+GW1215 1-7,5829.1209,122.24,0,HRU,1215,BS+GW
6423,BS+CC1215 1-7,120686.7857,371.3685,-200.9000001,HRU,1215,BS+CC
6424,BS+FM1215 1-7,150484.7259,296.5315,0.299999952,HRU,1215,BS+FM
6425,GW+CC1215 1-7,122639.9928,362.8094,-202.7,HRU,1215,GW+CC
6426,GW+FM1215,152437.9331,266.242,0.299999952,HRU,1215,GW+FM
6427,CC+FM1215 1-7,267295.5979,494.8716,-201.2,HRU,1215,CC+FM
6428,BS+GW+CC1215 1-7,124577.9497,393.2483,-202.7,HRU,1215,BS+GW+CC
6429,BS+GW+FM1215 1-7,154375.89,296.5315,0.299999952,HRU,1215,BS+GW+FM
6430,BS+CC+FM1215 1-7,269233.5547,548.6845,-201.2,HRU,1215,BS+CC+FM
6431,GW+CC+FM1215 1-7,271186.7619,543.0417,-203.1999999,HRU,1215,GW+CC+FM
6432,BS+GW+CC+FM1215 1-7,273124.7188,570.1964,-203.1999999,HRU,1215,BS+GW+CC+FM
6433,BS1216 1-8,1359.5828,29.0019,0,HRU,1216,BS
6434,GW1216 1-8,2722.3664,20.4017,0,HRU,1216,GW
6435,CC1216 1-8,82860.3799,503.065,6,HRU,1216,CC
6436,FM1216 1-8,103650.8752,109.3758,1.100000024,HRU,1216,FM
6437,BS+GW1216 1-8,4081.9492,29.0019,0,HRU,1216,BS+GW
6438,BS+CC1216 1-8,84219.9627,523.1143,6,HRU,1216,BS+CC
6439,BS+FM1216 1-8,105010.4581,137.9391,1.100000024,HRU,1216,BS+FM
6440,GW+CC1216 1-8,85582.7464,530.9046,4.699999928,HRU,1216,GW+CC
6441,GW+FM1216,106373.2417,129.8439,1.100000024,HRU,1216,GW+FM
6442,CC+FM1216 1-8,186511.2552,605.456,6.399999976,HRU,1216,CC+FM
6443,BS+GW+CC1216 1-8,86942.3292,536.6777,4.699999928,HRU,1216,BS+GW+CC
6444,BS+GW+FM1216 1-8,107732.8245,137.9391,1.100000024,HRU,1216,BS+GW+FM
6445,BS+CC+FM1216 1-8,187870.838,625.2027,6.399999976,HRU,1216,BS+CC+FM
6446,GW+CC+FM1216 1-8,189233.6216,633.1441,5.700000048,HRU,1216,GW+CC+FM
6447,BS+GW+CC+FM1216 1-8,190593.2044,638.5936,5.700000048,HRU,1216,BS+GW+CC+FM
6448,BS1217 1-9,222.4806,83.2824,0,HRU,1217,BS
6449,GW1217 1-9,424.4723,134.1929,0,HRU,1217,GW
6450,CC1217 1-9,12302.5235,25.8823,2,HRU,1217,CC
6451,FM1217 1-9,15384.0894,1.948100001,0.400000095,HRU,1217,FM
6452,BS+GW1217 1-9,646.953,83.2824,0,HRU,1217,BS+GW
6453,BS+CC1217 1-9,12525.0042,89.9856,2,HRU,1217,BS+CC
6454,BS+FM1217 1-9,15606.57,84.1155,0.400000095,HRU,1217,BS+FM
6455,GW+CC1217 1-9,12726.9959,124.8669,1.900000095,HRU,1217,GW+CC
6456,GW+FM1217,15808.5617,136.0679,0.400000095,HRU,1217,GW+FM
6457,CC+FM1217 1-9,27686.6129,27.5901,2.800000072,HRU,1217,CC+FM
6458,BS+GW+CC1217 1-9,12949.4765,104.4845,1.900000095,HRU,1217,BS+GW+CC
6459,BS+GW+FM1217 1-9,16031.0424,84.1155,0.400000095,HRU,1217,BS+GW+FM
6460,BS+CC+FM1217 1-9,27909.0935,90.6748,2.800000072,HRU,1217,BS+CC+FM
6461,GW+CC+FM1217 1-9,28111.0852,126.6198,2.399999976,HRU,1217,GW+CC+FM
6462,BS+GW+CC+FM1217 1-9,28333.5659,105.3816,2.399999976,HRU,1217,BS+GW+CC+FM
6463,BS1218 1-10,3508.286,406.567,0,HRU,1218,BS
6464,GW1218 1-10,7064.5376,378.8173,0,HRU,1218,GW
6465,CC1218 1-10,216188.67,694.3728,-175.5,HRU,1218,CC
6466,FM1218 1-10,270442.5016,-11.4817,-11.39999998,HRU,1218,FM
6467,BS+GW1218 1-10,10572.8235,406.567,0,HRU,1218,BS+GW
6468,BS+CC1218 1-10,219696.9559,943.4495,-175.5,HRU,1218,BS+CC
6469,BS+FM1218 1-10,273950.7876,408.5946,-11.39999998,HRU,1218,BS+FM
6470,GW+CC1218 1-10,223253.2075,1063.2884,-193.8,HRU,1218,GW+CC
6471,GW+FM1218,277507.0392,406.5496,-11.39999998,HRU,1218,GW+FM
6472,CC+FM1218 1-10,486631.1716,774.6623,-183.1999999,HRU,1218,CC+FM
6473,BS+GW+CC1218 1-10,226761.4935,1138.6468,-193.8,HRU,1218,BS+GW+CC
6474,BS+GW+FM1218 1-10,281015.3252,408.5946,-11.39999998,HRU,1218,BS+GW+FM
6475,BS+CC+FM1218 1-10,490139.4575,1021.3485,-183.1999999,HRU,1218,BS+CC+FM
6476,GW+CC+FM1218 1-10,493695.7092,1151.3649,-200.6,HRU,1218,GW+CC+FM
6477,BS+GW+CC+FM1218 1-10,497203.9951,1220.0784,-200.6,HRU,1218,BS+GW+CC+FM
6478,BS1219 1-7,1554.5965,84.6066,0,HRU,1219,BS
6479,GW1219 1-7,3123.9994,-3362.8196,320980.4,HRU,1219,GW
6480,CC1219 1-7,83525.2349,674.201,11.30000007,HRU,1219,CC
6481,FM1219 1-7,107502.0605,74.012,2.200000048,HRU,1219,FM
6482,BS+GW1219 1-7,4678.5959,84.6066,0,HRU,1219,BS+GW
6483,BS+CC1219 1-7,85079.8314,705.4666,11.30000007,HRU,1219,BS+CC
6484,BS+FM1219 1-7,109056.6571,157.629,2.200000048,HRU,1219,BS+FM
6485,GW+CC1219 1-7,86649.2343,708.716,10.10000002,HRU,1219,GW+CC
6486,GW+FM1219,110626.0599,142.5981,2.200000048,HRU,1219,GW+FM
6487,CC+FM1219 1-7,191027.2954,750.4818,12.39999998,HRU,1219,CC+FM
6488,BS+GW+CC1219 1-7,88203.8308,722.9592,10.10000002,HRU,1219,BS+GW+CC
6489,BS+GW+FM1219 1-7,112180.6565,157.629,2.200000048,HRU,1219,BS+GW+FM
6490,BS+CC+FM1219 1-7,192581.892,781.4391,12.39999998,HRU,1219,BS+CC+FM
6491,GW+CC+FM1219 1-7,194151.2948,785.4963,11.5,HRU,1219,GW+CC+FM
6492,BS+GW+CC+FM1219 1-7,195705.8913,799.4665,11.5,HRU,1219,BS+GW+CC+FM
6493,BS1220 1-8,1011.591,279.887,0,HRU,1220,BS
6494,GW1220 1-8,2026.6757,436.8913,0,HRU,1220,GW
6495,CC1220 1-8,54029.9335,398.7084,14.10000002,HRU,1220,CC
6496,FM1220 1-8,69538.0664,6.821599998,-0.200000048,HRU,1220,FM
6497,BS+GW1220 1-8,3038.2667,279.887,0,HRU,1220,BS+GW
6498,BS+CC1220 1-8,55041.5245,541.3148,14.10000002,HRU,1220,BS+CC
6499,BS+FM1220 1-8,70549.6574,283.1808,-0.200000048,HRU,1220,BS+FM
6500,GW+CC1220 1-8,56056.6091,612.7163,14.20000005,HRU,1220,GW+CC
6501,GW+FM1220,71564.742,439.1878,-0.200000048,HRU,1220,GW+FM
6502,CC+FM1220 1-8,123567.9998,399.1392,13.9000001,HRU,1220,CC+FM
6503,BS+GW+CC1220 1-8,57068.2002,599.2386,14.20000005,HRU,1220,BS+GW+CC
6504,BS+GW+FM1220 1-8,72576.3331,283.1808,-0.200000048,HRU,1220,BS+GW+FM
6505,BS+CC+FM1220 1-8,124579.5908,541.9154,13.9000001,HRU,1220,BS+CC+FM
6506,GW+CC+FM1220 1-8,125594.6755,613.2861,14.39999998,HRU,1220,GW+CC+FM
6507,BS+GW+CC+FM1220 1-8,126606.2665,599.7638,14.39999998,HRU,1220,BS+GW+CC+FM
6508,BS1221 1-9,883.8473,440.7307,0,HRU,1221,BS
6509,GW1221 1-9,1768.5269,626.0787,0,HRU,1221,GW
6510,CC1221 1-9,47091.0717,385.1274,-48.79999995,HRU,1221,CC
6511,FM1221 1-9,60606.9181,4.755199999,-0.5,HRU,1221,FM
6512,BS+GW1221 1-9,2652.3742,440.7307,0,HRU,1221,BS+GW
6513,BS+CC1221 1-9,47974.919,684.8308,-48.79999995,HRU,1221,BS+CC
6514,BS+FM1221 1-9,61490.7654,444.7735,-0.5,HRU,1221,BS+FM
6515,GW+CC1221 1-9,48859.5985,777.539,-49.69999993,HRU,1221,GW+CC
6516,GW+FM1221,62375.445,631.1502,-0.5,HRU,1221,GW+FM
6517,CC+FM1221 1-9,107697.9898,389.8357,-47.89999998,HRU,1221,CC+FM
6518,BS+GW+CC1221 1-9,49743.4458,764.973,-49.69999993,HRU,1221,BS+GW+CC
6519,BS+GW+FM1221 1-9,63259.2923,444.7735,-0.5,HRU,1221,BS+GW+FM
6520,BS+CC+FM1221 1-9,108581.8371,689.1159,-47.89999998,HRU,1221,BS+CC+FM
6521,GW+CC+FM1221 1-9,109466.5167,782.554,-49.60000002,HRU,1221,GW+CC+FM
6522,BS+GW+CC+FM1221 1-9,110350.364,769.4392,-49.60000002,HRU,1221,BS+GW+CC+FM
6523,BS1222 1-10,3299.3231,136.1007,0,HRU,1222,BS
6524,GW1222 1-10,6649.8011,57.008,0,HRU,1222,GW
6525,CC1222 1-10,178296.3443,715.5668,-442.3,HRU,1222,CC
6526,FM1222 1-10,229483.8567,190.9875,-12.69999993,HRU,1222,FM
6527,BS+GW1222 1-10,9949.1242,136.1728,0,HRU,1222,BS+GW
6528,BS+CC1222 1-10,181595.6673,763.7919,-442.3,HRU,1222,BS+CC
6529,BS+FM1222 1-10,232783.1798,326.906,-12.69999993,HRU,1222,BS+FM
6530,GW+CC1222 1-10,184946.1453,765.9235,-449.4,HRU,1222,GW+CC
6531,GW+FM1222,236133.6578,270.8077,-80831.6,HRU,1222,GW+FM
6532,CC+FM1222 1-10,407780.201,899.3898,-442.3,HRU,1222,CC+FM
6533,BS+GW+CC1222 1-10,188245.4684,798.6397,-449.4,HRU,1222,BS+GW+CC
6534,BS+GW+FM1222 1-10,239432.9809,326.9873,-12.69999993,HRU,1222,BS+GW+FM
6535,BS+CC+FM1222 1-10,411079.5241,947.5146,-442.3,HRU,1222,BS+CC+FM
6536,GW+CC+FM1222 1-10,414430.0021,946.67,-448.5,HRU,1222,GW+CC+FM
6537,BS+GW+CC+FM1222 1-10,417729.3251,979.2864,-448.5,HRU,1222,BS+GW+CC+FM
6538,BS1223 1-7,2215.5339,264.3698,0,HRU,1223,BS
6539,GW1223 1-7,4459.6437,256.6694,0,HRU,1223,GW
6540,CC1223 1-7,119426.4301,592.9953,7.899999976,HRU,1223,CC
6541,FM1223 1-7,153711.2091,-26.948,-9.600000024,HRU,1223,FM
6542,BS+GW1223 1-7,6675.1776,263.4101,0,HRU,1223,BS+GW
6543,BS+CC1223 1-7,121641.964,742.0242,7.899999976,HRU,1223,BS+CC
6544,BS+FM1223 1-7,155926.743,238.9775,-9.600000024,HRU,1223,BS+FM
6545,GW+CC1223 1-7,123886.0738,826.558,-0.200000048,HRU,1223,GW+CC
6546,GW+FM1223,158170.8528,239.0057,-9.600000024,HRU,1223,GW+FM
6547,CC+FM1223 1-7,273137.6392,587.3372,4.199999928,HRU,1223,CC+FM
6548,BS+GW+CC1223 1-7,126101.6077,874.8496,-0.200000048,HRU,1223,BS+GW+CC
6549,BS+GW+FM1223 1-7,160386.3867,238.9775,-9.600000024,HRU,1223,BS+GW+FM
6550,BS+CC+FM1223 1-7,275353.1731,737.813,4.199999928,HRU,1223,BS+CC+FM
6551,GW+CC+FM1223 1-7,277597.2829,821.3058,-6.200000048,HRU,1223,GW+CC+FM
6552,BS+GW+CC+FM1223 1-7,279812.8168,871.3271,-6.200000048,HRU,1223,BS+GW+CC+FM
6553,BS1224 1-8,7596.2231,407.4523,0,HRU,1224,BS
6554,GW1224 1-8,15333.1203,276.0497,0,HRU,1224,GW
6555,CC1224 1-8,411697.9554,863.4888,-119,HRU,1224,CC
6556,FM1224 1-8,529899.7528,722.4057,-13.20000005,HRU,1224,FM
6557,BS+GW1224 1-8,22929.3434,407.4523,0,HRU,1224,BS+GW
6558,BS+CC1224 1-8,419294.1785,1159.0349,-119,HRU,1224,BS+CC
6559,BS+FM1224 1-8,537495.9759,302.2592,13921.4,HRU,1224,BS+FM
6560,GW+CC1224 1-8,427031.0757,1131.4765,-118.0999999,HRU,1224,GW+CC
6561,GW+FM1224,545232.8732,1006.7643,-13.20000005,HRU,1224,GW+FM
6562,CC+FM1224 1-8,941597.7082,1593.9872,-127,HRU,1224,CC+FM
6563,BS+GW+CC1224 1-8,434627.2988,1251.6913,-118.0999999,HRU,1224,BS+GW+CC
6564,BS+GW+FM1224 1-8,552829.0963,1121.9626,-13.20000005,HRU,1224,BS+GW+FM
6565,BS+CC+FM1224 1-8,949193.9313,1877.2734,-127,HRU,1224,BS+CC+FM
6566,GW+CC+FM1224 1-8,956930.8285,1860.4136,-127,HRU,1224,GW+CC+FM
6567,BS+GW+CC+FM1224 1-8,964527.0516,1970.075,-127,HRU,1224,BS+GW+CC+FM
6568,BS1225 1-9,957.5245,651.6488,0,HRU,1225,BS
6569,GW1225 1-9,1917.4163,1036.8577,0,HRU,1225,GW
6570,CC1225 1-9,51093.1171,314.2617,19.39999998,HRU,1225,CC
6571,FM1225 1-9,65758.0311,52.0932,-123211.5,HRU,1225,FM
6572,BS+GW1225 1-9,2874.9409,651.6488,0,HRU,1225,BS+GW
6573,BS+CC1225 1-9,52050.6416,827.9418,19.39999998,HRU,1225,BS+CC
6574,BS+FM1225 1-9,66715.5556,676.9507,-0.699999928,HRU,1225,BS+FM
6575,GW+CC1225 1-9,53010.5334,1051.6293,21.79999995,HRU,1225,GW+CC
6576,GW+FM1225,67675.4474,1065.1171,-0.699999928,HRU,1225,GW+FM
6577,CC+FM1225 1-9,116851.1481,337.3302,18.30000007,HRU,1225,CC+FM
6578,BS+GW+CC1225 1-9,53968.0579,914.866,21.79999995,HRU,1225,BS+GW+CC
6579,BS+GW+FM1225 1-9,68632.9719,676.9507,-0.699999928,HRU,1225,BS+GW+FM
6580,BS+CC+FM1225 1-9,117808.6727,842.4564,18.30000007,HRU,1225,BS+CC+FM
6581,GW+CC+FM1225 1-9,118768.5644,1074.2397,20.5,HRU,1225,GW+CC+FM
6582,BS+GW+CC+FM1225 1-9,119726.089,930.1761,20.5,HRU,1225,BS+GW+CC+FM
6583,BS1226 1-10,225.8107,81.7089,0,HRU,1226,BS
6584,GW1226 1-10,438.7445,140.9833,0,HRU,1226,GW
6585,CC1226 1-10,11347.4415,58.354,1.700000048,HRU,1226,CC
6586,FM1226 1-10,14600.5747,1.5119,1.5,HRU,1226,FM
6587,BS+GW1226 1-10,664.5552,81.7089,0,HRU,1226,BS+GW
6588,BS+CC1226 1-10,11573.2522,114.8641,1.700000048,HRU,1226,BS+CC
6589,BS+FM1226 1-10,14826.3854,82.1751,1.5,HRU,1226,BS+FM
6590,GW+CC1226 1-10,11786.186,140.0044,1.100000024,HRU,1226,GW+CC
6591,GW+FM1226,15039.3192,142.8129,1.5,HRU,1226,GW+FM
6592,CC+FM1226 1-10,25948.0162,58.562,2,HRU,1226,CC+FM
6593,BS+GW+CC1226 1-10,12011.9967,126.351,1.100000024,HRU,1226,BS+GW+CC
6594,BS+GW+FM1226 1-10,15265.1299,82.1751,1.5,HRU,1226,BS+GW+FM
6595,BS+CC+FM1226 1-10,26173.8269,114.0584,2,HRU,1226,BS+CC+FM
6596,GW+CC+FM1226 1-10,26386.7607,141.8111,1.600000024,HRU,1226,GW+CC+FM
6597,BS+GW+CC+FM1226 1-10,26612.5714,126.9242,1.600000024,HRU,1226,BS+GW+CC+FM
6598,BS1227 1-7,1256.3634,31.1287,0,HRU,1227,BS
6599,GW1227 1-7,2521.3198,28.6566,0,HRU,1227,GW
6600,CC1227 1-7,67325.624,552.8584,21.5,HRU,1227,CC
6601,FM1227 1-7,86651.2163,157.2512,1.300000072,HRU,1227,FM
6602,BS+GW1227 1-7,3777.6831,31.1287,0,HRU,1227,BS+GW
6603,BS+CC1227 1-7,68581.9873,573.818,21.5,HRU,1227,BS+CC
6604,BS+FM1227 1-7,87907.5797,187.7763,1.300000072,HRU,1227,BS+FM
6605,GW+CC1227 1-7,69846.9437,573.6852,20.89999998,HRU,1227,GW+CC
6606,GW+FM1227,89172.5361,185.9353,1.300000072,HRU,1227,GW+FM
6607,CC+FM1227 1-7,153976.8403,698.081,23.10000002,HRU,1227,CC+FM
6608,BS+GW+CC1227 1-7,71103.3071,578.1005,20.89999998,HRU,1227,BS+GW+CC
6609,BS+GW+FM1227 1-7,90428.8995,187.7763,1.300000072,HRU,1227,BS+GW+FM
6610,BS+CC+FM1227 1-7,155233.2037,716.6503,23.10000002,HRU,1227,BS+CC+FM
6611,GW+CC+FM1227 1-7,156498.1601,715.9091,23.19999993,HRU,1227,GW+CC+FM
6612,BS+GW+CC+FM1227 1-7,157754.5234,720.677,23.19999993,HRU,1227,BS+GW+CC+FM
6613,BS1228 1-8,3311.8927,765.3359,0,HRU,1228,BS
6614,GW1228 1-8,6675.2022,1024.7302,0,HRU,1228,GW
6615,CC1228 1-8,178979.1079,860.7428,-77.29999995,HRU,1228,CC
6616,FM1228 1-8,230362.6555,120.8063,-5.699999928,HRU,1228,FM
6617,BS+GW1228 1-8,9987.0949,765.3359,0,HRU,1228,BS+GW
6618,BS+CC1228 1-8,182291.0006,1393.74,-77.29999995,HRU,1228,BS+CC
6619,BS+FM1228 1-8,233674.5482,885.427,-5.699999928,HRU,1228,BS+FM
6620,GW+CC1228 1-8,185654.3101,1626.5146,-89.89999998,HRU,1228,GW+CC
6621,GW+FM1228,237037.8577,1155.1292,-5.699999928,HRU,1228,GW+FM
6622,CC+FM1228 1-8,409341.7634,987.8878,-82.79999995,HRU,1228,CC+FM
6623,BS+GW+CC1228 1-8,188966.2028,1615.2991,-89.89999998,HRU,1228,BS+GW+CC
6624,BS+GW+FM1228 1-8,240349.7504,885.427,-5.699999928,HRU,1228,BS+GW+FM
6625,BS+CC+FM1228 1-8,412653.6561,1513.7966,-82.79999995,HRU,1228,BS+CC+FM
6626,GW+CC+FM1228 1-8,416016.9656,1754.6904,-94.79999995,HRU,1228,GW+CC+FM
6627,BS+GW+CC+FM1228 1-8,419328.8583,1736.1187,-94.79999995,HRU,1228,BS+GW+CC+FM
6628,BS1229 1-9,5878.7704,159.5386,0,HRU,1229,BS
6629,GW1229 1-9,11862.4345,48.7813,0,HRU,1229,GW
6630,CC1229 1-9,318408.3213,725.3089,-1014.6,HRU,1229,CC
6631,FM1229 1-9,409824.7933,354.6014,6.300000072,HRU,1229,FM
6632,BS+GW1229 1-9,17741.2048,159.5386,0,HRU,1229,BS+GW
6633,BS+CC1229 1-9,324287.0917,798.8888,-1014.6,HRU,1229,BS+CC
6634,BS+FM1229 1-9,415703.5637,513.8977,6.300000072,HRU,1229,BS+FM
6635,GW+CC1229 1-9,330270.7558,811.1946,-1017.2,HRU,1229,GW+CC
6636,GW+FM1229,421687.2278,403.4525,6.300000072,HRU,1229,GW+FM
6637,CC+FM1229 1-9,728233.1146,1064.7264,-965.9000001,HRU,1229,CC+FM
6638,BS+GW+CC1229 1-9,336149.5262,862.5477,-1017.2,HRU,1229,BS+GW+CC
6639,BS+GW+FM1229 1-9,427565.9981,513.8977,6.300000072,HRU,1229,BS+GW+FM
6640,BS+CC+FM1229 1-9,734111.885,1137.1342,-965.9000001,HRU,1229,BS+CC+FM
6641,GW+CC+FM1229 1-9,740095.5491,1148.4253,-967,HRU,1229,GW+CC+FM
6642,BS+GW+CC+FM1229 1-9,745974.3195,1199.1597,-967,HRU,1229,BS+GW+CC+FM
6643,BS1230 1-10,4010.925,75.3114,0,HRU,1230,BS
6644,GW1230 1-10,8087.83,24.272,0,HRU,1230,GW
6645,CC1230 1-10,216949.5655,1605.8414,-678.9000001,HRU,1230,CC
6646,FM1230 1-10,279235.1932,293.3515,-6.899999976,HRU,1230,FM
6647,BS+GW1230 1-10,12098.7549,75.3114,0,HRU,1230,BS+GW
6648,BS+CC1230 1-10,220960.4905,1635.6693,-678.9000001,HRU,1230,BS+CC
6649,BS+FM1230 1-10,283246.1182,368.3469,-6.899999976,HRU,1230,BS+FM
6650,GW+CC1230 1-10,225037.3955,1647.6655,-685.7,HRU,1230,GW+CC
6651,GW+FM1230,287323.0232,317.4581,-6.899999976,HRU,1230,GW+FM
6652,CC+FM1230 1-10,496184.7588,1855.4582,-677.2,HRU,1230,CC+FM
6653,BS+GW+CC1230 1-10,229048.3205,1668.5934,-685.7,HRU,1230,BS+GW+CC
6654,BS+GW+FM1230 1-10,291333.9482,368.3469,-6.899999976,HRU,1230,BS+GW+FM
6655,BS+CC+FM1230 1-10,500195.6837,1885.0313,-677.2,HRU,1230,BS+CC+FM
6656,GW+CC+FM1230 1-10,504272.5887,1897.0646,-683.3000001,HRU,1230,GW+CC+FM
6657,BS+GW+CC+FM1230 1-10,508283.5137,1917.6386,-683.3000001,HRU,1230,BS+GW+CC+FM
6658,BS1231 1-7,602.8808,356.4565,0,HRU,1231,BS
6659,GW1231 1-7,1200.7404,555.9037,-16850.6,HRU,1231,GW
6660,CC1231 1-7,31829.3649,316.1387,18,HRU,1231,CC
6661,FM1231 1-7,40963.2692,22.9034,0.899999976,HRU,1231,FM
6662,BS+GW1231 1-7,1803.6212,356.4565,0,HRU,1231,BS+GW
6663,BS+CC1231 1-7,32432.2457,525.9263,18,HRU,1231,BS+CC
6664,BS+FM1231 1-7,41566.15,391.9336,0.899999976,HRU,1231,BS+FM
6665,GW+CC1231 1-7,33030.1053,643.0319,16.60000002,HRU,1231,GW+CC
6666,GW+FM1231,42164.0096,554.2489,0.899999976,HRU,1231,GW+FM
6667,CC+FM1231 1-7,72792.6342,315.4185,17.60000002,HRU,1231,CC+FM
6668,BS+GW+CC1231 1-7,33632.9862,592.7882,16.60000002,HRU,1231,BS+GW+CC
6669,BS+GW+FM1231 1-7,42766.8905,391.9336,0.899999976,HRU,1231,BS+GW+FM
6670,BS+CC+FM1231 1-7,73395.515,525.6154,17.60000002,HRU,1231,BS+CC+FM
6671,GW+CC+FM1231 1-7,73993.3746,643.371,16.60000002,HRU,1231,GW+CC+FM
6672,BS+GW+CC+FM1231 1-7,74596.2554,592.8707,16.60000002,HRU,1231,BS+GW+CC+FM
6673,BS1232 1-8,997.0478,163.7588,0,HRU,1232,BS
6674,GW1232 1-8,1997.2862,173.3099,0,HRU,1232,GW
6675,CC1232 1-8,53239.9631,208.8131,-28.79999995,HRU,1232,CC
6676,FM1232 1-8,68521.2797,3.634399999,-0.800000072,HRU,1232,FM
6677,BS+GW1232 1-8,2994.3339,163.7588,0,HRU,1232,BS+GW
6678,BS+CC1232 1-8,54237.0109,307.5411,-28.79999995,HRU,1232,BS+CC
