AFMO_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,AFMO Leng(m),Hybrid DA [m2],NEAR_FID,DISt to NHD blueline (m),AREASYMBOL,MUSYM,MUKEY,WEI,FrmlndCls,DrainClass,FloodFCls,GravelSrc,HydrcRatng,hydrcRat_1,KfactRF,KfactWS,NirrCpCls,NirrCpScls,OrgMatter,PondFCls,Slope,SandSrc,SurfText,Tfactor,WEG,compname,Elev,ElevMin,ElevMax
63,LES,3,5,13,28,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,208.376842,178901.2088,324,890.0212912,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.5,0.28,0.28,2,w,6,None,3.625,Poor,silty clay loam,5,4,Marna,304.9770908,299,311
4171,LES,1,30,524,533,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,292.0434995,178782.5455,427,1243.398915,MN161,L81A,399456,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,5.38,None,1.05,Poor,clay loam,5,6,Cordova,345.8924304,338,356
4127,COB,2,33,426,425,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,318.344678,178208.7097,819,1492.978946,MN161,L115A,455473,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.75,0.28,0.28,2,w,6.7,None,1.05,Poor,silty clay loam,5,4,Brownton,323.4943132,311,330
3661,COB,2,33,425,398,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,405.8773099,177115.4192,468,80.13723148,MN161,L109A,455464,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,5.65,None,4.4,Poor,silty clay loam,5,4,Barbert,316.2525549,308,324
9292,MAP,2,71,1021,1019,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,910.7169348,175746.4138,155,853.1091143,MN043,136,397083,38,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,1,Poor,silty clay loam,5,7,Madelia,332.3971436,323,339
2754,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,202.9733043,175683.4138,681,224.3057697,MN161,L80C2,455426,48,Farmland of statewide importance,Well drained,None,Poor,Partially Hydric,0.5,0.28,0.28,3,e,2.48,None,4.45,Poor,loam,5,6,Lester,354.6926487,333,375
3013,LES,2,14,342,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,355.3383328,175313.9412,1591,658.3277129,MN161,L112A,455468,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,5.69,None,2.4,Poor,silty clay loam,5,6,Webster,322.0181205,312,334
4499,LES,1,30,526,519,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,523.8878915,174714.6504,913,451.7695651,MN161,L107A,455462,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,6.08,None,1.25,Poor,clay loam,5,4L,Canisteo,353.3224828,341,376
2118,LES,2,14,286,301,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1054.484256,173831.0181,892,265.1803619,MN161,L36A,433237,48,Prime farmland if drained,Somewhat poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,4.68,None,3.433333333,Poor,loam,5,6,Hamel,334.4460044,317,349
6503,COB,2,37,719,675,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,UL,20,895.0362332,173722.6301,243,0,MN161,L84A,455433,48,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,0.75,0.28,0.28,3,w,10.73,Frequent,0.75,Poor,clay loam,5,6,Harps,356.9965719,346,366
3823,COB,2,35,420,414,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,771.4889713,173611.4525,1496,887.2433914,MN013,286,396168,38,All areas are prime farmland,Moderately well drained,None,Poor,Not Hydric,0.5,0.28,0.28,2,e,6,None,1.875,Poor,silty clay loam,5,7,Shorewood,304.1028941,297,315
10425,MAP,1,72,1131,1076,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,401.2472834,173592.4286,1451,2795.809423,MN043,956,397132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.24,0.24,2,w,6.5,None,1,Poor,clay loam,5,4L,Canisteo,334.8310369,323,350
7171,LES,1,43,801,731,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,282.960546,173454.8226,1110,1029.737031,MN047,113,397803,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.24,0.24,2,w,6.5,None,1,Poor,clay loam,5,6,Webster,378.4755595,363,393
5449,MAP,2,52,657,612,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,23,234.6976916,173433.6168,978,73.38023739,MN013,310,396170,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.5,0.28,0.28,2,w,6,None,1.25,Poor,clay,5,4,Beauford,310.6726733,295,330
216,LES,2,3,32,36,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,221.5884436,173143.6813,786,72.9782795,MN161,L80D2,455427,48,Not prime farmland,Well drained,None,Poor,Partially Hydric,0.625,0.28,0.28,4,e,2.34,None,6.15,Poor,loam,5,6,Storden,326.6978478,309,342
8322,MAP,1,69,943,919,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,284.8280313,172697.0367,1058,402.9826398,MN043,136,397083,38,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,0.833333333,Poor,silty clay loam,5,7,Madelia,333.4947346,320,347
3001,LES,2,14,350,317,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,215.3168915,172648.89,795,480.7446305,MN161,L36A,433237,48,Prime farmland if drained,Somewhat poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,4.68,None,1.35,Poor,loam,5,6,Hamel,333.9742679,325,347
976,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,727.9910919,172142.4508,1059,122.7421208,MN161,L81A,399456,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,5.38,None,2.333333333,Poor,clay loam,5,6,Cordova,314.3687737,306,324
10272,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,406.2371077,171672.0171,632,204.4055903,MN043,1877,397090,48,All areas are prime farmland,Somewhat poorly drained,None,Poor,Not Hydric,0.5,0.24,0.24,1, ,5.5,None,1.5,Poor,loam,5,6,Fostoria,336.1237651,323,351
5596,COB,2,54,632,626,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,300.7918183,171665.6814,1717,297.8992447,MN161,L82A,455431,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,5.85,None,1.1,Poor,silty clay loam,5,4,Marna,328.022797,320,338
3895,MAP,3,13,491,447,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,603.4199746,171435.1935,207,58.59308017,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.3333333,0.28,0.28,2,w,6,None,2.166666667,Poor,silty clay loam,5,4,Marna,303.4701813,290,311
529,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,348.3624692,171043.8913,652,282.0416135,MN161,L81A,399456,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,5.38,None,1.6,Poor,clay loam,5,6,Cordova,339.4449838,324,360
7910,LES,1,43,852,848,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,280.0019535,170744.367,1582,2099.669862,MN047,113,397803,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.24,0.24,2,w,6.5,None,1,Poor,clay loam,5,6,Webster,385.4514466,373,398
7611,MAP,2,53,855,835,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,448.3680852,170462.3967,1507,65.07788204,MN043,310,397110,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,0.75,Poor,silty clay,5,4,Beauford,317.7334031,310,326
9992,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,384.9842998,170450.2151,371,451.6363047,MN047,114,397804,48,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,0.75,0.28,0.28,3,w,7.5,Frequent,2.75,Poor,clay loam,5,6,Glencoe,371.8199696,361,387
6706,MAP,2,50,751,750,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,228.9635594,170299.1887,410,262.8843458,MN013,211,396153,86,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,1,0.28,0.28,3,w,8,Frequent,0.5,Poor,silty clay,5,4,Lura,313.8841183,310,317
2295,LES,2,14,301,264,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,369.2970129,170192.8489,904,254.245014,MN161,L81A,399456,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,5.38,None,2,Poor,clay loam,5,6,Cordova,323.3914297,312,338
9356,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,223.2011547,170144.4066,1619,445.1523353,MN047,L83A,1678847,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,5.82,None,1,Poor,clay loam,5,6,Webster,371.8199696,361,387
10046,MAP,1,70,1082,1059,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,273.3448533,170101.9231,1615,500.2466453,MN043,L107A,1674439,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,6.08,None,1,Poor,clay loam,5,4L,Glencoe,345.0537906,331,356
8903,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,458.6975494,169979.2244,1382,63.25673867,MN043,110,397076,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.6,0.28,0.28,2,w,6,None,1.9,Poor,silty clay loam,5,4,Marna,332.2104332,316,339
8595,COB,1,66,974,955,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UL,27,198,169876.9726,853,0,MN047,86,397885,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.24,0.24,2,w,6,None,1,Poor,clay loam,5,4L,Canisteo,380.0670483,365,400
3417,LES,1,29,388,365,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,333.2856007,169780.9091,21,37.3901946,MN161,L84A,455433,48,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,0.75,0.28,0.28,3,w,10.73,Frequent,1.3,Poor,clay loam,5,6,Harps,352.2666582,335,376
1318,LES,3,6,174,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,342.7322543,169422.375,1710,734.0066842,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,1,Poor,silty clay loam,5,4,Marna,304.2660121,296,314
7975,MAP,1,68,910,875,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,394.4558441,169343.9338,1373,317.2355174,MN043,113,397077,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.24,0.24,2,w,5.5,None,1,Poor,clay loam,5,6,Webster,330.3025966,324,338
8628,COB,1,66,940,915,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,431.8673553,169310.7591,1242,557.1388879,MN047,130,397807,48,All areas are prime farmland,Somewhat poorly drained,None,Poor,Not Hydric,0.5,0.24,0.24,1, ,6,None,3,Poor,clay loam,5,6,Nicollet,370.0729093,364,380
6068,COB,2,37,811,669,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,475.7122104,168767.8508,551,310.5749501,MN161,L107A,455462,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,6.08,None,0.95,Poor,clay loam,5,4L,Canisteo,353.9982973,335,369
1892,LES,3,7,211,146,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,289.9874592,168686.7652,483,984.0725197,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,0.75,Poor,silty clay loam,5,4,Marna,311.3577453,296,318
8695,MAP,1,69,943,919,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,1164.421147,168465.018,1058,543.7735735,MN043,L107A,1674439,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.75,0.24,0.24,2,w,6.08,None,1,Poor,clay loam,5,4L,Glencoe,333.4947346,320,347
3907,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,673.4558441,168044.9362,233,533.2489665,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.8,0.28,0.28,2,w,6,None,1,Poor,silty clay loam,5,4,Marna,308.9112318,292,317
9294,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,210.0988814,167904.3293,1619,191.7689841,MN047,L83A,1678847,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,5.82,None,1,Poor,clay loam,5,6,Webster,371.8199696,361,387
8423,LES,1,45,972,823,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,210.3518778,166927.1707,1582,722.9891557,MN047,114,397804,48,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,1,0.28,0.28,3,w,7.5,Frequent,2,Poor,clay loam,5,6,Glencoe,389.4033788,377,401
3647,COB,3,10,446,349,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,14,216.684909,166836.0759,792,391.5114841,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,0.75,Poor,silty clay loam,5,4,Marna,308.9112318,292,317
735,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,282.9941723,166635.7258,1197,818.7474865,MN161,L36A,433237,48,Prime farmland if drained,Somewhat poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,4.68,None,1.35,Poor,loam,5,6,Hamel,331.1062608,309,349
7483,LES,1,45,851,850,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,256.0088979,166079.3736,489,74.61148932,MN047,414,397864,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,3,Poor,loam,5,6,Hamel,384.3229885,378,394
7211,MAP,2,52,794,779,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,23,267.7959566,165978.8491,1000,39.65582229,MN043,275B,397101,48,All areas are prime farmland,Well drained,None,Poor,Not Hydric,0.5,0.24,0.24,2,e,3.5,None,1.875,Poor,loam,5,6,Ocheyedan,318.9686427,308,330
3763,LES,1,30,490,505,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,238.9053862,165974.9417,413,748.8797705,MN147,Gc,428234,48,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,1,0.28,0.28,3,w,7.5,Frequent,1,Poor,clay loam,5,6,Glencoe,357.5745489,347,381
8683,MAP,2,62,916,917,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,254.1902483,165511.3585,40,872.0681292,MN043,110,397076,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,1,Poor,silty clay loam,5,4,Marna,320.8109634,315,328
9022,MAP,1,70,1023,963,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,249.2842781,165459.5825,40,178.784216,MN043,110,397076,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.5,0.28,0.28,2,w,6,None,1.25,Poor,silty clay loam,5,4,Marna,324.986736,319,333
2564,COB,3,34,328,332,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,396.7342106,165047.9625,1472,79.94522864,MN013,997,396240,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,1,Poor,silty clay loam,5,4,Marna,313.7313344,301,320
10077,MAP,2,73,1087,1079,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,350.8255916,164081.9236,1607,80.65815589,MN043,140,397084,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,1,Poor,silt loam,5,4L,Spicer,338.1516999,325,351
3636,COB,3,34,400,397,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,16,551.2894731,164077.1234,750,914.1025929,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.5,0.28,0.28,2,w,6,None,2.25,Poor,silty clay loam,5,4,Marna,303.6715324,297,314
1513,LES,3,7,219,181,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,262.3949206,163357.3929,638,103.0999543,MN013,230,396157,86,Prime farmland if drained,Moderately well drained,None,Poor,Not Hydric,0.6666667,0.28,0.28,2,e,5,None,1.333333333,Poor,silty clay loam,5,4,Guckeen,303.7730358,297,314
2717,COB,3,34,396,397,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,403.0657788,163199.5294,826,495.3303923,MN013,109,396131,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,5.5,None,0.75,Poor,clay loam,5,6,Cordova,305.8325661,296,315
10100,MAP,1,72,1080,1051,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,253.4257137,163054.6875,1046,1221.759659,MN043,L107A,1674439,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,6.08,None,1,Poor,clay loam,5,4L,Glencoe,333.5158052,321,346
240,LES,2,1,42,24,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,271.1959841,162679.6607,1001,795.8601585,MN161,L36A,433237,48,Prime farmland if drained,Somewhat poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,4.68,None,4.466666667,Poor,loam,5,6,Hamel,343.1659169,320,366
1221,LES,2,24,241,274,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,254.3144634,162544.8932,1407,741.5080683,MN161,L81A,399456,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,5.38,None,1.1,Poor,clay loam,5,6,Cordova,337.6366938,322,349
4109,COB,2,37,488,484,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,225.0557,162540.9,819,1150.273476,MN161,L48A,433239,86,Prime farmland if drained,Somewhat poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,4.48,None,2.566666667,Poor,clay loam,5,4,Derrynane,318.0298496,308,328
10111,MAP,1,70,1082,1059,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,319.0603909,162433.554,1615,990.20588,MN043,L107A,1674439,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,6.08,None,1,Poor,clay loam,5,4L,Glencoe,345.0537906,331,356
2454,LES,3,7,262,219,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,219.7422086,162347.625,421,1682.227764,MN013,364,396184,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,0.75,Poor,silty clay loam,5,4,Minnetonka,306.0482557,297,315
5630,MAP,2,52,649,648,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,23,355.9267753,162296.4512,978,997.7399825,MN013,1032,396121,134,Not prime farmland,Poorly drained,None,Poor,All Hydric,1,0.17,0.17,3,w,7,None,1.25,Fair,loamy fine sand,5,2,Beaches,315.2002871,304,320
810,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,360.3076095,161848.5779,1197,201.4894634,MN161,L81A,399456,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,5.38,None,6.3,Poor,clay loam,5,6,Cordova,331.1062608,309,349
9457,COB,1,66,1031,1030,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,288.5018338,161183.3846,1015,455.965262,MN047,113,397803,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.24,0.24,2,w,6.5,None,1,Poor,clay loam,5,6,Webster,381.9161903,370,401
9676,MAP,1,72,1042,956,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,220.0062897,161047.3404,1250,689.272072,MN043,336,397113,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,0.6666667,0.24,0.24,2,w,5,None,2,Poor,loam,5,6,Delft,323.6510047,313,340
5775,LES,1,45,664,687,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,879.2012939,160815.7174,915,45.59013455,MN147,Gc,428234,48,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,0.5,0.28,0.28,3,w,7.5,Frequent,4.5,Poor,clay loam,5,6,Glencoe,373.9767466,363,390
5039,LES,1,45,589,526,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,386.8591257,160479.1552,1052,191.4429949,MN161,L84A,455433,48,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,1,0.28,0.28,3,w,10.73,Frequent,0.6,Poor,clay loam,5,6,Harps,358.7210541,346,372
10371,MAP,1,70,1145,1059,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,28,550.8225235,160346.4091,1046,3.294224619,MN043,L107A,1674439,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.25,0.24,0.24,2,w,6.08,None,1.5,Poor,clay loam,5,4L,Glencoe,347.9110006,331,361
8244,LES,1,45,972,823,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,215.5120929,160205.5059,1582,623.8083751,MN047,113,397803,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.24,0.24,2,w,6.5,None,1,Poor,clay loam,5,6,Webster,389.4033788,377,401
6223,MAP,2,50,739,750,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,178.6337277,159932.9571,495,488.4133772,MN013,310,396170,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,0.5,Poor,clay,5,4,Beauford,314.7321909,309,320
5705,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,312.3227789,159755.7519,1110,1238.018684,MN161,L107A,455462,86,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,6.08,None,1.366666667,Poor,clay loam,5,4L,Canisteo,363.9283886,356,373
1073,LES,3,6,143,136,Le Sueur,Lower LeSueur,LS BL LG,BL,3,LO,7,207.6291769,159535.6265,653,37.3374492,MN013,1002,396113,48,Not prime farmland,Poorly drained,Frequent,Poor,All Hydric,1,0.24,0.24,5,w,6,None,1,Poor,silty clay loam,5,6,Alluvial land,280.5137676,247,314
5019,LES,1,30,554,518,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,647.9480613,159429.4489,1687,302.3698715,MN147,Gc,428234,48,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,0.6,0.28,0.28,3,w,7.5,Frequent,2,Poor,clay loam,5,6,Glencoe,365.439808,346,391
8088,MAP,2,62,889,861,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,322.4558441,159361.875,1681,829.0853436,MN043,310,397110,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,1,Poor,silty clay,5,4,Beauford,314.8500795,310,320
1564,LES,2,14,202,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,311.9319673,159138.9435,1026,50.33690415,MN161,L113B,455471,48,All areas are prime farmland,Well drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,e,3.98,None,2.825,Poor,loam,5,6,Reedslake,336.0377771,323,346
517,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,232.8766173,158955.2913,652,530.726619,MN161,L36A,433237,48,Prime farmland if drained,Somewhat poorly drained,None,Poor,Partially Hydric,0.5,0.28,0.28,2,w,4.68,None,1.6,Poor,loam,5,6,Hamel,339.4449838,324,360
241,LES,3,5,29,38,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,284.9025848,158900.3459,1628,287.4341392,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,1.5,Poor,silty clay loam,5,4,Marna,307.7646337,295,316
1393,LES,3,6,174,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,234,158853.7595,1710,678.6544912,MN013,109,396131,48,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,5.5,None,0.75,Poor,clay loam,5,6,Cordova,304.2660121,296,314
3796,COB,2,33,431,425,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,183.2018667,158555.7439,468,829.9555571,MN161,L112A,455468,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,5.69,None,2.133333333,Poor,silty clay loam,5,6,Webster,322.8588899,310,331
6417,MAP,2,50,732,692,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,261.4152776,158325.8532,452,208.2675028,MN013,310,396170,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,0.5,Poor,clay,5,4,Beauford,312.1667806,302,320
10052,MAP,2,64,1100,1084,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,30,676.703767,158096.8577,271,1381.723482,MN043,956,397132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.24,0.24,2,w,6.5,None,1,Poor,clay loam,5,4L,Canisteo,337.3583881,325,355
2363,COB,3,10,291,314,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,12,182.1837662,158070.7612,421,395.2495231,MN013,211,396153,86,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,1,0.28,0.28,3,w,8,Frequent,0.75,Poor,silty clay,5,4,Lura,302.2443834,297,308
712,LES,3,6,84,66,Blue Earth,Above Red Jacket,LS BL LG,BL,3,LO,2,368.4190008,157798.8477,72,0,MN013,239,396161,48,All areas are prime farmland,Moderately well drained,None,Poor,Not Hydric,0.6,0.24,0.24,1, ,5,None,12.12,Poor,clay loam,5,6,Le Sueur,297.1790457,233,305
3,LES,3,5,1,10,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,224.5271987,157198.0825,675,885.3968411,MN013,211,396153,86,Prime farmland if drained,Very poorly drained,None,Poor,All Hydric,0.5,0.28,0.28,3,w,8,Frequent,2.25,Poor,silty clay,5,4,Lura,308.1147959,300,323
3878,MAP,3,13,466,416,Le Sueur,Lower Maple,Map btwn gauges,BT,3,LO,19,400.7509673,156787.1105,792,399.4882079,MN013,110,396132,86,Prime farmland if drained,Poorly drained,None,Poor,All Hydric,1,0.28,0.28,2,w,6,None,0.75,Poor,silty clay loam,5,4,Marna,310.7344886,298,320
2672,LES,2,14,286,301,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,177.5512986,156593.5244,1344,1018.808042,MN161,L83A,455432,48,Prime farmland if drained,Poorly drained,None,Poor,Partially Hydric,0.5,0.24,0.24,2,w,5.82,None,1,Poor,clay loam,5,6,Poorly drained soil,334.4460044,317,349
