BFMO_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,BFMO L [m],Hybrid DA [m2],FTYPE,bufferwidth [ft],A [m2],DA=BufferDL*L*2 (both sides of the stream)
330,LES,2,1,46,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,810.7395093,25789.65517,StreamRiver,50,24711.34024,162106.392
341,LES,2,1,46,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,755.0662563,72552.63158,StreamRiver,50,23014.41949,150974.5919
348,MAP,2,50,611,643,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,1133.377544,10507.79221,StreamRiver,50,34545.34753,226617.4798
365,MAP,2,53,835,790,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,779.824878,77982.4878,StreamRiver,50,23769.06228,155925.0486
366,MAP,2,73,1106,1079,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,3254.920453,121217.4888,StreamRiver,50,99209.97542,650817.4387
375,MAP,2,62,917,889,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,6107.060639,610706,StreamRiver,50,186143.2083,1221099.446
387,COB,2,35,522,443,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LO,27,1683.185494,168319,StreamRiver,50,51303.49385,336550.9197
392,MAP,2,71,923,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,2451.156071,10188.46154,StreamRiver,50,74711.23705,490105.715
393,COB,2,33,471,458,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,865.5646761,5654.347826,StreamRiver,50,26382.41133,173068.6183
394,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3868.556485,79082.75862,CanalDitch,16.5,38911.48855,773513.227
398,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,1483.088028,157482.8571,StreamRiver,50,45204.52308,296541.6714
408,MAP,2,62,862,837,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,712.6775329,71267.75329,ArtificialPath,16.5,7168.395697,142499.0175
410,MAP,2,50,750,727,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,2744.670511,18756.59341,StreamRiver,50,83657.55716,548793.575
417,LES,2,14,374,350,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,863.2503742,86325.03742,StreamRiver,50,26311.8714,172605.8764
435,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3586.740923,107248.7288,CanalDitch,16.5,36076.8749,717164.5435
451,LES,2,9,61,78,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1686.382544,48048.11321,StreamRiver,50,51400.93995,337190.1661
452,MAP,2,50,692,614,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,9569.76016,956976,StreamRiver,50,291686.2897,1913462.06
454,MAP,2,62,862,837,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,2920.946204,92366.03774,ArtificialPath,16.5,29380.0453,584039.6884
458,COB,2,37,531,546,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,466.0891985,46608.91985,StreamRiver,50,14206.39877,93193.97594
468,COB,2,33,431,425,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,13113.45661,1311346,StreamRiver,50,399698.1574,2622019.913
479,LES,2,14,235,276,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2314.422963,210560.1266,StreamRiver,50,70543.61193,462766.0942
482,COB,2,54,688,626,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,1099.852158,96871.62162,StreamRiver,50,33523.49376,219914.1191
483,LES,2,14,283,200,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,24891.00684,2263921.263,StreamRiver,50,758677.8885,4976926.948
492,MAP,2,52,774,723,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,23,1414.03693,4969.148936,StreamRiver,50,43099.84562,282734.9872
495,MAP,2,50,739,750,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,7754.927258,125556.3126,StreamRiver,50,236370.1828,1550588.399
521,COB,2,54,688,626,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,631.1026486,18925,StreamRiver,50,19236.00873,126188.2173
529,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,521.6292115,13655.17241,Connector,16.5,5246.755261,104299.1349
532,LES,2,9,77,94,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3352.256659,335226,CanalDitch,16.5,33718.33838,670279.6963
545,COB,2,35,443,414,Le Sueur,Upper Cobb,Cobb Little Cobb,BT,3,LO,14,1915.306239,67420.35398,StreamRiver,50,58378.53418,382963.1842
551,COB,2,37,811,669,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,10646.71699,371176.0623,CanalDitch,16.5,107088.9382,2128798.287
553,COB,2,33,472,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,1627.767413,119169.6429,StreamRiver,50,49614.35075,325470.1409
554,MAP,2,50,836,767,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,7493.566686,1038852.083,StreamRiver,50,228403.9126,1498329.667
563,MAP,2,71,927,923,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,2168.134206,98057.43243,StreamRiver,50,66084.73061,433515.8328
565,MAP,2,50,750,727,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,2026.534187,33780.45113,StreamRiver,50,61768.76201,405203.0788
569,COB,2,37,628,546,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,1566.287899,156629,StreamRiver,50,47740.45515,313177.3858
579,MAP,2,53,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1764.356941,176436,StreamRiver,50,53777.59956,352781.0531
590,MAP,2,62,862,837,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,3251.137431,325114,ArtificialPath,16.5,32701.24073,650061.0279
595,LES,2,3,31,36,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,984.1271932,98412.71932,ArtificialPath,16.5,9898.74496,196775.0513
601,COB,2,54,765,773,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,2909.479095,20470,StreamRiver,50,88680.92283,581746.8538
609,MAP,2,53,967,911,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3977.370047,15614.45783,CanalDitch,16.5,40005.97888,795270.3681
619,LES,2,9,61,78,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1860.049419,186005,StreamRiver,50,56694.30628,371914.6492
621,COB,2,33,395,389,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LC,17,1262.048285,126205,StreamRiver,50,38467.23173,252345.0401
632,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,2857.83189,26897.93814,StreamRiver,50,87106.716,571420.057
641,LES,2,24,179,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,891.7661238,89176.61238,StreamRiver,50,27181.03145,178307.5663
643,LES,2,14,255,245,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,767.3660769,5663.414634,StreamRiver,50,23389.31802,153433.9262
652,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1929.21569,53036.22047,StreamRiver,50,58802.49422,385744.3621
668,LES,2,9,57,78,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,916.2394437,91623.94437,ArtificialPath,16.5,9215.902821,183200.9773
670,COB,2,54,626,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,536.1313189,53613.13189,CanalDitch,16.5,5392.623258,107198.8139
671,COB,2,33,438,440,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3583.910468,263977.5,StreamRiver,50,109237.5911,716598.5973
676,MAP,2,53,1049,1048,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1389.413137,176880,StreamRiver,50,42349.31242,277811.4894
686,COB,2,54,772,707,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,8212.124211,821212,StreamRiver,50,250305.5459,1642004.381
687,MAP,2,71,1032,961,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,672.4224221,67242.24221,ArtificialPath,16.5,6763.49369,134450.0564
688,MAP,2,62,907,917,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,1748.017626,118875.7009,StreamRiver,50,53279.57723,349514.0266
689,LES,2,14,319,317,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3979.132155,246422.093,StreamRiver,50,121283.9481,795622.6994
694,COB,2,54,699,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,9778.471475,977847,StreamRiver,50,298047.8106,1955193.637
696,LES,2,14,342,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,114.0139374,3250,StreamRiver,50,3475.144811,22796.94996
719,COB,2,33,438,440,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,685.5488721,68554.88721,ArtificialPath,16.5,6895.524775,137074.6743
722,LES,2,1,24,23,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,357.5850128,2880,StreamRiver,50,10899.19119,71498.69421
730,COB,2,37,441,389,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,887.1957549,27465.51724,ArtificialPath,16.5,8923.769781,177393.7266
731,MAP,2,73,1103,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3352.579622,49883.94495,StreamRiver,50,102186.6269,670344.2723
738,LES,2,14,203,200,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2189.368492,49946.4,StreamRiver,50,66731.95162,437761.6026
744,MAP,2,53,835,790,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1380.074672,138007,StreamRiver,50,42064.676,275944.2746
754,COB,2,35,482,483,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,3880.304836,88930.18868,StreamRiver,50,118271.6914,775862.2955
768,MAP,2,53,835,790,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1228.013334,59855.17241,StreamRiver,50,37429.84641,245539.7924
771,LES,2,24,241,274,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,6729.354975,672935,CanalDitch,16.5,67686.54408,1345526.452
777,COB,2,54,715,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,2290.204405,262824,StreamRiver,50,69805.43025,457923.6225
778,LES,2,14,201,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1225.579042,37373.68421,StreamRiver,50,37355.64919,245053.0587
782,LES,2,14,341,264,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,5350.343726,535034,StreamRiver,50,163078.4768,1069794.808
795,LES,2,14,350,317,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2996.96427,299696,StreamRiver,50,91347.47096,599239.4095
798,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,355.9077439,35590.77439,StreamRiver,50,10848.06804,71163.32631
799,COB,2,37,678,668,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,2789.371346,171187.3096,StreamRiver,50,85020.03863,557731.4534
802,MAP,2,64,874,815,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,7385.866495,370887.6268,CanalDitch,16.5,74289.99955,1476795.143
807,MAP,2,50,611,643,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,1807.602729,7232.142857,StreamRiver,50,55095.73117,361427.9965
812,LES,2,9,61,78,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1041.583409,46101.31579,StreamRiver,50,31747.46231,208263.3528
819,COB,2,37,545,507,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,12552.76785,1255277,StreamRiver,50,382608.3641,2509910.869
836,COB,2,35,537,529,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,653.7631784,65376.31784,StreamRiver,50,19926.70168,130719.163
839,LES,2,9,94,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1513.449497,151345,CanalDitch,16.5,15222.88042,302612.4107
848,LES,2,14,342,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,2825.719148,37379.67033,StreamRiver,50,86127.91962,564999.1527
854,LES,2,14,342,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,175.2557374,2350,Connector,16.5,1762.792309,35042.17439
859,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,7201.56736,127424.6725,CanalDitch,16.5,72436.24513,1439944.752
860,COB,2,37,628,546,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,7229.919683,722992,StreamRiver,50,220367.9519,1445613.765
863,MAP,2,50,611,643,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,1649.517304,108750,StreamRiver,50,50277.28743,329819.0055
877,LES,2,9,57,78,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,88.92791819,8892.791819,Connector,16.5,894.4725723,17781.03053
885,LES,2,14,201,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,434.0507704,8100,Connector,16.5,4365.856269,86787.93068
889,MAP,2,53,968,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,2922.858842,25292.64706,StreamRiver,50,89088.7375,584422.118
892,LES,2,14,286,301,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,10209.52105,1020952,StreamRiver,50,311186.2016,2041381.483
904,LES,2,14,301,264,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,6008.118383,600812,StreamRiver,50,183127.4483,1201316.061
916,MAP,2,64,818,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,1729.050053,172905,CanalDitch,16.5,17391.47705,345721.4832
924,COB,2,40,563,503,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,1372.060876,137206,StreamRiver,50,41820.41551,274341.9257
933,COB,2,54,619,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,2168.674238,51361.22449,StreamRiver,50,66101.19078,433623.8115
936,LES,2,9,173,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3267.251178,326725,StreamRiver,50,99585.8159,653282.9523
946,COB,2,35,501,483,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,4609.601208,71374.8954,StreamRiver,50,140500.6448,921684.2301
947,MAP,2,71,1019,960,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3020.21546,95324.25743,StreamRiver,50,92056.16722,603888.457
950,COB,2,40,503,441,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,2985.230493,75162.85714,StreamRiver,50,90989.82542,596893.2547
967,MAP,2,50,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,4996.123381,499612,StreamRiver,50,152281.8406,998968.8746
970,MAP,2,62,916,917,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,479.9199284,47991.99284,ArtificialPath,16.5,4827.226608,95959.41378
978,MAP,2,52,648,656,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,23,8624.613969,862461,CanalDitch,16.5,86749.81714,1724481.214
982,COB,2,54,688,626,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,1098.28616,11109.375,StreamRiver,50,33475.76215,219600.9997
983,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,5358.628253,148980.5085,CanalDitch,16.5,53899.22642,1071451.289
986,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1054.550071,6156,StreamRiver,50,32142.68616,210856.0212
987,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,3895.571409,91325.92593,StreamRiver,50,118737.0165,778914.8286
991,COB,2,33,384,431,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,3117.213502,76113.15789,StreamRiver,50,95012.66755,623283.0991
992,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,2633.223221,101321.0526,StreamRiver,50,80260.64378,526509.8232
1000,MAP,2,52,779,740,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,23,6021.496848,602150,CanalDitch,16.5,60566.62389,1203991.069
1001,LES,2,1,42,24,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,6996.362513,22754.34783,StreamRiver,50,213249.1294,1398914.289
1005,MAP,2,50,815,767,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,3582.459124,358246,CanalDitch,16.5,36033.80685,716308.4028
1010,MAP,2,62,907,917,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,752.195614,62559.18367,StreamRiver,50,22926.92232,150400.6104
1011,LES,2,14,342,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,78.74418612,1350,Connector,16.5,792.0405217,15744.80552
1024,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,1795.010182,12562.18487,StreamRiver,50,54711.91035,358910.1319
1026,LES,2,14,201,242,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3520.025611,171500.4673,StreamRiver,50,107290.3806,703824.8969
1035,COB,2,54,688,626,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,2429.76927,134210.4294,StreamRiver,50,74059.36736,485829.4499
1038,COB,2,33,438,440,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,1048.83502,22185.71429,StreamRiver,50,31968.49141,209713.3036
1039,MAP,2,71,927,923,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,864.7364723,86473.64723,ArtificialPath,16.5,8697.865333,172903.02
1041,LES,2,14,341,264,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,31.00578694,3100.578694,StreamRiver,50,945.0563861,6199.569893
1045,MAP,2,62,837,836,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,2447.863416,15527.92208,StreamRiver,50,74610.87691,489447.3526
1054,COB,2,37,441,389,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,995.630685,25184.74576,StreamRiver,50,30346.82328,199075.1607
1057,LES,2,24,237,274,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,4191.507477,419151,CanalDitch,16.5,42159.85881,838086.8902
1059,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1823.682813,182368,CanalDitch,16.5,18343.33121,364643.1901
1072,COB,2,37,441,389,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,52.37623007,5237.623007,CanalDitch,16.5,526.8210726,10472.56435
1076,MAP,2,53,1049,1048,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,2083.298777,63128.57143,StreamRiver,50,63498.94672,416553.0905
1080,MAP,2,50,643,615,Le Sueur,Upper Maple,Map AB UG,AB,2,LO,25,2044.322002,13123.46939,StreamRiver,50,62310.93461,408759.731
1081,COB,2,33,450,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,476.3775492,562.5,CanalDitch,16.5,4791.595941,95251.11931
1087,LES,2,24,209,237,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3110.139937,311014,CanalDitch,16.5,31283.03154,621868.7482
1088,COB,2,33,458,453,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,212.84099,21284.099,StreamRiver,50,6487.393376,42557.30055
1090,LES,2,3,7,17,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,5428.076803,90246.85714,ArtificialPath,16.5,54597.76772,1085337.443
1094,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,1077.0972,6242.857143,StreamRiver,50,32829.92267,215364.2927
1123,LES,2,14,342,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,393.114513,39311.4513,StreamRiver,50,11982.13036,78602.77514
1129,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,1634.349776,18781.57895,StreamRiver,50,49814.98117,326786.2765
1139,COB,2,33,462,450,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,1492.472534,39690.90909,StreamRiver,50,45490.56285,298418.0923
1143,COB,2,37,678,668,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,1031.34533,11734.17722,StreamRiver,50,31435.40567,206216.2612
1148,LES,2,14,356,350,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,744.8659143,2514.705882,StreamRiver,50,22703.51307,148935.0457
1154,LES,2,3,8,16,Le Sueur,Upper Le Sueur,LS btwn gauges,AB,2,LO,9,2789.284933,211270.3125,StreamRiver,50,85017.40476,557714.1752
1156,LES,2,24,241,274,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2063.06832,206307,StreamRiver,50,62882.32238,412508.0348
1160,COB,2,33,438,440,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,380.7929998,14250,StreamRiver,50,11606.57063,76139.10335
1161,MAP,2,73,1144,1085,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,661.9003798,4264.285714,CanalDitch,16.5,6657.65878,132346.1867
1169,LES,2,9,148,170,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,6853.384062,685338,CanalDitch,16.5,68934.07825,1370325.919
1172,MAP,2,53,855,835,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,4933.014038,571381.6609,StreamRiver,50,150358.2679,986350.2372
1197,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,8288.846202,375852.952,StreamRiver,50,252644.0322,1657344.852
1203,MAP,2,62,907,917,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,3562.107757,11832.22749,StreamRiver,50,108573.0444,712239.1716
1219,COB,2,54,773,772,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,2136.688274,229608,StreamRiver,50,65126.25858,427228.2563
1221,LES,2,14,342,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,4036.722931,47838.46154,StreamRiver,50,123039.3149,807137.9059
1223,MAP,2,53,615,612,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3245.87749,324588,StreamRiver,50,98934.3459,649009.3091
1225,COB,2,37,503,441,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,4013.606331,25428.51563,CanalDitch,16.5,40370.45792,802515.7696
1232,MAP,2,50,767,732,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,2184.074408,218407,StreamRiver,50,66570.58796,436703.057
1236,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1913.392472,40552.55474,StreamRiver,50,58320.20254,382580.5286
1244,LES,2,9,57,78,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1417.23872,141724,StreamRiver,50,43197.4362,283375.1815
1258,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,4247.641061,424764,CanalDitch,16.5,42724.47285,849310.7329
1265,LES,2,14,358,341,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3241.012906,101357.7465,StreamRiver,50,98786.07337,648036.6413
1276,COB,2,54,709,708,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,104.6879436,10468.79436,ArtificialPath,16.5,1052.993212,20932.22869
1278,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,597.0336805,59703.36805,ArtificialPath,16.5,6005.203572,119376.168
1280,COB,2,33,479,449,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,1992.98102,55053.19149,StreamRiver,50,60746.0615,398494.1635
1301,COB,2,35,414,377,Le Sueur,Upper Cobb,Cobb Little Cobb,BT,3,LO,14,2372.505147,237251,StreamRiver,50,72313.95689,474379.5572
1309,COB,2,33,352,383,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,1005.896323,121002.6316,StreamRiver,50,30659.71994,201127.7628
1317,LES,2,14,263,255,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1472.12171,147212,StreamRiver,50,44870.26972,294348.9693
1318,LES,2,24,131,241,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,7673.270912,270558.8008,CanalDitch,16.5,77180.82815,1534261.311
1325,MAP,2,53,890,835,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,2858.343196,35010.4712,StreamRiver,50,87122.30062,571522.2921
1329,MAP,2,53,922,911,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,726.1322488,72613.22488,StreamRiver,50,22132.51094,145189.2718
1331,MAP,2,71,960,949,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,347.1244089,34712.44089,ArtificialPath,16.5,3491.516154,69407.10901
1337,MAP,2,62,907,917,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,223.9719436,5062.5,ArtificialPath,16.5,2252.799397,44782.92135
1344,LES,2,14,341,264,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2410.35508,34123.17073,StreamRiver,50,73467.62285,481947.6059
1380,COB,2,33,532,458,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,11129.21105,306391.5185,StreamRiver,50,339218.3527,2225272.394
1382,MAP,2,71,1032,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,3108.94961,56530.43478,StreamRiver,50,94760.78411,621630.7438
1387,MAP,2,62,842,836,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,2248.172105,98607.38255,StreamRiver,50,68524.28577,449519.3146
1395,LES,2,9,61,78,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,266.3168634,26631.68634,Connector,16.5,2678.721539,53249.73726
1399,COB,2,33,383,395,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,963.1567074,4972.881356,StreamRiver,50,29357.01644,192582.0279
1407,LES,2,24,130,241,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,4885.228995,221529.3413,StreamRiver,50,148901.7798,976795.6753
1408,LES,2,14,261,263,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2834.286741,28917.1875,StreamRiver,50,86389.05986,566712.2327
1410,COB,2,33,398,395,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,1599.871085,159987,StreamRiver,50,48764.07067,319892.3036
1418,MAP,2,62,916,917,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,1357.543501,135754,StreamRiver,50,41377.92591,271439.194
1424,MAP,2,73,1146,1085,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,2529.201782,72065.06024,StreamRiver,50,77090.07032,505710.8613
1438,MAP,2,62,862,837,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,3222.576593,391591.2442,StreamRiver,50,98224.13457,644350.3228
1439,LES,2,3,26,31,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3041.590639,92075.24272,StreamRiver,50,92707.68267,608162.3983
1440,COB,2,33,431,425,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,2128.327026,41727.27273,StreamRiver,50,64871.40776,425556.4349
