ICMO_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,L[m],max_flowacc,mean_flowlen,MAJOR_NAME,MINOR5,DITCH_NAME,DITCH_TYPE,COUNTY,Elev,ElevMin,ElevMax
1304,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,806.2348963,16292,109383.4766,LeSueur River,32051,CD7,PUBLIC DITCH OPEN,FARIBAULT,324.756064,313,345
1247,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,1164.825654,16281,86795.40625,LeSueur River,32058,CD95,PUBLIC DITCH OPEN,FARIBAULT-BLUE EARTH,311.9174017,306,317
1008,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,3531.424488,16221,145369.2031,LeSueur River,32025,JC6,PUBLIC DITCH OPEN,FREEBORN-WASECA,363.9283886,356,373
1097,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,2544.431637,16216,79093.71875,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,331.1062608,309,349
1357,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,417.8505824,16191,94272.50781,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,317.8362277,310,326
1025,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,946.3533708,16161,118431.9609,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,354.6926487,333,375
1263,COB,2,35,522,443,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LO,27,390.7141273,16125,59263.34375,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,309.7091509,298,316
1037,LES,1,29,388,365,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,565.5049791,16008,120483.1484,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,352.2666582,335,376
1208,COB,3,10,291,314,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,12,1092.165968,15914,46546.42969,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,302.2443834,297,308
1356,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,146.2978457,15794,94537.75781,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,317.8362277,310,326
1355,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,176.6964028,15790,94707.41406,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,317.8362277,310,326
997,LES,1,43,830,754,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,268.1985756,15696,148289.875,LeSueur River,32027,JD6,PUBLIC DITCH OPEN,FREEBORN,368.8424307,355,379
1262,COB,2,40,503,441,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,2024.462194,15622,83037.52344,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,312.9511225,306,321
1424,COB,2,54,619,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,544.4072748,15479,87487.25,LeSueur River,32033,JD51,PUBLIC DITCH OPEN,WASECA-BLUE EARTH,322.9641544,318,329
1211,MAP,3,13,415,353,Blue Earth,Lower Maple,Map btwn gauges,BT,3,LO,19,933.8528496,15456,42819.76953,LeSueur River,32062,CD97,PUBLIC DITCH OPEN,BLUE EARTH,304.3524123,286,308
1348,MAP,2,64,874,815,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,103.1960529,15322,96119.79688,LeSueur River,32050,CD43,PUBLIC DITCH OPEN,FARIBAULT,312.6943191,310,320
1423,COB,2,54,626,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,1115.155587,15152,88346.29688,LeSueur River,32033,JD51,PUBLIC DITCH OPEN,WASECA-BLUE EARTH,322.7176471,318,328
945,LES,1,45,850,823,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,1410.075815,15123,159451.5313,LeSueur River,32024,CD46,PUBLIC DITCH OPEN,FREEBORN,387.2643464,377,399
1445,COB,2,37,811,669,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,331.2184695,15059,104519.3672,LeSueur River,32029,CD8A,PUBLIC DITCH OPEN,WASECA,353.9982973,335,369
1036,LES,1,29,388,365,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,438.3396065,14988,121001.1094,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,352.2666582,335,376
961,LES,1,43,924,869,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,1638.972859,14922,151551.1406,LeSueur River,32027,JD6,PUBLIC DITCH OPEN,FREEBORN,375.5819929,369,388
996,LES,1,43,830,754,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,1498.731457,14778,149179.4688,LeSueur River,32027,JD6,PUBLIC DITCH OPEN,FREEBORN,368.8424307,355,379
1196,LES,3,7,228,219,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,506.7392872,14452,65990.69531,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,305.6315576,297,317
1444,COB,2,37,811,669,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,34.84439416,14288,104712.5156,LeSueur River,32029,CD8A,PUBLIC DITCH OPEN,WASECA,353.9982973,335,369
1446,COB,2,37,811,669,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,663.3268603,14285,105088.2109,LeSueur River,32029,CD8A,PUBLIC DITCH OPEN,WASECA,353.9982973,335,369
1195,LES,3,7,228,219,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,706.8603068,14226,66632.21875,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,305.6315576,297,317
1201,LES,3,6,174,141,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,5453.438305,14216,34174.57422,LeSueur River,32075,CD93,PUBLIC DITCH OPEN,BLUE EARTH,304.2660121,296,314
1399,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1648.81637,14210,95238.875,LeSueur River,32054,JD1,PUBLIC DITCH OPEN,FARIBAULT,324.6560819,316,333
925,COB,1,66,1092,1030,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,1512.27072,14192,149172.5,LeSueur River,32039,CD39,PUBLIC DITCH OPEN,FREEBORN,378.0490765,369,394
1043,LES,1,29,388,365,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,86.90683545,14149,121281.9453,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,352.2666582,335,376
1042,LES,1,29,390,388,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,364.9898472,14146,121528.7656,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,357.4720404,343,382
1306,MAP,1,72,1134,1044,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,30,1476.863979,14078,114365.6641,LeSueur River,32050,CD3,PUBLIC DITCH OPEN,FARIBAULT,334.5846362,317,355
966,LES,1,43,885,778,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,24,1520.915193,13938,147673.25,LeSueur River,32028,JD8,PUBLIC DITCH OPEN,FREEBORN-WASECA,368.4344339,356,386
1154,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,742.1381608,13794,76674.08594,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,314.3687737,306,324
1075,LES,2,24,130,241,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,620.9180542,13773,109781.4922,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,344.5076372,337,359
1139,LES,2,9,77,94,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,860.8823097,13733,79028.5,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,316.7087788,306,328
1452,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,1581.049189,13732,110595.1406,LeSueur River,32051,CD7,PUBLIC DITCH OPEN,FARIBAULT,324.756064,313,345
1083,LES,2,24,131,241,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,1003.687004,13722,111014.6172,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,349.6966437,337,362
1253,MAP,2,50,739,750,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,826.0408622,13719,95849.46875,LeSueur River,32058,CD96,PUBLIC DITCH OPEN,BLUE EARTH,314.7321909,309,320
1428,COB,2,54,626,709,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,960.8092726,13652,88352.17969,LeSueur River,32033,JD51,PUBLIC DITCH OPEN,WASECA-BLUE EARTH,322.7176471,318,328
923,COB,2,35,645,618,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UM,27,5901.799377,13652,74267.04688,LeSueur River,32060,CD16,PUBLIC DITCH OPEN,BLUE EARTH,312.4326907,307,318
1103,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,2455.674267,13565,78216,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,325.8150706,309,344
1096,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,101.068415,13548,80440.19531,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,331.1062608,309,349
1194,LES,3,7,228,219,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,771.9142567,13449,67352.90625,LeSueur River,32074,CD77,PUBLIC DITCH OPEN,BLUE EARTH,305.6315576,297,317
1041,LES,1,29,390,388,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,189.6745918,13364,121831.8047,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,357.4720404,343,382
1024,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2643.693055,13355,120248.9063,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,354.6926487,333,375
1347,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,291.1192252,13132,94910,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,317.8362277,310,326
1354,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,2594.087183,13120,96115.00781,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,317.8362277,310,326
1039,LES,1,29,390,388,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,361.2780662,13083,122512.6328,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,357.4720404,343,382
1001,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,165.9063735,13040,147223.4688,LeSueur River,32025,JC6,PUBLIC DITCH OPEN,FREEBORN-WASECA,363.9283886,356,373
1095,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1182.25714,12968,81049.86719,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,331.1062608,309,349
967,LES,1,43,885,778,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,24,341.0800055,12938,148552.1875,LeSueur River,32028,JD8,PUBLIC DITCH OPEN,FREEBORN-WASECA,368.4344339,356,386
1145,LES,2,9,77,94,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1525.804556,12717,80251.16406,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,316.7087788,306,328
1242,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,876.2863033,12664,90042.66406,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,311.9174017,306,317
1449,COB,2,37,811,669,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,550.1385364,12430,105683,LeSueur River,32029,CD8A,PUBLIC DITCH OPEN,WASECA,353.9982973,335,369
1329,MAP,1,69,919,907,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,6163.56248,12360,115564.5234,LeSueur River,32040,CD77,PUBLIC DITCH OPEN,FARIBAULT,320.9295632,318,324
1398,MAP,2,53,1048,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1561.235933,12324,96946.60156,LeSueur River,32054,JD1,PUBLIC DITCH OPEN,FARIBAULT,324.6560819,316,333
1082,LES,2,24,131,241,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,498.0733979,12310,111865.9141,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,349.6966437,337,362
1035,LES,1,29,390,388,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,448.8010646,12223,122939.3984,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,357.4720404,343,382
1067,COB,2,33,386,391,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,17,1447.008165,11940,94695.875,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,322.1388001,316,331
1116,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,2888.236057,11874,104360.5938,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,339.4449838,324,360
1387,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,370.6269833,11651,86961.15625,LeSueur River,32053,CD9,PUBLIC DITCH OPEN,FARIBAULT,319.5465302,311,326
1448,COB,2,37,811,669,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,3331.062099,11427,107990.4609,LeSueur River,32029,CD8A,PUBLIC DITCH OPEN,WASECA,353.9982973,335,369
1273,COB,2,35,522,443,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LO,27,616.1819813,11420,59662.49219,LeSueur River,32065,CD57,PUBLIC DITCH OPEN,BLUE EARTH,309.7091509,298,316
1295,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,388.6721238,11330,100095.4609,LeSueur River,32055,JD2,PUBLIC DITCH OPEN,FARIBAULT,335.9945504,326,349
1144,LES,2,9,77,94,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,393.3940091,11308,81229.90625,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,316.7087788,306,328
1289,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,365.4113116,11116,100456.5313,LeSueur River,32055,JD2,PUBLIC DITCH OPEN,FARIBAULT,335.9945504,326,349
972,LES,1,43,924,869,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,301.2500937,11086,152850.7656,LeSueur River,32027,JD6,PUBLIC DITCH OPEN,FREEBORN,375.5819929,369,388
958,LES,1,43,924,869,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,328.7532968,11071,153226.4688,LeSueur River,32027,JD6,PUBLIC DITCH OPEN,FREEBORN,375.5819929,369,388
1386,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,1177.255871,10962,87838.03906,LeSueur River,32053,CD9,PUBLIC DITCH OPEN,FARIBAULT,319.5465302,311,326
1094,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,392.3452046,10902,82027.89063,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,331.1062608,309,349
1288,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,911.693352,10895,101124.9063,LeSueur River,32055,JD2,PUBLIC DITCH OPEN,FARIBAULT,335.9945504,326,349
1353,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,204.6594547,10867,97552.85938,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,317.8362277,310,326
1087,LES,2,24,178,186,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,513.8250415,10812,107442.4063,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,337.2738095,332,341
1166,LES,3,7,118,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,906.4213196,10673,64984.34766,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,313.5088338,298,325
1198,COB,3,34,328,332,Le Sueur,Little Cobb,Cobb Little Cobb,AB,3,LO,5,3239.065711,10652,65997.92969,LeSueur River,32014,CD1,PUBLIC DITCH OPEN,BLUE EARTH,313.7313344,301,320
953,LES,1,45,972,823,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,567.8196555,10598,165278.6094,LeSueur River,32085,CD28,PUBLIC DITCH OPEN,FREEBORN,389.4033788,377,401
1225,COB,2,40,551,503,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,200.0495981,10429,84301.84375,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,316.3420059,310,324
1102,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1662.660763,10428,80179.23438,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,325.8150706,309,344
1250,MAP,2,50,739,750,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,266.337328,10412,96625.82813,LeSueur River,32058,CD96,PUBLIC DITCH OPEN,BLUE EARTH,314.7321909,309,320
1260,COB,2,40,503,441,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,2598.686504,10376,82958.6875,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,312.9511225,306,321
1252,MAP,2,50,739,750,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,3824.746719,10332,98575.58594,LeSueur River,32058,CD96,PUBLIC DITCH OPEN,BLUE EARTH,314.7321909,309,320
1136,LES,2,3,35,57,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,1696.010974,9865,84008.55469,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,318.445939,309,330
1352,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,401.8782218,9859,97838.71875,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,317.8362277,310,326
1165,LES,3,7,118,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,455.8750571,9821,65651.79688,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,313.5088338,298,325
1091,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,793.4266514,9813,82861.82031,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,331.1062608,309,349
959,LES,1,43,924,869,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,830.451137,9760,154298.1563,LeSueur River,32027,JD6,PUBLIC DITCH OPEN,FREEBORN,375.5819929,369,388
1121,LES,2,1,83,45,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,1418.961644,9620,105589.8672,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,339.4449838,324,360
971,LES,1,43,885,778,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,24,1603.994092,9479,149418.2188,LeSueur River,32028,JD8,PUBLIC DITCH OPEN,FREEBORN-WASECA,368.4344339,356,386
1456,MAP,2,64,818,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,958.5599269,9293,94016.1875,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,316.6433714,310,326
1164,LES,3,7,118,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,677.2268501,9111,66258.77344,LeSueur River,32080,CD83,PUBLIC DITCH OPEN,BLUE EARTH,313.5088338,298,325
1012,LES,1,30,601,519,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,1623.904278,9052,134673.8594,LeSueur River,32022,CD27,PUBLIC DITCH OPEN,WASECA,358.0501082,342,372
1219,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,1158.036183,8912,84637.3125,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,317.4595951,310,325
1072,LES,2,14,401,341,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,LC,18,1240.592466,8906,102306.1563,LeSueur River,32010,CD35,PUBLIC DITCH OPEN,WASECA,342.6090814,329,354
1032,LES,1,29,390,388,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,756.9671964,8828,124806.1016,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,357.4720404,343,382
1006,LES,1,45,729,661,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,745.7990817,8784,147415.5313,LeSueur River,32024,CD48,PUBLIC DITCH OPEN,WASECA,374.1844871,358,394
1090,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,754.5402898,8686,83630.45313,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,331.1062608,309,349
1447,COB,2,37,811,669,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,929.9868292,8678,110201.0234,LeSueur River,32029,CD8A,PUBLIC DITCH OPEN,WASECA,353.9982973,335,369
1228,COB,2,35,482,483,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,1559.894478,8654,61787.13281,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,311.4476868,301,317
1385,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,729.202055,8623,88835.44531,LeSueur River,32053,CD9,PUBLIC DITCH OPEN,FARIBAULT,319.5465302,311,326
1351,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,602.5657508,8576,98353.98438,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,317.8362277,310,326
999,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,265.0188739,8551,147548.9375,LeSueur River,32025,JC6,PUBLIC DITCH OPEN,FREEBORN-WASECA,363.9283886,356,373
1365,MAP,2,64,818,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,1048.994488,8537,95049.51563,LeSueur River,32052,JD9,PUBLIC DITCH OPEN,BLUE EARTH-FARIBAULT,316.6433714,310,326
980,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,139.7514809,8516,147800.9688,LeSueur River,32025,JC6,PUBLIC DITCH OPEN,FREEBORN-WASECA,363.9283886,356,373
979,LES,1,43,731,702,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,143.5478373,8495,147940.7813,LeSueur River,32025,JC6,PUBLIC DITCH OPEN,FREEBORN-WASECA,363.9283886,356,373
975,LES,1,43,801,731,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,435.0089287,8459,148216.1875,LeSueur River,32025,JC6,PUBLIC DITCH OPEN,FREEBORN-WASECA,378.4755595,363,393
1224,COB,2,40,551,503,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,3109.324509,8356,85731.07031,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,316.3420059,310,324
1031,LES,1,29,390,388,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,215.9142152,8288,125343.9766,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,357.4720404,343,382
952,LES,1,45,972,823,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,950.7895153,8210,166145.8281,LeSueur River,32085,CD28,PUBLIC DITCH OPEN,FREEBORN,389.4033788,377,401
986,LES,1,43,801,731,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,24,2109.513403,8191,149415.6719,LeSueur River,32025,JC6,PUBLIC DITCH OPEN,FREEBORN-WASECA,378.4755595,363,393
1384,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,166.6398271,7977,89304.23438,LeSueur River,32053,CD9,PUBLIC DITCH OPEN,FARIBAULT,319.5465302,311,326
1005,LES,1,45,729,661,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,413.9539797,7974,148040.625,LeSueur River,32024,CD48,PUBLIC DITCH OPEN,WASECA,374.1844871,358,394
1286,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,219.8529607,7946,101929.0078,LeSueur River,32055,JD2,PUBLIC DITCH OPEN,FARIBAULT,335.9945504,326,349
1324,MAP,1,68,965,910,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,28,1320.850649,7936,121296.5703,LeSueur River,32041,CD83,PUBLIC DITCH OPEN,FARIBAULT,346.7358192,330,359
1222,COB,2,40,604,563,Le Sueur,Little Cobb,Cobb Little Cobb,AB,2,LC,20,1987.036195,7933,85207.54688,LeSueur River,32067,CD5,PUBLIC DITCH OPEN,BLUE EARTH,317.4595951,310,325
1183,LES,3,7,98,97,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,376.3940872,7890,57520.22656,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,302.4115101,289,311
1023,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,456.5683697,7879,121612.4453,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,354.6926487,333,375
1022,LES,1,29,360,364,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,2591.265052,7868,122883.2422,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,354.6926487,333,375
1275,MAP,2,52,779,740,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,23,488.4964105,7783,71618.11719,LeSueur River,32056,JD49,PUBLIC DITCH OPEN,BLUE EARTH,312.8990829,307,320
1204,COB,3,7,302,291,Le Sueur,Lower Cobb,Cobb btwn gauges,BT,3,LO,12,857.1680525,7729,47391.45313,LeSueur River,32073,CD86,PUBLIC DITCH OPEN,BLUE EARTH,305.8383596,298,315
1181,LES,3,7,98,97,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,829.2998896,7656,58622.14453,LeSueur River,32079,CD25,PUBLIC DITCH OPEN,BLUE EARTH,302.4115101,289,311
1089,LES,2,24,165,178,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,18,3057.333539,7471,109298.8984,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,346.654603,335,358
1238,MAP,2,50,718,734,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,25,313.8181154,7411,90782.04688,LeSueur River,32058,CD35,PUBLIC DITCH OPEN,BLUE EARTH,311.9174017,306,317
1216,COB,2,35,482,483,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,44.61790961,7349,62565.11719,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,311.4476868,301,317
1215,COB,2,35,482,483,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,LC,27,193.0885462,7318,62728.98438,LeSueur River,32066,CD92,PUBLIC DITCH OPEN,BLUE EARTH,311.4476868,301,317
