GeneID,MOsID,MOs,SedRed,Duck,Cost,sedbcr,duckbcr,SB574,HydroSB,Zone,watershed,coords_x1,coords_x2,ld0.0,ld0.1,ld0.2,ld0.3,ld0.4,ld0.5,ld0.6,ld0.7,ld0.8,ld0.9,ld1.0
5054,1579,AFMO,2.5897,0,1996.1698,1.297334525,0,125,18,2,LES,196641.7225,2343641.868,0,0.129733453,0.259466905,0.389200358,0.51893381,0.648667263,0.778400715,0.908134168,1.03786762,1.167601073,1.297334525
5055,1588,AFMO,2.5645,0,929.8478,2.757978241,0,125,18,2,LES,197425.6593,2343446.252,0,0.275797824,0.551595648,0.827393472,1.103191296,1.378989121,1.654786945,1.930584769,2.206382593,2.482180417,2.757978241
5056,1594,AFMO,0.7381,0,762.4105,0.968113634,0,168,8,3,MAP,156671.7353,2342527.907,0,0.096811363,0.193622727,0.29043409,0.387245454,0.484056817,0.580868181,0.677679544,0.774490907,0.871302271,0.968113634
5057,1603,AFMO,0.9919,0,762.4105,1.301005167,0,147,8,3,MAP,159714.2956,2342168.36,0,0.130100517,0.260201033,0.39030155,0.520402067,0.650502584,0.7806031,0.910703617,1.040804134,1.17090465,1.301005167
5058,1604,AFMO,0.0045,0,696.1799,0.006463846,0,128,5,3,LES,170258.9776,2342545.979,0,0.000646385,0.001292769,0.001939154,0.002585539,0.003231923,0.003878308,0.004524693,0.005171077,0.005817462,0.006463846
5059,1605,AFMO,3.0372,0,741.1892,4.097739147,0,135,18,2,LES,191847.3374,2343250.036,0,0.409773915,0.819547829,1.229321744,1.639095659,2.048869573,2.458643488,2.868417403,3.278191317,3.687965232,4.097739147
5060,1607,AFMO,15.0319,0,762.4105,19.71628145,0,122,9,2,LES,176952.9613,2342784.9,0,1.971628145,3.94325629,5.914884436,7.886512581,9.858140726,11.82976887,13.80139702,15.77302516,17.74465331,19.71628145
5061,1614,AFMO,0.8183,0,920.3637,0.889105035,0,123,4,3,LES,167271.5442,2342410.541,0,0.088910504,0.177821007,0.266731511,0.355642014,0.444552518,0.533463021,0.622373525,0.711284028,0.800194532,0.889105035
5062,1621,AFMO,0.1307,0,365.8578,0.357242623,0,113,4,3,LES,165466.3145,2342285.181,0,0.035724262,0.071448525,0.107172787,0.142897049,0.178621311,0.214345574,0.250069836,0.285794098,0.32151836,0.357242623
5063,1626,AFMO,0.3785,0,762.4105,0.496451715,0,168,8,3,MAP,156285.1997,2341938.615,0,0.049645171,0.099290343,0.148935514,0.198580686,0.248225857,0.297871029,0.3475162,0.397161372,0.446806543,0.496451715
5064,1640,AFMO,3.3089,0,762.4105,4.340050406,0,132,9,2,LES,185365.5843,2342889.633,0,0.434005041,0.868010081,1.302015122,1.736020162,2.170025203,2.604030244,3.038035284,3.472040325,3.906045365,4.340050406
5065,1641,AFMO,0.2774,0,1370.69,0.202379823,0,113,4,3,LES,165030.3886,2342333.945,0,0.020237982,0.040475965,0.060713947,0.080951929,0.101189912,0.121427894,0.141665876,0.161903859,0.182141841,0.202379823
5066,1642,AFMO,26.5164,0,762.4105,34.77968889,0,122,9,2,LES,177537.4661,2342592.515,0,3.477968889,6.955937779,10.43390667,13.91187556,17.38984445,20.86781334,24.34578223,27.82375112,31.30172001,34.77968889
5067,1648,AFMO,0.0769,0,762.4105,0.100864298,0,147,8,3,MAP,159739.8497,2341998.821,0,0.01008643,0.02017286,0.030259289,0.040345719,0.050432149,0.060518579,0.070605009,0.080691439,0.090777868,0.100864298
5068,1653,AFMO,0.1386,0,553.591,0.250365342,0,113,4,3,LES,165669.1895,2342165.899,0,0.025036534,0.050073068,0.075109603,0.100146137,0.125182671,0.150219205,0.175255739,0.200292274,0.225328808,0.250365342
5069,1654,AFMO,1.4199,0,522.048,2.71986484,0,133,18,2,LES,194091.1033,2343090.179,0,0.271986484,0.543972968,0.815959452,1.087945936,1.35993242,1.631918904,1.903905388,2.175891872,2.447878356,2.71986484
5070,1660,AFMO,2.2046,0,762.4105,2.891618098,0,121,18,2,LES,189688.7116,2342910.484,0,0.28916181,0.57832362,0.867485429,1.156647239,1.445809049,1.734970859,2.024132669,2.313294478,2.602456288,2.891618098
5071,1674,AFMO,0.8686,0,464.9189,1.868282834,0,133,18,2,LES,194608.8316,2342975.017,0,0.186828283,0.373656567,0.56048485,0.747313134,0.934141417,1.1209697,1.307797984,1.494626267,1.68145455,1.868282834
5072,1676,AFMO,1.0027,0,1237.5084,0.810257126,0,147,8,3,MAP,159317.594,2341904.36,0,0.081025713,0.162051425,0.243077138,0.324102851,0.405128563,0.486154276,0.567179988,0.648205701,0.729231414,0.810257126
5073,1696,AFMO,37.2076,0,762.4105,48.80258076,0,122,9,2,LES,178393.6818,2342411.106,0,4.880258076,9.760516152,14.64077423,19.5210323,24.40129038,29.28154846,34.16180653,39.04206461,43.92232269,48.80258076
5074,1701,AFMO,0.254,0,762.4105,0.333153859,0,124,4,3,LES,162140.0575,2341863.046,0,0.033315386,0.066630772,0.099946158,0.133261543,0.166576929,0.199892315,0.233207701,0.266523087,0.299838473,0.333153859
5075,1711,AFMO,0.4113,0,762.4105,0.539473158,0,122,9,2,LES,178102.6256,2342344.367,0,0.053947316,0.107894632,0.161841947,0.215789263,0.269736579,0.323683895,0.37763121,0.431578526,0.485525842,0.539473158
5076,1716,AFMO,6.3374,0,762.4105,8.312319938,0,122,9,2,LES,177838.4163,2342324.273,0,0.831231994,1.662463988,2.493695981,3.324927975,4.156159969,4.987391963,5.818623957,6.64985595,7.481087944,8.312319938
5077,1729,AFMO,0.2714,0,2410.1128,0.112608837,0,129,5,3,LES,173110.1094,2342404.921,0,0.011260884,0.022521767,0.033782651,0.045043535,0.056304419,0.067565302,0.078826186,0.09008707,0.101347954,0.112608837
5078,1733,AFMO,1.2336,0,762.4105,1.618025985,0,122,9,2,LES,177681.0656,2342248.316,0,0.161802598,0.323605197,0.485407795,0.647210394,0.809012992,0.970815591,1.132618189,1.294420788,1.456223386,1.618025985
5079,1734,AFMO,14.5047,0,762.4105,19.02479045,0,99,9,2,LES,179986.2708,2342314.509,0,1.902479045,3.80495809,5.707437135,7.60991618,9.512395225,11.41487427,13.31735332,15.21983236,17.12231141,19.02479045
5080,1742,AFMO,3.1887,0,1147.6863,2.778372452,0,133,18,2,LES,194735.6153,2342811.318,0,0.277837245,0.55567449,0.833511736,1.111348981,1.389186226,1.667023471,1.944860717,2.222697962,2.500535207,2.778372452
5081,1747,AFMO,3.9336,0,651.2092,6.040455202,0,133,18,2,LES,194321.9807,2342732.51,0,0.60404552,1.20809104,1.812136561,2.416182081,3.020227601,3.624273121,4.228318642,4.832364162,5.436409682,6.040455202
5082,1749,AFMO,0.2079,0,1566.766,0.132693714,0,128,5,3,LES,171470.5941,2341983.717,0,0.013269371,0.026538743,0.039808114,0.053077486,0.066346857,0.079616229,0.0928856,0.106154971,0.119424343,0.132693714
5083,1758,AFMO,0.2306,0,555.7679,0.414921409,0,123,4,3,LES,167966.8939,2341762.715,0,0.041492141,0.082984282,0.124476423,0.165968563,0.207460704,0.248952845,0.290444986,0.331937127,0.373429268,0.414921409
5084,1762,AFMO,0.2307,0,624.476,0.36942973,0,125,18,2,LES,197160.2111,2342687.486,0,0.036942973,0.073885946,0.110828919,0.147771892,0.184714865,0.221657838,0.258600811,0.295543784,0.332486757,0.36942973
5085,1763,AFMO,0.1271,0,822.5181,0.154525475,0,125,18,2,LES,197404.1874,2342659.288,0,0.015452547,0.030905095,0.046357642,0.06181019,0.077262737,0.092715285,0.108167832,0.12362038,0.139072927,0.154525475
5086,1773,AFMO,0.9039,0,553.9859,1.631629975,0,147,8,3,MAP,159128.0276,2341460.754,0,0.163162997,0.326325995,0.489488992,0.65265199,0.815814987,0.978977985,1.142140982,1.30530398,1.468466977,1.631629975
5087,1779,AFMO,1.1079,0,373.0339,2.969971362,0,147,8,3,MAP,160698.0066,2341430.39,0,0.296997136,0.593994272,0.890991409,1.187988545,1.484985681,1.781982817,2.078979953,2.375977089,2.672974226,2.969971362
5088,1790,AFMO,0.6863,0,567.0342,1.21033264,0,147,8,3,MAP,159587.5071,2341279.127,0,0.121033264,0.242066528,0.363099792,0.484133056,0.60516632,0.726199584,0.847232848,0.968266112,1.089299376,1.21033264
5089,1804,AFMO,0.0764,0,739.1422,0.103363061,0,147,8,3,MAP,160510.0104,2341367.557,0,0.010336306,0.020672612,0.031008918,0.041345224,0.05168153,0.062017836,0.072354142,0.082690448,0.093026755,0.103363061
5090,1810,AFMO,2.4842,0,762.4105,3.258349669,0,152,9,2,LES,177446.4261,2341807.759,0,0.325834967,0.651669934,0.977504901,1.303339867,1.629174834,1.955009801,2.280844768,2.606679735,2.932514702,3.258349669
5091,1814,AFMO,0.2977,0,762.4105,0.390472062,0,123,4,3,LES,166558.274,2341458.149,0,0.039047206,0.078094412,0.117141619,0.156188825,0.195236031,0.234283237,0.273330443,0.31237765,0.351424856,0.390472062
5092,1819,AFMO,0.0048,0,745.7062,0.006436851,0,147,8,3,MAP,160227.8815,2341362.595,0,0.000643685,0.00128737,0.001931055,0.002574741,0.003218426,0.003862111,0.004505796,0.005149481,0.005793166,0.006436851
5093,1820,AFMO,0.255,0,418.2083,0.609743996,0,126,5,3,LES,175029.8138,2341685.859,0,0.0609744,0.121948799,0.182923199,0.243897598,0.304871998,0.365846398,0.426820797,0.487795197,0.548769596,0.609743996
5094,1825,AFMO,2.4108,0,762.4105,3.162076073,0,152,9,2,LES,177700.0989,2341758.967,0,0.316207607,0.632415215,0.948622822,1.264830429,1.581038037,1.897245644,2.213453251,2.529660859,2.845868466,3.162076073
5095,1845,AFMO,6.1417,0,762.4105,8.055634071,0,130,9,2,LES,184184.0522,2341809.619,0,0.805563407,1.611126814,2.416690221,3.222253628,4.027817036,4.833380443,5.63894385,6.444507257,7.250070664,8.055634071
5096,1849,AFMO,5.2571,0,762.4105,6.895366735,0,130,9,2,LES,184996.5849,2341824.299,0,0.689536673,1.379073347,2.06861002,2.758146694,3.447683367,4.137220041,4.826756714,5.516293388,6.205830061,6.895366735
5097,1851,AFMO,3.299,0,762.4105,4.327065275,0,130,9,2,LES,183052.4604,2341762.569,0,0.432706528,0.865413055,1.298119583,1.73082611,2.163532638,2.596239165,3.028945693,3.46165222,3.894358748,4.327065275
5098,1852,AFMO,4.8183,0,997.4832,4.830457295,0,135,18,2,LES,191903.4867,2342109.573,0,0.483045729,0.966091459,1.449137188,1.932182918,2.415228647,2.898274377,3.381320106,3.864365836,4.347411565,4.830457295
5099,1859,AFMO,9.2355,0,2287.7949,4.036856626,0,132,9,2,LES,187398.1358,2341998.674,0,0.403685663,0.807371325,1.211056988,1.61474265,2.018428313,2.422113975,2.825799638,3.2294853,3.633170963,4.036856626
5100,1861,AFMO,1.9622,0,787.1485,2.492795197,0,150,18,2,LES,197925.6317,2342197.489,0,0.24927952,0.498559039,0.747838559,0.997118079,1.246397598,1.495677118,1.744956638,1.994236157,2.243515677,2.492795197
5101,1872,AFMO,0.5882,0,867.6702,0.677907343,0,143,4,3,LES,167952.0289,2341167.966,0,0.067790734,0.135581469,0.203372203,0.271162937,0.338953672,0.406744406,0.47453514,0.542325875,0.610116609,0.677907343
5102,1873,AFMO,0.4119,0,762.4105,0.540260135,0,132,9,2,LES,187404.7871,2341860.839,0,0.054026014,0.108052027,0.162078041,0.216104054,0.270130068,0.324156081,0.378182095,0.432208108,0.486234122,0.540260135
5103,1879,AFMO,0.0023,0,709.9856,0.003239502,0,128,5,3,LES,171615.574,2341199.788,0,0.00032395,0.0006479,0.000971851,0.001295801,0.001619751,0.001943701,0.002267652,0.002591602,0.002915552,0.003239502
5104,1886,AFMO,18.4993,0,1135.9995,16.28460224,0,130,9,2,LES,184831.7973,2341667.29,0,1.628460224,3.256920448,4.885380671,6.513840895,8.142301119,9.770761343,11.39922157,13.02768179,14.65614201,16.28460224
5105,1888,AFMO,3.7807,0,605.5956,6.242944962,0,130,9,2,LES,183065.0171,2341568.544,0,0.624294496,1.248588992,1.872883489,2.497177985,3.121472481,3.745766977,4.370061473,4.99435597,5.618650466,6.242944962
5106,1889,AFMO,5.1109,0,762.4105,6.703606522,0,130,9,2,LES,185563.6477,2341640.267,0,0.670360652,1.340721304,2.011081957,2.681442609,3.351803261,4.022163913,4.692524565,5.362885217,6.03324587,6.703606522
5107,1892,AFMO,0.8816,0,1003.9388,0.878141178,0,126,5,3,LES,176018.6363,2341379.395,0,0.087814118,0.175628236,0.263442353,0.351256471,0.439070589,0.526884707,0.614698824,0.702512942,0.79032706,0.878141178
5108,1894,AFMO,0.0391,0,762.4105,0.051284708,0,152,9,2,LES,179380.4144,2341561.594,0,0.005128471,0.010256942,0.015385412,0.020513883,0.025642354,0.030770825,0.035899296,0.041027767,0.046156237,0.051284708
5109,1895,AFMO,4.101,0,1000.8261,4.09761496,0,152,9,2,LES,179631.8289,2341486.586,0,0.409761496,0.819522992,1.229284488,1.639045984,2.04880748,2.458568976,2.868330472,3.278091968,3.687853464,4.09761496
5110,1900,AFMO,2.978,0,1064.5475,2.797432712,0,135,18,2,LES,191395.9451,2341844.686,0,0.279743271,0.559486542,0.839229814,1.118973085,1.398716356,1.678459627,1.958202898,2.23794617,2.517689441,2.797432712
5111,1907,AFMO,2.169,0,781.2462,2.776333504,0,117,9,2,LES,181911.2446,2341469.857,0,0.27763335,0.555266701,0.832900051,1.110533402,1.388166752,1.665800102,1.943433453,2.221066803,2.498700154,2.776333504
5112,1908,AFMO,2.0172,0,499.0338,4.042211169,0,154,18,2,LES,193804.5534,2341852.443,0,0.404221117,0.808442234,1.212663351,1.616884468,2.021105584,2.425326701,2.829547818,3.233768935,3.637990052,4.042211169
5113,1927,AFMO,0.0957,0,762.4105,0.12552293,0,143,4,3,LES,168832.9139,2340930.709,0,0.012552293,0.025104586,0.037656879,0.050209172,0.062761465,0.075313758,0.087866051,0.100418344,0.112970637,0.12552293
5114,1932,AFMO,1.6557,0,712.2863,2.324486657,0,133,18,2,LES,193374.2161,2341760.106,0,0.232448666,0.464897331,0.697345997,0.929794663,1.162243328,1.394691994,1.62714066,1.859589325,2.092037991,2.324486657
5115,1944,AFMO,3.4653,0,545.6061,6.351285295,0,136,9,2,LES,188213.3969,2341626.887,0,0.63512853,1.270257059,1.905385589,2.540514118,3.175642648,3.810771177,4.445899707,5.081028236,5.716156766,6.351285295
5116,1949,AFMO,7.0998,0,2256.3737,3.14655325,0,142,18,2,LES,190068.8953,2341629.519,0,0.314655325,0.62931065,0.943965975,1.2586213,1.573276625,1.88793195,2.202587275,2.5172426,2.831897925,3.14655325
5117,1984,AFMO,0.6552,0,762.4105,0.85937956,0,168,8,3,MAP,156500.9599,2340297.769,0,0.085937956,0.171875912,0.257813868,0.343751824,0.42968978,0.515627736,0.601565692,0.687503648,0.773441604,0.85937956
5118,1991,AFMO,3.0241,0,741.9141,4.076078349,0,154,18,2,LES,194020.8027,2341528.194,0,0.407607835,0.81521567,1.222823505,1.63043134,2.038039175,2.44564701,2.853254844,3.260862679,3.668470514,4.076078349
5119,1992,AFMO,1.8592,0,353.038,5.266288615,0,154,18,2,LES,194127.341,2341463.474,0,0.526628861,1.053257723,1.579886584,2.106515446,2.633144307,3.159773169,3.68640203,4.213030892,4.739659753,5.266288615
5120,1997,AFMO,1.611,0,977.6485,1.647831506,0,154,18,2,LES,195972.2187,2341633.401,0,0.164783151,0.329566301,0.494349452,0.659132602,0.823915753,0.988698904,1.153482054,1.318265205,1.483048355,1.647831506
5121,2014,AFMO,3.8348,0,4433.02,0.86505362,0,147,8,3,MAP,158590.6444,2340264.409,0,0.086505362,0.173010724,0.259516086,0.346021448,0.43252681,0.519032172,0.605537534,0.692042896,0.778548258,0.86505362
5122,2017,AFMO,7.9159,0,762.4105,10.38272689,0,152,9,2,LES,178751.6281,2341051.447,0,1.038272689,2.076545378,3.114818067,4.153090756,5.191363445,6.229636134,7.267908823,8.306181512,9.344454202,10.38272689
5123,2020,AFMO,1.1181,0,762.4105,1.466532793,0,168,8,3,MAP,156354.5789,2340139.506,0,0.146653279,0.293306559,0.439959838,0.586613117,0.733266397,0.879919676,1.026572955,1.173226234,1.319879514,1.466532793
5124,2021,AFMO,1.8407,0,575.8066,3.19673307,0,147,8,3,MAP,157958.2097,2340202.182,0,0.319673307,0.639346614,0.959019921,1.278693228,1.598366535,1.918039842,2.237713149,2.557386456,2.877059763,3.19673307
5125,2022,AFMO,3.9201,0,347.3198,11.28671616,0,148,18,2,LES,193447.1321,2341321.767,0,1.128671616,2.257343232,3.386014849,4.514686465,5.643358081,6.772029697,7.900701313,9.02937293,10.15804455,11.28671616
5126,2030,AFMO,0.6845,0,762.4105,0.8978103,0,138,18,1,LES,200823.5445,2341535.143,0,0.08978103,0.17956206,0.26934309,0.35912412,0.44890515,0.53868618,0.62846721,0.71824824,0.80802927,0.8978103
5127,2034,AFMO,0.6905,0,1806.6037,0.382208893,0,168,8,3,MAP,156717.2029,2340623.171,0,0.038220889,0.076441779,0.114662668,0.152883557,0.191104446,0.229325336,0.267546225,0.305767114,0.343988004,0.382208893
5128,2044,AFMO,0.5006,0,1792.5152,0.279272388,0,126,5,3,LES,176361.9898,2340843.43,0,0.027927239,0.055854478,0.083781716,0.111708955,0.139636194,0.167563433,0.195490671,0.22341791,0.251345149,0.279272388
5129,2056,AFMO,0.7509,0,432.9419,1.734412862,0,154,18,2,LES,195567.0106,2341276.031,0,0.173441286,0.346882572,0.520323859,0.693765145,0.867206431,1.040647717,1.214089004,1.38753029,1.560971576,1.734412862
5130,2058,AFMO,0.3858,0,534.4036,0.721926274,0,143,4,3,LES,169385.9071,2340369.302,0,0.072192627,0.144385255,0.216577882,0.28877051,0.360963137,0.433155765,0.505348392,0.57754102,0.649733647,0.721926274
5131,2064,AFMO,0.0085,0,385.6292,0.022041899,0,140,11,3,COB,160666.0312,2340085.293,0,0.00220419,0.00440838,0.00661257,0.00881676,0.01102095,0.01322514,0.01542933,0.017633519,0.019837709,0.022041899
5132,2065,AFMO,0.0109,0,548.9642,0.019855575,0,153,4,3,LES,165343.6361,2340214.806,0,0.001985558,0.003971115,0.005956673,0.00794223,0.009927788,0.011913345,0.013898903,0.01588446,0.017870018,0.019855575
5133,2066,AFMO,1.1112,0,2011.034,0.552551573,0,128,5,3,LES,170892.6957,2340576.563,0,0.055255157,0.110510315,0.165765472,0.221020629,0.276275786,0.331530944,0.386786101,0.442041258,0.497296416,0.552551573
5134,2070,AFMO,19.6643,0,1246.7067,15.77299617,0,144,18,2,LES,189517.5253,2341385.453,0,1.577299617,3.154599233,4.73189885,6.309198467,7.886498083,9.4637977,11.04109732,12.61839693,14.19569655,15.77299617
5135,2072,AFMO,4.6116,0,3420.8325,1.348092898,0,154,18,2,LES,195195.2615,2341634.032,0,0.13480929,0.26961858,0.40442787,0.539237159,0.674046449,0.808855739,0.943665029,1.078474319,1.213283609,1.348092898
5136,2074,AFMO,0.0145,0,762.4105,0.019018626,0,152,9,2,LES,178242.0577,2340779.462,0,0.001901863,0.003803725,0.005705588,0.00760745,0.009509313,0.011411175,0.013313038,0.015214901,0.017116763,0.019018626
5137,2075,AFMO,1.1099,0,371.2768,2.989413828,0,152,9,2,LES,180382.619,2340812.573,0,0.298941383,0.597882766,0.896824148,1.195765531,1.494706914,1.793648297,2.09258968,2.391531063,2.690472445,2.989413828
5138,2079,AFMO,9.1877,0,735.7795,12.48702906,0,130,9,2,LES,184552.6416,2340891.007,0,1.248702906,2.497405812,3.746108719,4.994811625,6.243514531,7.492217437,8.740920344,9.98962325,11.23832616,12.48702906
5139,2089,AFMO,0.9987,0,940.63,1.06173522,0,144,18,2,LES,189335.1796,2340919.71,0,0.106173522,0.212347044,0.318520566,0.424694088,0.53086761,0.637041132,0.743214654,0.849388176,0.955561698,1.06173522
5140,2090,AFMO,11.4903,0,762.4105,15.07101489,0,142,18,2,LES,189728.4569,2341163.395,0,1.507101489,3.014202979,4.521304468,6.028405957,7.535507446,9.042608936,10.54971043,12.05681191,13.5639134,15.07101489
5141,2091,AFMO,0.1119,0,1220.3046,0.091698417,0,168,8,3,MAP,155775.7314,2339857.238,0,0.009169842,0.018339683,0.027509525,0.036679367,0.045849208,0.05501905,0.064188892,0.073358734,0.082528575,0.091698417
5142,2102,AFMO,7.0529,0,1774.0972,3.9754868,0,154,18,2,LES,196181.7141,2341134.193,0,0.39754868,0.79509736,1.19264604,1.59019472,1.9877434,2.38529208,2.78284076,3.18038944,3.57793812,3.9754868
5143,2107,AFMO,1.2885,0,762.4105,1.690034437,0,146,13,3,COB,159939.5399,2339948.204,0,0.169003444,0.338006887,0.507010331,0.676013775,0.845017218,1.014020662,1.183024106,1.352027549,1.521030993,1.690034437
5144,2109,AFMO,2.1723,0,351.9196,6.172716723,0,135,18,2,LES,192273.2212,2340955.366,0,0.617271672,1.234543345,1.851815017,2.469086689,3.086358361,3.703630034,4.320901706,4.938173378,5.555445051,6.172716723
5145,2111,AFMO,3.9503,0,707.8452,5.58073997,0,142,18,2,LES,190690.8471,2340859.701,0,0.558073997,1.116147994,1.674221991,2.232295988,2.790369985,3.348443982,3.906517979,4.464591976,5.022665973,5.58073997
5146,2114,AFMO,2.7121,0,686.1086,3.952872767,0,142,18,2,LES,191276.304,2340950.495,0,0.395287277,0.790574553,1.18586183,1.581149107,1.976436383,2.37172366,2.767010937,3.162298213,3.55758549,3.952872767
5147,2116,AFMO,1.801,0,762.4105,2.362244486,0,147,8,3,MAP,158791.6018,2339814.99,0,0.236224449,0.472448897,0.708673346,0.944897795,1.181122243,1.417346692,1.65357114,1.889795589,2.126020038,2.362244486
5148,2118,AFMO,5.5586,0,3648.7429,1.523428795,0,154,18,2,LES,194628.69,2341397.033,0,0.15234288,0.304685759,0.457028639,0.609371518,0.761714398,0.914057277,1.066400157,1.218743036,1.371085916,1.523428795
5149,2119,AFMO,1.1043,0,436.6204,2.529199277,0,142,18,2,LES,190539.0497,2340828.223,0,0.252919928,0.505839855,0.758759783,1.011679711,1.264599638,1.517519566,1.770439494,2.023359422,2.276279349,2.529199277
5150,2120,AFMO,7.5013,0,1696.6582,4.421220491,0,154,18,2,LES,194010.772,2341238.662,0,0.442122049,0.884244098,1.326366147,1.768488196,2.210610245,2.652732295,3.094854344,3.536976393,3.979098442,4.421220491
5151,2125,AFMO,2.9873,0,704.6571,4.23936692,0,154,18,2,LES,195387.2831,2341119.005,0,0.423936692,0.847873384,1.271810076,1.695746768,2.11968346,2.543620152,2.967556844,3.391493536,3.815430228,4.23936692
5152,2129,AFMO,0.0773,0,1274.9014,0.06063214,0,140,11,3,COB,161774.4937,2339869.582,0,0.006063214,0.012126428,0.018189642,0.024252856,0.03031607,0.036379284,0.042442498,0.048505712,0.054568926,0.06063214
5153,2136,AFMO,3.4991,0,762.4105,4.589522311,0,144,18,2,LES,189093.8635,2340784.964,0,0.458952231,0.917904462,1.376856693,1.835808924,2.294761156,2.753713387,3.212665618,3.671617849,4.13057008,4.589522311
5154,2143,AFMO,0.2338,0,508.3133,0.459952553,0,152,9,2,LES,181626.3717,2340481.547,0,0.045995255,0.091990511,0.137985766,0.183981021,0.229976276,0.275971532,0.321966787,0.367962042,0.413957298,0.459952553
5155,2151,AFMO,8.8469,0,1947.661,4.54232025,0,154,18,2,LES,195645.5404,2340886.049,0,0.454232025,0.90846405,1.362696075,1.8169281,2.271160125,2.72539215,3.179624175,3.6338562,4.088088225,4.54232025
5156,2153,AFMO,0.6395,0,762.4105,0.838786979,0,143,4,3,LES,168535.9504,2340016.405,0,0.083878698,0.167757396,0.251636094,0.335514792,0.419393489,0.503272187,0.587150885,0.671029583,0.754908281,0.838786979
5157,2162,AFMO,0.6436,0,496.6809,1.295801791,0,138,18,1,LES,200080.2637,2340918.704,0,0.129580179,0.259160358,0.388740537,0.518320717,0.647900896,0.777481075,0.907061254,1.036641433,1.166221612,1.295801791
5158,2164,AFMO,0.741,0,1258.6109,0.588744305,0,143,4,3,LES,169437.8642,2339974.89,0,0.058874431,0.117748861,0.176623292,0.235497722,0.294372153,0.353246583,0.412121014,0.470995444,0.529869875,0.588744305
5159,2173,AFMO,0.7828,0,762.4105,1.026743467,0,139,18,2,LES,187712.6972,2340482.709,0,0.102674347,0.205348693,0.30802304,0.410697387,0.513371733,0.61604608,0.718720427,0.821394774,0.92406912,1.026743467
5160,2181,AFMO,0.2343,0,1025.2547,0.228528579,0,168,8,3,MAP,155623.6269,2339563.197,0,0.022852858,0.045705716,0.068558574,0.091411432,0.11426429,0.137117148,0.159970006,0.182822863,0.205675721,0.228528579
5161,2182,AFMO,19.5648,0,2622.713,7.459756367,0,142,18,2,LES,190805.9891,2340611.43,0,0.745975637,1.491951273,2.23792691,2.983902547,3.729878183,4.47585382,5.221829457,5.967805093,6.71378073,7.459756367
5162,2190,AFMO,0.1634,0,447.9224,0.364795331,0,140,11,3,COB,161764.6092,2339557.37,0,0.036479533,0.072959066,0.109438599,0.145918132,0.182397665,0.218877198,0.255356731,0.291836264,0.328315798,0.364795331
5163,2202,AFMO,3.1762,0,392.2708,8.09695751,0,165,5,3,LES,175256.285,2339972.841,0,0.809695751,1.619391502,2.429087253,3.238783004,4.048478755,4.858174506,5.667870257,6.477566008,7.287261759,8.09695751
5164,2203,AFMO,4.2884,0,541.0805,7.925622897,0,154,18,2,LES,195612.828,2340643.185,0,0.79256229,1.585124579,2.377686869,3.170249159,3.962811449,4.755373738,5.547936028,6.340498318,7.133060607,7.925622897
5165,2204,AFMO,2.5596,0,1292.315,1.980631657,0,138,18,1,LES,200931.2859,2340895.202,0,0.198063166,0.396126331,0.594189497,0.792252663,0.990315829,1.188378994,1.38644216,1.584505326,1.782568491,1.980631657
5166,2206,AFMO,0.0151,0,516.5345,0.029233285,0,131,5,3,LES,172525.8224,2339861.776,0,0.002923328,0.005846657,0.008769985,0.011693314,0.014616642,0.017539971,0.020463299,0.023386628,0.026309956,0.029233285
5167,2215,AFMO,0.3776,0,823.1167,0.458744185,0,152,9,2,LES,182929.0572,2340255.631,0,0.045874419,0.091748837,0.137623256,0.183497674,0.229372093,0.275246511,0.32112093,0.366995348,0.412869767,0.458744185
5168,2216,AFMO,1.6405,0,1184.9385,1.384460037,0,152,9,2,LES,183224.2475,2340170.913,0,0.138446004,0.276892007,0.415338011,0.553784015,0.692230019,0.830676022,0.969122026,1.10756803,1.246014034,1.384460037
5169,2217,AFMO,1.9449,0,762.4105,2.550987952,0,152,9,2,LES,180231.9697,2340139.846,0,0.255098795,0.51019759,0.765296386,1.020395181,1.275493976,1.530592771,1.785691566,2.040790362,2.295889157,2.550987952
5170,2223,AFMO,2.8081,0,359.2636,7.816266385,0,154,18,2,LES,196393.3955,2340582.549,0,0.781626638,1.563253277,2.344879915,3.126506554,3.908133192,4.689759831,5.471386469,6.253013108,7.034639746,7.816266385
5171,2225,AFMO,2.9995,0,596.4545,5.028883175,0,150,18,2,LES,198171.0554,2340625.153,0,0.502888318,1.005776635,1.508664953,2.01155327,2.514441588,3.017329905,3.520218223,4.02310654,4.525994858,5.028883175
5172,2249,AFMO,1.3879,0,981.435,1.414153765,0,165,5,3,LES,175703.6066,2339802.149,0,0.141415376,0.282830753,0.424246129,0.565661506,0.707076882,0.848492259,0.989907635,1.131323012,1.272738388,1.414153765
5173,2253,AFMO,0.4312,0,419.435,1.028049638,0,152,9,2,LES,178323.2677,2339867.554,0,0.102804964,0.205609928,0.308414891,0.411219855,0.514024819,0.616829783,0.719634747,0.822439711,0.925244674,1.028049638
5174,2254,AFMO,0.0314,0,433.904,0.072366238,0,150,18,2,LES,197226.558,2340447.528,0,0.007236624,0.014473248,0.021709871,0.028946495,0.036183119,0.043419743,0.050656366,0.05789299,0.065129614,0.072366238
