SB574,NEAR_FID,DISTANCE
466,1,33040.10736410000
466,2,37883.39947320000
466,3,49559.54237250000
467,0,16630.80932100000
467,4,26376.63417780000
467,1,27333.42324560000
467,2,37804.71073180000
467,3,36315.64253510000
468,0,34128.85473150000
468,4,28649.93515260000
468,1,28439.47401620000
468,2,34716.87479770000
468,3,45015.45075870000
469,0,18467.34811480000
469,4,27810.19513380000
469,1,28738.33887910000
469,2,39242.75774360000
469,3,38130.99662630000
470,0,44620.74956000000
470,4,37042.92532400000
470,1,36569.44405110000
470,2,40446.70342610000
470,3,52916.22835280000
471,0,20841.23858440000
471,4,22819.88335130000
471,1,23334.27318220000
471,2,33252.65863410000
471,3,37511.48163490000
472,0,23344.60604480000
472,4,24440.55315540000
472,1,24864.69777800000
472,2,34477.87304100000
472,3,39553.16570730000
473,0,17091.30144930000
473,4,27478.45046340000
473,1,28462.15304250000
473,2,38883.40864340000
473,3,36784.21220110000
474,0,17793.70439220000
474,4,28116.91879600000
474,1,29094.71504910000
474,2,39528.39454620000
474,3,37486.88793650000
475,0,22132.43317630000
475,4,22597.19624370000
475,1,22998.35600630000
475,2,32560.41542730000
475,3,37861.50522180000
476,0,33594.20320080000
476,4,28760.86923100000
476,1,28613.08619220000
476,2,35302.50131490000
476,3,45145.32989320000
477,0,17040.52446350000
477,4,24847.73686170000
477,1,25712.74834760000
477,2,36236.36663440000
477,3,36353.98268290000
478,0,18950.35272550000
478,4,24950.81813630000
478,1,25709.77352100000
478,2,36149.75518300000
478,3,37675.39850370000
479,0,53361.97371260000
479,4,44346.09040860000
479,1,43702.94656350000
479,2,45658.35224420000
479,3,59415.97321000000
480,0,51878.69650130000
480,4,43579.43550520000
480,1,43010.51987300000
480,2,45765.91037040000
480,3,59048.11564380000
481,0,47683.32465310000
481,4,40103.38217880000
481,1,39617.60271230000
481,2,43279.77248030000
481,3,55925.91423200000
482,0,26674.15012440000
482,4,25667.15659070000
482,1,25903.36473880000
482,2,34759.14682090000
482,3,41488.24684130000
483,0,39358.25325390000
483,4,32966.17850410000
483,1,32633.10568010000
483,2,37842.37422630000
483,3,49193.59447230000
484,0,19008.01125400000
484,4,23328.40518890000
484,1,23999.48025350000
484,2,34298.04117650000
484,3,36937.77024970000
485,0,28737.26391750000
485,4,25914.08590860000
485,1,25986.19521080000
485,2,34050.79105460000
485,3,42119.74495450000
486,0,54908.51106480000
486,4,46515.22522950000
486,1,45929.25553590000
486,2,48430.88871770000
486,3,61887.31376280000
487,0,52043.06294580000
487,4,44295.31765290000
487,1,43779.18750180000
487,2,47033.86993250000
487,3,59991.30192480000
488,0,29125.99981840000
488,4,27011.72188500000
488,1,27135.42876950000
488,2,35431.23073730000
488,3,43113.20659080000
489,0,32468.17590380000
489,4,28841.53592200000
489,1,28808.33036110000
489,2,36200.75438410000
489,3,45176.31908060000
490,0,37208.58478550000
490,4,32108.43323680000
490,1,31908.26653540000
490,2,38127.19696170000
490,3,48479.91184960000
491,0,41445.39283440000
491,4,35685.81458210000
491,1,35399.49850450000
491,2,40875.14150900000
491,3,51982.20501660000
492,0,18954.45691550000
492,4,28738.77750560000
492,1,29685.86172690000
492,2,40170.20853850000
492,3,38651.59493390000
493,0,20394.84552710000
493,4,29305.05494360000
493,1,30201.63753010000
493,2,40723.86566990000
493,3,40023.86598190000
494,0,26382.22974760000
494,4,26182.31541040000
494,1,26480.18265120000
494,2,35588.14999750000
494,3,41790.99838780000
495,0,45949.59308750000
495,4,38928.36839519990
495,1,38502.75101540000
495,2,42741.28604450000
495,3,54942.44526110000
496,0,48685.25486220000
496,4,41594.41028790000
496,1,41151.71673530000
496,2,45160.32454230000
496,3,57554.07044280000
497,0,20298.23969600000
497,4,31051.38741060000
497,1,32041.01609030000
497,2,42446.27982830000
497,3,39918.94477220000
498,0,21850.31806130000
498,4,31202.72744260000
498,1,32115.30291280000
498,2,42630.92662300000
498,3,41536.65595560000
499,0,23651.88223770000
499,4,26232.89544850000
499,1,26747.36041060000
499,2,36632.72084010000
499,3,40810.96151170000
500,0,25031.34981520000
500,4,27178.83742370000
500,1,27650.72314450000
500,2,37392.36419720000
500,3,41976.00863970000
501,0,33347.30854720000
501,4,30335.14655030000
501,1,30345.35645620000
501,2,37945.47508280000
501,3,46619.80715120000
502,0,25145.50888360000
502,4,26855.59992490000
502,1,27297.80016050000
502,2,36942.80520200000
502,3,41819.70419080000
503,0,27168.06551000000
503,4,28686.13123410000
503,1,29094.58262820000
503,2,38598.28429860000
503,3,43781.26612680000
504,0,20419.74234060000
504,4,27137.87556480000
504,1,27920.77492530000
504,2,38387.39427050000
504,3,39477.71977320000
505,0,21629.80099690000
505,4,26933.35728040000
505,1,27629.04179250000
505,2,37962.35212890000
505,3,40150.01330040000
506,0,23190.36101069990
506,4,28847.54838610000
506,1,29549.90634410000
506,2,39890.66688610000
506,3,41914.56396150000
507,0,26558.99436130000
507,4,27182.21873220000
507,1,27535.68094360000
507,2,36850.34147020000
507,3,42556.42221230000
508,0,29855.62260510000
508,4,29043.60762510000
508,1,29259.42212640000
508,2,37953.60958940000
508,3,44892.91646640000
509,0,21244.17796740000
509,4,31181.76678120000
509,1,32127.05780180000
509,2,42613.49924470000
509,3,40942.37954360000
510,0,19133.35930460000
510,4,27309.93385610000
510,1,28177.02908140000
510,2,38700.81572980000
510,3,38600.75298940000
511,0,26023.19302180000
511,4,28985.95613000000
511,1,29500.54496360000
511,2,39363.63651470000
511,3,43484.68885750000
512,0,32872.79887700000
512,4,30819.72054080000
512,1,30911.90486990000
512,2,38952.33665360000
512,3,46968.22070140000
513,0,28338.13079320000
513,4,28895.57155140000
513,1,29226.02662490000
513,2,38423.65129619990
513,3,44338.79253760000
514,0,22799.22363040000
514,4,30232.71144420000
514,1,31037.49940190000
514,2,41524.60610480000
514,3,42145.97466470000
515,0,30150.33613040000
515,4,30013.28357480000
515,1,30276.50636660000
515,2,39169.48846710000
515,3,45698.50717840000
516,0,33356.32035950000
516,4,31790.93689650000
516,1,31917.77472580000
516,2,40119.70636120000
516,3,47860.21771980000
517,0,22512.98933320000
517,4,26420.38600330000
517,1,27027.42866710000
517,2,37167.70934430000
517,3,40377.64474700000
518,0,23232.94004280000
518,4,30006.10383710000
518,1,30771.45541400000
518,2,41212.87042990000
518,3,42383.49140880000
519,0,26277.81875530000
519,4,31078.50802900000
519,1,31706.53302570000
519,2,41877.45615050000
519,3,44705.35667810000
520,0,24031.26610940000
520,4,31809.72477110000
520,1,32626.70441500000
520,2,43123.93560520000
520,3,43489.57962620000
521,0,50717.48604260000
521,4,43858.06048830000
521,1,43430.21061940000
521,2,47510.09786380000
521,3,59857.59665700000
522,0,48282.83680450000
522,4,41776.38511530000
522,1,41390.04136490000
522,2,45883.96494120000
522,3,57887.62022810000
523,0,26119.81684790000
523,4,30385.20350690000
523,1,30981.27204610000
523,2,41072.71319090000
523,3,44284.39744920000
524,0,23154.52954090000
524,4,31627.79507980000
524,1,32487.53841130000
524,2,43009.31634970000
524,3,42745.19213520000
525,0,24826.07684010000
525,4,32110.75703970000
525,1,32895.52133720000
525,2,43359.67874420000
525,3,44167.40165180000
526,0,50270.33804670000
526,4,44224.59267680000
526,1,43873.67384060000
526,2,48604.15085510000
526,3,60411.62412510000
527,0,45322.38701500000
527,4,39305.98705540000
527,1,38977.06820060000
527,2,44012.29596850000
527,3,55536.97788160000
528,0,31066.56410370000
528,4,31646.41433400000
528,1,31954.17284460000
528,2,41018.18336190000
528,3,47145.88434660000
529,0,48287.90516750000
529,4,43032.99070990000
529,1,42761.15231140000
529,2,48152.88346030000
529,3,59346.41231120000
530,0,27439.69366990000
530,4,30239.34041180000
530,1,30730.89727590000
530,2,40510.22191970000
530,3,44847.55552270000
531,0,33569.30729760000
531,4,34120.71828840000
531,1,34407.46676760000
531,2,43346.81429000000
531,3,49676.97735580000
532,0,28907.17151710000
532,4,32236.49905890000
532,1,32751.43282860000
532,2,42592.63715190000
532,3,46651.94233020000
533,0,30029.82053150000
533,4,32372.87667550000
533,1,32813.13961300000
533,2,42396.62163780000
533,3,47232.35345180000
534,0,26205.29951500000
534,4,31910.50934070000
534,1,32594.18745000000
534,2,42890.09785680000
534,3,45025.98139780000
535,0,34384.64819810000
535,4,33330.63001700000
535,1,33489.58429560000
535,2,41827.78879950000
535,3,49311.86025050000
536,0,26268.28936660000
536,4,32874.90057940000
536,1,33612.13151200000
536,2,44007.15117510000
536,3,45425.02127600000
537,0,34147.96369410000
537,4,33987.63128180000
537,1,34216.97340860000
537,2,42892.08251240000
537,3,49753.33255260000
538,0,50657.84013160000
538,4,45268.96073210000
538,1,44976.39775890000
538,2,50157.31712520000
538,3,61555.31931550000
539,0,30868.42390760000
539,4,32318.81814980000
539,1,32690.54242500000
539,2,42012.25253140000
539,3,47529.91027880000
540,0,6934.35304199000
540,4,20513.17878880000
540,1,21641.15769710000
540,2,30591.75610380000
540,3,24233.99826120000
541,0,8100.08802474000
541,4,21673.11849730000
541,1,22800.93163730000
541,2,31667.78716430000
541,3,24929.24804310000
542,0,11869.21730820000
542,4,24869.55090170000
542,1,25975.99110340000
542,2,35664.66380200000
542,3,30505.38374420000
543,0,16132.12386540000
543,4,28395.55944610000
543,1,29466.01090320000
543,2,39514.96537840000
543,3,35237.79543790000
544,0,16974.39896720000
544,4,29071.41076780000
544,1,30132.93505650000
544,2,40241.88835050000
544,3,36158.50317080000
545,0,18356.43867830000
545,4,29866.44380230000
545,1,30897.97438920000
545,2,41164.79788450000
545,3,37796.94681860000
546,0,35257.21245380000
546,4,31615.92780720000
546,1,31557.75588600000
546,2,38717.91133840000
546,3,47968.33374330000
547,0,20352.59243430000
547,4,31911.32193150000
547,1,32940.65490000000
547,2,43213.81956880000
547,3,39720.31146520000
548,0,39143.18020729990
548,4,33991.21798220000
548,1,33773.58144780000
548,2,39808.33727230000
548,3,50353.23725590000
549,0,22428.01524570000
549,4,29749.07141410000
549,1,30549.99069200000
549,2,41033.63626050000
549,3,41734.77618060000
550,0,44032.99884220000
550,4,38370.54935070000
550,1,38079.98843610000
550,2,43443.38932040000
550,3,54660.88009690000
551,0,45680.69949240000
551,4,40519.52768760000
551,1,40266.84908330000
551,2,45863.78332320000
551,3,56853.75337480000
552,0,23490.46944800000
552,4,33337.26129680000
552,1,34269.82760320000
552,2,44770.30269500000
552,3,43187.26187600000
553,0,21945.30007050000
553,4,32696.65463440000
553,1,33681.45823710000
553,2,44097.62866810000
553,3,41546.00656980000
554,0,24534.02946450000
554,4,34006.74202850000
554,1,34915.42640120000
554,2,45433.24603110000
554,3,44232.67041410000
555,0,36467.74139790000
555,4,33073.05051330000
555,1,33026.76955100000
555,2,40220.38620980000
555,3,49414.68180850000
556,0,50671.13521250000
556,4,45731.44616700000
556,1,45479.06863800000
556,2,50964.38270510000
556,3,62065.98803890000
557,0,24519.93555540000
557,4,33625.08078970000
557,1,34513.57945420000
557,2,45037.67717630000
557,3,44200.36053490000
558,0,51483.27396050000
558,4,46755.22888780000
558,1,46518.85960690000
558,2,52107.06870280000
558,3,63104.46472150000
559,0,36788.38292710000
559,4,34830.57164730000
559,1,34900.85230420000
559,2,42737.37486440000
559,3,51008.23791560000
560,0,46649.44523110000
560,4,41648.22778050000
560,1,41405.72934670000
560,2,47052.78925070000
560,3,57991.99050010000
561,0,25144.35138370000
561,4,33874.77634410000
561,1,34739.95397470000
561,2,45262.95896220000
561,3,44790.59744910000
562,0,25388.98508470000
562,4,33467.79266140000
562,1,34295.07788620000
562,2,44799.76550970000
562,3,44931.39850080000
563,0,36414.72743720000
563,4,35198.59937970000
563,1,35330.64940510000
563,2,43496.71152620000
563,3,51239.82049549990
564,0,29985.90353080000
564,4,33145.76699560000
564,1,33641.73217500000
564,2,43414.45176030000
564,3,47661.88530630000
565,0,31258.44663930000
565,4,33483.82334390000
565,1,33907.02593750000
565,2,43417.58226550000
565,3,48416.83525690000
566,0,47842.04068490000
566,4,43024.05469600000
566,1,42793.02610760000
566,2,48495.77776240000
566,3,59377.42246490000
567,0,28360.61469890000
567,4,34442.19540070000
567,1,35136.13173210000
567,2,45447.58826630000
567,3,47370.45583290000
568,0,27893.31882720000
568,4,32909.29625400000
568,1,33539.71055240000
568,2,43709.86420930000
568,3,46457.55070160000
569,0,34649.48525720000
569,4,35188.09917120000
569,1,35466.54022570000
569,2,44354.94475890000
569,3,50766.66522190000
570,0,36331.90028140000
570,4,36033.60772960000
570,1,36237.75442160000
570,2,44760.78543770000
570,3,51867.25630950000
571,0,32259.10478610000
571,4,34321.51816310000
571,1,34726.41556020000
571,2,44159.43338729990
571,3,49338.13059900000
572,0,33822.59899320000
572,4,35356.28999360000
572,1,35713.15796250000
572,2,44942.67506030000
572,3,50596.86885460000
573,0,26446.42800569990
573,4,33718.99342900000
573,1,34494.58648160000
573,2,44945.88263960000
573,3,45810.17226120000
574,0,27861.35959470000
574,4,34447.35775020000
574,1,35174.78495760000
574,2,45550.57751290000
574,3,47039.07995150000
