GeneID,MOs,MOsID,SED_B,SED_BCR_x,Duck_BCR_x,FID_1,Subbasin,SED_BCR_y,Duck_BCR_y,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed,Subbasin.1,800001,800002,800003,800004,800005,800006,800007,800008
6392,AFMO,8568,0.87,0.05561597,0,15036,27,0.06,0,1,194140.7834,2313209.796,454,24,1,LES,0,1,1,1,1,1,1,1,1
6393,AFMO,8571,0.192,0,0,17462,28,0,0,1,173873.2496,2312485.043,455,28,2,MAP,0,1,1,1,1,1,1,1,1
6394,AFMO,8578,0.11,0.009262725,0,17463,28,0.01,0,1,180899.3396,2312582.918,469,28,1,MAP,0,1,1,1,1,1,1,1,1
6395,AFMO,8580,0.157,0.012949999,0,13307,26,0.01,0,1,208430.3799,2313487.865,492,26,1,LES,0,1,1,1,1,1,1,1,1
6396,AFMO,8586,0.035,0.005679411,0,13308,26,0.01,0,1,207978.5106,2313437.004,492,26,1,LES,0,1,1,1,1,1,1,1,1
6397,AFMO,8588,0.102,0.015296314,0,17464,28,0.02,0,1,180519.4938,2312564.468,469,28,1,MAP,0,1,1,1,1,1,1,1,1
6398,AFMO,8594,0.17,0.03055151,0,20288,30,0.03,0,1,163322.9929,2311935.765,490,29,2,MAP,0,1,1,1,1,1,1,1,1
6399,AFMO,8595,0.887,0.156108378,0,15039,27,0.16,0,1,197865.0463,2312990.779,487,24,1,LES,0,1,1,1,1,1,1,1,1
6400,AFMO,8596,0.21,0.03871017,0,18965,29,0.04,0,2,151413.0154,2311469.1,479,29,2,MAP,0,1,1,1,1,1,1,1,1
6401,AFMO,8598,0.377,0.020286903,0,13309,26,0.02,0,1,208142.7679,2313335.233,492,26,1,LES,0,1,1,1,1,1,1,1,1
6402,AFMO,8607,0.084,0.013886099,0,17465,28,0.01,0,1,180709.5827,2312402.61,469,28,1,MAP,0,1,1,1,1,1,1,1,1
6403,AFMO,8608,0.193,0.016728293,0,13310,26,0.02,0,1,208941.0917,2313425.408,492,26,1,LES,0,1,1,1,1,1,1,1,1
6404,AFMO,8615,0.603,0.081701228,0,17466,28,0.08,0,1,172866.7548,2312386.462,455,28,2,MAP,0,1,1,1,1,1,1,1,1
6405,AFMO,8628,1.508,0.131814068,0,15040,27,0.13,0,1,195100.5899,2312933.042,467,27,1,COB,0,1,1,1,1,1,1,1,1
6406,AFMO,8631,0.259,0.019285217,0,17468,28,0.02,0,1,183974.2249,2312485.703,482,28,1,MAP,0,1,1,1,1,1,1,1,1
6407,AFMO,8633,0.8,0.122086035,0,18966,29,0.12,0,2,149348.908,2311407.506,463,23,2,MAP,0,1,1,1,1,1,1,1,1
6408,AFMO,8647,0.003,0.000530441,0,17471,28,0,0,1,187761.6814,2312439.255,474,27,1,COB,0,1,1,1,1,1,1,1,1
6409,AFMO,8651,0.006,0.001076269,0,20292,30,0,0,1,169646.3557,2311827.161,478,28,1,MAP,0,1,1,1,1,1,1,1,1
6410,AFMO,8658,0.08,0.007117561,0,13312,26,0.01,0,1,209001.3084,2313137.403,492,26,1,LES,0,1,1,1,1,1,1,1,1
6411,AFMO,8659,0.529,0,0,18967,29,0,0,2,155483.6403,2311310.557,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6412,AFMO,8662,0.112,0.014801842,0,17473,28,0.01,0,1,180530.1126,2312275.746,469,28,1,MAP,0,1,1,1,1,1,1,1,1
6413,AFMO,8667,1.578,0.131514521,0,18968,29,0.13,0,2,160348.111,2311556.437,457,29,2,MAP,0,1,1,1,1,1,1,1,1
6414,AFMO,8668,0.201,0.034572746,0,17475,28,0.03,0,1,184272.9664,2312282.305,482,28,1,MAP,0,1,1,1,1,1,1,1,1
6415,AFMO,8673,0.001,0.00018498,0,17476,28,0,0,1,177253.0976,2312002.227,491,28,1,MAP,0,1,1,1,1,1,1,1,1
6416,AFMO,8683,0.225,0.038284618,0,17478,28,0.04,0,1,173051.2366,2311815.104,455,28,2,MAP,0,1,1,1,1,1,1,1,1
6417,AFMO,8691,0.153,0.028465566,0,18969,29,0.03,0,2,156504.3517,2311191.103,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6418,AFMO,8695,0.141,0.006385555,0,17482,28,0.01,0,1,179414.5348,2312385.72,469,28,1,MAP,0,1,1,1,1,1,1,1,1
6419,AFMO,8707,0.286,0.015327071,0,15041,27,0.02,0,1,198298.3364,2312512.065,487,24,1,LES,0,1,1,1,1,1,1,1,1
6420,AFMO,8716,0.044,0,0,18970,29,0,0,2,154186.4887,2311054.235,473,29,2,MAP,0,1,1,1,1,1,1,1,1
6421,AFMO,8717,0.114,0.010582295,0,17487,28,0.01,0,1,187230.7813,2312149.082,474,27,1,COB,0,1,1,1,1,1,1,1,1
6422,AFMO,8723,0.154,0.026782846,0,13314,26,0.03,0,1,203096.5343,2312673.912,486,24,1,LES,0,1,1,1,1,1,1,1,1
6423,AFMO,8732,0.236,0,0,20294,30,0,0,1,167347.0162,2311425.162,477,28,1,MAP,0,1,1,1,1,1,1,1,1
6424,AFMO,8736,1.183,0,0,18971,29,0,0,2,155545.97,2311121.902,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6425,AFMO,8738,0.043,0.002621302,0,13315,26,0,0,1,207785.3088,2312731.076,492,26,1,LES,0,1,1,1,1,1,1,1,1
6426,AFMO,8743,0.47,0.073533392,0,17490,28,0.07,0,1,176178.5212,2311709.115,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6427,AFMO,8745,0.07,0.013006777,0,13316,26,0.01,0,1,204772.3748,2312570.098,485,24,1,LES,0,1,1,1,1,1,1,1,1
6428,AFMO,8757,3.01,0.419207912,0,18974,29,0.42,0,2,157884.284,2311175.505,483,29,2,MAP,0,1,1,1,1,1,1,1,1
6429,AFMO,8770,0.004,0.000504648,0,13317,26,0,0,1,203512.4548,2312479.688,486,24,1,LES,0,1,1,1,1,1,1,1,1
6430,AFMO,8785,0.78,0.087900031,0,15045,27,0.09,0,1,192433.3915,2312088.522,541,27,1,COB,0,1,1,1,1,1,1,1,1
6431,AFMO,8787,0.044,0.007077221,0,20295,30,0.01,0,1,170044.9005,2311302.989,478,28,1,MAP,0,1,1,1,1,1,1,1,1
6432,AFMO,8799,0.024,0.004441843,0,17494,28,0,0,1,185112.5483,2311708.294,482,28,1,MAP,0,1,1,1,1,1,1,1,1
6433,AFMO,8804,0.075,0.013478021,0,18976,29,0.01,0,2,150333.0892,2310569.383,504,29,2,MAP,0,1,1,1,1,1,1,1,1
6434,AFMO,8805,0.064,0,0,17497,28,0,0,1,178382.9209,2311457.845,491,28,1,MAP,0,1,1,1,1,1,1,1,1
6435,AFMO,8811,0.004,0.000365855,0,17498,28,0,0,1,185571.3334,2311669.49,482,28,1,MAP,0,1,1,1,1,1,1,1,1
6436,AFMO,8812,0.009,0.000834294,0,17499,28,0,0,1,185238.6515,2311677.567,482,28,1,MAP,0,1,1,1,1,1,1,1,1
6437,AFMO,8816,0.06,0.003179505,0,17500,28,0,0,1,184893.9967,2311662.295,482,28,1,MAP,0,1,1,1,1,1,1,1,1
6438,AFMO,8819,0.415,0.076497287,0,18977,29,0.08,0,2,149913.0421,2310435.486,504,29,2,MAP,0,1,1,1,1,1,1,1,1
6439,AFMO,8820,1.89,0.167283447,0,15047,27,0.17,0,1,199181.6291,2312171.351,487,24,1,LES,0,1,1,1,1,1,1,1,1
6440,AFMO,8828,0.088,0.015158364,0,17502,28,0.02,0,1,181483.4636,2311440.168,469,28,1,MAP,0,1,1,1,1,1,1,1,1
6441,AFMO,8829,0.045,0.007942976,0,17503,28,0.01,0,1,184694.4944,2311614.002,482,28,1,MAP,0,1,1,1,1,1,1,1,1
6442,AFMO,8834,0.1,0.008638969,0,17505,28,0.01,0,1,184511.1424,2311598.796,482,28,1,MAP,0,1,1,1,1,1,1,1,1
6443,AFMO,8835,1.564,0.216585341,0,15048,27,0.22,0,1,199717.2392,2312057.703,487,24,1,LES,0,1,1,1,1,1,1,1,1
6444,AFMO,8848,0.011,0,0,17507,28,0,0,1,176200.4704,2311250.454,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6445,AFMO,8869,0.542,0.047183099,0,15050,27,0.05,0,1,192876.6069,2311937.182,541,27,1,COB,0,1,1,1,1,1,1,1,1
6446,AFMO,8881,0.12,0.017694978,0,15051,27,0.02,0,1,200299.6706,2311878.156,487,24,1,LES,0,1,1,1,1,1,1,1,1
6447,AFMO,8884,0.001,0.000157165,0,15052,27,0,0,1,199504.8639,2311875.383,487,24,1,LES,0,1,1,1,1,1,1,1,1
6448,AFMO,8886,0.5,0.053033557,0,15053,27,0.05,0,1,197269.8136,2311697.145,502,27,1,COB,0,1,1,1,1,1,1,1,1
6449,AFMO,8891,0.357,0,0,17510,28,0,0,1,176725.7146,2311029.916,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6450,AFMO,8893,0.085,0.007166337,0,15054,27,0.01,0,1,191974.1828,2311559.906,541,27,1,COB,0,1,1,1,1,1,1,1,1
6451,AFMO,8894,0.208,0.027161199,0,20300,30,0.03,0,1,165875.7026,2310721.512,527,29,2,MAP,0,1,1,1,1,1,1,1,1
6452,AFMO,8903,0.637,0,0,18979,29,0,0,2,151108.1854,2310314.643,504,29,2,MAP,0,1,1,1,1,1,1,1,1
6453,AFMO,8904,0.097,0.012613751,0,17512,28,0.01,0,1,173776.6767,2310905.456,488,28,1,MAP,0,1,1,1,1,1,1,1,1
6454,AFMO,8907,0.001,0.000172789,0,17513,28,0,0,1,174346.0967,2310834.468,488,28,1,MAP,0,1,1,1,1,1,1,1,1
6455,AFMO,8916,0.014,0.001428627,0,15056,27,0,0,1,196325.5657,2311526.047,502,27,1,COB,0,1,1,1,1,1,1,1,1
6456,AFMO,8920,0.058,0.004645052,0,17516,28,0,0,1,189373.2453,2311341.896,496,27,1,COB,0,1,1,1,1,1,1,1,1
6457,AFMO,8922,0.15,0.011029622,0,18980,29,0.01,0,2,152515.817,2310167.39,499,29,2,MAP,0,1,1,1,1,1,1,1,1
6458,AFMO,8937,0.044,0.00761861,0,18981,29,0.01,0,2,152977.8061,2310033.397,499,29,2,MAP,0,1,1,1,1,1,1,1,1
6459,AFMO,8941,1.22,0.165038668,0,17517,28,0.17,0,1,175363.7766,2310793.718,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6460,AFMO,8944,0.151,0.028127483,0,18982,29,0.03,0,2,150865.8605,2309948.038,504,29,2,MAP,0,1,1,1,1,1,1,1,1
6461,AFMO,8945,0.122,0.018855828,0,17518,28,0.02,0,1,172830.5219,2310718.864,501,28,1,MAP,0,1,1,1,1,1,1,1,1
6462,AFMO,8955,0.012,0.001518039,0,20301,30,0,0,1,169523.0359,2310565.986,478,28,1,MAP,0,1,1,1,1,1,1,1,1
6463,AFMO,8956,0.009,0.001124583,0,15057,27,0,0,1,190779.8021,2311325.525,498,27,1,COB,0,1,1,1,1,1,1,1,1
6464,AFMO,8971,0.022,0.002621436,0,15059,27,0,0,1,200418.0739,2311477.502,487,24,1,LES,0,1,1,1,1,1,1,1,1
6465,AFMO,8976,0.001,0.000174034,0,20303,30,0,0,1,165038.7384,2310233.254,527,29,2,MAP,0,1,1,1,1,1,1,1,1
6466,AFMO,8984,0.057,0.010605099,0,17521,28,0.01,0,1,180549.7155,2310776.381,495,28,1,MAP,0,1,1,1,1,1,1,1,1
6467,AFMO,8988,0.004,0.00023698,0,13321,26,0,0,1,203220.6445,2311522.45,493,24,1,LES,0,1,1,1,1,1,1,1,1
6468,AFMO,8991,0.357,0,0,18983,29,0,0,2,156066.1372,2310006.854,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6469,AFMO,8996,0.118,0,0,17522,28,0,0,1,177785.9645,2310597.561,491,28,1,MAP,0,1,1,1,1,1,1,1,1
6470,AFMO,8997,0.001,0.000172057,0,17523,28,0,0,1,186956.3341,2311013.325,496,27,1,COB,0,1,1,1,1,1,1,1,1
6471,AFMO,9002,0.271,0,0,18986,29,0,0,2,155842.0891,2309864.478,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6472,AFMO,9005,0.304,0.047495221,0,20304,30,0.05,0,1,163367.0587,2310095.065,490,29,2,MAP,0,1,1,1,1,1,1,1,1
6473,AFMO,9014,0.397,0.070416939,0,15061,27,0.07,0,1,201311.9276,2311353.527,487,24,1,LES,0,1,1,1,1,1,1,1,1
6474,AFMO,9017,0.095,0.007939327,0,17524,28,0.01,0,1,181221.4427,2310793.107,495,28,1,MAP,0,1,1,1,1,1,1,1,1
6475,AFMO,9022,0.228,0.038899147,0,17525,28,0.04,0,1,172142.3748,2310378.694,501,28,1,MAP,0,1,1,1,1,1,1,1,1
6476,AFMO,9023,0.145,0.02647368,0,18987,29,0.03,0,2,150638.2433,2309588.22,504,29,2,MAP,0,1,1,1,1,1,1,1,1
6477,AFMO,9029,0.004,0.000704493,0,18988,29,0,0,2,154489.4416,2309728.384,475,29,2,MAP,0,1,1,1,1,1,1,1,1
6478,AFMO,9032,0.02,0.003595895,0,17526,28,0,0,1,175136.9307,2310397.708,488,28,1,MAP,0,1,1,1,1,1,1,1,1
6479,AFMO,9037,0.002,0.000341321,0,18989,29,0,0,2,148999.2167,2309432.317,504,29,2,MAP,0,1,1,1,1,1,1,1,1
6480,AFMO,9044,0.003,0.000265303,0,18991,29,0,0,2,154244.8668,2309622.635,475,29,2,MAP,0,1,1,1,1,1,1,1,1
6481,AFMO,9054,0.451,0.07927319,0,18992,29,0.08,0,2,148691.256,2309397.354,504,29,2,MAP,0,1,1,1,1,1,1,1,1
6482,AFMO,9055,0.002,0.000359856,0,18993,29,0,0,2,154692.8295,2309573.446,475,29,2,MAP,0,1,1,1,1,1,1,1,1
6483,AFMO,9056,0.014,0.001223496,0,17529,28,0,0,1,181129.9398,2310499.437,495,28,1,MAP,0,1,1,1,1,1,1,1,1
6484,AFMO,9060,0.333,0.061436632,0,17530,28,0.06,0,1,177082.339,2310327.558,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6485,AFMO,9061,0.082,0.007594623,0,17531,28,0.01,0,1,182303.9375,2310491.815,495,28,1,MAP,0,1,1,1,1,1,1,1,1
6486,AFMO,9068,0.093,0.016302084,0,17533,28,0.02,0,1,171109.37,2310138.983,501,28,1,MAP,0,1,1,1,1,1,1,1,1
6487,AFMO,9073,0.041,0.002062912,0,17534,28,0,0,1,179392.272,2310429.77,509,28,1,MAP,0,1,1,1,1,1,1,1,1
6488,AFMO,9081,0.003,0.000247531,0,15062,27,0,0,1,192811.358,2310760.963,541,27,1,COB,0,1,1,1,1,1,1,1,1
6489,AFMO,9085,1.033,0.112973997,0,15063,27,0.11,0,1,200852.8722,2311042.129,487,24,1,LES,0,1,1,1,1,1,1,1,1
6490,AFMO,9092,0.001,0.000168294,0,17536,28,0,0,1,171948.5519,2309975.164,501,28,1,MAP,0,1,1,1,1,1,1,1,1
6491,AFMO,9093,0.135,0.012485736,0,13323,26,0.01,0,1,206315.6062,2311107.008,492,26,1,LES,0,1,1,1,1,1,1,1,1
6492,AFMO,9096,0.643,0.016919096,0,13324,26,0.02,0,1,205125.5139,2311388.333,492,26,1,LES,0,1,1,1,1,1,1,1,1
6493,AFMO,9097,0.001,0.000186054,0,17537,28,0,0,1,183765.7676,2310366.233,496,27,1,COB,0,1,1,1,1,1,1,1,1
6494,AFMO,9101,0.301,0,0,17538,28,0,0,1,177881.2683,2310165.065,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6495,AFMO,9102,0.465,0.03092843,0,13325,26,0.03,0,1,205738.1154,2311192.318,492,26,1,LES,0,1,1,1,1,1,1,1,1
6496,AFMO,9107,0.247,0.01860186,0,15065,27,0.02,0,1,200402.2693,2311024.163,487,24,1,LES,0,1,1,1,1,1,1,1,1
6497,AFMO,9109,0.051,0.009382708,0,13326,26,0.01,0,1,206635.8937,2311011.141,492,26,1,LES,0,1,1,1,1,1,1,1,1
6498,AFMO,9110,0.039,0.003311819,0,17539,28,0,0,1,182197.2539,2310344.446,495,28,1,MAP,0,1,1,1,1,1,1,1,1
6499,AFMO,9112,0.039,0.0045698,0,17540,28,0,0,1,184033.4977,2310326.613,496,27,1,COB,0,1,1,1,1,1,1,1,1
6500,AFMO,9113,0.02,0.003573341,0,17541,28,0,0,1,184364.3588,2310297.343,496,27,1,COB,0,1,1,1,1,1,1,1,1
6501,AFMO,9116,0.035,0.006350042,0,17542,28,0.01,0,1,184524.5712,2310252.102,496,27,1,COB,0,1,1,1,1,1,1,1,1
6502,AFMO,9126,0.034,0,0,18995,29,0,0,2,151826.5462,2309126.015,518,29,2,MAP,0,1,1,1,1,1,1,1,1
6503,AFMO,9127,0.013,0.002256033,0,15068,27,0,0,1,197901.3187,2310738.375,503,27,1,COB,0,1,1,1,1,1,1,1,1
6504,AFMO,9129,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6505,AFMO,9132,0.001,8.45E-05,0,15069,27,0,0,1,192719.1445,2310495.799,541,27,1,COB,0,1,1,1,1,1,1,1,1
6506,AFMO,9135,0.18,0.014962663,0,18996,29,0.01,0,2,151422.9034,2309078.519,518,29,2,MAP,0,1,1,1,1,1,1,1,1
6507,AFMO,9139,0.144,0.024699248,0,17544,28,0.02,0,1,171873.4304,2309837.675,501,28,1,MAP,0,1,1,1,1,1,1,1,1
6508,AFMO,9140,0.002,0.000315462,0,17545,28,0,0,1,188335.7384,2310634.276,496,27,1,COB,0,1,1,1,1,1,1,1,1
6509,AFMO,9142,0.024,0.003921845,0,17546,28,0,0,1,184728.2533,2310208.305,496,27,1,COB,0,1,1,1,1,1,1,1,1
6510,AFMO,9146,0.155,0.012081621,0,17547,28,0.01,0,1,176983.224,2310054.272,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6511,AFMO,9148,0.414,0.073575135,0,18998,29,0.07,0,2,160331.546,2309313.251,512,29,2,MAP,0,1,1,1,1,1,1,1,1
6512,AFMO,9149,0.421,0.030913442,0,15071,27,0.03,0,1,200714.118,2310719.303,487,24,1,LES,0,1,1,1,1,1,1,1,1
6513,AFMO,9155,0.001,0.000171241,0,15073,27,0,0,1,192701.5867,2310359.038,541,27,1,COB,0,1,1,1,1,1,1,1,1
6514,AFMO,9161,0.274,0.022056116,0,15074,27,0.02,0,1,199131.1871,2310504.508,503,27,1,COB,0,1,1,1,1,1,1,1,1
6515,AFMO,9164,0.004,0.000371267,0,15075,27,0,0,1,196753.0445,2310433.438,502,27,1,COB,0,1,1,1,1,1,1,1,1
6516,AFMO,9166,0.033,0.001703973,0,13327,26,0,0,1,202614.1498,2310625.456,493,24,1,LES,0,1,1,1,1,1,1,1,1
6517,AFMO,9178,0.003,0.000183573,0,17549,28,0,0,1,177506.9865,2309755.845,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6518,AFMO,9180,0.003,0.000544577,0,17550,28,0,0,1,185042.1016,2310015.341,496,27,1,COB,0,1,1,1,1,1,1,1,1
6519,AFMO,9189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6520,AFMO,9194,0,0,0,17551,28,0,0,1,185844.0798,2309964.393,496,27,1,COB,0,1,1,1,1,1,1,1,1
6521,AFMO,9198,0.001,0,0,20306,30,0,0,1,165851.4978,2309225.226,527,29,2,MAP,0,1,1,1,1,1,1,1,1
6522,AFMO,9203,0.01,0.001852435,0,17552,28,0,0,1,180473.6102,2309695.092,509,28,1,MAP,0,1,1,1,1,1,1,1,1
6523,AFMO,9204,0.132,0.007918801,0,13329,26,0.01,0,1,203638.378,2310489.346,493,24,1,LES,0,1,1,1,1,1,1,1,1
6524,AFMO,9206,0.012,0.000588839,0,17553,28,0,0,1,180122.3349,2309704.536,509,28,1,MAP,0,1,1,1,1,1,1,1,1
6525,AFMO,9220,0.795,0,0,17556,28,0,0,1,178616.7723,2309556.057,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6526,AFMO,9226,0.386,0.048375656,0,15077,27,0.05,0,1,196551.9084,2310189.713,502,27,1,COB,0,1,1,1,1,1,1,1,1
6527,AFMO,9228,0.001,0,0,15079,27,0,0,1,198708.7385,2310174.887,503,27,1,COB,0,1,1,1,1,1,1,1,1
6528,AFMO,9229,0.001,0.000161889,0,15080,27,0,0,1,198874.5284,2310180.265,503,27,1,COB,0,1,1,1,1,1,1,1,1
6529,AFMO,9237,0.063,0.011082609,0,13331,26,0.01,0,1,204317.9294,2310326.061,492,26,1,LES,0,1,1,1,1,1,1,1,1
6530,AFMO,9243,0.031,0.003141259,0,15082,27,0,0,1,197904.4842,2310396.334,503,27,1,COB,0,1,1,1,1,1,1,1,1
6531,AFMO,9248,0.001,0.000178144,0,17561,28,0,0,1,184021.3822,2309674.377,496,27,1,COB,0,1,1,1,1,1,1,1,1
6532,AFMO,9251,0.043,0,0,17562,28,0,0,1,172512.8311,2309484.713,501,28,1,MAP,0,1,1,1,1,1,1,1,1
6533,AFMO,9252,0.085,0.015542326,0,17563,28,0.02,0,1,173691.8018,2309250.387,501,28,1,MAP,0,1,1,1,1,1,1,1,1
6534,AFMO,9261,0.11,0.014893952,0,17566,28,0.01,0,1,178930.9519,2309463.16,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6535,AFMO,9262,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6536,AFMO,9270,0.087,0,0,19000,29,0,0,2,156509.2565,2308552.426,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6537,AFMO,9271,0.043,0.007665755,0,17568,28,0.01,0,1,184491.9684,2309490.842,496,27,1,COB,0,1,1,1,1,1,1,1,1
6538,AFMO,9276,0.116,0,0,19001,29,0,0,2,157434.757,2308613.268,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6539,AFMO,9278,0.004,0.000203323,0,13333,26,0,0,1,204457.2695,2310193.756,492,26,1,LES,0,1,1,1,1,1,1,1,1
6540,AFMO,9281,0.492,0.047674613,0,15083,27,0.05,0,1,198445.4948,2310094.656,503,27,1,COB,0,1,1,1,1,1,1,1,1
6541,AFMO,9287,0.022,0.002027141,0,17570,28,0,0,1,184022.1118,2309467.396,496,27,1,COB,0,1,1,1,1,1,1,1,1
6542,AFMO,9291,0.003,0,0,13334,26,0,0,1,202981.9635,2310051.768,493,24,1,LES,0,1,1,1,1,1,1,1,1
6543,AFMO,9292,0.293,0.050112111,0,19003,29,0.05,0,2,155106.494,2308529.536,500,29,2,MAP,0,1,1,1,1,1,1,1,1
6544,AFMO,9293,0.041,0.00718212,0,17571,28,0.01,0,1,179614.155,2309295.292,509,28,1,MAP,0,1,1,1,1,1,1,1,1
6545,AFMO,9294,0.333,0.058175064,0,15084,27,0.06,0,1,193386.2118,2309725.567,541,27,1,COB,0,1,1,1,1,1,1,1,1
6546,AFMO,9297,0.218,0,0,17572,28,0,0,1,177423.7999,2309265.384,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6547,AFMO,9301,0.33,0.027737269,0,20307,30,0.03,0,1,171066.9853,2309064.4,515,28,1,MAP,0,1,1,1,1,1,1,1,1
6548,AFMO,9308,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6549,AFMO,9310,0.204,0.025891874,0,13336,26,0.03,0,1,204765.0052,2310159.679,492,26,1,LES,0,1,1,1,1,1,1,1,1
6550,AFMO,9316,0.186,0.032059812,0,15087,27,0.03,0,1,198624.5197,2309822.2,503,27,1,COB,0,1,1,1,1,1,1,1,1
6551,AFMO,9321,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6552,AFMO,9322,0.376,0.050201078,0,19006,29,0.05,0,2,156327.8274,2308419.445,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6553,AFMO,9323,0.007,0.000422916,0,17573,28,0,0,1,180684.1449,2309157.169,509,28,1,MAP,0,1,1,1,1,1,1,1,1
6554,AFMO,9327,0.156,0.024344702,0,19008,29,0.02,0,2,154796.7717,2308340.145,500,29,2,MAP,0,1,1,1,1,1,1,1,1
6555,AFMO,9334,0.113,0.003747673,0,17574,28,0,0,1,182978.2429,2309476.176,496,27,1,COB,0,1,1,1,1,1,1,1,1
6556,AFMO,9335,0.189,0.01485392,0,15089,27,0.01,0,1,198789.6445,2309730.799,503,27,1,COB,0,1,1,1,1,1,1,1,1
6557,AFMO,9346,0.528,0.042035974,0,17575,28,0.04,0,1,179180.8159,2309094.043,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6558,AFMO,9349,0.165,0.030467021,0,15090,27,0.03,0,1,200729.4136,2309742.418,503,27,1,COB,0,1,1,1,1,1,1,1,1
6559,AFMO,9351,0.013,0.00212399,0,15091,27,0,0,1,194055.4162,2309510.994,541,27,1,COB,0,1,1,1,1,1,1,1,1
6560,AFMO,9356,0.338,0.027434664,0,15092,27,0.03,0,1,193240.8569,2309552.133,541,27,1,COB,0,1,1,1,1,1,1,1,1
6561,AFMO,9358,0.042,0,0,17576,28,0,0,1,178938.1235,2309003.109,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6562,AFMO,9364,0.05,0.007292386,0,15094,27,0.01,0,1,200218.2161,2309691.715,503,27,1,COB,0,1,1,1,1,1,1,1,1
6563,AFMO,9375,0.109,0.019269212,0,19011,29,0.02,0,2,151385.6156,2308051.039,518,29,2,MAP,0,1,1,1,1,1,1,1,1
6564,AFMO,9378,0.311,0,0,19012,29,0,0,2,154560.002,2308097.149,500,29,2,MAP,0,1,1,1,1,1,1,1,1
6565,AFMO,9382,0.107,0.008826981,0,13337,26,0.01,0,1,203251.5455,2309794.49,493,24,1,LES,0,1,1,1,1,1,1,1,1
6566,AFMO,9386,0.001,5.24E-05,0,13338,26,0,0,1,204316.0511,2309887.428,492,26,1,LES,0,1,1,1,1,1,1,1,1
6567,AFMO,9396,0.359,0.031730695,0,17578,28,0.03,0,1,178932.2863,2308886.527,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6568,AFMO,9397,0.16,0.022607651,0,15097,27,0.02,0,1,200594.907,2309615.442,503,27,1,COB,0,1,1,1,1,1,1,1,1
6569,AFMO,9400,0.021,0.003573909,0,19013,29,0,0,2,148963.8598,2307808.529,504,29,2,MAP,0,1,1,1,1,1,1,1,1
6570,AFMO,9401,0.212,0.017558943,0,17579,28,0.02,0,1,179380.983,2308913.772,494,28,1,MAP,0,1,1,1,1,1,1,1,1
6571,AFMO,9406,0.103,0.016267587,0,19014,29,0.02,0,2,152248.4664,2307979.76,518,29,2,MAP,0,1,1,1,1,1,1,1,1
6572,AFMO,9408,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6573,AFMO,9415,1.247,0.201837351,0,19015,29,0.2,0,2,152823.2083,2307983.545,505,29,2,MAP,0,1,1,1,1,1,1,1,1
6574,AFMO,9452,0.095,0.017292327,0,20315,30,0.02,0,1,173135.8171,2308319.557,515,28,1,MAP,0,1,1,1,1,1,1,1,1
6575,AFMO,9457,0.528,0.075532655,0,15099,27,0.08,0,1,198810.6584,2309212.083,503,27,1,COB,0,1,1,1,1,1,1,1,1
6576,AFMO,9465,0.063,0,0,19017,29,0,0,2,154507.4534,2307665.626,500,29,2,MAP,0,1,1,1,1,1,1,1,1
6577,AFMO,9467,0.315,0.053601666,0,19018,29,0.05,0,2,152904.9548,2307648.4,505,29,2,MAP,0,1,1,1,1,1,1,1,1
6578,AFMO,9473,0.619,0.053281233,0,19019,29,0.05,0,2,156627.8789,2308064.721,519,29,2,MAP,0,1,1,1,1,1,1,1,1
6579,AFMO,9475,0.118,0.01677744,0,15100,27,0.02,0,1,199120.6397,2309063.072,503,27,1,COB,0,1,1,1,1,1,1,1,1
