GeneID,MOs,MOsID,SED_B,SED_BCR_x,Duck_BCR_x,FID_1,Subbasin,SED_BCR_y,Duck_BCR_y,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed,Subbasin.1,800001,800002,800003,800004,800005,800006,800007,800008
5666,AFMO,4692,0,0,0,9724,20,0,0,2,180215.1845,2329850.677,260,20,2,COB,0,1,1,1,1,1,1,1,1
5667,AFMO,4693,0.33,0.056093191,0,12284,25,0.06,0,2,158687.4198,2329182.4,317,14,2,COB,0,1,1,1,1,1,1,1,1
5668,AFMO,4697,0.18,0.028188565,0,14716,27,0.03,0,1,164493.3175,2329482.391,264,14,2,COB,0,1,1,1,1,1,1,1,1
5669,AFMO,4702,0.176,0.010488114,0,5629,17,0.01,0,2,190238.3701,2330193.185,272,17,2,COB,0,1,1,1,1,1,1,1,1
5670,AFMO,4703,2.307,0.381937581,0,11306,24,0.38,0,1,199269.2135,2330378.089,302,18,1,LES,0,1,1,1,1,1,1,1,1
5671,AFMO,4706,1.042,0.156559019,0,13104,26,0.16,0,1,201355.0711,2330631.275,268,18,1,LES,0,1,1,1,1,1,1,1,1
5672,AFMO,4707,0.755,0,0,13105,26,0,0,1,203857.5984,2330550.372,268,18,1,LES,0,1,1,1,1,1,1,1,1
5673,AFMO,4710,0.157,0.028200693,0,9725,20,0.03,0,2,186190.8683,2329974.795,305,17,2,COB,0,1,1,1,1,1,1,1,1
5674,AFMO,4712,0.336,0,0,9726,20,0,0,2,177898.0742,2329763.897,256,20,2,COB,0,1,1,1,1,1,1,1,1
5675,AFMO,4723,1.19,0.221352684,0,13107,26,0.22,0,1,201926.192,2330432.432,268,18,1,LES,0,1,1,1,1,1,1,1,1
5676,AFMO,4728,1.36,0.177537348,0,13108,26,0.18,0,1,202901.9975,2330567.169,268,18,1,LES,0,1,1,1,1,1,1,1,1
5677,AFMO,4729,0.001,0,0,13109,26,0,0,1,209676.2626,2330678.891,277,26,1,LES,0,1,1,1,1,1,1,1,1
5678,AFMO,4731,0.008,0.001019878,0,9727,20,0,0,2,180470.1519,2329714.267,260,20,2,COB,0,1,1,1,1,1,1,1,1
5679,AFMO,4734,0.772,0.077942126,0,9728,20,0.08,0,2,184698.3161,2330091.219,305,17,2,COB,0,1,1,1,1,1,1,1,1
5680,AFMO,4736,0.007,0.000642933,0,12285,25,0,0,2,161200.7594,2329039.835,317,14,2,COB,0,1,1,1,1,1,1,1,1
5681,AFMO,4740,0.204,0.037301275,0,9730,20,0.04,0,2,184985.9433,2329768.591,305,17,2,COB,0,1,1,1,1,1,1,1,1
5682,AFMO,4743,0.087,0.016102744,0,12286,25,0.02,0,2,158461.2133,2328865.813,317,14,2,COB,0,1,1,1,1,1,1,1,1
5683,AFMO,4744,0.005,0.00068732,0,9731,20,0,0,2,180042.6879,2329653.386,260,20,2,COB,0,1,1,1,1,1,1,1,1
5684,AFMO,4753,0.225,0.03599336,0,6723,18,0.04,0,1,194964.9656,2330101.272,259,17,1,COB,0,1,1,1,1,1,1,1,1
5685,AFMO,4755,0.794,0.125418509,0,14718,27,0.13,0,1,171584.2697,2329437.886,275,20,2,COB,0,1,1,1,1,1,1,1,1
5686,AFMO,4756,0.002,0.000169044,0,9071,19,0,0,3,152405.0495,2328609.558,301,19,3,MAP,0,1,1,1,1,1,1,1,1
5687,AFMO,4761,0.182,0.032254554,0,13112,26,0.03,0,1,211070.6708,2330568.049,274,26,1,LES,0,1,1,1,1,1,1,1,1
5688,AFMO,4763,0.114,0.019144821,0,5634,17,0.02,0,2,189166.6234,2329845.072,272,17,2,COB,0,1,1,1,1,1,1,1,1
5689,AFMO,4768,0.966,0.133866137,0,13113,26,0.13,0,1,210681.4703,2330614.132,274,26,1,LES,0,1,1,1,1,1,1,1,1
5690,AFMO,4769,0.707,0,0,13114,26,0,0,1,207324.809,2330461.425,300,26,1,LES,0,1,1,1,1,1,1,1,1
5691,AFMO,4771,1.341,0,0,13115,26,0,0,1,206679.0641,2330733.246,300,26,1,LES,0,1,1,1,1,1,1,1,1
5692,AFMO,4774,0.508,0.043821164,0,14720,27,0.04,0,1,170270.3568,2329157.401,321,20,2,COB,0,1,1,1,1,1,1,1,1
5693,AFMO,4775,0.876,0.080606729,0,12287,25,0.08,0,2,158237.1153,2328722.725,317,14,2,COB,0,1,1,1,1,1,1,1,1
5694,AFMO,4777,1.801,0.232259998,0,6725,18,0.23,0,1,196986.6721,2330116.319,273,18,1,LES,0,1,1,1,1,1,1,1,1
5695,AFMO,4783,0.522,0,0,13116,26,0,0,1,205367.1401,2330304.304,262,18,1,LES,0,1,1,1,1,1,1,1,1
5696,AFMO,4802,0.051,0.0036567,0,9732,20,0,0,2,183857.1142,2329540.834,327,20,2,COB,0,1,1,1,1,1,1,1,1
5697,AFMO,4803,1.423,0.233268096,0,11308,24,0.23,0,1,199349.3081,2330043.643,302,18,1,LES,0,1,1,1,1,1,1,1,1
5698,AFMO,4806,0.917,0.03275616,0,14721,27,0.03,0,1,171736.3578,2329072.974,275,20,2,COB,0,1,1,1,1,1,1,1,1
5699,AFMO,4827,0.164,0.027429809,0,9734,20,0.03,0,2,187156.6961,2329547.772,305,17,2,COB,0,1,1,1,1,1,1,1,1
5700,AFMO,4829,0.543,0.10012788,0,11309,24,0.1,0,1,199651.3823,2329924.09,302,18,1,LES,0,1,1,1,1,1,1,1,1
5701,AFMO,4831,0.016,0.002621689,0,14723,27,0,0,1,168512.5216,2328873.53,296,27,2,COB,0,1,1,1,1,1,1,1,1
5702,AFMO,4836,0.157,0,0,13119,26,0,0,1,211818.9576,2330264.88,274,26,1,LES,0,1,1,1,1,1,1,1,1
5703,AFMO,4844,0.72,0.115737801,0,6726,18,0.12,0,1,196342.7299,2329704.592,338,17,1,COB,0,1,1,1,1,1,1,1,1
5704,AFMO,4847,0.079,0.013670549,0,9736,20,0.01,0,2,186367.0375,2329455.601,305,17,2,COB,0,1,1,1,1,1,1,1,1
5705,AFMO,4853,1.007,0.168125423,0,13120,26,0.17,0,1,207288.7894,2330112.298,300,26,1,LES,0,1,1,1,1,1,1,1,1
5706,AFMO,4861,0.039,0,0,11310,24,0,0,1,198929.3488,2329707.185,302,18,1,LES,0,1,1,1,1,1,1,1,1
5707,AFMO,4862,0.286,0.041843783,0,5638,17,0.04,0,2,189795.2511,2329658.007,272,17,2,COB,0,1,1,1,1,1,1,1,1
5708,AFMO,4863,0.136,0.0252551,0,11311,24,0.03,0,1,199756.711,2329761.669,302,18,1,LES,0,1,1,1,1,1,1,1,1
5709,AFMO,4865,0.015,0,0,13122,26,0,0,1,204619.3582,2329879.241,309,26,1,LES,0,1,1,1,1,1,1,1,1
5710,AFMO,4866,0.271,0,0,13123,26,0,0,1,212020.3834,2330115.751,274,26,1,LES,0,1,1,1,1,1,1,1,1
5711,AFMO,4874,2.186,0,0,13127,26,0,0,1,205873.3701,2330102.217,262,18,1,LES,0,1,1,1,1,1,1,1,1
5712,AFMO,4878,0.009,0.001672851,0,9738,20,0,0,2,182113.9093,2329128.299,297,20,2,COB,0,1,1,1,1,1,1,1,1
5713,AFMO,4881,3.1,0,0,13128,26,0,0,1,206152.554,2330161.593,262,18,1,LES,0,1,1,1,1,1,1,1,1
5714,AFMO,4890,0.013,0,0,9740,20,0,0,2,181610.8705,2329125.774,297,20,2,COB,0,1,1,1,1,1,1,1,1
5715,AFMO,4898,3.23,0,0,10808,21,0,0,3,155139.7207,2328184.369,318,19,3,MAP,0,1,1,1,1,1,1,1,1
5716,AFMO,4901,0.165,0.02655801,0,9741,20,0.03,0,2,177261.8564,2328872.623,299,20,2,COB,0,1,1,1,1,1,1,1,1
5717,AFMO,4917,0.17,0.029250009,0,9742,20,0.03,0,2,175359.9298,2328743.934,298,20,2,COB,0,1,1,1,1,1,1,1,1
5718,AFMO,4930,0.01,0.000932266,0,12289,25,0,0,2,158740.9046,2328142.731,317,14,2,COB,0,1,1,1,1,1,1,1,1
5719,AFMO,4931,0.069,0.0127297,0,9744,20,0.01,0,2,182767.9401,2328939.517,295,20,2,COB,0,1,1,1,1,1,1,1,1
5720,AFMO,4936,2.342,0.325410744,0,14725,27,0.33,0,1,170181.8229,2328430.469,321,20,2,COB,0,1,1,1,1,1,1,1,1
5721,AFMO,4937,0.094,0.00742755,0,9745,20,0.01,0,2,187018.1848,2329091.099,305,17,2,COB,0,1,1,1,1,1,1,1,1
5722,AFMO,4938,0.29,0,0,13133,26,0,0,1,206608.714,2329668.79,262,18,1,LES,0,1,1,1,1,1,1,1,1
5723,AFMO,4945,0.534,0.099117189,0,14726,27,0.1,0,1,170396.7574,2328425.367,321,20,2,COB,0,1,1,1,1,1,1,1,1
5724,AFMO,4947,0.017,0.002932458,0,5641,17,0,0,2,189802.4951,2329159.259,272,17,2,COB,0,1,1,1,1,1,1,1,1
5725,AFMO,4949,0.06,0.010097158,0,11313,24,0.01,0,1,197891.902,2329321.208,313,18,1,LES,0,1,1,1,1,1,1,1,1
5726,AFMO,4953,1.194,0.157372299,0,13134,26,0.16,0,1,202530.9437,2329532.314,268,18,1,LES,0,1,1,1,1,1,1,1,1
5727,AFMO,4954,0.582,0.100338928,0,13135,26,0.1,0,1,209286.2299,2329708.157,277,26,1,LES,0,1,1,1,1,1,1,1,1
5728,AFMO,4960,0.724,0,0,6728,18,0,0,1,195548.0736,2329188.77,338,17,1,COB,0,1,1,1,1,1,1,1,1
5729,AFMO,4963,1.282,0.224327298,0,13137,26,0.22,0,1,201551.8194,2329401.762,315,24,1,LES,0,1,1,1,1,1,1,1,1
5730,AFMO,4981,0.309,0.053692637,0,13138,26,0.05,0,1,201730.7291,2329313.908,315,24,1,LES,0,1,1,1,1,1,1,1,1
5731,AFMO,4983,0.306,0.05627876,0,11315,24,0.06,0,1,198204.5905,2329177.319,313,18,1,LES,0,1,1,1,1,1,1,1,1
5732,AFMO,4986,1.294,0.132575529,0,12290,25,0.13,0,2,157909.1166,2327999.693,317,14,2,COB,0,1,1,1,1,1,1,1,1
5733,AFMO,4987,0.599,0.096316358,0,14727,27,0.1,0,1,171135.7488,2328220.123,321,20,2,COB,0,1,1,1,1,1,1,1,1
5734,AFMO,4992,0.09,0.015179702,0,9073,19,0.02,0,3,152764.6968,2327621.771,301,19,3,MAP,0,1,1,1,1,1,1,1,1
5735,AFMO,4995,0.075,0.013671654,0,5645,17,0.01,0,2,190293.8489,2328823.31,272,17,2,COB,0,1,1,1,1,1,1,1,1
5736,AFMO,5001,0.234,0.041270205,0,9748,20,0.04,0,2,175513.5117,2328365.652,298,20,2,COB,0,1,1,1,1,1,1,1,1
5737,AFMO,5003,0.011,0.001966118,0,9750,20,0,0,2,175399.3245,2328352.91,298,20,2,COB,0,1,1,1,1,1,1,1,1
5738,AFMO,5004,0.001,8.57E-05,0,5646,17,0,0,2,193325.7075,2328856.329,304,17,2,COB,0,1,1,1,1,1,1,1,1
5739,AFMO,5005,0.488,0.079250807,0,11316,24,0.08,0,1,197536.5711,2329014.791,313,18,1,LES,0,1,1,1,1,1,1,1,1
5740,AFMO,5009,0.085,0,0,13139,26,0,0,1,204297.6022,2329232.964,309,26,1,LES,0,1,1,1,1,1,1,1,1
5741,AFMO,5010,0.302,0,0,13140,26,0,0,1,205031.4894,2329380.75,309,26,1,LES,0,1,1,1,1,1,1,1,1
5742,AFMO,5011,2.65,0.43381029,0,13141,26,0.43,0,1,206724.7406,2329375.011,262,18,1,LES,0,1,1,1,1,1,1,1,1
5743,AFMO,5018,0.074,0,0,9752,20,0,0,2,182645.9375,2328462.209,295,20,2,COB,0,1,1,1,1,1,1,1,1
5744,AFMO,5019,1.494,0.089288756,0,13142,26,0.09,0,1,207883.552,2329528.971,300,26,1,LES,0,1,1,1,1,1,1,1,1
5745,AFMO,5023,0.317,0.055048867,0,13144,26,0.06,0,1,210277.1229,2329323.006,277,26,1,LES,0,1,1,1,1,1,1,1,1
5746,AFMO,5039,0.417,0,0,13148,26,0,0,1,204709.9831,2329184.258,309,26,1,LES,0,1,1,1,1,1,1,1,1
5747,AFMO,5041,0.524,0.075388231,0,13149,26,0.08,0,1,203748.4068,2329133.632,309,26,1,LES,0,1,1,1,1,1,1,1,1
5748,AFMO,5046,0.206,0,0,9755,20,0,0,2,189000.0719,2328543.624,324,17,2,COB,0,1,1,1,1,1,1,1,1
5749,AFMO,5060,0.118,0.018667206,0,9756,20,0.02,0,2,174521.5549,2327997.474,316,20,2,COB,0,1,1,1,1,1,1,1,1
5750,AFMO,5063,6.136,0.729209363,0,13150,26,0.73,0,1,208624.1467,2329433.246,300,26,1,LES,0,1,1,1,1,1,1,1,1
5751,AFMO,5067,0.05,0.009148096,0,9757,20,0.01,0,2,185189.0748,2328310.397,327,20,2,COB,0,1,1,1,1,1,1,1,1
5752,AFMO,5077,0.079,0.009280613,0,9074,19,0.01,0,3,153011.8028,2327439.548,301,19,3,MAP,0,1,1,1,1,1,1,1,1
5753,AFMO,5092,0.547,0.047362711,0,10810,21,0.05,0,3,154163.5229,2327144.869,318,19,3,MAP,0,1,1,1,1,1,1,1,1
5754,AFMO,5096,2.867,0.499006773,0,12293,25,0.5,0,2,158922.9109,2327298.835,319,25,2,MAP,0,1,1,1,1,1,1,1,1
5755,AFMO,5098,0.628,0.108120765,0,14729,27,0.11,0,1,171028.5628,2327717.958,321,20,2,COB,0,1,1,1,1,1,1,1,1
5756,AFMO,5099,0.449,0,0,6729,18,0,0,1,195160.7727,2328529.362,338,17,1,COB,0,1,1,1,1,1,1,1,1
5757,AFMO,5101,2.793,0.207031511,0,11318,24,0.21,0,1,198955.9514,2328899.786,307,24,1,LES,0,1,1,1,1,1,1,1,1
5758,AFMO,5103,0.907,0.144734427,0,6731,18,0.14,0,1,196032.9491,2328582.625,338,17,1,COB,0,1,1,1,1,1,1,1,1
5759,AFMO,5109,0.315,0,0,13151,26,0,0,1,211829.4152,2329123.682,274,26,1,LES,0,1,1,1,1,1,1,1,1
5760,AFMO,5110,0.133,0.023811847,0,9760,20,0.02,0,2,183699.7982,2328080.231,327,20,2,COB,0,1,1,1,1,1,1,1,1
5761,AFMO,5125,0.588,0.064560948,0,11319,24,0.06,0,1,200548.6583,2328589.913,307,24,1,LES,0,1,1,1,1,1,1,1,1
5762,AFMO,5131,0.165,0.028702381,0,9761,20,0.03,0,2,185628.6478,2328067.413,327,20,2,COB,0,1,1,1,1,1,1,1,1
5763,AFMO,5138,0.042,0.002236213,0,5647,17,0,0,2,191712.448,2328238.601,304,17,2,COB,0,1,1,1,1,1,1,1,1
5764,AFMO,5147,0.253,0,0,13154,26,0,0,1,209476.1555,2328764.229,300,26,1,LES,0,1,1,1,1,1,1,1,1
5765,AFMO,5155,0.105,0.015676979,0,9765,20,0.02,0,2,188638.3748,2328100.41,324,17,2,COB,0,1,1,1,1,1,1,1,1
5766,AFMO,5156,0.119,0.008543389,0,9766,20,0.01,0,2,173015.9825,2327615.845,325,20,2,COB,0,1,1,1,1,1,1,1,1
5767,AFMO,5171,0.105,0.019485613,0,9767,20,0.02,0,2,185347.0672,2327912.631,327,20,2,COB,0,1,1,1,1,1,1,1,1
5768,AFMO,5172,2.4,0.346376726,0,13155,26,0.35,0,1,210194.9381,2328928.911,277,26,1,LES,0,1,1,1,1,1,1,1,1
5769,AFMO,5175,0.817,0,0,13156,26,0,0,1,207123.1025,2328671.177,262,18,1,LES,0,1,1,1,1,1,1,1,1
5770,AFMO,5177,0.117,0.010503685,0,12295,25,0.01,0,2,157227.3007,2326977.164,333,19,2,MAP,0,1,1,1,1,1,1,1,1
5771,AFMO,5190,0.378,0.028380066,0,9771,20,0.03,0,2,184479.1979,2327861.567,327,20,2,COB,0,1,1,1,1,1,1,1,1
5772,AFMO,5191,0.456,0.048361259,0,9772,20,0.05,0,2,190340.8614,2328047.719,324,17,2,COB,0,1,1,1,1,1,1,1,1
5773,AFMO,5213,0.008,0.00148071,0,9774,20,0,0,2,187787.2238,2327798.582,312,20,2,COB,0,1,1,1,1,1,1,1,1
5774,AFMO,5215,1.081,0.19186772,0,13158,26,0.19,0,1,210542.783,2328538.399,277,26,1,LES,0,1,1,1,1,1,1,1,1
5775,AFMO,5217,0.243,0.02148947,0,13159,26,0.02,0,1,211391.5896,2328590.653,274,26,1,LES,0,1,1,1,1,1,1,1,1
5776,AFMO,5219,0.929,0,0,6732,18,0,0,1,194862.5356,2328189.489,338,17,1,COB,0,1,1,1,1,1,1,1,1
5777,AFMO,5232,0.114,0.010459529,0,9776,20,0.01,0,2,177609.6968,2327421.552,310,20,2,COB,0,1,1,1,1,1,1,1,1
5778,AFMO,5234,1.137,0.168628837,0,13161,26,0.17,0,1,205117.6337,2328325.915,314,26,1,LES,0,1,1,1,1,1,1,1,1
5779,AFMO,5235,0.011,0.000965312,0,13162,26,0,0,1,205525.8771,2328282.52,314,26,1,LES,0,1,1,1,1,1,1,1,1
5780,AFMO,5236,0.329,0.050714199,0,13163,26,0.05,0,1,206459.6782,2328287.472,314,26,1,LES,0,1,1,1,1,1,1,1,1
5781,AFMO,5246,0.22,0.036150759,0,6733,18,0.04,0,1,194706.0945,2327898.852,338,17,1,COB,0,1,1,1,1,1,1,1,1
5782,AFMO,5270,14.242,0,0,12298,25,0,0,2,158938.9105,2326880.799,319,25,2,MAP,0,1,1,1,1,1,1,1,1
5783,AFMO,5271,4.225,0.752893025,0,12299,25,0.75,0,2,159101.5916,2326629.194,319,25,2,MAP,0,1,1,1,1,1,1,1,1
5784,AFMO,5274,1.734,0.254116944,0,14732,27,0.25,0,1,171201.7066,2327010.005,321,20,2,COB,0,1,1,1,1,1,1,1,1
5785,AFMO,5277,0.726,0.133702224,0,11322,24,0.13,0,1,198643.7237,2327920.257,311,24,1,LES,0,1,1,1,1,1,1,1,1
5786,AFMO,5289,0.051,0.003108039,0,9780,20,0,0,2,174006.4569,2327065.614,325,20,2,COB,0,1,1,1,1,1,1,1,1
5787,AFMO,5300,3.927,0.331479625,0,14733,27,0.33,0,1,169931.306,2326879.509,321,20,2,COB,0,1,1,1,1,1,1,1,1
5788,AFMO,5303,0.178,0.015988524,0,9781,20,0.02,0,2,176219.9816,2327050.163,316,20,2,COB,0,1,1,1,1,1,1,1,1
5789,AFMO,5306,0.001,8.89E-05,0,10887,23,0,0,2,150327.4891,2326153.01,332,19,2,MAP,0,1,1,1,1,1,1,1,1
5790,AFMO,5308,0.416,0.070466768,0,13167,26,0.07,0,1,206851.7667,2328086.977,314,26,1,LES,0,1,1,1,1,1,1,1,1
5791,AFMO,5321,0.051,0.009199567,0,9784,20,0.01,0,2,192859.7485,2327539.82,331,17,2,COB,0,1,1,1,1,1,1,1,1
5792,AFMO,5336,0.073,0.013370429,0,13168,26,0.01,0,1,204001.5285,2327802.874,343,24,1,LES,0,1,1,1,1,1,1,1,1
5793,AFMO,5340,2.528,0.441152399,0,12302,25,0.44,0,2,159476.6929,2326374.046,319,25,2,MAP,0,1,1,1,1,1,1,1,1
5794,AFMO,5352,0.608,0.038793021,0,9788,20,0.04,0,2,175837.9326,2326913.01,316,20,2,COB,0,1,1,1,1,1,1,1,1
5795,AFMO,5357,0.407,0.021206758,0,12303,25,0.02,0,2,156614.4705,2326243.852,333,19,2,MAP,0,1,1,1,1,1,1,1,1
5796,AFMO,5363,5.428,0.372856923,0,10849,22,0.37,0,3,155012.9186,2326362.615,320,21,3,MAP,0,1,1,1,1,1,1,1,1
5797,AFMO,5368,0.108,0.016778469,0,14736,27,0.02,0,1,170701.4774,2326660.276,321,20,2,COB,0,1,1,1,1,1,1,1,1
5798,AFMO,5372,0.243,0,0,9790,20,0,0,2,190689.8405,2327283.44,324,17,2,COB,0,1,1,1,1,1,1,1,1
5799,AFMO,5379,0.099,0,0,9792,20,0,0,2,184527.2451,2327021.017,327,20,2,COB,0,1,1,1,1,1,1,1,1
5800,AFMO,5381,3.645,0.29216034,0,10850,22,0.29,0,3,155719.2798,2326144.41,320,21,3,MAP,0,1,1,1,1,1,1,1,1
5801,AFMO,5389,0.029,0.005092927,0,12307,25,0.01,0,2,165745.7529,2326373.402,375,25,2,MAP,0,1,1,1,1,1,1,1,1
5802,AFMO,5390,0.09,0.014184607,0,9794,20,0.01,0,2,190759.1475,2327139.159,324,17,2,COB,0,1,1,1,1,1,1,1,1
5803,AFMO,5410,0.003,0.000465076,0,6734,18,0,0,1,195900.9495,2327320.333,338,17,1,COB,0,1,1,1,1,1,1,1,1
5804,AFMO,5411,0.471,0.037815191,0,11324,24,0.04,0,1,200450.4546,2327707.796,307,24,1,LES,0,1,1,1,1,1,1,1,1
5805,AFMO,5415,0.006,0.000526023,0,9796,20,0,0,2,186573.3637,2326947.801,328,20,2,COB,0,1,1,1,1,1,1,1,1
5806,AFMO,5429,5.172,0.799580854,0,14739,27,0.8,0,1,168820.6912,2326464.149,321,20,2,COB,0,1,1,1,1,1,1,1,1
5807,AFMO,5440,1.012,0.186642966,0,14741,27,0.19,0,1,170812.2936,2326276.583,321,20,2,COB,0,1,1,1,1,1,1,1,1
5808,AFMO,5449,1.473,0,0,10888,23,0,0,2,153936.7476,2325684.948,341,19,2,MAP,0,1,1,1,1,1,1,1,1
5809,AFMO,5450,0.079,0.006057191,0,9800,20,0.01,0,2,176014.0163,2326375.785,316,20,2,COB,0,1,1,1,1,1,1,1,1
5810,AFMO,5452,0.011,0.001011608,0,14744,27,0,0,1,183696.5279,2326623.913,329,20,2,COB,0,1,1,1,1,1,1,1,1
5811,AFMO,5466,0.857,0.101080869,0,13173,26,0.1,0,1,204830.0325,2327267.59,343,24,1,LES,0,1,1,1,1,1,1,1,1
5812,AFMO,5467,0.301,0.05036492,0,13174,26,0.05,0,1,210164.5637,2327427.499,335,26,1,LES,0,1,1,1,1,1,1,1,1
5813,AFMO,5470,0.212,0.036337602,0,9801,20,0.04,0,2,185206.4449,2326673.874,327,20,2,COB,0,1,1,1,1,1,1,1,1
5814,AFMO,5478,0.23,0.039943156,0,13176,26,0.04,0,1,208997.719,2327346.923,344,26,1,LES,0,1,1,1,1,1,1,1,1
5815,AFMO,5490,5.001,0,0,10852,22,0,0,3,154687.5442,2325517.852,320,21,3,MAP,0,1,1,1,1,1,1,1,1
5816,AFMO,5491,0.489,0.087985515,0,11325,24,0.09,0,1,196662.9567,2326812.765,349,18,1,LES,0,1,1,1,1,1,1,1,1
5817,AFMO,5497,0.024,0.003571637,0,12313,25,0,0,2,166276.2158,2325804.449,375,25,2,MAP,0,1,1,1,1,1,1,1,1
5818,AFMO,5502,2.28,0.197795208,0,14747,27,0.2,0,1,171081.0048,2326006.686,321,20,2,COB,0,1,1,1,1,1,1,1,1
5819,AFMO,5513,0.039,0.007041319,0,9803,20,0.01,0,2,184597.8093,2326397.822,327,20,2,COB,0,1,1,1,1,1,1,1,1
5820,AFMO,5518,0.152,0.024622231,0,14749,27,0.02,0,1,166899.7347,2325793.277,334,25,2,MAP,0,1,1,1,1,1,1,1,1
5821,AFMO,5525,0.019,0.002645817,0,9804,20,0,0,2,191777.2803,2326525.372,331,17,2,COB,0,1,1,1,1,1,1,1,1
5822,AFMO,5533,0.004,0.000742298,0,14751,27,0,0,1,177494.0652,2326061.361,372,20,2,COB,0,1,1,1,1,1,1,1,1
5823,AFMO,5534,1.827,0.278308015,0,6735,18,0.28,0,1,196022.3154,2326818.159,338,17,1,COB,0,1,1,1,1,1,1,1,1
5824,AFMO,5535,1.273,0.073361162,0,13178,26,0.07,0,1,208958.3792,2327133.453,344,26,1,LES,0,1,1,1,1,1,1,1,1
5825,AFMO,5539,0.001,0.000184687,0,9805,20,0,0,2,186260.5124,2326336.741,328,20,2,COB,0,1,1,1,1,1,1,1,1
5826,AFMO,5550,0.75,0,0,10891,23,0,0,2,149222.9471,2325130.404,336,23,2,MAP,0,1,1,1,1,1,1,1,1
5827,AFMO,5552,0.471,0.068396612,0,14752,27,0.07,0,1,178840.0413,2326098.883,372,20,2,COB,0,1,1,1,1,1,1,1,1
5828,AFMO,5563,1.858,0.298804621,0,18869,29,0.3,0,2,154586.7851,2325154.482,281,22,2,MAP,0,1,1,1,1,1,1,1,1
5829,AFMO,5571,0.679,0.035483916,0,13179,26,0.04,0,1,210188.1701,2327040.271,335,26,1,LES,0,1,1,1,1,1,1,1,1
5830,AFMO,5572,1.236,0.089337,0,14754,27,0.09,0,1,170199.0913,2325619.588,321,20,2,COB,0,1,1,1,1,1,1,1,1
5831,AFMO,5573,1.786,0.029057949,0,13180,26,0.03,0,1,210927.2614,2327378.065,335,26,1,LES,0,1,1,1,1,1,1,1,1
5832,AFMO,5575,0.138,0.018168043,0,6737,18,0.02,0,1,194419.2231,2326379.895,338,17,1,COB,0,1,1,1,1,1,1,1,1
5833,AFMO,5577,0.003,0.000271363,0,9809,20,0,0,2,187966.384,2326154.177,346,20,2,COB,0,1,1,1,1,1,1,1,1
5834,AFMO,5582,0.408,0.036576687,0,10892,23,0.04,0,2,152507.4345,2325090.103,341,19,2,MAP,0,1,1,1,1,1,1,1,1
5835,AFMO,5587,0.305,0.045256603,0,13181,26,0.05,0,1,204639.1012,2326744.692,343,24,1,LES,0,1,1,1,1,1,1,1,1
5836,AFMO,5591,0.89,0.133938495,0,11326,24,0.13,0,1,197504.9658,2326451.864,349,18,1,LES,0,1,1,1,1,1,1,1,1
5837,AFMO,5596,2.264,0.374977785,0,14756,27,0.37,0,1,182067.2325,2325966.486,329,20,2,COB,0,1,1,1,1,1,1,1,1
5838,AFMO,5598,1.38,0.213672104,0,10893,23,0.21,0,2,151709.9937,2325031.673,340,23,2,MAP,0,1,1,1,1,1,1,1,1
5839,AFMO,5604,0.025,0.004629429,0,9811,20,0,0,2,193000.252,2326221.101,353,18,2,LES,0,1,1,1,1,1,1,1,1
5840,AFMO,5605,0.519,0.083554132,0,6739,18,0.08,0,1,194251.9141,2326273.199,338,17,1,COB,0,1,1,1,1,1,1,1,1
5841,AFMO,5607,0.018,0.001589681,0,9812,20,0,0,2,186124.541,2326014.9,328,20,2,COB,0,1,1,1,1,1,1,1,1
5842,AFMO,5608,0.092,0.015904614,0,13183,26,0.02,0,1,204764.6631,2326559.553,343,24,1,LES,0,1,1,1,1,1,1,1,1
5843,AFMO,5619,2.445,0.202312352,0,14758,27,0.2,0,1,183803.4899,2325814.031,329,20,2,COB,0,1,1,1,1,1,1,1,1
5844,AFMO,5627,1.411,0.125999198,0,10894,23,0.13,0,2,151825.0891,2324755.768,340,23,2,MAP,0,1,1,1,1,1,1,1,1
5845,AFMO,5630,1.568,0.25171905,0,10895,23,0.25,0,2,148743.8216,2324642.034,337,23,2,MAP,0,1,1,1,1,1,1,1,1
5846,AFMO,5634,0.04,0.003472936,0,9814,20,0,0,2,187796.5227,2325890.819,346,20,2,COB,0,1,1,1,1,1,1,1,1
5847,AFMO,5640,1.502,0.256950362,0,14762,27,0.26,0,1,179523.1156,2325515.602,372,20,2,COB,0,1,1,1,1,1,1,1,1
5848,AFMO,5646,0.935,0.168478274,0,10896,23,0.17,0,2,153040.732,2324650.085,341,19,2,MAP,0,1,1,1,1,1,1,1,1
5849,AFMO,5647,0.753,0,0,6741,18,0,0,1,196077.3141,2326034.05,349,18,1,LES,0,1,1,1,1,1,1,1,1
5850,AFMO,5649,0.791,0.067625813,0,12316,25,0.07,0,2,159324.666,2324890.544,362,25,2,MAP,0,1,1,1,1,1,1,1,1
5851,AFMO,5651,0.447,0.037606266,0,18870,29,0.04,0,2,154860,2324663.016,281,22,2,MAP,0,1,1,1,1,1,1,1,1
5852,AFMO,5652,0.351,0.058131755,0,9815,20,0.06,0,2,190328.473,2325876.021,352,20,2,COB,0,1,1,1,1,1,1,1,1
5853,AFMO,5656,0.058,0.010427898,0,9817,20,0.01,0,2,173820.6825,2325296.597,325,20,2,COB,0,1,1,1,1,1,1,1,1
