FID_1,MOs,MOsID,Subbasin,SED_BCR,Duck_BCR,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed,Subbasin
9504,TLMO,5326,19,13.38,0.00,3,154879.15249600000,2336144.00865000000,180,19,3,MAP,
6553,AFMO,2554,18,0.24,0.00,1,199089.37728200000,2339322.52789000000,181,18,1,LES,
6566,AFMO,2666,18,0.06,0.00,1,198950.12705400000,2338968.16729000000,181,18,1,LES,
6575,AFMO,2751,18,0.01,0.00,1,199303.13921400000,2338472.21046000000,181,18,1,LES,
6596,AFMO,2886,18,0.00,0.00,1,199128.72462700000,2337926.07015000000,181,18,1,LES,
6599,AFMO,2897,18,0.00,0.00,1,199292.78018600000,2337861.21732000000,181,18,1,LES,
6614,AFMO,2967,18,0.00,0.00,1,199270.27566300000,2337738.95791000000,181,18,1,LES,
6748,BFMO,211,18,1.03,0.00,1,199067.37573500000,2338278.50455000000,181,18,1,LES,
7588,WCMO,3843,18,0.91,0.00,1,199193.85345500000,2339640.22279000000,181,18,1,LES,
7589,WCMO,3844,18,1.43,0.00,1,199620.41765800000,2339165.85574000000,181,18,1,LES,
7590,WCMO,3845,18,0.94,0.00,1,199904.80304700000,2339122.09733000000,181,18,1,LES,
7592,WCMO,3847,18,5.11,0.00,1,199311.15671800000,2338962.28617000000,181,18,1,LES,
7593,WCMO,3848,18,1.54,0.00,1,198747.63043800000,2338694.04936000000,181,18,1,LES,
7594,WCMO,3849,18,2.47,0.00,1,199709.45820800000,2338735.92700000000,181,18,1,LES,
7888,WCMO,5478,18,0.68,0.00,1,199220.77687200000,2338422.97041000000,181,18,1,LES,
7889,WCMO,5479,18,0.31,0.00,1,199898.93167000000,2338385.35460000000,181,18,1,LES,
7891,WCMO,5481,18,5.11,0.00,1,199086.49506300000,2337970.67496000000,181,18,1,LES,
8403,TLMO,3547,18,0.00,0.00,1,199880.09080000000,2340289.96943000000,181,18,1,LES,
8490,TLMO,3859,18,3.75,0.00,1,199130.09080000000,2339179.96943000000,181,18,1,LES,
8492,TLMO,3869,18,0.00,0.00,1,199160.70606700000,2339151.54660000000,181,18,1,LES,
8523,TLMO,3953,18,0.00,0.00,1,199552.28320000000,2338912.16180000000,181,18,1,LES,
8529,TLMO,3986,18,0.00,0.00,1,199282.67444600000,2338830.37631000000,181,18,1,LES,
8545,TLMO,4067,18,0.00,0.00,1,199370.09080000000,2338614.35420000000,181,18,1,LES,
8551,TLMO,4089,18,3.65,0.00,1,199348.55426900000,2339346.94979000000,181,18,1,LES,
8560,TLMO,4144,18,0.00,0.00,1,199700.09080000000,2338372.16180000000,181,18,1,LES,
8565,TLMO,4154,18,0.00,0.00,1,199945.30036700000,2339873.26607000000,181,18,1,LES,
8580,TLMO,4193,18,3.65,0.00,1,199505.43401100000,2338373.94029000000,181,18,1,LES,
8603,TLMO,4273,18,3.75,0.00,1,199250.09080000000,2337859.96943000000,181,18,1,LES,
8616,TLMO,4336,18,3.67,0.00,1,199266.42575300000,2337760.99322000000,181,18,1,LES,
8620,TLMO,4347,18,0.00,0.00,1,199307.89843300000,2337682.16180000000,181,18,1,LES,
8652,TLMO,4451,18,3.68,0.00,1,199324.26988900000,2337510.42564000000,181,18,1,LES,
8691,TLMO,4563,18,3.65,0.00,1,198945.72373400000,2338230.49290000000,181,18,1,LES,
8715,TLMO,4632,18,4.42,0.00,1,199371.66477200000,2337029.85369000000,181,18,1,LES,
8899,TLMO,5567,18,0.00,0.00,1,199432.70876400000,2337030.31431000000,181,18,1,LES,
6780,BFMO,1148,18,0.49,0.00,1,198935.93644900000,2337196.68911000000,182,18,1,LES,
6954,NCMO,1918,18,0.41,0.00,1,199003.96353200000,2337091.01100000000,182,18,1,LES,
7893,WCMO,5483,18,0.62,0.00,1,199113.92860700000,2337146.00356000000,182,18,1,LES,
8671,TLMO,4514,18,3.53,0.00,1,199167.31007000000,2337319.95993000000,182,18,1,LES,
8692,TLMO,4564,18,3.51,0.00,1,199050.05359200000,2337398.99395000000,182,18,1,LES,
8711,TLMO,4611,18,3.52,0.00,1,199017.26397600000,2337076.22436000000,182,18,1,LES,
8719,TLMO,4649,18,3.51,0.00,1,198902.17952800000,2337063.11015000000,182,18,1,LES,
8721,TLMO,4651,18,3.60,0.00,1,199130.09080000000,2336992.16180000000,182,18,1,LES,
8900,TLMO,5568,18,3.53,0.00,1,199150.27008700000,2337053.27063000000,182,18,1,LES,
6592,AFMO,2872,18,0.29,0.00,1,194596.00049700000,2337877.70367000000,183,18,2,LES,
6603,AFMO,2924,18,0.00,0.00,1,196452.56724900000,2337628.68268000000,183,18,2,LES,
6605,AFMO,2932,18,0.00,0.00,1,194253.40309200000,2337493.33603000000,183,18,2,LES,
6606,AFMO,2933,18,0.00,0.00,1,194521.13578600000,2337519.56217000000,183,18,2,LES,
6607,AFMO,2940,18,0.08,0.00,1,195532.79371300000,2337520.85165000000,183,18,2,LES,
6610,AFMO,2948,18,0.00,0.00,1,194697.82190300000,2337541.58715000000,183,18,2,LES,
6619,AFMO,3000,18,0.27,0.00,1,194316.19439900000,2337338.77939000000,183,18,2,LES,
6624,AFMO,3042,18,0.00,0.00,1,194912.84839100000,2337106.06354000000,183,18,2,LES,
6630,AFMO,3071,18,0.00,0.00,1,195876.43969700000,2336986.11236000000,183,18,2,LES,
6631,AFMO,3073,18,0.56,0.00,1,195438.68759500000,2337052.97763000000,183,18,2,LES,
6635,AFMO,3099,18,0.00,0.00,1,195260.38189500000,2336849.42889000000,183,18,2,LES,
6636,AFMO,3111,18,0.00,0.00,1,195384.47944100000,2336828.58073000000,183,18,2,LES,
6647,AFMO,3174,18,0.00,0.00,1,196178.83456000000,2336710.79946000000,183,18,2,LES,
6648,AFMO,3175,18,0.00,0.00,1,196380.90098000000,2336585.75297000000,183,18,2,LES,
6649,AFMO,3185,18,0.14,0.00,1,195568.83670100000,2336543.42405000000,183,18,2,LES,
6650,AFMO,3198,18,0.24,0.00,1,195371.00304400000,2336580.06916000000,183,18,2,LES,
6758,BFMO,1265,18,1.19,0.00,1,194904.05796400000,2337239.51392000000,183,18,2,LES,
6784,BFMO,1727,18,2.15,0.00,1,196331.59905300000,2336657.77015000000,183,18,2,LES,
7632,WCMO,4104,18,1.04,0.00,1,194934.87466300000,2338142.86612000000,183,18,2,LES,
7634,WCMO,4106,18,0.66,0.00,1,195069.72467200000,2338092.69526000000,183,18,2,LES,
7635,WCMO,4107,18,0.90,0.00,1,194482.49642500000,2337714.03123000000,183,18,2,LES,
7648,WCMO,4154,18,1.20,0.00,1,194323.81480000000,2337725.02490000000,183,18,2,LES,
7728,WCMO,4418,18,5.98,0.00,1,194456.38380200000,2337468.84877000000,183,18,2,LES,
7774,WCMO,4745,18,5.98,0.00,1,196972.45667100000,2336317.22024000000,183,18,2,LES,
7775,WCMO,4749,18,0.87,0.00,1,196880.07007600000,2338148.34709000000,183,18,2,LES,
7776,WCMO,4750,18,1.79,0.00,1,195305.39200900000,2337622.67826000000,183,18,2,LES,
7777,WCMO,4751,18,0.74,0.00,1,195658.19393700000,2337516.94503000000,183,18,2,LES,
7778,WCMO,4752,18,5.97,0.00,1,196670.74279100000,2337444.19475000000,183,18,2,LES,
7779,WCMO,4753,18,0.81,0.00,1,195156.06801700000,2337108.17008000000,183,18,2,LES,
7780,WCMO,4754,18,1.31,0.00,1,194820.65753700000,2337288.64895000000,183,18,2,LES,
7781,WCMO,4755,18,0.96,0.00,1,194486.49451000000,2336996.04884000000,183,18,2,LES,
7782,WCMO,4756,18,5.90,0.00,1,196033.79872100000,2337456.68588000000,183,18,2,LES,
7783,WCMO,4757,18,0.57,0.00,1,195304.91854500000,2336918.30416000000,183,18,2,LES,
7784,WCMO,4758,18,5.97,0.00,1,196071.18964300000,2336931.71553000000,183,18,2,LES,
7785,WCMO,4759,18,1.54,0.00,1,195547.68161100000,2336702.57071000000,183,18,2,LES,
7786,WCMO,4760,18,0.87,0.00,1,194853.55038000000,2336557.36000000000,183,18,2,LES,
7787,WCMO,4761,18,2.33,0.00,1,196696.72177600000,2336691.15306000000,183,18,2,LES,
7789,WCMO,4763,18,1.33,0.00,1,195958.54378100000,2336459.97614000000,183,18,2,LES,
7790,WCMO,4764,18,1.02,0.00,1,195926.55031800000,2336245.66639000000,183,18,2,LES,
7791,WCMO,4765,18,2.39,0.00,1,195305.56659700000,2336226.53201000000,183,18,2,LES,
7868,WCMO,5415,18,2.14,0.00,1,194197.41482500000,2337520.42648000000,183,18,2,LES,
7898,WCMO,5504,18,0.48,0.00,1,195128.72882900000,2336035.81456000000,183,18,2,LES,
7899,WCMO,5505,18,0.79,0.00,1,195370.10795400000,2336047.52181000000,183,18,2,LES,
7900,WCMO,5506,18,0.58,0.00,1,195757.57208600000,2336024.77415000000,183,18,2,LES,
7901,WCMO,5507,18,0.44,0.00,1,194940.34828900000,2335817.20423000000,183,18,2,LES,
7902,WCMO,5508,18,0.39,0.00,1,195264.06585500000,2335776.36045000000,183,18,2,LES,
8554,TLMO,4130,18,6.44,0.00,1,196683.50710600000,2338409.59286000000,183,18,2,LES,
8575,TLMO,4178,18,6.37,0.00,1,196422.92854400000,2338408.24731000000,183,18,2,LES,
8619,TLMO,4346,18,6.37,0.00,1,194767.69367600000,2338076.08234000000,183,18,2,LES,
8625,TLMO,4382,18,6.37,0.00,1,194230.31001400000,2337801.04295000000,183,18,2,LES,
8627,TLMO,4390,18,0.00,0.00,1,195020.09080000000,2337559.96943000000,183,18,2,LES,
8639,TLMO,4418,18,6.37,0.00,1,194703.06524100000,2337580.09575000000,183,18,2,LES,
8676,TLMO,4534,18,6.37,0.00,1,194564.96692700000,2337402.12380000000,183,18,2,LES,
8689,TLMO,4561,18,0.00,0.00,1,194270.09080000000,2337157.16180000000,183,18,2,LES,
8812,TLMO,4973,18,6.37,0.00,1,196995.96846600000,2336379.02012000000,183,18,2,LES,
8816,TLMO,4985,18,6.37,0.00,1,195909.38618900000,2337076.82984000000,183,18,2,LES,
8818,TLMO,4996,18,6.57,0.00,1,195859.47560000000,2336062.77707000000,183,18,2,LES,
8820,TLMO,5007,18,6.59,0.00,1,195890.09080000000,2336032.16180000000,183,18,2,LES,
8888,TLMO,5522,18,6.37,0.00,1,194065.08449500000,2337416.38859000000,183,18,2,LES,
8908,TLMO,5603,18,6.37,0.00,1,195503.55798400000,2335890.66661000000,183,18,2,LES,
8911,TLMO,5620,18,6.37,0.00,1,194285.72780500000,2336796.68012000000,183,18,2,LES,
6560,AFMO,2612,18,0.30,0.00,1,204359.60372800000,2339140.80199000000,184,18,1,LES,
6564,AFMO,2648,18,0.27,0.00,1,202818.77230400000,2338977.55391000000,184,18,1,LES,
6569,AFMO,2678,18,0.00,0.00,1,202002.46039700000,2338800.80941000000,184,18,1,LES,
6570,AFMO,2711,18,0.00,0.00,1,200599.56757500000,2338594.56149000000,184,18,1,LES,
6572,AFMO,2725,18,0.02,0.00,1,207831.01395700000,2338769.44072000000,184,18,1,LES,
6573,AFMO,2730,18,0.11,0.00,1,200437.77018500000,2338513.80322000000,184,18,1,LES,
6576,AFMO,2754,18,0.00,0.00,1,206089.34020600000,2338609.33083000000,184,18,1,LES,
6577,AFMO,2765,18,0.01,0.00,1,207721.01913400000,2338625.39078000000,184,18,1,LES,
6580,AFMO,2788,18,0.00,0.00,1,202356.82295000000,2338330.22940000000,184,18,1,LES,
6581,AFMO,2790,18,0.00,0.00,1,207670.51395600000,2338480.24406000000,184,18,1,LES,
6584,AFMO,2800,18,0.04,0.00,1,204485.50581900000,2338437.86353000000,184,18,1,LES,
6586,AFMO,2824,18,0.00,0.00,1,205639.96411100000,2338297.99780000000,184,18,1,LES,
6587,AFMO,2830,18,0.13,0.00,1,200189.65980000000,2338350.45606000000,184,18,1,LES,
6589,AFMO,2845,18,0.12,0.00,1,201014.65115400000,2338134.20890000000,184,18,1,LES,
6590,AFMO,2850,18,0.00,0.00,1,206743.73143600000,2338217.52309000000,184,18,1,LES,
6593,AFMO,2873,18,0.00,0.00,1,204991.76620600000,2338092.59661000000,184,18,1,LES,
6598,AFMO,2893,18,0.11,0.00,1,200894.33569200000,2337938.07826000000,184,18,1,LES,
6600,AFMO,2908,18,0.00,0.00,1,207537.69383100000,2338063.92218000000,184,18,1,LES,
6601,AFMO,2910,18,0.20,0.00,1,205427.27553000000,2337961.65361000000,184,18,1,LES,
6602,AFMO,2921,18,0.25,0.00,1,205591.86065300000,2337917.70470000000,184,18,1,LES,
6616,AFMO,2970,18,0.05,0.00,1,208984.44511800000,2337887.98328000000,184,18,1,LES,
6618,AFMO,2988,18,0.00,0.00,1,200341.20459600000,2337600.65674000000,184,18,1,LES,
6623,AFMO,3038,18,0.00,0.00,1,200481.27116800000,2337299.03145000000,184,18,1,LES,
6793,BFMO,681,18,0.68,0.00,1,204212.28036300000,2338271.73895000000,184,18,1,LES,
6807,ICMO,1014,18,0.09,0.00,1,208599.29120000000,2338419.88180000000,184,18,1,LES,
6808,ICMO,1015,18,0.09,0.00,1,208384.00980000000,2338626.84210000000,184,18,1,LES,
6809,ICMO,1016,18,0.09,0.00,1,208402.63010000000,2338078.11460000000,184,18,1,LES,
6810,ICMO,1017,18,0.09,0.00,1,208204.49284800000,2338338.50787000000,184,18,1,LES,
6811,ICMO,1018,18,0.09,0.00,1,208000.88780000000,2338571.19135000000,184,18,1,LES,
6812,ICMO,1019,18,0.09,0.00,1,208013.92230000000,2338127.40705000000,184,18,1,LES,
6813,ICMO,1020,18,0.09,0.00,1,207537.25132100000,2338304.02727000000,184,18,1,LES,
6814,ICMO,1021,18,0.09,0.00,1,207068.45905000000,2338365.39875000000,184,18,1,LES,
6815,ICMO,1022,18,0.09,0.00,1,205802.80818500000,2338489.05764000000,184,18,1,LES,
6816,ICMO,1023,18,0.09,0.00,1,204520.84471400000,2338738.02966000000,184,18,1,LES,
6817,ICMO,1024,18,0.09,0.00,1,203509.20114800000,2338628.27070000000,184,18,1,LES,
6818,ICMO,1025,18,0.09,0.00,1,202059.35633000000,2338058.92799000000,184,18,1,LES,
6956,NCMO,1920,18,0.30,0.00,1,201299.12290000000,2337805.44184000000,184,18,1,LES,
6957,NCMO,1921,18,0.58,0.00,1,201335.96152800000,2337808.52950000000,184,18,1,LES,
6959,NCMO,1923,18,0.32,0.00,1,201437.94054800000,2337857.01828000000,184,18,1,LES,
6960,NCMO,1924,18,0.37,0.00,1,201380.58137500000,2337871.62063000000,184,18,1,LES,
6961,NCMO,1925,18,0.21,0.00,1,201462.78191100000,2337888.25605000000,184,18,1,LES,
6962,NCMO,1926,18,0.28,0.00,1,201477.44856800000,2337928.36691000000,184,18,1,LES,
7605,WCMO,3880,18,0.34,0.00,1,201019.69333300000,2338806.66909000000,184,18,1,LES,
7606,WCMO,3881,18,3.50,0.00,1,200647.33969700000,2338822.90862000000,184,18,1,LES,
7607,WCMO,3882,18,0.44,0.00,1,200062.99650800000,2338597.38798000000,184,18,1,LES,
7608,WCMO,3883,18,0.95,0.00,1,200286.48829600000,2338559.19255000000,184,18,1,LES,
7609,WCMO,3884,18,1.05,0.00,1,200563.73871800000,2338529.49153000000,184,18,1,LES,
7610,WCMO,3885,18,0.65,0.00,1,201071.59389600000,2338373.17663000000,184,18,1,LES,
7611,WCMO,3893,18,1.19,0.00,1,202414.99304400000,2339433.73115000000,184,18,1,LES,
7612,WCMO,3894,18,0.75,0.00,1,202605.73972200000,2339323.96206000000,184,18,1,LES,
7613,WCMO,3895,18,0.66,0.00,1,202203.73081900000,2339203.22548000000,184,18,1,LES,
7614,WCMO,3896,18,1.02,0.00,1,202689.90950400000,2339085.55930000000,184,18,1,LES,
7615,WCMO,3897,18,1.05,0.00,1,202139.11123200000,2338983.19504000000,184,18,1,LES,
7616,WCMO,3898,18,0.65,0.00,1,202359.07672500000,2338925.36385000000,184,18,1,LES,
7617,WCMO,3899,18,3.58,0.00,1,202466.29689600000,2338785.62017000000,184,18,1,LES,
7618,WCMO,3900,18,1.30,0.00,1,201886.45768100000,2338447.61335000000,184,18,1,LES,
7619,WCMO,3901,18,0.43,0.00,1,202417.45717300000,2338359.26692000000,184,18,1,LES,
7729,WCMO,4419,18,0.50,0.00,1,208084.07106400000,2339412.23610000000,184,18,1,LES,
7730,WCMO,4422,18,0.87,0.00,1,209236.78354700000,2339131.01102000000,184,18,1,LES,
7731,WCMO,4424,18,0.84,0.00,1,209028.11060300000,2337735.88635000000,184,18,1,LES,
7732,WCMO,4425,18,0.79,0.00,1,207848.21493900000,2337700.78483000000,184,18,1,LES,
7733,WCMO,4426,18,5.00,0.00,1,208164.78060800000,2338372.34813000000,184,18,1,LES,
7738,WCMO,4457,18,1.30,0.00,1,205254.85112800000,2339245.34588000000,184,18,1,LES,
7739,WCMO,4458,18,6.13,0.00,1,205303.20538200000,2338865.12036000000,184,18,1,LES,
7740,WCMO,4459,18,1.33,0.00,1,205272.83099400000,2338038.05098000000,184,18,1,LES,
7741,WCMO,4460,18,3.69,0.00,1,206011.12823200000,2337853.31887000000,184,18,1,LES,
7742,WCMO,4461,18,6.15,0.00,1,206719.91984300000,2337605.31281000000,184,18,1,LES,
7743,WCMO,4462,18,6.14,0.00,1,206400.44226800000,2337551.05727000000,184,18,1,LES,
7744,WCMO,4463,18,5.40,0.00,1,206529.74130900000,2338432.24174000000,184,18,1,LES,
7746,WCMO,4465,18,6.15,0.00,1,205943.44229500000,2337390.31428000000,184,18,1,LES,
7750,WCMO,4478,18,0.71,0.00,1,204480.61512800000,2339661.13245000000,184,18,1,LES,
7751,WCMO,4479,18,0.57,0.00,1,203285.86114400000,2338975.67575000000,184,18,1,LES,
7752,WCMO,4480,18,3.37,0.00,1,203649.40535500000,2338539.46901000000,184,18,1,LES,
7753,WCMO,4481,18,6.14,0.00,1,205007.28210200000,2338440.23325000000,184,18,1,LES,
7754,WCMO,4482,18,0.85,0.00,1,203626.92624200000,2338253.67855000000,184,18,1,LES,
7755,WCMO,4483,18,6.15,0.00,1,204762.63526100000,2338275.97872000000,184,18,1,LES,
7756,WCMO,4484,18,2.93,0.00,1,204208.31884000000,2338245.51106000000,184,18,1,LES,
7758,WCMO,4486,18,0.82,0.00,1,204382.49124600000,2338175.05050000000,184,18,1,LES,
7760,WCMO,4488,18,5.24,0.00,1,204354.40925100000,2339053.72939000000,184,18,1,LES,
7761,WCMO,4489,18,2.14,0.00,1,203854.27993400000,2338113.16426000000,184,18,1,LES,
7762,WCMO,4490,18,6.14,0.00,1,204845.84882200000,2338102.99878000000,184,18,1,LES,
7763,WCMO,4491,18,1.50,0.00,1,205137.42948800000,2338082.81351000000,184,18,1,LES,
8441,TLMO,3723,18,2.96,0.00,1,208328.21812900000,2339628.24679000000,184,18,1,LES,
8450,TLMO,3740,18,0.00,0.00,1,203224.45690400000,2339587.21490000000,184,18,1,LES,
8455,TLMO,3753,18,0.00,0.00,1,202226.35695300000,2339502.64882000000,184,18,1,LES,
8457,TLMO,3755,18,0.00,0.00,1,202404.31757200000,2339507.40623000000,184,18,1,LES,
8459,TLMO,3774,18,0.00,0.00,1,204510.69248700000,2339483.50231000000,184,18,1,LES,
8485,TLMO,3850,18,0.00,0.00,1,208077.53923200000,2339244.33026000000,184,18,1,LES,
8486,TLMO,3851,18,0.00,0.00,1,208159.47560000000,2339211.54660000000,184,18,1,LES,
8491,TLMO,3860,18,0.00,0.00,1,207766.47072100000,2339229.69798000000,184,18,1,LES,
8493,TLMO,3870,18,0.00,0.00,1,208040.09080000000,2339152.16180000000,184,18,1,LES,
8495,TLMO,3876,18,0.00,0.00,1,201050.70606700000,2339121.54660000000,184,18,1,LES,
8508,TLMO,3912,18,0.00,0.00,1,200930.09080000000,2339059.96943000000,184,18,1,LES,
8509,TLMO,3913,18,0.00,0.00,1,207778.42413300000,2339100.49513000000,184,18,1,LES,
8510,TLMO,3914,18,2.98,0.00,1,207943.91428000000,2339128.99295000000,184,18,1,LES,
8511,TLMO,3915,18,0.00,0.00,1,208073.33010900000,2339124.52845000000,184,18,1,LES,
8517,TLMO,3928,18,0.00,0.00,1,207844.96345100000,2339025.93156000000,184,18,1,LES,
8518,TLMO,3929,18,0.00,0.00,1,208104.32667000000,2339019.45283000000,184,18,1,LES,
8524,TLMO,3954,18,0.00,0.00,1,207920.44047800000,2338910.26027000000,184,18,1,LES,
8525,TLMO,3961,18,3.28,0.00,1,207947.89843300000,2338882.16180000000,184,18,1,LES,
8527,TLMO,3968,18,0.00,0.00,1,207772.28320000000,2338852.16180000000,184,18,1,LES,
8528,TLMO,3969,18,0.00,0.00,1,207830.09080000000,2338852.16180000000,184,18,1,LES,
8530,TLMO,3987,18,3.00,0.00,1,202918.42413300000,2338833.82847000000,184,18,1,LES,
8531,TLMO,3988,18,3.00,0.00,1,203870.09080000000,2338837.16180000000,184,18,1,LES,
8532,TLMO,3989,18,0.00,0.00,1,207800.09080000000,2338822.16180000000,184,18,1,LES,
8533,TLMO,3997,18,3.00,0.00,1,202820.09080000000,2338792.16180000000,184,18,1,LES,
8535,TLMO,4005,18,2.96,0.00,1,203028.90038000000,2338813.04016000000,184,18,1,LES,
8536,TLMO,4006,18,0.00,0.00,1,207869.27152800000,2338812.82163000000,184,18,1,LES,
8538,TLMO,4023,18,3.00,0.00,1,202898.09080000000,2338750.16180000000,184,18,1,LES,
8543,TLMO,4055,18,2.95,0.00,1,203071.40479400000,2338683.83990000000,184,18,1,LES,
8544,TLMO,4056,18,3.47,0.00,1,204167.96955400000,2338644.54699000000,184,18,1,LES,
8552,TLMO,4103,18,3.01,0.00,1,208653.79686700000,2338508.08957000000,184,18,1,LES,
8556,TLMO,4132,18,0.00,0.00,1,205206.24218800000,2338503.87841000000,184,18,1,LES,
8559,TLMO,4140,18,0.00,0.00,1,206089.47560000000,2338372.77707000000,184,18,1,LES,
8561,TLMO,4145,18,0.00,0.00,1,200239.47560000000,2338341.54660000000,184,18,1,LES,
8562,TLMO,4146,18,0.00,0.00,1,208622.98493400000,2338377.65228000000,184,18,1,LES,
8566,TLMO,4155,18,2.95,0.00,1,200723.68963100000,2338822.00320000000,184,18,1,LES,
8567,TLMO,4156,18,0.00,0.00,1,202670.09080000000,2338312.16180000000,184,18,1,LES,
8568,TLMO,4157,18,3.06,0.00,1,202730.70606700000,2338312.77707000000,184,18,1,LES,
8569,TLMO,4158,18,0.00,0.00,1,206146.68486900000,2338330.95998000000,184,18,1,LES,
8570,TLMO,4169,18,3.06,0.00,1,200239.47560000000,2338282.77707000000,184,18,1,LES,
8571,TLMO,4170,18,3.28,0.00,1,202700.09080000000,2338284.35420000000,184,18,1,LES,
8572,TLMO,4171,18,2.95,0.00,1,202362.34050400000,2338859.77553000000,184,18,1,LES,
8576,TLMO,4181,18,3.00,0.00,1,200270.09080000000,2338237.16180000000,184,18,1,LES,
8577,TLMO,4182,18,3.00,0.00,1,205220.09080000000,2338237.16180000000,184,18,1,LES,
8578,TLMO,4183,18,0.00,0.00,1,206466.80470000000,2338220.15990000000,184,18,1,LES,
8579,TLMO,4184,18,0.00,0.00,1,208130.09080000000,2338219.96943000000,184,18,1,LES,
8581,TLMO,4197,18,0.00,0.00,1,200273.47476200000,2338170.74785000000,184,18,1,LES,
8582,TLMO,4198,18,3.07,0.00,1,207786.80470000000,2338160.15990000000,184,18,1,LES,
8583,TLMO,4201,18,0.00,0.00,1,207350.09080000000,2338132.16180000000,184,18,1,LES,
8584,TLMO,4203,18,3.08,0.00,1,200258.16629400000,2338100.33605000000,184,18,1,LES,
8587,TLMO,4214,18,2.98,0.00,1,207411.52093800000,2338089.52217000000,184,18,1,LES,
8588,TLMO,4222,18,2.98,0.00,1,200139.80768200000,2338065.56043000000,184,18,1,LES,
8589,TLMO,4223,18,0.00,0.00,1,200765.09080000000,2338013.20917000000,184,18,1,LES,
8590,TLMO,4224,18,2.96,0.00,1,207326.09049600000,2338045.97292000000,184,18,1,LES,
8592,TLMO,4236,18,3.00,0.00,1,200150.09080000000,2337982.16180000000,184,18,1,LES,
8593,TLMO,4237,18,3.00,0.00,1,206870.09080000000,2337982.16180000000,184,18,1,LES,
8595,TLMO,4255,18,0.00,0.00,1,200330.09080000000,2337919.96943000000,184,18,1,LES,
8596,TLMO,4256,18,0.00,0.00,1,200420.70606700000,2337921.54660000000,184,18,1,LES,
8597,TLMO,4257,18,2.95,0.00,1,200466.27803200000,2338208.47304000000,184,18,1,LES,
8598,TLMO,4258,18,3.27,0.00,1,205340.03589800000,2337924.98397000000,184,18,1,LES,
8600,TLMO,4261,18,2.96,0.00,1,200660.24488500000,2337890.12479000000,184,18,1,LES,
8601,TLMO,4262,18,3.00,0.00,1,201380.09080000000,2337892.16180000000,184,18,1,LES,
8602,TLMO,4263,18,0.00,0.00,1,205363.94784100000,2337880.32725000000,184,18,1,LES,
8604,TLMO,4274,18,2.97,0.00,1,200230.84339300000,2337896.47088000000,184,18,1,LES,
8605,TLMO,4275,18,3.07,0.00,1,200568.02110100000,2337908.96480000000,184,18,1,LES,
8606,TLMO,4294,18,2.96,0.00,1,200076.43333500000,2337948.00080000000,184,18,1,LES,
8607,TLMO,4295,18,0.00,0.00,1,200256.59830000000,2337820.83160000000,184,18,1,LES,
8608,TLMO,4296,18,3.06,0.00,1,208369.47560000000,2337832.77707000000,184,18,1,LES,
8611,TLMO,4307,18,3.00,0.00,1,207560.09080000000,2337817.16180000000,184,18,1,LES,
8612,TLMO,4308,18,3.00,0.00,1,208400.09080000000,2337802.16180000000,184,18,1,LES,
8613,TLMO,4321,18,2.98,0.00,1,204287.66686400000,2337812.92652000000,184,18,1,LES,
8614,TLMO,4329,18,3.10,0.00,1,200810.46568600000,2337742.83496000000,184,18,1,LES,
8615,TLMO,4330,18,0.00,0.00,1,204246.80470000000,2337740.15990000000,184,18,1,LES,
8617,TLMO,4337,18,2.95,0.00,1,201055.57222800000,2338058.04297000000,184,18,1,LES,
8621,TLMO,4348,18,0.00,0.00,1,200828.11353300000,2337670.08653000000,184,18,1,LES,
8630,TLMO,4393,18,0.00,0.00,1,208730.09080000000,2337559.96943000000,184,18,1,LES,
8640,TLMO,4419,18,0.00,0.00,1,200810.09080000000,2337517.16180000000,184,18,1,LES,
8641,TLMO,4420,18,2.95,0.00,1,202597.47584800000,2337615.59470000000,184,18,1,LES,
8653,TLMO,4452,18,3.01,0.00,1,200631.14060000000,2337427.16180000000,184,18,1,LES,
8659,TLMO,4474,18,3.10,0.00,1,200621.84863300000,2337352.16180000000,184,18,1,LES,
8662,TLMO,4479,18,0.00,0.00,1,200660.09080000000,2337324.35420000000,184,18,1,LES,
8668,TLMO,4506,18,0.00,0.00,1,200868.34253800000,2337254.37566000000,184,18,1,LES,
8672,TLMO,4515,18,3.15,0.00,1,200945.47823400000,2337319.21919000000,184,18,1,LES,
8673,TLMO,4516,18,0.00,0.00,1,208359.93044900000,2337245.12261000000,184,18,1,LES,
8677,TLMO,4535,18,3.31,0.00,1,200778.00809200000,2337202.29826000000,184,18,1,LES,
8681,TLMO,4539,18,2.95,0.00,1,208480.78059000000,2338498.50327000000,184,18,1,LES,
8695,TLMO,4567,18,2.96,0.00,1,204068.27752200000,2337641.90935000000,184,18,1,LES,
8697,TLMO,4569,18,2.95,0.00,1,206228.98734700000,2338361.55890000000,184,18,1,LES,
8700,TLMO,4579,18,0.00,0.00,1,200981.81129700000,2337180.22171000000,184,18,1,LES,
8702,TLMO,4581,18,2.95,0.00,1,204346.93416700000,2338735.10231000000,184,18,1,LES,
8707,TLMO,4598,18,0.00,0.00,1,200886.43839100000,2337150.72721000000,184,18,1,LES,
8708,TLMO,4599,18,0.00,0.00,1,201395.81899200000,2337144.67274000000,184,18,1,LES,
8745,TLMO,4754,18,2.95,0.00,1,209311.08139700000,2337718.35509000000,184,18,1,LES,
