FID_1,MOs,MOsID,Subbasin,SED_BCR,Duck_BCR,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed,Subbasin
13299,AFMO,8429,26,0.00,0.00,1,204238.70379300000,2314050.45934000000,486,24,1,LES,
13306,AFMO,8575,26,0.00,0.00,1,203677.17490000000,2313281.85300000000,486,24,1,LES,
13313,AFMO,8710,26,0.00,0.00,1,203581.94779800000,2312741.21963000000,486,24,1,LES,
13314,AFMO,8723,26,0.03,0.00,1,203096.53425800000,2312673.91188000000,486,24,1,LES,
13317,AFMO,8770,26,0.00,0.00,1,203512.45479900000,2312479.68798000000,486,24,1,LES,
13318,AFMO,8815,26,0.00,0.00,1,203241.23765000000,2312216.34740000000,486,24,1,LES,
14008,WCMO,13643,26,0.26,0.00,1,203956.76879500000,2314487.25878000000,486,24,1,LES,
14009,WCMO,13644,26,0.24,0.00,1,204158.78892800000,2314409.82249000000,486,24,1,LES,
14010,WCMO,13645,26,1.79,0.00,1,204575.41029300000,2314445.39714000000,486,24,1,LES,
14013,WCMO,13651,26,0.36,0.00,1,203759.68624400000,2313982.89263000000,486,24,1,LES,
14014,WCMO,13652,26,2.44,0.00,1,204566.17962600000,2314157.35655000000,486,24,1,LES,
14022,WCMO,13662,26,2.97,0.00,1,204096.39159100000,2313705.16316000000,486,24,1,LES,
14023,WCMO,14209,26,0.65,0.00,1,203198.41756600000,2313175.20287000000,486,24,1,LES,
14025,WCMO,14212,26,1.84,0.00,1,203841.81544800000,2313308.59900000000,486,24,1,LES,
14029,WCMO,14218,26,3.34,0.00,1,203056.30544300000,2312349.10800000000,486,24,1,LES,
14030,WCMO,14219,26,0.98,0.00,1,203781.61098700000,2312117.06387000000,486,24,1,LES,
14620,TLMO,11965,26,0.52,0.00,1,204259.66279800000,2314118.35094000000,486,24,1,LES,
14622,TLMO,11967,26,0.00,0.00,1,203420.09080000000,2313502.16180000000,486,24,1,LES,
14626,TLMO,12364,26,0.52,0.00,1,203345.08101400000,2312707.33027000000,486,24,1,LES,
14667,TLMO,13771,26,0.54,0.00,1,202818.15876700000,2311864.46017000000,486,24,1,LES,
12000,WCMO,14957,24,2.12,0.00,1,201467.84762000000,2311955.58692000000,487,24,1,LES,
15024,AFMO,8403,27,0.00,0.00,1,197410.41871000000,2313869.11461000000,487,24,1,LES,
15035,AFMO,8554,27,0.06,0.00,1,197831.13165200000,2313325.13479000000,487,24,1,LES,
15037,AFMO,8573,27,0.00,0.00,1,197819.02285000000,2313135.43625000000,487,24,1,LES,
15039,AFMO,8595,27,0.16,0.00,1,197865.04628100000,2312990.77948000000,487,24,1,LES,
15041,AFMO,8707,27,0.02,0.00,1,198298.33644400000,2312512.06474000000,487,24,1,LES,
15042,AFMO,8709,27,0.00,0.00,1,197365.81573400000,2312554.34017000000,487,24,1,LES,
15043,AFMO,8744,27,0.00,0.00,1,198706.60320500000,2312398.45288000000,487,24,1,LES,
15044,AFMO,8761,27,0.00,0.00,1,197742.23675100000,2312283.48132000000,487,24,1,LES,
15046,AFMO,8790,27,0.00,0.00,1,198272.90923100000,2312231.72113000000,487,24,1,LES,
15047,AFMO,8820,27,0.17,0.00,1,199181.62909800000,2312171.35117000000,487,24,1,LES,
15048,AFMO,8835,27,0.22,0.00,1,199717.23917700000,2312057.70252000000,487,24,1,LES,
15051,AFMO,8881,27,0.02,0.00,1,200299.67060100000,2311878.15601000000,487,24,1,LES,
15052,AFMO,8884,27,0.00,0.00,1,199504.86393800000,2311875.38318000000,487,24,1,LES,
15059,AFMO,8971,27,0.00,0.00,1,200418.07386400000,2311477.50185000000,487,24,1,LES,
15061,AFMO,9014,27,0.07,0.00,1,201311.92762200000,2311353.52721000000,487,24,1,LES,
15063,AFMO,9085,27,0.11,0.00,1,200852.87220500000,2311042.12885000000,487,24,1,LES,
15065,AFMO,9107,27,0.02,0.00,1,200402.26929900000,2311024.16335000000,487,24,1,LES,
15066,AFMO,9108,27,0.00,0.00,1,200690.27503900000,2310863.56484000000,487,24,1,LES,
15071,AFMO,9149,27,0.03,0.00,1,200714.11800000000,2310719.30345000000,487,24,1,LES,
15168,BFMO,853,27,0.42,0.00,1,198169.78442000000,2312540.66737000000,487,24,1,LES,
16130,WCMO,14055,27,2.14,0.00,1,198402.14986100000,2312867.10650000000,487,24,1,LES,
16132,WCMO,14058,27,2.47,0.00,1,198400.22288900000,2312670.57525000000,487,24,1,LES,
16174,WCMO,14675,27,3.09,0.00,1,198965.97604200000,2312432.20358000000,487,24,1,LES,
16175,WCMO,14676,27,1.30,0.00,1,198957.60448700000,2312199.15605000000,487,24,1,LES,
16176,WCMO,14677,27,1.02,0.00,1,199913.63797000000,2311963.17327000000,487,24,1,LES,
16177,WCMO,14678,27,1.48,0.00,1,199491.69972500000,2311733.67811000000,487,24,1,LES,
16179,WCMO,14688,27,0.82,0.00,1,198305.08934900000,2312538.63210000000,487,24,1,LES,
16180,WCMO,14689,27,1.08,0.00,1,198576.87825600000,2312545.06173000000,487,24,1,LES,
16181,WCMO,14690,27,0.56,0.00,1,198510.68475000000,2312483.32931000000,487,24,1,LES,
16182,WCMO,14691,27,0.91,0.00,1,198227.59934700000,2312441.32136000000,487,24,1,LES,
16183,WCMO,14692,27,0.76,0.00,1,198843.41143800000,2312167.45716000000,487,24,1,LES,
16184,WCMO,14693,27,1.52,0.00,1,198214.06431900000,2312136.11013000000,487,24,1,LES,
16185,WCMO,14694,27,1.36,0.00,1,198358.43698100000,2311859.68991000000,487,24,1,LES,
16186,WCMO,14695,27,2.36,0.00,1,198678.46447500000,2311685.02990000000,487,24,1,LES,
16189,WCMO,14698,27,1.55,0.00,1,198487.89174300000,2311541.93523000000,487,24,1,LES,
16204,WCMO,14734,27,3.34,0.00,1,197398.48459600000,2313965.93406000000,487,24,1,LES,
16206,WCMO,14736,27,4.10,0.00,1,197734.68938400000,2313565.83840000000,487,24,1,LES,
16207,WCMO,14737,27,0.77,0.00,1,196967.12373000000,2313460.32538000000,487,24,1,LES,
16208,WCMO,14738,27,2.24,0.00,1,198025.60857800000,2313315.12996000000,487,24,1,LES,
16209,WCMO,14739,27,0.94,0.00,1,197476.33030300000,2312695.67892000000,487,24,1,LES,
16210,WCMO,14740,27,3.55,0.00,1,196686.11468900000,2312737.38289000000,487,24,1,LES,
16211,WCMO,14741,27,0.62,0.00,1,197078.06340900000,2312319.86384000000,487,24,1,LES,
16212,WCMO,14742,27,3.50,0.00,1,197339.36737200000,2312376.12247000000,487,24,1,LES,
16214,WCMO,14744,27,2.59,0.00,1,198019.83058100000,2312093.68706000000,487,24,1,LES,
16256,WCMO,14960,27,4.04,0.00,1,200452.43460200000,2311656.37529000000,487,24,1,LES,
16257,WCMO,14961,27,0.72,0.00,1,200826.56274000000,2311307.49598000000,487,24,1,LES,
16258,WCMO,14962,27,3.68,0.00,1,201440.94484600000,2311436.49046000000,487,24,1,LES,
16259,WCMO,14963,27,1.65,0.00,1,201195.92196400000,2311243.16567000000,487,24,1,LES,
16260,WCMO,14964,27,0.80,0.00,1,201413.75957100000,2311220.22816000000,487,24,1,LES,
16264,WCMO,14970,27,2.14,0.00,1,201110.17136100000,2310730.71272000000,487,24,1,LES,
16267,WCMO,14973,27,2.02,0.00,1,200901.61493000000,2310497.78791000000,487,24,1,LES,
17111,TLMO,12200,27,1.50,0.00,1,198770.09080000000,2312677.16180000000,487,24,1,LES,
17115,TLMO,12218,27,1.37,0.00,1,198558.70815100000,2312895.31371000000,487,24,1,LES,
17118,TLMO,12222,27,0.00,0.00,1,196610.09080000000,2312572.16180000000,487,24,1,LES,
17126,TLMO,12288,27,1.50,0.00,1,198080.09080000000,2312182.16180000000,487,24,1,LES,
17127,TLMO,12296,27,1.50,0.00,1,198050.09080000000,2312152.16180000000,487,24,1,LES,
17128,TLMO,12305,27,1.50,0.00,1,198020.09080000000,2312122.16180000000,487,24,1,LES,
17131,TLMO,12404,27,0.00,0.00,1,201290.70606700000,2311761.54660000000,487,24,1,LES,
17153,TLMO,12628,27,1.37,0.00,1,199447.75904300000,2311959.29407000000,487,24,1,LES,
17156,TLMO,12633,27,1.37,0.00,1,198538.92121500000,2312004.54710000000,487,24,1,LES,
17162,TLMO,12647,27,1.37,0.00,1,196431.37138500000,2312784.18922000000,487,24,1,LES,
17166,TLMO,12652,27,1.37,0.00,1,197448.03214600000,2313078.80407000000,487,24,1,LES,
17192,TLMO,12883,27,1.37,0.00,1,200829.31747400000,2311310.86102000000,487,24,1,LES,
17230,TLMO,13392,27,1.39,0.00,1,200934.16962400000,2310183.03117000000,487,24,1,LES,
17508,AFMO,8862,28,0.00,0.00,1,173284.16924500000,2311122.43440000000,488,28,1,MAP,
17512,AFMO,8904,28,0.01,0.00,1,173776.67668800000,2310905.45631000000,488,28,1,MAP,
17513,AFMO,8907,28,0.00,0.00,1,174346.09666100000,2310834.46793000000,488,28,1,MAP,
17526,AFMO,9032,28,0.00,0.00,1,175136.93074400000,2310397.70801000000,488,28,1,MAP,
18041,WCMO,14641,28,5.74,0.00,1,173495.65603600000,2311638.85400000000,488,28,1,MAP,
18042,WCMO,14642,28,1.24,0.00,1,173748.66412400000,2311639.41392000000,488,28,1,MAP,
18043,WCMO,14643,28,2.52,0.00,1,172733.11005400000,2311435.59894000000,488,28,1,MAP,
18118,WCMO,15309,28,2.34,0.00,1,175051.15445300000,2310555.27517000000,488,28,1,MAP,
18122,WCMO,15313,28,2.48,0.00,1,174559.11615100000,2310816.71820000000,488,28,1,MAP,
18123,WCMO,15314,28,1.86,0.00,1,174809.85741700000,2310718.75988000000,488,28,1,MAP,
18124,WCMO,15315,28,1.22,0.00,1,174410.94118600000,2310380.47118000000,488,28,1,MAP,
18127,WCMO,15318,28,1.27,0.00,1,173929.68987700000,2311143.13087000000,488,28,1,MAP,
18128,WCMO,15319,28,2.73,0.00,1,172676.63710600000,2311009.59331000000,488,28,1,MAP,
18129,WCMO,15320,28,3.08,0.00,1,173578.12311600000,2310546.68565000000,488,28,1,MAP,
18130,WCMO,15321,28,1.23,0.00,1,173372.63180900000,2310247.17236000000,488,28,1,MAP,
18132,WCMO,15323,28,1.18,0.00,1,173771.48106100000,2310200.35064000000,488,28,1,MAP,
18134,WCMO,15325,28,0.86,0.00,1,173745.96405400000,2309994.89253000000,488,28,1,MAP,
18135,WCMO,15326,28,1.40,0.00,1,173504.93272200000,2309947.70907000000,488,28,1,MAP,
18648,TLMO,12480,28,0.00,0.00,1,172461.69739000000,2311545.59958000000,488,28,1,MAP,
18651,TLMO,12493,28,0.00,0.00,1,172512.59080000000,2311514.66180000000,488,28,1,MAP,
18667,TLMO,12547,28,0.14,0.00,1,173047.31380000000,2311352.18023000000,488,28,1,MAP,
18674,TLMO,12576,28,0.05,0.00,1,174287.88277800000,2311470.37266000000,488,28,1,MAP,
18679,TLMO,12582,28,0.05,0.00,1,173316.07662900000,2311506.36094000000,488,28,1,MAP,
18707,TLMO,12727,28,0.52,0.00,1,175189.12119100000,2310683.13635000000,488,28,1,MAP,
18743,TLMO,13120,28,0.05,0.00,1,175447.92680800000,2310131.89208000000,488,28,1,MAP,
18749,TLMO,13128,28,0.05,0.00,1,174564.14628800000,2310485.51243000000,488,28,1,MAP,
18752,TLMO,13137,28,0.05,0.00,1,173638.11673000000,2310626.12883000000,488,28,1,MAP,
18759,TLMO,13158,28,0.05,0.00,1,172394.81865800000,2311472.08131000000,488,28,1,MAP,
18810,TLMO,13629,28,0.05,0.00,1,176021.46104100000,2309564.91745000000,488,28,1,MAP,
16226,WCMO,14784,27,2.70,0.00,1,189230.45472700000,2313754.29007000000,489,27,1,COB,
16228,WCMO,14786,27,0.86,0.00,1,189392.89129700000,2313399.64115000000,489,27,1,COB,
16230,WCMO,14788,27,0.58,0.00,1,189354.42078200000,2312856.11431000000,489,27,1,COB,
16231,WCMO,14789,27,4.13,0.00,1,189812.60213200000,2313051.09692000000,489,27,1,COB,
16232,WCMO,14792,27,3.42,0.00,1,189580.35368400000,2312506.20721000000,489,27,1,COB,
16234,WCMO,14794,27,1.87,0.00,1,190953.17171900000,2312249.48871000000,489,27,1,COB,
16235,WCMO,14796,27,2.82,0.00,1,190732.05470500000,2312243.90323000000,489,27,1,COB,
16238,WCMO,14799,27,3.86,0.00,1,191336.10428900000,2312095.92956000000,489,27,1,COB,
16240,WCMO,14801,27,0.98,0.00,1,190783.16555400000,2311762.26933000000,489,27,1,COB,
17119,TLMO,12243,27,0.00,0.00,1,190686.80470000000,2312450.15743000000,489,27,1,COB,
17124,TLMO,12248,27,1.22,0.00,1,190936.89360300000,2312540.46165000000,489,27,1,COB,
17177,TLMO,12696,27,1.22,0.00,1,190140.65838200000,2312695.20591000000,489,27,1,COB,
17445,AFMO,8428,28,0.00,0.00,1,176678.68974300000,2313127.06739000000,491,28,1,MAP,
17458,AFMO,8547,28,0.04,0.00,1,177602.22038700000,2312613.85218000000,491,28,1,MAP,
17469,AFMO,8634,28,0.00,0.00,1,177274.93520800000,2312203.19428000000,491,28,1,MAP,
17476,AFMO,8673,28,0.00,0.00,1,177253.09755000000,2312002.22710000000,491,28,1,MAP,
17497,AFMO,8805,28,0.00,0.00,1,178382.92091300000,2311457.84454000000,491,28,1,MAP,
17509,AFMO,8867,28,0.00,0.00,1,178069.95867600000,2311212.05813000000,491,28,1,MAP,
17522,AFMO,8996,28,0.00,0.00,1,177785.96450900000,2310597.56074000000,491,28,1,MAP,
17686,BFMO,1324,28,0.00,0.00,1,177494.98580800000,2312212.15618000000,491,28,1,MAP,
18018,WCMO,14589,28,0.43,0.00,1,178390.72388800000,2312819.93223000000,491,28,1,MAP,
18019,WCMO,14590,28,1.00,0.00,1,177813.39800400000,2312656.54695000000,491,28,1,MAP,
18020,WCMO,14591,28,1.79,0.00,1,178020.36762100000,2312687.20314000000,491,28,1,MAP,
18022,WCMO,14593,28,6.80,0.00,1,177375.82151800000,2311851.50432000000,491,28,1,MAP,
18023,WCMO,14594,28,2.16,0.00,1,178582.03165000000,2311545.29634000000,491,28,1,MAP,
18104,WCMO,15255,28,7.05,0.00,1,178189.19637800000,2311282.24984000000,491,28,1,MAP,
18105,WCMO,15256,28,5.67,0.00,1,177592.50493900000,2311155.84873000000,491,28,1,MAP,
18106,WCMO,15257,28,5.81,0.00,1,177685.12381500000,2310844.24526000000,491,28,1,MAP,
18108,WCMO,15259,28,0.60,0.00,1,178998.85620700000,2311324.94585000000,491,28,1,MAP,
18616,TLMO,12151,28,0.45,0.00,1,177463.62114500000,2313017.96984000000,491,28,1,MAP,
18640,TLMO,12319,28,0.45,0.00,1,176759.50430500000,2312753.30695000000,491,28,1,MAP,
18649,TLMO,12481,28,0.00,0.00,1,177109.32258400000,2311530.01399000000,491,28,1,MAP,
18662,TLMO,12525,28,0.45,0.00,1,179006.01749800000,2311487.31918000000,491,28,1,MAP,
18670,TLMO,12550,28,0.45,0.00,1,178025.40233300000,2312074.57193000000,491,28,1,MAP,
18671,TLMO,12551,28,0.00,0.00,1,177383.85199400000,2311350.96391000000,491,28,1,MAP,
18686,TLMO,12640,28,0.00,0.00,1,178571.23804500000,2310952.63030000000,491,28,1,MAP,
18732,TLMO,13077,28,0.45,0.00,1,178053.21392700000,2310915.54981000000,491,28,1,MAP,
18736,TLMO,13081,28,0.48,0.00,1,178990.39845800000,2311340.86356000000,491,28,1,MAP,
18744,TLMO,13121,28,0.45,0.00,1,177134.14155900000,2311860.92912000000,491,28,1,MAP,
13282,AFMO,8086,26,0.01,0.00,1,207573.04585400000,2315676.68389000000,492,26,1,LES,
13283,AFMO,8090,26,0.02,0.00,1,208176.58554500000,2315588.50445000000,492,26,1,LES,
13284,AFMO,8092,26,0.00,0.00,1,207940.03275400000,2315573.85844000000,492,26,1,LES,
13286,AFMO,8163,26,0.01,0.00,1,208269.23409300000,2315317.24775000000,492,26,1,LES,
13297,AFMO,8412,26,0.00,0.00,1,208394.84099400000,2314183.74321000000,492,26,1,LES,
13300,AFMO,8431,26,0.01,0.00,1,208512.34466100000,2314128.17570000000,492,26,1,LES,
13307,AFMO,8580,26,0.01,0.00,1,208430.37990400000,2313487.86468000000,492,26,1,LES,
13308,AFMO,8586,26,0.01,0.00,1,207978.51055000000,2313437.00400000000,492,26,1,LES,
13309,AFMO,8598,26,0.02,0.00,1,208142.76789200000,2313335.23274000000,492,26,1,LES,
13310,AFMO,8608,26,0.02,0.00,1,208941.09173900000,2313425.40753000000,492,26,1,LES,
13311,AFMO,8624,26,0.00,0.00,1,207984.46925000000,2313251.77495000000,492,26,1,LES,
13312,AFMO,8658,26,0.01,0.00,1,209001.30837800000,2313137.40324000000,492,26,1,LES,
13315,AFMO,8738,26,0.00,0.00,1,207785.30879200000,2312731.07622000000,492,26,1,LES,
13322,AFMO,9028,26,0.00,0.00,1,205861.59505000000,2311475.75520000000,492,26,1,LES,
13323,AFMO,9093,26,0.01,0.00,1,206315.60618600000,2311107.00826000000,492,26,1,LES,
13324,AFMO,9096,26,0.02,0.00,1,205125.51392400000,2311388.33304000000,492,26,1,LES,
13325,AFMO,9102,26,0.03,0.00,1,205738.11539400000,2311192.31778000000,492,26,1,LES,
13326,AFMO,9109,26,0.01,0.00,1,206635.89369500000,2311011.14104000000,492,26,1,LES,
13328,AFMO,9201,26,0.00,0.00,1,204597.06369800000,2310802.05083000000,492,26,1,LES,
13330,AFMO,9222,26,0.00,0.00,1,204522.68729000000,2310420.15852000000,492,26,1,LES,
13331,AFMO,9237,26,0.01,0.00,1,204317.92944800000,2310326.06098000000,492,26,1,LES,
13333,AFMO,9278,26,0.00,0.00,1,204457.26949200000,2310193.75570000000,492,26,1,LES,
13336,AFMO,9310,26,0.03,0.00,1,204765.00516100000,2310159.67854000000,492,26,1,LES,
13338,AFMO,9386,26,0.00,0.00,1,204316.05107000000,2309887.42810000000,492,26,1,LES,
13371,BFMO,236,26,0.02,0.00,1,206671.97831900000,2313056.20923000000,492,26,1,LES,
13991,WCMO,13502,26,1.87,0.00,1,207938.92193100000,2315470.55947000000,492,26,1,LES,
13995,WCMO,13506,26,2.53,0.00,1,207823.58495000000,2314721.97327000000,492,26,1,LES,
13997,WCMO,13508,26,5.34,0.00,1,208252.11307300000,2314324.54244000000,492,26,1,LES,
13998,WCMO,13509,26,1.76,0.00,1,207785.41720900000,2313843.10973000000,492,26,1,LES,
13999,WCMO,13510,26,1.37,0.00,1,208625.21493400000,2313770.22567000000,492,26,1,LES,
14001,WCMO,13624,26,5.34,0.00,1,207300.61600100000,2315997.20474000000,492,26,1,LES,
14002,WCMO,13626,26,0.59,0.00,1,207057.48284900000,2315976.60979000000,492,26,1,LES,
14003,WCMO,13629,26,0.63,0.00,1,207548.45147800000,2315806.50861000000,492,26,1,LES,
14004,WCMO,13631,26,0.75,0.00,1,207094.91367900000,2315638.94005000000,492,26,1,LES,
14015,WCMO,13653,26,0.70,0.00,1,207499.39977700000,2314065.34554000000,492,26,1,LES,
14017,WCMO,13655,26,5.35,0.00,1,207635.14400600000,2313975.28827000000,492,26,1,LES,
14020,WCMO,13660,26,0.27,0.00,1,207320.25181300000,2313696.76724000000,492,26,1,LES,
14028,WCMO,14217,26,1.01,0.00,1,205677.41958400000,2312506.22584000000,492,26,1,LES,
14033,WCMO,14222,26,0.20,0.00,1,204943.57667300000,2312014.01639000000,492,26,1,LES,
14034,WCMO,14223,26,2.18,0.00,1,205675.99103400000,2312140.51068000000,492,26,1,LES,
14036,WCMO,14428,26,0.71,0.00,1,207636.84453500000,2313520.69664000000,492,26,1,LES,
14037,WCMO,14429,26,1.36,0.00,1,207287.01833800000,2313432.22650000000,492,26,1,LES,
14038,WCMO,14430,26,0.70,0.00,1,206978.73146400000,2313247.14528000000,492,26,1,LES,
14039,WCMO,14431,26,0.51,0.00,1,205936.67118000000,2312874.23670000000,492,26,1,LES,
14041,WCMO,14433,26,0.64,0.00,1,205769.74449200000,2312045.41679000000,492,26,1,LES,
14042,WCMO,14434,26,0.34,0.00,1,205894.16300400000,2311852.96248000000,492,26,1,LES,
14043,WCMO,14435,26,4.44,0.00,1,206492.82938900000,2312465.09548000000,492,26,1,LES,
14044,WCMO,14771,26,1.67,0.00,1,207820.78843900000,2313534.96750000000,492,26,1,LES,
14045,WCMO,14772,26,2.77,0.00,1,208825.21337700000,2313095.95537000000,492,26,1,LES,
14046,WCMO,14773,26,0.34,0.00,1,209158.84146900000,2313043.22665000000,492,26,1,LES,
14052,WCMO,15330,26,0.40,0.00,1,204136.57070900000,2309580.16539000000,492,26,1,LES,
14054,WCMO,15526,26,2.24,0.00,1,209456.89066500000,2313227.64032000000,492,26,1,LES,
14059,WCMO,15533,26,2.25,0.00,1,203840.08973800000,2309406.16462000000,492,26,1,LES,
14063,WCMO,16017,26,2.16,0.00,1,205593.27271100000,2311522.29927000000,492,26,1,LES,
14066,WCMO,16020,26,0.78,0.00,1,206348.33720800000,2311374.81495000000,492,26,1,LES,
14067,WCMO,16021,26,0.68,0.00,1,205282.55822800000,2311261.88876000000,492,26,1,LES,
14068,WCMO,16022,26,2.17,0.00,1,206119.20881400000,2311319.99775000000,492,26,1,LES,
14069,WCMO,16023,26,0.65,0.00,1,204754.16343900000,2311035.93801000000,492,26,1,LES,
14070,WCMO,16024,26,1.95,0.00,1,205282.59925700000,2310951.48707000000,492,26,1,LES,
14071,WCMO,16025,26,0.93,0.00,1,206646.85477600000,2310999.47663000000,492,26,1,LES,
14072,WCMO,16026,26,2.00,0.00,1,205556.43142600000,2310882.44540000000,492,26,1,LES,
14074,WCMO,16028,26,0.74,0.00,1,204879.18545700000,2310655.21420000000,492,26,1,LES,
14075,WCMO,16029,26,1.19,0.00,1,204622.92096900000,2310583.79612000000,492,26,1,LES,
14076,WCMO,16030,26,1.73,0.00,1,205084.53194100000,2310571.91370000000,492,26,1,LES,
14077,WCMO,16031,26,0.63,0.00,1,204835.48834700000,2310418.01605000000,492,26,1,LES,
14079,WCMO,16033,26,2.15,0.00,1,204510.69337000000,2310353.60311000000,492,26,1,LES,
14080,WCMO,16034,26,1.65,0.00,1,205221.64284400000,2310098.47092000000,492,26,1,LES,
14081,WCMO,16035,26,1.80,0.00,1,204375.32547000000,2309788.54867000000,492,26,1,LES,
14588,TLMO,11385,26,0.28,0.00,1,207280.88356300000,2316174.31546000000,492,26,1,LES,
14609,TLMO,11721,26,0.34,0.00,1,207996.91636900000,2314763.28339000000,492,26,1,LES,
14610,TLMO,11747,26,0.00,0.00,1,208012.28320000000,2314642.16180000000,492,26,1,LES,
14611,TLMO,11798,26,0.00,0.00,1,207920.70606700000,2314552.77707000000,492,26,1,LES,
14618,TLMO,11917,26,0.28,0.00,1,208094.72457700000,2314719.79919000000,492,26,1,LES,
14621,TLMO,11966,26,0.28,0.00,1,207327.57180200000,2314876.15593000000,492,26,1,LES,
14624,TLMO,12066,26,0.00,0.00,1,208702.28320000000,2313232.16180000000,492,26,1,LES,
14627,TLMO,12365,26,0.28,0.00,1,205469.91482200000,2312319.71173000000,492,26,1,LES,
14629,TLMO,12444,26,0.00,0.00,1,206240.70606700000,2311641.54660000000,492,26,1,LES,
14631,TLMO,12451,26,0.28,0.00,1,206672.92919800000,2312665.97188000000,492,26,1,LES,
14632,TLMO,12452,26,0.00,0.00,1,206180.09080000000,2311612.16180000000,492,26,1,LES,
14633,TLMO,12460,26,0.00,0.00,1,206207.89843300000,2311582.16180000000,492,26,1,LES,
14634,TLMO,12537,26,0.00,0.00,1,205565.09080000000,2311387.16180000000,492,26,1,LES,
14637,TLMO,12675,26,0.28,0.00,1,208354.79120300000,2313085.39796000000,492,26,1,LES,
14639,TLMO,12769,26,0.28,0.00,1,209549.50925900000,2313209.65065000000,492,26,1,LES,
14640,TLMO,12810,26,0.00,0.00,1,206120.09080000000,2310412.16180000000,492,26,1,LES,
14641,TLMO,12815,26,0.00,0.00,1,206092.28320000000,2310382.16180000000,492,26,1,LES,
14642,TLMO,12822,26,0.00,0.00,1,206117.89843300000,2310352.16180000000,492,26,1,LES,
14643,TLMO,12826,26,0.34,0.00,1,205474.96345100000,2310345.93156000000,492,26,1,LES,
14644,TLMO,12827,26,0.00,0.00,1,206028.08886700000,2310335.44797000000,492,26,1,LES,
14645,TLMO,12828,26,0.00,0.00,1,206090.09080000000,2310322.16180000000,492,26,1,LES,
14647,TLMO,12851,26,0.47,0.00,1,206060.09080000000,2310294.35420000000,492,26,1,LES,
14648,TLMO,12852,26,0.44,0.00,1,206120.70606700000,2310291.54660000000,492,26,1,LES,
14650,TLMO,12863,26,0.95,0.00,1,203879.85431100000,2310262.25349000000,492,26,1,LES,
14653,TLMO,12941,26,0.00,0.00,1,204523.85870600000,2310127.03569000000,492,26,1,LES,
14654,TLMO,12957,26,0.00,0.00,1,204560.09080000000,2310084.35420000000,492,26,1,LES,
14655,TLMO,12964,26,0.00,0.00,1,205634.82657800000,2310075.40355000000,492,26,1,LES,
14656,TLMO,12979,26,0.00,0.00,1,206096.33896100000,2310098.42204000000,492,26,1,LES,
14657,TLMO,12987,26,0.00,0.00,1,205620.73899900000,2309995.57689000000,492,26,1,LES,
14658,TLMO,12996,26,0.28,0.00,1,206221.21954600000,2310162.98907000000,492,26,1,LES,
14659,TLMO,13034,26,0.00,0.00,1,204080.09080000000,2309902.16180000000,492,26,1,LES,
14660,TLMO,13043,26,0.00,0.00,1,204050.09080000000,2309872.16180000000,492,26,1,LES,
14662,TLMO,13152,26,0.28,0.00,1,203969.97706600000,2309733.94699000000,492,26,1,LES,
14664,TLMO,13359,26,0.28,0.00,1,203806.51507500000,2309312.16865000000,492,26,1,LES,
14668,TLMO,13772,26,0.28,0.00,1,205308.65462300000,2310783.69824000000,492,26,1,LES,
13319,AFMO,8843,26,0.00,0.00,1,203235.48874400000,2312136.88036000000,493,24,1,LES,
13320,AFMO,8948,26,0.00,0.00,1,203263.44091300000,2311651.31300000000,493,24,1,LES,
13321,AFMO,8988,26,0.00,0.00,1,203220.64445600000,2311522.45004000000,493,24,1,LES,
13327,AFMO,9166,26,0.00,0.00,1,202614.14982900000,2310625.45561000000,493,24,1,LES,
13329,AFMO,9204,26,0.01,0.00,1,203638.37800900000,2310489.34613000000,493,24,1,LES,
13332,AFMO,9272,26,0.00,0.00,1,202585.28762700000,2310149.83310000000,493,24,1,LES,
13334,AFMO,9291,26,0.00,0.00,1,202981.96352100000,2310051.76753000000,493,24,1,LES,
13335,AFMO,9304,26,0.00,0.00,1,202720.29104300000,2310014.52867000000,493,24,1,LES,
13337,AFMO,9382,26,0.01,0.00,1,203251.54546200000,2309794.48976000000,493,24,1,LES,
13394,ICMO,949,26,0.10,0.00,1,203107.29418700000,2311108.97622000000,493,24,1,LES,
13395,ICMO,950,26,0.10,0.00,1,203757.09867700000,2311501.09386000000,493,24,1,LES,
13396,ICMO,951,26,0.10,0.00,1,203867.96040000000,2312105.57585000000,493,24,1,LES,
14031,WCMO,14220,26,0.70,0.00,1,203936.22544500000,2312018.93790000000,493,24,1,LES,
14032,WCMO,14221,26,0.63,0.00,1,204304.73388100000,2312026.22652000000,493,24,1,LES,
14035,WCMO,14224,26,1.32,0.00,1,203303.62826400000,2312010.08083000000,493,24,1,LES,
14047,WCMO,14958,26,0.37,0.00,1,202055.88191600000,2311935.82259000000,493,24,1,LES,
14048,WCMO,14959,26,0.96,0.00,1,202214.22075500000,2312076.07945000000,493,24,1,LES,
14049,WCMO,14965,26,2.29,0.00,1,202153.74347500000,2311537.92514000000,493,24,1,LES,
14050,WCMO,14966,26,0.54,0.00,1,202425.78657500000,2311009.80364000000,493,24,1,LES,
14051,WCMO,14975,26,2.38,0.00,1,202700.80606300000,2310614.21949000000,493,24,1,LES,
14055,WCMO,15527,26,5.29,0.00,1,203084.57990300000,2310380.87078000000,493,24,1,LES,
