ID,Label,Cost,NitRed,SedRed
448,Sub075 ISO-P-L,947481.072,0,0
449,Sub075 ISO-M-S,145727.7119,0,0
450,Sub075 ISO-M-M,430688.6806,0,0
451,Sub075 ISO-M-L,715498.0623,0,0
452,Sub076 ISO-P-S,212459.8656,0,0
453,Sub076 ISO-P-M,630134.5966,0,0
454,Sub076 ISO-P-L,1047640.222,0,0
455,Sub076 ISO-M-S,160701.344,0,0
456,Sub076 ISO-M-M,474859.0318,0,0
457,Sub076 ISO-M-L,788847.6141,0,0
458,Sub077 ISO-P-S,317208.812,-59.3147,-10.486
459,Sub077 ISO-P-M,940571.73,0,0
460,Sub077 ISO-P-L,1563676.62,0,0
461,Sub077 ISO-M-S,238233.6247,0,0
462,Sub077 ISO-M-M,703646.168,0,0
463,Sub077 ISO-M-L,1168800.683,0,0
464,Sub078 ISO-P-S,383098.9007,0,0
465,Sub078 ISO-P-M,1135945.426,0,0
466,Sub078 ISO-P-L,1888480.318,0,0
467,Sub078 ISO-M-S,287716.9378,0,0
468,Sub078 ISO-M-M,849799.5368,0,0
469,Sub078 ISO-M-L,1411570.504,0,0
470,Sub079 ISO-P-S,412422.6905,0,0
471,Sub079 ISO-P-M,1222750.03,0,0
472,Sub079 ISO-P-L,2032738.505,0,0
473,Sub079 ISO-M-S,308705.3228,0,0
474,Sub079 ISO-M-M,911597.9273,0,0
475,Sub079 ISO-M-L,1514151.666,0,0
476,Sub080 ISO-P-S,480178.8182,170.0796,13.845
477,Sub080 ISO-P-M,1423377.407,170.0796,13.845
478,Sub080 ISO-P-L,2366175.487,170.0796,13.845
479,Sub080 ISO-M-S,357594.0136,170.0796,13.845
480,Sub080 ISO-M-M,1055622.993,170.0796,13.845
481,Sub080 ISO-M-L,1753251.464,170.0796,13.845
482,Sub081 ISO-P-S,339788.6179,2.969100002,0.9552
483,Sub081 ISO-P-M,1007228.475,9.853700001,3.3572
484,Sub081 ISO-P-L,1674385.033,10.3512,3.9079
485,Sub081 ISO-M-S,253078.7802,10148.8394,300.8089
486,Sub081 ISO-M-M,747098.9616,9.853700001,3.3572
487,Sub081 ISO-M-L,1240835.845,10.3512,3.9079
488,Sub082 ISO-P-S,159762.7039,0,0
489,Sub082 ISO-P-M,473579.0388,0,0
490,Sub082 ISO-P-L,787262.1183,0,0
491,Sub082 ISO-M-S,118976.8985,0,0
492,Sub082 ISO-M-M,351221.6226,0,0
493,Sub082 ISO-M-L,583333.0913,0,0
494,Sub083 ISO-P-S,257324.3104,3.590100002,1.4583
495,Sub083 ISO-P-M,762777.5234,5.562000003,1.9215
496,Sub083 ISO-P-L,1268016.107,5.562000003,1.9215
497,Sub083 ISO-M-S,191632.0118,3.590100002,1.4583
498,Sub083 ISO-M-M,565700.6276,5.562000003,1.9215
499,Sub083 ISO-M-L,939554.6134,5.562000003,1.9215
500,Sub084 ISO-P-S,294616.2993,2.967400003,0.4029
501,Sub084 ISO-P-M,873320.872,2.967400003,0.4029
502,Sub084 ISO-P-L,1451779.71,2.967400003,0.4029
503,Sub084 ISO-M-S,219403.7324,2.967400003,0.4029
504,Sub084 ISO-M-M,647683.1713,2.967400003,0.4029
505,Sub084 ISO-M-L,1075716.876,2.967400003,0.4029
506,Sub085 ISO-P-S,153499.2083,79.0077,15.0428
507,Sub085 ISO-P-M,455015.9853,99.4718,19.4844
508,Sub085 ISO-P-L,756404.8153,121.5962,21.4532
509,Sub085 ISO-M-S,114338.1924,79.0077,-1746.5496
510,Sub085 ISO-M-M,337532.9374,99.4718,19.4844
511,Sub085 ISO-M-L,560599.7356,121.5962,21.4532
512,Sub086 ISO-P-S,287119.0441,10180.0541,307.8106
513,Sub086 ISO-P-M,851234.8005,32.2131,7.9259
514,Sub086 ISO-P-L,1415114.292,32.2131,7.9259
515,Sub086 ISO-M-S,214804.77,32.2131,7.9259
516,Sub086 ISO-M-M,634291.9782,32.2131,7.9259
517,Sub086 ISO-M-L,1053542.921,32.2131,7.9259
518,Sub087 ISO-P-S,173739.4257,378.2265,102.2627
519,Sub087 ISO-P-M,515033.377,378.2265,102.2627
520,Sub087 ISO-P-L,856182.9666,378.2265,102.2627
521,Sub087 ISO-M-S,129554.2942,378.2265,102.2627
522,Sub087 ISO-M-M,382477.9825,378.2265,102.2627
523,Sub087 ISO-M-L,635257.3091,378.2265,102.2627
524,Sub088 ISO-P-S,94509.3761,10.1823,2.8263
525,Sub088 ISO-P-M,280186.396,34.9567,8.4627
526,Sub088 ISO-P-L,465785.4165,61.1048,14.0587
527,Sub088 ISO-M-S,70635.929,10.1823,2.8263
528,Sub088 ISO-M-M,208566.0547,34.9567,8.4627
529,Sub088 ISO-M-L,346418.1809,61.1048,14.0587
530,Sub089 ISO-P-S,330137.8496,161.4258,16.7879
531,Sub089 ISO-P-M,978616.1709,321.2593,42.2138
532,Sub089 ISO-P-L,1626819.13,481.6234,67.4765
533,Sub089 ISO-M-S,245856.9896,161.1762,16.9968
534,Sub089 ISO-M-M,725773.5907,317.9941,42.0338
535,Sub089 ISO-M-L,1205414.829,471.9669,66.9968
536,Sub090 ISO-P-S,369684.654,37.8722,1.9837
537,Sub090 ISO-P-M,1096019.244,77.3139,3.4123
538,Sub090 ISO-P-L,1822049.59,114.7996,4.7392
539,Sub090 ISO-M-S,276564.1941,37.8823,1.984
540,Sub090 ISO-M-M,816657.8639,77.3537,3.4133
541,Sub090 ISO-M-L,1356447.29,114.8358,4.7404
542,Sub091 ISO-P-S,149260.3915,0,0
543,Sub091 ISO-P-M,442551.6042,0,0
544,Sub091 ISO-P-L,735720.7536,0,0
545,Sub091 ISO-M-S,111900.1677,0,0
546,Sub091 ISO-M-M,330470.9329,0,0
547,Sub091 ISO-M-L,548919.6347,0,0
548,Sub092 ISO-P-S,278025.876,111.7916,9.8916
549,Sub092 ISO-P-M,824336.5583,111.7916,9.8916
550,Sub092 ISO-P-L,1370419.874,111.7916,9.8916
551,Sub092 ISO-M-S,208435.3514,111.8012,9.8447
552,Sub092 ISO-M-M,615564.9846,111.7916,9.8916
553,Sub092 ISO-M-L,1022467.252,111.7916,9.8916
554,Sub093 ISO-P-S,310085.4797,9157.091,780.9026
555,Sub093 ISO-P-M,920121.7007,10873.6412,912.6544
556,Sub093 ISO-P-L,1529921.367,11799.8543,1004.3254
557,Sub093 ISO-M-S,237682.5729,7013.8828,599.6033
558,Sub093 ISO-M-M,702912.9805,8159.9822,704.8458
559,Sub093 ISO-M-L,1167906.833,8848.9141,764.2687
560,Sub094 ISO-P-S,293617.5705,6071.0208,1335.5586
561,Sub094 ISO-P-M,870746.5612,8019.226,1826.7207
562,Sub094 ISO-P-L,1447639.664,8958.4009,2016.4403
563,Sub094 ISO-M-S,221418.8967,3048.4129,810.1663
564,Sub094 ISO-M-M,654150.5397,3679.4171,1068.1414
565,Sub094 ISO-M-L,1086646.295,4336.1604,1239.8676
566,Sub095 ISO-P-S,160870.2651,9983.8719,1448.7612
567,Sub095 ISO-P-M,477506.01,9941.1068,1420.9637
568,Sub095 ISO-P-L,794022.6042,9967.3934,1412.1452
569,Sub095 ISO-M-S,124401.5104,6665.3754,931.9867
570,Sub095 ISO-M-M,368099.7461,7030.8893,998.6411
571,Sub095 ISO-M-L,611678.8311,7380.5393,1062.6246
572,Sub096 ISO-P-S,245872.7738,12184.3687,3307.9457
573,Sub096 ISO-P-M,729944.4111,12969.0418,3566.073
574,Sub096 ISO-P-L,1213836.932,13950.1413,4026.3555
575,Sub096 ISO-M-S,191050.1045,7619.3928,2613.4137
576,Sub096 ISO-M-M,565476.4032,8539.2582,2846.3838
577,Sub096 ISO-M-L,939723.5851,9457.4271,3049.4085
578,Sub097 ISO-P-S,205735.7386,3772.3225,750.5557
579,Sub097 ISO-P-M,610135.4056,4594.4188,974.0218
580,Sub097 ISO-P-L,1014370.01,4578.9665,953.9836
581,Sub097 ISO-M-S,155214.4917,1409.4955,359.802
582,Sub097 ISO-M-M,458571.6648,1603.0689,449.6712
583,Sub097 ISO-M-L,761763.7748,1890.915,522.1141
584,Sub098 ISO-P-S,205434.1727,5925.7814,1575.2734
585,Sub098 ISO-P-M,609291.8497,7213.864,-4480.8823
586,Sub098 ISO-P-L,1012985.891,8189.7081,2366.519
587,Sub098 ISO-M-S,155349.7251,4486.3059,1520.7276
588,Sub098 ISO-M-M,459038.507,5935.6914,1909.4427
589,Sub098 ISO-M-L,762563.6529,6590.3655,2018.2364
590,Sub099 ISO-P-S,146909.494,8640.7685,1180.8488
591,Sub099 ISO-P-M,436045.2786,8781.5827,1206.7407
592,Sub099 ISO-P-L,725071.7525,8494.2047,1183.0068
593,Sub099 ISO-M-S,113452.5327,5524.555,931.842
594,Sub099 ISO-M-M,335674.3947,6316.9027,1042.5325
595,Sub099 ISO-M-L,557786.9461,7077.3975,1129.2208
596,Sub100 ISO-P-S,248975.5444,7818.3237,1773.3841
597,Sub100 ISO-P-M,738525.0247,9581.8624,2249.398
598,Sub100 ISO-P-L,1227878.403,9581.8624,2249.398
599,Sub100 ISO-M-S,188954.1746,5214.1353,1390.7787
600,Sub100 ISO-M-M,558460.9152,5908.3608,1700.9652
601,Sub100 ISO-M-L,927771.554,6958.1246,1871.4403
602,Sub101 ISO-P-S,276515.2189,2962.7332,335.501
603,Sub101 ISO-P-M,820107.928,3836.8698,436.0988
604,Sub101 ISO-P-L,1363480.351,4537.3906,520.0514
605,Sub101 ISO-M-S,209091.7729,2263.8467,270.8272
606,Sub101 ISO-M-M,617837.5902,2924.5183,351.1596
607,Sub101 ISO-M-L,1026363.122,3388.0374,414.491
608,Sub102 ISO-P-S,165314.3966,2699.5311,464.1171
609,Sub102 ISO-P-M,490258.8768,3818.3422,674.8593
610,Sub102 ISO-P-L,815070.6796,4457.5276,804.7052
611,Sub102 ISO-M-S,124705.477,2385.9829,426.1376
612,Sub102 ISO-M-M,368432.1182,3179.4197,589.8846
613,Sub102 ISO-M-L,612026.0818,3647.1098,697.7744
614,Sub103 ISO-P-S,189251.7519,3076.5015,563.9514
615,Sub103 ISO-P-M,561130.2113,3076.5015,563.9514
616,Sub103 ISO-P-L,932854.0355,3076.5015,563.9514
617,Sub103 ISO-M-S,141922.2144,-179658.2066,-82198.1022
618,Sub103 ISO-M-M,419141.5988,2992.4754,553.6466
619,Sub103 ISO-M-L,696206.348,3073.8231,563.5831
620,Sub104 ISO-P-S,146475.443,1806.6132,261.3266
621,Sub104 ISO-P-M,434819.8643,2097.8103,304.0931
622,Sub104 ISO-P-L,723056.7661,2097.8103,304.0931
623,Sub104 ISO-M-S,113566.7057,1426.0426,214.2177
624,Sub104 ISO-M-M,336093.6523,1682.4503,254.6379
625,Sub104 ISO-M-L,558513.0795,1785.5968,268.5821
626,Sub105 ISO-P-S,334051.4625,3799.0426,593.2563
627,Sub105 ISO-P-M,991710.209,3924.872,613.442
628,Sub105 ISO-P-L,1649125.178,3924.872,613.442
629,Sub105 ISO-M-S,259437.9038,3187.1973,529.3788
630,Sub105 ISO-M-M,767869.5329,3448.4716,565.2572
631,Sub105 ISO-M-L,1276057.385,3624.869,584.6385
632,Sub106 ISO-P-S,342590.634,8155.7716,1026.6249
633,Sub106 ISO-P-M,1016742.04,9686.8883,1218.129
634,Sub106 ISO-P-L,1690635.998,9686.8883,1218.129
635,Sub106 ISO-M-S,263792.9354,7098.2264,928.3221
636,Sub106 ISO-M-M,780348.9443,8406.195,1105.7069
637,Sub106 ISO-M-L,1296647.505,8867.8407,1149.0697
638,Sub107 ISO-P-S,284269.4832,1944.0883,412.0838
639,Sub107 ISO-P-M,843730.8092,3031.4711,730.4339
640,Sub107 ISO-P-L,1402980.254,4137.7463,1045.3702
641,Sub107 ISO-M-S,219418.5184,1742.7848,379.7267
642,Sub107 ISO-M-M,649177.9146,2545.4402,652.9289
643,Sub107 ISO-M-L,1078725.43,-37914.4291,-10933.7914
644,Sub108 ISO-P-S,296393.0004,455.8083,79.8973
645,Sub108 ISO-P-M,879023.7421,455.8083,79.8973
646,Sub108 ISO-P-L,1461417.45,455.8083,79.8973
647,Sub108 ISO-M-S,223843.4917,455.8083,79.8973
648,Sub108 ISO-M-M,661375.216,455.8083,79.8973
649,Sub108 ISO-M-L,1098669.906,455.8083,79.8973
650,Sub109 ISO-P-S,147249.164,273.8312,50.939
651,Sub109 ISO-P-M,436500.8191,273.8312,50.939
652,Sub109 ISO-P-L,725630.0116,273.8312,50.939
653,Sub109 ISO-M-S,109766.7585,273.8312,50.939
654,Sub109 ISO-M-M,324053.6026,273.8312,50.939
655,Sub109 ISO-M-L,538217.9841,273.8312,50.939
656,Sub110 ISO-P-S,194523.7363,3170.3801,764.866
657,Sub110 ISO-P-M,576853.5456,3170.3801,764.866
658,Sub110 ISO-P-L,959026.5579,3170.3801,764.866
659,Sub110 ISO-M-S,146532.5261,2954.5762,721.6814
660,Sub110 ISO-M-M,432879.9148,3056.5372,741.6871
661,Sub110 ISO-M-L,719070.5065,3134.1116,757.5614
662,Sub111 ISO-P-S,363746.0096,5465.4569,893.8125
663,Sub111 ISO-P-M,1079885.213,7481.9929,1282.9836
664,Sub111 ISO-P-L,1795759.431,9661.1521,1696.5387
665,Sub111 ISO-M-S,282641.1163,3799.657,702.7101
666,Sub111 ISO-M-M,836570.5332,4746.0829,958.3855
667,Sub111 ISO-M-L,1390234.964,5681.5563,1197.4623
668,Sub112 ISO-P-S,149423.0638,1280.6215,310.9207
669,Sub112 ISO-P-M,443605.5731,1966.309,522.6942
670,Sub112 ISO-P-L,737679.2289,2817.575,737.3859
671,Sub112 ISO-M-S,116106.0202,1064.1687,262.1086
672,Sub112 ISO-M-M,343654.4424,1736.5035,476.9538
673,Sub112 ISO-M-L,571094.0111,2340.7598,675.1884
674,Sub113 ISO-P-S,201437.0734,4262.1862,528.2604
675,Sub113 ISO-P-M,597098.766,4262.1862,528.2604
676,Sub113 ISO-P-L,992592.1127,4262.1862,528.2604
677,Sub113 ISO-M-S,149911.0608,4258.219,528.1009
678,Sub113 ISO-M-M,442520.7283,4262.1862,528.2604
679,Sub113 ISO-M-L,734962.0499,4262.1862,528.2604
680,Sub114 ISO-P-S,458257.8902,14580.9472,3171.3809
681,Sub114 ISO-P-M,1358971.775,14580.9472,3171.3809
682,Sub114 ISO-P-L,2259316.829,14580.9472,3171.3809
683,Sub114 ISO-M-S,345368.6272,13554.3473,2961.9707
684,Sub114 ISO-M-M,1020303.987,13877.7207,3033.8815
685,Sub114 ISO-M-L,1694870.514,14209.7887,3095.8354
686,Sub115 ISO-P-S,311116.376,466.5913,48.5075
687,Sub115 ISO-P-M,922099.5772,466.5913,48.5075
688,Sub115 ISO-P-L,1532820.203,466.5913,48.5075
689,Sub115 ISO-M-S,230749.2115,466.5913,48.5075
690,Sub115 ISO-M-M,680998.0836,466.5913,48.5075
691,Sub115 ISO-M-L,1130984.38,466.5913,48.5075
692,Sub116 ISO-P-S,358927.8992,1067.7527,108.1088
693,Sub116 ISO-P-M,1063805.346,1067.7527,108.1088
694,Sub116 ISO-P-L,1768379.866,1067.7527,108.1088
695,Sub116 ISO-M-S,266210.1262,-896.7712,-68.231
696,Sub116 ISO-M-M,785652.0273,973.3481,99.8591
697,Sub116 ISO-M-L,1304791.001,1067.7527,108.1088
698,Sub117 ISO-P-S,118364.0458,-186659.0183,-69275.6625
699,Sub117 ISO-P-M,350812.2522,350.4432,102.6575
700,Sub117 ISO-P-L,583160.5618,572.791,168.3377
701,Sub117 ISO-M-S,87788.4044,137.2878,36.9487
702,Sub117 ISO-M-M,259085.328,350.4432,102.6575
703,Sub117 ISO-M-L,430282.3549,572.791,168.3377
704,Sub118 ISO-P-S,411695.506,393.326,46.6903
705,Sub118 ISO-P-M,1220684.527,653.5931,83.8309
706,Sub118 ISO-P-L,2029337.391,909.0928,121.491
707,Sub118 ISO-M-S,308807.2023,393.326,46.6903
708,Sub118 ISO-M-M,912019.6157,653.5931,83.8309
709,Sub118 ISO-M-L,1514895.872,887.8006,120.0749
710,Sub119 ISO-P-S,175178.6968,38.6309,9.9608
711,Sub119 ISO-P-M,519201.8638,106.6163,27.4603
712,Sub119 ISO-P-L,863077.1835,176.372,44.8885
713,Sub119 ISO-M-S,129926.7711,38.6309,9.9608
714,Sub119 ISO-M-M,383446.0865,106.6163,27.4603
715,Sub119 ISO-M-L,636817.5548,176.372,44.8885
716,Sub120 ISO-P-S,301814.2339,191.1217,83.1183
717,Sub120 ISO-P-M,894529.5038,464.0384,206.3207
718,Sub120 ISO-P-L,1486990.049,735.7839,329.4085
719,Sub120 ISO-M-S,223849.9862,191.1217,83.1183
720,Sub120 ISO-M-M,660636.7609,464.0384,206.3207
721,Sub120 ISO-M-L,1097168.811,735.7839,329.4085
722,Sub121 ISO-P-S,230524.1636,1544.6602,188.0945
723,Sub121 ISO-P-M,683237.0462,1544.6602,188.0945
724,Sub121 ISO-P-L,1135755.371,1544.6602,188.0945
725,Sub121 ISO-M-S,170975.4712,1236.5228,172.0963
726,Sub121 ISO-M-M,504590.969,1435.7545,182.6903
727,Sub121 ISO-M-L,838011.9092,1544.6602,188.0945
728,Sub122 ISO-P-S,283235.1691,1229.8163,233.4905
729,Sub122 ISO-P-M,839471.045,1778.1162,383.2593
730,Sub122 ISO-P-L,1395468.038,2340.7761,532.1383
731,Sub122 ISO-M-S,210119.8312,1229.8163,233.4905
732,Sub122 ISO-M-M,620125.0314,1778.1162,383.2593
733,Sub122 ISO-M-L,1029891.349,2241.1839,525.3348
734,Sub123 ISO-P-S,122897.5902,37.1193,6.0192
735,Sub123 ISO-P-M,364248.9586,88.1724,15.1979
736,Sub123 ISO-P-L,605496.604,135.2934,24.2931
737,Sub123 ISO-M-S,91150.8497,37.1193,6.0192
738,Sub123 ISO-M-M,269008.7371,88.1724,15.1979
739,Sub123 ISO-M-L,446762.9015,135.2934,24.2931
740,Sub124 ISO-P-S,388280.2237,145.2753,20.2609
741,Sub124 ISO-P-M,1150800.979,266.1054,41.9001
742,Sub124 ISO-P-L,1912994.034,382.9526,63.4026
743,Sub124 ISO-M-S,287980.1977,145.2753,20.2609
744,Sub124 ISO-M-M,849900.901,266.1054,41.9001
745,Sub124 ISO-M-L,1411493.904,382.9526,63.4026
746,Sub125 ISO-P-S,282900.4055,62.1611,15.5966
747,Sub125 ISO-P-M,838471.9971,121.2283,30.0035
748,Sub125 ISO-P-L,1393804.829,174.9526,44.4016
749,Sub125 ISO-M-S,209822.5222,62.1611,15.5966
750,Sub125 ISO-M-M,619238.3472,121.2283,30.0035
751,Sub125 ISO-M-L,1028415.412,174.9526,44.4016
752,Sub126 ISO-P-S,332417.3792,112.7651,29.482
753,Sub126 ISO-P-M,985908.0267,342.2236,78.4792
754,Sub126 ISO-P-L,1639133.891,399.1754,128.152
755,Sub126 ISO-M-S,251374.6754,112.7651,29.482
756,Sub126 ISO-M-M,742779.9155,342.2236,78.4792
757,Sub126 ISO-M-L,1233920.373,399.1754,128.152
758,Sub127 ISO-P-S,263674.9772,354.4589,115.4743
759,Sub127 ISO-P-M,782026.7315,689.8448,164.699
760,Sub127 ISO-P-L,1300168.459,1047.0248,258.7435
761,Sub127 ISO-M-S,199391.536,332.4696,85.4813
762,Sub127 ISO-M-M,589176.4077,673.5019,172.5701
763,Sub127 ISO-M-L,978751.2525,1020.8105,265.9219
764,Sub128 ISO-P-S,167232.6484,85373.3189,5933.1572
765,Sub128 ISO-P-M,495756.5464,586.5442,282.4642
766,Sub128 ISO-P-L,824141.7662,977.0933,470.7202
767,Sub128 ISO-M-S,124787.0982,205.3672,107.8678
768,Sub128 ISO-M-M,368419.8958,581.7262,298.1404
769,Sub128 ISO-M-L,611914.0152,953.9378,482.3346
770,Sub129 ISO-P-S,303220.0952,80.7824,125.7646
771,Sub129 ISO-P-M,899014.2528,245.8701,377.1929
772,Sub129 ISO-P-L,1494559.921,410.66,628.2977
773,Sub129 ISO-M-S,227164.4836,80.7824,125.7646
774,Sub129 ISO-M-M,670847.418,245.8701,377.1929
775,Sub129 ISO-M-L,1114281.863,410.66,628.2977
776,Sub130 ISO-P-S,409843.4707,840.663,243.3781
777,Sub130 ISO-P-M,1215423.297,1492.5211,416.2397
778,Sub130 ISO-P-L,2020673.849,2142.8312,587.5475
779,Sub130 ISO-M-S,309061.7735,825.7605,236.717
780,Sub130 ISO-M-M,913078.2055,1404.0136,378.5072
781,Sub130 ISO-M-L,1516765.363,1898.6789,501.0088
782,Sub131 ISO-P-S,318573.1751,230.6304,357.3251
783,Sub131 ISO-P-M,944776.6295,693.8115,1071.7005
784,Sub131 ISO-P-L,1570724.666,1161.1626,1785.7987
785,Sub131 ISO-M-S,240396.7636,230.6304,357.3251
786,Sub131 ISO-M-M,710247.395,693.8115,1071.7005
787,Sub131 ISO-M-L,1179842.608,1161.1626,1785.7987
788,Sub132 ISO-P-S,255589.7381,758.4004,287.3537
789,Sub132 ISO-P-M,757989.2722,1676.3233,554.7791
790,Sub132 ISO-P-L,1260183.874,7816120.811,275652.0672
791,Sub132 ISO-M-S,192865.5409,744.9823,276.2445
792,Sub132 ISO-M-M,569816.6808,1631.0055,516.3662
793,Sub132 ISO-M-L,946562.888,2513.3657,737.0867
794,Sub133 ISO-P-S,175946.7224,2230.6082,743.8281
795,Sub133 ISO-P-M,521835.7908,4354.1579,1327.2558
796,Sub133 ISO-P-L,867584.7109,6090.2146,2044.2875
797,Sub133 ISO-M-S,133051.2573,1281.8617,533.3272
798,Sub133 ISO-M-M,393149.3953,2106.6948,904.517
799,Sub133 ISO-M-L,653107.3853,2813.3862,1217.0437
800,Sub134 ISO-P-S,250446.0844,278.552,104.4157
801,Sub134 ISO-P-M,742817.8556,838.0227,313.2159
802,Sub134 ISO-P-L,1234990.752,1384.3607,521.96
803,Sub134 ISO-M-S,189576.0814,278.552,104.4157
804,Sub134 ISO-M-M,560207.8468,838.0227,313.2159
805,Sub134 ISO-M-L,930640.7376,1384.3607,521.96
806,Sub135 ISO-P-S,185496.86,965212.7633,46783.9346
807,Sub135 ISO-P-M,550060.1785,2704.9079,329.8458
808,Sub135 ISO-P-L,914473.4049,3029.616,370.7573
809,Sub135 ISO-M-S,139557.8575,1831.0636,253.765
810,Sub135 ISO-M-M,412243.1709,1966.6667,272.0202
811,Sub135 ISO-M-L,684778.3924,2118.7019,285.6878
812,Sub136 ISO-P-S,343475.5049,7883.145,1585.3969
813,Sub136 ISO-P-M,1018519.653,10595.2105,2138.4975
814,Sub136 ISO-P-L,1693285.883,13307.8559,2635.1811
815,Sub136 ISO-M-S,258412.4904,4214.0089,909.6215
816,Sub136 ISO-M-M,763330.6097,5303.0307,1206.2802
817,Sub136 ISO-M-L,1267970.811,6334.7635,1476.2444
818,Sub137 ISO-P-S,321136.6439,9109.9929,1604.9265
819,Sub137 ISO-P-M,952279.487,12281.9261,2344.4636
820,Sub137 ISO-P-L,1583162.534,15959.3634,3011.4251
821,Sub137 ISO-M-S,241620.3775,5013.0704,1188.7468
822,Sub137 ISO-M-M,713730.6877,5688.1848,1608.9454
823,Sub137 ISO-M-L,1185581.202,6437.9627,1995.4266
824,Sub138 ISO-P-S,196154.7966,2446.0684,1382.6522
825,Sub138 ISO-P-M,581671.8802,3547.2942,2470.3885
826,Sub138 ISO-P-L,967030.4199,4717.3531,3526.6875
827,Sub138 ISO-M-S,147628.8825,2374.2703,1352.6387
828,Sub138 ISO-M-M,436094.1378,3139.6318,2301.9382
829,Sub138 ISO-M-L,724400.8492,3783.9094,3186.5583
830,Sub139 ISO-P-S,262567.8267,1234.699,704.8757
831,Sub139 ISO-P-M,778540.3989,2301.1896,1377.647
832,Sub139 ISO-P-L,1294299.096,3497.1606,2127.4114
833,Sub139 ISO-M-S,197106.4699,1113.4025,664.5049
834,Sub139 ISO-M-M,582156.3285,1937.6318,1302.9074
835,Sub139 ISO-M-L,966992.3115,2623.6677,1900.2738
836,Sub140 ISO-P-S,445135.8246,6203.0682,1304.7424
837,Sub140 ISO-P-M,1320169.897,7647.6977,1680.5384
838,Sub140 ISO-P-L,2194848.309,7703.2392,1700.0284
839,Sub140 ISO-M-S,336278.07,5044.5037,1147.0108
840,Sub140 ISO-M-M,993596.6331,5790.1318,1430.356
841,Sub140 ISO-M-L,1650559.536,6404.8733,1533.7428
842,Sub141 ISO-P-S,161286.2384,458.2898,272.0992
843,Sub141 ISO-P-M,478198.1242,634.9034,412.0306
844,Sub141 ISO-P-L,794977.8862,713.9279,490.697
845,Sub141 ISO-M-S,120846.7889,442.3304,261.6078
846,Sub141 ISO-M-M,356879.7758,596.6577,388.0865
847,Sub141 ISO-M-L,592780.6389,671.0437,464.6892
848,Sub142 ISO-P-S,278855.2517,1352.2236,182.1249
849,Sub142 ISO-P-M,826899.0079,2289.1034,315.2264
850,Sub142 ISO-P-L,1374717.133,3267.1014,471.8158
851,Sub142 ISO-M-S,209795.6886,1204.998,168.0853
852,Sub142 ISO-M-M,619720.3187,1946.764,284.1248
853,Sub142 ISO-M-L,1029419.317,2675.3741,421.5076
854,Sub143 ISO-P-S,210632.6473,2068.6302,262.9688
855,Sub143 ISO-P-M,624596.1874,3074.1244,380.0137
856,Sub143 ISO-P-L,1038389.297,4080.485,521.2272
857,Sub143 ISO-M-S,158468.6715,1431.5173,189.8983
858,Sub143 ISO-M-M,468104.2601,1993.3011,274.2677
859,Sub143 ISO-M-L,777569.4185,2506.6803,354.0166
860,Sub144 ISO-P-S,175387.4761,4963.2922,871.8734
861,Sub144 ISO-P-M,520052.9631,6826.3819,1378.6884
862,Sub144 ISO-P-L,864575.8491,8814.0858,1876.1545
863,Sub144 ISO-M-S,131741.2536,3928.384,758.5529
864,Sub144 ISO-M-M,389114.2955,4611.4091,1115.0602
865,Sub144 ISO-M-L,646344.7365,4956.3577,1418.6425
866,Sub145 ISO-P-S,263290.9589,2599.989,964.1868
867,Sub145 ISO-P-M,780611.7862,4222.8678,1566.9792
868,Sub145 ISO-P-L,1297716.45,5903.7948,2198.8316
869,Sub145 ISO-M-S,197129.4206,2256.2597,870.107
870,Sub145 ISO-M-M,582127.1712,3146.9101,1339.6107
871,Sub145 ISO-M-L,966908.7588,4043.119,1766.6664
872,Sub146 ISO-P-S,134461.3435,2039.8248,421.7435
873,Sub146 ISO-P-M,398795.3884,2428.7063,500.6186
874,Sub146 ISO-P-L,663022.3299,2704.9191,552.5695
875,Sub146 ISO-M-S,101679.9322,1577.1736,344.8148
876,Sub146 ISO-M-M,300451.1546,1716.0379,457.816
877,Sub146 ISO-M-L,499115.2735,1916.8962,537.7757
878,Sub147 ISO-P-S,120856.2113,2276.2383,430.1711
879,Sub147 ISO-P-M,358439.3729,2463.374,512.9893
880,Sub147 ISO-P-L,595926.1534,2463.374,512.9893
881,Sub147 ISO-M-S,91356.6332,1899.5623,372.6942
882,Sub147 ISO-M-M,269940.6384,1981.8345,444.1971
883,Sub147 ISO-M-L,448428.2626,2114.0199,463.853
884,Sub148 ISO-P-S,316255.091,2897.9506,1090.1439
885,Sub148 ISO-P-M,937972.7183,3261.081,1300.9706
886,Sub148 ISO-P-L,1559438.437,3261.081,1300.9706
887,Sub148 ISO-M-S,239152.7214,2556.8355,1017.0195
888,Sub148 ISO-M-M,706665.6094,2927.2087,1228.9168
889,Sub148 ISO-M-L,1173926.588,3153.4533,1279.4902
890,Sub149 ISO-P-S,196396.3349,1272.2999,343.0024
891,Sub149 ISO-P-M,582474.2721,1599.249,532.4205
892,Sub149 ISO-P-L,968395.4808,2160.3868,735.8488
893,Sub149 ISO-M-S,148426.0626,1166.4407,331.6113
894,Sub149 ISO-M-M,438563.4553,1212.1956,469.024
895,Sub149 ISO-M-L,728544.1195,1266.9189,586.7671
896,Sub150 ISO-P-S,218258.2814,275.7915,130.7265
897,Sub150 ISO-P-M,647326.5388,583.7161,231.3079
