"MOs","MOsID","Subbasin","SED_BCR","Duck_BCR","Zone","coords_x1","coords_x2","coords.x1","coords.x2","coords.x3","SED_BCR_DIST"
"WCMO",6632,"18",1.248496274,0.000424003,1,197057.527455461,2332172.14116585,197057.527455461,2332172.14116585,0,0.473653000000018
"WCMO",8753,"24",1.248108126,0.000619198,1,199842.783248369,2329641.41003631,199842.783248369,2329641.41003631,0,0.388148000000088
"WCMO",16446,"29",1.247994728,0.000464304,2,156776.346870569,2306184.13053991,156776.346870569,2306184.13053991,0,0.113397999999876
"WCMO",11513,"25",1.247308995,0.000800686,2,166218.639221942,2320115.54851636,166218.639221942,2320115.54851636,0,0.685733000000077
"WCMO",12907,"24",1.247305216,0.000640813,1,200124.788117431,2316878.85895058,200124.788117431,2316878.85895058,0,0.00377900000003706
"WCMO",7942,"26",1.24669413,0.000391905,1,209113.555626376,2329007.81647612,209113.555626375,2329007.81647612,0,0.611085999999927
"WCMO",8662,"26",1.246313678,0.000477652,1,210230.144309894,2327449.97522092,210230.144309894,2327449.97522092,0,0.380452000000142
"WCMO",5951,"19",1.246252442,0.000368395,3,157265.249726458,2335888.91506465,157265.249726458,2335888.91506465,0,0.0612359999998535
"WCMO",17482,"28",1.245858083,0.00059265,1,179173.189857953,2303633.72181841,179173.189857953,2303633.72181841,0,0.394359000000177
"WCMO",9874,"26",1.245853731,0.00048152,1,209050.428966056,2326387.2417415,209050.428966056,2326387.2417415,0,0.00435199999992975
"WCMO",14758,"30",1.245751113,0.000343616,1,160939.363887689,2313773.98964139,160939.363887689,2313773.98964139,0,0.102617999999888
"WCMO",15461,"29",1.245028015,0.000656254,2,158251.500650712,2309862.55743631,158251.500650712,2309862.55743631,0,0.723098000000144
"WCMO",6946,"17",1.243825733,0.000624991,2,186830.966830629,2335713.67337438,186830.966830629,2335713.67337438,0,1.20228199999994
"WCMO",10652,"23",1.243392152,0.000702883,2,148838.349900889,2322014.72099469,148838.349900889,2322014.72099469,0,0.433581000000016
"WCMO",7295,"19",1.243296676,0.000675825,3,152872.271336947,2331430.24707046,152872.271336947,2331430.24707046,0,0.0954760000000388
"WCMO",16955,"28",1.24319125,0.000583969,1,180105.850655572,2307591.15621389,180105.850655572,2307591.15621388,0,0.105425999999964
"WCMO",10102,"29",1.243185427,0.000450604,2,155626.063092156,2324018.91969215,155626.063092156,2324018.91969215,0,0.00582299999996039
"WCMO",158,"9",1.242092086,0.000447313,2,187432.014045229,2356964.50208374,187432.014045228,2356964.50208374,0,1.09334100000003
"WCMO",13279,"28",1.242091525,0.000571359,1,181183.332990412,2316209.34235618,181183.332990412,2316209.34235618,0,0.000561000000010026
"WCMO",6654,"19",1.24176227,0.000652715,3,160267.596404839,2333504.17728074,160267.596404839,2333504.17728074,0,0.329255000000028
"WCMO",16044,"27",1.241558058,7.15e-05,1,197223.773068337,2308401.26319224,197223.773068337,2308401.26319224,0,0.20421199999987
"WCMO",1820,"9",1.241439235,0.000413679,2,178836.438360229,2345446.06097796,178836.438360229,2345446.06097796,0,0.11882299999999
"WCMO",3348,"9",1.240424496,0.000435712,2,183999.424570018,2341968.94022796,183999.424570018,2341968.94022796,0,1.01473900000015
"WCMO",12898,"24",1.240282832,0.000213835,1,201599.386067397,2318174.12219414,201599.386067397,2318174.12219414,0,0.141664000000041
"WCMO",655,"9",1.240270829,0.000563163,2,187273.00534973,2351682.64222335,187273.00534973,2351682.64222335,0,0.0120029999999272
"WCMO",1855,"10",1.239655923,0.000560777,3,175900.406987616,2345239.67447326,175900.406987616,2345239.67447326,0,0.614906000000026
"WCMO",2404,"9",1.239332625,0.000366363,2,182475.404788376,2345358.15813276,182475.404788376,2345358.15813276,0,0.323297999999861
"WCMO",10821,"29",1.23923993,0.000801342,2,160470.751059751,2322192.46924428,160470.751059751,2322192.46924428,0,0.092694999999976
"WCMO",2594,"18",1.238697386,0.000320977,1,189315.506468489,2342454.59768526,189315.506468489,2342454.59768526,0,0.5425440000002
"WCMO",1044,"18",1.238696141,0.00047888,1,196009.97041423,2348917.52116735,196009.97041423,2348917.52116735,0,0.00124499999998307
"WCMO",3702,"15",1.238387149,0.000666381,3,178355.015000766,2338948.10516629,178355.015000766,2338948.10516629,0,0.308991999999897
"WCMO",14626,"28",1.238190015,0.000623229,1,174879.647393785,2312387.53698836,174879.647393785,2312387.53698836,0,0.197133999999988
"WCMO",15416,"30",1.237794928,0.000446453,1,167651.027642753,2309741.09664795,167651.027642753,2309741.09664795,0,0.395087000000016
"WCMO",15371,"30",1.23756129,0.000326788,1,170760.739553251,2309730.86841368,170760.739553251,2309730.86841368,0,0.233638000000091
"WCMO",12075,"24",1.236967404,0.00064125,1,195631.213290487,2318065.35718563,195631.213290487,2318065.35718563,0,0.593885999999877
"WCMO",12045,"26",1.236576494,0.000572676,1,206790.958629534,2318670.48940475,206790.958629534,2318670.48940475,0,0.390910000000133
"WCMO",4254,"18",1.236486756,0.000545988,1,189359.789528162,2337623.01730962,189359.789528162,2337623.01730962,0,0.0897380000000059
"WCMO",5584,"18",1.236114134,0.000283843,1,194359.856552065,2335188.56988232,194359.856552065,2335188.56988232,0,0.372621999999989
"WCMO",13657,"24",1.23533403,0.000451508,1,202448.126765938,2313587.82404533,202448.126765938,2313587.82404533,0,0.780103999999948
"WCMO",14642,"28",1.235255609,0.0006015,1,173748.664124221,2311639.41391544,173748.664124221,2311639.41391544,0,0.0784209999999952
"WCMO",2966,"4",1.235058991,0.000539127,3,167430.609173762,2341429.66376943,167430.609173762,2341429.66376943,0,0.196617999999926
"WCMO",16978,"28",1.234887571,0.000592002,1,177904.60921217,2305286.36898217,177904.60921217,2305286.36898217,0,0.171420000000033
"WCMO",11564,"30",1.234757998,0.000646871,1,160138.082766318,2319130.79337503,160138.082766318,2319130.79337503,0,0.129572999999938
"WCMO",1350,"1",1.233990414,0.000279631,3,174055.735691207,2350826.47285986,174055.735691207,2350826.47285986,0,0.767584000000099
"WCMO",14481,"29",1.233915912,0.000660098,2,151738.093640534,2312293.59961598,151738.093640533,2312293.59961598,0,0.0745019999999208
"WCMO",17534,"30",1.233888812,0.000329254,1,172062.985967371,2304625.42770774,172062.985967371,2304625.42770774,0,0.0271000000000576
"WCMO",11936,"27",1.233215367,0.000426512,1,180417.153315829,2317958.14858247,180417.153315829,2317958.14858247,0,0.673445000000106
"WCMO",15321,"28",1.233014787,0.000562681,1,173372.631809081,2310247.17236466,173372.631809081,2310247.17236466,0,0.200580000000006
"WCMO",6736,"26",1.232845652,0.000553097,1,210591.655889864,2332588.70421716,210591.655889864,2332588.70421716,0,0.169134999999931
"WCMO",7774,"20",1.232669305,0.000372062,2,177352.182085835,2329775.20040602,177352.182085835,2329775.20040602,0,0.176347000000021
"WCMO",467,"1",1.232422372,0.000343782,3,172705.390530262,2351900.30408673,172705.390530262,2351900.30408673,0,0.246932999999894
"WCMO",7847,"27",1.232198066,0.000613177,1,169452.769877487,2329775.48758161,169452.769877487,2329775.48758161,0,0.224306000000007
"WCMO",13289,"28",1.232030399,0.000605673,1,181913.565810043,2314720.49130486,181913.565810043,2314720.49130486,0,0.167666999999927
"WCMO",899,"9",1.231904568,0.000170712,2,181672.579912985,2349135.9453711,181672.579912985,2349135.9453711,0,0.125831000000076
"WCMO",153,"9",1.231466114,0.000499565,2,188109.874376563,2357341.81749918,188109.874376563,2357341.81749918,0,0.438453999999977
