Type,ID,SedRed,Cost,SED_bcr,Duck,Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
WCMO,17106,8.513,1439.278,0.005914771,4.532,17106,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,7498.904785,67490.14307,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,0.5,sp,3.5,Klossner,0.17,0.17,0.0255739,0.2347428,1673.24646,1759.170166,L13A,82,1587,1438.998557,GBER_CONUS_wet_poly,349.3185425
WCMO,17107,5.809,908.02,0.006397436,3.593,17107,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,4730.952637,42578.57373,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Canisteo,0.28,0.28,0.3282195,0.2038384,974.1436768,963.7198486,86,90,1587,1931.294437,GBER_CONUS_wet_poly,441.5262451
WCMO,17108,63.682,23884.959,0.002666197,13.089,17108,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,62812.11328,565309.0195,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Canisteo,0.28,0.28,0.3033425,0.6465626,40640.34375,40585.41016,86,90,10107,1466.841826,GBER_CONUS_wet_poly,139.1976471
WCMO,17109,8.361,6409.44,0.001304482,4.447,17109,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,7343.442383,66090.98145,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2,loam,5,Clarion,0.26,0.26,1.1428198,0.5872483,4281.040039,4309.574219,102B,90,10107,824.9738173,GBER_CONUS_wet_poly,153.2571564
WCMO,17110,5.695,904.634,0.006295364,3.573,17110,MAP,2,64,1100,1084,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,30,4713.310547,42419.79492,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.5867285,0.1164541,547.1011963,548.5228882,956,91,10107,668.1174389,GBER_CONUS_wet_poly,781.4240112
WCMO,17111,43.522,56564.839,0.000769418,10.818,17111,MAP,1,72,1069,1042,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,43614.03906,392526.3516,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.642857143,loam,5,Clarion,0.2685714,0.2685714,0.2482894,1.0850579,47284.65625,47292.42188,134,91,10408,397.0488025,GBER_CONUS_wet_poly,83.8664932
WCMO,17112,9.674,6703.039,0.001443226,4.892,17112,MAP,2,64,1100,1084,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,30,8873.149414,79858.34473,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2,loam,5,Clarion,0.26,0.26,0.4399643,0.9048487,8135.494629,8023.554199,102B,90,10107,568.2632527,GBER_CONUS_wet_poly,99.4641418
WCMO,17113,7.495,1265.813,0.005921096,4.223,17113,MAP,2,64,1100,1084,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,30,6595.120117,59356.08105,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.5689151,0.2717897,1805.227417,1791.305054,956,91,10107,362.8743579,GBER_CONUS_wet_poly,334.8176575
WCMO,17114,4.706,5706.028,0.000824742,3.164,17114,MAP,2,64,1100,1084,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,30,3678.539795,33106.85815,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.25,loam,5,Clarion,0.24,0.24,0.4579158,0.2498548,930.9589233,918.4969482,102B,94,10107,475.8481225,GBER_CONUS_wet_poly,376.2185364
WCMO,17115,4.805,726.434,0.006614503,3.225,17115,MAP,2,64,1086,1084,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,30,3784.85791,34063.72119,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.75,silty clay loam,5,Okoboji,0.28,0.28,0.4278114,0.1577635,600.6055298,596.7225952,86,90,8516,669.9982525,GBER_CONUS_wet_poly,570.4743042
WCMO,17116,146.047,28619.211,0.005103111,20.066,17116,MAP,2,64,1100,1084,Blue Earth,Upper Maple,Map AB UG,AB,1,UM,30,149111.4219,1342002.797,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3.0625,loam,4,Delft,0.195,0.195,0.1700725,1.5747156,235078.25,234652.9219,160,81,10107,113.3592608,GBER_CONUS_wet_poly,51.4378586
WCMO,17117,6.118,11517.453,0.000531194,3.727,17117,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,5047.106445,45423.95801,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Marna,0.28,0.28,0.0812971,0.19284,1030.92273,972.6519165,110,87,1587,978.8004331,GBER_CONUS_wet_poly,451.1511536
WCMO,17118,22.139,4117.157,0.005377254,7.7,17118,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,21451.15234,193060.3711,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.75,silty clay loam,5,Okoboji,0.28,0.28,0.4956037,0.2480913,5325.280273,5318.395996,134,90,1587,931.4559636,GBER_CONUS_wet_poly,362.7696533
WCMO,17119,5.799,906.068,0.006400182,3.61,17119,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,4720.78418,42487.05762,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.2978099,0.0947798,445.2753601,447.1442261,956,91,1587,1468.056994,GBER_CONUS_wet_poly,960.1205444
WCMO,17120,8.854,1506.229,0.005878256,4.666,17120,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,7847.73291,70629.59619,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.424155,0.3602085,2771.804199,2824.988281,956,91,8516,1401.372361,GBER_CONUS_wet_poly,252.6314697
WCMO,17121,77.367,14750.18,0.005245156,14.616,17121,MAP,2,64,1084,909,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,76851.1875,691660.6875,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.1376043,0.5458329,41824.98828,41920.76172,113,92,1587,1441.331223,GBER_CONUS_wet_poly,168.5497589
WCMO,17122,31.459,16413.359,0.00191667,8.829,17122,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,27879.33984,250914.0586,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.833333333,clay loam,5,Webster,0.2666667,0.2666667,0.1424433,0.7869445,21863.67773,21925.34766,134,91,13605,1501.654891,GBER_CONUS_wet_poly,115.6371231
WCMO,17123,11.538,12712.041,0.000907643,5.17,17123,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,9529.439453,85764.95508,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.1529297,0.2527651,2395.454834,2407.164795,956,91,13605,1279.329095,GBER_CONUS_wet_poly,360.0180664
WCMO,17124,5.166,6381.937,0.000809472,3.21,17124,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,3663.084717,32967.76245,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.7896496,0.1199355,446.8795166,439.0524902,956,91,13605,1120.812949,GBER_CONUS_wet_poly,758.741333
WCMO,17125,29.019,12294.495,0.002360325,8.468,17125,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,25631.04492,230679.4043,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,3.5,Canisteo,0.13,0.13,0.8241065,0.3471323,8913.316406,8891.640625,956,86,1587,1349.019745,GBER_CONUS_wet_poly,247.7441559
WCMO,17126,133.825,73419.417,0.001822747,18.41,17126,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,120207.8594,1081870.734,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.9,clay loam,5,Canisteo,0.28,0.28,0.5059668,0.7510865,90466.11719,90228.83594,956,89,13605,1004.631477,GBER_CONUS_wet_poly,118.4950104
WCMO,17127,7.24,7102.023,0.001019428,3.957,17127,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,5571.80957,50146.28613,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.0940633,0.1820658,1017.565674,1013.784851,956,91,13605,938.5373844,GBER_CONUS_wet_poly,499.8193359
WCMO,17128,11.103,8444.022,0.001314895,5.07,17128,MAP,2,73,1144,1085,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,9129.02832,82161.25488,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.1644942,0.3554854,3311.346436,3243.155029,956,91,13605,722.7079719,GBER_CONUS_wet_poly,255.9880219
WCMO,17129,8.128,6819.145,0.001191938,4.248,17129,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,6392.022461,57528.20215,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,1.7759258,0.1351043,897.362915,863.0393677,956,91,5054,1283.776643,GBER_CONUS_wet_poly,673.5535278
WCMO,17130,274.225,187302.753,0.001464074,26.702,17130,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,249216.3125,2242946.813,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.954545455,silt loam,5,Spicer,0.2618182,0.2618182,0.3154513,0.69967,174156.9375,174259.2344,956,94,5054,167.3924182,GBER_CONUS_wet_poly,134.3490601
WCMO,17131,4.578,10941.988,0.000418388,2.997,17131,MAP,2,73,1106,1079,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,3133.088379,28197.79541,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,clay loam,5,Webster,0.26,0.26,4.7506223,0.2330337,698.4019165,729.6546021,229,89,5054,504.07949,GBER_CONUS_wet_poly,381.9190674
WCMO,17132,14.001,13358.904,0.001048065,5.793,17132,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,11802.35547,106221.1992,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.333333333,silty clay loam,5,Marna,0.2533333,0.2533333,0.1333693,0.5037171,5956.958496,5941.272949,1877,93,5054,892.7712433,GBER_CONUS_wet_poly,184.6274567
WCMO,17133,5.482,6492.22,0.000844395,3.348,17133,MAP,2,73,1085,1065,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3955.410156,35598.69141,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,1.0340317,0.069803,254.4317627,275.9235535,956,91,13605,1080.960167,GBER_CONUS_wet_poly,1303.6698
WCMO,17134,11.44,1708.408,0.006696293,4.318,17134,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,8901.125977,80110.13379,Hay/Pasture,Farmland of statewide importance,Well drained,Not Hydric,0,None,3.5,loam,5,Clarion,0.27,0.27,0.3711026,0.6641719,5917.771484,5907.4375,287,88,7616,303.9848489,GBER_CONUS_wet_poly,132.4958191
WCMO,17135,158.908,28280.085,0.005619078,16.002,17135,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,121293.5781,1091642.203,Emergent Herbaceuous Wetlands,All areas are prime farmland,Well drained,Not Hydric,0,None,1.5,loam,4.75,Clarion,0.2383333,0.2383333,0.2457161,1.1733174,141702.7188,142209.3125,114,88,12303,29.30357038,GBER_CONUS_wet_poly,75.0010147
WCMO,17136,33.216,9788.151,0.003393491,7.233,17136,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,24947.1582,224524.4238,Open Water,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.5,clay loam,5,Webster,0.25,0.25,0.1575288,0.8705548,21577.57031,21701.55664,113,92,796,216.0366745,GBER_CONUS_wet_poly,105.6797333
WCMO,17137,33.275,21956.115,0.001515523,7.378,17137,COB,1,60,1132,1121,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,25856.42578,232707.832,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,0,None,3.4,loam,5,Clarion,0.256,0.256,0.7503948,0.5916338,15335.14746,15286.05469,102C,90,6375,207.4864168,GBER_CONUS_wet_poly,152.1211243
WCMO,17138,9.927,6533.979,0.001519289,4.096,17138,COB,1,60,1132,1121,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,7992.313965,71930.82568,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Waldorf,0.28,0.28,12.7215977,0.3109736,2292.186035,2483.530518,229,85,6375,0,GBER_CONUS_wet_poly,273.335144
WCMO,17139,8.733,11891.49,0.000734391,3.85,17139,COB,1,60,1132,1121,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,7030.815918,63277.34326,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.2533333,0.2533333,0.1555291,0.448272,3086.353027,3149.354004,114,90,5546,210.5670034,GBER_CONUS_wet_poly,200.7709351
WCMO,17140,27.026,15601.842,0.001732231,6.633,17140,COB,1,60,1132,1121,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,20822.48633,187402.377,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,5,Glencoe,0.25,0.25,0.2409499,0.5267977,10923.67578,10961.0166,112,90,5546,245.2908756,GBER_CONUS_wet_poly,170.8435822
WCMO,17141,37.253,20391.749,0.001826866,7.662,17141,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,28092.01758,252828.1582,Hay/Pasture,Not prime farmland,,Unknown Hydric,0.5,None,4.5625,,4.6875,Water,0.1525,0.1525,4.5413117,0.7074406,19998.64063,19858.50586,114,48,2408,0,GBER_CONUS_wet_poly,67.8502197
WCMO,17143,5.192,5775.184,0.000899019,2.935,17143,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,4038.852783,36349.67505,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.24,0.24,1.0412514,0.2583195,1025.270142,1042.537109,113,92,5821,394.3115986,GBER_CONUS_wet_poly,356.1481018
WCMO,17144,30.861,26218.021,0.001177091,7.029,17144,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,23112.87305,208015.8574,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,5,Canisteo,0.248,0.248,0.0295742,0.6363013,14585.93555,14695.79785,113,90,5821,672.196673,GBER_CONUS_wet_poly,141.4424133
WCMO,17145,5.557,5829.677,0.000953226,3.032,17145,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,4322.773926,38904.96533,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Webster,0.2533333,0.2533333,0.1584747,0.4216947,1776.178101,1821.530151,113,88,6956,617.2004739,GBER_CONUS_wet_poly,208.6817627
WCMO,17146,42.488,18655.065,0.002277558,8.258,17146,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,32171.55859,289544.0273,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1,clay loam,5,Glencoe,0.2533333,0.2533333,0.1826599,0.4512606,14438.08203,14506.90332,114,91,6956,546.4805869,GBER_CONUS_wet_poly,201.6573334
WCMO,17147,10.226,6526.981,0.001566727,4.124,17147,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,7955.856934,71602.7124,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.333333333,clay loam,5,Glencoe,0.2533333,0.2533333,0.4363672,0.4408956,3428.404053,3505.088623,130,92,6956,937.8886511,GBER_CONUS_wet_poly,208.6661835
WCMO,17148,53.269,12612.955,0.004223356,9.176,17148,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,39664.91406,356984.2266,Open Water,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.6,clay loam,5,Webster,0.228,0.228,0.4383398,0.5147424,20680.29102,20401.97852,113,81,31,0,GBER_CONUS_wet_poly,157.3602753
WCMO,17149,171.285,50239.414,0.003409375,16.718,17149,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,130987.6719,1178889.047,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,2.545454545,loam,4.863636364,Clarion,0.2372727,0.2372727,0.6048955,0.7163183,94111.32813,93758.85156,102C,91,6956,741.3339351,GBER_CONUS_wet_poly,127.0384979
WCMO,17151,56.135,29446.954,0.001906309,12.163,17151,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,50763.00781,456867.0703,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.428571429,silty clay loam,4.857142857,Madelia,0.2742857,0.2742857,0.1119691,0.8601654,43685.21875,43637.42188,136,90,13690,104.3497934,GBER_CONUS_wet_poly,104.6310425
WCMO,17152,20.517,15170.086,0.001352464,7.259,17152,MAP,2,73,1087,1079,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,18166.39844,163497.5859,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.5,silt loam,5,Spicer,0.3,0.3,0.1235965,0.5065042,9190.013672,9195.609375,140,92,13690,363.1534829,GBER_CONUS_wet_poly,181.6371765
WCMO,17153,6.026,11271.268,0.000534634,3.608,17153,MAP,2,73,1103,1065,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,4466.920898,40202.28809,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silt loam,5,Spicer,0.28,0.28,0.7588137,0.4654478,2111.27124,2077.823731,140,92,13690,126.6402049,GBER_CONUS_wet_poly,197.6591034
WCMO,17154,5.333,11108.736,0.000480073,3.363,17154,MAP,2,73,1087,1079,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,3895.823486,35062.41138,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.75,silt loam,5,Spicer,0.3,0.3,0.8385913,0.1815164,735.1414795,706.7141113,140,88,13690,512.2908361,GBER_CONUS_wet_poly,484.8046875
WCMO,17155,6.874,11520.741,0.000596663,3.927,17155,MAP,2,73,1087,1079,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,5343.506836,48091.56152,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silt loam,5,Spicer,0.28,0.28,0.2190461,0.2296206,1227.55188,1226.208862,140,92,2636,701.3008923,GBER_CONUS_wet_poly,400.6608582
WCMO,17156,4.969,773.101,0.006427362,0,17156,COB,1,60,1013,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,4027.999268,36251.99341,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,2.3995659,0.2736344,1108.219238,1101.386719,86,93,9372,1429.003674,GBER_CONUS_wet_poly,339.8695679
WCMO,17157,9.618,1496.538,0.006426833,0,17157,COB,1,60,1013,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,7797.243164,70175.18848,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Webster,0.24,0.24,2.0336664,0.1678954,1223.95752,1308.155762,86,93,9372,1318.251344,GBER_CONUS_wet_poly,553.9163208
WCMO,17158,5.047,785.21,0.00642758,0,17158,COB,1,60,1013,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,4091.091065,36819.81958,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Webster,0.24,0.24,0.4705163,0.2258388,1006.111755,923.2427368,L83A,93,10629,320.820857,GBER_CONUS_wet_poly,411.7981873
WCMO,17159,6.82,1061.082,0.006427401,0,17159,COB,1,60,1013,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,5528.437012,49755.93311,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,clay loam,5,Canisteo,0.24,0.24,0.0624103,0.4447972,2449.943115,2457.221191,86,93,9372,541.2578326,GBER_CONUS_wet_poly,209.0840454
WCMO,17161,55.4,8259.949,0.006707063,0,17161,COB,1,60,1013,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,43035.875,387322.875,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Webster,0.2533333,0.2533333,0.1730698,0.7500785,32383.13867,32256.39063,86,91,10629,372.5631187,GBER_CONUS_wet_poly,121.3206329
WCMO,17186,12.801,8257.071,0.001550308,5.676,17186,MAP,2,71,1061,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,10833.14551,97498.30957,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.178496,0.3973734,4280.903809,4302.192383,319,86,10726,306.4857517,GBER_CONUS_wet_poly,216.4211121
WCMO,17187,5.24,5712.553,0.000917278,3.318,17187,MAP,2,71,1035,1019,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3712.53125,33412.78125,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.7338633,0.1884052,701.9978638,699.034729,229,85,10726,611.4901133,GBER_CONUS_wet_poly,451.1552124
WCMO,17188,5.346,731.224,0.007311029,3.364,17188,MAP,2,71,1035,1019,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3809.812256,34288.3103,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Madelia,0.28,0.28,0.3565611,0.2768654,1098.878906,1054.161865,136,94,647,221.2217303,NCED easement_GBERB,339.5151367
WCMO,17189,5.503,11188.662,0.000491837,3.438,17189,MAP,2,71,1035,1019,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3953.537109,35581.83398,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.5,silty clay loam,5,Waldorf,0.28,0.28,0.3389493,0.1185116,470.3727112,468.2554321,229,85,677,210.5049484,NCED easement_GBERB,717.229126
WCMO,17190,218.518,48592.724,0.004496928,24.371,17190,MAP,2,71,1019,960,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,201075.2813,1809677.531,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.153846154,loam,5,Delft,0.2953846,0.2953846,0.9087602,1.7666904,355178.9688,355021.2188,275B,94,507,119.3421198,NCED easement_GBERB,53.2068329
WCMO,17191,11.394,11794.951,0.000966007,5.286,17191,MAP,2,71,1035,1019,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,9352.03125,84168.28125,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,1,silt loam,5,Kingston,0.28,0.28,0.254757,0.2546659,2351.584961,2380.195801,229,92,677,348.0847531,NCED easement_GBERB,361.2576294
WCMO,17192,38.799,6617.381,0.005863196,10.136,17192,MAP,2,71,1035,1019,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,34477.78516,310300.0664,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.833333333,silty clay loam,4,Madelia,0.1933333,0.1933333,0.1141482,0.3844928,13111.58984,13248.37793,136,88,697,397.8458043,NCED easement_GBERB,228.8729248
WCMO,17193,11.195,1791.647,0.006248441,5.299,17193,MAP,2,71,1061,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,9334.814453,84013.33008,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2,loam,5,Delft,0.24,0.24,0.8918194,0.4514482,4205.240234,4211.634766,336,94,8192,157.1030112,GBER_CONUS_wet_poly,208.2187958
WCMO,17194,125.098,41998.275,0.002978646,18.515,17194,MAP,2,71,1061,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,114615.1094,1031535.984,Cultivated Crops,Not prime farmland,Well drained,Not Hydric,0,None,6.703703704,loam,4.555555556,Clarion,0.2296296,0.2296296,0.9920017,2.4674985,280014.2188,282641.5625,136,72,384,0,GBER_CONUS_wet_poly,29.179348
WCMO,17195,39.354,19957.258,0.001971914,10.213,17195,MAP,2,71,1035,1019,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,34987.33203,314885.9883,"Developed, Open Space",Prime farmland if drained,Poorly drained,All Hydric,1,None,2.166666667,loam,5,Delft,0.28,0.28,1.5403214,0.6977865,24756.06836,24398.77539,101B,95,697,222.0284627,NCED easement_GBERB,136.1447906
WCMO,17196,5.313,738.688,0.007192482,3.409,17196,MAP,2,71,1061,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,3848.702637,34638.32373,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay loam,5,Okoboji,0.32,0.32,0.2262278,0.2357575,878.432373,906.8118896,134,86,6287,421.0111513,GBER_CONUS_wet_poly,364.7816467
WCMO,17197,7.457,1122.395,0.006643829,4.198,17197,MAP,2,71,1061,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,5847.887207,52630.98486,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.25,loam,5,Delft,0.28,0.28,0.3852001,0.379364,2181.722412,2217.134766,336,90,6287,162.7552066,GBER_CONUS_wet_poly,237.2391663
WCMO,17198,7.347,1102.826,0.006661976,4.156,17198,MAP,2,71,1061,961,Blue Earth,Upper Maple,Map AB UG,AB,2,UM,29,5745.928223,51713.354,Cultivated Crops,Not prime farmland,Well drained,Not Hydric,0,None,5.7,loam,4.4,Clarion,0.204,0.204,2.6257446,1.5523323,9178.94043,8914.180664,336,65,6287,0,GBER_CONUS_wet_poly,41.8724785
