Type,ID,SedRed,Cost,SED_bcr,Duck,Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
WCMO,1734,162.183,161731.99,0.001002789,16.345,1734,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,139367.0625,1254303.563,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,3.333333333,loam,5,Hamel,0.2577778,0.2577778,0.1081124,3.64292,499269.4375,507332.1563,L107A,92,8626,0,GBER_CONUS_wet_poly,25.254467
WCMO,1735,5.41,865.583,0.006250123,2.931,1735,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,4509.849121,40588.64209,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Poorly drained soil,0.24,0.24,0.5522093,0.3514851,1594.336304,1583.981934,L83A,93,184,337.1140409,GBER_CONUS_wet_poly,264.5916138
WCMO,1736,261.711,186406.042,0.001403983,20.759,1736,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,224316.4844,2018848.359,Cultivated Crops,All areas are prime farmland,Moderately well drained,Partially Hydric,0.5,None,3.096153846,loam,4.576923077,Terril,0.2292308,0.2292308,0.9780242,1.3475451,302130.4063,302055.4375,L13A,86,11905,0,GBER_CONUS_wet_poly,63.8197556
WCMO,1754,2.231,10580.406,0.000210861,2.549,1754,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3024.020996,27216.18896,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,5,clay loam,5,Cordova,0.28,0.28,0.5434976,0.8694094,2676.042236,2627.314697,238C,81,3529,289.7299504,GBER_CONUS_wet_poly,93.1666946
WCMO,1755,18.671,10588.914,0.001763259,7.963,1755,LES,3,6,60,62,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,4,29119.28516,262073.5664,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,5.125,clay loam,4,Hamel,0.215,0.215,0.3833626,2.6232214,76068.17188,76334.47656,414,77,10063,163.813739,GBER_CONUS_wet_poly,29.3532219
WCMO,1756,3.091,5804.339,0.000532533,3.005,1756,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4190.757324,37716.81592,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,5.5,clay loam,5,Hamel,0.28,0.28,0.0577361,0.72931,3071.85376,3054.27124,414,84,3529,328.1251725,GBER_CONUS_wet_poly,115.1773605
WCMO,1757,3.025,5787.265,0.000522699,2.978,1757,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4101.797852,36916.18066,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2,clay loam,5,Hamel,0.28,0.28,0.2270809,0.6616637,2679.737793,2712.158447,414,94,3529,123.3125995,GBER_CONUS_wet_poly,142.0661316
WCMO,1758,4.169,6085.045,0.000685122,3.495,1758,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,5653.288574,50879.59717,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,4.75,silty clay loam,5,Okoboji,0.3,0.3,1.0241079,0.4958409,2851.581299,2801.217773,134,80,3529,272.0775436,GBER_CONUS_wet_poly,161.3420563
WCMO,1759,7.998,2082.57,0.003840447,4.864,1759,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,10850.57617,97655.18555,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,0,None,1.666666667,silty clay loam,5,Shorewood,0.28,0.28,0.3927904,0.524955,5740.382813,5692.195313,287,84,3529,328.5486034,GBER_CONUS_wet_poly,160.0137024
WCMO,1760,2.976,6137.285,0.000484905,2.97,1760,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,4034.673584,36312.06226,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.833333333,silty clay loam,5,Glencoe,0.2666667,0.2666667,0.3936313,0.2611053,1036.327026,1052.759766,287,85,4950,421.6121562,GBER_CONUS_wet_poly,325.5391541
WCMO,1761,6.648,8353.213,0.000795861,4.417,1761,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,9018.275391,81164.47852,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.5,silty clay loam,5,Glencoe,0.28,0.28,0.2789296,0.4144403,3726.232666,3734.983398,114,86,3529,262.7982499,GBER_CONUS_wet_poly,207.5087891
WCMO,1762,5.812,1513.074,0.003841187,4.157,1762,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,7883.398926,70950.59033,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,1,None,1,silty clay loam,5,Minnetonka,0.28,0.28,0.190435,0.2162512,1699.085693,1703.636841,287,82,4950,252.6584657,GBER_CONUS_wet_poly,379.1886597
WCMO,1763,6.309,6642.417,0.000949805,4.332,1763,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,8557.297852,77015.68066,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.75,silty clay loam,5,Marna,0.28,0.28,0.049259,0.4763024,4012.371338,4073.095947,110,91,4950,180.646555,GBER_CONUS_wet_poly,191.0550842
WCMO,1764,4.592,12235.445,0.000375303,3.681,1764,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,6227.305176,56045.74658,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3,clay loam,5,Hamel,0.28,0.28,0.3479128,0.450581,2737.279541,2803.992188,414,94,3529,275.5371171,GBER_CONUS_wet_poly,208.6195526
WCMO,1765,3.868,11882.9,0.00032551,3.383,1765,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,5245.217285,47206.95557,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3,clay loam,5,Hamel,0.28,0.28,0.0584281,0.5085673,2554.024902,2665.729248,414,86,4950,407.7026237,GBER_CONUS_wet_poly,169.1025085
WCMO,1766,17.892,16218.249,0.001103202,7.271,1766,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,24293.99805,218645.9824,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,2.625,clay loam,5,Hamel,0.28,0.28,0.6074399,0.6878417,16714.55273,16699.02148,238B,84,2893,368.4258735,GBER_CONUS_wet_poly,122.1211319
WCMO,1767,2.487,647.215,0.003842618,2.712,1767,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,3372.112061,30349.00854,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,3,clay loam,5,Hamel,0.28,0.28,1.0050207,0.3760528,1279.331665,1267.227661,414,94,7845,427.742825,GBER_CONUS_wet_poly,249.9648743
WCMO,1768,6.975,12666.79,0.000550653,4.558,1768,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,9460.795898,85147.16309,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,4.25,clay loam,5,Hamel,0.2525,0.2525,0.4411952,0.8134112,7642.812012,7690.291504,1032,80,4950,227.0130575,GBER_CONUS_wet_poly,98.3512344
WCMO,1769,6.061,12317.48,0.000492065,4.226,1769,LES,3,7,97,60,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,1,8221.571289,73994.1416,Cultivated Crops,Farmland of statewide importance,Well drained,Not Hydric,0,None,3.5,clay loam,5,Kilkenny,0.2666667,0.2666667,0.2177518,0.6465903,5237.380859,5312.352539,86,85,2893,187.0885944,GBER_CONUS_wet_poly,131.4588318
WCMO,1770,2.962,833.378,0.003554209,3.089,1770,LES,3,7,98,97,Le Sueur,Lower LeSueur,LS btwn gauges,BT,3,LO,5,4342.054199,39078.48779,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,1.5,clay loam,5,Hamel,0.28,0.28,0.4673536,0.2180391,971.3640137,946.0935669,414,88,11,106.2932908,NCED easement_GBERB,403.5974426
WCMO,1771,5.432,869.107,0.006250093,2.972,1771,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,4528.210449,40753.89404,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Cordova,0.28,0.28,0.8554887,0.302816,1373.573364,1370.22229,L108A,86,13479,433.3894182,GBER_CONUS_wet_poly,284.0008545
WCMO,1772,6.747,14188.256,0.000475534,3.328,1772,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,5625.90918,50633.18262,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.575,clay loam,5,Cordova,0.26,0.26,1.8689609,1.1595678,6856.524902,6518.918945,L113B,95,2368,475.1979799,GBER_CONUS_wet_poly,81.9270706
WCMO,1773,5.543,6955.733,0.000796897,3.004,1773,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,4621.056152,41589.50537,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.85,clay loam,5,Cordova,0.28,0.28,0.4628237,0.2503913,1156.056641,1156.234253,L84A,86,189,101.2309005,NCED easement_GBERB,343.4624023
WCMO,1774,59.816,30212.37,0.001979851,9.953,1774,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,50392.61328,453533.5195,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.06,clay loam,4.4,Cordova,0.22,0.22,0.1438596,0.8996563,44962.125,45303.28125,L90A,87,189,526.5235158,NCED easement_GBERB,96.703598
WCMO,1775,341.915,264914.517,0.001290662,24.459,1775,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,304196.8438,2737771.594,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,4.066666667,loam,4.708333333,Hamel,0.24,0.24,0.611917,2.2845058,690587.875,694437.1875,L80C2,87,189,0,NCED easement_GBERB,38.082634
WCMO,1776,5.971,6310.066,0.000946266,3.09,1776,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,4869.618652,43826.56787,Hay/Pasture,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,5.866666667,loam,5,Hamel,0.28,0.28,0.1763782,0.6643711,3228.843506,3232.890381,L36A,83,4596,186.6311921,GBER_CONUS_wet_poly,124.9301758
WCMO,1777,4.386,6237.625,0.000703152,2.65,1777,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3575.655518,32180.89966,Hay/Pasture,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,4.8,loam,5,Hamel,0.28,0.28,0.5753645,0.4017343,1431.781006,1435.42334,L36A,86,4596,300.3022951,GBER_CONUS_wet_poly,214.0718536
WCMO,1778,50.405,40334.946,0.001249661,9.032,1778,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,41463.32813,373169.9531,Cultivated Crops,Farmland of statewide importance,Well drained,Partially Hydric,0.5,None,4.28,loam,5,Lester,0.22,0.22,0.2363846,1.6867253,70361.74219,69886.63281,L80C2,68,7560,67.33523837,GBER_CONUS_wet_poly,40.3148041
WCMO,1779,635.002,296212.879,0.002143735,33.692,1779,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,582054.6875,5238492.188,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,6.273684211,loam,4.631578947,Hamel,0.2421053,0.2421053,0.3619996,1.7854156,1038651.25,1038454.75,L36A,80,4596,0,GBER_CONUS_wet_poly,44.8074951
WCMO,1780,56.779,24791.762,0.002290237,9.538,1780,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,46764.49219,420880.4297,Cultivated Crops,Farmland of statewide importance,Well drained,Partially Hydric,0.5,None,2.483333333,loam,4.166666667,Lester,0.18,0.18,0.2592301,1.0732635,50161.11719,50154.08984,L81A,86,12714,105.1266553,GBER_CONUS_wet_poly,80.1294327
WCMO,1781,181.912,105615.985,0.001722391,17.365,1781,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,153517.4688,1381657.219,Hay/Pasture,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,7.566666667,loam,4.75,Hamel,0.2516667,0.2516667,0.6692712,1.8090978,276808.25,277526.875,L80C2,78,930,125.576507,GBER_CONUS_wet_poly,43.1154137
WCMO,1782,6.25,6764.27,0.000923973,3.147,1782,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,5097.202148,45874.81934,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,3.066666667,loam,5,Hamel,0.2533333,0.2533333,1.7654034,0.7772369,4029.196289,3958.847656,L113B,98,12215,23.22827222,GBER_CONUS_wet_poly,126.087677
WCMO,1783,44.633,26176.536,0.001705077,8.523,1783,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,36674.69141,330072.2227,Cultivated Crops,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,2.45,loam,5,Reedslake,0.26,0.26,0.3374367,0.9133101,33660.04297,33471.17969,L81A,92,7560,122.989346,GBER_CONUS_wet_poly,100.7324905
WCMO,1784,21.236,33154.921,0.000640508,5.858,1784,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,17370.63672,156335.7305,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,5.1625,loam,4.25,Hamel,0.215,0.215,6.648675,1.2163128,21182.08594,21112.84766,L13A,81,7560,0,GBER_CONUS_wet_poly,66.5947113
WCMO,1785,4.835,756.548,0.00639087,2.774,1785,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3941.75415,35475.78735,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,0.866666667,loam,3.333333333,Hamel,0.1066667,0.1066667,0.2390501,1.0296273,4003.190918,4055.584961,L36A,83,12215,0,GBER_CONUS_wet_poly,80.6116943
WCMO,1796,7.242,7555.846,0.000958463,3.453,1796,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,6039.02002,54351.18018,Cultivated Crops,All areas are prime farmland,Well drained,Partially Hydric,0.5,None,2.166666667,loam,5,Reedslake,0.2666667,0.2666667,0.6923192,0.5959101,3620.154297,3596.120606,L81A,94,2368,214.3549323,GBER_CONUS_wet_poly,157.7419128
WCMO,1797,3.9,5874.378,0.0006639,2.536,1797,LES,2,9,102,103,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3250.131592,29251.18433,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.35,clay loam,5,Cordova,0.28,0.28,12.7671204,0.3334487,1080.373901,1082.972412,L81A,92,2368,206.8028331,GBER_CONUS_wet_poly,275.9045105
WCMO,1798,21.301,12374.195,0.001721405,5.877,1798,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,17423.94141,156815.4727,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1,clay loam,5,Cordova,0.26,0.26,0.5031909,0.394813,6875.667481,6874.246094,L81A,89,7560,447.7967233,GBER_CONUS_wet_poly,225.4231873
WCMO,1799,50.173,33302.129,0.0015066,10.704,1799,LES,2,9,148,170,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,56568.19531,509113.7578,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.866666667,clay loam,4,Cordova,0.18,0.18,0.0821484,0.5246577,29110.63086,29657.80664,L81A,86,1028,512.4962735,GBER_CONUS_wet_poly,163.9164124
WCMO,1800,10.304,8153.263,0.001263788,4.272,1800,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,9110.178711,81991.6084,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,0.138065,0.3345054,3034.633301,3045.219971,L81A,87,12844,765.5821981,GBER_CONUS_wet_poly,260.0854492
WCMO,1801,4.664,6108.172,0.000763567,2.873,1801,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,4119.162109,37072.45898,Herbaceuous,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,20.7014236,2.323324,10162.21875,9563.297852,L81A,87,12844,714.8319889,GBER_CONUS_wet_poly,37.4463501
WCMO,1802,65.428,29741.027,0.002199924,10.823,1802,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,58458.74609,526128.7148,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,2.3578918,0.4600762,26794.37695,26876.20898,L81A,87,12844,570.159269,GBER_CONUS_wet_poly,189.0991211
WCMO,1803,4.136,6263.981,0.000660283,2.708,1803,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,3651.801514,32866.21362,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,0.6692813,0.3184592,1186.578857,1162.116821,L81A,87,1056,927.3141812,GBER_CONUS_wet_poly,273.1904602
WCMO,1804,4.761,6433.954,0.00073998,3.285,1804,LES,2,9,148,170,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,5330.121094,47971.08984,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,0.3160193,0.4200976,2245.842041,2237.573731,L81A,87,1056,826.1735674,GBER_CONUS_wet_poly,207.0947113
WCMO,1805,11.008,8318.49,0.001323317,5.003,1805,LES,2,9,148,170,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,12335.08984,111015.8086,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,0.4483904,0.3653435,4557.293945,4503.332031,L81A,87,187,915.0037984,NCED easement_GBERB,238.1320953
WCMO,1806,7.442,6769.148,0.0010994,3.639,1806,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,6576.063477,59184.57129,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,0.1668735,0.5097897,3386.023193,3350.010254,L81A,87,1056,1032.504514,GBER_CONUS_wet_poly,170.6585999
WCMO,1807,5.397,6625.422,0.00081459,3.505,1807,LES,2,9,148,170,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,6041.819824,54376.37842,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,0.1516629,0.2444608,1465.297852,1475.936157,L81A,87,187,666.8469047,NCED easement_GBERB,355.8853149
WCMO,1808,42.937,24112.118,0.001780723,8.775,1808,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,38199.88281,343798.9453,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.6,clay loam,5,Cordova,0.26,0.26,0.9820796,0.6828042,25607.20508,26064.38672,L81A,92,1056,848.0796815,GBER_CONUS_wet_poly,134.7384796
WCMO,1809,6.421,11879.918,0.000540492,3.239,1809,LES,2,9,135,134,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,5236.90918,47132.18262,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.85,clay loam,5,Cordova,0.28,0.28,0.0557319,0.2778203,1462.723999,1453.875977,L84A,86,931,1051.397852,NCED easement_GBERB,309.5525818
WCMO,1810,16.073,9924.01,0.001619607,5.366,1810,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,14226.09473,128034.8525,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.6,clay loam,5,Cordova,0.26,0.26,0.1449123,0.5298039,7638.712891,7531.659668,L81A,92,195,994.3533347,NCED easement_GBERB,173.6491394
WCMO,1811,51.726,28062.684,0.001843231,9.667,1811,LES,2,9,134,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,46095.98047,414863.8242,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.333333333,clay loam,5,Cordova,0.2533333,0.2533333,4.6161275,1.0870876,48781.96875,50074.58984,L81A,94,195,682.4468194,NCED easement_GBERB,86.4695663
WCMO,1812,33.831,26158.071,0.001293329,7.872,1812,LES,2,9,173,148,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,UL,9,31083.16797,279748.5117,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.066666667,clay loam,4,Cordova,0.1933333,0.1933333,0.3047915,1.3131843,40632.54688,40788.54297,L36A,87,7560,614.5383357,GBER_CONUS_wet_poly,66.2511749
WCMO,1813,12.642,2111.309,0.005987755,4.749,1813,LES,3,7,118,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,11000.31543,99002.83887,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,0.7,clay loam,2.666666667,Harps,0.1066667,0.1066667,0.0279704,0.9855078,10696.70215,10833.23145,L84A,71,4207,0,GBER_CONUS_wet_poly,72.044075
WCMO,1814,230.464,79302.607,0.002906134,20.199,1814,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,200224.0781,1802016.703,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1,Frequent,1.814285714,clay loam,4,Harps,0.1942857,0.1942857,0.1364572,1.6533757,331728.3438,330810.5625,L78A,80,4207,507.0089099,GBER_CONUS_wet_poly,48.3858566
WCMO,1815,4.054,6166.571,0.000657416,2.618,1815,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,3370.372315,30333.35083,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.6,clay loam,5,Cordova,0.26,0.26,0.310275,0.3339869,1055.064575,1124.859253,L81A,92,187,1059.612555,NCED easement_GBERB,275.4599304
WCMO,1816,8.376,1337.836,0.006260857,3.78,1816,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,6970.373535,62733.36182,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.8,clay loam,5,Cordova,0.28,0.28,0.3254061,0.4176556,2943.21875,2909.153809,L84A,86,4207,369.1697793,GBER_CONUS_wet_poly,205.9113007
WCMO,1817,12.076,9256.429,0.001304607,4.53,1817,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,10057.20215,90514.81934,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Partially Hydric,0.5,None,1.8,clay loam,5,Le Sueur,0.256,0.256,2.7487171,0.3460307,3475.532715,3477.630615,L90A,92,4207,842.0063212,GBER_CONUS_wet_poly,265.872345
WCMO,1818,10.156,12926.497,0.000785673,4.175,1818,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,8455.024414,76095.21973,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.3,loam,5,Hamel,0.26,0.26,0.1891363,0.7999817,6415.052734,6759.082031,L36A,95,187,0,NCED easement_GBERB,118.7527161
WCMO,1819,14.202,8183.359,0.001735473,4.942,1819,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,11832.79492,106495.1543,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.1,clay loam,5,Cordova,0.28,0.28,0.1346754,0.1708083,2047.649902,2019.709351,L81A,87,187,98.5242051,NCED easement_GBERB,509.342926
WCMO,1820,15.416,12417.845,0.001241439,5.137,1820,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,12846.63184,115619.6865,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,2.325,clay loam,5,Cordova,0.26,0.26,0.4722021,0.5342877,6794.536133,6858.931152,L81A,92,11158,28.1053935,GBER_CONUS_wet_poly,172.1918793
WCMO,1821,12.192,7731.751,0.001576874,4.556,1821,LES,2,9,170,169,Le Sueur,Upper Le Sueur,LS AB UG,AB,2,LO,9,10154.13184,91387.18652,Cultivated Crops,Prime farmland if drained,Somewhat poorly drained,Partially Hydric,0.5,None,1.1,loam,5,Hamel,0.28,0.28,2.9877596,0.7174773,7148.226074,7280.180664,L36A,92,187,77.85373728,NCED easement_GBERB,128.227066
WCMO,1834,4.145,691.343,0.005995577,2.755,1834,LES,3,7,118,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,3602.025635,32418.23071,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,1,Frequent,1.25,muck,3,Muskego,0.15,0.15,0.2306105,0.729363,2599.449707,2625.355713,525,72,10560,1193.479747,GBER_CONUS_wet_poly,98.7162704
WCMO,1835,252.179,227794.551,0.001107046,21.986,1835,LES,3,7,118,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,227969.5156,2051725.641,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,6.055555556,silty clay loam,4.611111111,Minnetonka,0.2444444,0.2444444,0.3552609,2.2528863,513144.4063,513232.125,239,77,815,431.9216762,NCED easement_GBERB,34.1783791
WCMO,1836,7.709,12492.322,0.000617099,3.778,1836,LES,3,7,118,133,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,LO,10,6702.958984,60326.63086,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,0,None,1.833333333,loam,5,Lester,0.2666667,0.2666667,0.409736,0.3685706,2418.19165,2468.797852,211,86,815,416.1116424,NCED easement_GBERB,233.3338623
WCMO,1837,21.676,4899.351,0.004424259,7.356,1837,LES,3,7,133,129,Le Sueur,Upper Le Sueur,LS AB UG,AB,3,UL,10,25526.5332,229738.7988,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1,None,0.833333333,clay loam,5,Cordova,0.28,0.28,0.3527265,0.817313,20787.53711,20848.64648,211,87,815,904.9768716,NCED easement_GBERB,106.446373
