GeneID,MOs,MOsID,SED_B,SED_BCR,Duck_BCR
10627,WCMO,7780,3.394,0.566494315,0.000472691
10628,WCMO,7781,15.333,0.733351409,0.000287926
10629,WCMO,7782,29.107,0.939646705,0.000262747
10630,WCMO,7783,18.157,1.080051075,0.000384148
10631,WCMO,7825,4.635,0.811908126,0.000510442
10632,WCMO,7826,19.515,1.5029001,0.000459996
10633,WCMO,7827,13.162,1.876813341,0.000699991
10634,WCMO,7828,27.789,1.976806579,0.000500302
10635,WCMO,7829,310.315,3.519809689,0.000269469
10636,WCMO,7830,10.86,1.630430621,0.000673191
10637,WCMO,7831,58.449,1.792270597,0.000313814
10638,WCMO,7832,17.103,0.970888722,0.000319088
10639,WCMO,7833,358.67,1.594020863,0.000128092
10640,WCMO,7834,5.661,0.952415402,0.000499004
10641,WCMO,7835,6.967,1.13069702,0.000534269
10642,WCMO,7836,7.955,1.257413484,0.000558288
10643,WCMO,7837,5.2,0.886330046,0.000487822
10644,WCMO,7838,35.913,2.244744044,0.000467975
10645,WCMO,7839,24.671,1.720359776,0.000446843
10646,WCMO,7840,8.27,1.318948764,0.000630607
10647,WCMO,7841,52.992,2.979709836,0.00055133
10648,WCMO,7842,77.58,4.872531915,0.000728179
10649,WCMO,7843,7.028,0.637872201,0.000320933
10650,WCMO,7844,31.224,2.174915322,0.000511618
10651,WCMO,7845,6.64,1.113790284,0.000578701
10652,WCMO,7846,5.155,0.890710434,0.000537882
10653,WCMO,7847,7.59,1.232198066,0.000613177
10654,WCMO,7848,13.207,1.881870888,0.00071174
10655,WCMO,7849,3.857,0.690079512,0.000482179
10656,WCMO,7850,6.527,1.088326164,0.000586599
10657,WCMO,7851,8.038,1.290596261,0.000627476
10658,WCMO,7852,12.63,1.822534492,0.00070506
10659,WCMO,7853,4.776,0.230395084,0.000145058
10660,WCMO,7871,14.523,1.945915005,0.000777401
10661,WCMO,7872,8.2,0.725982764,0.000374058
10662,WCMO,7873,4.736,0.837448371,0.000531009
10663,WCMO,7874,113.939,2.390074137,0.000366464
10664,WCMO,7875,6.498,1.086513967,0.000614822
10665,WCMO,7876,9.32,0.541680545,0.000264912
10666,WCMO,7877,15.289,1.964292505,0.000799002
10667,WCMO,7878,97.651,4.075653369,0.000674469
10668,WCMO,7879,4.816,6.770834798,0.00446234
10669,WCMO,7880,4.678,0.822989666,0.000546783
10670,WCMO,7881,11.852,1.668110242,0.000762557
10671,WCMO,7882,5.494,0.93915734,0.000590777
10672,WCMO,7883,32.912,2.921751272,0.000835192
10673,WCMO,7884,4.813,6.726886722,0.004422163
10674,WCMO,7885,6.975,1.13556737,0.000652687
10675,WCMO,7886,15.234,1.959937206,0.000802038
10676,WCMO,7887,6.309,1.049595509,0.000628027
10677,WCMO,7888,35.412,3.011601964,0.000829015
10678,WCMO,7889,7.586,0.671814648,0.00037753
10679,WCMO,7890,70.929,3.762741407,0.000738819
10680,WCMO,7891,7.72,1.221706496,0.000683966
10681,WCMO,7892,16.468,1.133267839,0.000454394
10682,WCMO,7893,8.486,1.310855291,0.000703932
10683,WCMO,7894,6.926,1.124602224,0.000655017
10684,WCMO,7899,10.159,0.863783053,0.000329477
10685,WCMO,7900,64.368,2.457975035,0.000373729
10686,WCMO,7901,8.789,1.32496036,0.000564868
10687,WCMO,7902,4.626,0.797354562,0.00045211
10688,WCMO,7903,97.085,2.549853195,0.00032796
10689,WCMO,7904,13.431,1.791659041,0.000619764
10690,WCMO,7905,9.371,5.381005756,0.00222797
10691,WCMO,7932,5.96,0.537634942,0.000280003
10692,WCMO,7933,51.962,2.642297445,0.000467012
10693,WCMO,7934,4.829,0.821341057,0.000475388
10694,WCMO,7936,4.277,0.740109963,0.00045476
10695,WCMO,7937,8.719,5.489682997,0.002356679
10696,WCMO,7938,3.208,0.573251663,0.000406708
10697,WCMO,7939,3.942,0.368479642,0.000233034
10698,WCMO,7940,3.765,5.381638963,0.003527725
10699,WCMO,7941,111.215,2.758514736,0.000332416
10700,WCMO,7942,16.001,1.24669413,0.000391905
10701,WCMO,7943,6.542,5.646859787,0.002770777
10702,WCMO,7944,75.004,5.373617746,0.000791671
10703,WCMO,7945,9.726,1.436263058,0.000586112
10704,WCMO,7946,4.473,5.381305108,0.003245867
10705,WCMO,7947,6.054,0.988412682,0.000511186
10706,WCMO,7948,3.556,5.38125821,0.003634922
10707,WCMO,7949,23.207,5.379175426,0.001426674
10708,WCMO,7950,8.972,1.345634016,0.000573079
10709,WCMO,7951,58.226,2.863703952,0.000471858
10710,WCMO,7962,6.898,1.108735301,0.000530579
10711,WCMO,7963,42.923,3.403283955,0.000655633
10712,WCMO,7964,12.467,1.729527531,0.000614428
10713,WCMO,7965,9.698,0.58010865,0.000235202
10714,WCMO,7966,6.82,1.092570695,0.000532508
10715,WCMO,7967,3.52,0.331347414,0.000223095
10716,WCMO,7968,6.822,1.098880035,0.000529144
10717,WCMO,7969,12.102,1.694093379,0.000613692
10718,WCMO,7970,7.272,0.642144721,0.000303235
10719,WCMO,7971,6.194,1.015932792,0.000514855
10720,WCMO,7972,4.244,0.737909986,0.000450675
10721,WCMO,7973,4.056,0.709312631,0.000444719
10722,WCMO,7974,4.148,5.648532716,0.003499694
10723,WCMO,7975,58.897,2.879806123,0.000473065
10724,WCMO,7976,15.027,5.64501436,0.001840349
10725,WCMO,7994,203.79,2.741945879,0.000290179
10726,WCMO,7995,4.047,0.696941757,0.000528691
10727,WCMO,7996,3.545,0.627868358,0.000430209
10728,WCMO,7997,15.571,5.483850973,0.001789093
10729,WCMO,7998,5.844,0.96349549,0.000514557
10730,WCMO,7999,22.191,2.452740452,0.00067124
10731,WCMO,8000,12.619,1.728421306,0.000626363
10732,WCMO,8001,4.518,0.771806084,0.000477126
10733,WCMO,8002,3.725,0.653066863,0.000444436
10734,WCMO,8003,7.129,1.12313314,0.000553295
10735,WCMO,8004,11.56,1.60892536,0.00062325
10736,WCMO,8005,27.089,2.676456,0.000676499
10737,WCMO,8006,5.689,0.936436242,0.000515871
10738,WCMO,8018,5.192,0.896118901,0.000535566
10739,WCMO,8019,19.41,2.435729861,0.000752177
10740,WCMO,8020,9.248,0.810210332,0.00036279
10741,WCMO,8021,295.615,4.98503276,0.0003917
10742,WCMO,8022,10.769,0.628068058,0.000296742
10743,WCMO,8035,11.2,5.278596798,0.002087874
10744,WCMO,8036,3.116,0.557404627,0.000418411
10745,WCMO,8073,3.624,4.950677645,0.003759455
10746,WCMO,8074,3.406,0.608357793,0.000426172
10747,WCMO,8075,3.621,5.688727177,0.003863181
10748,WCMO,8076,40.165,5.679941217,0.001161726
10749,WCMO,8092,6.832,1.129393219,0.000595609
10750,WCMO,8093,10.076,0.870956731,0.000382837
10751,WCMO,8094,5.007,0.867928708,0.000535283
10752,WCMO,8095,4.924,0.853876189,0.000536014
10753,WCMO,8096,65.477,4.413540457,0.000746319
10754,WCMO,8097,7.881,1.265595116,0.000629827
10755,WCMO,8098,5.419,0.929148285,0.000550905
10756,WCMO,8099,3.849,0.687419386,0.000489713
10757,WCMO,8100,10.614,1.595464036,0.000683942
10758,WCMO,8101,14.243,6.510606534,0.002384282
10759,WCMO,8102,13.575,1.908298223,0.000724661
10760,WCMO,8103,4.375,0.770086361,0.000514858
10761,WCMO,8104,11.184,1.659007749,0.000692292
10762,WCMO,8105,5.433,0.9293852,0.000558179
10763,WCMO,8106,5.369,0.919989842,0.000556209
10764,WCMO,8107,15.008,2.045560331,0.000739008
10765,WCMO,8108,8.068,1.294476781,0.000629589
10766,WCMO,8109,21.169,2.570573281,0.000773394
10767,WCMO,8110,4.455,6.535775117,0.004299968
10768,WCMO,8111,8.522,1.352248736,0.000640581
10769,WCMO,8112,239.234,5.206336961,0.000461039
10770,WCMO,8113,5.068,0.877490668,0.000540034
10771,WCMO,8114,4.939,0.858273784,0.000533836
10772,WCMO,8115,370.544,5.670353443,0.000404667
10773,WCMO,8116,5.189,0.895585964,0.000545049
10774,WCMO,8117,4.149,0.736317564,0.000500817
10775,WCMO,8138,23.79,1.019321171,0.000279103
10776,WCMO,8139,35.115,2.339103922,0.000530104
10777,WCMO,8140,5.706,0.976767953,0.000557884
10778,WCMO,8141,7.656,1.249048856,0.000615225
10779,WCMO,8142,4.905,0.856989056,0.000528695
10780,WCMO,8143,24.968,1.348672666,0.000361205
10781,WCMO,8144,61.82,4.48346716,0.000765787
10782,WCMO,8145,4.032,0.716444134,0.000499841
10783,WCMO,8146,24.907,2.863883164,0.000785794
10784,WCMO,8147,6.855,1.129813699,0.000607347
10785,WCMO,8148,7.631,0.471394607,0.000240794
10786,WCMO,8149,4.224,0.746598681,0.000511342
10787,WCMO,8150,53.721,4.131159885,0.000776462
10788,WCMO,8151,196.296,4.356541664,0.000433311
10789,WCMO,8170,27.547,1.982663088,0.000507703
10790,WCMO,8171,7.301,6.777713104,0.00345059
10791,WCMO,8172,1051.309,4.148570117,0.000176576
10792,WCMO,8173,4.58,0.804206315,0.000526422
10793,WCMO,8180,6.749,5.310531124,0.002788639
10794,WCMO,8181,3.086,0.55081933,0.000434087
10795,WCMO,8182,18.73,1.371167703,0.000437924
10796,WCMO,8183,5.81,0.512936234,0.000318003
10797,WCMO,8184,2.983,0.534349942,0.000428841
10798,WCMO,8185,5.065,0.822677908,0.000546719
10799,WCMO,8186,4.715,5.31157484,0.003339026
10800,WCMO,8187,3.64,0.624210091,0.000489765
10801,WCMO,8188,65.294,5.294295841,0.000894599
10802,WCMO,8189,23.831,2.281598526,0.000699578
10803,WCMO,8190,4.044,5.311289643,0.003603902
10804,WCMO,8191,109.245,4.254137655,0.000558496
10805,WCMO,8192,3.341,0.593533804,0.000443596
10806,WCMO,8193,4.401,0.755068274,0.000491541
10807,WCMO,8194,48.298,2.29560433,0.000494455
10808,WCMO,8195,4.629,0.788374633,0.000499525
10809,WCMO,8196,3.74,0.655660338,0.000461943
10810,WCMO,8197,3.198,0.558077199,0.000467682
10811,WCMO,8198,14.924,1.16487637,0.000412593
10812,WCMO,8199,3.258,0.5671972,0.000470575
10813,WCMO,8200,25.453,2.353388031,0.000699553
10814,WCMO,8201,164.332,4.540685406,0.000486005
10815,WCMO,8202,35.227,2.11654142,0.000488534
10816,WCMO,8203,18.584,2.185862279,0.000693962
10817,WCMO,8204,5.731,0.914536697,0.000565063
10818,WCMO,8205,19.511,2.248656897,0.00069865
10819,WCMO,8206,10.861,0.875822681,0.000392471
10820,WCMO,8215,13.124,1.756382142,0.000664599
10821,WCMO,8216,5.186,0.323162118,0.000203332
10822,WCMO,8217,3.062,0.544760179,0.000445131
10823,WCMO,8218,78.023,3.106202687,0.000491113
10824,WCMO,8219,10.852,1.540614179,0.00064197
10825,WCMO,8220,8.863,1.328948189,0.000612069
10826,WCMO,8221,28.879,1.851216287,0.000483974
10827,WCMO,8222,5.589,0.911281102,0.000551106
10828,WCMO,8223,183.568,4.506924626,0.000467172
10829,WCMO,8224,20.947,2.341057172,0.000702306
10830,WCMO,8279,57.406,5.179263171,0.00110738
10831,WCMO,8280,13.449,1.551223776,0.00080958
10832,WCMO,8281,29.11,0.765560678,0.000273666
10833,WCMO,8282,5.412,0.864181957,0.000655003
10834,WCMO,8283,12.284,0.730641929,0.000288058
10835,WCMO,8284,28.279,2.213817386,0.000795609
10836,WCMO,8285,61.414,2.206813503,0.000551362
10837,WCMO,8286,3.933,0.675745911,0.000568018
10838,WCMO,8287,14.025,1.156328908,0.000433675
10839,WCMO,8288,14.772,1.206635909,0.000442155
10840,WCMO,8289,6.711,1.008983122,0.00070498
10841,WCMO,8290,17.39,1.764921401,0.000814361
10842,WCMO,8291,5.098,0.882963668,0.000552675
10843,WCMO,8292,41.92,1.558458515,0.000468802
10844,WCMO,8293,51.99,2.963723038,0.000565496
10845,WCMO,8294,156.692,4.704607193,0.000525189
10846,WCMO,8295,3.211,0.572939928,0.000504958
10847,WCMO,8296,6.724,0.610134715,0.000333378
10848,WCMO,8297,9.887,1.300574689,0.000774662
10849,WCMO,8298,75.155,2.779855904,0.000635459
10850,WCMO,8299,6.791,1.017358921,0.000707702
10851,WCMO,8300,45.758,1.720557127,0.000350218
10852,WCMO,8301,56.895,2.01129194,0.000369842
10853,WCMO,8302,590.751,3.806275977,0.000219246
10854,WCMO,8303,35.341,2.96213238,0.000704974
10855,WCMO,8304,6.411,1.017643923,0.000577157
10856,WCMO,8305,3.119,0.293415664,0.000237818
10857,WCMO,8306,4.157,0.711846517,0.00050105
10858,WCMO,8307,4.455,0.408716759,0.000277615
10859,WCMO,8308,3.719,0.345911657,0.000256992
10860,WCMO,8309,5.966,0.532428378,0.000313156
10861,WCMO,8310,6.89,1.077914778,0.000590428
10862,WCMO,8311,4.034,0.373005015,0.000266762
10863,WCMO,8312,6.334,0.561538363,0.00032022
10864,WCMO,8313,11.278,1.549454215,0.000661383
10865,WCMO,8314,8.853,1.304088058,0.000631348
10866,WCMO,8315,7.074,4.949781479,0.002685505
10867,WCMO,8316,3.61,0.630105865,0.000476507
10868,WCMO,8317,3.636,0.63405824,0.000478857
10869,WCMO,8318,70.33,2.932632515,0.000501212
10870,WCMO,8319,40.49,2.256042994,0.000503027
10871,WCMO,8320,6.324,0.560753481,0.000321254
10872,WCMO,8332,13.87,1.082538951,0.000419279
10873,WCMO,8333,3.665,0.341151521,0.000257097
10874,WCMO,8334,9.195,1.339517695,0.000637491
10875,WCMO,8335,117.276,3.079013494,0.000406077
10876,WCMO,8336,3.345,0.589586891,0.000465853
10877,WCMO,8337,3.598,0.628540234,0.000477607
10878,WCMO,8338,6.94,1.084844704,0.000596039
10879,WCMO,8339,8.692,1.287694547,0.000631107
10880,WCMO,8340,3.704,0.344694222,0.000259079
10881,WCMO,8341,22.725,1.559006706,0.000474459
10882,WCMO,8342,68.744,5.032090705,0.000868743
10883,WCMO,8343,9.838,1.409270848,0.000648912
10884,WCMO,8344,3.669,0.639342291,0.000484429
10885,WCMO,8345,22.178,1.533086266,0.000471304
10886,WCMO,8346,3.222,0.302570667,0.000244442
10887,WCMO,8347,6.148,0.988150392,0.000572831
10888,WCMO,8348,65.255,5.036888425,0.000893603
10889,WCMO,8349,18.671,2.143329523,0.000712874
10890,WCMO,8350,3.288,0.581605145,0.000461853
10891,WCMO,8351,3.07,0.547239028,0.000449378
10892,WCMO,8352,19.795,5.031151456,0.00163325
10893,WCMO,8364,10.271,5.053583931,0.00229431
10894,WCMO,8365,8.79,0.746822309,0.000367039
10895,WCMO,8366,2.917,0.523028026,0.000443597
10896,WCMO,8367,28.27,1.83997131,0.000491462
10897,WCMO,8368,3.098,0.550883067,0.00045415
10898,WCMO,8369,13.333,0.753923976,0.000300823
10899,WCMO,8370,4.028,0.69485031,0.00050268
10900,WCMO,8371,6.756,1.065172608,0.000592656
10901,WCMO,8372,3.016,0.538640105,0.00044845
10902,WCMO,8373,112.431,5.208731949,0.000702012
10903,WCMO,8374,3.418,0.601841409,0.000473127
10904,WCMO,8375,4.479,0.759670921,0.000523917
10905,WCMO,8376,12.528,1.001747621,0.000415236
10906,WCMO,8377,3.444,0.322207507,0.000254379
10907,WCMO,8378,3.721,0.647776296,0.000492665
10908,WCMO,8379,2.916,0.275531525,0.000236602
10909,WCMO,8380,24.51,1.674182615,0.000479167
10910,WCMO,8412,7.816,1.193898896,0.000623375
10911,WCMO,8413,6.364,1.016755537,0.000587462
10912,WCMO,8414,7.304,0.638166052,0.000345207
10913,WCMO,8415,11.561,1.586350878,0.000681825
10914,WCMO,8416,4.633,0.729191866,0.000499086
10915,WCMO,8417,10.47,1.478191383,0.000672739
10916,WCMO,8418,71.618,1.658319766,0.000284668
10917,WCMO,8419,5.23,0.473954222,0.000302678
10918,WCMO,8420,4.35,0.400357579,0.000281907
10919,WCMO,8421,3.223,0.302880257,0.000248939
10920,WCMO,8422,3.929,0.679575311,0.000503671
10921,WCMO,8423,21.13,1.487550581,0.000474988
10922,WCMO,8424,3.89,0.361059786,0.000268335
10923,WCMO,8425,3.418,5.027313403,0.004022733
10924,WCMO,8435,3.43,0.570844175,0.000458506
10925,WCMO,8436,4.051,0.654092778,0.000485524
10926,WCMO,8437,3.427,0.570253691,0.000460596
10927,WCMO,8438,3.404,0.538365756,0.000436829
10928,WCMO,8439,73.246,2.83158272,0.000485397
10929,WCMO,8440,6.333,0.848804617,0.000505155
10930,WCMO,8441,10.025,5.026133387,0.002348871
10931,WCMO,8442,287.189,5.142241882,0.000448227
10932,WCMO,8443,6.632,0.95373055,0.000554809
10933,WCMO,8444,11.063,4.993081087,0.002236348
10934,WCMO,8445,7.376,0.937650798,0.000519039
10935,WCMO,8446,13.489,1.503075907,0.000615872
10936,WCMO,8447,181.728,2.478060814,0.000270554
10937,WCMO,8448,18.044,1.503536235,0.000530287
10938,WCMO,8449,4.645,0.381385529,0.000265944
10939,WCMO,8450,3.045,0.516355847,0.000444456
10940,WCMO,8451,6.785,4.993902067,0.002866802
10941,WCMO,8452,4.325,0.6487271,0.000463034
10942,WCMO,8459,4.793,0.748235761,0.000517037
10943,WCMO,8460,4.742,4.985664375,0.003442232
10944,WCMO,8461,24.484,1.102909214,0.000328026
10945,WCMO,8462,31.816,2.273771818,0.000597315
10946,WCMO,8463,11.958,0.825451518,0.000359159
10947,WCMO,8464,2.97,0.505873929,0.000443534
10948,WCMO,8465,5.193,0.804637613,0.000532087
10949,WCMO,8466,5.608,0.843940274,0.000539201
10950,WCMO,8467,4.637,0.682518001,0.000479396
10951,WCMO,8468,9.497,1.219779723,0.000598138
10952,WCMO,8469,4.364,0.700766459,0.000505984
10953,WCMO,8470,26.848,2.19613476,0.000625434
10954,WCMO,8471,4.195,0.673303508,0.000497715
10955,WCMO,8472,32.058,2.279537027,0.000596656
10956,WCMO,8473,18.601,4.984547394,0.001738334
10957,WCMO,8474,5.215,0.462990214,0.000250272
10958,WCMO,8475,21.842,1.619226585,0.000521752
10959,WCMO,8476,30.648,1.78661473,0.00039139
10960,WCMO,8477,3.514,5.016767768,0.004050248
10961,WCMO,8478,9.999,1.42970632,0.000683325
10962,WCMO,8479,33.144,5.197154423,0.001342253
10963,WCMO,8480,8.105,0.677418721,0.000294704
10964,WCMO,8489,3.564,0.623970881,0.000502818
10965,WCMO,8490,29.627,5.210947792,0.001422207
10966,WCMO,8491,4.156,0.712872809,0.00053191
10967,WCMO,8492,7.493,1.153365254,0.00064264
10968,WCMO,8493,3.099,0.551524764,0.000477312
10969,WCMO,8494,5.535,0.906575696,0.000585548
10970,WCMO,8495,3.11,5.007027548,0.004306688
10971,WCMO,8496,3.077,0.289915128,0.00025072
10972,WCMO,8497,14.758,1.858050623,0.000732997
10973,WCMO,8498,4.386,0.746627664,0.00054065
10974,WCMO,8499,5.118,0.850100449,0.000569557
10975,WCMO,8500,15.038,1.156900494,0.000453051
10976,WCMO,8501,121.043,3.14699866,0.00042966
10977,WCMO,8516,5.723,4.996861137,0.003182519
10978,WCMO,8517,3.432,0.60432398,0.000495503
10979,WCMO,8518,36.866,1.798667593,0.000444032
10980,WCMO,8519,3.101,0.284460912,0.000245291
10981,WCMO,8520,57.699,2.210319321,0.000432571
10982,WCMO,8521,132.564,1.390263653,0.000180081
10983,WCMO,8522,3.428,0.60369554,0.000494333
10984,WCMO,8523,24.101,1.112290274,0.000335058
10985,WCMO,8524,5.273,5.052799019,0.003358631
10986,WCMO,8525,11.394,0.85591407,0.000387843
10987,WCMO,8526,3.18,0.564899792,0.000483718
10988,WCMO,8527,5.891,0.52759054,0.000332263
10989,WCMO,8528,24.364,1.669659705,0.000503283
10990,WCMO,8529,19.814,1.047117597,0.000358516
10991,WCMO,8530,18.359,2.126317062,0.000757686
10992,WCMO,8531,3.241,0.304568165,0.000258803
10993,WCMO,8532,4.255,0.392450416,0.00029081
10994,WCMO,8536,4.651,0.409474091,0.000291853
10995,WCMO,8537,10.154,1.448538508,0.000695025
10996,WCMO,8538,4.983,0.435244897,0.000298723
10997,WCMO,8539,296.289,1.826728251,0.000160836
10998,WCMO,8570,21.753,7.309858985,0.002031693
10999,WCMO,8571,4.796,0.836610757,0.000527155
11000,WCMO,8572,382.494,5.304013121,0.000369429
11001,WCMO,8573,7.191,1.17909427,0.00060537
11002,WCMO,8574,5.078,0.87917339,0.000538965
11003,WCMO,8575,8.957,1.406434647,0.000649124
11004,WCMO,8576,6.275,1.053084522,0.000580497
11005,WCMO,8577,153.395,5.947165659,0.000622844
11006,WCMO,8578,56.253,3.083399452,0.000557175
11007,WCMO,8579,18.885,2.394745028,0.000761221
11008,WCMO,8580,20.205,2.60245165,0.000755297
11009,WCMO,8581,4.313,0.70848613,0.000614032
11010,WCMO,8582,17.802,1.399477802,0.000460204
11011,WCMO,8583,25.627,2.930791934,0.000790251
11012,WCMO,8584,4.647,0.433893598,0.000278618
11013,WCMO,8585,13.939,1.148825814,0.00042981
11014,WCMO,8586,128.019,2.017581368,0.000372125
11015,WCMO,8587,27.686,1.969215905,0.000510263
11016,WCMO,8588,6.352,0.578926545,0.000319722
11017,WCMO,8589,21.003,1.76377181,0.000795012
11018,WCMO,8606,6.019,0.522405865,0.000396296
11019,WCMO,8607,6.976,0.416962458,0.000289172
11020,WCMO,8608,18.676,1.203436431,0.000560285
11021,WCMO,8609,4.231,0.710110456,0.000608906
11022,WCMO,8610,37.494,1.823828676,0.000582502
11023,WCMO,8611,6.506,0.557258767,0.000410706
11024,WCMO,8612,9.214,0.762888544,0.00037391
11025,WCMO,8613,6.091,0.971573461,0.000565462
11026,WCMO,8614,64.888,2.507693356,0.000489303
11027,WCMO,8615,6.797,1.12611232,0.000628582
11028,WCMO,8616,203.411,2.499806964,0.000277471
11029,WCMO,8617,4.47,0.740857864,0.000626829
11030,WCMO,8618,3.342,0.588567421,0.000538728
11031,WCMO,8619,9.044,0.724945242,0.00046788
11032,WCMO,8645,7.835,0.643663415,0.000294845
11033,WCMO,8646,14.246,1.021181085,0.000346797
11034,WCMO,8647,133.585,1.50201911,0.000166995
11035,WCMO,8653,12.514,1.019082096,0.000365726
11036,WCMO,8654,6.777,5.646977655,0.002725581
11037,WCMO,8655,5.247,0.24456198,0.000138291
11038,WCMO,8656,6.916,0.39453612,0.000192704
11039,WCMO,8657,11.231,1.384109228,0.000533876
11040,WCMO,8658,96.364,2.641983733,0.000348302
11041,WCMO,8659,21.114,1.331665335,0.000373439
11042,WCMO,8660,14.213,1.019502459,0.000348251
11043,WCMO,8661,5.941,0.269125717,0.000143011
11044,WCMO,8662,11.452,1.246313678,0.000477652
11045,WCMO,8663,17.374,0.813566281,0.000253379
11046,WCMO,8664,23.538,0.822688072,0.000218587
11047,WCMO,8665,6.983,0.309614243,0.000150839
11048,WCMO,8666,4.793,0.22460336,0.000134397
11049,WCMO,8667,6.046,0.265803539,0.000140463
11050,WCMO,8678,6.446,0.296122654,0.000151645
11051,WCMO,8679,5.537,0.480699861,0.000265049
11052,WCMO,8680,17.813,0.89570937,0.000275355
11053,WCMO,8681,4.019,0.659421507,0.000426762
11054,WCMO,8682,6.625,0.381170401,0.000192398
11055,WCMO,8683,37.413,1.310697259,0.000278759
11056,WCMO,8684,65.508,1.344384866,0.000216532
11057,WCMO,8685,6.021,0.900896857,0.000481346
11058,WCMO,8686,20.317,0.744106535,0.000214805
11059,WCMO,8687,166.936,1.448839525,0.000145859
11060,WCMO,8692,7.43,1.160172692,0.0005601
11061,WCMO,8693,4.217,0.727453011,0.000465763
11062,WCMO,8694,7.834,5.291362664,0.002484252
11063,WCMO,8695,7.807,1.205629752,0.000567682
11064,WCMO,8696,50.972,3.481921598,0.000643211
11065,WCMO,8697,30.416,5.289437403,0.001264102
11066,WCMO,8698,27.887,5.388151939,0.001332209
11067,WCMO,8699,55.251,5.385069874,0.000943759
11068,WCMO,8700,4.161,0.719098592,0.000466438
11069,WCMO,8701,13.051,1.747874787,0.000640169
11070,WCMO,8702,3.224,5.304071006,0.003895794
11071,WCMO,8703,13.909,1.824524527,0.000645385
11072,WCMO,8704,47.193,3.394031257,0.000652944
11073,WCMO,8705,5.394,0.896446025,0.000509216
11074,WCMO,8706,5.941,5.302684099,0.002874035
11075,WCMO,8707,6.379,1.028374362,0.000537321
11076,WCMO,8708,8.847,5.302774201,0.002364581
11077,WCMO,8709,6.92,5.302950188,0.002669867
11078,WCMO,8710,25.831,2.61642488,0.000680366
11079,WCMO,8711,8.907,5.302906269,0.002343948
11080,WCMO,8712,4.67,7.31633187,0.004378832
11081,WCMO,8713,38.118,7.535143444,0.001558702
11082,WCMO,8714,5.263,7.316276386,0.00413982
11083,WCMO,8715,56.261,7.614379797,0.00129074
11084,WCMO,8723,21.11,1.539359812,0.000433442
11085,WCMO,8724,82.881,5.669856607,0.00080908
11086,WCMO,8725,7.082,0.633401718,0.000297382
11087,WCMO,8726,35.416,2.181596738,0.000473143
11088,WCMO,8727,10.956,1.604765903,0.000605815
11089,WCMO,8728,18.832,2.265520657,0.000671764
11090,WCMO,8729,115.099,3.795291226,0.000457912
11091,WCMO,8730,7.151,0.63523919,0.000307182
11092,WCMO,8731,228.662,5.046288244,0.000430716
11093,WCMO,8732,23.836,1.679344534,0.000445552
11094,WCMO,8733,4.458,0.770804992,0.000471509
11095,WCMO,8746,10.316,1.609267986,0.000647233
11096,WCMO,8747,7.472,0.437288284,0.000248901
11097,WCMO,8748,17.477,0.952399325,0.000294651
11098,WCMO,8749,146.653,2.680072469,0.000339384
11099,WCMO,8750,18.231,1.459237286,0.00044247
11100,WCMO,8751,705.976,2.125445313,0.000122789
11101,WCMO,8752,38.009,1.502633493,0.000374028
11102,WCMO,8753,8.611,1.248108126,0.000619198
11103,WCMO,8754,4.903,0.806263564,0.000529177
11104,WCMO,8755,46.168,2.515396643,0.000486375
11105,WCMO,8756,9.503,1.414642345,0.000602596
11106,WCMO,8757,5.017,0.84937789,0.000497742
11107,WCMO,8758,38.502,2.083866,0.000489223
11108,WCMO,8759,6.658,0.596037239,0.000299093
11109,WCMO,8760,27.815,2.501095662,0.00068779
11110,WCMO,8761,6.931,1.062390902,0.000587526
11111,WCMO,8762,4.127,0.698629251,0.000500907
11112,WCMO,8763,3.153,0.553820147,0.000454754
11113,WCMO,8764,2.982,0.527274614,0.000444346
11114,WCMO,8765,7.227,1.096792924,0.000593394
11115,WCMO,8766,34.458,2.738062139,0.000678357
11116,WCMO,8767,121.383,3.860539686,0.000455983
11117,WCMO,8768,6.602,1.023304275,0.000580627
11118,WCMO,8769,14.044,1.736189665,0.00067524
11119,WCMO,8770,27.086,2.471219138,0.000694489
11120,WCMO,8771,13.841,1.861826662,0.000650785
11121,WCMO,8772,8.32,1.287374477,0.000581794
11122,WCMO,8773,4.372,0.757916036,0.000472397
11123,WCMO,8783,41.973,2.947247617,0.000663768
11124,WCMO,8784,69.084,3.408295542,0.000601153
11125,WCMO,8785,3.218,0.563815881,0.000458867
11126,WCMO,8786,13.453,1.690300467,0.000673833
11127,WCMO,8787,10.697,1.454864848,0.000649841
11128,WCMO,8788,11.92,1.563964577,0.000662323
11129,WCMO,8789,2.768,0.492515035,0.000438246
11130,WCMO,8790,3.836,0.654654429,0.000494745
11131,WCMO,8791,8.46,1.226808462,0.000624425
11132,WCMO,8792,2.92,0.516427159,0.000446922
11133,WCMO,8793,102.558,2.696070036,0.000395822
11134,WCMO,8794,2.705,0.483226589,0.000433028
11135,WCMO,8795,2.856,0.507188185,0.000443079
11136,WCMO,8796,9.569,1.344846724,0.000641153
11137,WCMO,8797,2.835,0.50386671,0.000441305
11138,WCMO,8798,11.877,1.550106943,0.000665879
11139,WCMO,8863,4.816,0.434482031,0.000345438
11140,WCMO,8864,39.799,2.448300348,0.000756408
11141,WCMO,8865,9.261,0.531795374,0.000327886
11142,WCMO,8866,3.408,4.318866146,0.004133844
11143,WCMO,8867,3.364,0.595354184,0.000523324
