GeneID,MOs,MOsID,SED_B,SED_BCR,Duck_BCR
2140,TLMO,5972,4.814,1.496490832,0
2141,TLMO,5973,0.002,0.599520386,0
2142,TLMO,5974,1.188,1.497075788,0
2143,TLMO,5975,0.472,2.449009241,0
2144,TLMO,5983,0.062,0.993780855,0
2145,TLMO,5984,0.003,0.449640292,0
2146,TLMO,5990,0.021,9.1943958,0
2147,TLMO,5993,1.385,1.496399458,0
2148,TLMO,5994,2.026,2.166923717,0
2149,TLMO,5995,20.935,2.450903205,0
2150,TLMO,5996,5.719,2.44505363,0
2151,TLMO,6001,0.763,1.490694394,0
2152,TLMO,6002,8.988,2.16665606,0
2153,TLMO,6003,7.075,2.450872563,0
2154,TLMO,6009,1.596,2.971154115,0
2155,TLMO,6010,11.212,1.49012381,0
2156,TLMO,6011,11.653,2.166495344,0
2157,TLMO,6017,0.002,0.875656746,0
2158,TLMO,6023,40.59,2.061993198,0
2159,TLMO,6024,0.744,2.208108269,0
2160,TLMO,6025,0.34,0.985801558,0
2161,TLMO,6036,0.005,2.340823972,0
2162,TLMO,6050,0.403,1.180869331,0
2163,TLMO,6051,27.956,13.95186119,0
2164,TLMO,6052,7.401,1.180885452,0
2165,TLMO,6053,22.162,2.06203984,0
2166,TLMO,6054,1.095,2.207327521,0
2167,TLMO,6067,1.173,1.561349869,0
2168,TLMO,6068,2.147,1.180735587,0
2169,TLMO,6069,36.706,13.95201216,0
2170,TLMO,6070,0.07,0.836950154,0
2171,TLMO,6072,15.629,4.174511627,0
2172,TLMO,6073,12.879,1.490161394,0
2173,TLMO,6074,1.077,2.444832369,0
2174,TLMO,6075,1.27,2.167860697,0
2175,TLMO,6076,2.424,1.870458409,0
2176,TLMO,6091,0.012,5.617977536,0
2177,TLMO,6092,0.009,1.226993868,0
2178,TLMO,6093,16.609,3.103319481,0
2179,TLMO,6094,1.906,4.349165421,0
2180,TLMO,6117,46.21,8.055899329,0
2181,TLMO,6120,12.262,3.103234556,0
2182,TLMO,6128,0.005,1.097694842,0
2183,TLMO,6129,3.398,18.438531,0
2184,TLMO,6130,3.082,0.870237483,0
2185,TLMO,6131,0.601,0.338594983,0
2186,TLMO,6132,0.421,0.126757671,0
2187,TLMO,6133,0.797,0.140366524,0
2188,TLMO,6151,9.24,13.95207673,0
2189,TLMO,6152,5.704,8.936334881,0
2190,TLMO,6153,0.369,0.661869162,0
2191,TLMO,6154,0.237,0.832791609,0
2192,TLMO,6155,0.031,0.340959085,0
2193,TLMO,6156,0.425,0.987201226,0
2194,TLMO,6165,0.879,2.06414101,0
2195,TLMO,6167,5.179,0.985978506,0
2196,TLMO,6168,0.017,0.127580695,0
2197,TLMO,6169,0.707,0.140264364,0
2198,TLMO,6170,0.575,0.147803169,0
2199,TLMO,6177,0.006,0.135037811,0
2200,TLMO,6178,0.654,0.140353709,0
2201,TLMO,6179,0.6,0.147864504,0
2202,TLMO,6180,0.085,0.20220667,0
2203,TLMO,6189,0.938,0.126745041,0
2204,TLMO,6190,0.057,0.440157839,0
2205,TLMO,6191,0.101,0.140417415,0
2206,TLMO,6192,1.128,1.105211641,0
2207,TLMO,6193,0.138,0.305861232,0
2208,TLMO,6195,0.03,0.151340117,0
2209,TLMO,6196,0.519,0.222117512,0
2210,TLMO,6197,0.245,0.201209226,0
2211,TLMO,6204,0.094,0.662307649,0
2212,TLMO,6220,1.517,0.358166696,0
2213,TLMO,6221,0.214,0.303386015,0
2214,TLMO,6222,0.5,0.197711138,0
2215,TLMO,6234,0.36,0.3586136,0
2216,TLMO,6236,1.2,0.666654074,0
2217,TLMO,6238,0.135,3.110527407,0
2218,TLMO,6244,2.099,0.358199439,0
2219,TLMO,6245,0.192,0.667308488,0
2220,TLMO,6250,3.918,1.082518405,0
2221,TLMO,6251,2.165,0.600596435,0
2222,TLMO,6252,0.218,0.044847985,0
2223,TLMO,6253,0.803,0.358363755,0
2224,TLMO,6255,0.166,0.044955821,0
2225,TLMO,6256,1.028,0.358257808,0
2226,TLMO,6271,1.171,0.600756512,0
2227,TLMO,6272,0.572,0.934251252,0
2228,TLMO,6282,0.395,18.45794393,0
2229,TLMO,6283,1.818,0.841102816,0
2230,TLMO,6284,1.03,0.870692818,0
2231,TLMO,6285,0.219,0.338786402,0
2232,TLMO,6286,12.463,1.49844967,0
2233,TLMO,6288,0.075,1.092148183,0
2234,TLMO,6289,2.172,0.841007071,0
2235,TLMO,6290,2.979,0.600630632,0
2236,TLMO,6291,3.883,1.498339209,0
2237,TLMO,6292,3.983,0.933811016,0
2238,TLMO,6293,0.015,4.496402882,0
2239,TLMO,6311,0.058,0.340148023,0
2240,TLMO,6322,0.526,0.338580037,0
2241,TLMO,6323,0.586,0.986508736,0
2242,TLMO,6327,9.042,5.628335639,0
2243,TLMO,6328,0.441,0.347434773,0
2244,TLMO,6334,4.064,3.103635775,0
2245,TLMO,6335,0.011,3.29736211,0
2246,TLMO,6362,0.033,2.473021585,0
2247,TLMO,6372,12.574,2.444416926,0
2248,TLMO,6373,3.879,2.2065838,0
2249,TLMO,6374,6.325,3.276577316,0
2250,TLMO,6380,0.897,13.96434965,0
2251,TLMO,6381,0.205,0.66458538,0
2252,TLMO,6382,2.138,0.831338264,0
2253,TLMO,6385,0.227,4.816260715,0
2254,TLMO,6386,8.18,3.149666936,0
2255,TLMO,6387,23.659,2.206631927,0
2256,TLMO,6389,2.258,3.277617703,0
2257,TLMO,6390,0.011,3.29736211,0
2258,TLMO,6394,23.076,3.149562022,0
2259,TLMO,6395,7.288,2.206750209,0
2260,TLMO,6396,0.465,3.109078509,0
2261,TLMO,6397,9.278,4.348940866,0
2262,TLMO,6401,21.543,8.935203907,0
2263,TLMO,6402,0.429,0.661923652,0
2264,TLMO,6403,1.567,1.906773732,0
2265,TLMO,6404,1.252,3.150446397,0
2266,TLMO,6405,8.007,3.103434242,0
2267,TLMO,6406,31.72,4.348658791,0
2268,TLMO,6407,1.857,4.583928849,0
2269,TLMO,6411,9.183,2.726659713,0
2270,TLMO,6412,0.019,11.96473552,0
2271,TLMO,6413,64.838,8.93499289,0
2272,TLMO,6414,9.121,1.777960233,0
2273,TLMO,6425,13.176,1.777968493,0
2274,TLMO,6426,18.18,1.196059635,0
2275,TLMO,6427,0.025,2.777469173,0
2276,TLMO,6429,0.018,0.047047876,0
2277,TLMO,6434,5.6,5.629113776,0
2278,TLMO,6435,3.911,3.366226702,0
2279,TLMO,6436,0.685,0.799988788,0
2280,TLMO,6437,9.208,1.196118797,0
2281,TLMO,6448,0.594,1.196999039,0
2282,TLMO,6450,0.007,1.003584231,0
2283,TLMO,6458,0.004,1.199040772,0
2284,TLMO,6468,0.003,0.198965382,0
2285,TLMO,6471,0.125,1.197983554,0
2286,TLMO,6480,0.003,0.899280583,0
2287,TLMO,6484,0.751,1.497815105,0
2288,TLMO,6487,0.239,3.103734871,0
2289,TLMO,6490,19.776,1.49641684,0
2290,TLMO,6498,0.098,0.733044604,0
2291,TLMO,6503,4.931,1.496538931,0
2292,TLMO,6504,3.151,2.445547567,0
2293,TLMO,6505,2.353,0.733407474,0
2294,TLMO,6513,14.689,2.444958881,0
2295,TLMO,6515,0.276,0.734353091,0
2296,TLMO,6516,3.988,1.664494226,0
2297,TLMO,6517,0.194,1.945778964,0
2298,TLMO,6522,0.026,2.182123375,0
2299,TLMO,6523,4.061,2.450986309,0
2300,TLMO,6525,8.607,1.870404259,0
2301,TLMO,6526,3.253,1.946380886,0
2302,TLMO,6540,0.689,1.181453411,0
2303,TLMO,6541,12.358,13.95201806,0
2304,TLMO,6542,23.143,2.205490999,0
2305,TLMO,6543,1.776,0.831340799,0
2306,TLMO,6544,19.438,8.399105732,0
2307,TLMO,6546,0.001,0.299760197,0
2308,TLMO,6558,0.003,1.313485125,0
2309,TLMO,6576,0.224,0.347562716,0
2310,TLMO,6577,5.807,3.366169963,0
2311,TLMO,6578,0.048,0.665935987,0
2312,TLMO,6579,0.01,0.003942245,0
2313,TLMO,6580,2.253,0.831154305,0
2314,TLMO,6586,0.113,8.468225421,0
2315,TLMO,6611,5.253,8.056587829,0
2316,TLMO,6613,16.504,3.10327412,0
2317,TLMO,6621,0.001,0.299760197,0
2318,TLMO,6637,0.565,0.14048471,0
2319,TLMO,6638,0.874,0.147656061,0
2320,TLMO,6639,1.339,0.200969969,0
2321,TLMO,6641,4.682,3.103426562,0
2322,TLMO,6646,0.013,0.779376499,0
2323,TLMO,6652,0.153,3.368115177,0
2324,TLMO,6653,0.109,0.148070465,0
2325,TLMO,6654,1.669,0.200940798,0
2326,TLMO,6667,0.06,2.748511223,0
2327,TLMO,6670,1.9,0.221733863,0
2328,TLMO,6671,0.098,0.201779365,0
2329,TLMO,6676,6.244,1.790407613,0
2330,TLMO,6679,2.952,8.401448055,0
2331,TLMO,6681,3.928,0.405617639,0
2332,TLMO,6683,2.066,0.302717365,0
2333,TLMO,6684,0.885,0.438654318,0
2334,TLMO,6685,0.117,1.112664403,0
2335,TLMO,6686,0.616,0.40664978,0
2336,TLMO,6687,0.216,0.203941163,0
2337,TLMO,6688,0.305,0.198031631,0
2338,TLMO,6689,0.689,0.221973795,0
2339,TLMO,6690,1.841,0.266599551,0
2340,TLMO,6691,0.002,0.565930959,0
2341,TLMO,6702,1.277,0.197677315,0
2342,TLMO,6703,0.499,0.667383536,0
2343,TLMO,6704,0.007,0.56465274,0
2344,TLMO,6705,0.003,0.899280583,0
2345,TLMO,6715,0.067,0.197664024,0
2346,TLMO,6716,2.686,0.666370282,0
2347,TLMO,6717,0.014,0.529180527,0
2348,TLMO,6719,0.002,0.875656746,0
2349,TLMO,6720,0.098,0.044935618,0
2350,TLMO,6721,0.046,0.363883747,0
2351,TLMO,6723,6.046,0.666266789,0
2352,TLMO,6741,0.139,0.939036913,0
2353,TLMO,6742,0.427,0.467751953,0
2354,TLMO,6760,0.004,0.399680257,0
2355,TLMO,6773,16.366,5.931098366,0
2356,TLMO,6774,5.509,3.276290162,0
2357,TLMO,6776,0.002,0.936329592,0
2358,TLMO,6786,0.012,1.199040769,0
2359,TLMO,6796,2.029,0.338227999,0
2360,TLMO,6797,1.387,0.986164545,0
2361,TLMO,6798,0.971,0.658210035,0
2362,TLMO,6799,0.606,0.338184929,0
2363,TLMO,6800,0.901,1.499659622,0
2364,TLMO,6801,7.031,5.381920391,0
2365,TLMO,6802,2.537,0.933694445,0
2366,TLMO,6803,1.439,0.897091342,0
2367,TLMO,6808,6.533,0.985919149,0
2368,TLMO,6809,4.819,0.985961456,0
2369,TLMO,6810,0.444,0.658747845,0
2370,TLMO,6812,21.886,3.27641303,0
2371,TLMO,6819,0.051,2.080783354,0
2372,TLMO,6820,0.021,2.210293654,0
2373,TLMO,6821,5.264,0.986059915,0
2374,TLMO,6823,0.87,0.809875642,0
2375,TLMO,6825,0.018,5.395683457,0
2376,TLMO,6827,1.048,3.104283793,0
2377,TLMO,6853,1.597,2.062755826,0
2378,TLMO,6854,18.286,2.205497461,0
2379,TLMO,6855,2.402,0.985915609,0
2380,TLMO,6856,2.486,1.160947157,0
2381,TLMO,6862,0.002,0.875656746,0
2382,TLMO,6867,0.002,0.599520386,0
2383,TLMO,6870,0.001,1.6977929,0
2384,TLMO,6879,0.002,0.599520386,0
2385,TLMO,6880,0.004,1.199040772,0
2386,TLMO,6881,0.004,1.199040772,0
2387,TLMO,6882,0.072,1.166237427,0
2388,TLMO,6883,8.435,4.348834811,0
2389,TLMO,6884,0.576,2.605450639,0
2390,TLMO,6887,1.636,8.935496204,0
2391,TLMO,6888,1.134,0.662154208,0
2392,TLMO,6889,0.004,0.004250043,0
2393,TLMO,6890,11.409,1.906711997,0
2394,TLMO,6893,4.599,3.103500633,0
2395,TLMO,6894,7.112,4.349081018,0
2396,TLMO,6895,26.389,4.583989372,0
2397,TLMO,6898,11.856,8.935010909,0
2398,TLMO,6899,0.073,1.783010112,0
2399,TLMO,6900,14.3,1.906769378,0
2400,TLMO,6908,0.01,4.681647944,0
2401,TLMO,6916,0.001,4.830917963,0
2402,TLMO,6927,0.845,4.418647214,0
2403,TLMO,6930,2.997,1.196297823,0
2404,TLMO,6931,5.409,0.346940824,0
2405,TLMO,6932,0.068,3.378714101,0
2406,TLMO,6941,1.803,2.206365542,0
2407,TLMO,6942,19.748,8.398965313,0
2408,TLMO,6943,4.308,12.15342429,0
2409,TLMO,6944,0.718,1.161045782,0
2410,TLMO,6948,51.141,6.749811526,0
2411,TLMO,6949,26.406,1.790273943,0
2412,TLMO,6950,42.873,3.460597514,0
2413,TLMO,6951,5.673,5.629070732,0
2414,TLMO,6953,8.73,3.365667646,0
2415,TLMO,6954,12.177,5.34393255,0
2416,TLMO,6955,0.004,1.199040772,0
2417,TLMO,6957,1.907,4.585721981,0
2418,TLMO,6969,0.087,0.668994048,0
2419,TLMO,6970,0.068,0.467707545,0
2420,TLMO,6971,0.054,0.475435816,0
2421,TLMO,6986,5.82,0.73315667,0
2422,TLMO,6990,0.435,0.33848742,0
2423,TLMO,6991,1.225,0.897353722,0
2424,TLMO,6992,0.098,0.660390709,0
2425,TLMO,6993,0.105,0.302600636,0
2426,TLMO,6994,0.499,0.734348373,0
2427,TLMO,6995,13.446,1.664265657,0
2428,TLMO,6996,0.04,1.953792801,0
2429,TLMO,7009,0.002,0.936329592,0
2430,TLMO,7021,2.389,2.444970259,0
2431,TLMO,7022,3.662,1.870484048,0
2432,TLMO,7023,14.97,1.872819891,0
2433,TLMO,7024,17.964,3.276361772,0
2434,TLMO,7025,0.253,0.558587678,0
2435,TLMO,7026,2.613,2.167094335,0
2436,TLMO,7027,0.03,2.50501002,0
2437,TLMO,7028,10.029,1.870384883,0
2438,TLMO,7029,6.513,1.872711406,0
2439,TLMO,7030,10.231,1.94624217,0
2440,TLMO,7050,9.724,3.276579499,0
2441,TLMO,7051,1.226,0.557136735,0
2442,TLMO,7057,0.012,3.597122307,0
2443,TLMO,7060,0.011,0.705128205,0
2444,TLMO,7062,4.809,5.931069356,0
2445,TLMO,7063,7.73,3.276495532,0
2446,TLMO,7064,3.09,1.996535462,0
2447,TLMO,7067,0.004,0.859475723,0
2448,TLMO,7068,6.306,2.20681179,0
2449,TLMO,7069,15.858,5.930951428,0
2450,TLMO,7070,1.2,4.350537291,0
2451,TLMO,7071,4.767,2.605433425,0
2452,TLMO,7072,16.193,3.282187449,0
2453,TLMO,7078,0.004,0.888296695,0
2454,TLMO,7079,0.833,2.607745599,0
2455,TLMO,7080,1.861,2.763181534,0
2456,TLMO,7081,3.551,4.584094444,0
2457,TLMO,7082,4.434,3.282304868,0
2458,TLMO,7083,0.272,1.297480884,0
2459,TLMO,7089,0.002,0.936329592,0
2460,TLMO,7091,0.008,3.502626971,0
2461,TLMO,7098,0.049,0.780428758,0
2462,TLMO,7099,0.002,0.052691203,0
2463,TLMO,7100,13.183,3.103307684,0
2464,TLMO,7101,0.111,1.467477525,0
2465,TLMO,7112,11.337,1.777982284,0
2466,TLMO,7113,0.449,1.197959467,0
2467,TLMO,7114,6.681,1.906818482,0
2468,TLMO,7115,0.198,0.856653341,0
2469,TLMO,7116,27.598,2.747074452,0
2470,TLMO,7128,0.14,0.03122071,0
2471,TLMO,7129,7.416,3.103217119,0
2472,TLMO,7130,0.293,0.140247084,0
2473,TLMO,7131,0.008,3.502626971,0
2474,TLMO,7146,15.079,1.196099853,0
2475,TLMO,7147,0.245,0.347322146,0
2476,TLMO,7148,53.207,2.747098991,0
2477,TLMO,7165,0.003,0.899280583,0
2478,TLMO,7168,0.006,0.288530898,0
2479,TLMO,7178,0.709,0.66681652,0
2480,TLMO,7179,1.305,0.494141115,0
2481,TLMO,7180,0.263,0.364037522,0
2482,TLMO,7184,0.528,0.222044101,0
2483,TLMO,7185,2.702,0.266575375,0
2484,TLMO,7186,2.654,0.49404144,0
2485,TLMO,7187,0.006,0.490757404,0
2486,TLMO,7203,4.4,1.790577331,0
2487,TLMO,7204,2.282,3.460538188,0
2488,TLMO,7206,1.534,5.343737481,0
2489,TLMO,7209,0.003,0.899280583,0
2490,TLMO,7210,6.572,0.49392748,0
2491,TLMO,7211,0.036,0.372327773,0
2492,TLMO,7233,0.388,0.533637745,0
2493,TLMO,7234,0.493,0.363506593,0
2494,TLMO,7246,0.001,1.273885374,0
2495,TLMO,7250,2.429,0.933857226,0
2496,TLMO,7251,0.012,0.013284476,0
2497,TLMO,7252,0.057,0.47048336,0
2498,TLMO,7253,5.609,0.467789963,0
2499,TLMO,7254,0.291,0.533944954,0
2500,TLMO,7255,0.038,0.036497227,0
2501,TLMO,7263,6.237,0.93376343,0
2502,TLMO,7264,0.896,0.897604018,0
2503,TLMO,7265,0.099,0.012526502,0
2504,TLMO,7266,1.965,0.467904156,0
2505,TLMO,7268,0.027,0.308814951,0
2506,TLMO,7285,1.869,0.897038334,0
2507,TLMO,7286,0.722,0.30041588,0
2508,TLMO,7295,0.016,4.796163071,0
2509,TLMO,7296,0.384,0.986041352,0
2510,TLMO,7297,1.133,0.658268944,0
2511,TLMO,7298,1.496,0.809552284,0
2512,TLMO,7314,0.016,4.796163071,0
2513,TLMO,7315,5.572,12.15150564,0
2514,TLMO,7316,8.692,1.160956183,0
2515,TLMO,7317,1.052,0.809357776,0
2516,TLMO,7318,1.709,5.83009818,0
2517,TLMO,7319,0.141,1.161086316,0
2518,TLMO,7320,1.848,0.809425072,0
2519,TLMO,7324,31.142,3.276312948,0
2520,TLMO,7326,1.638,1.996698986,0
2521,TLMO,7328,0.677,0.831763794,0
2522,TLMO,7329,50.289,8.398917956,0
2523,TLMO,7330,16.366,12.15192956,0
2524,TLMO,7332,5.129,0.766481749,0
2525,TLMO,7333,7.28,5.82763178,0
2526,TLMO,7358,0.05,0.824619851,0
2527,TLMO,7359,0.001,0.071854568,0
2528,TLMO,7364,0.009,0.899280578,0
2529,TLMO,7376,0.499,0.347146856,0
2530,TLMO,7377,10.268,3.36589744,0
2531,TLMO,7378,7.012,5.344064141,0
2532,TLMO,7379,1.441,0.522120556,0
2533,TLMO,7380,0.652,0.375763702,0
2534,TLMO,7381,7.776,4.678196512,0
2535,TLMO,7383,2.348,4.678166828,0
2536,TLMO,7384,0.379,0.347451093,0
2537,TLMO,7385,35.701,4.678053455,0
2538,TLMO,7388,0.009,1.975850718,0
2539,TLMO,7393,1.527,3.461980561,0
2540,TLMO,7394,37.59,5.343778841,0
2541,TLMO,7397,2.26,0.375446528,0
2542,TLMO,7404,0.07,0.812592868,0
2543,TLMO,7406,0.031,0.831500456,0
2544,TLMO,7410,0.108,0.813491914,0
2545,TLMO,7411,0.12,0.467167834,0
2546,TLMO,7416,0.004,0.580804416,0
2547,TLMO,7419,5.003,1.496455676,0
2548,TLMO,7420,2.034,0.733391336,0
2549,TLMO,7424,0.097,0.815221959,0
2550,TLMO,7427,0.003,0.644606795,0
2551,TLMO,7429,0.087,5.838534327,0
2552,TLMO,7431,5.024,0.733163293,0
2553,TLMO,7432,1.25,1.664536061,0
2554,TLMO,7447,0.034,0.749873184,0
2555,TLMO,7448,9.708,1.664286869,0
2556,TLMO,7449,4.253,1.94624644,0
2557,TLMO,7458,0.571,1.873593165,0
2558,TLMO,7459,1.333,1.6643942,0
2559,TLMO,7460,30.837,1.946173598,0
2560,TLMO,7462,0.6,1.393614921,0
2561,TLMO,7479,0.013,0.334216007,0
2562,TLMO,7481,11.04,1.872877745,0
2563,TLMO,7482,1.761,1.947106374,0
2564,TLMO,7483,0.006,0.586911868,0
2565,TLMO,7484,1.279,0.607102002,0
2566,TLMO,7497,3.654,1.160916202,0
2567,TLMO,7498,0.182,0.810715702,0
2568,TLMO,7499,1.184,5.830042445,0
2569,TLMO,7500,0.141,0.164613474,0
2570,TLMO,7508,0.001,0.437828379,0
2571,TLMO,7509,5.582,0.556745336,0
2572,TLMO,7510,1.217,0.607448203,0
2573,TLMO,7511,0.285,0.669183737,0
2574,TLMO,7528,0.004,0.145385818,0
2575,TLMO,7532,8.639,1.996464647,0
2576,TLMO,7540,0.029,0.00401864,0
2577,TLMO,7541,1.624,0.831245409,0
2578,TLMO,7542,0.669,8.404733788,0
2579,TLMO,7545,3.005,0.766456888,0
2580,TLMO,7546,2.618,0.558902519,0
2581,TLMO,7553,10.343,1.906670304,0
2582,TLMO,7554,0.009,0.001188931,0
2583,TLMO,7555,0.139,0.559534017,0
2584,TLMO,7556,0.417,1.530219075,0
2585,TLMO,7569,10.11,1.906767194,0
2586,TLMO,7570,0.003,0.001245972,0
2587,TLMO,7571,1.713,0.854382839,0
2588,TLMO,7580,4.058,3.103424014,0
2589,TLMO,7581,10.478,4.584011259,0
2590,TLMO,7582,5.015,1.293338777,0
2591,TLMO,7583,18.898,1.464889699,0
2592,TLMO,7584,0.64,1.359633749,0
2593,TLMO,7585,0.002,0.936329592,0
2594,TLMO,7596,0.076,0.031199071,0
2595,TLMO,7597,0.882,0.139921666,0
2596,TLMO,7599,6.926,1.464979874,0
2597,TLMO,7613,0.061,2.769580023,0
2598,TLMO,7614,0.804,0.346872881,0
2599,TLMO,7615,20.286,2.747122908,0
2600,TLMO,7616,0.99,4.678307303,0
2601,TLMO,7617,0.088,3.223679391,0
2602,TLMO,7618,0.276,1.911397051,0
2603,TLMO,7619,8.995,0.854351699,0
2604,TLMO,7620,28.62,2.747143839,0
2605,TLMO,7623,0.002,0.599520386,0
2606,TLMO,7624,0.09,0.031258433,0
2607,TLMO,7625,2.138,0.139860378,0
2608,TLMO,7633,0.069,0.200876871,0
2609,TLMO,7634,0.058,0.031568766,0
2610,TLMO,7635,2.663,0.266607959,0
2611,TLMO,7636,0.408,0.140046167,0
2612,TLMO,7637,1.428,0.479325722,0
2613,TLMO,7638,0.238,1.296875511,0
2614,TLMO,7653,3.158,5.344842177,0
2615,TLMO,7656,0.457,0.26709511,0
2616,TLMO,7657,1.773,0.494053249,0
2617,TLMO,7658,0.669,0.175259857,0
2618,TLMO,7659,3.718,0.479327487,0
2619,TLMO,7668,0.028,2.797761793,0
2620,TLMO,7670,0.012,0.510638299,0
2621,TLMO,7679,2.152,0.493985633,0
2622,TLMO,7681,3.164,0.363560651,0
2623,TLMO,7690,0.01,4.681647944,0
2624,TLMO,7699,0.047,4.696243008,0
2625,TLMO,7700,3.645,0.533034775,0
2626,TLMO,7701,0.224,0.036411059,0
2627,TLMO,7702,0.864,13.62475163,0
2628,TLMO,7703,1.193,0.363654321,0
2629,TLMO,7716,0.021,0.012657175,0
2630,TLMO,7717,0.084,0.036355956,0
2631,TLMO,7718,1.247,0.300547541,0
2632,TLMO,7719,0.695,0.313310889,0
2633,TLMO,7720,44.092,13.6118769,0
2634,TLMO,7721,0.005,1.498800961,0
2635,TLMO,7727,1.341,0.3005661,0
2636,TLMO,7728,1.22,0.312956368,0
2637,TLMO,7741,0.056,0.340278664,0
2638,TLMO,7742,0.034,1.001207339,0
2639,TLMO,7743,8.947,0.657852217,0
2640,TLMO,7744,0.09,0.301190707,0
2641,TLMO,7745,0.196,0.813065464,0
2642,TLMO,7746,0.842,0.312983228,0
2643,TLMO,7747,0.038,0.475035628,0
2644,TLMO,7754,0.514,0.657857688,0
2645,TLMO,7755,0.143,0.811490248,0
2646,TLMO,7756,3.398,0.464928925,0
2647,TLMO,7757,0.006,1.547588347,0
2648,TLMO,7768,0.001,0.468164803,0
2649,TLMO,7783,22.964,5.827321571,0
2650,TLMO,7788,4.768,0.766500827,0
2651,TLMO,7789,16.493,5.827276871,0
2652,TLMO,7792,0.005,0.74940048,0
2653,TLMO,7794,0,0,0
2654,TLMO,7795,0.63,0.766810494,0
2655,TLMO,7796,3.083,0.558840787,0
2656,TLMO,7797,5.783,1.530055686,0
2657,TLMO,7799,0.003,0.899280583,0
2658,TLMO,7800,0.002,0.936329592,0
2659,TLMO,7804,0.751,1.531465394,0
2660,TLMO,7805,0.002,0.875656746,0
2661,TLMO,7809,0.049,0.864029906,0
2662,TLMO,7810,0.002,0.875656746,0
2663,TLMO,7811,0.006,0.677124481,0
2664,TLMO,7814,0.002,0.875656746,0
2665,TLMO,7819,0.014,0.711093053,0
2666,TLMO,7828,17.186,2.747194779,0
2667,TLMO,7830,7.612,3.213852498,0
2668,TLMO,7832,19.516,4.678152863,0
2669,TLMO,7833,1.982,10.38990994,0
2670,TLMO,7834,13.04,3.21373903,0
2671,TLMO,7835,0.002,0.875656746,0
2672,TLMO,7849,1.472,0.668169139,0
2673,TLMO,7855,0.004,1.751313492,0
2674,TLMO,7863,1.208,0.562667828,0
2675,TLMO,7874,0.008,0.702864172,0
2676,TLMO,7875,0.02,0.694758051,0
2677,TLMO,7876,0.002,0.875656746,0
2678,TLMO,7878,0.02,0.683153437,0
2679,TLMO,7880,1.608,1.664756545,0
2680,TLMO,7881,1.809,1.946622304,0
2681,TLMO,7882,6.101,0.562324464,0
2682,TLMO,7883,0.065,0.094430215,0
2683,TLMO,7884,0.148,1.37952891,0
2684,TLMO,7885,3.793,1.391982796,0
2685,TLMO,7886,2.133,1.989052286,0
2686,TLMO,7899,0.002,0.875656746,0
2687,TLMO,7903,0.291,0.608435297,0
2688,TLMO,7904,9.149,1.391882143,0
2689,TLMO,7905,0.196,1.992072365,0
2690,TLMO,7906,1.512,1.532750375,0
2691,TLMO,7914,3.081,0.607270811,0
2692,TLMO,7916,3.362,1.532525134,0
2693,TLMO,7923,0.005,1.181753724,0
2694,TLMO,7924,21.751,5.827157054,0
2695,TLMO,7926,1.288,0.607172556,0
2696,TLMO,7927,5.311,0.668210349,0
2697,TLMO,7931,5.704,5.827924997,0
2698,TLMO,7937,0.117,0.56296282,0
2699,TLMO,7947,8,1.996377573,0
2700,TLMO,7950,3.036,3.276738717,0
2701,TLMO,7951,25.148,1.996334866,0
2702,TLMO,7953,0.032,1.521346392,0
2703,TLMO,7960,0.002,0.299760193,0
2704,TLMO,7962,0.002,0.515862782,0
2705,TLMO,7972,0.066,1.161501505,0
2706,TLMO,7973,0.244,0.465944961,0
2707,TLMO,7974,9.131,5.827281198,0
2708,TLMO,7975,1.635,0.16434797,0
2709,TLMO,7976,4.914,5.930986205,0
2710,TLMO,7977,5.087,3.28222559,0
2711,TLMO,7978,19.776,1.649342152,0
2712,TLMO,7980,6.196,1.996512869,0
2713,TLMO,7988,2.845,3.282539543,0
2714,TLMO,7989,8.513,1.649264118,0
2715,TLMO,7990,10.623,2.227957628,0
2716,TLMO,7991,3.585,1.29318461,0
2717,TLMO,7992,4.34,1.359176477,0
2718,TLMO,8000,0.035,10.49160672,0
2719,TLMO,8010,0.035,10.49160672,0
2720,TLMO,8028,2.737,0.854387625,0
2721,TLMO,8029,1.018,2.749560421,0
2722,TLMO,8031,35.938,4.4560474,0
2723,TLMO,8032,0.014,2.098321347,0
2724,TLMO,8044,0.245,2.754913867,0
2725,TLMO,8045,0.775,9.983639713,0
2726,TLMO,8046,0.809,9.976815312,0
2727,TLMO,8047,7.324,2.747324884,0
2728,TLMO,8048,46.155,9.976355465,0
2729,TLMO,8049,0.196,4.461541964,0
2730,TLMO,8050,0.038,0.142723541,0
2731,TLMO,8051,0.393,0.137839794,0
2732,TLMO,8052,13.281,1.464890283,0
2733,TLMO,8053,0.08,0.082919857,0
2734,TLMO,8054,0.001,0.299760197,0
2735,TLMO,8057,0.118,0.14069326,0
2736,TLMO,8059,0.888,0.137617558,0
2737,TLMO,8060,0.13,0.082949003,0
2738,TLMO,8061,0.001,0.468164803,0
2739,TLMO,8062,0.001,0.299760197,0
2740,TLMO,8076,3.43,2.747272551,0
2741,TLMO,8077,2.773,3.214487334,0
2742,TLMO,8086,1.791,0.175290139,0
2743,TLMO,8087,0.554,0.479287264,0
2744,TLMO,8088,0.032,0.097944692,0
2745,TLMO,8089,0.177,0.085878765,0
2746,TLMO,8103,11.387,2.976268266,0
