Type,ID,SedRed,Cost,Duck,Site_ID,River_x,Zone_x,HYDSB_LES30SB,area_m2
WCMO,17190,218.518,48592.724,24.371,17190,MAP,2,29,201075.2813
WCMO,17191,11.394,11794.951,5.286,17191,MAP,2,29,9352.03125
WCMO,17192,38.799,6617.381,10.136,17192,MAP,2,29,34477.78516
WCMO,17193,11.195,1791.647,5.299,17193,MAP,2,29,9334.814453
WCMO,17194,125.098,41998.275,18.515,17194,MAP,2,29,114615.1094
WCMO,17195,39.354,19957.258,10.213,17195,MAP,2,29,34987.33203
WCMO,17196,5.313,738.688,3.409,17196,MAP,2,29,3848.702637
WCMO,17197,7.457,1122.395,4.198,17197,MAP,2,29,5847.887207
WCMO,17198,7.347,1102.826,4.156,17198,MAP,2,29,5745.928223
WCMO,17199,5.506,759.438,3.443,17199,MAP,2,29,3956.814941
WCMO,17200,7.017,6043.687,4.042,17200,MAP,2,29,5437.805176
WCMO,17201,6.954,7008.371,3.992,17201,MAP,2,29,5323.566895
WCMO,17203,10.863,12542.21,5.173,17203,MAP,2,29,8932.694336
WCMO,17204,15.343,7508.511,6.253,17204,MAP,2,29,13069.81055
WCMO,17205,6.171,5892.29,3.74,17205,MAP,2,29,4648.999512
WCMO,17206,5.533,5778.021,3.494,17206,MAP,2,29,4053.632324
WCMO,17207,4.511,10588.881,3.031,17207,MAP,2,29,3068.178955
WCMO,17209,28.405,9704.787,8.62,17209,MAP,2,29,24512.81445
WCMO,17212,18.738,8142.354,7.036,17212,MAP,2,29,16372.24707
WCMO,17571,7.701,12454.897,4.072,17571,MAP,2,29,5996.5625
WCMO,17576,29.234,23382.275,8.461,17576,MAP,2,29,25829.00781
WCMO,17577,9.607,13173.381,4.634,17577,MAP,2,29,7751.59668
WCMO,17578,5.134,11487.295,3.172,17578,MAP,2,29,3633.006104
WCMO,17582,13.127,16890.535,5.513,17582,MAP,2,29,10992.55469
WCMO,17584,10.468,7568.881,4.879,17584,MAP,2,29,8544.198242
WCMO,17585,11.106,7745.503,5.054,17585,MAP,2,29,9131.651367
WCMO,17586,14.158,28400.27,5.786,17586,MAP,2,29,11941.7168
WCMO,17587,4.674,11314.185,2.992,17587,MAP,2,29,3210.150391
WCMO,17588,6.706,12079.933,3.771,17588,MAP,2,29,5080.638672
WCMO,17589,16.383,9206.628,6.254,17589,MAP,2,29,13991.41016
WCMO,17590,29.113,18324.265,8.499,17590,MAP,2,29,25717.04297
WCMO,17591,14.554,8700.225,5.869,17591,MAP,2,29,12307.09473
WCMO,17592,6.093,6357.689,3.557,17592,MAP,2,29,4515.727051
WCMO,17593,4.889,6024.651,3.096,17593,MAP,2,29,3408.028809
WCMO,17594,10.783,13616.521,4.96,17594,MAP,2,29,8834.053711
WCMO,17595,24.976,11586.164,7.845,17595,MAP,2,29,21905.83984
WCMO,17597,48.234,41470.744,11.042,17597,MAP,2,29,43339.62109
WCMO,17598,6.141,6297.774,3.588,17598,MAP,2,29,4560.055664
WCMO,17599,18.798,9615.197,6.781,17599,MAP,2,29,16216.65625
WCMO,17600,7.026,6031.728,3.903,17600,MAP,2,29,5375.494141
WCMO,17601,18.455,3051.542,6.689,17601,MAP,2,29,15899.10156
WCMO,17602,22.874,3833.253,7.534,17602,MAP,2,29,19971.96289
WCMO,17603,8.13,6921.664,4.248,17603,MAP,2,29,6391.529785
WCMO,17604,29.739,15764.559,8.603,17604,MAP,2,29,26294.51953
WCMO,17605,6.084,883.109,3.646,17605,MAP,2,29,4601.162598
WCMO,17606,5.214,10711.504,3.244,17606,MAP,2,29,3707.06665
WCMO,17607,50.784,18802.913,11.452,17607,MAP,2,29,45864.81641
WCMO,17608,18.692,3093.784,6.788,17608,MAP,2,29,16119.19043
WCMO,17609,14.174,7295.101,5.853,17609,MAP,2,29,11957.90332
WCMO,17610,10.23,6597.937,4.878,17610,MAP,2,29,8325.547852
WCMO,17611,8.149,11824.194,4.275,17611,MAP,2,29,6409.765625
WCMO,17614,19.431,3266.502,0,17614,MAP,2,29,17019.08203
WCMO,18127,5.301,6138.616,3.253,18127,MAP,2,29,3787.08252
WCMO,18128,36.887,14885.809,9.576,18128,MAP,2,29,32880.58594
WCMO,18129,8.625,7058.568,4.375,18129,MAP,2,29,6846.878906
WCMO,18130,25.012,26014.717,7.827,18130,MAP,2,29,21939.54883
WCMO,18131,5.031,6063.718,3.143,18131,MAP,2,29,3537.966065
WCMO,18132,63.725,38930.623,12.721,18132,MAP,2,29,57625.15625
WCMO,18133,10.427,7557.657,1.073,18133,MAP,2,29,8506.866211
WCMO,18134,33.767,14021.422,9.173,18134,MAP,2,29,30005.60156
WCMO,18136,75.065,59276.421,13.717,18136,MAP,2,29,66991.46094
WCMO,18137,11.338,8825.635,5.116,18137,MAP,2,29,9344.853516
WCMO,18147,4.609,606.849,3.025,18147,MAP,2,29,3161.794678
WCMO,18148,11.064,1752.003,2.099,18148,MAP,2,29,9128.263672
WCMO,18149,10.046,1565.428,4.841,18149,MAP,2,29,8156.17041
WCMO,18152,11.991,11909.294,5.343,18152,MAP,2,29,9947.779297
WCMO,18156,9.324,7132.057,4.648,18156,MAP,2,29,7491.517578
WCMO,18157,28.691,12209.269,0.761,18157,MAP,2,29,25331.58008
WCMO,18158,4.714,636.168,3.104,18158,MAP,2,29,3314.553711
WCMO,18159,32.514,18233.572,3.834,18159,MAP,2,29,28930.72852
WCMO,18160,69.835,27740.267,13.572,18160,MAP,2,29,62334.89453
WCMO,18161,63.278,11010.659,0,18161,MAP,2,29,57367.58203
WCMO,18163,12.555,17990.217,5.531,18163,MAP,2,29,10506.87891
WCMO,18167,126.939,22110.356,0,18167,MAP,2,29,115199.0703
WCMO,18171,42.122,7366.355,10.53,18171,MAP,2,29,38380.08203
WCMO,18172,8.634,8442.749,4.376,18172,MAP,2,29,6644.818359
WCMO,18173,6.6,5973.78,3.841,18173,MAP,2,29,5073.575684
WCMO,18174,6.076,5879.4,3.651,18174,MAP,2,29,4581.839356
WCMO,18175,111.515,24652.063,17.329,18175,MAP,2,29,102390.9063
WCMO,18176,26.351,9459.879,8.259,18176,MAP,2,29,23236.79883
WCMO,18177,99.235,22185.771,16.124,18177,MAP,2,29,89541.07031
WCMO,18178,378.109,109752.923,32.07,18178,MAP,2,29,350507
WCMO,18179,7.314,1085.578,4.08,18179,MAP,2,29,5656.064453
WCMO,18180,11.086,1754.009,5.184,18180,MAP,2,29,9138.713867
WCMO,18181,5.57,770.702,3.447,18181,MAP,2,29,4015.501709
WCMO,18182,7.269,1069.432,4.065,18182,MAP,2,29,5571.938477
WCMO,18183,5.805,811.963,3.545,18183,MAP,2,29,4230.479492
WCMO,18184,569.362,162945.305,38.989,18184,MAP,2,29,519843.0625
WCMO,18185,57.726,9950.83,12.432,18185,MAP,2,29,51845.67969
WCMO,18186,17.63,7913.788,6.712,18186,MAP,2,29,15181.37793
WCMO,18187,15.348,7509.299,6.212,18187,MAP,2,29,13073.91406
WCMO,18188,49.206,27623.652,11.481,18188,MAP,2,29,44356.37891
WCMO,18189,123.239,26297.384,18.209,18189,MAP,2,29,110963.3359
WCMO,18190,24.243,16058.87,7.944,18190,MAP,2,29,21289.36523
WCMO,18191,19.384,14781.715,7.074,18191,MAP,2,29,16801.75977
WCMO,18195,4.973,11318.447,3.225,18195,MAP,2,29,3494.792725
WCMO,18439,11.183,9767.799,5.043,18439,MAP,2,29,9202.286133
WCMO,18441,85.813,58210.648,14.599,18441,MAP,2,29,76911.03906
WCMO,18442,22.477,26551.531,7.391,18442,MAP,2,29,19604.10742
WCMO,18514,4.578,5938.518,2.968,18514,MAP,2,29,3121.549072
WCMO,18515,7.232,1068.122,3.981,18515,MAP,2,29,5565.112305
WCMO,18516,33.843,15773.062,9.276,18516,MAP,2,29,30078.72852
WCMO,18517,5.541,6640.723,3.369,18517,MAP,2,29,4007.783691
WCMO,18518,25.748,21437.523,8.048,18518,MAP,2,29,22619.85742
WCMO,18519,32.749,13739.417,9.085,18519,MAP,2,29,29067.64453
WCMO,18520,14.188,7297.695,5.852,18520,MAP,2,29,11971.41895
WCMO,18521,11.827,7945.054,5.273,18521,MAP,2,29,9795.363281
WCMO,19582,5.978,6255.383,3.568,19582,MAP,2,29,4411.103516

