ID,Generation,Outlet.Sediment,SedRed,Duck,Cost,sedbcr,duckbcr,Type,lambdaSedBcr0,lambdaSedBcr0.1,lambdaSedBcr0.2,lambdaSedBcr0.3,lambdaSedBcr0.4,lambdaSedBcr0.5,lambdaSedBcr0.6,lambdaSedBcr0.7,lambdaSedBcr0.8,lambdaSedBcr0.9,lambdaSedBcr1
10035,-1,211247.62,2.824,0,783.7193,3.603330937,0,AFMO 783,0,0.360333094,0.720666187,1.080999281,1.441332375,1.801665469,2.161998562,2.522331656,2.88266475,3.242997844,3.603330937
10036,-1,211250.3089,0.1351,0,1161.1677,0.116348397,0,AFMO 784,0,0.01163484,0.023269679,0.034904519,0.046539359,0.058174198,0.069809038,0.081443878,0.093078717,0.104713557,0.116348397
10037,-1,211250.3452,0.0988,0,0,Inf,NA,AFMO 785,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10038,-1,211249.9773,0.4667,0,1744.1287,0.267583464,0,AFMO 786,0,0.026758346,0.053516693,0.080275039,0.107033386,0.133791732,0.160550079,0.187308425,0.214066772,0.240825118,0.267583464
10039,-1,211250.4208,0.0232,0,0,Inf,NA,AFMO 787,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10040,-1,211250.4233,0.0207,0,0,Inf,NA,AFMO 788,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10041,-1,211247.9652,2.4788,0,787.2582,3.148649325,0,AFMO 789,0,0.314864932,0.629729865,0.944594797,1.25945973,1.574324662,1.889189595,2.204054527,2.51891946,2.833784392,3.148649325
10042,-1,211250.4213,0.0227,0,441.1015,0.051462078,0,AFMO 790,0,0.005146208,0.010292416,0.015438624,0.020584831,0.025731039,0.030877247,0.036023455,0.041169663,0.046315871,0.051462078
10043,-1,211250.2936,0.1504,0,2818.5071,0.053361583,0,AFMO 791,0,0.005336158,0.010672317,0.016008475,0.021344633,0.026680791,0.03201695,0.037353108,0.042689266,0.048025425,0.053361583
10044,-1,211250.3598,0.0842,0,914.6786,0.092054193,0,AFMO 792,0,0.009205419,0.018410839,0.027616258,0.036821677,0.046027096,0.055232516,0.064437935,0.073643354,0.082848773,0.092054193
10045,-1,211250.411,0.033,0,1543.772,0.021376214,0,AFMO 793,0,0.002137621,0.004275243,0.006412864,0.008550485,0.010688107,0.012825728,0.01496335,0.017100971,0.019238592,0.021376214
10046,-1,211250.3404,0.1036,0,450.3073,0.230065113,0,AFMO 794,0,0.023006511,0.046013023,0.069019534,0.092026045,0.115032557,0.138039068,0.161045579,0.184052091,0.207058602,0.230065113
10047,-1,211250.2283,0.2157,0,542.2701,0.397772254,0,AFMO 795,0,0.039777225,0.079554451,0.119331676,0.159108902,0.198886127,0.238663352,0.278440578,0.318217803,0.357995029,0.397772254
10048,-1,211249.7877,0.6563,0,990.9403,0.662300241,0,AFMO 796,0,0.066230024,0.132460048,0.198690072,0.264920097,0.331150121,0.397380145,0.463610169,0.529840193,0.596070217,0.662300241
10049,-1,211250.3867,0.0573,0,0,Inf,NA,AFMO 797,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10050,-1,211249.1248,1.3192,0,854.4156,1.5439793,0,AFMO 798,0,0.15439793,0.30879586,0.46319379,0.61759172,0.77198965,0.92638758,1.08078551,1.23518344,1.38958137,1.5439793
10051,-1,211248.9541,1.4899,0,0,Inf,NA,AFMO 799,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10052,-1,211248.5571,1.8869,0,865.2911,2.180653424,0,AFMO 800,0,0.218065342,0.436130685,0.654196027,0.87226137,1.090326712,1.308392054,1.526457397,1.744522739,1.962588082,2.180653424
10053,-1,211250.3641,0.0799,0,538.3267,0.148422881,0,AFMO 801,0,0.014842288,0.029684576,0.044526864,0.059369153,0.074211441,0.089053729,0.103896017,0.118738305,0.133580593,0.148422881
10054,-1,211250.154,0.29,0,794.1835,0.365154904,0,AFMO 802,0,0.03651549,0.073030981,0.109546471,0.146061962,0.182577452,0.219092943,0.255608433,0.292123924,0.328639414,0.365154904
10055,-1,211248.4807,1.9633,0,948.7565,2.069340236,0,AFMO 803,0,0.206934024,0.413868047,0.620802071,0.827736095,1.034670118,1.241604142,1.448538165,1.655472189,1.862406213,2.069340236
10056,-1,211249.7173,0.7267,0,836.5765,0.868659352,0,AFMO 804,0,0.086865935,0.17373187,0.260597805,0.347463741,0.434329676,0.521195611,0.608061546,0.694927481,0.781793416,0.868659352
10057,-1,211240.2433,10.2007,0,1350.9825,7.550578931,0,AFMO 805,0,0.755057893,1.510115786,2.265173679,3.020231572,3.775289465,4.530347358,5.285405251,6.040463144,6.795521037,7.550578931
10058,-1,211248.8642,1.5798,0,1392.2128,1.134740321,0,AFMO 806,0,0.113474032,0.226948064,0.340422096,0.453896129,0.567370161,0.680844193,0.794318225,0.907792257,1.021266289,1.134740321
10059,-1,211248.9955,1.4485,0,595.0155,2.434390365,0,AFMO 807,0,0.243439036,0.486878073,0.730317109,0.973756146,1.217195182,1.460634219,1.704073255,1.947512292,2.190951328,2.434390365
10060,-1,211248.009,2.435,0,3481.0055,0.699510529,0,AFMO 808,0,0.069951053,0.139902106,0.209853159,0.279804212,0.349755265,0.419706318,0.489657371,0.559608423,0.629559476,0.699510529
10061,-1,211250.1267,0.3173,0,1903.0839,0.166729381,0,AFMO 809,0,0.016672938,0.033345876,0.050018814,0.066691752,0.08336469,0.100037628,0.116710566,0.133383505,0.150056443,0.166729381
10062,-1,211250.4265,0.0175,0,1181.2644,0.014814634,0,AFMO 810,0,0.001481463,0.002962927,0.00444439,0.005925854,0.007407317,0.008888781,0.010370244,0.011851707,0.013333171,0.014814634
10063,-1,211250.293,0.151,0,591.6305,0.255226869,0,AFMO 811,0,0.025522687,0.051045374,0.076568061,0.102090748,0.127613434,0.153136121,0.178658808,0.204181495,0.229704182,0.255226869
10064,-1,211249.5735,0.8705,0,747.8117,1.164063092,0,AFMO 812,0,0.116406309,0.232812618,0.349218928,0.465625237,0.582031546,0.698437855,0.814844165,0.931250474,1.047656783,1.164063092
10065,-1,211249.0239,1.4201,0,470.7648,3.016580679,0,AFMO 813,0,0.301658068,0.603316136,0.904974204,1.206632272,1.508290339,1.809948407,2.111606475,2.413264543,2.714922611,3.016580679
10066,-1,211250.3984,0.0456,0,723.7054,0.063009064,0,AFMO 814,0,0.006300906,0.012601813,0.018902719,0.025203626,0.031504532,0.037805439,0.044106345,0.050407251,0.056708158,0.063009064
10067,-1,211250.4348,0.0092,0,349.429,0.026328668,0,AFMO 815,0,0.002632867,0.005265734,0.0078986,0.010531467,0.013164334,0.015797201,0.018430067,0.021062934,0.023695801,0.026328668
10068,-1,211250.2815,0.1625,0,1253.8873,0.129596974,0,AFMO 816,0,0.012959697,0.025919395,0.038879092,0.05183879,0.064798487,0.077758184,0.090717882,0.103677579,0.116637277,0.129596974
10069,-1,211250.0555,0.3885,0,677.6562,0.573299558,0,AFMO 817,0,0.057329956,0.114659912,0.171989867,0.229319823,0.286649779,0.343979735,0.401309691,0.458639646,0.515969602,0.573299558
10070,-1,211250.0157,0.4283,0,1405.4567,0.304740801,0,AFMO 818,0,0.03047408,0.06094816,0.09142224,0.12189632,0.1523704,0.18284448,0.21331856,0.24379264,0.274266721,0.304740801
10071,-1,211249.9097,0.5343,0,618.896,0.863311445,0,AFMO 819,0,0.086331144,0.172662289,0.258993433,0.345324578,0.431655722,0.517986867,0.604318011,0.690649156,0.7769803,0.863311445
10072,-1,211249.9844,0.4596,0,0,Inf,NA,AFMO 820,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10073,-1,211249.6865,0.7575,0,478.2681,1.583839692,0,AFMO 821,0,0.158383969,0.316767938,0.475151907,0.633535877,0.791919846,0.950303815,1.108687784,1.267071753,1.425455722,1.583839692
10074,-1,211248.0786,2.3654,0,0,Inf,NA,AFMO 822,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10075,-1,211249.197,1.247,0,0,Inf,NA,AFMO 823,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10076,-1,211248.2418,2.2022,0,379.9046,5.796718439,0,AFMO 824,0,0.579671844,1.159343688,1.739015532,2.318687376,2.89835922,3.478031064,4.057702908,4.637374751,5.217046595,5.796718439
10077,-1,211250.3016,0.1424,0,522.524,0.272523367,0,AFMO 825,0,0.027252337,0.054504673,0.08175701,0.109009347,0.136261684,0.16351402,0.190766357,0.218018694,0.245271031,0.272523367
10078,-1,211250.4438,2.00E-04,0,900.5503,0.000222086,0,AFMO 826,0,2.22E-05,4.44E-05,6.66E-05,8.88E-05,0.000111043,0.000133252,0.000155461,0.000177669,0.000199878,0.000222086
10079,-1,211250.4398,0.0042,0,572.9544,0.007330426,0,AFMO 827,0,0.000733043,0.001466085,0.002199128,0.002932171,0.003665213,0.004398256,0.005131298,0.005864341,0.006597384,0.007330426
10080,-1,211250.1606,0.2834,0,444.849,0.637070107,0,AFMO 828,0,0.063707011,0.127414021,0.191121032,0.254828043,0.318535053,0.382242064,0.445949075,0.509656086,0.573363096,0.637070107
10081,-1,211250.4434,6.00E-04,0,736.4758,0.000814691,0,AFMO 829,0,8.15E-05,0.000162938,0.000244407,0.000325876,0.000407345,0.000488814,0.000570284,0.000651753,0.000733222,0.000814691
10082,-1,211250.0679,0.3761,0,0,Inf,NA,AFMO 830,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10083,-1,211250.3972,0.0468,0,0,Inf,NA,AFMO 831,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10084,-1,211250.0936,0.3504,0,1188.8452,0.294739803,0,AFMO 832,0,0.02947398,0.058947961,0.088421941,0.117895921,0.147369901,0.176843882,0.206317862,0.235791842,0.265265823,0.294739803
10085,-1,211250.3903,0.0537,0,356.5125,0.150625855,0,AFMO 833,0,0.015062585,0.030125171,0.045187756,0.060250342,0.075312927,0.090375513,0.105438098,0.120500684,0.135563269,0.150625855
10086,-1,211248.7393,1.7047,0,0,Inf,NA,AFMO 834,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10087,-1,211250.3656,0.0784,0,0,Inf,NA,AFMO 835,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10088,-1,211248.7201,1.7239,0,472.7172,3.646789243,0,AFMO 836,0,0.364678924,0.729357849,1.094036773,1.458715697,1.823394622,2.188073546,2.55275247,2.917431394,3.282110319,3.646789243
10089,-1,211249.3765,1.0675,0,588.1234,1.815095267,0,AFMO 837,0,0.181509527,0.363019053,0.54452858,0.726038107,0.907547634,1.08905716,1.270566687,1.452076214,1.633585741,1.815095267
10090,-1,211247.9308,2.5132,0,0,Inf,NA,AFMO 838,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10091,-1,211250.025,0.419,0,3769.696,0.111149546,0,AFMO 839,0,0.011114955,0.022229909,0.033344864,0.044459819,0.055574773,0.066689728,0.077804682,0.088919637,0.100034592,0.111149546
10092,-1,211248.6408,1.8032,0,1000.3859,1.802504414,0,AFMO 840,0,0.180250441,0.360500883,0.540751324,0.721001765,0.901252207,1.081502648,1.261753089,1.442003531,1.622253972,1.802504414
10093,-1,211250.4361,0.0079,0,2492.8189,0.003169103,0,AFMO 841,0,0.00031691,0.000633821,0.000950731,0.001267641,0.001584552,0.001901462,0.002218372,0.002535282,0.002852193,0.003169103
10094,-1,211248.894,1.55,0,0,Inf,NA,AFMO 842,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10095,-1,211250.367,0.077,0,0,Inf,NA,AFMO 843,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10096,-1,211250.2345,0.2095,0,632.5938,0.331176183,0,AFMO 844,0,0.033117618,0.066235237,0.099352855,0.132470473,0.165588091,0.19870571,0.231823328,0.264940946,0.298058565,0.331176183
10097,-1,211250.4202,0.0238,0,645.5978,0.036865057,0,AFMO 845,0,0.003686506,0.007373011,0.011059517,0.014746023,0.018432529,0.022119034,0.02580554,0.029492046,0.033178552,0.036865057
10098,-1,211250.1919,0.2521,0,354.4964,0.711149676,0,AFMO 846,0,0.071114968,0.142229935,0.213344903,0.28445987,0.355574838,0.426689806,0.497804773,0.568919741,0.640034708,0.711149676
10099,-1,211249.8114,0.6326,0,753.0328,0.840069649,0,AFMO 847,0,0.084006965,0.16801393,0.252020895,0.33602786,0.420034825,0.504041789,0.588048754,0.672055719,0.756062684,0.840069649
10100,-1,211249.6296,0.8144,0,526.4929,1.546839473,0,AFMO 848,0,0.154683947,0.309367895,0.464051842,0.618735789,0.773419737,0.928103684,1.082787631,1.237471578,1.392155526,1.546839473
10101,-1,211250.4193,0.0247,0,676.6791,0.036501792,0,AFMO 849,0,0.003650179,0.007300358,0.010950538,0.014600717,0.018250896,0.021901075,0.025551255,0.029201434,0.032851613,0.036501792
10102,-1,211250.3054,0.1386,0,1596.7455,0.08680156,0,AFMO 850,0,0.008680156,0.017360312,0.026040468,0.034720624,0.04340078,0.052080936,0.060761092,0.069441248,0.078121404,0.08680156
10103,-1,211250.4286,0.0154,0,804.4043,0.019144602,0,AFMO 851,0,0.00191446,0.00382892,0.005743381,0.007657841,0.009572301,0.011486761,0.013401221,0.015315681,0.017230142,0.019144602
10104,-1,211248.619,1.825,0,0,Inf,NA,AFMO 852,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10105,-1,211240.7203,9.7237,0,2670.7371,3.640830091,0,AFMO 853,0,0.364083009,0.728166018,1.092249027,1.456332037,1.820415046,2.184498055,2.548581064,2.912664073,3.276747082,3.640830091
10106,-1,211250.4308,0.0132,0,0,Inf,NA,AFMO 854,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10107,-1,211249.0237,1.4203,0,389.1664,3.649595649,0,AFMO 855,0,0.364959565,0.72991913,1.094878695,1.459838259,1.824797824,2.189757389,2.554716954,2.919676519,3.284636084,3.649595649
10108,-1,211250.3017,0.1423,0,495.7992,0.287011355,0,AFMO 856,0,0.028701135,0.057402271,0.086103406,0.114804542,0.143505677,0.172206813,0.200907948,0.229609084,0.258310219,0.287011355
10109,-1,211250.4059,0.0381,0,643.7475,0.059184696,0,AFMO 857,0,0.00591847,0.011836939,0.017755409,0.023673878,0.029592348,0.035510818,0.041429287,0.047347757,0.053266226,0.059184696
10110,-1,211250.4205,0.0235,0,1506.3281,0.015600851,0,AFMO 858,0,0.001560085,0.00312017,0.004680255,0.00624034,0.007800425,0.009360511,0.010920596,0.012480681,0.014040766,0.015600851
10111,-1,211249.7268,0.7172,0,517.9866,1.384591802,0,AFMO 859,0,0.13845918,0.27691836,0.415377541,0.553836721,0.692295901,0.830755081,0.969214262,1.107673442,1.246132622,1.384591802
10112,-1,211250.3694,0.0746,0,556.2422,0.13411424,0,AFMO 860,0,0.013411424,0.026822848,0.040234272,0.053645696,0.06705712,0.080468544,0.093879968,0.107291392,0.120702816,0.13411424
10113,-1,211249.4826,0.9614,0,0,Inf,NA,AFMO 861,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10114,-1,211250.4036,0.0404,0,974.7379,0.041447039,0,AFMO 862,0,0.004144704,0.008289408,0.012434112,0.016578816,0.02072352,0.024868224,0.029012927,0.033157631,0.037302335,0.041447039
10115,-1,211250.3989,0.0451,0,618.5893,0.072907824,0,AFMO 863,0,0.007290782,0.014581565,0.021872347,0.02916313,0.036453912,0.043744695,0.051035477,0.058326259,0.065617042,0.072907824
10116,-1,211249.2581,1.1859,0,934.4284,1.269118105,0,AFMO 864,0,0.12691181,0.253823621,0.380735431,0.507647242,0.634559052,0.761470863,0.888382673,1.015294484,1.142206294,1.269118105
10117,-1,211246.2246,4.2194,0,0,Inf,NA,AFMO 865,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10118,-1,211250.3803,0.0637,0,0,Inf,NA,AFMO 866,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10119,-1,211250.3188,0.1252,0,0,Inf,NA,AFMO 867,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10120,-1,211250.2629,0.1811,0,0,Inf,NA,AFMO 868,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10121,-1,211249.9415,0.5025,0,1383.1348,0.363305153,0,AFMO 869,0,0.036330515,0.072661031,0.108991546,0.145322061,0.181652576,0.217983092,0.254313607,0.290644122,0.326974638,0.363305153
10122,-1,211250.3878,0.0562,0,2097.8325,0.026789555,0,AFMO 870,0,0.002678956,0.005357911,0.008036867,0.010715822,0.013394778,0.016073733,0.018752689,0.021431644,0.0241106,0.026789555
10123,-1,211249.0751,1.3689,0,0,Inf,NA,AFMO 871,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10124,-1,211250.3307,0.1133,0,498.2955,0.227375122,0,AFMO 872,0,0.022737512,0.045475024,0.068212537,0.090950049,0.113687561,0.136425073,0.159162585,0.181900097,0.20463761,0.227375122
10125,-1,211249.1115,1.3325,0,0,Inf,NA,AFMO 873,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10126,-1,211248.8464,1.5976,0,1156.7328,1.381131407,0,AFMO 874,0,0.138113141,0.276226281,0.414339422,0.552452563,0.690565704,0.828678844,0.966791985,1.104905126,1.243018267,1.381131407
10127,-1,211250.3061,0.1379,0,2234.7635,0.061706753,0,AFMO 875,0,0.006170675,0.012341351,0.018512026,0.024682701,0.030853377,0.037024052,0.043194727,0.049365403,0.055536078,0.061706753
10128,-1,211249.5672,0.8768,0,2320.4219,0.377862319,0,AFMO 876,0,0.037786232,0.075572464,0.113358696,0.151144928,0.188931159,0.226717391,0.264503623,0.302289855,0.340076087,0.377862319
10129,-1,211250.4131,0.0309,0,601.777,0.051347925,0,AFMO 877,0,0.005134792,0.010269585,0.015404377,0.02053917,0.025673962,0.030808755,0.035943547,0.04107834,0.046213132,0.051347925
10130,-1,211249.2302,1.2138,0,0,Inf,NA,AFMO 878,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10131,-1,211250.3569,0.0871,0,701.3278,0.124192995,0,AFMO 879,0,0.0124193,0.024838599,0.037257899,0.049677198,0.062096498,0.074515797,0.086935097,0.099354396,0.111773696,0.124192995
10132,-1,211249.0325,1.4115,0,417.2331,3.383001013,0,AFMO 880,0,0.338300101,0.676600203,1.014900304,1.353200405,1.691500507,2.029800608,2.368100709,2.70640081,3.044700912,3.383001013
10133,-1,211250.4227,0.0213,0,478.9693,0.044470491,0,AFMO 881,0,0.004447049,0.008894098,0.013341147,0.017788196,0.022235246,0.026682295,0.031129344,0.035576393,0.040023442,0.044470491
10134,-1,211249.3216,1.1224,0,822.9314,1.363904695,0,AFMO 882,0,0.136390469,0.272780939,0.409171408,0.545561878,0.681952347,0.818342817,0.954733286,1.091123756,1.227514225,1.363904695
10135,-1,211250.3051,0.1389,0,1965.2962,0.070676369,0,AFMO 883,0,0.007067637,0.014135274,0.021202911,0.028270548,0.035338185,0.042405822,0.049473459,0.056541095,0.063608732,0.070676369
10136,-1,211250.1018,0.3422,0,617.7017,0.553989086,0,AFMO 884,0,0.055398909,0.110797817,0.166196726,0.221595634,0.276994543,0.332393451,0.38779236,0.443191269,0.498590177,0.553989086
10137,-1,211249.8116,0.6324,0,0,Inf,NA,AFMO 885,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10138,-1,211247.5156,2.9284,0,0,Inf,NA,AFMO 886,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10139,-1,211250.1367,0.3073,0,0,Inf,NA,AFMO 887,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10140,-1,211250.4416,0.0024,0,616.1942,0.003894876,0,AFMO 888,0,0.000389488,0.000778975,0.001168463,0.00155795,0.001947438,0.002336926,0.002726413,0.003115901,0.003505388,0.003894876
10141,-1,211250.3881,0.0559,0,367.2545,0.152210524,0,AFMO 889,0,0.015221052,0.030442105,0.045663157,0.06088421,0.076105262,0.091326315,0.106547367,0.121768419,0.136989472,0.152210524
10142,-1,211246.4338,4.0102,0,2990.4741,1.340991383,0,AFMO 890,0,0.134099138,0.268198277,0.402297415,0.536396553,0.670495692,0.80459483,0.938693968,1.072793107,1.206892245,1.340991383
10143,-1,211250.1791,0.2649,0,2244.5283,0.118020343,0,AFMO 891,0,0.011802034,0.023604069,0.035406103,0.047208137,0.059010172,0.070812206,0.08261424,0.094416274,0.106218309,0.118020343
10144,-1,211249.2138,1.2302,0,1819.3621,0.67617106,0,AFMO 892,0,0.067617106,0.135234212,0.202851318,0.270468424,0.33808553,0.405702636,0.473319742,0.540936848,0.608553954,0.67617106
10145,-1,211249.475,0.969,0,436.5773,2.219538212,0,AFMO 893,0,0.221953821,0.443907642,0.665861464,0.887815285,1.109769106,1.331722927,1.553676749,1.77563057,1.997584391,2.219538212
10146,-1,211248.3823,2.0617,0,901.4502,2.287092509,0,AFMO 894,0,0.228709251,0.457418502,0.686127753,0.914837004,1.143546255,1.372255506,1.600964757,1.829674008,2.058383258,2.287092509
10147,-1,211250.4398,0.0042,0,0,Inf,NA,AFMO 895,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10148,-1,211248.4543,1.9897,0,0,Inf,NA,AFMO 896,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10149,-1,211250.4091,0.0349,0,410.7843,0.08495943,0,AFMO 897,0,0.008495943,0.016991886,0.025487829,0.033983772,0.042479715,0.050975658,0.059471601,0.067967544,0.076463487,0.08495943
10150,-1,211250.4279,0.0161,0,409.7766,0.039289701,0,AFMO 898,0,0.00392897,0.00785794,0.01178691,0.01571588,0.01964485,0.02357382,0.027502791,0.031431761,0.035360731,0.039289701
10151,-1,211250.3654,0.0786,0,543.2189,0.144693051,0,AFMO 899,0,0.014469305,0.02893861,0.043407915,0.05787722,0.072346525,0.086815831,0.101285136,0.115754441,0.130223746,0.144693051
10152,-1,211250.392,0.052,0,378.002,0.13756541,0,AFMO 900,0,0.013756541,0.027513082,0.041269623,0.055026164,0.068782705,0.082539246,0.096295787,0.110052328,0.123808869,0.13756541
10153,-1,211249.9092,0.5348,0,2584.9168,0.206892539,0,AFMO 901,0,0.020689254,0.041378508,0.062067762,0.082757016,0.10344627,0.124135523,0.144824777,0.165514031,0.186203285,0.206892539
10154,-1,211250.4093,0.0347,0,355.0256,0.097739431,0,AFMO 902,0,0.009773943,0.019547886,0.029321829,0.039095772,0.048869715,0.058643658,0.068417601,0.078191544,0.087965488,0.097739431
10155,-1,211245.6718,4.7722,0,0,Inf,NA,AFMO 903,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10156,-1,211250.0642,0.3798,0,0,Inf,NA,AFMO 904,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10157,-1,211250.4301,0.0139,0,380.5025,0.03653064,0,AFMO 905,0,0.003653064,0.007306128,0.010959192,0.014612256,0.01826532,0.021918384,0.025571448,0.029224512,0.032877576,0.03653064
10158,-1,211248.5014,1.9426,0,1086.2271,1.788392133,0,AFMO 906,0,0.178839213,0.357678427,0.53651764,0.715356853,0.894196066,1.07303528,1.251874493,1.430713706,1.609552919,1.788392133
10159,-1,211250.1737,0.2703,0,0,Inf,NA,AFMO 907,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10160,-1,211250.3751,0.0689,0,2301.1031,0.029942161,0,AFMO 908,0,0.002994216,0.005988432,0.008982648,0.011976864,0.014971081,0.017965297,0.020959513,0.023953729,0.026947945,0.029942161
10161,-1,211249.8803,0.5637,0,1396.3716,0.403689104,0,AFMO 909,0,0.04036891,0.080737821,0.121106731,0.161475642,0.201844552,0.242213462,0.282582373,0.322951283,0.363320194,0.403689104
10162,-1,211247.0048,3.4392,0,0,Inf,NA,AFMO 910,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10163,-1,211248.2858,2.1582,0,0,Inf,NA,AFMO 911,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10164,-1,211250.0535,0.3905,0,556.4643,0.701752116,0,AFMO 912,0,0.070175212,0.140350423,0.210525635,0.280700846,0.350876058,0.42105127,0.491226481,0.561401693,0.631576904,0.701752116
10165,-1,211248.6651,1.7789,0,697.1044,2.551841589,0,AFMO 913,0,0.255184159,0.510368318,0.765552477,1.020736636,1.275920795,1.531104954,1.786289113,2.041473271,2.29665743,2.551841589
10166,-1,211250.4428,0.0012,0,1018.714,0.001177956,0,AFMO 914,0,0.000117796,0.000235591,0.000353387,0.000471182,0.000588978,0.000706773,0.000824569,0.000942365,0.00106016,0.001177956
10167,-1,211250.4321,0.0119,0,0,Inf,NA,AFMO 915,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10168,-1,211249.8545,0.5895,0,779.0699,0.756671513,0,AFMO 916,0,0.075667151,0.151334303,0.227001454,0.302668605,0.378335757,0.454002908,0.529670059,0.60533721,0.681004362,0.756671513
10169,-1,211247.1518,3.2922,0,0,Inf,NA,AFMO 917,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10170,-1,211248.673,1.771,0,883.3673,2.004828569,0,AFMO 918,0,0.200482857,0.400965714,0.601448571,0.801931428,1.002414285,1.202897141,1.403379998,1.603862855,1.804345712,2.004828569
10171,-1,211250.3938,0.0502,0,1098.8185,0.045685434,0,AFMO 919,0,0.004568543,0.009137087,0.01370563,0.018274174,0.022842717,0.02741126,0.031979804,0.036548347,0.041116891,0.045685434
10172,-1,211250.1638,0.2802,0,712.3333,0.393355189,0,AFMO 920,0,0.039335519,0.078671038,0.118006557,0.157342076,0.196677595,0.236013114,0.275348632,0.314684151,0.35401967,0.393355189
10173,-1,211249.0553,1.3887,0,1194.6292,1.162452751,0,AFMO 921,0,0.116245275,0.23249055,0.348735825,0.4649811,0.581226376,0.697471651,0.813716926,0.929962201,1.046207476,1.162452751
10174,-1,211250.4434,6.00E-04,0,386.286,0.001553253,0,AFMO 922,0,0.000155325,0.000310651,0.000465976,0.000621301,0.000776627,0.000931952,0.001087277,0.001242603,0.001397928,0.001553253
10175,-1,211250.4301,0.0139,0,433.3201,0.032077903,0,AFMO 923,0,0.00320779,0.006415581,0.009623371,0.012831161,0.016038951,0.019246742,0.022454532,0.025662322,0.028870112,0.032077903
10176,-1,211248.3647,2.0793,0,3005.9411,0.691730121,0,AFMO 924,0,0.069173012,0.138346024,0.207519036,0.276692048,0.34586506,0.415038072,0.484211085,0.553384097,0.622557109,0.691730121
10177,-1,211250.4401,0.0039,0,0,Inf,NA,AFMO 925,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
10178,-1,211250.3919,0.0521,0,904.675,0.057589742,0,AFMO 926,0,0.005758974,0.011517948,0.017276923,0.023035897,0.028794871,0.034553845,0.04031282,0.046071794,0.051830768,0.057589742
10179,-1,211250.2902,0.1538,0,421.7388,0.364680698,0,AFMO 927,0,0.03646807,0.07293614,0.109404209,0.145872279,0.182340349,0.218808419,0.255276489,0.291744558,0.328212628,0.364680698
