index,ID,Generation,Outlet.Sediment,SedRed,Duck,Cost,sedbcr,duckbcr,Type,lambdaSedBcr0,lambdaSedBcr0.1,lambdaSedBcr0.2,lambdaSedBcr0.3,lambdaSedBcr0.4,lambdaSedBcr0.5,lambdaSedBcr0.6,lambdaSedBcr0.7,lambdaSedBcr0.8,lambdaSedBcr0.9,lambdaSedBcr1,MOsID,MOs,sedbcr_dist
8960,13587,-1,211244.4348,6.0092,2.8451,768.9704,7.8146050879999995,0.0036998820000000003,WCMO 1699,3.6998823360000004,4.111354611,4.522826886,4.934299162,5.345771437,5.757243712,6.168715987000001,6.580188262,6.9916605370000005,7.403132812000001,7.8146050879999995,1699,WCMO,6.501300000039123e-05
8805,13432,-1,211244.16100000002,6.2829999999999995,2.9602,804.0478,7.814212041,0.0036816220000000003,WCMO 1544,3.681621914,4.094880926,4.508139938999999,4.921398952,5.334657964,5.747916977,6.16117599,6.574435002,6.987694015,7.400953027999999,7.814212041,1544,WCMO,0.0003930469999993136
8992,13619,-1,211244.0596,6.3844,2.9641,817.0317,7.814139892000001,0.003627889,WCMO 1731,3.627888612,4.04651374,4.465138868,4.883763996,5.302389123999999,5.721014252000001,6.13963938,6.558264508,6.976889636,7.395514764,7.814139892000001,1731,WCMO,7.214899999929969e-05
8718,13345,-1,211244.0313,6.4127,3.0138,820.6584,7.81409171,0.0036724170000000003,WCMO 1457,3.672417171,4.086584625,4.500752079,4.914919533,5.329086987,5.743254441,6.157421894,6.571589348,6.985756802,7.399924256,7.81409171,1457,WCMO,4.8182000001339986e-05
8998,13625,-1,211243.9301,6.5139,3.0271,833.6115,7.814071662999999,0.0036313079999999998,WCMO 1737,3.6313078689999996,4.049584249,4.467860628,4.886137007,5.304413387,5.722689766,6.140966146,6.559242525,6.977518904,7.395795284,7.814071662999999,1737,WCMO,2.0047000000467108e-05
8747,13374,-1,211243.8694,6.5746,3.053,841.3844,7.814026502000001,0.003628544,WCMO 1486,3.6285436239999997,4.047091912,4.4656402,4.884188487,5.302736775,5.721285063,6.139833351,6.558381638999999,6.976929926,7.395478214,7.814026502000001,1486,WCMO,4.5160999998294926e-05
8988,13615,-1,211243.7285,6.7155,3.0225,859.4432,7.813779898,0.0035168120000000002,WCMO 1727,3.516811815,3.946508623,4.376205432,4.80590224,5.235599048,5.665295857,6.094992665,6.524689473,6.954386282000001,7.38408309,7.813779898,1727,WCMO,0.0002466040000008718
8749,13376,-1,211243.5782,6.8658,3.111,878.6926,7.813654057999999,0.003540487,WCMO 1488,3.54048731,3.967803985,4.39512066,4.822437335,5.24975401,5.677070683999999,6.1043873589999995,6.531704034,6.959020709,7.386337384,7.813654057999999,1488,WCMO,0.00012584000000082085
9002,13629,-1,211243.0913,7.3527,3.2198,941.0616,7.813197351,0.003421455,WCMO 1741,3.4214550889999997,3.860629315,4.299803541,4.738977767,5.178151993,5.61732622,6.056500446,6.495674672000001,6.934848897999999,7.374023125,7.813197351,1741,WCMO,0.0004567069999987794
9473,14100,-1,211242.8996,7.5444,3.1958,965.6302,7.8129288,0.003309549,WCMO 2212,3.3095485210000004,3.759886549,4.210224577,4.660562605,5.110900633,5.561238661,6.011576688,6.461914716,6.912252744,7.362590772000001,7.8129288,2212,WCMO,0.00026855100000044985
9483,14110,-1,211242.8207,7.6233,3.2331,975.7315,7.812907547000001,0.003313514,WCMO 2222,3.313514015,3.763453368,4.213392721,4.6633320739999995,5.113271428,5.563210781,6.013150134,6.463089487,6.91302884,7.362968194,7.812907547000001,2222,WCMO,2.1252999998999655e-05
8795,13422,-1,211242.7246,7.7194,3.2843,988.0454,7.812798886,0.003324038,WCMO 1534,3.324037539,3.7729136739999998,4.2217898080000005,4.670665943,5.119542078,5.568418212,6.017294347000001,6.466170482000001,6.915046616000001,7.3639227510000005,7.812798886,1534,WCMO,0.00010866100000050949
8738,13365,-1,211242.1058,8.3382,3.4410000000000003,1067.3307,7.812199162000001,0.0032239309999999998,WCMO 1477,3.223930503,3.6827573680000003,4.141584234,4.6004111,5.059237966,5.518064832,5.976891697999999,6.435718564,6.89454543,7.353372296,7.812199162000001,1477,WCMO,0.0005997239999997461
8669,13296,-1,211241.9826,8.4614,3.4253,1083.1264,7.812015292000001,0.003162419,WCMO 1408,3.162419455,3.6273790389999996,4.092338623,4.5572982060000005,5.02225779,5.487217374,5.952176957000001,6.4171365410000005,6.882096125,7.347055707999999,7.812015292000001,1408,WCMO,0.00018386999999986386
9222,13849,-1,211241.3781,9.0659,3.5029,1160.5985,7.811400756,0.003018184,WCMO 1961,3.018184152,3.497505813,3.976827473,4.456149133,4.9354707939999996,5.414792454,5.894114114,6.373435775,6.852757435,7.332079095,7.811400756,1961,WCMO,0.0006145360000004985
9474,14101,-1,211241.2142,9.2298,3.5328,1181.6093,7.811211371000001,0.0029898209999999997,WCMO 2213,2.989820747,3.471959809,3.954098872,4.436237933999999,4.918376997,5.400516059,5.882655121,6.364794184,6.846933246,7.329072308,7.811211371000001,2213,WCMO,0.0001893849999996533
8825,13452,-1,211241.03100000002,9.413,3.5784,1205.0834,7.81107764,0.002969421,WCMO 1564,2.969421038,3.453586698,3.937752358,4.421918018,4.906083679,5.3902493389999995,5.874414999,6.358580658999999,6.842746319,7.32691198,7.81107764,1564,WCMO,0.00013373100000091398
8961,13588,-1,211240.483,9.961,3.6675,1275.337,7.810484601000001,0.00287571,WCMO 1700,2.875710498,3.369187909,3.8626653189999995,4.356142729,4.84962014,5.34309755,5.83657496,6.33005237,6.823529781,7.317007191,7.810484601000001,1700,WCMO,0.0005930389999990737
8821,13448,-1,211239.7894,10.6546,3.8172,1364.2671,7.8097610060000004,0.0027979859999999997,WCMO 1560,2.79798582,3.299163338,3.8003408569999997,4.301518376000001,4.802695894,5.303873413,5.805050932,6.30622845,6.8074059689999995,7.308583487999999,7.8097610060000004,1560,WCMO,0.0007235950000001878
8808,13435,-1,211239.6188,10.8252,3.8965,1386.1306,7.809653722,0.002811063,WCMO 1547,2.811062681,3.310921785,3.8107808889999997,4.310639993000001,4.810499097,5.3103582010000006,5.810217306,6.31007641,6.809935514,7.309794618,7.809653722,1547,WCMO,0.00010728400000026284
8740,13367,-1,211239.6588,10.7852,3.8958,1381.0098,7.809647694,0.0028209790000000004,WCMO 1479,2.820979257,3.3198461010000004,3.818712945,4.317579788,4.816446632,5.315313476,5.814180319,6.313047162999999,6.811914007,7.31078085,7.809647694,1479,WCMO,6.028000000490863e-06
8807,13434,-1,211238.4997,11.9443,4.0939,1529.6551,7.808492254,0.002676355,WCMO 1546,2.676354951,3.1895686810000003,3.702782412,4.215996142,4.729209872,5.242423603,5.755637332999999,6.268851063,6.782064794,7.2952785239999995,7.808492254,1546,WCMO,0.0011554399999997855
8827,13454,-1,211238.1927,12.2513,4.0708,1569.0410000000002,7.80814523,0.0025944510000000002,WCMO 1566,2.594451005,3.115820428,3.63718985,4.158559273,4.679928695,5.201298118,5.72266754,6.244036962999999,6.765406385,7.286775808,7.80814523,1566,WCMO,0.00034702399999986255
8994,13621,-1,211236.7936,13.6504,4.3319,1748.5446,7.806721087000001,0.0024774320000000003,WCMO 1733,2.477431802,3.0103607310000005,3.5432896589999996,4.076218588,4.609147516,5.142076445,5.675005372999999,6.207934301,6.74086323,7.273792157999999,7.806721087000001,1733,WCMO,0.0014241429999994892
8892,13519,-1,211236.3047,14.1393,4.3742,1811.2763,7.806263462,0.002414982,WCMO 1631,2.4149821869999997,2.954110314,3.493238442,4.032366569,4.571494696999999,5.110622824,5.649750952000001,6.1888790789999995,6.728007207,7.267135334,7.806263462,1631,WCMO,0.00045762500000012807
8799,13426,-1,211236.3307,14.1133,4.4467,1807.9477,7.8062545729999995,0.002459529,WCMO 1538,2.459529111,2.994201657,3.5288742039999996,4.06354675,4.598219296,5.132891842,5.667564388,6.202236934,6.73690948,7.271582026,7.8062545729999995,1538,WCMO,8.889000000955605e-06
8664,13291,-1,211235.9231,14.5209,4.4896,1860.2620000000002,7.805835952000001,0.002413423,WCMO 1403,2.413423486,2.9526647319999997,3.4919059789999998,4.031147225,4.570388472,5.109629719,5.648870965,6.188112212,6.727353459,7.266594705,7.805835952000001,1403,WCMO,0.00041862099999878666
8741,13368,-1,211235.89800000002,14.546,4.5389,1863.4819,7.8058177010000005,0.002435709,WCMO 1480,2.435709196,2.972720046,3.509730897,4.046741747,4.583752598,5.120763448,5.657774299,6.194785148999999,6.731796000000001,7.26880685,7.8058177010000005,1480,WCMO,1.8251000000191198e-05
8804,13431,-1,211234.9887,15.4553,4.6489,1980.2109,7.804875732999999,0.002347679,WCMO 1543,2.34767923,2.89339888,3.43911853,3.984838181,4.530557831,5.076277481,5.621997132000001,6.167716782,6.713436432000001,7.259156083,7.804875732999999,1543,WCMO,0.0009419680000011255
8824,13451,-1,211232.6242,17.8198,4.9365,2283.8681,7.8024645989999994,0.002161465,WCMO 1563,2.161464578,2.7255645810000004,3.289664583,3.853764585,4.4178645869999995,4.9819645889999995,5.546064591,6.1101645929999995,6.674264595,7.238364597,7.8024645989999994,1563,WCMO,0.002411133999999926
8802,13429,-1,211231.83899999998,18.605,5.0705,2384.736,7.8017021589999995,0.002126231,WCMO 1541,2.126231164,2.693778263,3.261325363,3.828872462,4.396419562,4.963966661000001,5.531513761,6.09906086,6.66660796,7.23415506,7.8017021589999995,1541,WCMO,0.0007624399999999198
8667,13294,-1,211230.3635,20.0805,5.2805,2574.3582,7.800196569,0.002051191,WCMO 1406,2.051190856,2.626091427,3.2009919989999998,3.77589257,4.3507931410000005,4.925693713,5.500594284,6.075494855,6.650395427,7.225295997999999,7.800196569,1406,WCMO,0.0015055899999998346
12469,17096,-1,211245.5003,4.9437,2.9868,633.8738,7.799186526000001,0.004711979,WCMO 5208,4.711978946,5.020699704,5.329420462,5.63814122,5.946861977999999,6.255582736,6.564303494,6.8730242520000004,7.18174501,7.490465767999999,7.799186526000001,5208,WCMO,0.0010100429999990723
8744,13371,-1,211228.3093,22.1347,5.5801,2838.4724,7.798102951000001,0.001965881,WCMO 1483,1.9658813659999999,2.549103525,3.132325683,3.715547842,4.298769999999999,4.881992159,5.465214317,6.048436476,6.631658634,7.214880793,7.798102951000001,1483,WCMO,0.0010835750000000033
9219,13846,-1,211227.3471,23.0969,5.5881,2962.243,7.797098347,0.0018864420000000001,WCMO 1958,1.8864421319999998,2.4775077530000003,3.068573375,3.659638997,4.250704618,4.84177024,5.432835861,6.0239014829999995,6.614967104,7.206032726,7.797098347,1958,WCMO,0.001004604000000242
8811,13438,-1,211226.0403,24.4037,5.8358,3130.3775,7.795769041000001,0.001864248,WCMO 1550,1.8642480019999998,2.457400106,3.05055221,3.643704314,4.236856417,4.830008521,5.423160625,6.016312729,6.609464833,7.202616937,7.795769041000001,1550,WCMO,0.001329305999999697
12423,17050,-1,211241.8562,8.5878,3.9366,1102.047,7.792589607999999,0.00357208,WCMO 5162,3.5720799569999997,3.994130922,4.416181887,4.838232852,5.2602838169999995,5.682334782000001,6.1043857479999994,6.526436713,6.948487677999999,7.370538643,7.792589607999999,5162,WCMO,0.0031794330000014526
11311,15938,-1,211224.4359,26.0081,6.4158,3338.4314,7.790515031,0.001921801,WCMO 4050,1.9218007590000001,2.5086721869999997,3.095543614,3.682415041,4.269286468,4.856157895,5.443029322,6.029900748999999,6.6167721760000004,7.203643603,7.790515031,4050,WCMO,0.0020745769999992447
8743,13370,-1,211219.9545,30.4895,6.5839,3914.1378,7.789582676,0.001682082,WCMO 1482,1.682081811,2.292831898,2.9035819839999997,3.514332071,4.125082157,4.735832244,5.34658233,5.957332417000001,6.568082502999999,7.17883259,7.789582676,1482,WCMO,0.0009323549999997738
13522,18149,-1,211244.9504,5.4936,3.3091,705.2589999999999,7.789478759,0.004692035,WCMO 6261,4.692035125,5.001779488,5.311523852,5.621268215,5.931012578,6.240756942000001,6.550501305,6.860245668999999,7.169990032,7.479734395,7.789478759,6261,WCMO,0.00010391700000056403
8798,13425,-1,211219.6826,30.7614,6.5591,3949.1769,7.7893193389999995,0.001660878,WCMO 1537,1.660877739,2.273721899,2.8865660589999997,3.4994102189999996,4.1122543789999995,4.725098538999999,5.337942699,5.950786859,6.563631019,7.176475179,7.7893193389999995,1537,WCMO,0.00015942000000013223
8951,13578,-1,211209.9345,40.5095,7.5009,5207.2796,7.779397903,0.001440464,WCMO 1690,1.44046423,2.0743575969999997,2.708250965,3.3421443319999997,3.976037699,4.609931067,5.2438244339999995,5.877717801,6.511611168,7.145504536,7.779397903,1690,WCMO,0.00992143599999995
12427,17054,-1,211245.4335,5.0105,3.0331,645.1355,7.766585469,0.004701493,WCMO 5166,4.701492942,5.008002195,5.314511448,5.6210207,5.927529953,6.234039206,6.540548458,6.847057711000001,7.1535669639999995,7.460076217,7.766585469,5166,WCMO,0.012812433999999762
13878,18505,-1,211244.8879,5.5561,3.3395,715.49,7.765447456,0.004667431,WCMO 6617,4.667430712,4.977232386,5.287034061,5.596835735,5.906637409,6.216439084,6.526240757999999,6.836042432,7.145844107,7.455645781,7.765447456,6617,WCMO,0.0011380129999993827
9476,14103,-1,211188.18,62.263999999999996,9.2182,8026.4375,7.757364335,0.00114848,WCMO 2215,1.148479634,1.809368104,2.470256574,3.1311450439999997,3.792033514,4.452921984,5.113810455,5.774698925,6.435587395,7.096475865,7.757364335,2215,WCMO,0.008083121000000304
11566,16193,-1,211096.4973,153.9467,15.3114,19864.1936,7.749959706,0.0007708039999999999,WCMO 4305,0.770804006,1.468719576,2.166635146,2.864550716,3.5624662860000003,4.260381856,4.958297426000001,5.656212996,6.354128566,7.052044136,7.749959706,4305,WCMO,0.007404628999999829
11082,15709,-1,211193.218,57.226000000000006,9.5373,7388.7826,7.7449835920000005,0.001290781,WCMO 3821,1.290780974,1.936201236,2.581621497,3.2270417589999996,3.872462021,4.5178822830000005,5.163302545,5.8087228060000005,6.454143068,7.09956333,7.7449835920000005,3821,WCMO,0.004976113999999754
11567,16194,-1,211043.8139,206.6301,17.695999999999998,26693.7374,7.740770687,0.000662927,WCMO 4306,0.6629270279999999,1.370711394,2.07849576,2.7862801260000003,3.4940644919999997,4.201848858,4.909633223999999,5.6174175889999995,6.325201955,7.032986321,7.740770687,4306,WCMO,0.0042129050000001556
9086,13713,-1,211245.76100000003,4.683,2.8139,605.6696,7.731938337000001,0.004645932,WCMO 1825,4.64593237,4.954532966,5.263133563,5.57173416,5.880334757000001,6.188935354,6.49753595,6.806136547,7.114737143999999,7.423337741,7.731938337000001,1825,WCMO,0.0088323499999996
11324,15951,-1,211219.3614,31.0826,7.0842,4021.5007,7.72910471,0.0017615810000000001,WCMO 4063,1.761581193,2.358333544,2.9550858960000004,3.551838248,4.1485906,4.7453429510000005,5.342095303,5.938847655,6.535600006,7.1323523579999994,7.72910471,4063,WCMO,0.0028336270000011154
9475,14102,-1,211146.9001,103.5439,11.9385,13419.7413,7.7157895729999995,0.000889622,WCMO 2214,0.8896222159999999,1.572238952,2.254855688,2.9374724239999996,3.620089159,4.302705895,4.985322631,5.667939366000001,6.3505561020000005,7.033172838,7.7157895729999995,2214,WCMO,0.013315137000000199
13480,18107,-1,211244.8057,5.6383,3.2498,731.3129,7.709832549,0.004443789,WCMO 6219,4.4437886980000005,4.770393083,5.096997469,5.423601854,5.750206239,6.076810624,6.403415009,6.730019394,7.056623779,7.383228164,7.709832549,6219,WCMO,0.005957023999999755
9482,14109,-1,211134.6136,115.8304,12.6898,15036.1063,7.703483714,0.000843955,WCMO 2221,0.843955193,1.529908045,2.2158608969999998,2.9018137489999996,3.587766602,4.273719454,4.959672306,5.645625158,6.33157801,7.017530862,7.703483714,2221,WCMO,0.006348834999999831
