index,ID,Generation,Outlet.Sediment,SedRed,Duck,Cost,sedbcr,duckbcr,Type,lambdaSedBcr0,lambdaSedBcr0.1,lambdaSedBcr0.2,lambdaSedBcr0.3,lambdaSedBcr0.4,lambdaSedBcr0.5,lambdaSedBcr0.6,lambdaSedBcr0.7,lambdaSedBcr0.8,lambdaSedBcr0.9,lambdaSedBcr1,MOsID,MOs,sedbcr_dist
14262,18889,-1,211246.1275,4.3165,0.0,586.2983,7.362293222000001,0.0,WCMO 7001,0.0,0.736229322,1.472458644,2.208687967,2.9449172889999997,3.6811466110000004,4.417375933,5.153605255,5.889834577,6.626063900000001,7.362293222000001,7001,WCMO,0.0012829909999982902
9829,14456,-1,211245.2762,5.1678,2.9708,702.5022,7.356275895,0.0042288840000000005,WCMO 2568,4.228883553999999,4.541622788,4.854362022,5.1671012560000005,5.47984049,5.792579723999999,6.105318958,6.418058192999999,6.730797427000001,7.043536661,7.356275895,2568,WCMO,0.006017327000001238
14289,18916,-1,211246.1165,4.3275,2.6369,588.3552,7.3552507060000005,0.004481816,WCMO 7028,4.481816427,4.769159854,5.0565032819999995,5.34384671,5.631190137999999,5.918533566,6.205876994,6.493220422,6.78056385,7.067907278,7.3552507060000005,7028,WCMO,0.0010251889999990382
10372,14999,-1,211241.5736,8.8704,3.9177,1206.0474,7.354934806,0.00324838,WCMO 3111,3.24837979,3.659035292,4.069690793,4.480346295,4.891001796,5.301657298,5.712312799999999,6.122968301,6.533623802999999,6.944279304,7.354934806,3111,WCMO,0.00031590000000036866
10131,14758,-1,211238.2125,12.2315,4.5881,1663.3101,7.353709931,0.002758415,WCMO 2870,2.758415283,3.2179447480000003,3.677474212,4.137003677,4.596533142,5.056062607,5.515592071,5.9751215360000005,6.434651001000001,6.894180466,7.353709931,2870,WCMO,0.0012248750000001252
10129,14756,-1,211236.4754,13.9686,4.8996,1899.6969,7.353067745,0.002579148,WCMO 2868,2.579148284,3.05654023,3.5339321760000004,4.0113241219999995,4.4887160680000004,4.966108014,5.44349996,5.9208919060000005,6.398283853,6.875675799,7.353067745,2868,WCMO,0.0006421860000003221
10133,14760,-1,211233.5088,16.9352,5.4028,2303.4816,7.352001423,0.0023454929999999997,WCMO 2872,2.345493014,2.846143855,3.346794695,3.8474455360000004,4.348096377,4.848747218,5.349398058999999,5.8500489,6.350699741000001,6.851350582,7.352001423,2872,WCMO,0.0010663219999997864
10111,14738,-1,211229.4637,20.9803,6.0004,2854.2528,7.350540218,0.002102266,WCMO 2850,2.102266485,2.6270938580000003,3.151921231,3.676748605,4.201575978,4.726403352,5.251230725,5.776058097999999,6.300885472,6.825712845,7.350540218,2850,WCMO,0.001461205000000021
11823,16450,-1,211086.7929,163.6511,16.1349,22273.7119,7.347275602000001,0.0007243919999999999,WCMO 4562,0.724392058,1.3866804119999998,2.048968767,2.711257121,3.373545475,4.03583383,4.698122184,5.360410538,6.022698892999999,6.6849872470000005,7.347275602000001,4562,WCMO,0.0032646159999991653
14913,19540,-1,211245.2164,5.2276,3.2444,711.5037,7.347256241,0.00455992,WCMO 7652,4.559920068,4.838653685,5.117387302,5.39612092,5.674854537000001,5.953588154,6.2323217710000005,6.511055389,6.789789006,7.068522623,7.347256241,7652,WCMO,1.9361000000550632e-05
11825,16452,-1,211223.5285,26.9155,6.6293,3665.1615,7.343605459,0.0018087329999999999,WCMO 4564,1.808733394,2.3622206009999998,2.915707807,3.469195014,4.02268222,4.576169427,5.129656633,5.68314384,6.236631046,6.790118252999999,7.343605459,4564,WCMO,0.003650782000000241
11557,16184,-1,211082.6743,167.7697,16.2012,22850.6512,7.342009579,0.000709004,WCMO 4296,0.709003864,1.3723044359999998,2.035605007,2.698905579,3.36220615,4.025506722,4.688807293,5.352107865,6.015408436,6.678709007999999,7.342009579,4296,WCMO,0.001595879999999994
12750,17377,-1,211245.9118,4.5322,2.8635,617.3241,7.341686482,0.004638568,WCMO 5489,4.638568298,4.908880117,5.179191935,5.449503752999999,5.719815572000001,5.99012739,6.260439208999999,6.530751027000001,6.801062845,7.0713746639999995,7.341686482,5489,WCMO,0.0003230969999998834
14253,18880,-1,211246.0903,4.3537,0.0,593.2666,7.338522007000001,0.0,WCMO 6992,0.0,0.7338522009999999,1.467704401,2.2015566019999997,2.935408803,3.669261003,4.403113203999999,5.136965405,5.870817605,6.604669806,7.338522007000001,6992,WCMO,0.0031644749999992783
13628,18255,-1,211246.0152,4.4288,2.6491,603.5193,7.33829059,0.004389421,WCMO 6367,4.389420521,4.684307528,4.9791945339999995,5.274081541,5.568968548,5.863855555,6.1587425620000005,6.453629568999999,6.748516576,7.043403583,7.33829059,6367,WCMO,0.00023141700000106624
14785,19412,-1,211245.0818,5.3622,3.364,731.2238,7.333185818,0.004600507,WCMO 7524,4.600506712,4.873774623,5.1470425330000005,5.420310444,5.693578355,5.966846265,6.2401141760000005,6.513382086,6.7866499970000005,7.059917907000001,7.333185818,7524,WCMO,0.005104772000000146
12907,17534,-1,211245.0425,5.4015,3.1965,736.6308,7.332709955,0.004339352,WCMO 5646,4.339351545,4.638687386,4.9380232269999995,5.237359068,5.5366949089999995,5.83603075,6.135366591,6.434702432000001,6.7340382729999995,7.033374114,7.332709955,5646,WCMO,0.00047586299999924364
11813,16440,-1,211073.37300000002,177.071,16.7026,24154.3264,7.330819211000001,0.000691495,WCMO 4552,0.691495168,1.355427573,2.0193599769999997,2.683292381,3.347224785,4.01115719,4.675089594,5.339021998,6.002954402,6.666886807000001,7.330819211000001,4552,WCMO,0.0018907439999997777
14444,19071,-1,211245.43399999998,5.01,3.2771,683.5675,7.329195727,0.004794113,WCMO 7183,4.7941132369999995,5.047621486000001,5.301129735,5.554637984,5.8081462329999995,6.061654482000001,6.315162731,6.56867098,6.822179229,7.075687478,7.329195727,7183,WCMO,0.0016234840000004525
11568,16195,-1,211195.3016,55.1424,9.4623,7524.659000000001,7.3282257710000005,0.001257505,WCMO 4307,1.25750549,1.8645775180000002,2.471649546,3.078721574,3.685793602,4.29286563,4.899937658,5.507009686,6.114081715,6.7211537429999995,7.3282257710000005,4307,WCMO,0.0009699559999996055
12041,16668,-1,211236.1936,14.2504,5.2555,1946.033,7.322794629,0.002700622,WCMO 4780,2.70062224,3.1628394789999996,3.625056718,4.087273957,4.549491196,5.011708435,5.473925672999999,5.936142912,6.398360151,6.86057739,7.322794629,4780,WCMO,0.005431142000000833
12921,17548,-1,211206.2953,44.1487,8.0745,6029.5645,7.322037935,0.001339151,WCMO 5660,1.339151443,1.937440092,2.535728741,3.13401739,3.73230604,4.330594689,4.928883338,5.527171987000001,6.125460637000001,6.723749286,7.322037935,5660,WCMO,0.0007566939999996691
14194,18821,-1,211244.6272,5.8168,3.545,794.5073,7.321266903,0.004461885,WCMO 6933,4.461884743,4.747822959,5.033761175,5.319699391,5.605637607,5.891575822999999,6.177514039,6.463452255,6.749390471,7.035328687000001,7.321266903,6933,WCMO,0.0007710320000002824
13951,18578,-1,211246.0604,4.3836,2.6519,598.8525,7.319999499,0.004428302,WCMO 6690,4.4283024619999996,4.717472166,5.006641869,5.295811573,5.584981277000001,5.87415098,6.163320683999999,6.452490387999999,6.741660092,7.030829795,7.319999499,6690,WCMO,0.0012674040000000275
13221,17848,-1,211205.8315,44.6125,8.1553,6094.7355,7.319841854,0.001338089,WCMO 5960,1.338089241,1.9362645019999998,2.534439764,3.132615025,3.7307902860000004,4.328965547,4.927140809,5.52531607,6.123491331,6.721666592,7.319841854,5960,WCMO,0.00015764499999981751
11817,16444,-1,211058.2798,192.1642,17.503,26271.9735,7.314418157,0.0006662230000000001,WCMO 4556,0.666223266,1.331042756,1.995862245,2.660681734,3.3255012230000003,3.990320712,4.655140201,5.31995969,5.984779178999999,6.649598667999999,7.314418157,4556,WCMO,0.00542369699999945
14571,19198,-1,211244.5956,5.8484,3.5642,799.9425,7.31102548,0.00445557,WCMO 7310,4.455570244,4.741115768,5.026661291,5.312206815,5.597752337999999,5.883297862,6.168843386,6.4543889089999995,6.739934432999999,7.025479956,7.31102548,7310,WCMO,0.0033926770000007878
13006,17633,-1,211245.0933,5.3507,3.2925,731.9304,7.31039454,0.004498379,WCMO 5745,4.4983785339999995,4.779580135,5.060781736,5.341983336,5.623184937,5.904386537000001,6.185588138,6.466789737999999,6.7479913389999995,7.02919294,7.31039454,5745,WCMO,0.0006309399999997467
14281,18908,-1,211246.0424,4.4016,2.6574,602.2222,7.308930159,0.004412657,WCMO 7020,4.412656988999999,4.702284306,4.991911623,5.28153894,5.571166257000001,5.860793574,6.1504208910000004,6.440048207999999,6.729675525,7.019302842,7.308930159,7020,WCMO,0.0014643809999999036
10661,15288,-1,211245.6612,4.7828,3.003,655.2739,7.298932552999999,0.004582816,WCMO 3400,4.582816438,4.854428049,5.126039661,5.397651272,5.669262884,5.940874495,6.212486107,6.484097719,6.75570933,7.027320942,7.298932552999999,3400,WCMO,0.009997606000000658
12780,17407,-1,211244.1256,6.3184,3.4984,865.8532,7.297310907000001,0.004040408,WCMO 5519,4.040407774,4.366098087,4.691788400000001,5.017478713,5.343169027,5.66885934,5.994549652999999,6.320239967000001,6.64593028,6.971620593,7.297310907000001,5519,WCMO,0.0016216459999984778
13877,18504,-1,211243.1532,7.2908,3.9514,999.6317,7.293486191,0.003952855999999999,WCMO 6616,3.952855837,4.286918872,4.620981908,4.955044943,5.2891079780000005,5.6231710139999995,5.957234049,6.291297085,6.62536012,6.959423156000001,7.293486191,6616,WCMO,0.00382471600000045
13532,18159,-1,211246.0567,4.3873,2.7427,601.5778,7.2929885379999995,0.004559178,WCMO 6271,4.559177549,4.832558648,5.105939747,5.379320846000001,5.652701945,5.926083043999999,6.199464142,6.472845241,6.74622634,7.019607439,7.2929885379999995,6271,WCMO,0.0004976530000009305
13360,17987,-1,211245.2429,5.2011,3.2046,713.6849,7.287669951,0.004490217,WCMO 6099,4.490216901,4.769962206000001,5.049707511,5.329452816,5.609198121,5.888943426,6.1686887310000005,6.448434036,6.728179341000001,7.007924646,7.287669951,6099,WCMO,0.005318586999999653
13845,18472,-1,211246.0065,4.4375,2.6087,608.9590000000001,7.287025892000001,0.004283868,WCMO 6584,4.283868044,4.5841838280000005,4.884499613,5.1848153980000005,5.485131182999999,5.785446968,6.085762752999999,6.386078537,6.686394322000001,6.986710107,7.287025892000001,6584,WCMO,0.0006440589999989754
11606,16233,-1,211187.6601,62.7839,10.2455,8615.9513,7.2869376589999995,0.0011891319999999999,WCMO 4345,1.189131605,1.798912211,2.408692816,3.018473422,3.6282540269999997,4.238034632,4.847815238,5.457595842999999,6.067376449,6.677157053999999,7.2869376589999995,4345,WCMO,8.82330000013809e-05
13359,17986,-1,211244.0486,6.3954,3.569,877.8794,7.285055327999999,0.004065479,WCMO 6098,4.065478698,4.387436361000001,4.709394024,5.031351687,5.35330935,5.675267012999999,5.997224676,6.319182339,6.641140002,6.963097665,7.285055327999999,6098,WCMO,0.0018823310000000149
13959,18586,-1,211244.5065,5.9375,3.5693,815.227,7.283247488,0.00437829,WCMO 6698,4.378289728,4.668785504,4.95928128,5.249777056,5.540272832,5.830768608,6.121264384,6.41176016,6.702255936,6.9927517120000005,7.283247488,6698,WCMO,0.001807839999999672
13823,18450,-1,211245.99800000002,4.446000000000001,2.625,610.5574,7.281870632,0.00429935,WCMO 6562,4.299350069,4.597602126,4.895854182,5.194106238,5.492358294,5.79061035,6.088862407000001,6.387114463,6.685366519,6.983618575,7.281870632,6562,WCMO,0.0013768559999993712
13038,17665,-1,211244.0356,6.4084,3.6224,880.0811,7.281601661,0.0041159840000000005,WCMO 5777,4.115984311,4.432546046000001,4.749107781,5.065669516,5.382231251,5.698792986,6.0153547210000005,6.331916456,6.648478191000001,6.965039926,7.281601661,5777,WCMO,0.00026897100000056184
11574,16201,-1,211216.7406,33.7034,7.4489,4632.5974,7.275270672,0.001607932,WCMO 4313,1.6079316540000002,2.174665556,2.741399458,3.3081333589999997,3.8748672610000003,4.4416011630000005,5.008335065,5.575068967000001,6.141802869,6.70853677,7.275270672,4313,WCMO,0.0063309889999993985
11706,16333,-1,211235.0615,15.3825,5.4589,2114.8457,7.27358029,0.002581229,WCMO 4445,2.581228503,3.0504636819999997,3.51969886,3.9889340389999997,4.458169218,4.927404396,5.396639575,5.865874754,6.335109932999999,6.804345111,7.27358029,4445,WCMO,0.0016903820000004899
13944,18571,-1,211244.4733,5.9707,3.5622,820.9346,7.273051958,0.004339201,WCMO 6683,4.339200711,4.6325858360000005,4.92597096,5.219356085,5.51274121,5.806126335,6.0995114589999995,6.392896584,6.686281709,6.979666833,7.273051958,6683,WCMO,0.0005283320000000202
14796,19423,-1,211244.9207,5.5233,3.443,759.4383,7.272875228999999,0.004533614,WCMO 7535,4.5336138560000006,4.807539994,5.081466131,5.355392268,5.629318405,5.903244543,6.17717068,6.451096817000001,6.725022954,6.998949092,7.272875228999999,7535,WCMO,0.0001767290000005417
13220,17847,-1,211245.7329,4.7111,2.8479,648.0765,7.2693578610000005,0.004394389,WCMO 5959,4.394388625,4.6818855489999995,4.9693824730000005,5.256879396,5.54437632,5.8318732429999995,6.1193701670000005,6.4068670910000005,6.694364014,6.981860938,7.2693578610000005,5959,WCMO,0.0035173679999989105
9372,13999,-1,211244.6761,5.7679,0.0,793.675,7.267332346,0.0,WCMO 2111,0.0,0.726733235,1.453466469,2.180199704,2.906932939,3.633666173,4.360399408,5.087132642,5.8138658770000005,6.540599112000001,7.267332346,2111,WCMO,0.0020255150000005884
14438,19065,-1,211244.4327,6.0113,3.6112,827.8939,7.260954573999999,0.004361912,WCMO 7177,4.361911593,4.651815891,4.941720189,5.2316244869999995,5.521528785,5.811433083,6.1013373820000005,6.39124168,6.681145977999999,6.971050276000001,7.260954573999999,7177,WCMO,0.006377772000000448
13030,17657,-1,211136.2305,114.2135,13.1785,15739.3441,7.256560329,0.000837297,WCMO 5769,0.837296644,1.4792230130000001,2.121149381,2.76307575,3.405002118,4.046928487,4.688854855,5.330781224,5.972707592000001,6.614633961,7.256560329,5769,WCMO,0.004394244999999408
13692,18319,-1,211245.9202,4.5238,2.8815,623.6123,7.254186616,0.004620659,WCMO 6431,4.620659342,4.88401207,5.147364797,5.410717524,5.674070252000001,5.937422979,6.200775706,6.464128434,6.727481161,6.990833887999999,7.254186616,6431,WCMO,0.0023737129999998885
15071,19698,-1,211244.8564,5.5876,3.4473,770.7021,7.250012683,0.0044729340000000005,WCMO 7810,4.472934484,4.750642303999999,5.028350124,5.306057944,5.583765764,5.861473584,6.1391814039999995,6.416889222999999,6.694597043,6.972304863,7.250012683,7810,WCMO,0.004173933000000574
13618,18245,-1,211242.91600000003,7.528,3.9857,1038.499,7.2489236870000004,0.003837943,WCMO 6357,3.8379430310000004,4.179041097,4.5201391619999995,4.861237228,5.202335294,5.543433359,5.884531425,6.22562949,6.566727556,6.907825621000001,7.2489236870000004,6357,WCMO,0.0010889959999991206
10400,15027,-1,211219.8373,30.6067,7.1641,4222.8221,7.247925505,0.0016965189999999998,WCMO 3139,1.6965194909999999,2.251660092,2.8068006939999997,3.361941295,3.9170818960000005,4.472222498,5.027363099,5.582503701,6.137644302000001,6.692784903,7.247925505,3139,WCMO,0.0009981820000000141
13920,18547,-1,211245.3854,5.0586,3.245,698.1977,7.245225815,0.004647681,WCMO 6659,4.647680736,4.907435244,5.167189752,5.426944259,5.686698767,5.946453275,6.206207782999999,6.465962291,6.725716799,6.985471307,7.245225815,6659,WCMO,0.0026996900000000323
14654,19281,-1,211245.8954,4.5486,2.8403,628.1167,7.241647929,0.00452193,WCMO 7393,4.5219303989999995,4.793902152,5.065873905,5.337845658,5.609817411,5.881789164,6.1537609170000005,6.42573267,6.697704422999999,6.969676176,7.241647929,7393,WCMO,0.0035778860000004187
11818,16445,-1,211246.2461,4.1979,2.5961,579.7743,7.240576204,0.0044777770000000005,WCMO 4557,4.4777769560000005,4.75405688,5.030336805,5.30661673,5.582896655,5.85917658,6.1354565039999995,6.411736428999999,6.688016354,6.964296279,7.240576204,4557,WCMO,0.0010717250000000789
11795,16422,-1,211245.616,4.828,2.7582,666.8193,7.240342323999999,0.004136353,WCMO 4534,4.136352982,4.446751916,4.75715085,5.067549784,5.377948719,5.688347652999999,5.998746587,6.3091455210000005,6.619544455,6.929943389,7.240342323999999,4534,WCMO,0.00023388000000057474
11810,16437,-1,211245.2462,5.1978,2.8693,717.9037,7.240246846000001,0.003996776,WCMO 4549,3.996775612,4.321122736,4.645469858999999,4.969816982,5.294164106,5.618511229,5.942858352999999,6.267205476,6.5915526,6.915899723,7.240246846000001,4549,WCMO,9.547799999864992e-05
11802,16429,-1,211245.1433,5.3007,2.8997,732.1164,7.240242125,0.003960709000000001,WCMO 4541,3.96070898,4.288662295,4.616615609,4.9445689239999995,5.2725222380000005,5.600475553,5.928428867,6.256382182,6.5843354960000005,6.912288811,7.240242125,4541,WCMO,4.721000000706965e-06
12281,16908,-1,211244.8427,5.6013,2.9858,773.6454,7.240138699,0.0038593909999999998,WCMO 5020,3.8593908789999998,4.197465661,4.535540443,4.873615225,5.211690007,5.549764789,5.887839571000001,6.225914352999999,6.563989135,6.902063917,7.240138699,5020,WCMO,0.00010342599999990654
11816,16443,-1,211244.2646,6.1794,3.1641,853.52,7.239900647000001,0.003707119,WCMO 4555,3.707118755,4.060396944,4.413675134,4.766953323,5.120231512,5.473509701,5.82678789,6.1800660789999995,6.533344268,6.886622458,7.239900647000001,4555,WCMO,0.00023805199999937798
11842,16469,-1,211244.0965,6.3475,3.2406,876.7421,7.239871337,0.0036961840000000004,WCMO 4581,3.696183861,4.050552608,4.404921356,4.759290104,5.113658851,5.468027599,5.822396347000001,6.176765093999999,6.531133842000001,6.88550259,7.239871337,4581,WCMO,2.9310000000393188e-05
12295,16922,-1,211243.5767,6.8673,3.3586,948.5648,7.239674084,0.003540718,WCMO 5034,3.540717513,3.910613171,4.280508828,4.650404485,5.020300142,5.390195799,5.7600914560000005,6.129987112999999,6.49988277,6.869778427000001,7.239674084,5034,WCMO,0.00019725300000050794
11819,16446,-1,211243.428,7.016,3.3760000000000003,969.1079,7.239647927999999,0.0034836159999999997,WCMO 4558,3.483616221,3.8592193910000003,4.234822562,4.6104257330000005,4.986028903,5.361632074,5.737235245,6.112838416000001,6.488441586,6.864044757,7.239647927999999,4558,WCMO,2.6156000000554513e-05
12289,16916,-1,211243.2121,7.2319,3.4219,998.9414,7.239563802,0.003425526,WCMO 5028,3.425526262,3.8069300160000004,4.18833377,4.569737524,4.951141278,5.332545032,5.7139487860000004,6.09535254,6.476756293999999,6.858160047999999,7.239563802,5028,WCMO,8.4125999999074e-05
11797,16424,-1,211243.2279,7.2161,3.3739,996.7608,7.239550351,0.0033848640000000004,WCMO 4536,3.384864252,3.770332862,4.155801472,4.541270082,4.926738692,5.312207302,5.697675912,6.083144522,6.468613132000001,6.854081742000001,7.239550351,4536,WCMO,1.345100000005317e-05
11812,16439,-1,211242.6087,7.8353,3.5274,1082.3097,7.239425092,0.0032591409999999997,WCMO 4551,3.259141076,3.657169477,4.055197879,4.453226281,4.8512546819999995,5.249283084,5.647311486,6.045339887000001,6.4433682889999995,6.841396691,7.239425092,4551,WCMO,0.00012525899999982215
11562,16189,-1,211242.4022,8.0418,3.5847,1110.8491,7.239327106,0.003226991,WCMO 4301,3.226990957,3.6282245719999997,4.0294581869999995,4.430691801,4.831925416,5.2331590310000005,5.634392646,6.035626261,6.436859876000001,6.838093491,7.239327106,4301,WCMO,9.798600000010538e-05
11822,16449,-1,211242.4301,8.0139,3.5964,1107.0008,7.2392901610000004,0.003248778,WCMO 4561,3.24877814,3.647829342,4.0468805439999995,4.445931746,4.844982948999999,5.244034151,5.643085352999999,6.042136555,6.441187757000001,6.840238959,7.2392901610000004,4561,WCMO,3.6944999999732886e-05
10649,15276,-1,211218.9069,31.5371,7.3455,4356.4212,7.239221956000001,0.0016861320000000001,WCMO 3388,1.6861317269999998,2.24144075,2.796749772,3.352058795,3.907367818,4.462676841,5.017985864,5.573294887,6.12860391,6.683912932999999,7.239221956000001,3388,WCMO,6.820499999982133e-05
11821,16448,-1,211242.0383,8.4057,3.6764,1161.136,7.239203676,0.00316621,WCMO 4560,3.166209643,3.5735090460000003,3.98080845,4.388107853,4.795407256,5.20270666,5.610006062999999,6.017305466,6.42460487,6.831904272999999,7.239203676,4560,WCMO,1.828000000081431e-05
11800,16427,-1,211238.3711,12.0729,4.378,1667.9907,7.2379899960000005,0.002624715,WCMO 4539,2.624714874,3.0860423860000004,3.547369898,4.008697411,4.470024923,4.931352435,5.392679947,5.854007459,6.3153349720000005,6.776662484,7.2379899960000005,4539,WCMO,0.0012136799999993286
11786,16413,-1,211238.0854,12.3586,4.4023,1707.4862,7.237891586,0.002578235,WCMO 4525,2.5782346,3.044200299,3.510165997,3.9761316960000004,4.442097394,4.908063093,5.374028792000001,5.83999449,6.305960188999999,6.771925887,7.237891586,4525,WCMO,9.841000000054834e-05
11837,16464,-1,211237.1852,13.2588,4.6794,1831.9373,7.23758395,0.002554345,WCMO 4576,2.554345064,3.022668953,3.490992841,3.95931673,4.427640618,4.8959645069999995,5.364288396,5.832612284,6.300936172999999,6.769260061000001,7.23758395,4576,WCMO,0.00030763599999961144
11804,16431,-1,211234.3019,16.1421,5.0608,2230.6014,7.236658239,0.002268805,WCMO 4543,2.268805175,2.765590482,3.262375788,3.759161094,4.255946401,4.752731707,5.249517013999999,5.74630232,6.243087627,6.739872932999999,7.236658239,4543,WCMO,0.0009257110000007174
11815,16442,-1,211234.0342,16.4098,5.1569,2267.6247,7.23655903,0.0022741420000000003,WCMO 4554,2.274141748,2.7703834769999998,3.266625205,3.762866933,4.259108661,4.755350389,5.2515921180000005,5.747833846,6.244075574,6.740317302,7.23655903,4554,WCMO,9.920900000004451e-05
13016,17643,-1,211244.7745,5.6695,3.3288,783.4905,7.236207714,0.004248679,WCMO 5755,4.248679467,4.547432292,4.846185116,5.144937941,5.4436907660000005,5.742443591000001,6.041196415,6.33994924,6.638702065,6.937454889,7.236207714,5755,WCMO,0.00035131599999971286
11843,16470,-1,211229.7846,20.6594,5.853,2855.4182,7.2351573579999995,0.002049787,WCMO 4582,2.049787313,2.568324318,3.086861322,3.605398327,4.123935331,4.642472336,5.16100934,5.679546345,6.198083349,6.716620354,7.2351573579999995,4582,WCMO,0.0010503560000003631
11811,16438,-1,211228.7092,21.7348,5.8973,3004.2024,7.2347988270000005,0.001963017,WCMO 4550,1.9630168730000002,2.4901950680000002,3.0173732639999997,3.5445514589999996,4.071729653999999,4.59890785,5.126086045,5.6532642410000005,6.180442436,6.707620632,7.2347988270000005,4550,WCMO,0.00035853099999894056
11554,16181,-1,211224.319,26.125,6.406000000000001,3613.4865,7.229859583,0.0017728029999999999,WCMO 4293,1.772803081,2.318508731,2.864214381,3.409920032,3.955625682,4.5013313319999995,5.047036982,5.592742632,6.138448283,6.684153932999999,7.229859583,4293,WCMO,0.0049392440000008975
8964,13591,-1,211244.5385,5.9055,3.2734,817.5187,7.2236879720000005,0.004004067,WCMO 1703,4.00406743,4.326029484,4.647991538,4.9699535919999995,5.291915647,5.613877701,5.935839755,6.257801809,6.579763863999999,6.9017259179999995,7.2236879720000005,1703,WCMO,0.006171610999999189
11570,16197,-1,211207.953,42.49100000000001,8.3734,5885.7338,7.219320724,0.00142266,WCMO 4309,1.422660332,2.002326371,2.58199241,3.161658449,3.7413244889999997,4.320990528,4.9006565669999995,5.480322607000001,6.059988646,6.639654685,7.219320724,4309,WCMO,0.004367248000000323
12063,16690,-1,211245.9255,4.5185,3.0766,626.4741,7.212588677,0.004910977,WCMO 4802,4.910977166,5.141138317,5.371299467999999,5.601460619,5.83162177,6.061782921,6.291944072000001,6.522105224,6.752266375,6.982427526,7.212588677,4802,WCMO,0.006732046999999852
13603,18230,-1,211245.6041,4.8399,2.7622,671.9687,7.20256762,0.004110608,WCMO 6342,4.110608128,4.419804077,4.7290000260000005,5.038195975,5.347391925,5.6565878739999995,5.965783823,6.274979772000001,6.584175721,6.89337167,7.20256762,6342,WCMO,0.010021057000000333
14554,19181,-1,211244.8935,5.5505,3.4073,770.6851,7.202033619,0.004421131,WCMO 7293,4.421131277,4.699221511,4.977311745,5.255401979,5.533492214,5.811582447999999,6.089672682000001,6.367762916,6.645853151,6.923943385,7.202033619,7293,WCMO,0.0005340010000001172
13259,17886,-1,211245.803,4.641,3.0176,644.4502,7.201487407,0.004682441,WCMO 5998,4.68244094,4.934345586,5.186250233,5.43815488,5.690059527000001,5.941964173,6.19386882,6.445773467,6.6976781139999995,6.949582761,7.201487407,5998,WCMO,0.0005462119999997128
13043,17670,-1,211242.6381,7.8059,4.0359,1084.0123,7.200933052000001,0.0037231129999999997,WCMO 5782,3.723112736,4.0708947680000005,4.418676799,4.7664588310000005,5.114240862,5.4620228939999995,5.809804926,6.157586957,6.505368989,6.853151021,7.200933052000001,5782,WCMO,0.0005543549999993402
14793,19420,-1,211245.1257,5.3183,3.4089,738.6881,7.1996557139999995,0.004614803,WCMO 7532,4.614802919,4.873288198,5.131773478,5.390258757000001,5.648744037,5.9072293160000005,6.165714596,6.424199875,6.682685155,6.941170434,7.1996557139999995,7532,WCMO,0.0012773380000012935
14316,18943,-1,211245.7761,4.6679,2.8803,648.3530000000001,7.199627362999999,0.004442487,WCMO 7055,4.442487348999999,4.71820135,4.993915352,5.269629353,5.545343355,5.821057356,6.096771358,6.372485359,6.6481993610000005,6.923913362,7.199627362999999,7055,WCMO,2.8351000000093052e-05
14560,19187,-1,211243.931,6.513,3.6471,904.8253,7.19807459,0.004030723,WCMO 7299,4.030722837,4.347458012,4.6641931869999995,4.980928363,5.297663538,5.614398713,5.931133888,6.247869064,6.5646042389999995,6.881339414,7.19807459,7299,WCMO,0.0015527729999993412
9807,14434,-1,211246.0577,4.3863,2.8786,609.4172,7.197532331000001,0.004723529000000001,WCMO 2546,4.7235293,4.970929603,5.218329906,5.465730209,5.713130512,5.960530815,6.207931117999999,6.455331422,6.702731725,6.950132028,7.197532331000001,2546,WCMO,0.0005422589999994898
13491,18118,-1,211244.1134,6.3306,3.5755,879.6461,7.196757878,0.004064703,WCMO 6230,4.064702839,4.3779083430000005,4.691113847,5.004319351,5.317524855,5.630730357999999,5.943935862000001,6.257141366,6.57034687,6.883552374,7.196757878,6230,WCMO,0.0007744530000008965
12777,17404,-1,211243.7055,6.7385,3.6482,936.7437,7.193536503,0.003894555,WCMO 5516,3.894555149,4.224453284,4.55435142,4.884249555,5.214147691,5.5440458260000005,5.873943961,6.203842097000001,6.533740232,6.863638367999999,7.193536503,5516,WCMO,0.0032213749999998598
13662,18289,-1,211245.7986,4.6454,2.8069,645.8205,7.1930203520000005,0.004346254,WCMO 6401,4.346254106,4.630930731,4.915607355,5.20028398,5.484960603999999,5.769637229,6.054313852999999,6.3389904779999995,6.623667103,6.908343727,7.1930203520000005,6401,WCMO,0.0005161509999993541
13617,18244,-1,211242.5836,7.8604,4.0835,1092.943,7.191957861000001,0.0037362420000000003,WCMO 6356,3.736242421,4.081813965,4.427385509,4.772957053,5.118528597,5.464100141,5.809671685,6.155243229,6.500814772999999,6.846386317,7.191957861000001,6356,WCMO,0.0010624909999998877
13400,18027,-1,211242.5401,7.9039,4.1439,1100.0662,7.1849312339999996,0.003766955,WCMO 6139,3.766955116,4.108752728,4.45055034,4.792347951,5.134145563,5.475943175,5.817740787000001,6.159538399,6.501336011,6.843133622000001,7.1849312339999996,6139,WCMO,0.007026627000001007
11828,16455,-1,211155.3663,95.0777,12.6563,13234.5812,7.184035412,0.000956305,WCMO 4567,0.9563052890000001,1.579078301,2.2018513140000002,2.8246243260000004,3.447397338,4.07017035,4.692943363,5.315716375,5.938489387000001,6.561262398999999,7.184035412,4567,WCMO,0.000895821999999491
