Join_Count,TARGET_FID,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,DITCHALL_,DITCHALL_I,UNIQUE_ID,MAJOR,MAJOR_NAME,MINOR5,DITCH_NAME,DITCH_TYPE,COUNTY,TWP,RNG,SEC,PEDIGREE,PEDYEAR,ID,SedRed,Cost,Duck,max_flowac,mean_flowl,Join_Cou_1,TARGET_F_1,Subbasin,Area,Elev,ElevMin,ElevMax,SubbasinR,subwatersh,Watershed,budget_rat,Bluff_avgE,River,Subbasin_1,Zone,Subbasin_2,watershed_,Zone_1,gag_loc,Shape_Leng,Shape_Le_1,Le2,X10_,X20_,X30_,X40_,X50_,X60_,X70_,X80_,X90_,Type
1,241,23090,23089,0,0,555.0847401,16515,705,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1081,5.177,58703.532,0,1355,108143,1,1081,241,8866900.143,337.6366938,322,349,274,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,30439.99985,553.3874363,553.3874363,1,1,1,1,1,1,1,1,4,ICMO
2,131,23080,23091,0,0,498.0733979,16516,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1082,4.64,52674.242,0,12310,111866,1,1082,131,13303500.01,349.6966437,337,362,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.00057,497.7311744,497.7311744,1,1,1,1,1,1,1,1,4,ICMO
2,131,23091,23093,0,0,1003.687004,16518,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1083,9.368,106145.906,0,13722,111015,1,1083,131,13303500.01,349.6966437,337,362,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.00057,1004.298805,1004.298805,1,1,1,1,1,1,1,1,4,ICMO
2,131,23093,23082,0,0,696.0208216,16519,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1084,6.491,73608.366,0,348,110018,1,1084,131,13303500.01,349.6966437,337,362,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.00057,698.6836081,698.6836081,1,1,1,1,1,1,1,1,4,ICMO
1,186,23097,23099,0,0,2322.705042,16523,710,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,1085,21.693,245639.955,0,28589,106186,3,1085,186,175500.0167,335.4045584,332,341,237,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,2440.000116,2322.025774,2322.025774,1,1,1,1,1,1,1,1,4,ICMO
1,164,23098,23100,0,0,400.3824903,16524,710,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,1086,3.732,42342.844,0,2694,107999,2,1086,164,3678600.064,343.6371446,335,352,178,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,13260.00023,400.5951142,400.5951142,1,1,1,1,1,1,1,1,4,ICMO
1,178,23100,23097,0,0,513.8250415,16525,710,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,1087,4.789,54340.072,0,10812,107442,2,1087,178,134400.0128,337.2738095,332,341,186,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,2840.000135,515.6995093,515.6995093,1,1,1,1,1,1,1,1,4,ICMO
1,165,23101,23102,0,0,258.7088092,16526,711,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,1088,2.41,27360.004,0,4195,111038,1,1088,165,7582000.084,346.654603,335,358,178,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,21180.00041,259.6878995,259.6878995,1,1,1,1,1,1,1,1,4,ICMO
1,165,23102,23100,0,0,3057.333539,16527,711,32005CD45,32,LeSueur River,32005,CD45,PUBLIC DITCH OPEN,WASECA,107,23,22,MSUWRC,1993,1089,28.556,323331.314,0,7471,109299,2,1089,165,7582000.084,346.654603,335,358,178,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,21180.00041,3057.395334,3057.395334,1,1,1,1,1,1,1,1,4,ICMO
2,102,23107,23134,0,0,754.5402898,16550,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,1090,5.002,79797.15,0,8686,83630.5,1,1090,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,752.3527377,752.3527377,1,1,1,1,1,1,1,1,1,ICMO
2,102,23134,23109,0,0,793.4266514,16551,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,1091,5.26,83909.616,0,9813,82861.8,1,1091,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,792.9754012,792.9754012,1,1,1,1,1,1,1,1,1,ICMO
2,102,23110,23137,0,0,91.07635266,16554,598,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,1092,0.603,9631.869,0,792,82368.8,1,1092,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,91.41972288,91.41972288,1,1,1,1,1,1,1,1,1,ICMO
2,102,23137,23109,0,0,208.6538884,16555,598,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,1093,1.383,22066.397,0,30,82378.8,1,1093,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,209.3572972,209.3572972,1,1,1,1,1,1,1,1,1,ICMO
2,102,23109,23141,0,0,392.3452046,16559,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,1094,2.599,41492.853,0,10902,82027.9,1,1094,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,391.8910575,391.8910575,1,1,1,1,1,1,1,1,1,ICMO
2,102,23141,23143,0,0,1182.25714,16561,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,1095,7.838,125030.766,0,12968,81049.9,1,1095,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,1183.40727,1183.40727,1,1,1,1,1,1,1,1,1,ICMO
2,102,23143,23147,0,0,101.068415,16565,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,1096,0.669,10688.59,0,13548,80440.2,1,1096,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,100.7606753,100.7606753,1,1,1,1,1,1,1,1,1,ICMO
2,102,23147,23108,0,0,2544.431637,16566,597,32019CD30,32,LeSueur River,32019,CD30,PUBLIC DITCH OPEN,WASECA,107,24,4,MSUWRC,1993,1097,16.872,269088.869,0,16216,79093.7,1,1097,102,15604999.88,331.1062608,309,349,103,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,32099.99972,2543.117474,2543.117474,1,1,1,1,1,1,1,1,1,ICMO
2,135,23152,23151,0,0,1108.326678,16569,621,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,1098,7.348,117212.177,0,4838,81569.6,1,1098,135,13844200,325.8150706,309,344,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.00027,1110.58813,1110.58813,1,1,1,1,1,1,1,1,1,ICMO
2,135,23149,23153,0,0,573.474077,16570,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,1099,3.803,60648.315,0,3845,83513.6,1,1099,135,13844200,325.8150706,309,344,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.00027,572.581254,572.581254,1,1,1,1,1,1,1,1,1,ICMO
2,135,23153,23151,0,0,2003.076135,16571,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,1100,13.282,211837.286,0,4829,82232.3,1,1100,135,13844200,325.8150706,309,344,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.00027,1999.560781,1999.560781,1,1,1,4,1,1,1,1,1,ICMO
2,135,23151,23156,0,0,272.2767061,16574,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,1101,1.804,28794.891,0,53,81096.4,1,1101,135,13844200,325.8150706,309,344,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.00027,271.4389128,271.4389128,1,1,1,1,1,1,1,1,1,ICMO
2,135,23156,23158,0,0,1662.660763,16576,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,1102,11.024,175836.324,0,10428,80179.2,1,1102,135,13844200,325.8150706,309,344,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.00027,1661.675873,1661.675873,1,1,1,1,1,1,1,1,1,ICMO
2,135,23158,23150,0,0,2455.674267,16577,620,32018CD29,32,LeSueur River,32018,CD29,PUBLIC DITCH OPEN,WASECA,107,24,9,MSUWRC,1993,1103,16.284,259702.246,0,13565,78216,1,1103,135,13844200,325.8150706,309,344,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.00027,2455.771854,2455.771854,1,1,1,1,1,1,1,1,1,ICMO
2,135,23168,23149,0,0,299.0453382,16587,684,32018CD49,32,LeSueur River,32018,CD49,PUBLIC DITCH OPEN,WASECA,107,24,12,MSUWRC,1993,1104,1.981,31625.834,0,89,84043.2,1,1104,135,13844200,325.8150706,309,344,134,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,35060.00027,299.4778947,299.4778947,1,1,1,1,1,1,1,1,1,ICMO
1,148,23177,23176,0,0,3448.665111,16592,689,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1105,22.87,364716.969,0,23347,76021,2,1105,148,2721600.168,318.0620958,305,328,170,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,15620.00034,3450.241944,3450.241944,1,1,1,1,1,1,1,1,1,ICMO
1,46,23180,23182,0,0,68.42225277,16593,679,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1106,0.452,7236.063,0,8,100021,1,1106,46,3032999.975,339.4873063,324,353,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,11640.00015,68.67625824,68.67625824,1,1,1,1,1,1,1,1,1,ICMO
1,45,23182,23181,0,0,355.5724738,16594,679,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1107,2.356,37603.917,0,3334,99779.5,2,1107,45,3433399.97,331.1261432,318,352,23,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,13060.00002,356.7311061,356.7311061,1,1,1,1,1,1,1,1,1,ICMO
1,46,23183,23182,0,0,466.1235995,16595,680,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1108,3.089,49295.36,0,3136,100242,1,1108,46,3032999.975,339.4873063,324,353,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,11640.00015,465.4869525,465.4869525,1,1,1,1,1,1,1,1,1,ICMO
2,83,23178,23184,0,0,158.465616,16596,678,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1109,1.048,16758.687,0,547,101682,1,1109,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,158.140092,158.140092,1,1,1,1,1,1,1,1,1,ICMO
2,83,23184,23185,0,0,696.6532534,16597,678,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1110,4.619,73675.25,0,1264,101220,1,1110,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,695.3209814,695.3209814,1,1,1,1,1,1,1,1,1,ICMO
2,83,23185,23179,0,0,105.9521092,16598,678,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1111,0.702,11205.069,0,1282,100818,1,1111,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,105.6801781,105.6801781,1,1,1,1,1,1,1,1,1,ICMO
1,45,23179,23181,0,0,1260.567525,16601,682,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1112,8.357,133312.558,0,23308,100193,2,1112,45,3433399.97,331.1261432,318,352,23,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,13060.00002,1259.362324,1259.362324,1,1,1,1,1,1,1,1,1,ICMO
1,45,23181,23187,0,0,786.0579013,16602,682,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1113,5.211,83130.326,0,27120,99202.5,1,1113,45,3433399.97,331.1261432,318,352,23,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,13060.00002,787.0032273,787.0032273,1,1,1,1,1,1,1,1,1,ICMO
2,83,23188,23179,0,0,2333.888312,16603,682,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1114,15.476,246822.653,0,19390,101906,1,1114,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,2336.776424,2336.776424,1,1,1,1,1,1,1,1,1,ICMO
2,83,23186,23190,0,0,829.330498,16605,682,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1115,5.498,87706.662,0,996,105229,1,1115,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,828.1861645,828.1861645,1,1,1,1,1,1,1,1,1,ICMO
2,83,23190,23188,0,0,2888.236057,16606,682,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1116,19.153,305448.244,0,11874,104361,1,1116,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,2887.757435,2887.757435,1,1,1,1,1,1,1,1,1,ICMO
2,83,23191,23192,0,0,202.8806169,16607,693,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1117,1.345,21455.839,0,1147,107904,1,1117,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,202.6520945,202.6520945,1,1,1,1,1,1,1,1,1,ICMO
2,83,23193,23192,0,0,980.8084621,16608,694,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1118,6.502,103726.363,0,1621,108087,1,1118,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,977.899065,977.899065,1,1,1,1,1,1,1,1,1,ICMO
2,83,23194,23193,0,0,337.5680875,16609,695,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1119,2.236,35699.845,0,21,108436,1,1119,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,338.6591919,338.6591919,1,1,1,1,1,1,1,1,1,ICMO
2,83,23192,23198,0,0,1543.776699,16613,693,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1120,10.235,163263.622,0,6290,107026,1,1120,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,1545.092487,1545.092487,1,1,1,1,1,1,1,1,1,ICMO
2,83,23198,23190,0,0,1418.961644,16614,693,32003CD3,32,LeSueur River,32003,CD3,PUBLIC DITCH OPEN,WASECA,108,23,19,MSUWRC,1993,1121,9.408,150063.684,0,9620,105590,1,1121,83,20560300,339.4449838,324,360,45,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,1,2,9,UL,2,AB,39540.00028,1416.278881,1416.278881,1,1,1,1,1,1,1,1,1,ICMO
2,35,23212,23214,0,0,1102.741385,16623,527,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1122,7.311,116621.499,0,1031,88189.6,1,1122,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,1101.606358,1101.606358,1,1,1,1,1,1,1,1,1,ICMO
2,35,23215,23214,0,0,414.827874,16624,528,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1123,2.75,43870.53,0,1367,87962.5,1,1123,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,413.6117861,413.6117861,1,1,1,1,1,1,1,1,1,ICMO
2,35,23214,23216,0,0,291.5108105,16625,527,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1124,1.932,30829.012,0,494,87648.6,1,1124,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,290.6595917,290.6595917,1,1,1,1,1,1,1,1,1,ICMO
2,35,23217,23216,0,0,226.7712183,16626,529,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1125,1.502,23982.413,0,24,87686.7,1,1125,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,227.5498307,227.5498307,1,1,1,1,1,1,1,1,1,ICMO
2,35,23216,23218,0,0,555.9442269,16627,527,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1126,3.686,58794.428,0,3615,87295.4,1,1126,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,556.7991019,556.7991019,1,1,1,1,1,1,1,1,1,ICMO
2,35,23218,23213,0,0,245.8796826,16628,527,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1127,1.627,26003.248,0,6116,86905.4,1,1127,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,246.4324516,246.4324516,1,1,1,1,1,1,1,1,1,ICMO
2,35,23219,23218,0,0,177.7154281,16629,530,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1128,1.177,18794.47,0,12,87125,1,1128,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,178.0166481,178.0166481,1,1,1,1,1,1,1,1,1,ICMO
2,35,23220,23222,0,0,911.6837339,16630,531,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1129,6.044,96416.01,0,1290,87980.5,1,1129,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,910.8143948,910.8143948,1,1,1,1,1,1,1,1,1,ICMO
2,35,23222,23221,0,0,180.979353,16631,531,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1130,1.198,19139.649,0,2306,87426.8,1,1130,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,181.2481499,181.2481499,1,1,1,1,1,1,1,1,1,ICMO
2,35,23223,23222,0,0,110.3807673,16632,532,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1131,0.731,11673.427,0,31,87533.6,1,1131,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,110.1460681,110.1460681,1,1,1,1,1,1,1,1,1,ICMO
1,148,23254,23235,0,0,112.4865654,16639,549,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1132,0.745,11896.127,0,15,73062.6,3,1132,148,2721600.168,318.0620958,305,328,170,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,15620.00034,112.2597742,112.2597742,1,1,1,1,1,1,1,1,1,ICMO
4,170,23235,23255,0,0,3009.794609,16640,549,32017JD11,32,LeSueur River,32017,JD11,PUBLIC DITCH OPEN,WASECA,107,24,18,MSUWRC,1993,1133,19.959,318303.788,0,234796,71434.9,1,1133,170,13623899.8,314.5027855,295,325,169,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,9,2,9,LO,2,AB,30660.00026,3002.842173,3002.842173,1,1,1,1,1,1,1,1,1,ICMO
2,35,23266,23223,0,0,430.9170933,16649,663,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1134,2.856,45572.061,0,478,87729.7,1,1134,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,431.5168265,431.5168265,1,1,1,1,1,1,1,1,1,ICMO
2,35,23213,23268,0,0,1986.428158,16650,664,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1135,13.171,210076.663,0,6752,85754.9,1,1135,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,1985.987661,1985.987661,1,1,1,1,1,1,1,1,1,ICMO
2,35,23268,23267,0,0,1696.010974,16651,664,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1136,11.245,179363.308,0,9865,84008.6,1,1136,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,1695.089207,1695.089207,1,1,1,1,1,1,1,1,1,ICMO
2,35,23269,23268,0,0,599.9475507,16652,665,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1137,3.977,63448.043,0,163,85091.8,1,1137,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,598.9946755,598.9946755,1,1,1,1,1,1,1,1,1,ICMO
2,35,23221,23219,0,0,105.8863927,16653,666,32001JC1,32,LeSueur River,32001,JC1,PUBLIC DITCH OPEN,WASECA,108,24,21,MSUWRC,1993,1138,0.701,11198.12,0,2314,87278,1,1138,35,10088599.93,318.445939,309,330,57,Upper Le Sueur,Le Sueur,LS AB UG,0.09,LES,3,2,9,LO,2,AB,30080.00023,106.0725009,106.0725009,1,1,1,1,1,1,1,1,1,ICMO
1,77,23263,23271,0,0,860.8823097,16654,667,32019CD31,32,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,108,24,33,MSUWRC,1993,1139,5.707,91043.455,0,13733,79028.5,2,1139,77,3956099.884,316.7087788,306,328,94,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,14160.00027,861.1910268,861.1910268,1,1,1,1,1,1,1,1,1,ICMO
2,47,23270,23278,0,0,716.9509136,16664,667,32019CD31,32,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,108,24,33,MSUWRC,1993,1140,4.753,75821.849,0,2294,82476.5,2,1140,47,3404600.097,316.2709276,309,329,77,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,LO,2,AB,11980.00017,719.6040479,719.6040479,1,1,1,1,1,1,1,1,1,ICMO
1,77,23278,23279,0,0,402.2042117,16666,667,32019CD31,32,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,108,24,33,MSUWRC,1993,1141,2.665,42535.502,0,468,82155.3,1,1141,77,3956099.884,316.7087788,306,328,94,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,14160.00027,403.696969,403.696969,1,1,1,1,1,1,1,1,1,ICMO
1,77,23279,23280,0,0,291.9504658,16668,667,32019CD31,32,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,108,24,33,MSUWRC,1993,1142,1.935,30875.509,0,25,81933.3,1,1142,77,3956099.884,316.7087788,306,328,94,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,14160.00027,291.077033,291.077033,1,1,1,1,1,1,1,1,1,ICMO
1,77,23280,23282,0,0,379.1697116,16670,667,32019CD31,32,LeSueur River,32019,CD31,PUBLIC DITCH OPEN,WASECA,108,24,33,MSUWRC,1993,1143,2.513,40099.466,0,20,81603.3,1,1143,77,3956099.884,316.7087788,306,328,94,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,9,2,9,UL,2,AB,14160.00027,378.0369112,378.0369112,1,1,1,1,1,1,1,1,1,ICMO
