Join_Count,TARGET_FID,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,DITCHALL_,DITCHALL_I,UNIQUE_ID,MAJOR,MAJOR_NAME,MINOR5,DITCH_NAME,DITCH_TYPE,COUNTY,TWP,RNG,SEC,PEDIGREE,PEDYEAR,ID,SedRed,Cost,Duck,max_flowac,mean_flowl,Join_Cou_1,TARGET_F_1,Subbasin,Area,Elev,ElevMin,ElevMax,SubbasinR,subwatersh,Watershed,budget_rat,Bluff_avgE,River,Subbasin_1,Zone,Subbasin_2,watershed_,Zone_1,gag_loc,Shape_Leng,Shape_Le_1,Le2,X10_,X20_,X30_,X40_,X50_,X60_,X70_,X80_,X90_,Type
1,360,22711,22712,0,0,527.0515954,16149,737,32007JD10,32,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,4,MSUWRC,1993,1018,4.914,55738.86,0,1025,125243,1,1018,360,18204899.75,354.6926487,333,375,364,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,37880.0004,529.1600377,529.1600377,1,1,1,1,1,1,1,1,4,ICMO
1,360,22713,22712,0,0,357.3904706,16150,738,32007JD10,32,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,4,MSUWRC,1993,1019,3.331,37796.181,0,825,125346,1,1019,360,18204899.75,354.6926487,333,375,364,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,37880.0004,358.8232761,358.8232761,1,1,1,1,1,1,1,1,4,ICMO
1,360,22710,22714,0,0,949.5839442,16151,734,32007JD10,32,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,4,MSUWRC,1993,1020,8.862,100424.184,0,58,124810,1,1020,360,18204899.75,354.6926487,333,375,364,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,37880.0004,946.5309466,946.5309466,1,1,1,1,1,1,1,1,4,ICMO
1,360,22715,22714,0,0,134.6349057,16152,739,32007JD10,32,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,4,MSUWRC,1993,1021,1.247,14238.447,0,317,124316,1,1021,360,18204899.75,354.6926487,333,375,364,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,37880.0004,135.1655032,135.1655032,1,1,1,1,1,1,1,1,1,ICMO
1,360,22714,22716,0,0,2591.265052,16153,734,32007JD10,32,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,4,MSUWRC,1993,1022,24.202,274041.783,0,7868,122883,1,1022,360,18204899.75,354.6926487,333,375,364,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,37880.0004,2585.042561,2585.042561,1,1,1,1,1,1,1,1,4,ICMO
1,360,22717,22716,0,0,456.5683697,16154,740,32007JD10,32,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,4,MSUWRC,1993,1023,4.253,48284.837,0,7879,121612,1,1023,360,18204899.75,354.6926487,333,375,364,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,37880.0004,457.3832103,457.3832103,1,1,1,1,1,1,1,1,4,ICMO
1,360,22716,22718,0,0,2643.693055,16155,734,32007JD10,32,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,4,MSUWRC,1993,1024,24.691,279586.358,0,13355,120249,1,1024,360,18204899.75,354.6926487,333,375,364,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,37880.0004,2639.701442,2639.701442,1,1,1,1,1,1,1,1,4,ICMO
1,360,22718,22705,0,0,946.3533708,16156,734,32007JD10,32,LeSueur River,32007,JD10,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,4,MSUWRC,1993,1025,8.832,100082.531,0,16161,118432,1,1025,360,18204899.75,354.6926487,333,375,364,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,37880.0004,944.4114554,944.4114554,1,1,1,1,1,1,1,1,4,ICMO
1,388,22739,22738,0,0,301.2553839,16168,767,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1026,2.806,31859.559,0,631,121352,2,1026,388,7875999.796,352.2666582,335,376,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,24280.00015,302.0579567,302.0579567,1,1,1,1,1,1,1,1,4,ICMO
1,388,22740,22737,0,0,320.1851432,16169,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1027,2.984,33861.495,0,25263,119854,1,1027,388,7875999.796,352.2666582,335,376,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,24280.00015,319.1916653,319.1916653,1,1,1,1,1,1,1,1,4,ICMO
1,388,22741,22740,0,0,121.6721131,16170,768,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1028,1.124,12867.554,0,25171,120100,1,1028,388,7875999.796,352.2666582,335,376,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,24280.00015,121.7748661,121.7748661,1,1,1,4,1,1,1,1,1,ICMO
2,390,22736,22748,0,0,141.0289183,16175,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1029,1.306,14914.652,0,6322,125592,1,1029,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,140.6152483,140.6152483,1,1,1,1,1,1,1,1,1,ICMO
2,390,22748,22750,0,0,58.23543745,16177,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1030,0.529,6158.746,0,6330,125494,1,1030,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,58.06250295,58.06250295,1,1,1,1,1,1,1,1,1,ICMO
2,390,22750,22752,0,0,215.9142152,16179,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1031,2.009,22834.22,0,8288,125344,1,1031,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,215.3230265,215.3230265,1,1,1,1,1,1,1,1,1,ICMO
2,390,22752,22754,0,0,756.9671964,16181,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1032,7.062,80053.81,0,8828,124806,1,1032,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,754.9054372,754.9054372,1,1,1,1,1,1,1,1,4,ICMO
2,390,22754,22764,0,0,84.7202572,16187,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1033,0.78,8959.674,0,90,124362,1,1033,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,84.50327409,84.50327409,1,1,1,1,1,1,1,1,1,ICMO
2,390,22764,22776,0,0,1095.567329,16199,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1034,10.227,115862.8,0,99,123782,1,1034,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,1092.09893,1092.09893,1,1,1,1,1,1,1,1,4,ICMO
2,390,22776,22791,0,0,448.8010646,16214,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1035,4.18,47463.398,0,12223,122939,1,1035,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,447.408556,447.408556,1,1,1,1,1,1,1,1,4,ICMO
1,388,22738,22801,0,0,438.3396065,16222,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1036,4.083,46357.036,0,14988,121001,1,1036,388,7875999.796,352.2666582,335,376,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,24280.00015,437.1744936,437.1744936,1,1,1,1,1,1,1,1,4,ICMO
1,388,22801,22803,0,0,565.5049791,16223,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1037,5.273,59805.535,0,16008,120483,1,1037,388,7875999.796,352.2666582,335,376,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,24280.00015,563.7680354,563.7680354,1,1,1,1,1,1,1,1,4,ICMO
1,388,22803,22740,0,0,163.2201813,16224,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1038,1.514,17261.511,0,16438,120130,1,1038,388,7875999.796,352.2666582,335,376,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,24280.00015,163.5770678,163.5770678,1,1,1,1,1,1,1,1,1,ICMO
2,390,22791,22881,0,0,361.2780662,16308,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1039,3.365,38207.317,0,13083,122513,1,1039,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,360.144817,360.144817,1,1,1,1,1,1,1,1,4,ICMO
2,390,22881,22793,0,0,220.3912649,16309,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1040,2.051,23307.695,0,3,122123,1,1040,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,219.6894237,219.6894237,1,1,1,1,1,1,1,1,1,ICMO
2,390,22793,22883,0,0,189.6745918,16311,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1041,1.763,20059.223,0,13364,121832,1,1041,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,189.0631531,189.0631531,1,1,1,1,1,1,1,1,1,ICMO
2,390,22883,22885,0,0,364.9898472,16313,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1042,3.402,38599.86,0,14146,121529,1,1042,390,12957999.96,357.4720404,343,382,388,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,28460.00055,363.8100961,363.8100961,1,1,1,1,1,1,1,1,4,ICMO
1,388,22885,22738,0,0,86.90683545,16314,766,32008JD5,32,LeSueur River,32008,JD5,PUBLIC DITCH OPEN,STEELE-WASECA,106,22,15,MSUWRC,1993,1043,0.801,9190.918,0,14149,121282,2,1043,388,7875999.796,352.2666582,335,376,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,24280.00015,86.62695076,86.62695076,1,1,1,1,1,1,1,1,1,ICMO
2,428,22894,22893,0,0,260.1314269,16321,846,32008CD33,32,LeSueur River,32008,CD33,PUBLIC DITCH OPEN,WASECA,106,22,16,MSUWRC,1993,1044,2.422,27510.455,0,5831,119015,1,1044,428,6167700.047,357.0051559,336,381,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,22100.00025,260.2829784,260.2829784,1,1,1,1,1,1,1,1,4,ICMO
2,428,22892,22913,0,0,168.1210118,16341,846,32008CD33,32,LeSueur River,32008,CD33,PUBLIC DITCH OPEN,WASECA,106,22,16,MSUWRC,1993,1045,1.559,17779.803,0,317,120567,1,1045,428,6167700.047,357.0051559,336,381,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,22100.00025,167.5736966,167.5736966,1,1,1,1,1,1,1,1,1,ICMO
2,428,22913,22894,0,0,1101.949805,16342,846,32008CD33,32,LeSueur River,32008,CD33,PUBLIC DITCH OPEN,WASECA,106,22,16,MSUWRC,1993,1046,10.286,116537.785,0,5439,119932,1,1046,428,6167700.047,357.0051559,336,381,365,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,29,1,18,UL,1,AB,22100.00025,1103.358338,1103.358338,1,1,1,1,1,1,1,1,4,ICMO
2,423,22919,22735,0,0,343.2326988,16348,860,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,1047,3.198,36298.911,0,485,116267,1,1047,423,5573900.085,348.8408475,329,367,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.00042,342.1383961,342.1383961,1,1,1,1,1,1,1,1,4,ICMO
2,423,22735,22733,0,0,26.54891081,16349,860,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,1048,0.229,2807.706,0,114,0,1,1048,423,5573900.085,348.8408475,329,367,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.00042,26.65431027,26.65431027,1,1,1,1,1,1,1,1,1,ICMO
2,423,22733,22920,0,0,1397.359423,16350,860,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,1049,13.048,147779.119,0,2895,115434,1,1049,423,5573900.085,348.8408475,329,367,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.00042,1399.031227,1399.031227,1,1,1,1,1,1,1,1,4,ICMO
2,423,22921,22923,0,0,47.03134376,16352,861,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,1050,0.423,4973.846,0,30,134853,1,1050,423,5573900.085,348.8408475,329,367,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.00042,47.22300456,47.22300456,1,1,1,1,1,1,1,1,1,ICMO
2,423,22923,22925,0,0,301.1406289,16354,861,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,1051,2.804,31847.423,0,28,135048,1,1051,423,5573900.085,348.8408475,329,367,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.00042,302.3662694,302.3662694,1,1,4,1,1,1,1,1,4,ICMO
2,423,22925,22927,0,0,75.88773252,16356,861,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,1052,0.696,8025.582,0,13,135184,1,1052,423,5573900.085,348.8408475,329,367,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.00042,75.80041319,75.80041319,1,1,1,1,1,1,1,1,1,ICMO
2,423,22927,22922,0,0,493.9214324,16357,861,32021CD43,32,LeSueur River,32021,CD43,PUBLIC DITCH OPEN,WASECA,106,22,7,MSUWRC,1993,1053,4.602,52235.147,0,112,132801,1,1053,423,5573900.085,348.8408475,329,367,374,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,18,UL,1,AB,17240.00042,495.444016,495.444016,1,1,1,1,1,1,1,1,4,ICMO
2,554,22930,22931,0,0,202.2351502,16360,867,32022CD34,32,LeSueur River,32022,CD34,PUBLIC DITCH OPEN,WASECA,106,22,32,MSUWRC,1993,1054,2.044,21387.577,0,230520,131582,2,1054,504,5716699.945,352.2016898,340,368,525,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,26,UL,1,AB,17260.00022,203.0476856,203.0476856,1,1,1,1,1,1,1,1,4,ICMO
2,465,22966,22967,0,0,304.2609331,16400,918,32023CD23,32,LeSueur River,32023,CD23,PUBLIC DITCH OPEN,STEELE,106,21,21,MSUWRC,1993,1055,3.081,32177.414,0,2667,151988,1,1055,465,14293699.91,365.5350399,350,393,490,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,30,1,26,UL,1,AB,28420.00015,304.330525,304.330525,1,1,1,1,1,1,1,1,4,ICMO
1,243,22988,22987,0,0,204.3500251,16415,724,32006CD15-2,32,LeSueur River,32006,CD15-2,PUBLIC DITCH OPEN,WASECA,107,22,31,MSUWRC,1993,1056,1.9,21611.238,0,35,1593.38,1,1056,243,4301400.051,346.2807458,341,362,319,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,14759.9999,205.148808,205.148808,1,1,1,1,1,1,1,1,1,ICMO
1,243,22981,22988,0,0,341.7186093,16416,725,32006CD15-2,32,LeSueur River,32006,CD15-2,PUBLIC DITCH OPEN,WASECA,107,22,31,MSUWRC,1993,1057,3.185,36138.787,0,121,1605.45,1,1057,243,4301400.051,346.2807458,341,362,319,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,14759.9999,340.6513529,340.6513529,1,1,1,1,1,1,1,1,4,ICMO
1,243,22986,22995,0,0,307.5732332,16424,724,32006CD15-2,32,LeSueur River,32006,CD15-2,PUBLIC DITCH OPEN,WASECA,107,22,31,MSUWRC,1993,1058,2.863,32527.71,0,22,1362.47,1,1058,243,4301400.051,346.2807458,341,362,319,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,14759.9999,308.7719226,308.7719226,1,1,1,1,1,1,1,1,4,ICMO
1,243,22995,22988,0,0,213.4823168,16425,724,32006CD15-2,32,LeSueur River,32006,CD15-2,PUBLIC DITCH OPEN,WASECA,107,22,31,MSUWRC,1993,1059,1.981,22577.032,0,29,1398.44,1,1059,243,4301400.051,346.2807458,341,362,319,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,14759.9999,214.315911,214.315911,1,1,1,1,1,1,1,1,1,ICMO
2,276,23003,23004,0,0,258.3417321,16435,642,32015CD28,32,LeSueur River,32015,CD28,PUBLIC DITCH OPEN,WASECA,107,24,35,MSUWRC,1993,1060,2.406,27321.184,0,681923,86903.3,2,1060,276,2917499.974,319.0305398,308,329,283,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,14,2,18,UL,1,AB,13640.00005,259.2648481,259.2648481,1,1,1,1,1,1,1,1,4,ICMO
2,386,23024,23026,0,0,33.00037124,16455,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,1061,0.319,3489.987,0,14,97767.9,1,1061,386,6788899.926,322.1388001,316,331,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.00021,33.13125937,33.13125937,1,1,1,1,1,1,1,1,4,ICMO
2,386,23026,23028,0,0,110.6406759,16457,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,1062,1.066,11700.913,0,17,97692.9,1,1062,386,6788899.926,322.1388001,316,331,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.00021,111.079517,111.079517,1,1,1,1,1,1,1,1,4,ICMO
2,386,23028,23032,0,0,93.55268522,16461,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,1063,0.898,9893.756,0,20,97587.9,1,1063,386,6788899.926,322.1388001,316,331,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.00021,93.92334979,93.92334979,1,1,1,1,1,1,1,1,4,ICMO
2,386,23032,23034,0,0,1273.773005,16463,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,1064,12.284,134709.116,0,2132,96994.8,1,1064,386,6788899.926,322.1388001,316,331,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.00021,1276.33495,1276.33495,1,1,1,1,1,1,1,1,4,ICMO
2,386,23034,23038,0,0,70.29867001,16467,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,1065,0.676,7434.505,0,332,96628.7,1,1065,386,6788899.926,322.1388001,316,331,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.00021,70.57898364,70.57898364,1,1,1,1,1,1,1,1,4,ICMO
2,386,23038,23040,0,0,790.2797513,16469,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,1066,7.623,83576.812,0,3352,95911.9,1,1066,386,6788899.926,322.1388001,316,331,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.00021,791.2741909,791.2741909,1,1,1,5,1,1,1,1,4,ICMO
2,386,23040,23025,0,0,1447.008165,16470,653,32013CD36,32,LeSueur River,32013,CD36,PUBLIC DITCH OPEN,WASECA,106,24,13,MSUWRC,1993,1067,13.955,153029.771,0,11940,94695.9,3,1067,386,6788899.926,322.1388001,316,331,391,Little Cobb,Le Sueur,Cobb Little Cobb,0.06,COB,33,2,17,LC,2,AB,17040.00021,1449.876247,1449.876247,1,1,1,1,1,1,1,1,4,ICMO
2,341,23042,23043,0,0,491.4481062,16472,720,32010CD50,32,LeSueur River,32010,CD50,PUBLIC DITCH OPEN,WASECA,106,23,4,MSUWRC,1993,1068,4.579,51973.578,0,21150,99531.5,1,1068,341,9109999.838,330.0376619,312,342,264,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,27699.99932,491.0180316,491.0180316,1,1,1,1,1,1,1,1,4,ICMO
2,341,23044,23042,0,0,1194.670086,16473,721,32010CD50,32,LeSueur River,32010,CD50,PUBLIC DITCH OPEN,WASECA,106,23,4,MSUWRC,1993,1069,11.153,126343.509,0,18808,100373,1,1069,341,9109999.838,330.0376619,312,342,264,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,27699.99932,1194.96348,1194.96348,1,1,1,1,1,1,1,1,4,ICMO
2,401,23048,23055,0,0,140.5992093,16482,748,32010CD35,32,LeSueur River,32010,CD35,PUBLIC DITCH OPEN,WASECA,106,23,10,MSUWRC,1993,1070,1.304,14869.208,0,11,104488,1,1070,401,8476700.004,342.6090814,329,354,341,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,26200.00004,140.1456966,140.1456966,1,1,1,1,1,1,1,1,1,ICMO
2,401,23055,23057,0,0,1474.835392,16484,748,32010CD35,32,LeSueur River,32010,CD35,PUBLIC DITCH OPEN,WASECA,106,23,10,MSUWRC,1993,1071,13.771,155972.667,0,7119,103667,1,1071,401,8476700.004,342.6090814,329,354,341,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,26200.00004,1476.171309,1476.171309,1,1,1,1,1,1,1,1,4,ICMO
2,401,23057,23049,0,0,1240.592466,16485,748,32010CD35,32,LeSueur River,32010,CD35,PUBLIC DITCH OPEN,WASECA,106,23,10,MSUWRC,1993,1072,11.582,131200.076,0,8906,102306,1,1072,401,8476700.004,342.6090814,329,354,341,Upper Le Sueur,Le Sueur,LS AB UG,0.06,LES,14,2,18,LC,1,AB,26200.00004,1242.708514,1242.708514,1,1,1,1,1,1,1,1,4,ICMO
2,131,23083,23082,0,0,196.3686764,16507,701,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1073,1.827,20767.162,0,11,109695,1,1073,131,13303500.01,349.6966437,337,362,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.00057,195.7647954,195.7647954,1,1,1,1,1,1,1,1,1,ICMO
2,131,23082,23084,0,0,66.50742497,16508,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1074,0.608,7033.558,0,350,109613,2,1074,131,13303500.01,349.6966437,337,362,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,28940.00057,66.76196254,66.76196254,1,1,1,1,1,1,1,1,1,ICMO
2,130,23085,23084,0,0,620.9180542,16509,702,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1075,5.788,65665.799,0,13773,109781,3,1075,130,6645100.112,344.5076372,337,359,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,23000.00029,619.0618776,619.0618776,1,1,1,1,1,1,1,1,4,ICMO
2,130,23086,23087,0,0,394.9346909,16510,703,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1076,3.682,41766.706,0,21,111274,1,1076,130,6645100.112,344.5076372,337,359,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,23000.00029,393.8157483,393.8157483,1,1,1,1,1,1,1,1,4,ICMO
2,130,23087,23085,0,0,1260.057191,16511,703,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1077,11.764,133258.587,0,5378,110612,1,1077,130,6645100.112,344.5076372,337,359,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,23000.00029,1261.901738,1261.901738,1,1,1,1,1,1,1,1,4,ICMO
2,130,23088,23087,0,0,1150.848981,16512,704,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1078,10.743,121709.165,0,1933,111818,1,1078,130,6645100.112,344.5076372,337,359,241,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,23000.00029,1152.897956,1152.897956,1,1,1,1,1,1,1,1,4,ICMO
1,241,23084,23089,0,0,1701.019424,16513,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1079,15.884,179892.981,0,22141,108731,1,1079,241,8866900.143,337.6366938,322,349,274,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,30439.99985,1702.721059,1702.721059,1,1,1,1,1,1,1,1,4,ICMO
1,241,23089,23081,0,0,1737.494341,16514,700,32004CD38,32,LeSueur River,32004,CD38,PUBLIC DITCH OPEN,WASECA,107,23,21,MSUWRC,1993,1080,16.225,183750.422,0,26163,107099,1,1080,241,8866900.143,337.6366938,322,349,274,Upper Le Sueur,Le Sueur,LS AB UG,0.05,LES,24,2,18,UL,1,AB,30439.99985,1741.487389,1741.487389,1,1,1,1,1,1,1,1,4,ICMO
