GeneID,MOs,MOsID,SED_B,Cost,SED_BCR_x,Duck_BCR_x,FID_1,Subbasin,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed
1,TLMO,3,8.636,1526.6521,5.656822904,0,404,1,3,177009.7095,2360876.271,3,1,3,LES
2,TLMO,5,8.997,2346.3036,3.834541475,0,406,1,3,168739.7546,2360916.715,1,1,3,LES
3,TLMO,8,0.032,8.2529,3.877377924,0,409,1,3,168925.9681,2360257.195,1,1,3,LES
4,TLMO,12,0.039,10.0897,3.865213084,0,413,1,3,168300.6632,2360134.616,1,1,3,LES
5,TLMO,13,2.157,562.369,3.835559926,0,414,1,3,169208.352,2360268.697,1,1,3,LES
6,TLMO,15,0.682,692.6769,0.984585889,0,3415,9,2,179794.5546,2359648.511,8,1,2,LES
7,TLMO,18,28.726,5078.4109,5.656493734,0,418,1,3,176886.652,2360083.997,3,1,3,LES
8,TLMO,19,0.56,1380.6277,0.405612518,0,419,1,3,177499.5609,2359788.783,4,1,3,LES
9,TLMO,21,0.059,59.9589,0.984005737,0,3416,9,2,181227.9769,2359210.155,8,1,2,LES
10,TLMO,24,1.584,1609.7465,0.984006172,0,3417,9,2,180183.2334,2359307.497,8,1,2,LES
11,TLMO,26,2.407,5933.7671,0.405644509,0,424,1,3,178639.8206,2359691.395,4,1,3,LES
12,TLMO,27,0.017,17.1582,0.990791469,0,425,1,3,179478.3481,2359596.245,8,1,2,LES
13,TLMO,29,7.6,1981.9816,3.83454542,0,427,1,3,168007.5603,2359706.792,1,1,3,LES
14,TLMO,30,22.196,3923.8709,5.656658947,0,428,1,3,175667.0644,2359548.161,3,1,3,LES
15,TLMO,31,0.03,607.9049,0.049349816,0,429,1,3,174951.2355,2359180.434,9,1,3,LES
16,TLMO,32,0.026,520.3343,0.049967905,0,430,1,3,173442.82,2359146.726,9,1,3,LES
17,TLMO,33,1.402,1119.5107,1.252332492,0,431,1,3,170141.9583,2359142.837,2,1,3,LES
18,TLMO,34,1.072,279.3567,3.837383706,0,432,1,3,168861.8199,2359016.491,1,1,3,LES
19,TLMO,35,3.97,1035.3391,3.834492857,0,433,1,3,169294.0857,2359597.501,1,1,3,LES
20,TLMO,36,0.215,171.6407,1.252614469,0,434,1,3,169724.9433,2359087.812,2,1,3,LES
21,TLMO,40,3.908,690.7502,5.657618531,0,437,1,3,176692.2024,2359042.582,3,1,3,LES
22,TLMO,41,0.046,112.802,0.407794188,0,438,1,3,176967.6661,2359191.646,4,1,3,LES
23,TLMO,42,10.879,2837.3159,3.834257446,0,439,1,3,167971.7768,2360663.624,1,1,3,LES
24,TLMO,43,0.267,393.8921,0.677850781,0,440,1,3,166833.3711,2359005.979,10,1,3,LES
25,TLMO,47,0.019,27.7551,0.68456134,0,442,1,3,166201.2817,2358880.885,10,1,3,LES
26,TLMO,48,0.005,39.3463,0.127077721,0,443,1,3,165811.8039,2358830.874,13,1,3,LES
27,TLMO,49,0.032,46.4482,0.688942473,0,444,1,3,167039.503,2358846.66,10,1,3,LES
28,TLMO,50,0.001,3.3359,0.299760197,0,445,1,3,175160.0908,2358802.162,9,1,3,LES
29,TLMO,51,0.009,170.5348,0.05277509,0,446,1,3,175162.5203,2358910.132,9,1,3,LES
30,TLMO,54,0.068,53.9874,1.259562487,0,3422,9,2,183734.1144,2358844.249,6,9,2,LES
31,TLMO,57,0.76,134.2909,5.659351706,0,448,1,3,176126.2251,2358979.094,3,1,3,LES
32,TLMO,58,0.01,197.7524,0.050568389,0,449,1,3,175946.5341,2358884.867,9,1,3,LES
33,TLMO,72,0.414,1020.7112,0.405599626,0,452,1,3,177321.2057,2359140.167,4,1,3,LES
34,TLMO,83,0.653,519.7078,1.25647479,0,3436,9,2,182903.999,2358642.549,6,9,2,LES
35,TLMO,85,0.864,687.6702,1.256416595,0,3437,9,2,182495.082,2358646.88,6,9,2,LES
36,TLMO,86,1.848,1878.4026,0.983814442,0,3438,9,2,181629.3433,2358650.923,8,1,2,LES
37,TLMO,87,3.069,3119.5617,0.983791955,0,3439,9,2,180222.8766,2358659.934,8,1,2,LES
38,TLMO,92,0.003,49.8091,0.060230079,0,460,1,3,173862.2902,2358366.977,9,1,3,LES
39,TLMO,94,0.029,586.6801,0.049430695,0,462,1,3,173228.7693,2358640.424,9,1,3,LES
40,TLMO,96,0.03,604.137,0.049657611,0,464,1,3,173646.4303,2358504.327,9,1,3,LES
41,TLMO,99,0.749,595.6812,1.257384405,0,3442,9,2,184456.5686,2358390.069,6,9,2,LES
42,TLMO,101,0.002,32.6156,0.061319598,0,468,1,3,172999.1381,2358835.193,9,1,3,LES
43,TLMO,102,0.473,229.8368,2.057980221,0,469,1,3,172555.219,2358141.47,22,1,3,LES
44,TLMO,105,0.004,3.8767,1.031725565,0,3443,9,2,181481.8486,2357902.162,8,1,2,LES
45,TLMO,106,0.004,3.3359,1.199040772,0,3444,9,2,181670.0908,2357872.162,8,1,2,LES
46,TLMO,107,0.52,1280.6982,0.406028588,0,3445,9,2,178219.1412,2358687.549,8,1,2,LES
47,TLMO,108,2.854,2901.8154,0.983522382,0,3446,9,2,178712.7888,2358462.292,8,1,2,LES
48,TLMO,109,0.419,200.1145,2.093796067,0,3447,9,2,179244.0845,2357985.05,15,1,2,LES
49,TLMO,110,1.222,1028.8764,1.187703863,0,3448,9,2,189400.359,2358190.841,5,9,2,LES
50,TLMO,112,0.011,25.256,0.43554007,0,472,1,3,176728.7007,2357824.681,4,1,3,LES
51,TLMO,113,0.089,74.8823,1.188536631,0,3450,9,2,188110.288,2357804.74,5,9,2,LES
52,TLMO,115,0.122,96.7646,1.260786441,0,3451,9,2,183759.9285,2357900.003,6,9,2,LES
53,TLMO,116,0.064,41.031,1.559796252,0,3452,9,2,183724.5509,2357774.195,17,9,2,LES
54,TLMO,117,0.008,6.6718,1.199040768,0,3453,9,2,190415.0908,2357692.162,5,9,2,LES
55,TLMO,118,0.003,2.2841,1.313485125,0,474,1,3,169640.7061,2357661.547,2,1,3,LES
56,TLMO,119,0.016,7.4009,2.161870018,0,475,1,3,173254.491,2357640.892,22,1,3,LES
57,TLMO,120,1.869,1487.276,1.256659826,0,3454,9,2,183048.6557,2357959.606,6,9,2,LES
58,TLMO,122,0.625,404.2892,1.545923832,0,3456,9,2,183200.152,2357700.423,17,9,2,LES
59,TLMO,125,0.055,46.0642,1.19399097,0,3457,9,2,188145.8376,2357670.092,5,9,2,LES
60,TLMO,126,0.218,83.1887,2.620538773,0,3458,9,2,188148.9867,2357545.124,14,9,2,LES
61,TLMO,127,0.475,1169.4666,0.406167938,0,478,1,3,177018.7036,2357744.797,4,1,3,LES
62,TLMO,128,0.003,45.4,0.066079296,0,479,1,3,176774.2342,2357448.574,9,1,3,LES
63,TLMO,129,0.097,81.124,1.195700409,0,3459,9,2,188462.5417,2357598.154,5,9,2,LES
64,TLMO,130,0.376,143.5801,2.61874913,0,3460,9,2,188398.0495,2357489.715,14,9,2,LES
65,TLMO,132,1.042,877.1838,1.187892164,0,3461,9,2,188994.8601,2357556.058,5,9,2,LES
66,TLMO,133,0.158,60.2825,2.621014565,0,3462,9,2,188696.5827,2357395.884,14,9,2,LES
67,TLMO,136,0.009,3.3359,2.697841733,0,3464,9,2,189530.0908,2357302.162,14,9,2,LES
68,TLMO,139,0.001,13.3437,0.074940049,0,483,1,3,175790.0908,2357287.162,9,1,3,LES
69,TLMO,145,0.01,200.7626,0.049809975,0,488,1,3,175935.2761,2357287.585,9,1,3,LES
70,TLMO,146,0.007,10.3647,0.675349736,0,489,1,3,175873.8572,2357153.848,43,1,3,LES
71,TLMO,148,0.043,63.042,0.682084959,0,491,1,3,166571.4219,2357377.122,10,1,3,LES
72,TLMO,149,0.017,137.7704,0.123394063,0,492,1,3,166503.0125,2357263.477,13,1,3,LES
73,TLMO,150,0.421,160.8728,2.616971151,0,3467,9,2,186462.9542,2357107.007,14,9,2,LES
74,TLMO,151,0.004,69.264,0.057750058,0,493,1,3,176434.0256,2357078.077,9,1,3,LES
75,TLMO,152,0.012,19.3548,0.619994834,0,494,1,3,176377.3307,2357035.518,43,1,3,LES
76,TLMO,153,0.007,15.4878,0.451962811,0,495,1,3,176997.5022,2357381.846,4,1,3,LES
77,TLMO,154,0.025,498.6107,0.050139287,0,496,1,3,176835.6564,2357191.274,9,1,3,LES
78,TLMO,155,0.027,42.3329,0.637800298,0,497,1,3,176726.0019,2357024.33,43,1,3,LES
79,TLMO,156,1.772,862.0621,2.055536609,0,498,1,3,172066.093,2357266.306,22,1,3,LES
80,TLMO,160,2.515,2008.1035,1.252425173,0,501,1,3,170033.8551,2358076.698,2,1,3,LES
81,TLMO,161,5.845,3430.4131,1.703876472,0,502,1,3,170456.5407,2357338.676,11,1,3,LES
82,TLMO,163,0.197,87.9278,2.240469475,0,3470,9,2,185486.9862,2357093.947,7,9,2,LES
83,TLMO,164,0.232,88.5417,2.62022543,0,3471,9,2,185684.4582,2357030.016,14,9,2,LES
84,TLMO,165,0.463,299.517,1.545822107,0,3472,9,2,185511.571,2356953.74,17,9,2,LES
85,TLMO,166,0.006,3.3359,1.798561158,0,503,1,3,169850.0908,2356762.162,11,1,3,LES
86,TLMO,167,0.282,693.1613,0.40683189,0,504,1,3,177762.3301,2357241.861,4,1,3,LES
87,TLMO,168,0.214,216.8596,0.986811768,0,3473,9,2,178418.9802,2357785.078,8,1,2,LES
88,TLMO,169,1.315,629.0836,2.090340877,0,3474,9,2,178210.4701,2357523.13,15,1,2,LES
89,TLMO,171,0.187,89.2629,2.094932951,0,3476,9,2,180767.1111,2356767.665,15,1,2,LES
90,TLMO,172,6.738,6850.7199,0.983546255,0,3477,9,2,181598.117,2357797.673,8,1,2,LES
91,TLMO,173,0.847,405.1771,2.090444423,0,3478,9,2,180579.6479,2357223.143,15,1,2,LES
92,TLMO,174,0.408,1028.0247,0.396877508,0,3479,9,2,182332.8183,2357162.891,16,9,2,LES
93,TLMO,175,0.025,19.4536,1.285082761,0,3480,9,2,184126.5111,2357657.713,17,9,2,LES
94,TLMO,176,0.251,630.9416,0.397817866,0,3481,9,2,182930.4612,2357052.21,16,9,2,LES
95,TLMO,177,4.872,3154.6242,1.544399586,0,3482,9,2,183547.2268,2357296.805,17,9,2,LES
96,TLMO,179,0.91,434.9565,2.092160834,0,3483,9,2,178385.2951,2356771.637,15,1,2,LES
97,TLMO,184,0.018,360.257,0.049964331,0,510,1,3,173744.9636,2357019.345,9,1,3,LES
98,TLMO,185,1.365,787.3897,1.733575484,0,511,1,3,173760.7113,2356730.192,26,1,3,LES
99,TLMO,193,0.006,3.3359,1.798561158,0,3488,9,2,184730.0908,2356432.162,17,9,2,LES
100,TLMO,194,0.018,150.5388,0.119570344,0,515,1,3,165298.8077,2357562.027,13,1,3,LES
101,TLMO,195,0.003,6.6718,0.449640292,0,3489,9,2,182645.0908,2356402.162,16,9,2,LES
102,TLMO,196,0.721,1063.9187,0.67768317,0,516,1,3,166325.7516,2358276.442,10,1,3,LES
103,TLMO,197,0.468,3981.8305,0.117533898,0,517,1,3,165885.2798,2357636.348,13,1,3,LES
104,TLMO,198,0.022,31.1375,0.706554903,0,518,1,3,167720.2838,2356416.289,10,1,3,LES
105,TLMO,199,0.003,19.4507,0.154233717,0,519,1,3,167624.7082,2356410.117,13,1,3,LES
106,TLMO,200,0.016,8.7802,1.822323463,0,520,1,3,174108.6013,2356346.084,26,1,3,LES
107,TLMO,204,1.777,1496.7772,1.187217602,0,3492,9,2,191184.896,2357742.216,5,9,2,LES
108,TLMO,205,0.012,6.6718,1.798561154,0,522,1,3,174185.0908,2356222.162,26,1,3,LES
109,TLMO,209,6.03,2307.2392,2.613513381,0,3494,9,2,187440.5997,2357216.13,20,9,2,LES
110,TLMO,210,24.338,3391.3243,7.176548156,0,3495,9,2,187643.7782,2356790.345,20,9,2,LES
111,TLMO,211,0.006,4.2708,1.404823232,0,3496,9,2,189464.1416,2357232.809,14,9,2,LES
112,TLMO,212,12.198,4667.7617,2.613243777,0,3497,9,2,188970.1009,2356839.624,14,9,2,LES
113,TLMO,213,5.656,788.1381,7.176408192,0,3498,9,2,188683.364,2356292.809,20,9,2,LES
114,TLMO,217,4.386,1678.2167,2.613488005,0,3499,9,2,186326.5647,2356484.755,14,9,2,LES
115,TLMO,218,3.123,2022.2617,1.544310282,0,3500,9,2,185540.2859,2356413.171,17,9,2,LES
116,TLMO,219,0.219,92.5839,2.365419511,0,3501,9,2,186575.2212,2356114.823,18,9,2,LES
117,TLMO,220,0.059,38.0576,1.550265385,0,3502,9,2,185165.6555,2356046.483,17,9,2,LES
118,TLMO,224,0.169,80.8413,2.090523373,0,3504,9,2,179239.4938,2356029.03,15,1,2,LES
119,TLMO,225,0.006,15.0995,0.397377311,0,3505,9,2,181774.8334,2355987.634,16,9,2,LES
120,TLMO,226,0.398,1002.7117,0.396923543,0,3506,9,2,182306.6099,2356274.685,16,9,2,LES
121,TLMO,227,0.216,233.9126,0.923420246,0,3507,9,2,182335.8003,2356026.57,19,9,2,LES
122,TLMO,228,0.6,83.5345,7.182618064,0,3508,9,2,190466.1278,2356050.218,20,9,2,LES
123,TLMO,229,1.044,499.0516,2.091966368,0,3509,9,2,181372.9404,2356175.863,15,1,2,LES
124,TLMO,230,0.041,101.4207,0.404255529,0,3510,9,2,181644.0045,2356092.975,16,9,2,LES
125,TLMO,231,0.2,215.9895,0.925973082,0,3511,9,2,181453.6201,2355983.305,19,9,2,LES
126,TLMO,232,0.148,372.6082,0.397200275,0,3512,9,2,182785.6256,2356275.349,16,9,2,LES
127,TLMO,233,0.017,2.2841,7.443082321,0,3513,9,2,189169.4756,2355891.547,20,9,2,LES
128,TLMO,235,0.042,45.4264,0.924580637,0,3515,9,2,181285.1573,2355847.374,19,9,2,LES
129,TLMO,237,0.56,77.9717,7.182065357,0,3517,9,2,190475.9432,2355862.762,20,9,2,LES
130,TLMO,238,0.004,2.2841,1.751313492,0,3518,9,2,184820.7061,2355712.777,17,9,2,LES
131,TLMO,242,0.053,133.1725,0.397981558,0,3521,9,2,181839.5391,2355819.343,16,9,2,LES
132,TLMO,243,0.071,76.4239,0.929027531,0,3522,9,2,181839.2069,2355665.955,19,9,2,LES
133,TLMO,245,0.924,938.5374,0.984511,0,3523,9,2,180051.7843,2358050.066,8,1,2,LES
134,TLMO,246,18.017,8619.7866,2.09019086,0,3524,9,2,179450.9321,2356755.729,15,1,2,LES
135,TLMO,252,0.169,1432.4415,0.117980426,0,534,1,3,166413.9585,2355877.382,13,1,3,LES
136,TLMO,253,21.714,3025.6621,7.176611267,0,3528,9,2,189651.2008,2355749.098,20,9,2,LES
137,TLMO,254,0.925,1365.2351,0.677539032,0,535,1,3,166998.9819,2357360.552,10,1,3,LES
138,TLMO,255,0.31,2640.9787,0.117380714,0,536,1,3,166988.7525,2356234.57,13,1,3,LES
139,TLMO,256,5.5,866.5095,6.347301243,0,537,1,3,167329.5086,2355521.446,24,1,3,LES
140,TLMO,257,1.351,572.9166,2.358107719,0,3529,9,2,187162.5768,2356114.2,18,9,2,LES
141,TLMO,258,28.983,4038.6095,7.176479036,0,3530,9,2,188158.1276,2355766.087,20,9,2,LES
142,TLMO,262,0.11,176.2485,0.624117016,0,538,1,3,175862.0395,2355378.908,43,1,3,LES
143,TLMO,266,0.544,351.9956,1.545472108,0,3533,9,2,184289.2437,2355361.93,17,9,2,LES
144,TLMO,269,0.08,128.3456,0.623315101,0,541,1,3,176106.0611,2355155.797,43,1,3,LES
145,TLMO,271,4.686,3034.0215,1.544484516,0,3536,9,2,185235.8503,2355686.163,17,9,2,LES
146,TLMO,272,0.62,262.9269,2.35806897,0,3537,9,2,186239.3529,2355653.498,18,9,2,LES
147,TLMO,273,1.651,833.9279,1.979787224,0,3538,9,2,185863.3872,2355453.773,23,9,2,LES
148,TLMO,274,0.79,1947.6911,0.405608487,0,542,1,3,177469.8128,2356291.943,4,1,3,LES
149,TLMO,275,0.006,114.8625,0.052236597,0,543,1,3,177128.3316,2357077.551,9,1,3,LES
150,TLMO,277,2.959,793.5795,3.728672598,0,3540,9,2,177764.0523,2355504.183,31,1,2,LES
151,TLMO,278,1.221,1970.33,0.619693148,0,544,1,3,177278.7603,2355782.776,43,1,3,LES
152,TLMO,282,0.902,520.2208,1.733878486,0,546,1,3,174937.7936,2355370.623,26,1,3,LES
153,TLMO,283,0.886,1429.5827,0.619761147,0,547,1,3,175164.8192,2355557.322,43,1,3,LES
154,TLMO,285,0.036,90.658,0.397096782,0,3544,9,2,182761.5383,2355829.678,16,9,2,LES
155,TLMO,286,1.967,2129.4487,0.92371313,0,3545,9,2,182405.9773,2355477.592,19,9,2,LES
156,TLMO,292,0.011,208.3851,0.052786909,0,553,1,3,173300.1925,2357975.508,9,1,3,LES
157,TLMO,293,0.004,2.364,1.692047384,0,554,1,3,171494.6302,2356401.63,11,1,3,LES
158,TLMO,294,30.998,15080.7408,2.05546929,0,555,1,3,172435.1326,2356294.812,22,1,3,LES
159,TLMO,295,0.085,13.2841,6.398675099,0,556,1,3,171537.6295,2355374.774,24,1,3,LES
160,TLMO,296,0.068,38.9087,1.747667635,0,557,1,3,173043.8104,2355371.993,26,1,3,LES
161,TLMO,297,2.378,374.6327,6.347545465,0,558,1,3,168301.393,2354971.652,24,1,3,LES
162,TLMO,298,0.195,43.095,4.524886878,0,559,1,3,168194.129,2354897.817,24,1,3,LES
163,TLMO,299,2.714,707.8036,3.834394832,0,560,1,3,168889.1738,2358700.401,1,1,3,LES
164,TLMO,300,5.932,4737.1022,1.252242405,0,561,1,3,169124.9263,2357927.195,2,1,3,LES
165,TLMO,301,0.271,400.1142,0.677306968,0,562,1,3,168198.5618,2356979.18,10,1,3,LES
166,TLMO,302,8.068,4735.2142,1.70383007,0,563,1,3,169280.0687,2356823.774,11,1,3,LES
167,TLMO,303,24.493,3859.0471,6.346903782,0,564,1,3,169426.9228,2355565.536,24,1,3,LES
168,TLMO,304,6.281,3686.0197,1.704005947,0,565,1,3,170622.5562,2356480.631,11,1,3,LES
169,TLMO,305,4.193,2039.6971,2.055697488,0,566,1,3,171214.0957,2355564.149,22,1,3,LES
170,TLMO,306,31.694,4993.6498,6.346860513,0,567,1,3,170557.6324,2355501.753,24,1,3,LES
171,TLMO,307,0.012,2.6607,4.50958287,0,568,1,3,166371.9607,2354809.824,35,1,3,LES
172,TLMO,308,0.01,2.0883,4.789272035,0,569,1,3,166340.3788,2354784.096,35,1,3,LES
173,TLMO,309,1.038,163.4866,6.349128677,0,570,1,3,167766.6511,2355110.22,24,1,3,LES
174,TLMO,310,1.317,291.954,4.510984607,0,571,1,3,167631.7458,2354976.571,35,1,3,LES
175,TLMO,311,0.044,16.6796,2.63788969,0,3546,9,2,190657.0908,2354819.162,36,9,2,LES
176,TLMO,312,0.036,13.3776,2.690985201,0,3547,9,2,192552.3647,2354694.664,36,9,2,LES
177,TLMO,313,0.016,3.3359,4.796163071,0,572,1,3,165800.0908,2354662.162,35,1,3,LES
178,TLMO,314,0.031,6.6718,4.646282976,0,573,1,3,167855.0908,2354662.162,35,1,3,LES
179,TLMO,319,0.618,997.2252,0.619719722,0,577,1,3,177530.5125,2354794.74,43,1,3,LES
180,TLMO,320,0.016,3.3359,4.796163071,0,578,1,3,166850.0908,2354602.162,35,1,3,LES
181,TLMO,323,3.506,5660.05,0.619429157,0,581,1,3,176718.9724,2355869.142,43,1,3,LES
182,TLMO,325,1.727,995.7135,1.734435525,0,582,1,3,175136.0124,2354738.045,26,1,3,LES
183,TLMO,327,0.128,206.4943,0.619872733,0,584,1,3,175733.4556,2354677.68,43,1,3,LES
184,TLMO,328,0.855,415.5475,2.057524041,0,585,1,3,173290.1622,2355673.51,26,1,3,LES
185,TLMO,329,12.582,7257.9769,1.733540903,0,586,1,3,173882.7142,2355445.858,26,1,3,LES
186,TLMO,330,0.049,78.6785,0.622791632,0,587,1,3,174630.4186,2355542.855,43,1,3,LES
187,TLMO,332,10.337,4385.7345,2.356959552,0,3550,9,2,186886.3909,2355266.81,18,9,2,LES
188,TLMO,333,2.246,312.884,7.178379208,0,3551,9,2,187386.8272,2355819.486,20,9,2,LES
189,TLMO,334,0.444,224.0373,1.981815504,0,3552,9,2,186081.2086,2354787.06,23,9,2,LES
190,TLMO,336,0.514,82.8246,6.20585572,0,1427,4,3,163812.3095,2354350.591,50,1,3,LES
191,TLMO,337,4.652,2225.4477,2.090365625,0,3553,9,2,179649.5906,2355540.344,15,1,2,LES
192,TLMO,339,33.801,9065.9074,3.728363858,0,3555,9,2,179092.8404,2354800.84,31,1,2,LES
193,TLMO,340,0.144,230.9482,0.623516982,0,3556,9,2,178024.7069,2354874.271,43,1,3,LES
194,TLMO,341,0.178,27.9851,6.360550295,0,588,1,3,169719.6849,2354210.38,24,1,3,LES
195,TLMO,342,0.022,3.3359,6.594724229,0,589,1,3,169820.0908,2354182.162,24,1,3,LES
196,TLMO,344,0.002,2.2841,0.875656746,0,591,1,3,175849.4756,2354182.777,43,1,3,LES
197,TLMO,345,2.055,983.1576,2.090203202,0,3557,9,2,180868.7395,2355171.908,15,1,2,LES
198,TLMO,346,1.187,1285.2581,0.92354998,0,3558,9,2,181401.011,2355052.944,19,9,2,LES
199,TLMO,347,0.089,34.9637,2.545475346,0,3559,9,2,181549.3026,2354347.361,27,9,2,LES
200,TLMO,348,5.213,1398.0044,3.728887757,0,3560,9,2,181107.9992,2354633.379,31,1,2,LES
201,TLMO,351,1.397,592.7102,2.356970525,0,3562,9,2,187340.0117,2354269.19,18,9,2,LES
202,TLMO,352,0.562,238.4156,2.357224347,0,3563,9,2,186527.0643,2354155.021,18,9,2,LES
203,TLMO,353,1.395,704.1698,1.981055711,0,3564,9,2,186204.6194,2354283.834,23,9,2,LES
204,TLMO,354,0.106,16.6796,6.354916067,0,593,1,3,170216.0908,2354044.162,24,1,3,LES
205,TLMO,357,0.019,2.1363,8.895131086,0,3565,9,2,188990.0908,2353999.969,38,9,2,LES
206,TLMO,358,0.021,3.3359,6.294964031,0,1428,4,3,164090.0908,2353942.162,50,1,3,LES
207,TLMO,360,4.364,2123.0762,2.05550814,0,597,1,3,171149.9319,2354400.578,22,1,3,LES
208,TLMO,361,8.909,1403.6965,6.346815835,0,598,1,3,170410.9028,2354513.747,24,1,3,LES
209,TLMO,364,0.143,38.1494,3.748459986,0,3566,9,2,181435.6895,2353972.208,31,1,2,LES
210,TLMO,365,0.021,3.3359,6.294964031,0,1431,4,3,163790.0908,2353882.162,50,1,3,LES
211,TLMO,366,0.401,646.3726,0.620384824,0,599,1,3,176074.9134,2354292.049,43,1,3,LES
212,TLMO,367,0.033,52.2407,0.631687755,0,600,1,3,176388.4106,2353990.456,43,1,3,LES
213,TLMO,369,1.504,867.1325,1.734453347,0,601,1,3,175350.8632,2354258.493,26,1,3,LES
214,TLMO,370,0.248,399.2462,0.621170907,0,602,1,3,175618.4603,2354234.504,43,1,3,LES
215,TLMO,374,0.015,2.2841,6.567425575,0,605,1,3,170240.7061,2353792.777,24,1,3,LES
216,TLMO,375,0.01,2.1363,4.681647944,0,606,1,3,167840.0908,2353759.969,35,1,3,LES
217,TLMO,376,0.014,2.1363,6.554307128,0,607,1,3,170212.2832,2353762.162,24,1,3,LES
218,TLMO,377,5.747,2795.7071,2.055651755,0,608,1,3,171931.9742,2354321.828,22,1,3,LES
219,TLMO,380,0.671,338.4701,1.982450439,0,3569,9,2,184051.307,2354011.656,23,9,2,LES
220,TLMO,389,4.752,2311.6205,2.055700307,0,611,1,3,172626.3727,2354376.975,22,1,3,LES
221,TLMO,390,1.767,1018.8566,1.734296373,0,612,1,3,172916.0195,2354040.964,26,1,3,LES
222,TLMO,391,0.062,13.9872,4.432687496,0,613,1,3,172636.2815,2353650.88,29,1,3,LES
223,TLMO,395,0.833,420.7557,1.979769748,0,3571,9,2,184542.3425,2353789.695,23,9,2,LES
224,TLMO,398,0.021,3.3359,6.294964031,0,1432,4,3,165320.0908,2353522.162,50,1,3,LES
225,TLMO,399,0.31,50.0388,6.195167769,0,1433,4,3,165398.0908,2353570.162,50,1,3,LES
226,TLMO,401,6.692,1080.0364,6.19608976,0,1434,4,3,163913.4203,2353680.319,50,1,3,LES
227,TLMO,402,0.038,10.0078,3.79696243,0,3574,9,2,181320.0908,2353502.162,31,1,2,LES
228,TLMO,403,2.645,1122.0776,2.357233633,0,3575,9,2,187910.0263,2354825.548,18,9,2,LES
229,TLMO,404,16.981,2366.1846,7.176530998,0,3576,9,2,188693.0522,2354866.621,20,9,2,LES
230,TLMO,405,24.124,2795.9324,8.6282499,0,3577,9,2,188531.973,2354044.032,38,9,2,LES
231,TLMO,406,9.251,2481.2524,3.728359715,0,3578,9,2,180789.3554,2353903.916,31,1,2,LES
232,TLMO,411,2.575,690.5881,3.728706552,0,615,1,3,177838.415,2353925.167,43,1,3,LES
233,TLMO,412,3.607,5822.4825,0.61949526,0,616,1,3,177079.8716,2353979.356,43,1,3,LES
234,TLMO,419,0.39,224.99,1.733410374,0,617,1,3,172832.406,2353384.578,26,1,3,LES
235,TLMO,420,1.28,291.1201,4.396812311,0,618,1,3,172501.4178,2353401.388,29,1,3,LES
236,TLMO,421,0.427,33.3321,12.81051242,0,619,1,3,172711.8298,2353312.654,30,1,3,LES
237,TLMO,423,0.064,10.0078,6.394884094,0,620,1,3,170340.0908,2353272.162,24,1,3,LES
238,TLMO,426,0.078,12.1969,6.395015168,0,622,1,3,170387.902,2353228.178,24,1,3,LES
239,TLMO,427,0.529,256.9926,2.058421825,0,623,1,3,171021.8665,2353790.431,22,1,3,LES
240,TLMO,428,8.217,1294.6535,6.346869511,0,624,1,3,170522.3272,2353639.328,24,1,3,LES
241,TLMO,429,2.077,734.5171,2.827708549,0,625,1,3,170938.563,2353485.066,25,1,3,LES
242,TLMO,430,0.041,14.3275,2.861529871,0,626,1,3,171070.0766,2353267.856,25,1,3,LES
243,TLMO,431,0.323,156.9868,2.057495207,0,627,1,3,171381.1322,2353682.95,22,1,3,LES
244,TLMO,432,0.497,175.4848,2.832150896,0,628,1,3,171260.9287,2353341.17,25,1,3,LES
245,TLMO,433,0.938,213.4584,4.394307077,0,629,1,3,171443.0773,2353430.173,29,1,3,LES
246,TLMO,437,9.339,1471.3117,6.347396066,0,632,1,3,169770.6268,2353734.942,24,1,3,LES
247,TLMO,439,4.466,989.9372,4.5113982,0,634,1,3,169500.3956,2353540.201,35,1,3,LES
248,TLMO,442,0.013,3.3359,3.896882496,0,1436,4,3,167540.0908,2353162.162,45,1,3,LES
249,TLMO,443,2.78,616.1988,4.511529555,0,637,1,3,168136.4023,2353445.74,35,1,3,LES
250,TLMO,444,1.755,388.9575,4.512066887,0,638,1,3,168696.8035,2353275.22,35,1,3,LES
251,TLMO,445,2.663,429.664,6.19786624,0,1437,4,3,165349.2668,2353302.244,50,1,3,LES
252,TLMO,446,0.022,3.3359,6.594724229,0,639,1,3,170360.0908,2353132.162,24,1,3,LES
253,TLMO,447,7.456,4300.7716,1.733642239,0,640,1,3,174028.8531,2354004.745,33,1,3,LES
254,TLMO,448,2.451,2353.94,1.041232997,0,641,1,3,174295.5802,2353658.908,33,1,3,LES
255,TLMO,449,0.004,2.2841,1.751313492,0,3583,9,2,183889.4756,2353131.547,28,9,2,LES
256,TLMO,451,0.254,172.6884,1.470860743,0,3585,9,2,183632.442,2353357.217,28,9,2,LES
257,TLMO,459,17.902,6808.9645,2.629181179,0,3586,9,2,191597.7102,2354047.49,36,9,2,LES
258,TLMO,461,0.028,15.9544,1.755045758,0,642,1,3,175195.5579,2353232.016,26,1,3,LES
259,TLMO,462,0.012,11.3775,1.054759604,0,643,1,3,175192.0118,2353139.917,33,1,3,LES
