ld,Name_str,mean,std,q25,q50,q75
lambda0.5,GW+CC+FM,237.26338722506398,3393.388887354234,0.49384889376876173,1.409181633052637,8.277194564310891
lambda0.5,GW+FM,54.63606073128305,781.4159761551344,0.11372154156440677,0.3245006917642929,1.9060391499483866
lambda0.5,NCMO,980.2632995550827,14019.923707133265,2.0403567181150604,5.822091024850186,34.19756478050345
lambda0.5,RAMO,9950.89832960715,142319.75782613963,20.712172196295715,59.10150454505208,347.1480472699488
lambda0.5,Sub ISO-M-L,440.03348774213805,6293.447821140092,0.9159021696698971,2.613496823536917,15.351052833950403
lambda0.5,Sub ISO-M-M,523.1280177213226,7481.882572616584,1.088858234187047,3.107021285205054,18.24989702525941
lambda0.5,Sub ISO-M-S,660.0871738001595,9440.700086329633,1.3739301473553323,3.9204646465341626,23.027868019802295
lambda0.5,Sub ISO-P-L,293.5197294960421,4197.978457360029,0.6109429499690376,1.7433056848001813,10.239759020206696
lambda0.5,Sub ISO-P-M,397.620795036133,5686.852923399701,0.8276228037736898,2.361594546204452,13.871439339303102
lambda0.5,Sub ISO-P-S,580.0035170027343,8295.32745124503,1.2072410269608322,3.444822704528287,20.234061455349117
lambda0.5,Sub InC-M-L,886.0597325555055,12672.605264350243,1.8442778881871942,5.2625865099040015,30.911169598224618
lambda0.5,Sub InC-M-M,2631.6466561460193,37638.34202509211,5.4776078396586385,15.630174448312891,91.80789186313064
lambda0.5,Sub InC-M-S,12109.693572284554,173195.28342767604,25.205569407464235,71.92326622131392,422.45999681739227
lambda0.5,Sub InC-P-L,600.5911861420145,8589.77645364205,1.2500929720022562,3.5670993252819034,20.952284966715524
lambda0.5,Sub InC-P-M,1708.2957093001685,24432.390281755765,3.5557106224212682,10.146103726846409,59.5957771851335
lambda0.5,Sub InC-P-S,7321.3572223784995,104711.52978694969,15.238946924953991,43.48383561179799,255.4136097996662
lambda0.6,BS,573.725626182826,7954.023463449558,1.5323120428063715,4.472300054380798,25.768550063340125
lambda0.6,BS+CC,351.6060343553927,4874.59949411783,0.939072853256989,2.7408357145043065,15.792178848870497
lambda0.6,BS+CC+FM,310.19658552856316,4300.506735234936,0.8284760902267362,2.4180412082308638,13.932297737599663
lambda0.6,BS+FM,279.5199448042038,3875.211595945452,0.7465446165926806,2.1789109764289933,12.554474408458596
lambda0.6,BS+GW,319.701316816161,4432.2785303669325,0.853861419992335,2.4921323910445374,14.359197169742203
lambda0.6,BS+GW+CC,287.0178510933542,3979.161149231826,0.7665700984229752,2.2373585778161074,12.891238472611851
lambda0.6,BS+GW+CC+FM,257.71858855474494,3572.9617203438456,0.688317339988668,2.008965270170855,11.57527927697974
lambda0.6,BS+GW+FM,217.05212835180484,3009.1696150796765,0.579704958279552,1.6919625011170614,9.748769064057257
lambda0.6,CC,336.630761675693,4666.985148810673,0.8990767477595134,2.624100624134742,15.119573258064909
lambda0.6,CC+FM,292.0350109502569,4048.718103637357,0.7799699782933704,2.276468290328261,13.116581265487534
lambda0.6,FM,67.0298523478129,929.2891828334754,0.17902398863277588,0.5225104102369862,3.010606511434604
lambda0.6,GW,36.88171351561106,511.3210937206981,0.09850404304808985,0.28749995090678027,1.6565205348626626
lambda0.6,GW+CC,239.27143031075687,3317.21381087206,0.6390484883933758,1.8651661734376968,10.746735981991769
lambda0.6,GW+CC+FM,211.44788176716798,2931.473401428313,0.5647370814049723,1.6482763362302022,9.49705761507709
lambda0.6,GW+FM,49.33064212587944,683.9106831376571,0.1317527639679954,0.3845417101726351,2.215656863255325
lambda0.6,NCMO,690.833260188607,9577.581530444802,1.8450842630147042,5.385176269126606,31.028370771985916
lambda0.6,RAMO,7012.821491907315,97224.42949382713,18.729912584864405,54.66627340370088,314.9767649421589
lambda0.6,Sub ISO-M-L,334.06149319987014,4631.3652970767325,0.8922147202553572,2.604072689143253,15.004176071110065
lambda0.6,Sub ISO-M-M,417.3850698185408,5786.54758846743,1.1147561478572015,3.253595769927053,18.746605653418026
lambda0.6,Sub ISO-M-S,605.7963819350259,8398.646349550623,1.6179669325625732,4.722297677197263,27.208989251437927
lambda0.6,Sub ISO-P-L,227.5132912926005,3154.2011975795986,0.6076447351073567,1.7735092500400302,10.21862606304502
lambda0.6,Sub ISO-P-M,322.6039345247157,4472.519872753664,0.8616137599044852,2.5147588465197495,14.489566542006882
lambda0.6,Sub ISO-P-S,525.1497629013411,7280.57689131556,1.4025751495963479,4.093641988432472,23.586793649273226
lambda0.6,Sub InC-M-L,639.1897152999879,8861.605201284148,1.7071541756094322,4.98260504331182,28.708831237444343
lambda0.6,Sub InC-M-M,1894.977201353424,26271.605161774576,5.06112373922803,14.77170663797861,85.11178977109724
lambda0.6,Sub InC-M-S,8725.754182088078,120972.20401743862,23.304830053940954,68.01890855513277,391.91213224609214
lambda0.6,Sub InC-P-L,432.98190125694384,6002.779106731515,1.1564123185980735,3.375176028689813,19.447128191384436
lambda0.6,Sub InC-P-M,1230.8596617513986,17064.405323711955,3.287392085402899,9.59478447705198,55.28333992297482
lambda0.6,Sub InC-P-S,5284.004367075523,73256.43617546093,14.11257081155921,41.189816071924305,237.32795757061663
lambda0.7,BS,407.455775263653,5417.713807638631,1.3566478645973803,4.044191767259131,23.517284529699733
lambda0.7,BS+CC,321.1405456261093,4270.027997775632,1.0692562528470362,3.1874721861871524,18.535394621969218
lambda0.7,BS+CC+FM,284.87452476647735,3787.818801373396,0.9485064126347402,2.8275147333890684,16.44221449520795
lambda0.7,BS+FM,210.23707370090878,2795.405946399794,0.6999966484975775,2.086702641737504,12.134335506022582
lambda0.7,BS+GW,227.66385223921625,3027.1201702282733,0.7580201281635801,2.2596716817489435,13.140163706779486
lambda0.7,BS+GW+CC,256.90306397813214,3415.897776975637,0.8553737959142547,2.5498847222173295,14.827774740009476
lambda0.7,BS+GW+CC+FM,230.07617493779858,3059.1954892837803,0.7660520978555909,2.2836151283506414,13.279396680574752
lambda0.7,BS+GW+FM,162.80709272291398,2164.7557545495356,0.542075749302925,1.6159375913014298,9.396800721600956
lambda0.7,CC,331.6084606693418,4409.214067307262,1.1041097889909275,3.2913712064202483,19.13957537347568
lambda0.7,CC+FM,288.8148167712206,3840.210682152139,0.9616258456104196,2.866623999850856,16.669637871758898
lambda0.7,FM,73.45603821798997,976.7042625681889,0.24457618087689761,0.729086008964879,4.239690921251905
lambda0.7,GW,26.311319788623763,349.84704885771816,0.0876050800430497,0.26115232458300724,1.51862074705063
lambda0.7,GW+CC,232.03601282720348,3085.254368403339,0.7725774928776576,2.303067448672679,13.39251341145776
lambda0.7,GW+CC+FM,205.43862199527047,2731.6035912997745,0.6840199225434161,2.039075733342407,11.857381389982645
lambda0.7,GW+FM,47.287130750897084,628.7507914864532,0.1574452709981364,0.4693471941987793,2.729289841927928
