,Name,mean,std,q25,q50,q75
309,Sub074 ISO-M-M,7125.768516,44307.70406,4.824622522,18.2368902,161.1319732
310,Sub074 ISO-M-L,4256.480446,26466.60154,2.881922333,10.89355715,96.24998223
311,Sub075 ISO-M-L,794.2664472,4938.71259,0.537771579,2.03275618,17.9604094
312,Sub075 ISO-M-M,1027.045623,6386.122901,0.695378671,2.628505012,23.22414591
313,Sub075 ISO-M-S,2529.813056,15730.26235,1.712852869,6.474518902,57.20558682
314,Sub075 ISO-P-L,523.9953754,3258.179377,0.354779963,1.341054808,11.84888459
315,Sub075 ISO-P-S,2081.372657,12941.88038,1.409228685,5.326830999,47.06519478
316,Sub075 ISO-P-M,246.7835969,1534.489165,0.167089023,0.631590172,5.58041253
317,Sub076 ISO-P-S,998.6625569,6209.638291,0.676161435,2.555864586,22.58233171
318,Sub076 ISO-P-M,9.546058967,59.35695984,0.006463321,0.024431109,0.215860972
319,Sub076 ISO-P-L,8.008175517,49.7944706,0.005422071,0.020495223,0.181085467
320,Sub076 ISO-M-L,386.0371299,2400.36129,0.261372991,0.987979996,8.729293452
321,Sub077 ISO-M-M,0.824244356,5.125113862,0.000558069,0.002109478,0.018638287
322,Sub077 ISO-M-S,1.362956343,8.474800461,0.000922813,0.003488197,0.030819952
323,Sub077 ISO-M-L,0.96383546,5.993084986,0.000652581,0.002466732,0.021794801
324,Sub077 ISO-P-M,1.641549838,10.20708212,0.001111439,0.004201198,0.037119668
325,Sub077 ISO-P-L,2.114544267,13.14813994,0.001431688,0.005411727,0.04781529
326,Sub077 ISO-P-S,2.002000883,12.4483503,0.001355489,0.005123696,0.045270395
327,Sub078 ISO-P-S,3930.757416,24441.27057,2.661386026,10.05993827,88.88454585
328,Sub078 ISO-P-M,1750.325803,10883.44612,1.185087794,4.479586928,39.57937305
329,Sub078 ISO-P-L,39.85584975,247.8218584,0.02698508,0.102002578,0.901243381
330,Sub078 ISO-M-S,5219.728199,32456.03218,3.534105573,13.35878507,118.031494
331,Sub078 ISO-M-M,297.3882262,1849.146445,0.201351746,0.761101966,6.724713493
332,Sub078 ISO-M-L,1372.932077,8536.829117,0.929566966,3.513727886,31.0455292
333,Sub079 ISO-M-M,1471.826172,9151.748099,0.996524892,3.766826307,33.28177933
334,Sub079 ISO-M-S,3082.343445,19165.87114,2.086952947,7.888603012,69.69972153
335,Sub079 ISO-P-M,1021.774942,6353.35005,0.691810068,2.615015825,23.10496225
336,Sub079 ISO-P-S,2270.014592,14114.84733,1.536951909,5.809619942,51.33087462
337,Sub080 ISO-P-S,20408.58955,126899.6802,13.81798196,52.23144789,461.4907566
338,Sub080 ISO-P-L,4851.953168,30169.22379,3.285097246,12.41754303,109.7151536
339,Sub080 ISO-M-S,27712.31492,172313.9119,18.76309319,70.92378084,626.6467925
340,Sub080 ISO-M-L,3957.700708,24608.80273,2.67962844,10.1288939,89.49380306
341,Sub081 ISO-M-L,14.54069917,90.4134051,0.009845027,0.037213829,0.328802647
342,Sub081 ISO-P-L,12.51229881,77.80090407,0.008471664,0.03202257,0.282935292
343,Sub082 ISO-P-S,649.4698185,4038.373749,0.439734564,1.66217998,14.68618481
344,Sub082 ISO-P-L,177.645009,1104.588574,0.120277569,0.454644649,4.017011044
345,Sub082 ISO-M-S,883.1796102,5491.570588,0.597971746,2.260310526,19.97096495
346,Sub082 ISO-M-M,11.4249924,71.04008232,0.007735485,0.02923984,0.258348494
347,Sub082 ISO-M-L,234.8981715,1460.586131,0.159041794,0.601171951,5.31165246
348,Sub083 ISO-M-L,514.8290297,3201.183456,0.348573733,1.317595494,11.64160991
349,Sub083 ISO-M-M,832.8243504,5178.463876,0.563877862,2.131436939,18.83230287
350,Sub083 ISO-P-M,552.7989476,3437.278676,0.37428191,1.41477143,12.50020752
351,Sub083 ISO-P-L,372.9828316,2319.190258,0.252534357,0.954570294,8.434102156
352,Sub084 ISO-P-M,1713.178721,10652.46725,1.159936731,4.384516864,38.73938187
353,Sub084 ISO-P-L,817.9313032,5085.859587,0.553794272,2.09332135,18.49553273
354,Sub084 ISO-M-M,2451.856489,15245.53197,1.660071052,6.275005633,55.44278811
355,Sub084 ISO-M-L,1184.339118,7364.16669,0.801876902,3.031064286,26.78095682
356,Sub085 ISO-M-S,14.68038288,91.28195205,0.009939602,0.03757132,0.331961255
357,Sub085 ISO-M-M,9.007016242,56.00521673,0.006098353,0.023051544,0.203671828
358,Sub085 ISO-M-L,7.766207902,48.28992699,0.005258243,0.019875959,0.175613957
359,Sub085 ISO-P-L,5.355541049,33.3005103,0.00362606,0.013706369,0.121102572
360,Sub085 ISO-P-S,11.29815453,70.25141027,0.007649607,0.028915226,0.255480364
361,Sub085 ISO-P-M,6.29043697,39.11365055,0.004259047,0.016099037,0.142242976
362,Sub086 ISO-P-S,5.06469042,31.49201434,0.003429135,0.012961999,0.114525691
363,Sub086 ISO-P-M,4.055510838,25.21698166,0.002745852,0.010379218,0.091705542
364,Sub086 ISO-P-L,4.295348502,26.70828134,0.002908239,0.010993032,0.097128889
365,Sub086 ISO-M-S,6.877297734,42.76272406,0.004656391,0.017600982,0.155513409
366,Sub086 ISO-M-M,5.841897277,36.32465117,0.003955356,0.014951095,0.132100339
367,Sub086 ISO-M-L,5.804695914,36.09333479,0.003930168,0.014855886,0.13125912
368,Sub087 ISO-M-L,302.7644913,1882.575816,0.204991838,0.774861374,6.846284688
369,Sub087 ISO-M-S,1152.965172,7169.084925,0.78063464,2.95076934,26.07151114
370,Sub087 ISO-P-S,28.04851148,174.4043668,0.018990721,0.071784204,0.634249062
371,Sub087 ISO-P-L,193.9664258,1206.0744,0.131328261,0.496415847,4.3860803
372,Sub088 ISO-P-S,1587.026457,9868.058225,1.0745232,4.061656955,35.88675439
373,Sub088 ISO-P-M,630.4923474,3920.372698,0.426885545,1.613611176,14.25705533
374,Sub088 ISO-P-L,432.9900922,2692.312671,0.293163291,1.108146125,9.791020822
375,Sub088 ISO-M-L,36.62524475,227.7341036,0.024797744,0.093734531,0.828191084
376,Sub089 ISO-M-L,3.898966126,24.24359377,0.002639861,0.009978575,0.088165663
377,Sub089 ISO-M-M,4.117014798,25.59941049,0.002787495,0.010536624,0.093096305
378,Sub089 ISO-M-S,4.601360142,28.61104777,0.003115429,0.011776203,0.1040486
379,Sub089 ISO-P-M,3.577641336,22.24561087,0.002422303,0.009156213,0.080899682
380,Sub089 ISO-P-S,3.515422982,21.85873998,0.002380177,0.008996978,0.079492765
381,Sub089 ISO-P-L,2.812797449,17.48984642,0.001904452,0.007198757,0.063604593
382,Sub090 ISO-P-M,247.4016859,1538.332414,0.167507511,0.633172039,5.594389114
383,Sub090 ISO-M-S,1483.532794,9224.539342,1.004451059,3.796786918,33.54649619
384,Sub090 ISO-M-M,618.8290123,3847.850611,0.418988686,1.583761348,13.99331729
385,Sub090 ISO-M-L,390.5562091,2428.460719,0.26443271,0.999545619,8.83148147
386,Sub091 ISO-M-L,3.306886322,20.56206852,0.002238984,0.008463273,0.074777214
387,Sub091 ISO-M-M,3.895949799,24.22483839,0.002637819,0.009970856,0.088097456
388,Sub091 ISO-M-S,3.882978271,24.14418202,0.002629036,0.009937658,0.087804136
389,Sub091 ISO-P-L,2.306709417,14.34301409,0.001561797,0.005903533,0.052160639
390,Sub091 ISO-P-S,2.875240705,17.87811574,0.001946731,0.007358568,0.065016595
391,Sub091 ISO-P-M,2.84499806,17.69006835,0.001926254,0.007281168,0.064332731
392,Sub092 ISO-P-S,6798.351302,42271.83874,4.602939139,17.39893543,153.7282269
393,Sub092 ISO-P-M,2757.260339,17144.51919,1.866849912,7.056621885,62.34875549
394,Sub092 ISO-P-L,1988.534691,12364.61813,1.346371165,5.089231954,44.96588933
395,Sub092 ISO-M-S,9105.400446,56616.96523,6.164965921,23.30333743,205.8965481
396,Sub092 ISO-M-L,2851.095042,17727.97911,1.930382291,7.296771868,64.47059974
397,Sub093 ISO-M-M,0.039093182,0.243079626,2.65E-05,0.000100051,0.000883998
398,Sub093 ISO-M-L,0.013692536,0.085139564,9.27E-06,3.50E-05,0.000309623
399,Sub093 ISO-M-S,0.603265348,3.751076458,0.000408451,0.001543929,0.013641383
400,Sub093 ISO-P-S,0.249376136,1.550609457,0.000168844,0.000638225,0.005639037
401,Sub094 ISO-P-S,7.597035629,47.2380215,0.005143702,0.019442998,0.171788536
402,Sub094 ISO-P-M,6.102101762,37.94259081,0.004131532,0.015617033,0.137984232
403,Sub094 ISO-P-L,5.355541049,33.3005103,0.00362606,0.013706369,0.121102572
404,Sub094 ISO-M-S,10.31594329,64.14406552,0.006984585,0.026401465,0.233270039
405,Sub094 ISO-M-M,8.735718819,54.31830171,0.005914667,0.022357216,0.197537095
406,Sub094 ISO-M-L,7.731996407,48.07720147,0.005235079,0.019788402,0.174840347
407,Sub095 ISO-M-L,1743.890774,10843.4334,1.180730848,4.463117839,39.43386048
408,Sub095 ISO-M-M,2736.521677,17015.56714,1.852808449,7.003545687,61.87980095
409,Sub095 ISO-P-M,1942.718646,12079.73605,1.315350633,4.971975522,43.92987058
410,Sub095 ISO-P-S,2636.914061,16396.21152,1.785367422,6.748621163,59.62741629
411,Sub096 ISO-P-S,2.079195035,12.92834002,0.001407754,0.005321258,0.047015953
412,Sub096 ISO-P-M,1.142050098,7.10121549,0.000773244,0.002922835,0.025824693
413,Sub096 ISO-P-L,0.756449767,4.703570193,0.000512167,0.001935972,0.017105277
414,Sub096 ISO-M-S,1.278003088,7.94656499,0.000865294,0.003270777,0.02889894
415,Sub096 ISO-M-M,1.334367387,8.297035632,0.000903456,0.00341503,0.030173482
416,Sub096 ISO-M-L,1.148645005,7.142222323,0.00077771,0.002939713,0.025973821
417,Sub097 ISO-M-L,51.84463066,322.367552,0.035102287,0.132685315,1.172340586
418,Sub097 ISO-M-M,2866.033513,17820.86584,1.940496636,7.335003709,64.80839702
419,Sub097 ISO-M-S,6926.461829,43068.42416,4.689678547,17.72680709,156.6251358
420,Sub097 ISO-P-L,1260.926485,7840.38345,0.853731679,3.227073376,28.51279439
421,Sub098 ISO-M-M,0.021696385,0.134907136,1.47E-05,5.55E-05,0.000490611
422,Sub098 ISO-M-L,0.013692536,0.085139564,9.27E-06,3.50E-05,0.000309623
423,Sub098 ISO-P-M,0.015081634,0.093776911,1.02E-05,3.86E-05,0.000341035
424,Sub098 ISO-P-S,0.038960887,0.242257021,2.64E-05,9.97E-05,0.000881006
425,Sub098 ISO-P-L,0.018719747,0.116398535,1.27E-05,4.79E-05,0.000423302
426,Sub099 ISO-P-S,51.04990132,317.4259612,0.034564202,0.130651374,1.154369709
427,Sub099 ISO-P-M,7.229414193,44.95216816,0.004894798,0.018502149,0.163475669
428,Sub099 ISO-P-L,12.30814112,76.53146083,0.008333436,0.031500072,0.278318761
429,Sub099 ISO-M-S,79.26038823,492.8374838,0.053664591,0.20285012,1.792281453
430,Sub099 ISO-M-M,4.902662078,30.48452949,0.003319431,0.012547322,0.110861813
431,Sub099 ISO-M-L,31.2665683,194.4140975,0.021169561,0.080020137,0.707017613
432,Sub100 ISO-M-M,1353.804543,8417.894986,0.916616345,3.464775029,30.61300642
433,Sub100 ISO-P-M,968.5040058,6022.113794,0.655742076,2.478680184,21.90036922
434,Sub100 ISO-P-S,2435.082398,15141.23143,1.648713869,6.232075913,55.06348273
435,Sub100 ISO-P-L,690.7471056,4295.03404,0.467682052,1.767820425,15.61957055
436,Sub101 ISO-M-L,33.47700001,208.1584612,0.022666171,0.085677267,0.757001165
437,Sub101 ISO-M-M,727.6204631,4524.310897,0.492647785,1.862189947,16.4533721
438,Sub101 ISO-M-S,1802.93496,11210.56746,1.220707717,4.614228885,40.76900154
439,Sub101 ISO-P-S,1327.908168,8256.872502,0.899082764,3.398498759,30.02742269
440,Sub101 ISO-P-M,258.9603823,1610.203862,0.175333522,0.662754066,5.855760999
441,Sub102 ISO-P-S,5077.917727,31574.26113,3.438090386,12.9958513,114.8247941
442,Sub102 ISO-P-M,1972.257474,12263.40714,1.335350399,5.047573876,44.59781954
443,Sub102 ISO-M-S,6898.835002,42896.6418,4.670973334,17.6561021,156.0004221
444,Sub102 ISO-M-L,1010.728029,6284.660848,0.684330568,2.586743599,22.8551631
445,Sub103 ISO-P-S,4.189651386,26.05106148,0.002836675,0.010722522,0.094738805
446,Sub103 ISO-P-M,4.327760785,26.90981944,0.002930184,0.011075984,0.097861814
447,Sub103 ISO-P-L,3.726354182,23.17030057,0.002522991,0.009536812,0.084262462
448,Sub103 ISO-M-S,5.614819468,34.9126917,0.003801609,0.014369937,0.126965525
449,Sub103 ISO-M-M,6.187385754,38.47288279,0.004189275,0.015835299,0.139912723
450,Sub103 ISO-M-L,5.470756792,34.01691655,0.003704069,0.014001239,0.123707897
451,Sub002 InC-P-S,30.90434451,192.1618065,0.020924311,0.079093102,0.6988268
452,Sub002 InC-P-M,1.595061363,9.918018903,0.001079963,0.004082221,0.036068444
453,Sub002 InC-M-S,47.48270468,295.2452949,0.032148971,0.121521892,1.073706209
454,Sub002 InC-M-M,2.462817555,15.31368738,0.001667492,0.006303058,0.055690646
455,Sub004 InC-M-M,3.65689929,22.73843321,0.002475966,0.009359057,0.082691909
456,Sub004 InC-P-S,7.619234736,47.37605454,0.005158732,0.019499812,0.172290515
457,Sub004 InC-P-M,2.29545111,14.27301044,0.001554174,0.005874719,0.05190606
458,Sub004 InC-P-L,0.627078454,3.899145266,0.000424574,0.001604874,0.014179858
459,Sub004 InC-M-S,20.15882601,125.3466619,0.013648875,0.051592231,0.45584296
460,Sub004 InC-M-L,0.971945145,6.043510641,0.000658072,0.002487487,0.021978182
461,Sub005 InC-M-M,0.148170436,0.921317025,0.000100321,0.000379211,0.003350515
462,Sub005 InC-M-L,0.03942392,0.245136137,2.67E-05,0.000100897,0.000891476
463,Sub005 InC-M-S,0.911797209,5.669513511,0.000617348,0.002333551,0.020618083
464,Sub005 InC-P-L,0.025929826,0.161230479,1.76E-05,6.64E-05,0.00058634
465,Sub005 InC-P-M,0.097898324,0.60872732,6.63E-05,0.00025055,0.002213733
466,Sub005 InC-P-S,0.621786653,3.866241086,0.000420991,0.001591331,0.014060197
467,Sub006 InC-P-S,2.077581035,12.91830425,0.001406662,0.005317127,0.046979456
468,Sub006 InC-P-M,0.516612102,3.21227052,0.000349781,0.001322159,0.01168193
469,Sub006 InC-P-L,0.136925359,0.851395643,9.27E-05,0.000350431,0.003096235
470,Sub006 InC-M-S,7.649106954,47.56179863,0.005178958,0.019576264,0.172966003
471,Sub006 InC-M-M,0.783867912,4.874054973,0.000530731,0.002006143,0.017725272
472,Sub006 InC-M-L,0.208364676,1.295602066,0.000141077,0.000533265,0.004711662
473,Sub007 InC-P-S,12285.22619,76388.97685,8.317920911,31.44142567,277.8005954
474,Sub007 InC-P-M,2326.380365,14465.32715,1.575115313,5.953876161,52.60544989
475,Sub007 InC-P-L,927.6715409,5768.219387,0.628095762,2.374178167,20.97704205
476,Sub007 InC-M-S,18181.19038,113049.8136,12.30988354,46.53089305,411.1235264
477,Sub007 InC-M-M,3693.410456,22965.45799,2.500686239,9.452499169,83.51752
478,Sub007 InC-M-L,1475.157785,9172.463912,0.998780616,3.775352861,33.35711566
479,Sub008 InC-M-M,5.109220928,31.76890301,0.003459285,0.013075965,0.11553264
480,Sub008 InC-M-S,22.33442444,138.8744338,0.015121901,0.057160213,0.505038842
481,Sub008 InC-M-L,1.32468339,8.236820983,0.000896899,0.003390246,0.029954502
482,Sub008 InC-P-M,2.919374328,18.15253659,0.001976612,0.007471518,0.06601457
483,Sub008 InC-P-S,11.35606668,70.61150538,0.007688818,0.029063439,0.256789907
484,Sub008 InC-P-L,0.872102084,5.422691035,0.000590472,0.00223196,0.019720474
485,Sub009 InC-P-S,5.155246369,32.05508711,0.003490447,0.013193758,0.116573394
486,Sub009 InC-P-M,0.809341321,5.032447467,0.000547978,0.002071337,0.018301291
487,Sub009 InC-P-L,0.214979428,1.33673229,0.000145555,0.000550194,0.004861238
488,Sub009 InC-M-S,7.921939,49.25825586,0.005363683,0.020274519,0.179135438
489,Sub009 InC-M-M,1.228061713,7.636031797,0.00083148,0.003142963,0.027769637
490,Sub009 InC-M-L,0.326107255,2.027720059,0.000220796,0.000834602,0.007374125
491,Sub010 InC-M-L,1335.961654,8306.948715,0.904535514,3.419109946,30.20953276
492,Sub010 InC-M-M,1811.667868,11264.86828,1.22662048,4.636578906,40.96647507
493,Sub010 InC-M-S,1828.71827,11370.88691,1.238164744,4.680215787,41.35202856
494,Sub010 InC-P-L,852.3004679,5299.565488,0.577064498,2.181281923,19.27270803
495,Sub010 InC-P-S,1187.309776,7382.638109,0.803888237,3.038667055,26.84813106
496,Sub010 InC-P-M,1165.650143,7247.959493,0.789223214,2.983233825,26.35835097
497,Sub011 InC-P-S,14611.6178,90854.37396,9.893043842,37.39533062,330.4062997
498,Sub011 InC-P-M,3141.278865,19532.3289,2.126856173,8.039435694,71.03240311
499,Sub011 InC-P-L,1363.232866,8476.519869,0.922999951,3.488904818,30.82620508
500,Sub011 InC-M-S,22575.6223,140374.1911,15.28520826,57.77750768,510.4929466
501,Sub011 InC-M-M,4968.377321,30893.14387,3.363924195,12.71550591,112.3478035
502,Sub011 InC-M-L,2105.377915,13091.14398,1.425481853,5.388267355,47.60801546
503,Sub012 InC-M-M,2155.834996,13404.88381,1.459644676,5.517401531,48.74897997
504,Sub012 InC-M-S,4584.598388,28506.82395,3.104080154,11.73330529,103.6695737
505,Sub012 InC-M-L,1316.779067,8187.672257,0.891547617,3.370016189,29.77576506
506,Sub012 InC-P-M,1313.061226,8164.554891,0.88903039,3.360501165,29.6916951
507,Sub012 InC-P-L,828.8480512,5153.739429,0.561185641,2.121260447,18.74238851
508,Sub012 InC-P-S,3409.104932,21197.65919,2.308192358,8.724879598,77.08864008
509,Sub013 InC-P-S,9903.749339,61581.06228,6.70550159,25.34654177,223.9492722
510,Sub013 InC-P-M,2315.063002,14394.9563,1.5674527,5.924911774,52.34953516
511,Sub013 InC-P-L,749.1098199,4657.930739,0.507197518,1.917187389,16.93930179
512,Sub013 InC-M-S,14638.11648,91019.14151,9.910985219,37.46314835,331.005503
513,Sub013 InC-M-M,3688.778014,22936.65367,2.497549765,9.440643416,83.41276854
514,Sub013 InC-M-L,1195.221886,7431.835245,0.809245265,3.058916418,27.02704423
515,Sub014 InC-M-S,9580.320364,59569.99565,6.486518512,24.51879404,216.6357103
516,Sub014 InC-M-L,1229.954743,7647.802568,0.832761735,3.147807784,27.81244355
517,Sub014 InC-M-M,2400.453062,14925.9078,1.625267489,6.143449486,54.28042428
518,Sub014 InC-P-L,797.0528584,4956.038368,0.539658166,2.039887408,18.02341733
519,Sub014 InC-P-M,1595.049847,9917.947295,1.079955572,4.082191116,36.06818388
520,Sub014 InC-P-S,5771.174033,35884.89726,3.907471335,14.77009349,130.5011042
521,Sub015 InC-P-S,5073.849886,31548.96748,3.435336185,12.98544053,114.7328098
522,Sub015 InC-P-M,802.3145692,4988.755446,0.543220697,2.053353638,18.14239816
523,Sub015 InC-P-L,212.741459,1322.816702,0.144040216,0.544466554,4.810632142
524,Sub015 InC-M-S,7442.007204,46274.06182,5.038737293,19.04623592,168.2829441
525,Sub015 InC-M-M,1241.329834,7718.532364,0.840463433,3.176919911,28.06966364
526,Sub015 InC-M-L,329.5112329,2048.885837,0.223101173,0.843313975,7.451097382
527,Sub016 InC-M-M,2648.72511,16469.65209,1.793364293,6.778849033,59.89449453
528,Sub016 InC-M-S,9985.142019,62087.15826,6.760609885,25.55484903,225.7897702
529,Sub016 InC-M-L,786.88664,4892.825286,0.532774956,2.013869132,17.79353296
530,Sub016 InC-P-L,517.1697323,3215.737839,0.350158545,1.323586025,11.69453923
531,Sub016 InC-P-S,6255.016391,38893.40701,4.235065015,16.00838518,141.4420256
532,Sub016 InC-P-M,1949.1785,12119.90313,1.319724387,4.988508146,44.07594451
533,Sub017 InC-P-S,1054.874247,6559.160017,0.714220513,2.699726461,23.85342274
534,Sub017 InC-P-M,164.8614988,1025.10129,0.111622276,0.421927971,3.727942963
535,Sub017 InC-P-L,43.6824968,271.6157754,0.029575976,0.111796067,0.987773724
536,Sub017 InC-M-S,3058.821812,19019.6147,2.071027226,7.82840439,69.16783684
537,Sub017 InC-M-M,250.240142,1555.981805,0.169429336,0.640436464,5.658573914
538,Sub017 InC-M-L,66.30149446,412.2596726,0.044890552,0.169684585,1.499247499
539,Sub018 InC-M-L,0.210349102,1.307941133,0.00014242,0.000538344,0.004756535
540,Sub018 InC-M-M,0.805385699,5.007851593,0.0005453,0.002061214,0.018211844
541,Sub018 InC-M-S,5.076669735,31.56650117,0.003437245,0.012992657,0.114796574
542,Sub018 InC-P-L,0.138909784,0.863734711,9.41E-05,0.00035551,0.003141108
543,Sub018 InC-P-S,0.948462777,5.897498345,0.000642173,0.002427389,0.021447185
544,Sub018 InC-P-M,0.522565379,3.249287722,0.000353812,0.001337395,0.011816549
545,Sub019 InC-P-S,1252.690233,7789.170809,0.848155184,3.205994439,28.32655152
546,Sub019 InC-P-M,196.4942862,1221.792521,0.133039792,0.502885368,4.443241733
547,Sub019 InC-P-L,52.12010199,324.0804201,0.0352888,0.133390325,1.178569702
548,Sub019 InC-M-S,1928.016712,11988.3201,1.30539644,4.934349047,43.597422
549,Sub019 InC-M-M,303.9920635,1890.208804,0.205822986,0.778003085,6.874043257
550,Sub019 InC-M-L,80.72422615,501.9395613,0.054655707,0.206596502,1.825382597
551,Sub020 InC-M-S,17739.52777,110303.5757,12.01084838,45.40055147,401.1363976
552,Sub020 InC-P-L,621.2098731,3862.654695,0.420600689,1.589854656,14.04715469
553,Sub020 InC-M-M,3153.856259,19610.53456,2.135371912,8.071624862,71.31681038
554,Sub020 InC-P-S,11675.89737,72600.198,7.905364491,29.88197804,264.0221019
555,Sub020 InC-P-M,2081.276069,12941.2798,1.409163288,5.326583801,47.06301066
556,Sub020 InC-M-L,1076.170327,6691.578075,0.728639386,2.754229253,24.33498195
557,Sub021 InC-M-M,4739.480105,29469.87141,3.20894545,12.12969213,107.1718481
558,Sub021 InC-M-S,23290.96713,144822.1727,15.76954462,59.60828076,526.6687351
559,Sub021 InC-M-L,1705.228927,10603.0358,1.154554188,4.364171057,38.55961656
560,Sub021 InC-P-M,2993.430924,18613.01714,2.026753215,7.661050309,67.6891805
561,Sub021 InC-P-L,1107.338388,6885.379661,0.749742251,2.833997282,25.03977207
562,Sub021 InC-P-S,14721.10327,91535.14963,9.967172838,37.67553542,332.8820481
563,Sub022 InC-P-S,1576.623338,9803.372104,1.067479592,4.035032383,35.65151308
564,Sub022 InC-P-M,358.7673003,2230.798732,0.24290949,0.918188663,8.112652394
565,Sub022 InC-P-L,94.95988604,590.4562461,0.064294203,0.243029648,2.147287521
566,Sub022 InC-M-S,3927.460981,24420.77348,2.659154119,10.05150175,88.81000497
567,Sub022 InC-M-M,544.3237044,3384.580001,0.368543603,1.393080846,12.30856045
568,Sub022 InC-M-L,144.2439397,896.9022471,0.097662808,0.36916171,3.261726868
569,Sub023 InC-M-L,56.81243481,353.2571319,0.038465823,0.145399354,1.284675428
570,Sub023 InC-M-M,213.9436636,1330.291955,0.144854189,0.547543341,4.837817084
571,Sub023 InC-M-S,1355.255615,8426.917682,0.917598817,3.468488738,30.64581888
572,Sub023 InC-P-M,138.2880901,859.8690455,0.093630299,0.353918979,3.127049774
573,Sub023 InC-P-S,880.55489,5475.250197,0.596194634,2.253593112,19.91161326
574,Sub023 InC-P-L,36.68091449,228.0802555,0.024835436,0.093877006,0.829449921
575,Sub024 InC-P-S,8.783192891,54.61349333,0.00594681,0.022478716,0.198610606
576,Sub024 InC-M-S,13.507852,83.99120849,0.00914572,0.034570477,0.305447313
577,Sub025 InC-M-L,1337.359768,8315.642123,0.90548213,3.422688121,30.24114771
578,Sub025 InC-M-M,3439.799563,21388.517,2.328974679,8.803435981,77.78272471
579,Sub025 InC-M-S,17969.03564,111730.6451,12.16624057,45.98792807,406.3261614
580,Sub025 InC-P-M,2247.752295,13976.42138,1.521878843,5.752644323,50.82746676
581,Sub025 InC-P-S,10508.82349,65343.38576,7.11517731,26.89510046,237.6315565
582,Sub025 InC-P-L,954.0717952,5932.374965,0.645970503,2.441744008,21.57401978
583,Sub026 InC-P-S,11805.42936,73405.62206,7.993066329,30.21348766,266.9511539
584,Sub026 InC-P-M,2663.020521,16558.5403,1.803043244,6.8154351,60.21775057
585,Sub026 InC-P-L,1056.76461,6570.914212,0.715500416,2.704564445,23.89616873
586,Sub026 InC-M-S,19828.37259,123291.9176,13.42513622,50.74650588,448.3705573
587,Sub026 InC-M-M,4183.001636,26009.71364,2.832172257,10.70550375,94.58843713
588,Sub026 InC-M-L,1547.61199,9622.980863,1.047836966,3.960784003,34.9954918
589,Sub027 InC-P-L,1078.887151,6708.471163,0.730478858,2.761182386,24.39641634
590,Sub027 InC-M-L,1607.186633,9993.413277,1.088172989,4.11325264,36.34262786
591,Sub027 InC-M-M,4749.80181,29534.0513,3.215933935,12.15610834,107.4052484
592,Sub027 InC-P-M,3057.833191,19013.4675,2.070357863,7.825874225,69.14548157
593,Sub027 InC-P-S,17188.18557,106875.355,11.63755278,43.98950827,388.6691309
594,Sub027 InC-M-S,26786.62166,166557.9934,18.13633685,68.55466565,605.7144843
595,Sub028 InC-M-M,3196.924801,19878.3328,2.164532199,8.181849643,72.29070101
596,Sub028 InC-P-S,12217.33138,75966.81006,8.271951582,31.26766335,276.2653191
597,Sub028 InC-P-M,2076.178807,12909.58526,1.405712101,5.313538444,46.94774846
598,Sub028 InC-P-L,623.1532342,3874.738426,0.421916474,1.594828275,14.09109908
599,Sub028 InC-M-S,18508.34288,115084.033,12.53138769,47.36817035,418.5212867
600,Sub028 InC-M-L,969.5618237,6028.691257,0.656458289,2.481387444,21.9242892
601,Sub029 InC-M-L,44.22288893,274.9759091,0.029941858,0.113179086,0.999993381
602,Sub029 InC-M-M,166.8518312,1037.477087,0.112969864,0.427021804,3.772949504
603,Sub029 InC-M-S,2392.166915,14874.38491,1.619657213,6.122242854,54.09305315
604,Sub029 InC-P-L,29.11458454,181.0331605,0.019712524,0.074512592,0.658355719
605,Sub029 InC-P-M,109.9613291,683.7345358,0.074451184,0.281422654,2.486508773
606,Sub029 InC-P-S,704.3956865,4379.900294,0.476923055,1.802751067,15.92820011
607,Sub030 InC-P-S,176.8835783,1099.854033,0.119762029,0.452695929,3.999793136
608,Sub030 InC-P-M,27.70372417,172.260495,0.018757277,0.070901795,0.626452533
609,Sub030 InC-P-L,7.347421362,45.68593136,0.004974696,0.018804164,0.166144115
610,Sub030 InC-M-S,263.0138029,1635.407846,0.178077959,0.673127935,5.947419275
611,Sub030 InC-M-M,41.37396832,257.2614505,0.028012948,0.105887879,0.935571951
612,Sub030 InC-M-L,10.98337173,68.29410515,0.007436478,0.028109606,0.248362314
613,Sub031 InC-M-L,61.84232502,384.5327601,0.041871396,0.158272289,1.398414197
614,Sub031 InC-M-M,233.1127177,1449.484261,0.157832922,0.596602462,5.271278753
615,Sub031 InC-M-S,2475.308482,15391.35539,1.675949622,6.335026026,55.97309806
616,Sub031 InC-P-L,39.93152251,248.2923881,0.027036315,0.102196246,0.902954537
617,Sub031 InC-P-M,150.6764086,936.8990458,0.10201802,0.385624247,3.407181552
618,Sub031 InC-P-S,884.065504,5497.079036,0.598571555,2.262577783,19.99099729
619,Sub032 InC-P-S,1993.829019,12397.53802,1.349955779,5.102781662,45.08560772
620,Sub032 InC-P-M,544.9283126,3388.339427,0.368952963,1.394628212,12.3222322
621,Sub032 InC-P-L,143.6997904,893.5187514,0.097294382,0.367769076,3.249422251
622,Sub032 InC-M-S,2870.235646,17846.99451,1.943341762,7.345758176,64.90341808
