"WCMOid","Xcoordinates","Ycoordinates","Easting","Northing","SemipermanentNP","TemporalNP","SeasonalNP"
121,185439.725066,2356743.03908,5.22272989698681,7.76503587666205,0.128660146543281,6.28623415226965,2.97581556229984
122,186444.324292,2356612.49598,5.22813266524972,7.76498048381122,0.130025680911755,6.28713504237567,2.97786423311819
123,184993.232171,2356344.71187,5.2203192415497,7.76486684640758,0.127995786772976,6.28898360581118,2.97565418749015
124,174403.094378,2356074.6975,5.16136925431059,7.76475224948959,0.113868512573023,6.29084832829177,2.95616600512465
125,181542.289767,2356224.05494,5.20148862803535,7.76481563996965,0.123298230569255,6.28981676928766,2.96947165853239
126,182114.551076,2356371.43615,5.20463589060322,7.76487818775688,0.124087590798804,6.28879908929477,2.97029480048173
127,181899.983594,2355881.427,5.20345699533166,7.7646702154065,0.123735464623075,6.29218352746809,2.97070178802549
128,179626.301183,2358054.36381,5.19087858825883,7.76559213588244,0.120968289405583,6.27719449929404,2.96287823489888
129,180156.186088,2358057.46914,5.19382417514465,7.76559345278506,0.12167533863772,6.27717311401435,2.96386823372156
130,180315.620074,2357749.65429,5.194708760256,7.7654629067969,0.121849135464675,6.27929341444795,2.96467215925921
131,178813.650538,2357596.76341,5.18634420511609,7.76539805859,0.119830717572232,6.28034693159197,2.96209717854004
132,178687.944134,2357514.96279,5.18564095561424,7.76536336137612,0.119653841013223,6.28091069146243,2.96199383105707
133,178885.97632,2357412.29872,5.18674859906875,7.76531981284851,0.119903304295094,6.28161833897905,2.96253622824717
134,179591.431573,2357425.86081,5.19068444633915,7.76532556578829,0.120842132405852,6.28152485125851,2.96384352537978
135,178843.978069,2356087.76509,5.18651379485022,7.76475779581364,0.119680480485959,6.2907580657066,2.96463048745878
136,179644.234765,2355944.04542,5.19097842156115,7.76469679466771,0.120724514075776,6.29175088835033,2.96637590531021
137,178915.541343,2355974.24733,5.18691385841846,7.76470961403686,0.11976095852887,6.29154223402099,2.96495212125836
138,179868.338133,2355906.22784,5.19222512842995,7.76468074255323,0.121017993708693,6.29201217018301,2.96685967936331
139,179909.675711,2356483.35972,5.19245492334009,7.76492568490028,0.121146333204964,6.28802639988824,2.96598917279784
140,189659.816876,2355672.50996,5.24523202991678,7.76458153254606,0.134374125419905,6.29362726192707,2.98522852660885
141,189215.441121,2355461.66658,5.24288626597792,7.76449202400215,0.133723323212414,6.29508477420738,2.98477895985482
142,166521.0287,2355961.15699,5.11512159994401,7.76470405778922,0.103895069911294,6.29163266937868,2.94080636567315
143,166364.653856,2355685.11099,5.11418208909271,7.76458688176003,0.103669951636114,6.29354016869409,2.94094108851327
145,166556.839156,2355680.38204,5.11533662747718,7.76458487429531,0.103906613918093,6.29357285309176,2.94133589846557
146,167156.256776,2356917.13488,5.11892904426845,7.76510974528798,0.104792804516479,6.28503297941981,2.94052590395499
147,166842.824981,2355623.09877,5.11705220146183,7.76456055691892,0.104253418715625,6.29396878825193,2.94200456837747
148,167075.1595,2355572.95892,5.11844376805776,7.76453927151735,0.104535159793004,6.29431537728713,2.94255305634359
149,166712.833198,2355487.43554,5.11627277058489,7.7645029640312,0.104076871447996,6.29490661415118,2.94196427377768
150,167344.862571,2355396.26532,5.12005672847683,7.76446425782412,0.104848819661154,6.29553697332823,2.94338229739232
151,167002.344527,2356806.43958,5.11800785140204,7.76506277804509,0.10458905311372,6.28579668408019,2.94039733599096
152,187324.183869,2357767.66542,5.2328407194759,7.76547054588665,0.13139596319927,6.27916932223584,2.9775580862172
153,188109.874377,2357341.8175,5.237026230288,7.76528991469549,0.132431347396331,6.28210421909955,2.97968146057482
154,187848.76872,2357178.00957,5.23563721740707,7.76522042387307,0.132046178940638,6.28323367181804,2.97947985635179
155,187329.322544,2357236.22834,5.23286815108891,7.76524512207185,0.131332554025561,6.2828322222015,2.97844346157112
156,188018.893079,2356885.13601,5.23654245288172,7.76509616861753,0.13224384015225,6.28525373154479,2.98027056609315
157,187155.126415,2356828.21855,5.23193782598704,7.76507201888431,0.131036992194486,6.28564641729989,2.97880042736336
158,187432.014045,2356964.50208,5.23341618789818,7.76512984218632,0.13143893172332,6.28470622480079,2.97907768868649
159,187260.527939,2356606.08796,5.23250084479012,7.76497776464177,0.131153585413803,6.28717926932846,2.97935806908155
160,186837.695625,2356819.00654,5.23024030214423,7.76506811022948,0.130596405523402,6.28570997612956,2.97823922382283
161,188289.924947,2355411.03907,5.23798292890504,7.76447053010361,0.132424706257888,6.29543482033758,2.98319466912074
164,184227.605454,2355533.91821,5.21617197933498,7.76452269761613,0.126843951827828,6.29458526243465,2.97558374352103
165,178440.518106,2357232.97432,5.18425531378645,7.76524374163225,0.11929084575945,6.28285465947475,2.96198832352313
166,178360.909709,2356838.50738,5.18380908015555,7.76507638441569,0.119135950185205,6.28557542993783,2.96248458857636
167,177403.668972,2357140.34541,5.17842775157818,7.76520444524915,0.117911974122641,6.28349340533197,2.96017300254543
168,177181.127788,2356312.90398,5.17717253017415,7.76485334748931,0.117516195972294,6.28920323165467,2.96110586253096
169,177486.515954,2356028.4265,5.17889463957354,7.76473261027594,0.117881800760539,6.29116795331351,2.96215393161567
170,177852.955725,2355728.18585,5.18095711745794,7.76460516708432,0.118326370692323,6.29324246526833,2.96334328508751
171,177749.513514,2355550.03801,5.18037533176821,7.7645295409669,0.118167860103653,6.29447382566709,2.96343920566031
172,177379.443435,2355340.92907,5.17829118624466,7.76444076415521,0.117655167916675,6.29591961586727,2.96307846193681
173,177771.234457,2355299.83843,5.18049752403491,7.76442331827384,0.11816511048198,6.29620377284081,2.96389131437403
174,178079.937362,2357506.66601,5.18223253578638,7.76535984207944,0.118848856990147,6.28096787577499,2.96085674096052
175,190376.397936,2356008.65244,5.24900315425337,7.76472421727747,0.135426375280147,6.29130455295739,2.98595612918893
176,190748.857977,2355746.58271,5.25095768313223,7.76461297646924,0.135915883368092,6.29311532493796,2.98705512008222
177,175058.676976,2355726.52515,5.16512121472975,7.76460446212158,0.114674370281797,6.29325394250798,2.9580011297375
178,175016.632196,2355523.27998,5.16488101052739,7.76451818133473,0.114594832015102,6.29465880640642,2.95825320106464
179,175150.962451,2355108.96601,5.16564824463839,7.76434227544803,0.114717983848722,6.29752395940033,2.95919118070089
180,175394.672796,2355478.96991,5.16703870773227,7.76449937002128,0.1150799290819,6.29496514259958,2.95905359445493
181,176011.308023,2355286.54708,5.17054824310488,7.76441767509105,0.115858473854788,6.29629569124834,2.96055332362835
182,172453.341211,2358031.13602,5.15012671415022,7.76558228542914,0.111599860955766,6.27735446384986,2.94918338602022
183,172296.362281,2356872.60834,5.14921603060642,7.76509085325316,0.111258748101712,6.2853401597055,2.95076900132983
184,172891.877454,2357281.09845,5.1526664132977,7.76526415694091,0.112070524770932,6.28252284301594,2.95126235895957
185,171555.648705,2356742.40464,5.14490769621791,7.76503560745999,0.11029871194188,6.28623853016641,2.94953272776486
186,172928.907341,2356610.7666,5.15288056981327,7.76497974996947,0.112036511749981,6.28714697818973,2.95243000580386
187,173266.770418,2356465.17892,5.15483243233479,7.76491796964523,0.112452327435865,6.2881519061536,2.9533251282594
188,172864.193545,2356092.75211,5.15250627780693,7.7647599124643,0.111890635216133,6.29072361902355,2.95315113234311
189,172016.688237,2356107.4592,5.14759149674059,7.76476615459721,0.110809271560093,6.29062203473613,2.95147294662955
190,172395.585285,2355526.81801,5.14979175050613,7.76451968334805,0.111222577397645,6.29463434724497,2.95316307161593
191,172618.07515,2355404.0299,5.15108149593569,7.76446755432557,0.111492050576266,6.2954832849078,2.95379824525388
192,172362.99825,2355372.38489,5.14960270787367,7.76445411916873,0.111162270683954,6.29570209925389,2.95335211079762
193,172325.719323,2355086.15009,5.14938640298613,7.76433258756061,0.111080049536929,6.29768179348019,2.9537477092466
194,173333.178441,2358047.57035,5.15521562929735,7.76558925491842,0.11273056576435,6.27724128373749,2.95086797201084
195,171811.511645,2355114.74315,5.146398013388,7.76434472846953,0.110428119389117,6.2974839956504,2.95269482592453
196,169067.060088,2357534.90566,5.13029544147113,7.76537182061645,0.107249318262387,6.28077324117308,2.94333180068008
197,169755.913889,2357618.42394,5.13436160464785,7.76540724609434,0.108125291813739,6.280197661617,2.94456034572665
198,168697.357131,2357351.97242,5.12810632334148,7.76529422247049,0.106764315377869,6.28203421037646,2.94289535493063
199,169288.052598,2357364.47718,5.13160171723371,7.76529952703552,0.107506539385032,6.28194800317957,2.94404787842818
200,169284.83047,2357162.38291,5.13158268364797,7.76521379445784,0.107478500792344,6.28334143206694,2.94437089112863
201,168560.356862,2357105.65881,5.12729388661519,7.76518972959793,0.106563779946567,6.28373261864459,2.94302409591598
202,169514.27679,2356106.15106,5.13293715212301,7.76476559938469,0.107641344451882,6.29063107018192,2.94654848108835
203,168976.868192,2356810.03669,5.12976183095134,7.76506430430843,0.107050316836857,6.28577186501772,2.94433410862118
204,169938.246174,2356728.78561,5.13543511325616,7.76502982869125,0.108249039683888,6.2863325080903,2.94637154122682
205,170872.94402,2356737.0572,5.1409202629015,7.76503333846103,0.109431274700486,6.28627542986822,2.94820100077322
206,170481.467453,2356664.25687,5.13862659552549,7.76500244767743,0.108927055685514,6.28677781423045,2.94754903220476
207,170331.243786,2356621.9989,5.13774503405918,7.76498451625222,0.1087321647404,6.28706945579744,2.94732179231127
208,169912.186239,2356404.14287,5.13528175205626,7.76489206778128,0.108177513452792,6.28857327752148,2.94684976084364
209,170094.084358,2356368.45456,5.13635172136027,7.76487692242501,0.108402555276172,6.28881967516867,2.94726748044056
210,170317.911133,2356180.06232,5.13766675614294,7.7647969689818,0.108662527710019,6.29012058638328,2.94801692792477
211,170842.198355,2356108.8953,5.14074031380782,7.76476676411931,0.109317010826105,6.29061211547933,2.94916629752884
212,171166.898477,2356060.11176,5.14263909499559,7.76474605877536,0.109722748922672,6.29094907941058,2.94988445247416
213,170713.086076,2356002.19116,5.13998428811573,7.764721474805,0.109140779470532,6.291349188514,2.94908642228834
214,170983.520316,2355895.42697,5.14156717943749,7.76467615795023,0.10947045147504,6.29208679620512,2.9497930729683
215,170785.830798,2355781.97155,5.14041032005613,7.7646279987023,0.109206469774616,6.29287076338933,2.94958944353691
216,169963.517985,2355914.70935,5.13558381393213,7.76468434265184,0.10818387422217,6.29195357008307,2.94775020916382
217,170394.725028,2355590.4087,5.13811765750761,7.76454667936065,0.108689086404604,6.29419475361267,2.94913157953359
218,171295.717581,2355652.51637,5.14339140549044,7.76457304508663,0.109837257261979,6.29376545298006,2.95080362111771
219,171443.575812,2355440.27295,5.14425420846064,7.76448294139747,0.109999492977885,6.29523268965288,2.95144090077793
220,171143.061755,2355220.96866,5.14249982518281,7.76438983162842,0.10959175916348,6.29674923629596,2.95120924700817
221,170876.736424,2355177.48736,5.14094245694713,7.76437136979322,0.109249126567634,6.29704998105505,2.9507564267078
222,169955.990389,2355023.41778,5.13553952347033,7.7643059502567,0.108068234791041,6.29811578612699,2.94919128294861
223,170847.043296,2354925.98357,5.14076867256432,7.76426457647465,0.109181414771,6.29878993456716,2.95110922212038
224,171431.045419,2354937.48368,5.14418111822748,7.76426945989009,0.109923114195866,6.29871035996379,2.95223866818284
225,191787.202124,2356181.93333,5.25638643511363,7.76479776306766,0.137443560107792,6.29010766460117,2.98818363716648
226,177177.156365,2354750.00645,5.17715011544207,7.76418984644207,0.117315931172688,6.30000777589005,2.96366332924423
227,176453.181109,2356696.79375,5.17305557834641,7.76501625391025,0.116610337013674,6.2865532751305,2.95908729760124
228,176454.783618,2356349.62762,5.17306466008534,7.7648689325815,0.116569273892528,6.28894966468642,2.95965931383661
229,176692.708356,2355633.56184,5.17441211280357,7.76456499865104,0.116791411094955,6.29389646617651,2.96128829493506
230,176536.578133,2354873.43757,5.17352809644853,7.76424226299787,0.116492730887372,6.29915354248655,2.96223722050291
231,174791.692261,2354627.93239,5.163594934981,7.76413800347614,0.114193393667862,6.30085277543948,2.95928734894104
232,175836.211606,2354803.92606,5.16955294587136,7.76421274441108,0.115570672177951,6.29963459309392,2.96100919705072
233,173464.939828,2356080.12427,5.15597550304752,7.76475455279676,0.112660026313529,6.29081084340448,2.95433997368839
234,173264.79934,2355993.5481,5.15482105629767,7.76471780627027,0.112392356730794,6.29140889684261,2.95409284547281
235,174471.40621,2355680.69942,5.16176086695501,7.76458500902495,0.113908458450864,6.2935706594951,2.95694326159615
236,173431.304757,2355557.22115,5.15578158298277,7.76453259041562,0.112553058876215,6.29442416923834,2.95513052497771
237,173164.877658,2355543.16532,5.15424419068017,7.76452662330439,0.112209300477446,6.29452133649015,2.9546356540354
238,174600.441936,2355406.58162,5.16250017453632,7.76446863767203,0.114041633086155,6.2954656411022,2.95764161342601
239,173601.059598,2355197.20315,5.15675990588274,7.76437974101262,0.112727347849073,6.29691361144738,2.95604970546137
240,173285.506759,2355109.0873,5.1549405622895,7.76434232694883,0.112311261824769,6.29752312036507,2.95558097280862
241,173492.793822,2354805.10018,5.1561360643572,7.76421324301723,0.112540402125683,6.29962646723768,2.9564817990279
242,173169.30161,2354720.61951,5.15426973798255,7.76417736650862,0.112114933658113,6.30021117862795,2.95599123415595
243,173920.025633,2355574.74049,5.15859557075674,7.76454002783836,0.113183976906246,6.29430306182622,2.95604997590461
244,179309.949544,2355546.97749,5.18911587011446,7.76452824168565,0.120230041165551,6.29449498294353,2.96639854114863
245,178418.325601,2355390.14739,5.18413093684907,7.76446166041067,0.119029617949194,6.2955792763852,2.9649708788598
246,179222.312125,2355219.85107,5.18862700241627,7.76438935711232,0.120072393253373,6.29675696602098,2.96677088743214
247,179846.776113,2355165.72532,5.19210524455979,7.76436637566032,0.120895329405453,6.29713133834427,2.96803651595039
248,180143.550388,2355715.2939,5.19375403520989,7.76459969447277,0.121360516461458,6.29333156339857,2.96769070369974
249,177998.799022,2354861.45298,5.18177680320191,7.76423717371354,0.118409818582198,6.29923647755308,2.96504377031517
250,178522.752299,2354979.81258,5.18471605695681,7.76428743426091,0.119115961726184,6.29841747864814,2.96584291255339
251,179531.988918,2354866.80816,5.19035340329294,7.76423944780652,0.120438853044714,6.29919941875908,2.96793539947294
252,178217.122567,2354319.26524,5.18300259665529,7.76400690531874,0.118629547529505,6.3029900779517,2.96634939065905
253,179680.276096,2354361.92303,5.19117902758735,7.7640250241033,0.120571982134065,6.30269464295837,2.96904544894679
254,180200.680748,2354420.0065,5.19407112290295,7.76404969437721,0.121272074888687,6.30229240522551,2.96992888372093
255,179093.216094,2354334.77464,5.18790643059384,7.76401349293374,0.11978947671576,6.30288266230155,2.96798263816543
256,187439.657558,2355960.34842,5.23345696725592,7.76470371458741,0.131316253006382,6.29163825548957,2.98074866113875
257,186390.312856,2355475.61747,5.22784293124437,7.76449794676833,0.12980119160424,6.29498832042298,2.97964159882371
