County,State,WLD,CC,NM,ASC_obs,Subbasin,Area_acre,inter_acre
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,172,22009,6692.95
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,172,22009,15316.3
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,173,11535,7.19861
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,173,11535,11527.8
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,174,27195,8288.16
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,174,27195,18906.6
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,175,10716,0.121964
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,175,10716,0.335372
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,175,10716,10715.5
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,176,23327,5091.93
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,176,23327,18234.8
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,177,15205,2938.11
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,177,15205,5401.27
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,177,15205,6865.81
Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,178,26981,1336.36
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,178,26981,25644.3
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,179,10166,10165.7
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,180,26409,26409.5
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,181,14763,14762.8
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,182,32657,32657
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,183,15846,3.5461
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,183,15846,15842.2
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,184,14023,14023
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,185,15026,15026.1
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,186,15278,0.219669
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,186,15278,15277.9
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,187,18407,1932.1
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,187,18407,5484.73
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,187,18407,10990.2
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,188,19663,59.7178
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,188,19663,19603.5
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,189,15818,3848.06
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,189,15818,11969.6
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,190,16878,5567.23
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,190,16878,11311
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,191,32347,13549.6
Otter Tail,Minnesota,255.0010618,70.18700388,85.26984466,35.23543561,191,32347,18797.8
Otter Tail,Minnesota,255.0010618,70.18700388,85.26984466,35.23543561,192,13895,1696.46
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,192,13895,12198.3
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,193,22968,22968.4
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,194,26666,26665.5
Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,195,23242,9428.2
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,195,23242,13813.4
Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,196,38186,508.604
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,196,38186,37677.2
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,197,38460,1411.61
Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,197,38460,3175.45
Grant,Minnesota,236.8262788,52.14586221,67.11797534,17.2225039,197,38460,14371.3
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,197,38460,19501.7
Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,198,14318,117.22
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,198,14318,2826.3
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,198,14318,11374.1
Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,199,9098,179.731
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,199,9098,888.712
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,199,9098,8029.4
Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,200,40026,16183.6
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,200,40026,23842.8
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,201,39513,12607.7
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,201,39513,26905.6
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,202,13903,6766.53
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,202,13903,7136.89
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,203,10430,10429.6
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,204,29604,29604.1
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,205,26399,26399.5
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,206,24731,24730.7
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,207,14468,14467.7
Stearns,Minnesota,247.6632706,62.95575483,77.93697148,27.92082094,208,32023,189.545
Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,208,32023,383.422
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,208,32023,644.192
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,208,32023,30805.3
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,209,26679,1298.12
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,209,26679,6154.78
Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,209,26679,19226.1
Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,210,24106,320.308
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,210,24106,1408.28
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,210,24106,22377.3
Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,211,37899,4665.32
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,211,37899,33233.9
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,212,11719,11719.5
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,213,7094,7093.63
Douglas,Minnesota,253.1559149,68.34691791,83.41991768,33.36805272,214,30752,7164.74
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,214,30752,23587.2
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,215,23784,23784
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,216,26338,26338.2
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,217,43160,43160.1
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,218,37743,5856.99
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,218,37743,31886.2
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,219,28867,11254.9
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,219,28867,17612
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,220,16781,6922.9
Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,220,16781,9857.99
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,221,12512,12511.8
Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,222,34113,1959.73
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,222,34113,9509.78
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,222,34113,22643.8
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,223,35284,2940.16
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,223,35284,7912.42
Stevens,Minnesota,222.4095129,37.91125157,52.66306618,2.746698187,223,35284,24431.6
Pope,Minnesota,243.8139225,59.11259891,74.07683194,24.06796447,224,24234,191.69
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,224,24234,24042.3
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,225,15897,15896.9
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,226,30433,799.559
Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,226,30433,29633.3
Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,227,15065,15064.7
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,228,34612,237.193
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,228,34612,6435.3
Kandiyohi,Minnesota,230.169958,45.42902496,60.46463069,10.45861018,228,34612,27939.5
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,229,26865,26864.7
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,230,17174,8282.11
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,230,17174,8892.32
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,231,40793,14893.4
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,231,40793,25899.1
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,232,38965,38965.3
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,233,29691,29691.2
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,234,11404,11403.7
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,235,21817,21817.2
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,236,16411,717.382
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,236,16411,15693.6
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,237,18283,18282.8
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,238,16031,1588.11
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,238,16031,14442.9
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,239,32663,32662.9
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,240,23901,5816.95
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,240,23901,18084.4
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,241,25165,94.5052
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,241,25165,25070.9
Swift,Minnesota,233.7713403,49.17832665,64.02132331,14.08271563,242,19401,7341.64
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,242,19401,12059.6
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,243,11037,11036.9
Chippewa,Minnesota,245.3499519,60.7537017,75.58256866,25.66624544,244,12968,12967.8
Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,245,36106,3443.51
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,245,36106,8632.65
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,245,36106,10045
Pipestone,Minnesota,267.8004805,83.15411974,98.08475516,48.14708642,245,36106,13985
Pipestone,Minnesota,267.8004805,83.15411974,98.08475516,48.14708642,246,32167,2743.4
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,246,32167,3885.29
Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,246,32167,25537.9
Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,247,15299,1784.04
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,247,15299,13514.9
Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,248,14783,14782.6
Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,249,13198,13197.6
Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,250,17475,17475.3
Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,251,16633,5472.2
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,251,16633,11161
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,252,27071,27071.4
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,253,11960,11959.9
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,254,12996,12996
Lincoln,Minnesota,239.9594359,55.29384572,70.2707165,20.31938607,255,28182,2791.05
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,255,28182,25390.9
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,256,10868,10867.7
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,257,15656,15656.5
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,258,20339,20338.7
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,259,14507,3120.16
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,259,14507,11387
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,260,11468,3619.54
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,260,11468,7848.02
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,261,27248,188.634
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,261,27248,27059.8
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,262,14636,6124.45
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,262,14636,8511.45
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,263,13943,3684.6
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,263,13943,10257.9
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,264,14049,14049.1
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,265,23193,875.367
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,265,23193,3512.83
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,265,23193,18805.1
Yellow Medicine,Minnesota,249.3057614,64.54149024,79.63110527,29.54370587,266,18405,223.721
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,266,18405,18181.2
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,267,15027,15026.8
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,268,22130,22130.5
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,269,18969,18968.9
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,270,16824,16823.6
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,271,7935,52.1835
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,271,7935,7882.39
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,272,17905,17904.9
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,273,14364,14364.1
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,274,13745,13744.8
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,275,17229,17229.4
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,276,13046,13046.2
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,277,14300,328.798
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,277,14300,13971.5
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,278,21573,21572.8
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,279,12927,80.4043
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,279,12927,12846.3
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,280,14883,7382.83
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,280,14883,7500.66
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,281,12726,7.78285
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,281,12726,6157.15
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,281,12726,6561.42
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,282,21303,1114.27
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,282,21303,2820.9
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,282,21303,5269.6
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,282,21303,12097.9
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,283,28506,6974.59
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,283,28506,21530.9
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,284,26963,137.698
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,284,26963,5530.62
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,284,26963,21294.8
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,285,14510,14509.9
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,286,14758,4503.47
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,286,14758,10254.7
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,287,10727,1945
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,287,10727,3752.21
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,287,10727,5029.34
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,288,14152,52.1931
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,288,14152,4883.72
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,288,14152,9215.67
Renville,Minnesota,267.1064237,82.60749044,97.36010955,47.49372663,289,23631,385.433
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,289,23631,8427.65
Sibley,Minnesota,262.7539977,78.01929828,93.03441559,43.10819449,289,23631,14817.4
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,290,30728,12417.6
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,290,30728,18310.8
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,291,12945,0.809959
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,291,12945,12944.5
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,292,15578,1858.54
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,292,15578,13719.8
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,293,34933,17425.5
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,293,34933,17507.9
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,294,16781,7110.63
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,294,16781,9670.79
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,295,21297,21296.5
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,296,35285,1932.21
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,296,35285,33352.9
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,297,26890,26890.4
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,298,17472,17472.2
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,299,6174,15.6326
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,299,6174,6158.39
Watonwan,Minnesota,235.5558567,51.04232258,65.83097886,15.96629764,300,30351,124.874
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,300,30351,4010.54
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,300,30351,26215.3
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,301,13929,13929.1
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,302,10284,10284.1
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,303,37783,9976.07
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,303,37783,27807.3
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,304,31038,2612.32
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,304,31038,13577.8
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,304,31038,14847.4
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,305,23536,9205.51
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,305,23536,14330.6
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,306,11402,0.00651599
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,306,11402,1718.3
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,306,11402,9683.71
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,307,25356,553.506
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,307,25356,8627.88
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,307,25356,16174.9
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,308,23244,23244
Blue Earth,Minnesota,239.4442679,54.76895783,69.75173792,19.76263974,309,26753,7143.72
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,309,26753,19609.7
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,310,17225,17225.1
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,311,21337,7.07576
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,311,21337,21330
Nicollet,Minnesota,247.8033607,63.06422888,78.07351703,28.04202823,312,20946,8922.33
Le Sueur,Minnesota,254.7438439,70.01571656,85.03506075,35.1184777,312,20946,12023.2
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,313,28188,71.2015
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,313,28188,28117
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,314,36060,292.72
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,314,36060,35767.1
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,315,17370,17370.3
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,316,20537,20537.3
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,317,15517,15516.5
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,318,9530,12.8171
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,318,9530,9516.75
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,319,18473,4216.4
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,319,18473,14256.5
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,320,8929,8928.51
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,321,30281,13502.4
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,321,30281,16778.2
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,322,9087,3461.17
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,322,9087,5625.43
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,323,10278,3137.3
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,323,10278,7140.8
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,324,17882,57.1981
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,324,17882,4745.47
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,324,17882,13079
Lyon,Minnesota,229.14529,44.48585432,59.39409691,9.437279774,325,19358,1473.28
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,325,19358,17884.6
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,326,33168,3215.03
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,326,33168,12733.5
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,326,33168,17219.1
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,327,11260,11259.7
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,328,23587,6237.14
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,328,23587,17349.7
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,329,29142,3871.42
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,329,29142,25270.3
Murray,Minnesota,228.3531314,43.68914101,58.65487607,8.76346475,330,29109,270.556
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,330,29109,28838
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,331,22306,22306.1
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,332,17992,594.139
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,332,17992,17397.4
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,333,11841,4893.98
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,333,11841,6946.89
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,334,26274,291.261
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,334,26274,25982.3
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,335,35290,16019.9
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,335,35290,19270.1
Cottonwood,Minnesota,207.7670709,23.00413877,38.06653536,-11.97742078,336,16582,1948.53
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,336,16582,6293.42
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,336,16582,8340.48
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,337,29984,7597.93
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,337,29984,22386.2
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,338,38897,38897.4
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,339,37574,37574.1
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,340,30679,30678.5
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,341,24103,24103.1
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,342,17425,17425.1
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,343,29615,29614.7
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,344,11986,3824.78
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,344,11986,8161.45
Redwood,Minnesota,224.3774624,39.61909289,54.63007856,4.677307475,345,23285,9437.35
Brown,Minnesota,236.2611352,51.59050599,66.51367963,16.54197999,345,23285,13848
