OBJECTID,HRU_ID,HRU_GIS,Area
8824,1171,001300001,12.72996553090
8584,1174,001300004,19.58809627880
8593,1173,001300003,5.56460430787
8102,1180,001310006,9.48251069491
8100,1179,001310005,5.62418404956
7809,1181,001310007,29.65994393670
7808,1182,001310008,10.26925041650
8162,1176,001310002,1.59286080485
8156,1175,001310001,5.50502456618
7875,1177,001310003,0.44002869462
7883,1178,001310004,2.14774201356
8104,1183,001310009,8.90178767052
8111,1184,001310010,1.02290520365
7835,1186,001310012,0.86498299677
7840,1185,001310011,0.38475592222
7207,1187,001320001,30.33757376980
7774,1188,001320002,27.51076626670
7776,1189,001320003,6.23290237426
8884,1190,001330001,40.97363440320
8883,1191,001330002,10.04241670110
8965,1202,001340011,9.21260728679
9141,1203,001340012,4.26748872682
8931,1205,001340014,17.81793190530
8932,1204,001340013,4.15407186915
9181,1199,001340008,1.98623066562
9180,1198,001340007,5.73401176616
9209,1200,001340009,2.05370651765
9210,1201,001340010,2.99190799216
9134,1193,001340002,1.42129986192
9236,1192,001340001,1.89721996720
9264,1195,001340004,2.26977280979
9261,1194,001340003,1.85917507190
8936,1197,001340006,1.36961623057
8987,1196,001340005,0.33307229087
9177,1207,001340016,6.16183738116
9206,1206,001340015,1.01285560867
9208,1208,001340017,2.10395449257
9245,1209,001340018,1.06956403750
14391,1214,001350005,4.68311126220
14415,1215,001350006,3.10604267804
13787,1216,001350007,6.18624354041
13788,1217,001350008,5.51004936368
14133,1219,001350010,7.94922963176
14147,1218,001350009,1.45288430329
14402,1210,001350001,4.12607656884
14432,1211,001350002,6.53080108269
13796,1212,001350003,2.59135984925
13793,1213,001350004,4.67449732364
12077,1225,001360006,8.37059479284
12140,1224,001360005,4.38305906913
12568,1227,001360008,32.27714560160
12575,1226,001360007,24.26618274350
12111,1221,001360002,1.58998949199
12150,1220,001360001,3.22304867677
12603,1223,001360004,10.40707343340
12602,1222,001360003,17.14891601070
12284,1232,001370005,18.20340565570
12285,1233,001370006,19.77186030130
13246,1234,001370007,25.42906444870
13310,1235,001370008,3.96600087732
12282,1229,001370002,7.94133352141
12280,1228,001370001,14.85976183920
13358,1230,001370003,2.48296778908
13664,1231,001370004,0.90446354849
11782,1240,001380005,20.05253113270
11783,1241,001380006,10.39343469730
11655,1242,001380007,7.49843351393
12116,1244,001380009,4.69603217003
12117,1243,001380008,5.20856151418
11847,1236,001380001,2.40903148313
11838,1237,001380002,4.11315566100
12149,1239,001380004,1.62372741801
12156,1238,001380003,2.87777330628
12286,1250,001390006,31.56434218600
12299,1249,001390005,10.62098624090
12209,1251,001390007,6.84951680930
12971,1252,001390008,8.01096285808
12970,1253,001390009,5.89767659874
12315,1245,001390001,3.86622275570
12316,1246,001390002,6.28099686453
13001,1248,001390004,1.47513697790
12997,1247,001390003,1.64023746691
1537,141,000140007,1.58927166378
1540,142,000140008,0.36034976297
1482,144,000140010,4.91999457252
1502,143,000140009,2.82393619029
1456,146,000140012,1.85630375905
1469,145,000140011,0.87575041997
1454,147,000140013,1.64239095155
1593,135,000140001,4.81160251234
1591,136,000140002,12.23035709460
1510,137,000140003,1.08320277355
1516,138,000140004,2.67678140661
1578,140,000140006,1.16144604878
1579,139,000140005,7.71234632144
10708,1261,001400008,42.68421903490
10728,1260,001400007,7.11870238921
11194,1263,001400010,25.55755569880
11195,1262,001400009,14.42762925490
10776,1264,001400011,11.86498253420
10758,1254,001400001,2.22454963236
10773,1255,001400002,0.42280081751
11271,1256,001400003,3.24889049244
11288,1257,001400004,4.92501937001
11672,1259,001400006,0.69772902312
11685,1258,001400005,1.54835545563
11577,1265,001410001,30.22846388140
11552,1267,001410003,7.46900255720
11616,1266,001410002,1.63951963870
13810,1273,001420006,26.48714323480
13819,1272,001420005,13.30638158600
14519,1275,001420008,23.89434772910
14538,1274,001420007,3.69322615635
13818,1268,001420001,8.03393336090
13823,1269,001420002,7.72383157284
14557,1270,001420003,2.89356552696
14564,1271,001420004,0.65394150213
14127,1279,001430004,35.32863333540
14148,1278,001430003,14.46710980660
14170,1277,001430002,8.52636351508
14177,1276,001430001,6.97729023123
12752,1285,001440006,7.72383157284
12754,1284,001440005,3.63292858645
13297,1287,001440008,13.85049537160
13306,1286,001440007,13.84977754340
12757,1280,001440001,1.45647344436
12824,1281,001440002,2.56480020537
13324,1282,001440003,3.00985369749
13347,1283,001440004,5.46123704519
12005,1294,001450007,12.85127849890
12825,1296,001450009,11.02871266590
12853,1295,001450008,6.21280318429
12606,1297,001450010,9.20183986360
13516,1299,001450012,8.23277177592
13514,1298,001450011,9.75456758767
12889,1289,001450002,1.23538235473
12899,1288,001450001,2.62940474455
13518,1291,001450004,3.47069941029
13515,1290,001450003,7.66496965937
13945,1293,001450006,0.87575041997
13933,1292,001450005,1.71848074214
10058,1301,001460002,34.93741695930
10054,1300,001460001,4.68023994934
10826,1303,001470002,31.76461625740
10831,1302,001470001,3.68461221779
9693,1304,001480001,68.22095771560
9757,1305,001480002,9.16881976579
9743,1306,001480003,8.97069917898
9774,1307,001480004,3.15054802725
10719,1308,001490001,51.92482162210
10765,1309,001490002,6.01468259748
2092,152,000150005,1.94962142675
2085,151,000150004,1.19159483373
1867,154,000150007,6.15250561439
1868,153,000150006,8.12007274647
1876,149,000150002,2.13984590322
1878,148,000150001,0.73792740306
1957,150,000150003,9.94694554878
10241,1310,001500001,39.94570440200
10516,1311,001500002,18.84155493720
12092,1312,001510001,24.80024693400
13170,1313,001510002,17.85813028520
13178,1314,001510003,7.96071488316
12691,1315,001510004,7.93487306749
10666,1316,001520001,73.32112716960
10671,1317,001520002,17.43317598310
11548,1318,001530001,85.93767584290
10996,1319,001540001,47.05220371160
10196,1321,001550002,45.45288245280
10197,1320,001550001,7.52212184497
10564,1323,001550004,5.62490187777
10597,1322,001550003,3.23812306925
5569,1337,001560014,6.45901826138
5570,1338,001560015,11.15792174430
5902,1340,001560017,8.80272737712
5901,1339,001560016,3.86837624034
5831,1342,001560019,4.34429634562
5838,1341,001560018,8.07341391262
5585,1331,001560008,1.53615237601
5568,1332,001560009,3.30272760843
5868,1333,001560010,1.42201769013
5869,1334,001560011,0.90805268956
5845,1336,001560013,1.51964232711
5824,1335,001560012,2.72487589689
5642,1328,001560005,1.88429905936
5641,1327,001560004,2.62007297778
5751,1330,001560007,5.90772619373
5749,1329,001560006,3.13619146299
5591,1325,001560002,3.30200978021
5593,1324,001560001,0.44218217926
5748,1326,001560003,7.32615474279
6280,1345,001570003,68.49803940590
6279,1346,001570004,9.19394375325
6309,1343,001570001,11.64963407020
6303,1344,001570002,1.37105188700
5361,1355,001580009,10.84781995620
5370,1356,001580010,14.75065195080
5152,1358,001580012,1.09827716603
5157,1357,001580011,1.99340894775
5363,1352,001580006,3.16562241973
5364,1351,001580005,6.48701356169
5151,1353,001580007,0.50391540559
5144,1354,001580008,1.31290780174
5381,1348,001580002,9.03530371816
5382,1347,001580001,1.04085090898
5156,1349,001580003,3.58914106545
5522,1350,001580004,4.72043832928
5810,1360,001590002,6.36570059368
5809,1359,001590001,3.03354202852
6104,1361,001590003,52.31101320070
6944,1362,001590004,12.08104882630
6946,1363,001590005,1.41268592336
1588,170,000160016,3.80592518580
1592,169,000160015,2.72774720974
1546,172,000160018,5.01618355307
1548,171,000160017,1.32080391208
1541,174,000160020,1.95751753710
1542,173,000160019,0.55631686514
1770,161,000160007,1.40335415659
1767,162,000160008,2.59782030317
1614,163,000160009,2.37457572890
1594,164,000160010,3.98968920835
1544,165,000160011,1.59860343055
1543,166,000160012,1.32008608387
1689,167,000160013,0.84919077609
1688,168,000160014,5.79143802321
1598,156,000160002,0.76735835979
1600,155,000160001,0.57210908583
1545,157,000160003,1.09325236854
1562,158,000160004,0.37685981187
1551,159,000160005,1.40909678230
1547,160,000160006,0.71711038488
6686,1364,001600001,39.39441233440
7150,1365,001600002,12.72135159240
7014,1366,001600003,62.92769247230
7570,1367,001610001,32.63605970810
7559,1368,001610002,45.48231340960
6899,1369,001620001,49.78425789060
6926,1370,001620002,7.34122913527
7159,1372,001620004,10.96697943960
7181,1371,001620003,1.42273551834
7597,1373,001630001,61.60258159090
7531,1374,001630002,25.28190966500
7949,1375,001630003,15.49647546420
8177,1376,001640001,36.35656333660
8308,1377,001650001,22.68121804900
8687,1379,001650003,27.03053919210
8697,1378,001650002,4.72474529856
7445,1380,001660001,51.70660184530
7399,1381,001670001,70.14186601380
7240,1382,001680001,7.02610254972
7285,1383,001680002,0.78243275227
7140,1384,001680003,43.31949700350
7870,1385,001690001,56.17795378460
8047,1387,001690003,29.77910342000
8071,1386,001690002,4.36367770737
1228,181,000170007,20.53706517650
1242,182,000170008,2.54326535898
1379,184,000170010,13.37026829700
1381,183,000170009,5.31192877686
1357,185,000170011,12.39761106830
1358,186,000170012,2.81962922102
1233,176,000170002,1.92808658036
1245,175,000170001,0.38475592222
1350,178,000170004,2.46932905303
1348,177,000170003,2.35232305429
1257,179,000170005,4.36654902022
1269,180,000170006,2.89930815267
1241,187,000170013,3.84397008109
1356,188,000170014,1.47513697790
1363,189,000170015,0.33953274479
1271,190,000170016,2.88854072947
8938,1388,001700001,44.19740090810
8939,1389,001700002,8.95059998901
11689,1390,001710001,41.78262679930
11038,1391,001720001,69.31349225590
11039,1392,001720002,8.06838911513
10566,1394,001730002,32.35969584610
10565,1393,001730001,5.24373509662
10569,1396,001740002,16.92064663890
10568,1395,001740001,4.73407706533
8901,1397,001740003,49.17266825310
8927,1398,001740004,6.84162069896
9145,1400,001750002,32.02590572700
9178,1399,001750001,4.20073070300
11198,1401,001760001,62.68650219270
11209,1402,001760002,9.39493565292
10621,1403,001770001,5.94361760438
10628,1404,001770002,3.48649163098
11001,1405,001770003,15.06003591060
11000,1406,001770004,3.27975710561
10174,1407,001770005,13.58777024560
10175,1408,001770006,2.13338544930
8416,1409,001780001,91.07014756650
9032,1410,001790001,32.03093052450
1636,198,000180008,4.98244562706
1637,197,000180007,0.78243275227
1855,199,000180009,23.69048451660
1664,191,000180001,1.54045934529
1668,192,000180002,1.03797959613
1920,194,000180004,2.30709987687
1911,193,000180003,1.97259192957
1745,195,000180005,2.05227086122
1746,196,000180006,3.70614706418
9241,1412,001800002,30.50339208700
9240,1411,001800001,4.56825874810
9283,1414,001800004,40.90185158180
9292,1413,001800003,8.21841521166
8787,1415,001810001,25.68532912080
8704,1416,001810002,25.84684046870
9401,1417,001820001,22.54698417310
9412,1418,001820002,2.88351593198
9522,1419,001820003,74.44739963600
9528,1420,001820004,10.14506613560
11897,1422,001830002,3.98322875443
11896,1421,001830001,1.73570861925
10847,1424,001830004,30.16242368580
10848,1423,001830003,5.38371159817
11359,1426,001830006,8.77114293574
11377,1425,001830005,1.13703988953
9461,1430,001840004,39.93565480700
9471,1429,001840003,5.31838923078
9467,1427,001840001,5.05638193300
9525,1428,001840002,0.80181411402
9521,1432,001850002,14.47141677590
9534,1431,001850001,3.39532744791
9161,1434,001850004,26.79006674070
9168,1433,001850003,5.28249782013
9866,1435,001860001,48.83744247760
11221,1441,001870006,30.15955237300
10524,1443,001870008,6.15896606831
10551,1442,001870007,1.30788300425
11152,1437,001870002,0.70562513347
11166,1436,001870001,2.93591739154
11389,1438,001870003,0.20027407145
11387,1439,001870004,1.17652044125
11450,1440,001870005,2.55905757966
11629,1444,001880001,62.99588615250
10837,1446,001890002,35.67893350340
10842,1445,001890001,5.71032343513
1748,201,000190002,15.81303770620
1757,200,000190001,2.52388399722
2205,203,000190004,7.53719623744
2208,202,000190003,2.96247703542
1726,204,000190005,22.08111366290
1732,205,000190006,3.22304867677
2239,206,000190007,16.26814079320
11895,1448,001900002,4.97096037565
11909,1447,001900001,1.54045934529
11097,1450,001900004,35.48870902690
11105,1449,001900003,5.39088988030
196,1468,001910018,4.70967090608
193,1467,001910017,5.44688048092
124,1470,001910020,2.56695369001
125,1469,001910019,3.24243003853
336,1471,001910021,6.67652020995
335,1472,001910022,4.40028694624
120,1473,001910023,6.47265699743
121,1474,001910024,3.21299908179
427,1476,001910026,5.95223154294
426,1475,001910025,2.75717816648
180,1451,001910001,2.36524396213
178,1452,001910002,4.52806036817
145,1454,001910004,0.72572432343
144,1453,001910003,2.70836584799
339,1456,001910006,1.73499079104
340,1455,001910005,0.49458363882
142,1458,001910008,1.38540845126
116,1457,001910007,1.16359953342
181,1459,001910009,6.38795326828
182,1460,001910010,10.78967587100
123,1461,001910011,1.99197329132
126,1462,001910012,5.20784368597
338,1464,001910014,3.21012776894
337,1463,001910013,2.37960052639
112,1466,001910016,4.15407186915
110,1465,001910015,3.70112226669
316,1483,001920007,5.02336183520
309,1482,001920006,7.96502185244
310,1478,001920002,2.28771851512
311,1479,001920003,5.09227334366
305,1480,001920004,5.39878599065
306,1481,001920005,12.27988724130
332,1477,001920001,8.63906254453
539,1493,001930010,14.15485453390
543,1492,001930009,16.47631097500
508,1495,001930012,9.67560648424
512,1494,001930011,3.74347413126
555,1486,001930003,3.55755662407
556,1487,001930004,5.42606346274
552,1488,001930005,5.00326264523
553,1489,001930006,7.22350530832
509,1491,001930008,2.68970231445
521,1490,001930007,0.89154264066
560,1484,001930001,10.44009353120
557,1485,001930002,1.23251104188
620,1502,001940007,11.43643909090
624,1503,001940008,6.03191047459
515,1505,001940010,3.67743393566
514,1504,001940009,7.21417354155
582,1507,001940012,20.39206387740
581,1506,001940011,19.67136435150
639,1497,001940002,0.85206208894
637,1496,001940001,0.93891930272
523,1498,001940003,1.71560942928
517,1499,001940004,2.78660912321
584,1501,001940006,3.45060022032
583,1500,001940005,3.73198887985
577,1511,001950004,25.77864678850
578,1510,001950003,29.54509142260
587,1508,001950001,9.63899724537
590,1509,001950002,1.39545804625
697,1525,001960014,5.18774449600
698,1524,001960013,5.86322084452
713,1527,001960016,11.40270116490
721,1526,001960015,19.80990519660
647,1529,001960018,15.50580723090
648,1528,001960017,22.08183149110
718,1517,001960006,3.08666131629
744,1516,001960005,9.30090015700
660,1519,001960008,0.99490990334
659,1518,001960007,2.76004947933
712,1521,001960010,3.47285289493
722,1520,001960009,10.44727181330
665,1522,001960011,2.76507427682
662,1523,001960012,5.71750171726
714,1513,001960002,11.13925821070
755,1512,001960001,2.71410847369
663,1515,001960004,5.68376379124
664,1514,001960003,1.11765852778
789,1533,001970004,56.06525475520
790,1532,001970003,50.69374623660
794,1530,001970001,6.27166509776
793,1531,001970002,9.55644700086
967,1539,001980006,2.12764282360
969,1538,001980005,4.06003637323
949,1540,001980007,11.26774946090
951,1541,001980008,14.77434028180
980,1535,001980002,1.00998429582
979,1534,001980001,2.85480280346
955,1537,001980004,2.28700068690
954,1536,001980003,3.80305387295
1173,1545,001990004,14.97246086860
1172,1544,001990003,9.74380016448
1171,1543,001990002,2.99190799216
1174,1542,001990001,1.71417377286
725,13,000020003,8.17462769066
705,14,000020004,27.70242639960
740,15,000020005,12.51820620810
716,11,000020001,11.40485464960
764,12,000020002,3.31277720341
719,16,000020006,6.42240902251
741,17,000020007,5.11524384648
1765,210,000200004,81.16555388230
2365,208,000200002,1.99986940167
2370,207,000200001,0.45869222816
1812,209,000200003,14.97676783790
1318,1546,002000001,69.37235416940
1320,1547,002000002,38.96371540650
1367,1548,002000003,9.64043290179
1364,1549,002000004,4.73192358069
1092,1558,002010009,52.49764853610
1091,1559,002010010,27.04130661530
1020,1555,002010006,1.48375091646
1019,1554,002010005,1.17149564376
1118,1556,002010007,11.04737619940
1116,1557,002010008,6.89832912779
1037,1550,002010001,2.90289729373
1121,1552,002010003,5.29900786903
1124,1551,002010002,0.62163923254
1211,1553,002010004,13.37242178160
1015,1567,002020008,2.92802128119
1017,1568,002020009,5.25378469160
1096,1570,002020011,13.34729779420
1095,1569,002020010,11.50606842760
1030,1563,002020004,0.85421557358
1028,1564,002020005,2.57915676963
1098,1566,002020007,2.34442694395
1097,1565,002020006,2.93089259404
1036,1561,002020002,2.13984590322
1034,1560,002020001,0.53980681624
1141,1562,002020003,3.16203327866
1504,1575,002030005,18.22135136110
1518,1576,002030006,9.87803404033
1557,1572,002030002,1.91588350074
1560,1571,002030001,1.90942304682
1805,1574,002030004,1.68402498791
1803,1573,002030003,0.46874182315
1422,1580,002040004,43.14937171700
1425,1579,002040003,32.79541757140
1419,1578,002040002,6.84449201181
1424,1577,002040001,9.20327552002
1605,1586,002050006,19.21123646690
1606,1585,002050005,18.99660583120
1621,1584,002050004,4.40818305658
1612,1583,002050003,7.03328083185
1663,1581,002050001,5.52584158436
1675,1582,002050002,27.91059658140
1728,1593,002060007,24.87992586570
1727,1594,002060008,23.68689537550
1857,1595,002060009,4.13038353812
2017,1596,002060010,2.94309567367
1762,1587,002060001,4.02342713437
1744,1588,002060002,6.11302506267
2008,1589,002060003,1.27342725002
2018,1590,002060004,1.46293389828
1875,1592,002060006,0.73003129271
1866,1591,002060005,1.80174881485
2336,1600,002070004,23.99412585070
2340,1599,002070003,8.67567178340
2558,1601,002070005,4.91640543145
2568,1602,002070006,0.90087440743
2366,1597,002070001,2.11328625934
2709,1598,002070002,7.96717533708
3073,1617,002080015,3.99112486478
3076,1616,002080014,10.89447879010
2725,1619,002080017,24.63514644500
2724,1618,002080016,12.74503992340
3531,1620,002080018,1.60506388447
3527,1621,002080019,4.69028954433
3092,1607,002080005,1.36889840236
3084,1606,002080004,6.11015374982
2774,1609,002080007,2.53680490506
2775,1608,002080006,4.44766360830
3075,1610,002080008,2.43702678344
3066,1611,002080009,8.33829252325
2716,1613,002080011,4.52303557068
2719,1612,002080010,6.57315294726
3529,1614,002080012,0.62738185824
3528,1615,002080013,3.21802387928
3118,1603,002080001,4.72043832928
3122,1604,002080002,1.02864782936
2762,1605,002080003,8.84938621097
3583,1634,002090013,16.14323868420
3541,1635,002090014,21.86145822960
3565,1627,002090006,2.72487589689
3554,1626,002090005,6.96149801054
3639,1629,002090008,0.53406419054
3638,1628,002090007,1.97618107064
3560,1631,002090010,4.62066020766
3549,1630,002090009,9.74667147733
3666,1632,002090011,1.27127376538
3656,1633,002090012,4.39023735126
3578,1623,002090002,10.88084005400
3577,1622,002090001,1.69766372396
3636,1625,002090004,1.52323146818
3637,1624,002090003,0.48812318490
2443,211,000210001,48.30912091270
3452,1643,002100008,16.94505279820
3437,1642,002100007,14.48074854270
3705,1645,002100010,9.98355478765
3724,1644,002100009,10.72794264460
3748,1647,002100012,4.75274059887
3746,1646,002100011,1.70197069324
3444,1637,002100002,3.94518385914
