Subbasin,Label,Practices,Select,subbasin
Sub092,Sub092 InC-P1000, InC-P1000,1,92
Sub092,Sub092 InC-P2000, InC-P2000,1,92
Sub092,Sub092 InC-M25, InC-M25,1,92
Sub092,Sub092 InC-M50, InC-M50,1,92
Sub092,Sub092 InC-M250, InC-M250,0,92
Sub092,Sub092 InC-M500, InC-M500,1,92
Sub092,Sub092 InC-M1000, InC-M1000,0,92
Sub092,Sub092 InC-M2000, InC-M2000,0,92
Sub093,Sub093 InC-P25, InC-P25,1,93
Sub093,Sub093 InC-P50, InC-P50,0,93
Sub093,Sub093 InC-P250, InC-P250,1,93
Sub093,Sub093 InC-P500, InC-P500,1,93
Sub093,Sub093 InC-P1000, InC-P1000,0,93
Sub093,Sub093 InC-P2000, InC-P2000,1,93
Sub093,Sub093 InC-M25, InC-M25,0,93
Sub093,Sub093 InC-M50, InC-M50,1,93
Sub093,Sub093 InC-M250, InC-M250,1,93
Sub093,Sub093 InC-M500, InC-M500,1,93
Sub093,Sub093 InC-M1000, InC-M1000,0,93
Sub093,Sub093 InC-M2000, InC-M2000,0,93
Sub094,Sub094 InC-P25, InC-P25,1,94
Sub094,Sub094 InC-P50, InC-P50,1,94
Sub094,Sub094 InC-P250, InC-P250,1,94
Sub094,Sub094 InC-P500, InC-P500,0,94
Sub094,Sub094 InC-P1000, InC-P1000,0,94
Sub094,Sub094 InC-P2000, InC-P2000,1,94
Sub094,Sub094 InC-M25, InC-M25,1,94
Sub094,Sub094 InC-M50, InC-M50,0,94
Sub094,Sub094 InC-M250, InC-M250,0,94
Sub094,Sub094 InC-M500, InC-M500,1,94
Sub094,Sub094 InC-M1000, InC-M1000,1,94
Sub094,Sub094 InC-M2000, InC-M2000,1,94
Sub095,Sub095 InC-P25, InC-P25,0,95
Sub095,Sub095 InC-P50, InC-P50,0,95
Sub095,Sub095 InC-P250, InC-P250,1,95
Sub095,Sub095 InC-P500, InC-P500,1,95
Sub095,Sub095 InC-P1000, InC-P1000,1,95
Sub095,Sub095 InC-P2000, InC-P2000,0,95
Sub095,Sub095 InC-M25, InC-M25,1,95
Sub095,Sub095 InC-M50, InC-M50,0,95
Sub095,Sub095 InC-M250, InC-M250,0,95
Sub095,Sub095 InC-M500, InC-M500,1,95
Sub095,Sub095 InC-M1000, InC-M1000,1,95
Sub095,Sub095 InC-M2000, InC-M2000,1,95
Sub096,Sub096 InC-P25, InC-P25,0,96
Sub096,Sub096 InC-P50, InC-P50,0,96
Sub096,Sub096 InC-P250, InC-P250,0,96
Sub096,Sub096 InC-P500, InC-P500,0,96
Sub096,Sub096 InC-P1000, InC-P1000,0,96
Sub096,Sub096 InC-P2000, InC-P2000,0,96
Sub096,Sub096 InC-M25, InC-M25,1,96
Sub096,Sub096 InC-M50, InC-M50,0,96
Sub096,Sub096 InC-M250, InC-M250,0,96
Sub096,Sub096 InC-M500, InC-M500,1,96
Sub096,Sub096 InC-M1000, InC-M1000,0,96
Sub096,Sub096 InC-M2000, InC-M2000,0,96
Sub097,Sub097 InC-P25, InC-P25,1,97
Sub097,Sub097 InC-P50, InC-P50,1,97
Sub097,Sub097 InC-P250, InC-P250,1,97
Sub097,Sub097 InC-P500, InC-P500,0,97
Sub097,Sub097 InC-P1000, InC-P1000,1,97
Sub097,Sub097 InC-P2000, InC-P2000,1,97
Sub097,Sub097 InC-M25, InC-M25,1,97
Sub097,Sub097 InC-M50, InC-M50,1,97
Sub097,Sub097 InC-M250, InC-M250,1,97
Sub097,Sub097 InC-M500, InC-M500,1,97
Sub097,Sub097 InC-M1000, InC-M1000,0,97
Sub097,Sub097 InC-M2000, InC-M2000,1,97
Sub098,Sub098 InC-P25, InC-P25,0,98
Sub098,Sub098 InC-P50, InC-P50,1,98
Sub098,Sub098 InC-P250, InC-P250,0,98
Sub098,Sub098 InC-P500, InC-P500,0,98
Sub098,Sub098 InC-P1000, InC-P1000,1,98
Sub098,Sub098 InC-P2000, InC-P2000,1,98
Sub098,Sub098 InC-M25, InC-M25,0,98
Sub098,Sub098 InC-M50, InC-M50,1,98
Sub098,Sub098 InC-M250, InC-M250,1,98
Sub098,Sub098 InC-M500, InC-M500,0,98
Sub098,Sub098 InC-M1000, InC-M1000,1,98
Sub098,Sub098 InC-M2000, InC-M2000,1,98
Sub099,Sub099 InC-P25, InC-P25,0,99
Sub099,Sub099 InC-P50, InC-P50,1,99
Sub099,Sub099 InC-P250, InC-P250,1,99
Sub099,Sub099 InC-P500, InC-P500,1,99
Sub099,Sub099 InC-P1000, InC-P1000,0,99
Sub099,Sub099 InC-P2000, InC-P2000,1,99
Sub099,Sub099 InC-M25, InC-M25,1,99
Sub099,Sub099 InC-M50, InC-M50,0,99
Sub099,Sub099 InC-M250, InC-M250,1,99
Sub099,Sub099 InC-M500, InC-M500,1,99
Sub099,Sub099 InC-M1000, InC-M1000,1,99
Sub099,Sub099 InC-M2000, InC-M2000,0,99
Sub100,Sub100 InC-P25, InC-P25,0,100
Sub100,Sub100 InC-P50, InC-P50,0,100
Sub100,Sub100 InC-P250, InC-P250,1,100
Sub100,Sub100 InC-P500, InC-P500,0,100
Sub100,Sub100 InC-P1000, InC-P1000,0,100
Sub100,Sub100 InC-P2000, InC-P2000,1,100
Sub100,Sub100 InC-M25, InC-M25,1,100
Sub100,Sub100 InC-M50, InC-M50,1,100
Sub100,Sub100 InC-M250, InC-M250,0,100
Sub100,Sub100 InC-M500, InC-M500,0,100
Sub100,Sub100 InC-M1000, InC-M1000,1,100
Sub100,Sub100 InC-M2000, InC-M2000,1,100
Sub101,Sub101 InC-P25, InC-P25,0,101
Sub101,Sub101 InC-P50, InC-P50,0,101
Sub101,Sub101 InC-P250, InC-P250,0,101
Sub101,Sub101 InC-P500, InC-P500,0,101
Sub101,Sub101 InC-P1000, InC-P1000,0,101
Sub101,Sub101 InC-P2000, InC-P2000,1,101
Sub101,Sub101 InC-M25, InC-M25,0,101
Sub101,Sub101 InC-M50, InC-M50,1,101
Sub101,Sub101 InC-M250, InC-M250,1,101
Sub101,Sub101 InC-M500, InC-M500,0,101
Sub101,Sub101 InC-M1000, InC-M1000,0,101
Sub101,Sub101 InC-M2000, InC-M2000,1,101
Sub102,Sub102 InC-P25, InC-P25,0,102
Sub102,Sub102 InC-P50, InC-P50,1,102
Sub102,Sub102 InC-P250, InC-P250,1,102
Sub102,Sub102 InC-P500, InC-P500,0,102
Sub102,Sub102 InC-P1000, InC-P1000,1,102
Sub102,Sub102 InC-P2000, InC-P2000,0,102
Sub102,Sub102 InC-M25, InC-M25,0,102
Sub102,Sub102 InC-M50, InC-M50,0,102
Sub102,Sub102 InC-M250, InC-M250,1,102
Sub102,Sub102 InC-M500, InC-M500,0,102
Sub102,Sub102 InC-M1000, InC-M1000,0,102
Sub102,Sub102 InC-M2000, InC-M2000,0,102
Sub103,Sub103 InC-P25, InC-P25,1,103
Sub103,Sub103 InC-P50, InC-P50,1,103
Sub103,Sub103 InC-P250, InC-P250,1,103
Sub103,Sub103 InC-P500, InC-P500,0,103
Sub103,Sub103 InC-P1000, InC-P1000,1,103
Sub103,Sub103 InC-P2000, InC-P2000,0,103
Sub103,Sub103 InC-M25, InC-M25,1,103
Sub103,Sub103 InC-M50, InC-M50,0,103
Sub103,Sub103 InC-M250, InC-M250,1,103
Sub103,Sub103 InC-M500, InC-M500,1,103
Sub103,Sub103 InC-M1000, InC-M1000,0,103
Sub103,Sub103 InC-M2000, InC-M2000,1,103
Sub104,Sub104 InC-P25, InC-P25,1,104
Sub104,Sub104 InC-P50, InC-P50,0,104
Sub104,Sub104 InC-P250, InC-P250,1,104
Sub104,Sub104 InC-P500, InC-P500,0,104
Sub104,Sub104 InC-P1000, InC-P1000,1,104
Sub104,Sub104 InC-P2000, InC-P2000,1,104
Sub104,Sub104 InC-M25, InC-M25,1,104
Sub104,Sub104 InC-M50, InC-M50,0,104
Sub104,Sub104 InC-M250, InC-M250,1,104
Sub104,Sub104 InC-M500, InC-M500,0,104
Sub104,Sub104 InC-M1000, InC-M1000,0,104
Sub104,Sub104 InC-M2000, InC-M2000,1,104
Sub105,Sub105 InC-P25, InC-P25,1,105
Sub105,Sub105 InC-P50, InC-P50,1,105
Sub105,Sub105 InC-P250, InC-P250,1,105
Sub105,Sub105 InC-P500, InC-P500,1,105
Sub105,Sub105 InC-P1000, InC-P1000,1,105
Sub105,Sub105 InC-P2000, InC-P2000,1,105
Sub105,Sub105 InC-M25, InC-M25,0,105
Sub105,Sub105 InC-M50, InC-M50,1,105
Sub105,Sub105 InC-M250, InC-M250,0,105
Sub105,Sub105 InC-M500, InC-M500,0,105
Sub105,Sub105 InC-M1000, InC-M1000,1,105
Sub105,Sub105 InC-M2000, InC-M2000,0,105
Sub106,Sub106 InC-P25, InC-P25,0,106
Sub106,Sub106 InC-P50, InC-P50,1,106
Sub106,Sub106 InC-P250, InC-P250,1,106
Sub106,Sub106 InC-P500, InC-P500,0,106
Sub106,Sub106 InC-P1000, InC-P1000,0,106
Sub106,Sub106 InC-P2000, InC-P2000,0,106
Sub106,Sub106 InC-M25, InC-M25,0,106
Sub106,Sub106 InC-M50, InC-M50,1,106
Sub106,Sub106 InC-M250, InC-M250,1,106
Sub106,Sub106 InC-M500, InC-M500,1,106
Sub106,Sub106 InC-M1000, InC-M1000,0,106
Sub106,Sub106 InC-M2000, InC-M2000,0,106
Sub107,Sub107 InC-P25, InC-P25,1,107
Sub107,Sub107 InC-P50, InC-P50,1,107
Sub107,Sub107 InC-P250, InC-P250,0,107
Sub107,Sub107 InC-P500, InC-P500,1,107
Sub107,Sub107 InC-P1000, InC-P1000,0,107
Sub107,Sub107 InC-P2000, InC-P2000,0,107
Sub107,Sub107 InC-M25, InC-M25,0,107
Sub107,Sub107 InC-M50, InC-M50,0,107
Sub107,Sub107 InC-M250, InC-M250,1,107
Sub107,Sub107 InC-M500, InC-M500,0,107
Sub107,Sub107 InC-M1000, InC-M1000,0,107
Sub107,Sub107 InC-M2000, InC-M2000,0,107
Sub108,Sub108 InC-P25, InC-P25,0,108
Sub108,Sub108 InC-P50, InC-P50,1,108
Sub108,Sub108 InC-P250, InC-P250,0,108
Sub108,Sub108 InC-P500, InC-P500,1,108
Sub108,Sub108 InC-P1000, InC-P1000,0,108
Sub108,Sub108 InC-P2000, InC-P2000,0,108
Sub108,Sub108 InC-M25, InC-M25,0,108
Sub108,Sub108 InC-M50, InC-M50,0,108
Sub108,Sub108 InC-M250, InC-M250,1,108
Sub108,Sub108 InC-M500, InC-M500,1,108
Sub108,Sub108 InC-M1000, InC-M1000,1,108
Sub108,Sub108 InC-M2000, InC-M2000,1,108
Sub109,Sub109 InC-P25, InC-P25,0,109
Sub109,Sub109 InC-P50, InC-P50,1,109
Sub109,Sub109 InC-P250, InC-P250,0,109
Sub109,Sub109 InC-P500, InC-P500,1,109
Sub109,Sub109 InC-P1000, InC-P1000,0,109
Sub109,Sub109 InC-P2000, InC-P2000,1,109
Sub109,Sub109 InC-M25, InC-M25,1,109
Sub109,Sub109 InC-M50, InC-M50,1,109
Sub109,Sub109 InC-M250, InC-M250,0,109
Sub109,Sub109 InC-M500, InC-M500,1,109
Sub109,Sub109 InC-M1000, InC-M1000,1,109
Sub109,Sub109 InC-M2000, InC-M2000,1,109
Sub110,Sub110 InC-P25, InC-P25,0,110
Sub110,Sub110 InC-P50, InC-P50,1,110
Sub110,Sub110 InC-P250, InC-P250,1,110
Sub110,Sub110 InC-P500, InC-P500,0,110
Sub110,Sub110 InC-P1000, InC-P1000,0,110
Sub110,Sub110 InC-P2000, InC-P2000,0,110
Sub110,Sub110 InC-M25, InC-M25,1,110
Sub110,Sub110 InC-M50, InC-M50,1,110
Sub110,Sub110 InC-M250, InC-M250,0,110
Sub110,Sub110 InC-M500, InC-M500,0,110
Sub110,Sub110 InC-M1000, InC-M1000,0,110
Sub110,Sub110 InC-M2000, InC-M2000,1,110
Sub111,Sub111 InC-P25, InC-P25,1,111
Sub111,Sub111 InC-P50, InC-P50,0,111
Sub111,Sub111 InC-P250, InC-P250,1,111
Sub111,Sub111 InC-P500, InC-P500,1,111
Sub111,Sub111 InC-P1000, InC-P1000,0,111
Sub111,Sub111 InC-P2000, InC-P2000,0,111
Sub111,Sub111 InC-M25, InC-M25,0,111
Sub111,Sub111 InC-M50, InC-M50,1,111
Sub111,Sub111 InC-M250, InC-M250,1,111
Sub111,Sub111 InC-M500, InC-M500,1,111
Sub111,Sub111 InC-M1000, InC-M1000,0,111
Sub111,Sub111 InC-M2000, InC-M2000,0,111
Sub112,Sub112 InC-P25, InC-P25,1,112
Sub112,Sub112 InC-P50, InC-P50,0,112
Sub112,Sub112 InC-P250, InC-P250,1,112
Sub112,Sub112 InC-P500, InC-P500,1,112
Sub112,Sub112 InC-P1000, InC-P1000,1,112
Sub112,Sub112 InC-P2000, InC-P2000,1,112
Sub112,Sub112 InC-M25, InC-M25,1,112
Sub112,Sub112 InC-M50, InC-M50,1,112
Sub112,Sub112 InC-M250, InC-M250,1,112
Sub112,Sub112 InC-M500, InC-M500,0,112
Sub112,Sub112 InC-M1000, InC-M1000,0,112
Sub112,Sub112 InC-M2000, InC-M2000,0,112
Sub113,Sub113 InC-P25, InC-P25,1,113
Sub113,Sub113 InC-P50, InC-P50,1,113
Sub113,Sub113 InC-P250, InC-P250,1,113
Sub113,Sub113 InC-P500, InC-P500,1,113
Sub113,Sub113 InC-P1000, InC-P1000,0,113
Sub113,Sub113 InC-P2000, InC-P2000,0,113
Sub113,Sub113 InC-M25, InC-M25,1,113
Sub113,Sub113 InC-M50, InC-M50,0,113
Sub113,Sub113 InC-M250, InC-M250,1,113
Sub113,Sub113 InC-M500, InC-M500,0,113
Sub113,Sub113 InC-M1000, InC-M1000,1,113
Sub113,Sub113 InC-M2000, InC-M2000,0,113
Sub114,Sub114 InC-P25, InC-P25,0,114
Sub114,Sub114 InC-P50, InC-P50,1,114
Sub114,Sub114 InC-P250, InC-P250,1,114
Sub114,Sub114 InC-P500, InC-P500,0,114
Sub114,Sub114 InC-P1000, InC-P1000,0,114
Sub114,Sub114 InC-P2000, InC-P2000,0,114
Sub114,Sub114 InC-M25, InC-M25,1,114
Sub114,Sub114 InC-M50, InC-M50,1,114
Sub114,Sub114 InC-M250, InC-M250,0,114
Sub114,Sub114 InC-M500, InC-M500,0,114
Sub114,Sub114 InC-M1000, InC-M1000,1,114
Sub114,Sub114 InC-M2000, InC-M2000,0,114
Sub115,Sub115 InC-P25, InC-P25,1,115
Sub115,Sub115 InC-P50, InC-P50,0,115
Sub115,Sub115 InC-P250, InC-P250,0,115
Sub115,Sub115 InC-P500, InC-P500,1,115
Sub115,Sub115 InC-P1000, InC-P1000,0,115
Sub115,Sub115 InC-P2000, InC-P2000,1,115
Sub115,Sub115 InC-M25, InC-M25,1,115
Sub115,Sub115 InC-M50, InC-M50,0,115
Sub115,Sub115 InC-M250, InC-M250,0,115
Sub115,Sub115 InC-M500, InC-M500,0,115
Sub115,Sub115 InC-M1000, InC-M1000,1,115
Sub115,Sub115 InC-M2000, InC-M2000,1,115
Sub116,Sub116 InC-P25, InC-P25,1,116
Sub116,Sub116 InC-P50, InC-P50,0,116
Sub116,Sub116 InC-P250, InC-P250,0,116
Sub116,Sub116 InC-P500, InC-P500,1,116
Sub116,Sub116 InC-P1000, InC-P1000,0,116
Sub116,Sub116 InC-P2000, InC-P2000,0,116
Sub116,Sub116 InC-M25, InC-M25,0,116
Sub116,Sub116 InC-M50, InC-M50,1,116
Sub116,Sub116 InC-M250, InC-M250,1,116
Sub116,Sub116 InC-M500, InC-M500,1,116
Sub116,Sub116 InC-M1000, InC-M1000,0,116
Sub116,Sub116 InC-M2000, InC-M2000,0,116
Sub117,Sub117 InC-P25, InC-P25,1,117
Sub117,Sub117 InC-P50, InC-P50,0,117
Sub117,Sub117 InC-P250, InC-P250,0,117
Sub117,Sub117 InC-P500, InC-P500,1,117
Sub117,Sub117 InC-P1000, InC-P1000,1,117
Sub117,Sub117 InC-P2000, InC-P2000,0,117
Sub117,Sub117 InC-M25, InC-M25,1,117
Sub117,Sub117 InC-M50, InC-M50,1,117
Sub117,Sub117 InC-M250, InC-M250,1,117
Sub117,Sub117 InC-M500, InC-M500,1,117
Sub117,Sub117 InC-M1000, InC-M1000,1,117
Sub117,Sub117 InC-M2000, InC-M2000,0,117
Sub118,Sub118 InC-P25, InC-P25,1,118
Sub118,Sub118 InC-P50, InC-P50,1,118
Sub118,Sub118 InC-P250, InC-P250,0,118
Sub118,Sub118 InC-P500, InC-P500,1,118
Sub118,Sub118 InC-P1000, InC-P1000,0,118
Sub118,Sub118 InC-P2000, InC-P2000,0,118
Sub118,Sub118 InC-M25, InC-M25,0,118
Sub118,Sub118 InC-M50, InC-M50,1,118
Sub118,Sub118 InC-M250, InC-M250,0,118
Sub118,Sub118 InC-M500, InC-M500,1,118
Sub118,Sub118 InC-M1000, InC-M1000,0,118
Sub118,Sub118 InC-M2000, InC-M2000,1,118
Sub119,Sub119 InC-P25, InC-P25,1,119
Sub119,Sub119 InC-P50, InC-P50,0,119
Sub119,Sub119 InC-P250, InC-P250,0,119
Sub119,Sub119 InC-P500, InC-P500,1,119
Sub119,Sub119 InC-P1000, InC-P1000,1,119
Sub119,Sub119 InC-P2000, InC-P2000,0,119
Sub119,Sub119 InC-M25, InC-M25,1,119
Sub119,Sub119 InC-M50, InC-M50,1,119
Sub119,Sub119 InC-M250, InC-M250,0,119
Sub119,Sub119 InC-M500, InC-M500,0,119
Sub119,Sub119 InC-M1000, InC-M1000,0,119
Sub119,Sub119 InC-M2000, InC-M2000,1,119
Sub120,Sub120 InC-P25, InC-P25,0,120
Sub120,Sub120 InC-P50, InC-P50,1,120
Sub120,Sub120 InC-P250, InC-P250,0,120
Sub120,Sub120 InC-P500, InC-P500,0,120
Sub120,Sub120 InC-P1000, InC-P1000,1,120
Sub120,Sub120 InC-P2000, InC-P2000,0,120
Sub120,Sub120 InC-M25, InC-M25,1,120
Sub120,Sub120 InC-M50, InC-M50,0,120
Sub120,Sub120 InC-M250, InC-M250,1,120
Sub120,Sub120 InC-M500, InC-M500,1,120
Sub120,Sub120 InC-M1000, InC-M1000,0,120
Sub120,Sub120 InC-M2000, InC-M2000,1,120
Sub121,Sub121 InC-P25, InC-P25,1,121
Sub121,Sub121 InC-P50, InC-P50,0,121
Sub121,Sub121 InC-P250, InC-P250,0,121
Sub121,Sub121 InC-P500, InC-P500,0,121
Sub121,Sub121 InC-P1000, InC-P1000,1,121
Sub121,Sub121 InC-P2000, InC-P2000,0,121
Sub121,Sub121 InC-M25, InC-M25,1,121
Sub121,Sub121 InC-M50, InC-M50,0,121
Sub121,Sub121 InC-M250, InC-M250,1,121
Sub121,Sub121 InC-M500, InC-M500,1,121
Sub121,Sub121 InC-M1000, InC-M1000,1,121
Sub121,Sub121 InC-M2000, InC-M2000,1,121
Sub122,Sub122 InC-P25, InC-P25,1,122
Sub122,Sub122 InC-P50, InC-P50,1,122
Sub122,Sub122 InC-P250, InC-P250,1,122
Sub122,Sub122 InC-P500, InC-P500,0,122
Sub122,Sub122 InC-P1000, InC-P1000,0,122
Sub122,Sub122 InC-P2000, InC-P2000,1,122
Sub122,Sub122 InC-M25, InC-M25,1,122
Sub122,Sub122 InC-M50, InC-M50,1,122
Sub122,Sub122 InC-M250, InC-M250,0,122
Sub122,Sub122 InC-M500, InC-M500,1,122
Sub122,Sub122 InC-M1000, InC-M1000,1,122
Sub122,Sub122 InC-M2000, InC-M2000,0,122
Sub123,Sub123 InC-P25, InC-P25,0,123
Sub123,Sub123 InC-P50, InC-P50,1,123
Sub123,Sub123 InC-P250, InC-P250,1,123
Sub123,Sub123 InC-P500, InC-P500,0,123
Sub123,Sub123 InC-P1000, InC-P1000,0,123
Sub123,Sub123 InC-P2000, InC-P2000,1,123
Sub123,Sub123 InC-M25, InC-M25,1,123
Sub123,Sub123 InC-M50, InC-M50,1,123
Sub123,Sub123 InC-M250, InC-M250,1,123
Sub123,Sub123 InC-M500, InC-M500,1,123
Sub123,Sub123 InC-M1000, InC-M1000,0,123
Sub123,Sub123 InC-M2000, InC-M2000,1,123
Sub124,Sub124 InC-P25, InC-P25,0,124
Sub124,Sub124 InC-P50, InC-P50,1,124
Sub124,Sub124 InC-P250, InC-P250,0,124
Sub124,Sub124 InC-P500, InC-P500,1,124
Sub124,Sub124 InC-P1000, InC-P1000,0,124
Sub124,Sub124 InC-P2000, InC-P2000,1,124
Sub124,Sub124 InC-M25, InC-M25,1,124
Sub124,Sub124 InC-M50, InC-M50,0,124
Sub124,Sub124 InC-M250, InC-M250,1,124
Sub124,Sub124 InC-M500, InC-M500,0,124
Sub124,Sub124 InC-M1000, InC-M1000,1,124
Sub124,Sub124 InC-M2000, InC-M2000,0,124
Sub125,Sub125 InC-P25, InC-P25,1,125
Sub125,Sub125 InC-P50, InC-P50,1,125
Sub125,Sub125 InC-P250, InC-P250,1,125
Sub125,Sub125 InC-P500, InC-P500,0,125
Sub125,Sub125 InC-P1000, InC-P1000,0,125
Sub125,Sub125 InC-P2000, InC-P2000,0,125
Sub125,Sub125 InC-M25, InC-M25,1,125
Sub125,Sub125 InC-M50, InC-M50,0,125
Sub125,Sub125 InC-M250, InC-M250,1,125
Sub125,Sub125 InC-M500, InC-M500,0,125
Sub125,Sub125 InC-M1000, InC-M1000,1,125
Sub125,Sub125 InC-M2000, InC-M2000,1,125
Sub126,Sub126 InC-P25, InC-P25,1,126
Sub126,Sub126 InC-P50, InC-P50,0,126
Sub126,Sub126 InC-P250, InC-P250,0,126
Sub126,Sub126 InC-P500, InC-P500,0,126
Sub126,Sub126 InC-P1000, InC-P1000,1,126
Sub126,Sub126 InC-P2000, InC-P2000,0,126
Sub126,Sub126 InC-M25, InC-M25,0,126
Sub126,Sub126 InC-M50, InC-M50,1,126
Sub126,Sub126 InC-M250, InC-M250,0,126
Sub126,Sub126 InC-M500, InC-M500,1,126
Sub126,Sub126 InC-M1000, InC-M1000,0,126
Sub126,Sub126 InC-M2000, InC-M2000,1,126
Sub127,Sub127 InC-P25, InC-P25,1,127
Sub127,Sub127 InC-P50, InC-P50,0,127
Sub127,Sub127 InC-P250, InC-P250,1,127
Sub127,Sub127 InC-P500, InC-P500,1,127
Sub127,Sub127 InC-P1000, InC-P1000,0,127
Sub127,Sub127 InC-P2000, InC-P2000,0,127
Sub127,Sub127 InC-M25, InC-M25,1,127
Sub127,Sub127 InC-M50, InC-M50,1,127
Sub127,Sub127 InC-M250, InC-M250,0,127
Sub127,Sub127 InC-M500, InC-M500,0,127
Sub127,Sub127 InC-M1000, InC-M1000,1,127
Sub127,Sub127 InC-M2000, InC-M2000,0,127
Sub128,Sub128 InC-P25, InC-P25,0,128
Sub128,Sub128 InC-P50, InC-P50,1,128
Sub128,Sub128 InC-P250, InC-P250,1,128
Sub128,Sub128 InC-P500, InC-P500,1,128
Sub128,Sub128 InC-P1000, InC-P1000,0,128
Sub128,Sub128 InC-P2000, InC-P2000,1,128
Sub128,Sub128 InC-M25, InC-M25,1,128
Sub128,Sub128 InC-M50, InC-M50,1,128
Sub128,Sub128 InC-M250, InC-M250,1,128
Sub128,Sub128 InC-M500, InC-M500,0,128
Sub128,Sub128 InC-M1000, InC-M1000,0,128
Sub128,Sub128 InC-M2000, InC-M2000,1,128
Sub129,Sub129 InC-P25, InC-P25,0,129
Sub129,Sub129 InC-P50, InC-P50,1,129
Sub129,Sub129 InC-P250, InC-P250,1,129
Sub129,Sub129 InC-P500, InC-P500,1,129
Sub129,Sub129 InC-P1000, InC-P1000,0,129
Sub129,Sub129 InC-P2000, InC-P2000,0,129
Sub129,Sub129 InC-M25, InC-M25,1,129
Sub129,Sub129 InC-M50, InC-M50,0,129
Sub129,Sub129 InC-M250, InC-M250,0,129
Sub129,Sub129 InC-M500, InC-M500,1,129
Sub129,Sub129 InC-M1000, InC-M1000,0,129
Sub129,Sub129 InC-M2000, InC-M2000,0,129
Sub130,Sub130 InC-P25, InC-P25,0,130
Sub130,Sub130 InC-P50, InC-P50,0,130
Sub130,Sub130 InC-P250, InC-P250,0,130
Sub130,Sub130 InC-P500, InC-P500,0,130
Sub130,Sub130 InC-P1000, InC-P1000,0,130
Sub130,Sub130 InC-P2000, InC-P2000,1,130
Sub130,Sub130 InC-M25, InC-M25,1,130
Sub130,Sub130 InC-M50, InC-M50,0,130
Sub130,Sub130 InC-M250, InC-M250,0,130
Sub130,Sub130 InC-M500, InC-M500,0,130
Sub130,Sub130 InC-M1000, InC-M1000,1,130
Sub130,Sub130 InC-M2000, InC-M2000,1,130
Sub131,Sub131 InC-P25, InC-P25,0,131
Sub131,Sub131 InC-P50, InC-P50,1,131
Sub131,Sub131 InC-P250, InC-P250,0,131
Sub131,Sub131 InC-P500, InC-P500,0,131
Sub131,Sub131 InC-P1000, InC-P1000,1,131
Sub131,Sub131 InC-P2000, InC-P2000,1,131
Sub131,Sub131 InC-M25, InC-M25,1,131
Sub131,Sub131 InC-M50, InC-M50,0,131
Sub131,Sub131 InC-M250, InC-M250,0,131
Sub131,Sub131 InC-M500, InC-M500,0,131
Sub131,Sub131 InC-M1000, InC-M1000,0,131
Sub131,Sub131 InC-M2000, InC-M2000,0,131
Sub132,Sub132 InC-P25, InC-P25,0,132
Sub132,Sub132 InC-P50, InC-P50,1,132
Sub132,Sub132 InC-P250, InC-P250,0,132
Sub132,Sub132 InC-P500, InC-P500,0,132
Sub132,Sub132 InC-P1000, InC-P1000,0,132
Sub132,Sub132 InC-P2000, InC-P2000,1,132
Sub132,Sub132 InC-M25, InC-M25,0,132
Sub132,Sub132 InC-M50, InC-M50,0,132
Sub132,Sub132 InC-M250, InC-M250,1,132
Sub132,Sub132 InC-M500, InC-M500,1,132
Sub132,Sub132 InC-M1000, InC-M1000,0,132
Sub132,Sub132 InC-M2000, InC-M2000,1,132
Sub133,Sub133 InC-P25, InC-P25,1,133
Sub133,Sub133 InC-P50, InC-P50,1,133
Sub133,Sub133 InC-P250, InC-P250,1,133
Sub133,Sub133 InC-P500, InC-P500,1,133
Sub133,Sub133 InC-P1000, InC-P1000,1,133
Sub133,Sub133 InC-P2000, InC-P2000,0,133
Sub133,Sub133 InC-M25, InC-M25,0,133
Sub133,Sub133 InC-M50, InC-M50,1,133
Sub133,Sub133 InC-M250, InC-M250,1,133
Sub133,Sub133 InC-M500, InC-M500,1,133
Sub133,Sub133 InC-M1000, InC-M1000,1,133
Sub133,Sub133 InC-M2000, InC-M2000,0,133
Sub134,Sub134 InC-P25, InC-P25,1,134
Sub134,Sub134 InC-P50, InC-P50,0,134
Sub134,Sub134 InC-P250, InC-P250,0,134
Sub134,Sub134 InC-P500, InC-P500,1,134
Sub134,Sub134 InC-P1000, InC-P1000,0,134
Sub134,Sub134 InC-P2000, InC-P2000,0,134
Sub134,Sub134 InC-M25, InC-M25,1,134
Sub134,Sub134 InC-M50, InC-M50,1,134
Sub134,Sub134 InC-M250, InC-M250,1,134
Sub134,Sub134 InC-M500, InC-M500,0,134
Sub134,Sub134 InC-M1000, InC-M1000,0,134
Sub134,Sub134 InC-M2000, InC-M2000,0,134
Sub135,Sub135 InC-P25, InC-P25,1,135
Sub135,Sub135 InC-P50, InC-P50,1,135
Sub135,Sub135 InC-P250, InC-P250,0,135
Sub135,Sub135 InC-P500, InC-P500,1,135
Sub135,Sub135 InC-P1000, InC-P1000,1,135
Sub135,Sub135 InC-P2000, InC-P2000,0,135
Sub135,Sub135 InC-M25, InC-M25,1,135
Sub135,Sub135 InC-M50, InC-M50,1,135
Sub135,Sub135 InC-M250, InC-M250,1,135
Sub135,Sub135 InC-M500, InC-M500,0,135
Sub135,Sub135 InC-M1000, InC-M1000,1,135
Sub135,Sub135 InC-M2000, InC-M2000,0,135
