Subbasin,Label,Practices,Select,subbasin
Sub299,Sub299 ISO-P-S, ISO-P-S,1,299
Sub299,Sub299 ISO-P-M, ISO-P-M,1,299
Sub299,Sub299 ISO-P-L, ISO-P-L,0,299
Sub299,Sub299 ISO-M-S, ISO-M-S,0,299
Sub299,Sub299 ISO-M-M, ISO-M-M,0,299
Sub299,Sub299 ISO-M-L, ISO-M-L,1,299
Sub300,Sub300 ISO-P-S, ISO-P-S,1,300
Sub300,Sub300 ISO-P-M, ISO-P-M,1,300
Sub300,Sub300 ISO-P-L, ISO-P-L,1,300
Sub300,Sub300 ISO-M-S, ISO-M-S,0,300
Sub300,Sub300 ISO-M-M, ISO-M-M,1,300
Sub300,Sub300 ISO-M-L, ISO-M-L,1,300
Sub301,Sub301 ISO-P-S, ISO-P-S,0,301
Sub301,Sub301 ISO-P-M, ISO-P-M,0,301
Sub301,Sub301 ISO-P-L, ISO-P-L,1,301
Sub301,Sub301 ISO-M-S, ISO-M-S,1,301
Sub301,Sub301 ISO-M-M, ISO-M-M,1,301
Sub301,Sub301 ISO-M-L, ISO-M-L,0,301
Sub302,Sub302 ISO-P-S, ISO-P-S,0,302
Sub302,Sub302 ISO-P-M, ISO-P-M,0,302
Sub302,Sub302 ISO-P-L, ISO-P-L,0,302
Sub302,Sub302 ISO-M-S, ISO-M-S,0,302
Sub302,Sub302 ISO-M-M, ISO-M-M,1,302
Sub302,Sub302 ISO-M-L, ISO-M-L,0,302
Sub303,Sub303 ISO-P-S, ISO-P-S,1,303
Sub303,Sub303 ISO-P-M, ISO-P-M,0,303
Sub303,Sub303 ISO-P-L, ISO-P-L,1,303
Sub303,Sub303 ISO-M-S, ISO-M-S,0,303
Sub303,Sub303 ISO-M-M, ISO-M-M,0,303
Sub303,Sub303 ISO-M-L, ISO-M-L,0,303
Sub304,Sub304 ISO-P-S, ISO-P-S,0,304
Sub304,Sub304 ISO-P-M, ISO-P-M,1,304
Sub304,Sub304 ISO-P-L, ISO-P-L,1,304
Sub304,Sub304 ISO-M-S, ISO-M-S,0,304
Sub304,Sub304 ISO-M-M, ISO-M-M,1,304
Sub304,Sub304 ISO-M-L, ISO-M-L,0,304
Sub305,Sub305 ISO-P-S, ISO-P-S,0,305
Sub305,Sub305 ISO-P-M, ISO-P-M,0,305
Sub305,Sub305 ISO-P-L, ISO-P-L,0,305
Sub305,Sub305 ISO-M-S, ISO-M-S,0,305
Sub305,Sub305 ISO-M-M, ISO-M-M,1,305
Sub305,Sub305 ISO-M-L, ISO-M-L,0,305
Sub306,Sub306 ISO-P-S, ISO-P-S,1,306
Sub306,Sub306 ISO-P-M, ISO-P-M,0,306
Sub306,Sub306 ISO-P-L, ISO-P-L,0,306
Sub306,Sub306 ISO-M-S, ISO-M-S,0,306
Sub306,Sub306 ISO-M-M, ISO-M-M,0,306
Sub306,Sub306 ISO-M-L, ISO-M-L,0,306
Sub307,Sub307 ISO-P-S, ISO-P-S,1,307
Sub307,Sub307 ISO-P-M, ISO-P-M,1,307
Sub307,Sub307 ISO-P-L, ISO-P-L,0,307
Sub307,Sub307 ISO-M-S, ISO-M-S,1,307
Sub307,Sub307 ISO-M-M, ISO-M-M,1,307
Sub307,Sub307 ISO-M-L, ISO-M-L,1,307
Sub308,Sub308 ISO-P-S, ISO-P-S,0,308
Sub308,Sub308 ISO-P-M, ISO-P-M,1,308
Sub308,Sub308 ISO-P-L, ISO-P-L,1,308
Sub308,Sub308 ISO-M-S, ISO-M-S,1,308
Sub308,Sub308 ISO-M-M, ISO-M-M,0,308
Sub308,Sub308 ISO-M-L, ISO-M-L,1,308
Sub309,Sub309 ISO-P-S, ISO-P-S,1,309
Sub309,Sub309 ISO-P-M, ISO-P-M,1,309
Sub309,Sub309 ISO-P-L, ISO-P-L,1,309
Sub309,Sub309 ISO-M-S, ISO-M-S,1,309
Sub309,Sub309 ISO-M-M, ISO-M-M,1,309
Sub309,Sub309 ISO-M-L, ISO-M-L,0,309
Sub310,Sub310 ISO-P-S, ISO-P-S,0,310
Sub310,Sub310 ISO-P-M, ISO-P-M,1,310
Sub310,Sub310 ISO-P-L, ISO-P-L,0,310
Sub310,Sub310 ISO-M-S, ISO-M-S,0,310
Sub310,Sub310 ISO-M-M, ISO-M-M,0,310
Sub310,Sub310 ISO-M-L, ISO-M-L,0,310
Sub311,Sub311 ISO-P-S, ISO-P-S,0,311
Sub311,Sub311 ISO-P-M, ISO-P-M,0,311
Sub311,Sub311 ISO-P-L, ISO-P-L,1,311
Sub311,Sub311 ISO-M-S, ISO-M-S,1,311
Sub311,Sub311 ISO-M-M, ISO-M-M,0,311
Sub311,Sub311 ISO-M-L, ISO-M-L,0,311
Sub312,Sub312 ISO-P-S, ISO-P-S,0,312
Sub312,Sub312 ISO-P-M, ISO-P-M,1,312
Sub312,Sub312 ISO-P-L, ISO-P-L,0,312
Sub312,Sub312 ISO-M-S, ISO-M-S,0,312
Sub312,Sub312 ISO-M-M, ISO-M-M,0,312
Sub312,Sub312 ISO-M-L, ISO-M-L,1,312
Sub313,Sub313 ISO-P-S, ISO-P-S,1,313
Sub313,Sub313 ISO-P-M, ISO-P-M,1,313
Sub313,Sub313 ISO-P-L, ISO-P-L,1,313
Sub313,Sub313 ISO-M-S, ISO-M-S,1,313
Sub313,Sub313 ISO-M-M, ISO-M-M,1,313
Sub313,Sub313 ISO-M-L, ISO-M-L,0,313
Sub314,Sub314 ISO-P-S, ISO-P-S,1,314
Sub314,Sub314 ISO-P-M, ISO-P-M,1,314
Sub314,Sub314 ISO-P-L, ISO-P-L,1,314
Sub314,Sub314 ISO-M-S, ISO-M-S,0,314
Sub314,Sub314 ISO-M-M, ISO-M-M,0,314
Sub314,Sub314 ISO-M-L, ISO-M-L,1,314
Sub315,Sub315 ISO-P-S, ISO-P-S,1,315
Sub315,Sub315 ISO-P-M, ISO-P-M,1,315
Sub315,Sub315 ISO-P-L, ISO-P-L,0,315
Sub315,Sub315 ISO-M-S, ISO-M-S,1,315
Sub315,Sub315 ISO-M-M, ISO-M-M,1,315
Sub315,Sub315 ISO-M-L, ISO-M-L,0,315
Sub316,Sub316 ISO-P-S, ISO-P-S,1,316
Sub316,Sub316 ISO-P-M, ISO-P-M,1,316
Sub316,Sub316 ISO-P-L, ISO-P-L,0,316
Sub316,Sub316 ISO-M-S, ISO-M-S,1,316
Sub316,Sub316 ISO-M-M, ISO-M-M,0,316
Sub316,Sub316 ISO-M-L, ISO-M-L,1,316
Sub317,Sub317 ISO-P-S, ISO-P-S,1,317
Sub317,Sub317 ISO-P-M, ISO-P-M,1,317
Sub317,Sub317 ISO-P-L, ISO-P-L,1,317
Sub317,Sub317 ISO-M-S, ISO-M-S,1,317
Sub317,Sub317 ISO-M-M, ISO-M-M,0,317
Sub317,Sub317 ISO-M-L, ISO-M-L,0,317
Sub318,Sub318 ISO-P-S, ISO-P-S,1,318
Sub318,Sub318 ISO-P-M, ISO-P-M,1,318
Sub318,Sub318 ISO-P-L, ISO-P-L,0,318
Sub318,Sub318 ISO-M-S, ISO-M-S,1,318
Sub318,Sub318 ISO-M-M, ISO-M-M,0,318
Sub318,Sub318 ISO-M-L, ISO-M-L,0,318
Sub319,Sub319 ISO-P-S, ISO-P-S,1,319
Sub319,Sub319 ISO-P-M, ISO-P-M,1,319
Sub319,Sub319 ISO-P-L, ISO-P-L,0,319
Sub319,Sub319 ISO-M-S, ISO-M-S,0,319
Sub319,Sub319 ISO-M-M, ISO-M-M,0,319
Sub319,Sub319 ISO-M-L, ISO-M-L,0,319
Sub320,Sub320 ISO-P-S, ISO-P-S,0,320
Sub320,Sub320 ISO-P-M, ISO-P-M,0,320
Sub320,Sub320 ISO-P-L, ISO-P-L,1,320
Sub320,Sub320 ISO-M-S, ISO-M-S,0,320
Sub320,Sub320 ISO-M-M, ISO-M-M,1,320
Sub320,Sub320 ISO-M-L, ISO-M-L,0,320
Sub321,Sub321 ISO-P-S, ISO-P-S,0,321
Sub321,Sub321 ISO-P-M, ISO-P-M,0,321
Sub321,Sub321 ISO-P-L, ISO-P-L,0,321
Sub321,Sub321 ISO-M-S, ISO-M-S,1,321
Sub321,Sub321 ISO-M-M, ISO-M-M,1,321
Sub321,Sub321 ISO-M-L, ISO-M-L,1,321
Sub322,Sub322 ISO-P-S, ISO-P-S,0,322
Sub322,Sub322 ISO-P-M, ISO-P-M,1,322
Sub322,Sub322 ISO-P-L, ISO-P-L,1,322
Sub322,Sub322 ISO-M-S, ISO-M-S,0,322
Sub322,Sub322 ISO-M-M, ISO-M-M,1,322
Sub322,Sub322 ISO-M-L, ISO-M-L,0,322
Sub323,Sub323 ISO-P-S, ISO-P-S,0,323
Sub323,Sub323 ISO-P-M, ISO-P-M,0,323
Sub323,Sub323 ISO-P-L, ISO-P-L,0,323
Sub323,Sub323 ISO-M-S, ISO-M-S,0,323
Sub323,Sub323 ISO-M-M, ISO-M-M,0,323
Sub323,Sub323 ISO-M-L, ISO-M-L,0,323
Sub324,Sub324 ISO-P-S, ISO-P-S,0,324
Sub324,Sub324 ISO-P-M, ISO-P-M,1,324
Sub324,Sub324 ISO-P-L, ISO-P-L,1,324
Sub324,Sub324 ISO-M-S, ISO-M-S,0,324
Sub324,Sub324 ISO-M-M, ISO-M-M,0,324
Sub324,Sub324 ISO-M-L, ISO-M-L,1,324
Sub325,Sub325 ISO-P-S, ISO-P-S,1,325
Sub325,Sub325 ISO-P-M, ISO-P-M,0,325
Sub325,Sub325 ISO-P-L, ISO-P-L,1,325
Sub325,Sub325 ISO-M-S, ISO-M-S,1,325
Sub325,Sub325 ISO-M-M, ISO-M-M,0,325
Sub325,Sub325 ISO-M-L, ISO-M-L,1,325
Sub326,Sub326 ISO-P-S, ISO-P-S,0,326
Sub326,Sub326 ISO-P-M, ISO-P-M,0,326
Sub326,Sub326 ISO-P-L, ISO-P-L,0,326
Sub326,Sub326 ISO-M-S, ISO-M-S,1,326
Sub326,Sub326 ISO-M-M, ISO-M-M,0,326
Sub326,Sub326 ISO-M-L, ISO-M-L,1,326
Sub327,Sub327 ISO-P-S, ISO-P-S,0,327
Sub327,Sub327 ISO-P-M, ISO-P-M,0,327
Sub327,Sub327 ISO-P-L, ISO-P-L,0,327
Sub327,Sub327 ISO-M-S, ISO-M-S,1,327
Sub327,Sub327 ISO-M-M, ISO-M-M,0,327
Sub327,Sub327 ISO-M-L, ISO-M-L,0,327
Sub328,Sub328 ISO-P-S, ISO-P-S,0,328
Sub328,Sub328 ISO-P-M, ISO-P-M,0,328
Sub328,Sub328 ISO-P-L, ISO-P-L,1,328
Sub328,Sub328 ISO-M-S, ISO-M-S,0,328
Sub328,Sub328 ISO-M-M, ISO-M-M,0,328
Sub328,Sub328 ISO-M-L, ISO-M-L,1,328
Sub329,Sub329 ISO-P-S, ISO-P-S,1,329
Sub329,Sub329 ISO-P-M, ISO-P-M,1,329
Sub329,Sub329 ISO-P-L, ISO-P-L,0,329
Sub329,Sub329 ISO-M-S, ISO-M-S,0,329
Sub329,Sub329 ISO-M-M, ISO-M-M,1,329
Sub329,Sub329 ISO-M-L, ISO-M-L,0,329
Sub330,Sub330 ISO-P-S, ISO-P-S,1,330
Sub330,Sub330 ISO-P-M, ISO-P-M,1,330
Sub330,Sub330 ISO-P-L, ISO-P-L,1,330
Sub330,Sub330 ISO-M-S, ISO-M-S,0,330
Sub330,Sub330 ISO-M-M, ISO-M-M,1,330
Sub330,Sub330 ISO-M-L, ISO-M-L,1,330
Sub331,Sub331 ISO-P-S, ISO-P-S,1,331
Sub331,Sub331 ISO-P-M, ISO-P-M,0,331
Sub331,Sub331 ISO-P-L, ISO-P-L,1,331
Sub331,Sub331 ISO-M-S, ISO-M-S,0,331
Sub331,Sub331 ISO-M-M, ISO-M-M,1,331
Sub331,Sub331 ISO-M-L, ISO-M-L,0,331
Sub332,Sub332 ISO-P-S, ISO-P-S,1,332
Sub332,Sub332 ISO-P-M, ISO-P-M,0,332
Sub332,Sub332 ISO-P-L, ISO-P-L,1,332
Sub332,Sub332 ISO-M-S, ISO-M-S,0,332
Sub332,Sub332 ISO-M-M, ISO-M-M,1,332
Sub332,Sub332 ISO-M-L, ISO-M-L,1,332
Sub333,Sub333 ISO-P-S, ISO-P-S,1,333
Sub333,Sub333 ISO-P-M, ISO-P-M,0,333
Sub333,Sub333 ISO-P-L, ISO-P-L,0,333
Sub333,Sub333 ISO-M-S, ISO-M-S,0,333
Sub333,Sub333 ISO-M-M, ISO-M-M,0,333
Sub333,Sub333 ISO-M-L, ISO-M-L,1,333
Sub334,Sub334 ISO-P-S, ISO-P-S,1,334
Sub334,Sub334 ISO-P-M, ISO-P-M,0,334
Sub334,Sub334 ISO-P-L, ISO-P-L,0,334
Sub334,Sub334 ISO-M-S, ISO-M-S,0,334
Sub334,Sub334 ISO-M-M, ISO-M-M,0,334
Sub334,Sub334 ISO-M-L, ISO-M-L,0,334
Sub335,Sub335 ISO-P-S, ISO-P-S,0,335
Sub335,Sub335 ISO-P-M, ISO-P-M,1,335
Sub335,Sub335 ISO-P-L, ISO-P-L,0,335
Sub335,Sub335 ISO-M-S, ISO-M-S,1,335
Sub335,Sub335 ISO-M-M, ISO-M-M,1,335
Sub335,Sub335 ISO-M-L, ISO-M-L,0,335
Sub336,Sub336 ISO-P-S, ISO-P-S,0,336
Sub336,Sub336 ISO-P-M, ISO-P-M,1,336
Sub336,Sub336 ISO-P-L, ISO-P-L,1,336
Sub336,Sub336 ISO-M-S, ISO-M-S,0,336
Sub336,Sub336 ISO-M-M, ISO-M-M,0,336
Sub336,Sub336 ISO-M-L, ISO-M-L,1,336
Sub337,Sub337 ISO-P-S, ISO-P-S,1,337
Sub337,Sub337 ISO-P-M, ISO-P-M,0,337
Sub337,Sub337 ISO-P-L, ISO-P-L,0,337
Sub337,Sub337 ISO-M-S, ISO-M-S,0,337
Sub337,Sub337 ISO-M-M, ISO-M-M,0,337
Sub337,Sub337 ISO-M-L, ISO-M-L,1,337
Sub338,Sub338 ISO-P-S, ISO-P-S,1,338
Sub338,Sub338 ISO-P-M, ISO-P-M,1,338
Sub338,Sub338 ISO-P-L, ISO-P-L,1,338
Sub338,Sub338 ISO-M-S, ISO-M-S,0,338
Sub338,Sub338 ISO-M-M, ISO-M-M,0,338
Sub338,Sub338 ISO-M-L, ISO-M-L,0,338
Sub339,Sub339 ISO-P-S, ISO-P-S,0,339
Sub339,Sub339 ISO-P-M, ISO-P-M,0,339
Sub339,Sub339 ISO-P-L, ISO-P-L,1,339
Sub339,Sub339 ISO-M-S, ISO-M-S,1,339
Sub339,Sub339 ISO-M-M, ISO-M-M,0,339
Sub339,Sub339 ISO-M-L, ISO-M-L,1,339
Sub340,Sub340 ISO-P-S, ISO-P-S,0,340
Sub340,Sub340 ISO-P-M, ISO-P-M,1,340
Sub340,Sub340 ISO-P-L, ISO-P-L,1,340
Sub340,Sub340 ISO-M-S, ISO-M-S,1,340
Sub340,Sub340 ISO-M-M, ISO-M-M,0,340
Sub340,Sub340 ISO-M-L, ISO-M-L,1,340
Sub341,Sub341 ISO-P-S, ISO-P-S,0,341
Sub341,Sub341 ISO-P-M, ISO-P-M,1,341
Sub341,Sub341 ISO-P-L, ISO-P-L,0,341
Sub341,Sub341 ISO-M-S, ISO-M-S,1,341
Sub341,Sub341 ISO-M-M, ISO-M-M,0,341
Sub341,Sub341 ISO-M-L, ISO-M-L,1,341
Sub342,Sub342 ISO-P-S, ISO-P-S,1,342
Sub342,Sub342 ISO-P-M, ISO-P-M,1,342
Sub342,Sub342 ISO-P-L, ISO-P-L,1,342
Sub342,Sub342 ISO-M-S, ISO-M-S,1,342
Sub342,Sub342 ISO-M-M, ISO-M-M,1,342
Sub342,Sub342 ISO-M-L, ISO-M-L,0,342
Sub343,Sub343 ISO-P-S, ISO-P-S,0,343
Sub343,Sub343 ISO-P-M, ISO-P-M,0,343
Sub343,Sub343 ISO-P-L, ISO-P-L,0,343
Sub343,Sub343 ISO-M-S, ISO-M-S,1,343
Sub343,Sub343 ISO-M-M, ISO-M-M,1,343
Sub343,Sub343 ISO-M-L, ISO-M-L,0,343
Sub344,Sub344 ISO-P-S, ISO-P-S,1,344
Sub344,Sub344 ISO-P-M, ISO-P-M,0,344
Sub344,Sub344 ISO-P-L, ISO-P-L,1,344
Sub344,Sub344 ISO-M-S, ISO-M-S,0,344
Sub344,Sub344 ISO-M-M, ISO-M-M,0,344
Sub344,Sub344 ISO-M-L, ISO-M-L,0,344
Sub345,Sub345 ISO-P-S, ISO-P-S,0,345
Sub345,Sub345 ISO-P-M, ISO-P-M,1,345
Sub345,Sub345 ISO-P-L, ISO-P-L,1,345
Sub345,Sub345 ISO-M-S, ISO-M-S,0,345
Sub345,Sub345 ISO-M-M, ISO-M-M,1,345
Sub345,Sub345 ISO-M-L, ISO-M-L,1,345
Sub346,Sub346 ISO-P-S, ISO-P-S,0,346
Sub346,Sub346 ISO-P-M, ISO-P-M,0,346
Sub346,Sub346 ISO-P-L, ISO-P-L,0,346
Sub346,Sub346 ISO-M-S, ISO-M-S,1,346
Sub346,Sub346 ISO-M-M, ISO-M-M,0,346
Sub346,Sub346 ISO-M-L, ISO-M-L,0,346
Sub347,Sub347 ISO-P-S, ISO-P-S,0,347
Sub347,Sub347 ISO-P-M, ISO-P-M,1,347
Sub347,Sub347 ISO-P-L, ISO-P-L,1,347
Sub347,Sub347 ISO-M-S, ISO-M-S,1,347
Sub347,Sub347 ISO-M-M, ISO-M-M,0,347
Sub347,Sub347 ISO-M-L, ISO-M-L,0,347
Sub348,Sub348 ISO-P-S, ISO-P-S,0,348
Sub348,Sub348 ISO-P-M, ISO-P-M,1,348
Sub348,Sub348 ISO-P-L, ISO-P-L,0,348
Sub348,Sub348 ISO-M-S, ISO-M-S,0,348
Sub348,Sub348 ISO-M-M, ISO-M-M,1,348
Sub348,Sub348 ISO-M-L, ISO-M-L,0,348
Sub349,Sub349 ISO-P-S, ISO-P-S,1,349
Sub349,Sub349 ISO-P-M, ISO-P-M,1,349
Sub349,Sub349 ISO-P-L, ISO-P-L,1,349
Sub349,Sub349 ISO-M-S, ISO-M-S,0,349
Sub349,Sub349 ISO-M-M, ISO-M-M,1,349
Sub349,Sub349 ISO-M-L, ISO-M-L,0,349
Sub350,Sub350 ISO-P-S, ISO-P-S,0,350
Sub350,Sub350 ISO-P-M, ISO-P-M,0,350
Sub350,Sub350 ISO-P-L, ISO-P-L,0,350
Sub350,Sub350 ISO-M-S, ISO-M-S,1,350
Sub350,Sub350 ISO-M-M, ISO-M-M,1,350
Sub350,Sub350 ISO-M-L, ISO-M-L,0,350
Sub351,Sub351 ISO-P-S, ISO-P-S,0,351
Sub351,Sub351 ISO-P-M, ISO-P-M,0,351
Sub351,Sub351 ISO-P-L, ISO-P-L,0,351
Sub351,Sub351 ISO-M-S, ISO-M-S,1,351
Sub351,Sub351 ISO-M-M, ISO-M-M,1,351
Sub351,Sub351 ISO-M-L, ISO-M-L,0,351
Sub352,Sub352 ISO-P-S, ISO-P-S,0,352
Sub352,Sub352 ISO-P-M, ISO-P-M,1,352
Sub352,Sub352 ISO-P-L, ISO-P-L,1,352
Sub352,Sub352 ISO-M-S, ISO-M-S,1,352
Sub352,Sub352 ISO-M-M, ISO-M-M,1,352
Sub352,Sub352 ISO-M-L, ISO-M-L,0,352
Sub353,Sub353 ISO-P-S, ISO-P-S,1,353
Sub353,Sub353 ISO-P-M, ISO-P-M,1,353
Sub353,Sub353 ISO-P-L, ISO-P-L,0,353
Sub353,Sub353 ISO-M-S, ISO-M-S,1,353
Sub353,Sub353 ISO-M-M, ISO-M-M,1,353
Sub353,Sub353 ISO-M-L, ISO-M-L,1,353
Sub354,Sub354 ISO-P-S, ISO-P-S,1,354
Sub354,Sub354 ISO-P-M, ISO-P-M,0,354
Sub354,Sub354 ISO-P-L, ISO-P-L,1,354
Sub354,Sub354 ISO-M-S, ISO-M-S,0,354
Sub354,Sub354 ISO-M-M, ISO-M-M,0,354
Sub354,Sub354 ISO-M-L, ISO-M-L,1,354
Sub355,Sub355 ISO-P-S, ISO-P-S,0,355
Sub355,Sub355 ISO-P-M, ISO-P-M,0,355
Sub355,Sub355 ISO-P-L, ISO-P-L,1,355
Sub355,Sub355 ISO-M-S, ISO-M-S,1,355
Sub355,Sub355 ISO-M-M, ISO-M-M,1,355
Sub355,Sub355 ISO-M-L, ISO-M-L,0,355
Sub356,Sub356 ISO-P-S, ISO-P-S,0,356
Sub356,Sub356 ISO-P-M, ISO-P-M,1,356
Sub356,Sub356 ISO-P-L, ISO-P-L,1,356
Sub356,Sub356 ISO-M-S, ISO-M-S,0,356
Sub356,Sub356 ISO-M-M, ISO-M-M,1,356
Sub356,Sub356 ISO-M-L, ISO-M-L,0,356
Sub357,Sub357 ISO-P-S, ISO-P-S,0,357
Sub357,Sub357 ISO-P-M, ISO-P-M,1,357
Sub357,Sub357 ISO-P-L, ISO-P-L,1,357
Sub357,Sub357 ISO-M-S, ISO-M-S,0,357
Sub357,Sub357 ISO-M-M, ISO-M-M,1,357
Sub357,Sub357 ISO-M-L, ISO-M-L,1,357
Sub358,Sub358 ISO-P-S, ISO-P-S,1,358
Sub358,Sub358 ISO-P-M, ISO-P-M,1,358
Sub358,Sub358 ISO-P-L, ISO-P-L,1,358
Sub358,Sub358 ISO-M-S, ISO-M-S,1,358
Sub358,Sub358 ISO-M-M, ISO-M-M,1,358
Sub358,Sub358 ISO-M-L, ISO-M-L,0,358
Sub359,Sub359 ISO-P-S, ISO-P-S,0,359
Sub359,Sub359 ISO-P-M, ISO-P-M,1,359
Sub359,Sub359 ISO-P-L, ISO-P-L,1,359
Sub359,Sub359 ISO-M-S, ISO-M-S,1,359
Sub359,Sub359 ISO-M-M, ISO-M-M,1,359
Sub359,Sub359 ISO-M-L, ISO-M-L,0,359
Sub360,Sub360 ISO-P-S, ISO-P-S,0,360
Sub360,Sub360 ISO-P-M, ISO-P-M,1,360
Sub360,Sub360 ISO-P-L, ISO-P-L,1,360
Sub360,Sub360 ISO-M-S, ISO-M-S,0,360
Sub360,Sub360 ISO-M-M, ISO-M-M,1,360
Sub360,Sub360 ISO-M-L, ISO-M-L,0,360
Sub361,Sub361 ISO-P-S, ISO-P-S,1,361
Sub361,Sub361 ISO-P-M, ISO-P-M,0,361
Sub361,Sub361 ISO-P-L, ISO-P-L,1,361
Sub361,Sub361 ISO-M-S, ISO-M-S,1,361
Sub361,Sub361 ISO-M-M, ISO-M-M,1,361
Sub361,Sub361 ISO-M-L, ISO-M-L,0,361
Sub362,Sub362 ISO-P-S, ISO-P-S,0,362
Sub362,Sub362 ISO-P-M, ISO-P-M,0,362
Sub362,Sub362 ISO-P-L, ISO-P-L,1,362
Sub362,Sub362 ISO-M-S, ISO-M-S,1,362
Sub362,Sub362 ISO-M-M, ISO-M-M,1,362
Sub362,Sub362 ISO-M-L, ISO-M-L,0,362
Sub363,Sub363 ISO-P-S, ISO-P-S,0,363
Sub363,Sub363 ISO-P-M, ISO-P-M,1,363
Sub363,Sub363 ISO-P-L, ISO-P-L,0,363
Sub363,Sub363 ISO-M-S, ISO-M-S,1,363
Sub363,Sub363 ISO-M-M, ISO-M-M,0,363
Sub363,Sub363 ISO-M-L, ISO-M-L,0,363
Sub364,Sub364 ISO-P-S, ISO-P-S,1,364
Sub364,Sub364 ISO-P-M, ISO-P-M,1,364
Sub364,Sub364 ISO-P-L, ISO-P-L,1,364
Sub364,Sub364 ISO-M-S, ISO-M-S,1,364
Sub364,Sub364 ISO-M-M, ISO-M-M,0,364
Sub364,Sub364 ISO-M-L, ISO-M-L,0,364
Sub365,Sub365 ISO-P-S, ISO-P-S,1,365
Sub365,Sub365 ISO-P-M, ISO-P-M,0,365
Sub365,Sub365 ISO-P-L, ISO-P-L,0,365
Sub365,Sub365 ISO-M-S, ISO-M-S,1,365
Sub365,Sub365 ISO-M-M, ISO-M-M,1,365
Sub365,Sub365 ISO-M-L, ISO-M-L,0,365
Sub366,Sub366 ISO-P-S, ISO-P-S,0,366
Sub366,Sub366 ISO-P-M, ISO-P-M,0,366
Sub366,Sub366 ISO-P-L, ISO-P-L,1,366
Sub366,Sub366 ISO-M-S, ISO-M-S,1,366
Sub366,Sub366 ISO-M-M, ISO-M-M,0,366
Sub366,Sub366 ISO-M-L, ISO-M-L,1,366
Sub367,Sub367 ISO-P-S, ISO-P-S,0,367
Sub367,Sub367 ISO-P-M, ISO-P-M,0,367
Sub367,Sub367 ISO-P-L, ISO-P-L,1,367
Sub367,Sub367 ISO-M-S, ISO-M-S,1,367
Sub367,Sub367 ISO-M-M, ISO-M-M,1,367
Sub367,Sub367 ISO-M-L, ISO-M-L,0,367
Sub368,Sub368 ISO-P-S, ISO-P-S,0,368
Sub368,Sub368 ISO-P-M, ISO-P-M,1,368
Sub368,Sub368 ISO-P-L, ISO-P-L,1,368
Sub368,Sub368 ISO-M-S, ISO-M-S,1,368
Sub368,Sub368 ISO-M-M, ISO-M-M,0,368
Sub368,Sub368 ISO-M-L, ISO-M-L,0,368
Sub369,Sub369 ISO-P-S, ISO-P-S,0,369
Sub369,Sub369 ISO-P-M, ISO-P-M,0,369
Sub369,Sub369 ISO-P-L, ISO-P-L,0,369
Sub369,Sub369 ISO-M-S, ISO-M-S,1,369
Sub369,Sub369 ISO-M-M, ISO-M-M,0,369
Sub369,Sub369 ISO-M-L, ISO-M-L,1,369
Sub370,Sub370 ISO-P-S, ISO-P-S,0,370
Sub370,Sub370 ISO-P-M, ISO-P-M,1,370
Sub370,Sub370 ISO-P-L, ISO-P-L,0,370
Sub370,Sub370 ISO-M-S, ISO-M-S,1,370
Sub370,Sub370 ISO-M-M, ISO-M-M,0,370
Sub370,Sub370 ISO-M-L, ISO-M-L,1,370
Sub371,Sub371 ISO-P-S, ISO-P-S,0,371
Sub371,Sub371 ISO-P-M, ISO-P-M,1,371
Sub371,Sub371 ISO-P-L, ISO-P-L,0,371
Sub371,Sub371 ISO-M-S, ISO-M-S,1,371
Sub371,Sub371 ISO-M-M, ISO-M-M,0,371
Sub371,Sub371 ISO-M-L, ISO-M-L,0,371
Sub372,Sub372 ISO-P-S, ISO-P-S,0,372
Sub372,Sub372 ISO-P-M, ISO-P-M,1,372
Sub372,Sub372 ISO-P-L, ISO-P-L,1,372
Sub372,Sub372 ISO-M-S, ISO-M-S,1,372
Sub372,Sub372 ISO-M-M, ISO-M-M,0,372
Sub372,Sub372 ISO-M-L, ISO-M-L,1,372
Sub373,Sub373 ISO-P-S, ISO-P-S,0,373
Sub373,Sub373 ISO-P-M, ISO-P-M,1,373
Sub373,Sub373 ISO-P-L, ISO-P-L,1,373
Sub373,Sub373 ISO-M-S, ISO-M-S,1,373
Sub373,Sub373 ISO-M-M, ISO-M-M,1,373
Sub373,Sub373 ISO-M-L, ISO-M-L,0,373
Sub374,Sub374 ISO-P-S, ISO-P-S,1,374
Sub374,Sub374 ISO-P-M, ISO-P-M,0,374
Sub374,Sub374 ISO-P-L, ISO-P-L,1,374
Sub374,Sub374 ISO-M-S, ISO-M-S,0,374
Sub374,Sub374 ISO-M-M, ISO-M-M,0,374
Sub374,Sub374 ISO-M-L, ISO-M-L,1,374
Sub375,Sub375 ISO-P-S, ISO-P-S,1,375
Sub375,Sub375 ISO-P-M, ISO-P-M,0,375
Sub375,Sub375 ISO-P-L, ISO-P-L,0,375
Sub375,Sub375 ISO-M-S, ISO-M-S,1,375
Sub375,Sub375 ISO-M-M, ISO-M-M,1,375
Sub375,Sub375 ISO-M-L, ISO-M-L,1,375
Sub376,Sub376 ISO-P-S, ISO-P-S,1,376
Sub376,Sub376 ISO-P-M, ISO-P-M,1,376
Sub376,Sub376 ISO-P-L, ISO-P-L,0,376
