ID,Label,Genome section,Cost,NitRed,SedRed,WithinSectionID,AlleleCombo
3471,Sub032 InC-M50,subInC,114192.747,1429.44,-54400.3,32,InC-M50
3472,Sub032 InC-M250,subInC,570963.7348,2243.4663,-57425.8,32,InC-M250
3473,Sub032 InC-M500,subInC,1118348.302,2635.1554,-61452.1,32,InC-M500
3474,Sub032 InC-M1000,subInC,2232568.708,3006.2256,-64392.7,32,InC-M1000
3475,Sub032 InC-M2000,subInC,4459950.179,3111.852,-70302.3,32,InC-M2000
3476,Sub033 InC-P25,subInC,69225.1536,11478.7291,237702.4,33,InC-P25
3477,Sub033 InC-P50,subInC,138450.3072,14332.413,239293.7,33,InC-P50
3478,Sub033 InC-P250,subInC,692251.5358,29155.5133,78548.5,33,InC-P250
3479,Sub033 InC-P500,subInC,1360923.904,38496.7793,-84663,33,InC-P500
3480,Sub033 InC-P1000,subInC,2717719.912,48173.5649,-107493.6,33,InC-P1000
3481,Sub033 InC-P2000,subInC,5430252.587,56846.6818,-168930.7,33,InC-P2000
3482,Sub033 InC-M25,subInC,57701.5724,21378.684,235626.8,33,InC-M25
3483,Sub033 InC-M50,subInC,115403.1448,25419.3983,235560.4,33,InC-M50
3484,Sub033 InC-M250,subInC,577015.724,38407.8811,230298.5,33,InC-M250
3485,Sub033 InC-M500,subInC,1130452.28,44353.0645,68528,33,InC-M500
3486,Sub033 InC-M1000,subInC,2256776.664,50246.1837,-54939.5,33,InC-M1000
3487,Sub033 InC-M2000,subInC,4508366.092,56145.1039,-107403.4,33,InC-M2000
3488,Sub034 InC-P25,subInC,68744.1621,15991.4047,226095.7,34,InC-P25
3489,Sub034 InC-P50,subInC,137488.3243,19128.804,227996.7,34,InC-P50
3490,Sub034 InC-P250,subInC,687441.6214,35149.3981,61214.5,34,InC-P250
3491,Sub034 InC-P500,subInC,1351304.075,46213.5178,-88847.4,34,InC-P500
3492,Sub034 InC-P1000,subInC,2698480.254,57619.7689,-118639.6,34,InC-P1000
3493,Sub034 InC-P2000,subInC,5391773.271,67794.9325,-175719.9,34,InC-P2000
3494,Sub034 InC-M25,subInC,57220.581,27212.7887,223294.7,34,InC-M25
3495,Sub034 InC-M50,subInC,114441.1619,31828.263,223671.6,34,InC-M50
3496,Sub034 InC-M250,subInC,572205.8096,46536.9707,222807.5,34,InC-M250
3497,Sub034 InC-M500,subInC,1120832.451,54266.4475,67262,34,InC-M500
3498,Sub034 InC-M1000,subInC,2237537.007,61265.0263,-78661.6,34,InC-M1000
3499,Sub034 InC-M2000,subInC,4469886.777,67957.6562,-120465.4,34,InC-M2000
3500,Sub035 InC-P25,subInC,68167.323,1900.0209,-54669.5,35,InC-P25
3501,Sub035 InC-P50,subInC,136334.646,2466.1495,-55370.1,35,InC-P50
3502,Sub035 InC-P250,subInC,681673.2302,3740.444,-58764.9,35,InC-P250
3503,Sub035 InC-P500,subInC,1339767.292,4148.3129,-59229.7,35,InC-P500
3504,Sub035 InC-P1000,subInC,2675406.689,4423.9633,-60032.1,35,InC-P1000
3505,Sub035 InC-P2000,subInC,5345626.142,4650.4379,-61856.6,35,InC-P2000
3506,Sub035 InC-M25,subInC,56643.7418,2423.7167,1636.4,35,InC-M25
3507,Sub035 InC-M50,subInC,113287.4837,2769.9104,-54674.8,35,InC-M50
3508,Sub035 InC-M250,subInC,566437.4184,3505.2676,-57804.7,35,InC-M250
3509,Sub035 InC-M500,subInC,1109295.669,3872.0321,-60371.8,35,InC-M500
3510,Sub035 InC-M1000,subInC,2214463.442,4182.1491,-62506.9,35,InC-M1000
3511,Sub035 InC-M2000,subInC,4423739.647,4146.2413,-66753.2,35,InC-M2000
3512,Sub036 InC-P25,subInC,68279.4792,1328.7456,2040.1,36,InC-P25
3513,Sub036 InC-P50,subInC,136558.9583,1878.4406,776.4,36,InC-P50
3514,Sub036 InC-P250,subInC,682794.7917,4048.9247,-899.9,36,InC-P250
3515,Sub036 InC-P500,subInC,1342010.416,5234.1898,-1484.7,36,InC-P500
3516,Sub036 InC-P1000,subInC,2679892.935,6134.6677,-2549.2,36,InC-P1000
3517,Sub036 InC-P2000,subInC,5354598.634,7058.9968,-5110.5,36,InC-P2000
3518,Sub036 InC-M25,subInC,56755.898,1631.1984,488.2,36,InC-M25
3519,Sub036 InC-M50,subInC,113511.796,2076.5928,1126.4,36,InC-M50
3520,Sub036 InC-M250,subInC,567558.98,3609.3888,-1519,36,InC-M250
3521,Sub036 InC-M500,subInC,1111538.792,4476.9127,-2606.7,36,InC-M500
3522,Sub036 InC-M1000,subInC,2218949.688,5477.5044,-4986.1,36,InC-M1000
3523,Sub036 InC-M2000,subInC,4432712.14,6137.9312,-9715.9,36,InC-M2000
3524,Sub037 InC-P25,subInC,68140.9816,1858.7903,-54080.6,37,InC-P25
3525,Sub037 InC-P50,subInC,136281.9633,2567.8867,-54938.1,37,InC-P50
3526,Sub037 InC-P250,subInC,681409.8163,-2248.7326,-57778,37,InC-P250
3527,Sub037 InC-P500,subInC,1339240.465,5629.7778,-62030.9,37,InC-P500
3528,Sub037 InC-P1000,subInC,2674353.034,6284.2967,-63473.3,37,InC-P1000
3529,Sub037 InC-P2000,subInC,5343518.831,6749.0048,-66387,37,InC-P2000
3530,Sub037 InC-M25,subInC,56617.4005,2409.993,-53787.6,37,InC-M25
3531,Sub037 InC-M50,subInC,113234.8009,2839.7407,-54235.9,37,InC-M50
3532,Sub037 InC-M250,subInC,566174.0045,4253.8042,-57962.8,37,InC-M250
3533,Sub037 InC-M500,subInC,1108768.841,5003.5751,-63075,37,InC-M500
3534,Sub037 InC-M1000,subInC,2213409.787,5733.5256,-65857.6,37,InC-M1000
3535,Sub037 InC-M2000,subInC,4421632.336,5974.786,-71126.7,37,InC-M2000
3536,Sub038 InC-P25,subInC,68140.9816,4977.3046,-57344.1,38,InC-P25
3537,Sub038 InC-P50,subInC,136281.9633,6267.6236,-57666.7,38,InC-P50
3538,Sub038 InC-P250,subInC,681409.8163,10471.9232,-66674.5,38,InC-P250
3539,Sub038 InC-P500,subInC,1339240.465,12197.8978,-76423.3,38,InC-P500
3540,Sub038 InC-P1000,subInC,2674353.034,13846.9357,-78725.8,38,InC-P1000
3541,Sub038 InC-P2000,subInC,5343518.831,15219.3783,-83629.1,38,InC-P2000
3542,Sub038 InC-M25,subInC,56617.4005,6804.8261,-56908.7,38,InC-M25
3543,Sub038 InC-M50,subInC,113234.8009,7828.984,-57587,38,InC-M50
3544,Sub038 InC-M250,subInC,566174.0045,10861.8297,-60344.3,38,InC-M250
3545,Sub038 InC-M500,subInC,1108768.841,12092.8368,-67728,38,InC-M500
3546,Sub038 InC-M1000,subInC,2213409.787,12973.616,-79513.7,38,InC-M1000
3547,Sub038 InC-M2000,subInC,4421632.336,13728.777,-88973.3,38,InC-M2000
3548,Sub039 InC-P25,subInC,68140.9816,7772.3972,-59285.1,39,InC-P25
3549,Sub039 InC-P50,subInC,136281.9633,9774.8022,-59936,39,InC-P50
3550,Sub039 InC-P250,subInC,681409.8163,17473.3854,-67469.3,39,InC-P250
3551,Sub039 InC-P500,subInC,1339240.465,21288.8951,-79596.1,39,InC-P500
3552,Sub039 InC-P1000,subInC,2674353.034,24699.48,-99282.7,39,InC-P1000
3553,Sub039 InC-P2000,subInC,5343518.831,28372.8554,-104745.6,39,InC-P2000
3554,Sub039 InC-M25,subInC,56617.4005,12215.3251,-59343,39,InC-M25
3555,Sub039 InC-M50,subInC,113234.8009,14203.0191,-59954,39,InC-M50
3556,Sub039 InC-M250,subInC,566174.0045,19781.9528,-60512.1,39,InC-M250
3557,Sub039 InC-M500,subInC,1108768.841,22191.2772,-69143.6,39,InC-M500
3558,Sub039 InC-M1000,subInC,2213409.787,24376.5054,-80941.4,39,InC-M1000
3559,Sub039 InC-M2000,subInC,4421632.336,26476.3168,-104642.7,39,InC-M2000
3560,Sub040 InC-P25,subInC,68127.5875,25133.3723,208997.4,40,InC-P25
3561,Sub040 InC-P50,subInC,136255.1751,28526.2217,210692.4,40,InC-P50
3562,Sub040 InC-P250,subInC,681275.8753,46902.6944,63460.4,40,InC-P250
3563,Sub040 InC-P500,subInC,1338972.583,60957.7025,-93066.7,40,InC-P500
3564,Sub040 InC-P1000,subInC,2673817.27,77786.6577,-120573.7,40,InC-P1000
3565,Sub040 InC-P2000,subInC,5342447.303,93696.4157,-172226.1,40,InC-P2000
3566,Sub040 InC-M25,subInC,56604.0064,40218.467,206146.6,40,InC-M25
3567,Sub040 InC-M50,subInC,113208.0127,45987.4144,206190.2,40,InC-M50
3568,Sub040 InC-M250,subInC,566040.0635,64766.7406,76667.4,40,InC-M250
3569,Sub040 InC-M500,subInC,1108500.959,-108764.8124,6918145.9,40,InC-M500
3570,Sub040 InC-M1000,subInC,2212874.023,86753.6387,-92029.5,40,InC-M1000
3571,Sub040 InC-M2000,subInC,4420560.809,96743.6273,-122042.5,40,InC-M2000
3572,Sub041 InC-P25,subInC,67427.1536,423.4498,-1180.5,41,InC-P25
3573,Sub041 InC-P50,subInC,134854.3072,476.0499,-1131,41,InC-P50
3574,Sub041 InC-P250,subInC,674271.5359,636.799,-828.7,41,InC-P250
3575,Sub041 InC-P500,subInC,1324963.904,643.1726,-308.3,41,InC-P500
3576,Sub041 InC-P1000,subInC,2645799.912,727.5291,539,41,InC-P1000
3577,Sub041 InC-P2000,subInC,5286412.587,-4851.9803,206631.9,41,InC-P2000
3578,Sub041 InC-M25,subInC,55903.5724,445.4611,-1172.4,41,InC-M25
3579,Sub041 InC-M50,subInC,111807.1448,486.0555,-1341.1,41,InC-M50
3580,Sub041 InC-M250,subInC,559035.7241,625.0743,-1302,41,InC-M250
3581,Sub041 InC-M500,subInC,1094492.28,654.5537,-1207.6,41,InC-M500
3582,Sub041 InC-M1000,subInC,2184856.665,727.0194,-1224.7,41,InC-M1000
3583,Sub041 InC-M2000,subInC,4364526.093,857.7026,-1719.6,41,InC-M2000
3584,Sub042 InC-P25,subInC,67536.2442,609.5907,-2478.1,42,InC-P25
3585,Sub042 InC-P50,subInC,135072.4884,701.9389,-2494.4,42,InC-P50
3586,Sub042 InC-P250,subInC,675362.4419,1190.0495,-2736.4,42,InC-P250
3587,Sub042 InC-P500,subInC,1327145.716,1505.0883,-2876.9,42,InC-P500
3588,Sub042 InC-P1000,subInC,2650163.536,1869.0038,-3291.7,42,InC-P1000
3589,Sub042 InC-P2000,subInC,5295139.835,2123.6966,-4122.7,42,InC-P2000
3590,Sub042 InC-M25,subInC,56012.663,667.082,-2500.1,42,InC-M25
3591,Sub042 InC-M50,subInC,112025.326,738.7447,-2562.1,42,InC-M50
3592,Sub042 InC-M250,subInC,560126.6301,1119.6172,-3300.4,42,InC-M250
3593,Sub042 InC-M500,subInC,1096674.092,1434.4051,-3969.4,42,InC-M500
3594,Sub042 InC-M1000,subInC,2189220.289,1730.9768,-5377.5,42,InC-M1000
3595,Sub042 InC-M2000,subInC,4373253.341,1911.4465,-8469.3,42,InC-M2000
3596,Sub043 InC-P25,subInC,67536.2442,393.1348,-576.3,43,InC-P25
3597,Sub043 InC-P50,subInC,135072.4884,464.1919,-684.1,43,InC-P50
3598,Sub043 InC-P250,subInC,675362.4419,629.7111,-55.7,43,InC-P250
3599,Sub043 InC-P500,subInC,1327145.716,712.3011,744.6,43,InC-P500
3600,Sub043 InC-P1000,subInC,2650163.536,907.1097,2134.5,43,InC-P1000
3601,Sub043 InC-P2000,subInC,5295139.835,1330.5317,3928.1,43,InC-P2000
3602,Sub043 InC-M25,subInC,56012.663,403.7142,-746.7,43,InC-M25
3603,Sub043 InC-M50,subInC,112025.326,408.6822,-712.4,43,InC-M50
3604,Sub043 InC-M250,subInC,560126.6301,611.0995,-461.7,43,InC-M250
3605,Sub043 InC-M500,subInC,1096674.092,682.6277,-218,43,InC-M500
3606,Sub043 InC-M1000,subInC,2189220.289,770.5854,202.6,43,InC-M1000
3607,Sub043 InC-M2000,subInC,4373253.341,968.4719,490,43,InC-M2000
3608,Sub044 InC-P25,subInC,67536.2442,3372.2805,26058.9,44,InC-P25
3609,Sub044 InC-P50,subInC,135072.4884,3383.2334,26046.3,44,InC-P50
3610,Sub044 InC-P250,subInC,675362.4419,3490.8848,25951.1,44,InC-P250
3611,Sub044 InC-P500,subInC,1327145.716,3582.6422,25854,44,InC-P500
3612,Sub044 InC-P1000,subInC,2650163.536,3703.9801,25783.4,44,InC-P1000
3613,Sub044 InC-P2000,subInC,5295139.835,3966.4396,25561.8,44,InC-P2000
3614,Sub044 InC-M25,subInC,56012.663,2279.0538,19181.2,44,InC-M25
3615,Sub044 InC-M50,subInC,112025.326,2306.3179,19116.2,44,InC-M50
3616,Sub044 InC-M250,subInC,560126.6301,2436.1982,18606.7,44,InC-M250
3617,Sub044 InC-M500,subInC,1096674.092,2533.7663,17964.1,44,InC-M500
3618,Sub044 InC-M1000,subInC,2189220.289,2695.0438,16674.8,44,InC-M1000
3619,Sub044 InC-M2000,subInC,4373253.341,2906.5821,14080.6,44,InC-M2000
3620,Sub045 InC-P25,subInC,73328.2895,2098.3405,1166.6,45,InC-P25
3621,Sub045 InC-P50,subInC,146656.579,2545.1629,258.7,45,InC-P50
3622,Sub045 InC-P250,subInC,733282.895,3023.8166,-223.3,45,InC-P250
3623,Sub045 InC-P500,subInC,1442986.622,2957.4905,-820.5,45,InC-P500
3624,Sub045 InC-P1000,subInC,2881845.348,2894.562,-2054.2,45,InC-P1000
3625,Sub045 InC-P2000,subInC,5758503.46,2845.9132,-4611.3,45,InC-P2000
3626,Sub045 InC-M25,subInC,61804.7083,2477.1024,841.8,45,InC-M25
3627,Sub045 InC-M50,subInC,123609.4166,2757.1058,1091.2,45,InC-M50
3628,Sub045 InC-M250,subInC,618047.0832,2968.4078,-835,45,InC-M250
3629,Sub045 InC-M500,subInC,1212514.999,2907.3536,-2061.1,45,InC-M500
3630,Sub045 InC-M1000,subInC,2420902.101,2677.7844,-4463,45,InC-M1000
3631,Sub045 InC-M2000,subInC,4836616.966,2308.0918,-9320.9,45,InC-M2000
3632,Sub046 InC-P25,subInC,68187.6885,1094.9365,2077.5,46,InC-P25
3633,Sub046 InC-P50,subInC,136375.3769,1720.2957,-55915.3,46,InC-P50
3634,Sub046 InC-P250,subInC,681876.8847,4337.4251,-57262.9,46,InC-P250
3635,Sub046 InC-P500,subInC,1340174.602,5895.3458,-101297.1,46,InC-P500
3636,Sub046 InC-P1000,subInC,2676221.307,7045.1923,-59291.4,46,InC-P1000
3637,Sub046 InC-P2000,subInC,5347255.378,7911.5207,-62260.3,46,InC-P2000
3638,Sub046 InC-M25,subInC,56664.1073,1337.3804,605.8,46,InC-M25
3639,Sub046 InC-M50,subInC,113328.2146,1838.2137,1698.6,46,InC-M50
3640,Sub046 InC-M250,subInC,566641.0729,3764.7705,-57839.2,46,InC-M250
3641,Sub046 InC-M500,subInC,1109702.978,2358.9245,-95973.4,46,InC-M500
3642,Sub046 InC-M1000,subInC,2215278.06,6248.8146,-61812.2,46,InC-M1000
3643,Sub046 InC-M2000,subInC,4425368.884,6882.3935,-67173.5,46,InC-M2000
3644,Sub047 InC-P25,subInC,69054.7557,3575.2627,-55773.1,47,InC-P25
3645,Sub047 InC-P50,subInC,138109.5114,4935.3546,-56580.4,47,InC-P50
3646,Sub047 InC-P250,subInC,690547.5571,9206.0985,-65287.1,47,InC-P250
3647,Sub047 InC-P500,subInC,1357515.946,11501.9724,-65963.9,47,InC-P500
3648,Sub047 InC-P1000,subInC,2710903.997,-16682.0347,-90257.1,47,InC-P1000
3649,Sub047 InC-P2000,subInC,5416620.757,15644.4616,-70164.6,47,InC-P2000
3650,Sub047 InC-M25,subInC,57531.1745,5775.2271,-161.6,47,InC-M25
3651,Sub047 InC-M50,subInC,115062.3491,6802.6887,819,47,InC-M50
3652,Sub047 InC-M250,subInC,575311.7453,9476.0744,-60595.5,47,InC-M250
3653,Sub047 InC-M500,subInC,1127044.323,10952.7876,-65598.9,47,InC-M500
3654,Sub047 InC-M1000,subInC,2249960.75,12729.1676,-111198,47,InC-M1000
3655,Sub047 InC-M2000,subInC,4494734.263,14681.0901,-75294.2,47,InC-M2000
3656,Sub048 InC-P25,subInC,68140.9816,1694.082,-476.7,48,InC-P25
3657,Sub048 InC-P50,subInC,136281.9633,2281.3353,-2260.8,48,InC-P50
3658,Sub048 InC-P250,subInC,681409.8163,4253.5787,-2753.7,48,InC-P250
3659,Sub048 InC-P500,subInC,1339240.465,5229.9462,-3387.5,48,InC-P500
3660,Sub048 InC-P1000,subInC,2674353.034,5903.6416,-4578.4,48,InC-P1000
3661,Sub048 InC-P2000,subInC,5343518.831,6497.5159,-7421.8,48,InC-P2000
3662,Sub048 InC-M25,subInC,56617.4005,1986.5432,227,48,InC-M25
3663,Sub048 InC-M50,subInC,113234.8009,2398.7958,-472.1,48,InC-M50
3664,Sub048 InC-M250,subInC,566174.0045,3861.9657,-3320.7,48,InC-M250
3665,Sub048 InC-M500,subInC,1108768.841,4639.561,-4533.4,48,InC-M500
3666,Sub048 InC-M1000,subInC,2213409.787,5356.8168,-7038.8,48,InC-M1000
3667,Sub048 InC-M2000,subInC,4421632.336,5795.854,-12048.7,48,InC-M2000
3668,Sub049 InC-P25,subInC,68140.9816,4642.189,-56369.2,49,InC-P25
3669,Sub049 InC-P50,subInC,136281.9633,6350.4823,-58363.1,49,InC-P50
3670,Sub049 InC-P250,subInC,681409.8163,11464.6671,-69992.6,49,InC-P250
3671,Sub049 InC-P500,subInC,1339240.465,13730.0006,-73506.1,49,InC-P500
3672,Sub049 InC-P1000,subInC,2674353.034,16093.366,-75432.7,49,InC-P1000
3673,Sub049 InC-P2000,subInC,5343518.831,17756.3173,-79088.1,49,InC-P2000
3674,Sub049 InC-M25,subInC,56617.4005,7294.4552,-826.5,49,InC-M25
3675,Sub049 InC-M50,subInC,113234.8009,8648.4345,-56856.2,49,InC-M50
3676,Sub049 InC-M250,subInC,566174.0045,11914.8168,-63281.8,49,InC-M250
3677,Sub049 InC-M500,subInC,1108768.841,13341.1756,-69259,49,InC-M500
3678,Sub049 InC-M1000,subInC,2213409.787,14893.6692,-77846.1,49,InC-M1000
3679,Sub049 InC-M2000,subInC,4421632.336,16505.4167,-84106,49,InC-M2000
3680,Sub050 InC-P25,subInC,68140.9816,5575.453,1504.7,50,InC-P25
3681,Sub050 InC-P50,subInC,136281.9633,6717.7604,-56646.9,50,InC-P50
3682,Sub050 InC-P250,subInC,681409.8163,10472.5179,-68051.7,50,InC-P250
3683,Sub050 InC-P500,subInC,1339240.465,11960.1315,-74392.8,50,InC-P500
3684,Sub050 InC-P1000,subInC,2674353.034,13208.2316,-77177,50,InC-P1000
3685,Sub050 InC-P2000,subInC,5343518.831,14063.6423,-82735.6,50,InC-P2000
3686,Sub050 InC-M25,subInC,56617.4005,6716.1412,-410.6,50,InC-M25
3687,Sub050 InC-M50,subInC,113234.8009,7625.2343,440.2,50,InC-M50
3688,Sub050 InC-M250,subInC,566174.0045,10650.0526,-60840.7,50,InC-M250
3689,Sub050 InC-M500,subInC,1108768.841,11892.3954,-67492.8,50,InC-M500
3690,Sub050 InC-M1000,subInC,2213409.787,12552.3589,-80245.3,50,InC-M1000
3691,Sub050 InC-M2000,subInC,4421632.336,12821.0886,-88425.1,50,InC-M2000
3692,Sub051 InC-P25,subInC,67655.2843,18326.312,-61751.5,51,InC-P25
3693,Sub051 InC-P50,subInC,135310.5687,21388.4851,-62673.4,51,InC-P50
3694,Sub051 InC-P250,subInC,676552.8433,37773.5219,-69835.5,51,InC-P250
3695,Sub051 InC-P500,subInC,1329526.519,49243.9426,-85489.9,51,InC-P500
3696,Sub051 InC-P1000,subInC,2654925.142,59552.5247,-108283.7,51,InC-P1000
3697,Sub051 InC-P2000,subInC,5304663.047,68230.2227,-126080.9,51,InC-P2000
3698,Sub051 InC-M25,subInC,56131.7032,28097.4893,-61546.2,51,InC-M25
3699,Sub051 InC-M50,subInC,112263.4063,32475.1748,-61958,51,InC-M50
3700,Sub051 InC-M250,subInC,561317.0315,47619.3984,-65972.1,51,InC-M250
3701,Sub051 InC-M500,subInC,1099054.895,55678.1837,-70688.9,51,InC-M500
3702,Sub051 InC-M1000,subInC,2193981.895,62445.8938,-80351.8,51,InC-M1000
3703,Sub051 InC-M2000,subInC,4382776.553,68189.582,-108189.5,51,InC-M2000
3704,Sub052 InC-P25,subInC,72064.9457,265.3658,830.4,52,InC-P25
3705,Sub052 InC-P50,subInC,144129.8913,264.18,503.4,52,InC-P50
3706,Sub052 InC-P250,subInC,720649.4565,205.2268,-53.4,52,InC-P250
3707,Sub052 InC-P500,subInC,1417719.745,119.0499,-810.6,52,InC-P500
3708,Sub052 InC-P1000,subInC,2831311.595,-0.1316,-2216.9,52,InC-P1000
3709,Sub052 InC-P2000,subInC,5657435.953,-163.257,-5352.8,52,InC-P2000
3710,Sub052 InC-M25,subInC,60541.3645,274.9744,768.7,52,InC-M25
3711,Sub052 InC-M50,subInC,121082.729,248.032,1056.3,52,InC-M50
3712,Sub052 InC-M250,subInC,605413.6448,134.5155,-695.5,52,InC-M250
3713,Sub052 InC-M500,subInC,1187248.122,44.3537,-2062.2,52,InC-M500
3714,Sub052 InC-M1000,subInC,2370368.348,-210921.7281,-593328.8,52,InC-M1000
3715,Sub052 InC-M2000,subInC,4735549.458,-531.3024,-10394.4,52,InC-M2000
3716,Sub053 InC-P25,subInC,76423.7933,2562.7427,1727.8,53,InC-P25
3717,Sub053 InC-P50,subInC,152847.5866,3220.618,-55921.6,53,InC-P50
3718,Sub053 InC-P250,subInC,764237.9332,3949.0924,-65685.3,53,InC-P250
3719,Sub053 InC-P500,subInC,1504896.699,4113.0285,-66274.4,53,InC-P500
3720,Sub053 InC-P1000,subInC,3005665.501,4096.0693,-67375.8,53,InC-P1000
3721,Sub053 InC-P2000,subInC,6006143.766,4113.8629,-69674.1,53,InC-P2000
3722,Sub053 InC-M25,subInC,64900.2121,2972.7192,37.7,53,InC-M25
3723,Sub053 InC-M50,subInC,129800.4243,-182323.5263,6737268.8,53,InC-M50
3724,Sub053 InC-M250,subInC,649002.1215,3920.2315,-58379.1,53,InC-M250
3725,Sub053 InC-M500,subInC,1274425.075,3938.1852,-63182.5,53,InC-M500
3726,Sub053 InC-M1000,subInC,2544722.254,3821.3049,-69678.9,53,InC-M1000
3727,Sub053 InC-M2000,subInC,5084257.272,3619.3317,-74345.4,53,InC-M2000
3728,Sub054 InC-P25,subInC,70307.6809,2120.4596,510.5,54,InC-P25
3729,Sub054 InC-P50,subInC,140615.3617,2643.5093,-56976.7,54,InC-P50
3730,Sub054 InC-P250,subInC,703076.8087,4327.565,-58714.3,54,InC-P250
3731,Sub054 InC-P500,subInC,1382574.45,5081.5733,-59393.8,54,InC-P500
3732,Sub054 InC-P1000,subInC,2761021.003,5528.3416,-60679.3,54,InC-P1000
3733,Sub054 InC-P2000,subInC,5516854.77,5833.1833,-63402,54,InC-P2000
3734,Sub054 InC-M25,subInC,58784.0997,2458.2137,-647.1,54,InC-M25
3735,Sub054 InC-M50,subInC,117568.1994,2869.6955,48.3,54,InC-M50
3736,Sub054 InC-M250,subInC,587840.9969,4095.3668,-59352.7,54,InC-M250
3737,Sub054 InC-M500,subInC,1152102.826,4497.6383,-60524,54,InC-M500
3738,Sub054 InC-M1000,subInC,2300077.756,4954.4967,-63076.9,54,InC-M1000
3739,Sub054 InC-M2000,subInC,4594968.276,5212.3139,-68238.9,54,InC-M2000
3740,Sub055 InC-P25,subInC,67452.5407,4771.4913,-58361.9,55,InC-P25
3741,Sub055 InC-P50,subInC,134905.0814,5950.8961,-59431.6,55,InC-P50
3742,Sub055 InC-P250,subInC,674525.4068,9344.7263,-71162.7,55,InC-P250
3743,Sub055 InC-P500,subInC,1325471.646,10479.9484,-80106.5,55,InC-P500
3744,Sub055 InC-P1000,subInC,2646815.396,11785.4157,-81462,55,InC-P1000
3745,Sub055 InC-P2000,subInC,5288443.555,12774.9184,-83993.3,55,InC-P2000
3746,Sub055 InC-M25,subInC,55928.9595,6778.4374,-2562.8,55,InC-M25
3747,Sub055 InC-M50,subInC,111857.919,7738.5856,-2077.7,55,InC-M50
3748,Sub055 InC-M250,subInC,559289.595,9895.1199,-61894.5,55,InC-M250
3749,Sub055 InC-M500,subInC,1095000.022,10543.0452,-69597.4,55,InC-M500
3750,Sub055 InC-M1000,subInC,2185872.149,11012.0536,-82152.9,55,InC-M1000
3751,Sub055 InC-M2000,subInC,4366557.06,11653.4178,-88900.4,55,InC-M2000
3752,Sub056 InC-P25,subInC,67993.6956,3802.448,186.6,56,InC-P25
3753,Sub056 InC-P50,subInC,135987.3911,4581.8547,-57766.4,56,InC-P50
3754,Sub056 InC-P250,subInC,679936.9557,7331.6082,-60919.9,56,InC-P250
3755,Sub056 InC-P500,subInC,1336294.743,8635.8977,-61651,56,InC-P500
