ID,Label,Genome section,Cost,NitRed,SedRed,WithinSectionID,AlleleCombo
22625,CC+FM1919 223-2,HRU,1063562.71,80.245,1032.7,1919,CC+FM
22626,BS+GW+CC1919 223-2,HRU,490893.7194,63.2011,1042.4,1919,BS+GW+CC
22627,BS+GW+FM1919 223-2,HRU,649462.1885,21.7158,-9.9,1919,BS+GW+FM
22628,BS+CC+FM1919 223-2,HRU,1083082.651,80.7455,1032.7,1919,BS+CC+FM
22629,GW+CC+FM1919 223-2,HRU,1082439.368,81.8109,1031.8,1919,GW+CC+FM
22630,BS+GW+CC+FM1919 223-2,HRU,1101959.309,81.8109,1031.8,1919,BS+GW+CC+FM
22631,BS1920 223-3,HRU,4341.4825,10.6047,3866.4,1920,BS
22632,GW1920 223-3,HRU,4198.5895,13.1218,3192.3,1920,GW
22633,CC1920 223-3,HRU,100519.1951,-7.666199997,41.9,1920,CC
22634,FM1920 223-3,HRU,135742.1892,0.081400003,-2.4,1920,FM
22635,BS+GW1920 223-3,HRU,8540.0721,13.1218,3192.3,1920,BS+GW
22636,BS+CC1920 223-3,HRU,104860.6777,7.367500003,3812.6,1920,BS+CC
22637,BS+FM1920 223-3,HRU,140083.6718,10.6883,3864.5,1920,BS+FM
22638,GW+CC1920 223-3,HRU,104717.7847,15.048,2257.9,1920,GW+CC
22639,GW+FM1920,HRU,139940.7788,13.2061,3189.9,1920,GW+FM
22640,CC+FM1920 223-3,HRU,236261.3843,-7.625,39.9,1920,CC+FM
22641,BS+GW+CC1920 223-3,HRU,109059.2672,15.048,2257.9,1920,BS+GW+CC
22642,BS+GW+FM1920 223-3,HRU,144282.2613,13.2061,3189.9,1920,BS+GW+FM
22643,BS+CC+FM1920 223-3,HRU,240602.8669,7.381300002,3810.6,1920,BS+CC+FM
22644,GW+CC+FM1920 223-3,HRU,240459.9739,15.0922,2256.8,1920,GW+CC+FM
22645,BS+GW+CC+FM1920 223-3,HRU,244801.4564,15.0922,2256.8,1920,BS+GW+CC+FM
22646,BS1921 223-4,HRU,12002.6082,0.2564,0,1921,BS
22647,GW1921 223-4,HRU,11607.1503,0.000100002,0,1921,GW
22648,CC1921 223-4,HRU,278175.3906,26.7067,385.2,1921,CC
22649,FM1921 223-4,HRU,375655.3794,8.722000003,-6.7,1921,FM
22650,BS+GW1921 223-4,HRU,23609.7585,0.000100002,0,1921,BS+GW
22651,BS+CC1921 223-4,HRU,290177.9988,27.2242,385.2,1921,BS+CC
22652,BS+FM1921 223-4,HRU,387657.9876,8.990700003,-6.7,1921,BS+FM
22653,GW+CC1921 223-4,HRU,289782.5409,27.6116,384.5,1921,GW+CC
22654,GW+FM1921,HRU,387262.5297,8.722000003,-6.7,1921,GW+FM
22655,CC+FM1921 223-4,HRU,653830.77,36.3032,382.9,1921,CC+FM
22656,BS+GW+CC1921 223-4,HRU,301785.1491,27.6116,384.5,1921,BS+GW+CC
22657,BS+GW+FM1921 223-4,HRU,399265.1379,8.722000003,-6.7,1921,BS+GW+FM
22658,BS+CC+FM1921 223-4,HRU,665833.3782,36.787,382.9,1921,BS+CC+FM
22659,GW+CC+FM1921 223-4,HRU,665437.9204,37.2072,382.1,1921,GW+CC+FM
22660,BS+GW+CC+FM1921 223-4,HRU,677440.5285,37.2072,382.1,1921,BS+GW+CC+FM
22661,BS1922 223-5,HRU,19507.733,0.000100002,0,1922,BS
22662,GW1922 223-5,HRU,18864.8532,0.000100002,0,1922,GW
22663,CC1922 223-5,HRU,452214.0364,93.8295,1104.1,1922,CC
22664,FM1922 223-5,HRU,610683.3029,41.8661,-19.8,1922,FM
22665,BS+GW1922 223-5,HRU,38372.5863,0.000100002,0,1922,BS+GW
22666,BS+CC1922 223-5,HRU,471721.7694,93.8295,1104.1,1922,BS+CC
22667,BS+FM1922 223-5,HRU,630191.0359,41.8666,-19.8,1922,BS+FM
22668,GW+CC1922 223-5,HRU,471078.8896,93.7762,1104.1,1922,GW+CC
22669,GW+FM1922,HRU,629548.1561,41.8666,-19.8,1922,GW+FM
22670,CC+FM1922 223-5,HRU,1062897.339,129.9126,1096.7,1922,CC+FM
22671,BS+GW+CC1922 223-5,HRU,490586.6226,93.7762,1104.1,1922,BS+GW+CC
22672,BS+GW+FM1922 223-5,HRU,649055.8892,41.8666,-19.8,1922,BS+GW+FM
22673,BS+CC+FM1922 223-5,HRU,1082405.072,129.9127,1096.7,1922,BS+CC+FM
22674,GW+CC+FM1922 223-5,HRU,1081762.193,129.921,1096.8,1922,GW+CC+FM
22675,BS+GW+CC+FM1922 223-5,HRU,1101269.926,129.921,1096.8,1922,BS+GW+CC+FM
22676,BS1923 224-2,HRU,27511.2142,0,0,1923,BS
22677,GW1923 224-2,HRU,26604.717,0,0,1923,GW
22678,CC1923 224-2,HRU,744200.8411,7018.0819,0.5,1923,CC
22679,FM1923 224-2,HRU,968467.2808,2084.1648,-0.7,1923,FM
22680,BS+GW1923 224-2,HRU,54115.9312,0,0,1923,BS+GW
22681,BS+CC1923 224-2,HRU,771712.0553,7018.0819,0.5,1923,BS+CC
22682,BS+FM1923 224-2,HRU,995978.495,2084.1648,-0.7,1923,BS+FM
22683,GW+CC1923 224-2,HRU,770805.5581,7018.1244,0.3,1923,GW+CC
22684,GW+FM1923,HRU,995071.9978,2084.1648,-0.7,1923,GW+FM
22685,CC+FM1923 224-2,HRU,1712668.122,8754.6687,-0.7,1923,CC+FM
22686,BS+GW+CC1923 224-2,HRU,798316.7723,7018.1244,0.3,1923,BS+GW+CC
22687,BS+GW+FM1923 224-2,HRU,1022583.212,2084.1648,-0.7,1923,BS+GW+FM
22688,BS+CC+FM1923 224-2,HRU,1740179.336,8754.6687,-0.7,1923,BS+CC+FM
22689,GW+CC+FM1923 224-2,HRU,1739272.839,8754.7065,-0.8,1923,GW+CC+FM
22690,BS+GW+CC+FM1923 224-2,HRU,1766784.053,8754.7065,-0.8,1923,BS+GW+CC+FM
22691,BS1924 225-3,HRU,9466.008,4.362000003,214.8,1924,BS
22692,GW1924 225-3,HRU,9154.4057,1.069600001,42.7,1924,GW
22693,CC1924 225-3,HRU,255415.1167,2602.0514,120.4,1924,CC
22694,FM1924 225-3,HRU,332500.1719,375.5228,-3.9,1924,FM
22695,BS+GW1924 225-3,HRU,18620.4137,1.069600001,42.7,1924,BS+GW
22696,BS+CC1924 225-3,HRU,264881.1247,2605.9376,311.8,1924,BS+CC
22697,BS+FM1924 225-3,HRU,341966.1799,379.8903,211.5,1924,BS+FM
22698,GW+CC1924 225-3,HRU,264569.5224,2608.9663,310.4,1924,GW+CC
22699,GW+FM1924,HRU,341654.5776,376.5964,38.7,1924,GW+FM
22700,CC+FM1924 225-3,HRU,587915.2885,2997.9358,116.3,1924,CC+FM
22701,BS+GW+CC1924 225-3,HRU,274035.5304,2608.9663,310.4,1924,BS+GW+CC
22702,BS+GW+FM1924 225-3,HRU,351120.5856,376.5964,38.7,1924,BS+GW+FM
22703,BS+CC+FM1924 225-3,HRU,597381.2965,3001.8248,308.2,1924,BS+CC+FM
22704,GW+CC+FM1924 225-3,HRU,597069.6943,3004.7666,310,1924,GW+CC+FM
22705,BS+GW+CC+FM1924 225-3,HRU,606535.7023,3004.7666,310,1924,BS+GW+CC+FM
22706,BS1925 225-4,HRU,12176.739,0.002500001,0,1925,BS
22707,GW1925 225-4,HRU,11775.7719,0,0,1925,GW
22708,CC1925 225-4,HRU,328661.9396,4273.5129,3.4,1925,CC
22709,FM1925 225-4,HRU,427854.3266,919.2815,4.9,1925,FM
22710,BS+GW1925 225-4,HRU,23952.5109,0,0,1925,BS+GW
22711,BS+CC1925 225-4,HRU,340838.6786,4273.5155,3.4,1925,BS+CC
22712,BS+FM1925 225-4,HRU,440031.0656,919.2841,4.9,1925,BS+FM
22713,GW+CC1925 225-4,HRU,340437.7115,4273.5196,3.6,1925,GW+CC
22714,GW+FM1925,HRU,439630.0985,919.2815,4.9,1925,GW+FM
22715,CC+FM1925 225-4,HRU,756516.2662,5197.1021,7.7,1925,CC+FM
22716,BS+GW+CC1925 225-4,HRU,352614.4505,4273.5196,3.6,1925,BS+GW+CC
22717,BS+GW+FM1925 225-4,HRU,451806.8375,919.2815,4.9,1925,BS+GW+FM
22718,BS+CC+FM1925 225-4,HRU,768693.0052,5197.1049,7.7,1925,BS+CC+FM
22719,GW+CC+FM1925 225-4,HRU,768292.0381,5197.1083,7.8,1925,GW+CC+FM
22720,BS+GW+CC+FM1925 225-4,HRU,780468.7771,5197.1083,7.8,1925,BS+GW+CC+FM
22721,BS1926 226-13,HRU,9929.1363,0.812800001,0,1926,BS
22722,GW1926 226-13,HRU,9602.1498,0.034900002,0,1926,GW
22723,CC1926 226-13,HRU,248125.1454,194.0994,-212704.4,1926,CC
22724,FM1926 226-13,HRU,330038.1824,0.137600001,-4.1,1926,FM
22725,BS+GW1926 226-13,HRU,19531.2861,0.034900002,0,1926,BS+GW
22726,BS+CC1926 226-13,HRU,258054.2818,65.242,560.5,1926,BS+CC
22727,BS+FM1926 226-13,HRU,339967.3187,0.950400002,-4.1,1926,BS+FM
22728,GW+CC1926 226-13,HRU,257727.2952,65.4191,560.1,1926,GW+CC
22729,GW+FM1926,HRU,339640.3322,0.166000001,-4.1,1926,GW+FM
22730,CC+FM1926 226-13,HRU,578163.3278,65.3938,557.4,1926,CC+FM
22731,BS+GW+CC1926 226-13,HRU,267656.4316,65.4191,560.1,1926,BS+GW+CC
22732,BS+GW+FM1926 226-13,HRU,349569.4685,0.166000001,-4.1,1926,BS+GW+FM
22733,BS+CC+FM1926 226-13,HRU,588092.4642,66.1605,557.4,1926,BS+CC+FM
22734,GW+CC+FM1926 226-13,HRU,587765.4776,-248897.6992,3337663.5,1926,GW+CC+FM
22735,BS+GW+CC+FM1926 226-13,HRU,597694.614,66.308,558.6,1926,BS+GW+CC+FM
22736,BS1927 226-14,HRU,8591.4656,105.3779,0,1927,BS
22737,GW1927 226-14,HRU,8308.5781,87.5893,0,1927,GW
22738,CC1927 226-14,HRU,214663.143,44.7134,490.5,1927,CC
22739,FM1927 226-14,HRU,285528.9689,-0.3204,-7.7,1927,FM
22740,BS+GW1927 226-14,HRU,16900.0437,87.5893,0,1927,BS+GW
22741,BS+CC1927 226-14,HRU,223254.6086,149.3502,490.5,1927,BS+CC
22742,BS+FM1927 226-14,HRU,294120.4345,105.0759,-7.7,1927,BS+FM
22743,GW+CC1927 226-14,HRU,222971.7211,149.3183,490.1,1927,GW+CC
22744,GW+FM1927,HRU,293837.547,87.2959,-7.7,1927,GW+FM
22745,CC+FM1927 226-14,HRU,500192.1119,44.0208,479.9,1927,CC+FM
22746,BS+GW+CC1927 226-14,HRU,231563.1867,149.3183,490.1,1927,BS+GW+CC
22747,BS+GW+FM1927 226-14,HRU,302429.0126,87.2959,-7.7,1927,BS+GW+FM
22748,BS+CC+FM1927 226-14,HRU,508783.5775,148.6927,479.9,1927,BS+CC+FM
22749,GW+CC+FM1927 226-14,HRU,508500.69,148.6291,481.1,1927,GW+CC+FM
22750,BS+GW+CC+FM1927 226-14,HRU,517092.1556,148.6291,481.1,1927,BS+GW+CC+FM
22751,BS1928 226-15,HRU,3161.9908,415.7856,0,1928,BS
22752,GW1928 226-15,HRU,3058.0972,741.2706,0,1928,GW
22753,CC1928 226-15,HRU,78844.1478,301.7199,94.2,1928,CC
22754,FM1928 226-15,HRU,104870.4248,1.380200002,-3.7,1928,FM
22755,BS+GW1928 226-15,HRU,6220.0881,741.2706,0,1928,BS+GW
22756,BS+CC1928 226-15,HRU,82006.1387,637.6133,94.2,1928,BS+CC
22757,BS+FM1928 226-15,HRU,108032.4157,416.8768,-3.7,1928,BS+FM
22758,GW+CC1928 226-15,HRU,81902.245,931.145,84.6,1928,GW+CC
22759,GW+FM1928,HRU,107928.5221,742.213,-3.7,1928,GW+FM
22760,CC+FM1928 226-15,HRU,183714.5727,301.34,89.8,1928,CC+FM
22761,BS+GW+CC1928 226-15,HRU,85064.2359,931.145,84.6,1928,BS+GW+CC
22762,BS+GW+FM1928 226-15,HRU,111090.5129,742.213,-3.7,1928,BS+GW+FM
22763,BS+CC+FM1928 226-15,HRU,186876.5635,637.2544,89.8,1928,BS+CC+FM
22764,GW+CC+FM1928 226-15,HRU,186772.6699,930.7486,80,1928,GW+CC+FM
22765,BS+GW+CC+FM1928 226-15,HRU,189934.6607,930.7486,80,1928,BS+GW+CC+FM
22766,BS1929 226-16,HRU,5186.9945,55.8883,0,1929,BS
22767,GW1929 226-16,HRU,5016.3424,51.5573,0,1929,GW
22768,CC1929 226-16,HRU,129499.8696,55.7319,332.9,1929,CC
22769,FM1929 226-16,HRU,172249.7258,-0.568299998,-22.8,1929,FM
22770,BS+GW1929 226-16,HRU,10203.3369,51.5573,0,1929,BS+GW
22771,BS+CC1929 226-16,HRU,134686.8641,100.9739,332.9,1929,BS+CC
22772,BS+FM1929 226-16,HRU,177436.7203,55.2768,-22.8,1929,BS+FM
22773,GW+CC1929 226-16,HRU,134516.2121,112.962,332.9,1929,GW+CC
22774,GW+FM1929,HRU,177266.0683,50.9904,-22.8,1929,GW+FM
22775,CC+FM1929 226-16,HRU,301749.5955,55.3572,319.3,1929,CC+FM
22776,BS+GW+CC1929 226-16,HRU,139703.2066,112.962,332.9,1929,BS+GW+CC
22777,BS+GW+FM1929 226-16,HRU,182453.0628,50.9904,-22.8,1929,BS+GW+FM
22778,BS+CC+FM1929 226-16,HRU,306936.59,124.7499,-79715.3,1929,BS+CC+FM
22779,GW+CC+FM1929 226-16,HRU,306765.9379,112.4583,318.7,1929,GW+CC+FM
22780,BS+GW+CC+FM1929 226-16,HRU,311952.9324,112.4583,318.7,1929,BS+GW+CC+FM
22781,BS1930 227-8,HRU,7610.2174,-4979.7337,-4483.2,1930,BS
22782,GW1930 227-8,HRU,7359.6757,188.0162,0,1930,GW
22783,CC1930 227-8,HRU,189708.0331,72.4749,557,1930,CC
22784,FM1930 227-8,HRU,252492.1035,13.6244,-6.5,1930,FM
22785,BS+GW1930 227-8,HRU,14969.8931,188.0162,0,1930,BS+GW
22786,BS+CC1930 227-8,HRU,197318.2505,291.1514,557,1930,BS+CC
22787,BS+FM1930 227-8,HRU,260102.3209,234.7857,-6.5,1930,BS+FM
22788,GW+CC1930 227-8,HRU,197067.7088,309.4787,556.9,1930,GW+CC
22789,GW+FM1930,HRU,259851.7792,190.6001,-6.5,1930,GW+FM
22790,CC+FM1930 227-8,HRU,442200.1366,76.3949,546.6,1930,CC+FM
22791,BS+GW+CC1930 227-8,HRU,204677.9262,309.4787,556.9,1930,BS+GW+CC
22792,BS+GW+FM1930 227-8,HRU,267461.9966,190.6001,-6.5,1930,BS+GW+FM
22793,BS+CC+FM1930 227-8,HRU,449810.354,293.1881,546.6,1930,BS+CC+FM
22794,GW+CC+FM1930 227-8,HRU,449559.8123,308.2927,546.6,1930,GW+CC+FM
22795,BS+GW+CC+FM1930 227-8,HRU,457170.0297,308.2927,546.6,1930,BS+GW+CC+FM
22796,BS1931 227-9,HRU,4654.9049,3.911900003,0,1931,BS
22797,GW1931 227-9,HRU,4501.7912,1.188100003,0,1931,GW
22798,CC1931 227-9,HRU,115940.4797,51.3934,323,1931,CC
22799,FM1931 227-9,HRU,154309.7558,1.164300002,-4.2,1931,FM
22800,BS+GW1931 227-9,HRU,9156.6961,1.188100003,0,1931,BS+GW
22801,BS+CC1931 227-9,HRU,120595.3847,54.6454,323,1931,BS+CC
22802,BS+FM1931 227-9,HRU,158964.6607,5.031200003,-4.2,1931,BS+FM
22803,GW+CC1931 227-9,HRU,120442.2709,54.8711,322.7,1931,GW+CC
22804,GW+FM1931,HRU,158811.547,2.353,-4.2,1931,GW+FM
22805,CC+FM1931 227-9,HRU,270250.2355,50.7812,316.1,1931,CC+FM
22806,BS+GW+CC1931 227-9,HRU,125097.1758,54.8711,322.7,1931,BS+GW+CC
22807,BS+GW+FM1931 227-9,HRU,163466.4519,2.350300003,-4.2,1931,BS+GW+FM
22808,BS+CC+FM1931 227-9,HRU,274905.1405,54.0598,316.1,1931,BS+CC+FM
22809,GW+CC+FM1931 227-9,HRU,274752.0267,54.306,315.5,1931,GW+CC+FM
22810,BS+GW+CC+FM1931 227-9,HRU,279406.9316,54.306,315.5,1931,BS+GW+CC+FM
22811,BS1932 227-10,HRU,1886.294,103.5448,0,1932,BS
22812,GW1932 227-10,HRU,1824.4532,136.5553,0,1932,GW
22813,CC1932 227-10,HRU,46833.1853,50.3445,81.2,1932,CC
22814,FM1932 227-10,HRU,62330.0696,1.534400001,2.1,1932,FM
22815,BS+GW1932 227-10,HRU,3710.7473,136.5553,0,1932,BS+GW
22816,BS+CC1932 227-10,HRU,48719.4793,143.0052,81.2,1932,BS+CC
22817,BS+FM1932 227-10,HRU,64216.3636,104.454,2.1,1932,BS+FM
22818,GW+CC1932 227-10,HRU,48657.6385,172.639,80.5,1932,GW+CC
22819,GW+FM1932,HRU,64154.5228,137.1854,2.1,1932,GW+FM
22820,CC+FM1932 227-10,HRU,109163.2548,51.6264,81.2,1932,CC+FM
22821,BS+GW+CC1932 227-10,HRU,50543.9325,172.639,80.5,1932,BS+GW+CC
22822,BS+GW+FM1932 227-10,HRU,66040.8168,137.1854,2.1,1932,BS+GW+FM
22823,BS+CC+FM1932 227-10,HRU,111049.5488,143.5965,81.2,1932,BS+CC+FM
22824,GW+CC+FM1932 227-10,HRU,110987.7081,172.9816,80.9,1932,GW+CC+FM
22825,BS+GW+CC+FM1932 227-10,HRU,112874.0021,172.9816,80.9,1932,BS+GW+CC+FM
22826,BS1933 227-11,HRU,709.2374,0.111200001,0,1933,BS
22827,GW1933 227-11,HRU,686.2008,0.091700003,0,1933,GW
22828,CC1933 227-11,HRU,17452.6765,7.519700002,51.4,1933,CC
22829,FM1933 227-11,HRU,23225.5149,0.779900003,8,1933,FM
22830,BS+GW1933 227-11,HRU,1395.4382,0.091700003,0,1933,BS+GW
22831,BS+CC1933 227-11,HRU,18161.9139,7.697700001,51.4,1933,BS+CC
22832,BS+FM1933 227-11,HRU,23934.7523,0.869100001,8,1933,BS+FM
22833,GW+CC1933 227-11,HRU,18138.8772,7.722400002,50.9,1933,GW+CC
22834,GW+FM1933,HRU,23911.7156,0.845700003,8,1933,GW+FM
22835,CC+FM1933 227-11,HRU,40678.1914,7.5988,50.1,1933,CC+FM
22836,BS+GW+CC1933 227-11,HRU,18848.1147,7.722400002,50.9,1933,BS+GW+CC
22837,BS+GW+FM1933 227-11,HRU,24620.9531,0.845700003,8,1933,BS+GW+FM
22838,BS+CC+FM1933 227-11,HRU,41387.4288,7.783500001,50.1,1933,BS+CC+FM
22839,GW+CC+FM1933 227-11,HRU,41364.3921,7.800800003,50.2,1933,GW+CC+FM
22840,BS+GW+CC+FM1933 227-11,HRU,42073.6296,7.800800003,50.2,1933,BS+GW+CC+FM
22841,BS1934 228-5,HRU,16057.8385,1140.1452,914,1934,BS
22842,GW1934 228-5,HRU,15528.8291,1013.8115,0,1934,GW
22843,CC1934 228-5,HRU,407622.5968,811.3413,1862.4,1934,CC
22844,FM1934 228-5,HRU,539860.5115,99.1717,-3,1934,FM
22845,BS+GW1934 228-5,HRU,31586.6675,1013.8115,0,1934,BS+GW
22846,BS+CC1934 228-5,HRU,423680.4353,1854.488,2988.7,1934,BS+CC
22847,BS+FM1934 228-5,HRU,555918.3499,1231.7258,909.3,1934,BS+FM
22848,GW+CC1934 228-5,HRU,423151.4259,1840.2215,2462.2,1934,GW+CC
22849,GW+FM1934,HRU,555389.3405,1114.2121,-3,1934,GW+FM
22850,CC+FM1934 228-5,HRU,947483.1083,872.6495,1853.9,1934,CC+FM
22851,BS+GW+CC1934 228-5,HRU,439209.2643,1840.2215,2462.2,1934,BS+GW+CC
22852,BS+GW+FM1934 228-5,HRU,571447.179,1114.2121,-3,1934,BS+GW+FM
22853,BS+CC+FM1934 228-5,HRU,963540.9467,1933.7292,2978.8,1934,BS+CC+FM
22854,GW+CC+FM1934 228-5,HRU,963011.9373,1927.5061,2454.2,1934,GW+CC+FM
22855,BS+GW+CC+FM1934 228-5,HRU,979069.7758,1927.5061,2454.2,1934,BS+GW+CC+FM
22856,BS1935 228-6,HRU,23236.522,55.8576,44.6,1935,BS
22857,GW1935 228-6,HRU,22470.8525,0.1138,0,1935,GW
22858,CC1935 228-6,HRU,589973.5402,4873.8929,7583.9,1935,CC
22859,FM1935 228-6,HRU,781370.0329,1697.1293,-3.4,1935,FM
22860,BS+GW1935 228-6,HRU,45707.3746,0.1138,0,1935,BS+GW
22861,BS+CC1935 228-6,HRU,613210.0622,4929.4762,7697.2,1935,BS+CC
22862,BS+FM1935 228-6,HRU,804606.5549,1751.9345,41.5,1935,BS+FM
22863,GW+CC1935 228-6,HRU,612444.3927,4941.0166,8286.7,1935,GW+CC
22864,GW+FM1935,HRU,803840.8854,1698.385,-3.4,1935,GW+FM
22865,CC+FM1935 228-6,HRU,1371343.573,6389.2816,7581.4,1935,CC+FM
22866,BS+GW+CC1935 228-6,HRU,635680.9147,4941.0166,8286.7,1935,BS+GW+CC
22867,BS+GW+FM1935 228-6,HRU,827077.4075,1698.385,-3.4,1935,BS+GW+FM
22868,BS+CC+FM1935 228-6,HRU,1394580.095,6442.253,7695,1935,BS+CC+FM
22869,GW+CC+FM1935 228-6,HRU,1393814.426,6454.6473,8282.8,1935,GW+CC+FM
22870,BS+GW+CC+FM1935 228-6,HRU,1417050.948,6454.6473,8282.8,1935,BS+GW+CC+FM
22871,BS1936 228-7,HRU,6375.6795,43.9204,205.5,1936,BS
22872,GW1936 228-7,HRU,6165.8625,29.0171,35.5,1936,GW
22873,CC1936 228-7,HRU,161679.0606,664.5394,1008.5,1936,CC
22874,FM1936 228-7,HRU,214127.5887,506.9624,-20.2,1936,FM
22875,BS+GW1936 228-7,HRU,12541.5419,29.0171,35.5,1936,BS+GW
22876,BS+CC1936 228-7,HRU,168054.74,707.5627,1316.8,1936,BS+CC
22877,BS+FM1936 228-7,HRU,220503.2682,550.1465,185.4,1936,BS+FM
22878,GW+CC1936 228-7,HRU,167844.923,711.598,1120.8,1936,GW+CC
22879,GW+FM1936,HRU,220293.4512,535.8797,15.5,1936,GW+FM
22880,CC+FM1936 228-7,HRU,375806.6493,1178.1894,1001.8,1936,CC+FM
22881,BS+GW+CC1936 228-7,HRU,174220.6025,711.598,1120.8,1936,BS+GW+CC
22882,BS+GW+FM1936 228-7,HRU,226669.1307,600.1738,-78158.5,1936,BS+GW+FM
22883,BS+CC+FM1936 228-7,HRU,382182.3288,1220.5888,1309.9,1936,BS+CC+FM
22884,GW+CC+FM1936 228-7,HRU,381972.5118,1225.294,1114,1936,GW+CC+FM
22885,BS+GW+CC+FM1936 228-7,HRU,388348.1913,1226.618,1096.2,1936,BS+GW+CC+FM
22886,BS1937 228-8,HRU,1143.5087,401.069,961,1937,BS
22887,GW1937 228-8,HRU,1106.181,950.1737,1011.7,1937,GW
22888,CC1937 228-8,HRU,28772.8997,464.8486,-354.9,1937,CC
22889,FM1937 228-8,HRU,38103.8033,0.9329,0.4,1937,FM
22890,BS+GW1937 228-8,HRU,2249.6897,950.1737,1011.7,1937,BS+GW
22891,BS+CC1937 228-8,HRU,29916.4084,765.4335,918.4,1937,BS+CC
22892,BS+FM1937 228-8,HRU,39247.3121,401.6731,961.5,1937,BS+FM
22893,GW+CC1937 228-8,HRU,29879.0807,1061.2632,1050.9,1937,GW+CC
22894,GW+FM1937,HRU,39209.9844,951.6102,1012.2,1937,GW+FM
22895,CC+FM1937 228-8,HRU,66876.703,464.8045,-355.3,1937,CC+FM
22896,BS+GW+CC1937 228-8,HRU,31022.5894,1061.2632,1050.9,1937,BS+GW+CC
22897,BS+GW+FM1937 228-8,HRU,40353.4931,951.6102,1012.2,1937,BS+GW+FM
22898,BS+CC+FM1937 228-8,HRU,68020.2117,765.4678,917.7,1937,BS+CC+FM
22899,GW+CC+FM1937 228-8,HRU,67982.884,1062.1081,1050.3,1937,GW+CC+FM
22900,BS+GW+CC+FM1937 228-8,HRU,69126.3927,1062.1081,1050.3,1937,BS+GW+CC+FM
22901,BS1938 228-9,HRU,5871.572,301.8061,336.1,1938,BS
22902,GW1938 228-9,HRU,5678.3739,412.2076,191,1938,GW
22903,CC1938 228-9,HRU,148873.861,706.7251,488.1,1938,CC
22904,FM1938 228-9,HRU,197168.1064,232.06,-21,1938,FM
22905,BS+GW1938 228-9,HRU,11549.9459,377.4104,129.8,1938,BS+GW
22906,BS+CC1938 228-9,HRU,154745.433,975.8917,949.5,1938,BS+CC
22907,BS+FM1938 228-9,HRU,203039.6783,532.8789,314.9,1938,BS+FM
22908,GW+CC1938 228-9,HRU,154552.235,1084.2429,737.6,1938,GW+CC
22909,GW+FM1938,HRU,202846.4803,722.0645,-117329.7,1938,GW+FM
22910,CC+FM1938 228-9,HRU,346041.9674,932.4389,481.2,1938,CC+FM
22911,BS+GW+CC1938 228-9,HRU,160423.807,1084.2429,737.6,1938,BS+GW+CC
22912,BS+GW+FM1938 228-9,HRU,208718.0523,644.2374,169.9,1938,BS+GW+FM
22913,BS+CC+FM1938 228-9,HRU,351913.5394,1200.5617,943,1938,BS+CC+FM
22914,GW+CC+FM1938 228-9,HRU,351720.3413,1309.3124,731.2,1938,GW+CC+FM
22915,BS+GW+CC+FM1938 228-9,HRU,357591.9133,1309.3124,731.2,1938,BS+GW+CC+FM
22916,BS1939 229-1,HRU,2989.4862,149.7759,0,1939,BS
22917,GW1939 229-1,HRU,2891.7777,163.0874,0,1939,GW
22918,CC1939 229-1,HRU,98961.3928,851.0526,-1886.8,1939,CC
22919,FM1939 229-1,HRU,123109.8033,387.9594,-15.9,1939,FM
22920,BS+GW1939 229-1,HRU,5881.2639,163.0874,0,1939,BS+GW
22921,BS+CC1939 229-1,HRU,101950.879,975.4621,-1886.8,1939,BS+CC
22922,BS+FM1939 229-1,HRU,126099.2895,538.0364,-15.9,1939,BS+FM
22923,GW+CC1939 229-1,HRU,101853.1706,1004.2637,1435.9,1939,GW+CC
22924,GW+FM1939,HRU,126001.581,551.8731,-15.9,1939,GW+FM
22925,CC+FM1939 229-1,HRU,222071.1961,1219.5683,-1889.5,1939,CC+FM
22926,BS+GW+CC1939 229-1,HRU,104842.6567,1004.2637,1435.9,1939,BS+GW+CC
22927,BS+GW+FM1939 229-1,HRU,128991.0672,551.8731,-15.9,1939,BS+GW+FM
22928,BS+CC+FM1939 229-1,HRU,225060.6823,1343.8603,-1889.5,1939,BS+CC+FM
22929,GW+CC+FM1939 229-1,HRU,224962.9739,1373.1406,1434.8,1939,GW+CC+FM
22930,BS+GW+CC+FM1939 229-1,HRU,227952.4601,1185.3602,815.9,1939,BS+GW+CC+FM
22931,BS1940 229-2,HRU,23547.6262,10.0236,0,1940,BS
22932,GW1940 229-2,HRU,22772.1762,4.403300002,0,1940,GW
22933,CC1940 229-2,HRU,785215.8108,17383.9022,17590.3,1940,CC
22934,FM1940 229-2,HRU,976866.4368,5752.7959,-283.6,1940,FM
22935,BS+GW1940 229-2,HRU,46319.8024,4.403300002,0,1940,BS+GW
22936,BS+CC1940 229-2,HRU,808763.437,17395.4015,17590.3,1940,BS+CC
22937,BS+FM1940 229-2,HRU,1000414.063,5762.8564,-283.6,1940,BS+FM
22938,GW+CC1940 229-2,HRU,807987.987,17439.675,17626.8,1940,GW+CC
22939,GW+FM1940,HRU,999638.613,5757.2681,-283.6,1940,GW+FM
22940,CC+FM1940 229-2,HRU,1762082.248,22844.1248,17378.2,1940,CC+FM
22941,BS+GW+CC1940 229-2,HRU,831535.6132,17439.675,17626.8,1940,BS+GW+CC
22942,BS+GW+FM1940 229-2,HRU,1023186.239,5757.2681,-283.6,1940,BS+GW+FM
