BS,GW,CC,FM,BS+GW,BS+CC,BS+FM,GW+CC,GW+FM,CC+FM,BS+GW+CC,BS+GW+FM,BS+CC+FM,GW+CC+FM,BS+GW+CC+FM,HRU
1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2786
0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,2787
1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,2788
0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,2789
0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2790
1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,2791
1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,2796
1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,2797
0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2798
1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,2799
0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,2800
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2801
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2802
1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,2803
0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,2804
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2805
1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,2806
0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,2807
1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,2808
1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,2809
1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,2810
0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2811
1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,2812
1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,2813
1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,2814
0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,2815
1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,2816
1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,2817
1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,2818
1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,2819
0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,2820
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2821
0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,2822
1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,2823
1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,2824
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,2825
1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,2826
1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,2827
1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2828
0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,2829
1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2830
0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,2831
0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,2832
1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,2833
0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2834
0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,2835
0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,2836
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2837
1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2838
1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2839
0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,2840
0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,2841
1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2842
1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,2843
0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,2844
0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2845
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2846
0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,2847
1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,2848
1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,2849
0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,2850
0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,2851
1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,2852
1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,2853
0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,2854
1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2855
0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,2856
0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,2860
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,2861
0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,2862
1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2863
0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,2864
1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,2865
1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2866
1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,2867
1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2868
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2869
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,2870
1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2871
1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,2872
0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,2873
1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,2874
0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,2876
1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,2877
1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,2878
1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,2879
0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,2880
0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2881
0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,2882
1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2883
1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,2884
1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,2885
0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,2886
0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,2887
0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2888
0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,2889
1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,2890
0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,2891
0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,2892
0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,2893
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,2899
1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,2900
0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,2901
1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,2902
0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,2903
0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,2904
0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,2905
0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,2906
0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,2907
0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2908
0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,2909
0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,2910
0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,2911
1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,2913
0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,2914
0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,2915
0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,2916
1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,2923
0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,2924
0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,2925
0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2926
1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,2927
0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,2928
0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,2929
1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,2934
0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,2935
1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,2936
0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,2937
1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,2938
1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,2939
0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,2944
1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,2945
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2946
0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,2947
1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,2952
0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,2953
0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,2954
0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,2955
1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2956
1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,2957
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,2960
1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2961
0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2962
1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,2963
0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2964
1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,2965
0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,2966
1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2967
0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,2968
1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,2969
1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,2970
0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,2971
1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,2972
0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,2973
1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2974
0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,2975
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2976
1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,2977
1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,2978
0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,2979
0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,2980
0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,2981
0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,2982
1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,2983
0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,2984
0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,2985
0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,2998
0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,2999
1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,3000
0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,3001
1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,3002
0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,3003
1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,3004
1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3005
0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,3006
0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,3022
0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,3023
0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,3024
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3025
0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,3026
1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,3027
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3040
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3041
0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,3042
1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3043
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3044
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3045
1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,3046
1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,3047
0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3049
0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,3050
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3051
1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,3052
0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,3053
1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,3054
1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,3055
0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,3057
1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,3058
0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,3059
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3060
1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,3068
0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,3069
0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,3074
1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3075
1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,3076
0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,3077
1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,3082
0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,3083
1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,3084
1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,3085
0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,3090
0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,3091
1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,3092
0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,3093
1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3104
0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,3105
0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,3106
1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,3107
0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,3114
0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,3115
0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,3116
1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,3117
1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,3118
1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,3119
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3128
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3129
0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,3130
0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,3131
0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,3132
0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,3133
0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,3138
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3139
0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3142
1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,3143
1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,3154
1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,3155
0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,3156
0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,3157
1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,3158
1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,3159
1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,3170
1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,3171
0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,3172
0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,3173
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,3174
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,3175
1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,3198
1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,3199
1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,3200
0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,3201
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,3215
1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,3216
0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,3217
0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,3218
1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,3219
0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,3220
1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,3240
1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,3241
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,3242
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,3243
0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,3244
0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,3245
0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,3246
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,3247
0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,3248
0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,3249
1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,3254
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,3255
0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,3256
1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,3257
1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,3262
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,3263
0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,3272
0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3273
0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3274
1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,3275
0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,3280
0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,3281
1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,3282
1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,3283
0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,3290
1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,3291
1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,3318
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3319
0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,3320
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,3321
1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,3322
0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,3323
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3324
0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,3325
1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,3363
0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,3364
1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,3365
1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,3366
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,3367
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,3368
0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,3369
1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,3370
0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,3401
0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,3402
