ID,Label,Cost,NitRed,SedRed,Name
21371,BS1836 204-4,25361.6792,1.648200002,2,204-4
21372,GW1836 204-4,24526.3725,0,0,204-4
21373,CC1836 204-4,822975.7137,66.4837,1372.1,204-4
21374,FM1836 204-4,1031304.187,-0.685999997,-18.70000005,204-4
21375,BS+GW1836 204-4,49888.0517,0,0,36 204-4
21376,BS+CC1836 204-4,848337.3929,68.4315,1372.2,36 204-4
21377,BS+FM1836 204-4,1056665.866,0.934300002,-16.89999998,36 204-4
21378,GW+CC1836 204-4,847502.0862,69.5269,1287.6,36 204-4
21379,GW+FM1836,1055830.559,-0.673599999,-18.70000005,36
21380,CC+FM1836 204-4,1854279.901,64.8925,1344.5,36 204-4
21381,BS+GW+CC1836 204-4,872863.7654,69.5269,1287.6,C1836 204-4
21382,BS+GW+FM1836 204-4,1081192.238,-0.685999997,-18.70000005,M1836 204-4
21383,BS+CC+FM1836 204-4,1879641.58,66.8605,1344.6,M1836 204-4
21384,GW+CC+FM1836 204-4,1878806.273,67.9416,1260.4,M1836 204-4
21385,BS+GW+CC+FM1836 204-4,1904167.952,67.9416,1260.4,C+FM1836 204-4
21386,BS1837 205-5,11181.2077,50.8648,17.30000007,205-5
21387,GW1837 205-5,10813.3895,91.0093,19.39999998,205-5
21388,CC1837 205-5,362401.8162,13.3945,1378.8,205-5
21389,FM1837 205-5,454136.9787,1.297700003,0.399999976,205-5
21390,BS+GW1837 205-5,21994.5972,91.0093,19.39999998,37 205-5
21391,BS+CC1837 205-5,373583.0239,69.1978,1681.4,37 205-5
21392,BS+FM1837 205-5,465318.1864,52.0428,17.60000002,37 205-5
21393,GW+CC1837 205-5,373215.2058,142.8891,1227,37 205-5
21394,GW+FM1837,464950.3683,92.1319,19.9000001,37
21395,CC+FM1837 205-5,816538.7949,14.0254,1347.8,37 205-5
21396,BS+GW+CC1837 205-5,384396.4135,142.8891,1227,C1837 205-5
21397,BS+GW+FM1837 205-5,476131.576,92.1319,19.9000001,M1837 205-5
21398,BS+CC+FM1837 205-5,827720.0026,69.7423,1650.9,M1837 205-5
21399,GW+CC+FM1837 205-5,827352.1845,143.189,1196.7,M1837 205-5
21400,BS+GW+CC+FM1837 205-5,838533.3922,143.189,1196.7,C+FM1837 205-5
21401,BS1838 205-6,11307.2629,0.742500003,0,205-6
21402,GW1838 205-6,10935.289,0.580500003,0,205-6
21403,CC1838 205-6,366496.0181,70.7672,1077.8,205-6
21404,FM1838 205-6,459267.6191,20.049,-36.60000002,205-6
21405,BS+GW1838 205-6,22242.5519,0.580500003,0,38 205-6
21406,BS+CC1838 205-6,377803.2809,71.7269,1077.8,38 205-6
21407,BS+FM1838 205-6,470574.882,20.7518,-36.60000002,38 205-6
21408,GW+CC1838 205-6,377431.3071,71.8506,1044,38 205-6
21409,GW+FM1838,470202.9081,20.6017,-36.60000002,38
21410,CC+FM1838 205-6,825763.6372,89.2372,992.1,38 205-6
21411,BS+GW+CC1838 205-6,388738.5699,71.8506,1044,C1838 205-6
21412,BS+GW+FM1838 205-6,481510.171,20.6017,-36.60000002,M1838 205-6
21413,BS+CC+FM1838 205-6,837070.9,-140.1252,-1946.8,M1838 205-6
21414,GW+CC+FM1838 205-6,836698.9262,90.4424,957.2,M1838 205-6
21415,BS+GW+CC+FM1838 205-6,848006.189,90.4424,957.2,C+FM1838 205-6
21416,BS1839 206-7,15966.8725,2.255700003,11134.8,206-7
21417,GW1839 206-7,15441.285,0.350000001,2617.6,206-7
21418,CC1839 206-7,517837.5701,13548.4054,-1513.8,206-7
21419,FM1839 206-7,648920.9658,4382.8057,-167.5,206-7
21420,BS+GW1839 206-7,31408.1575,0.350000001,2617.6,39 206-7
21421,BS+CC1839 206-7,533804.4426,13551.4419,11551.3,39 206-7
21422,BS+FM1839 206-7,664887.8383,4385.0726,11038,39 206-7
21423,GW+CC1839 206-7,533278.8551,13551.2964,5417.3,39 206-7
21424,GW+FM1839,664362.2508,4383.1557,2490.4,39
21425,CC+FM1839 206-7,1166758.536,17548.4146,-1768.4,39 206-7
21426,BS+GW+CC1839 206-7,549245.7276,13551.2964,5417.3,C1839 206-7
21427,BS+GW+FM1839 206-7,680329.1233,4383.1557,2490.4,M1839 206-7
21428,BS+CC+FM1839 206-7,1182725.409,17551.506,11403.5,M1839 206-7
21429,GW+CC+FM1839 206-7,1182199.821,17550.9781,5251.2,M1839 206-7
21430,BS+GW+CC+FM1839 206-7,1198166.693,17550.9781,5251.2,C+FM1839 206-7
21431,BS1840 206-8,15202.3933,164.9347,268502.8,206-8
21432,GW1840 206-8,14702.0084,227.8422,266102,206-8
21433,CC1840 206-8,493007.7062,901.9915,921.1,206-8
21434,FM1840 206-8,617805.4743,223.6944,-720.4999999,206-8
21435,BS+GW1840 206-8,29904.4016,227.8422,266102,40 206-8
21436,BS+CC1840 206-8,508210.0995,1074.9787,250777.3,40 206-8
21437,BS+FM1840 206-8,633007.8675,392.082,275221.1,40 206-8
21438,GW+CC1840 206-8,507709.7146,1214.8741,282034.1,40 206-8
21439,GW+FM1840,632507.4826,434.6579,261157.5,40
21440,CC+FM1840 206-8,1110813.181,1085.7275,666.0000001,40 206-8
21441,BS+GW+CC1840 206-8,522912.1079,1214.8741,282034.1,C1840 206-8
21442,BS+GW+FM1840 206-8,647709.8759,434.6579,261157.5,M1840 206-8
21443,BS+CC+FM1840 206-8,1126015.574,1257.3786,252224.6,M1840 206-8
21444,GW+CC+FM1840 206-8,1125515.189,1396.6669,283195.9,M1840 206-8
21445,BS+GW+CC+FM1840 206-8,1140717.582,1396.6669,283195.9,C+FM1840 206-8
21446,BS1841 206-9,2670.7744,2.243100002,6089.8,206-9
21447,GW1841 206-9,2583.5203,2.982500002,5976.6,206-9
21448,CC1841 206-9,85987.6355,179.2769,-67.5999999,206-9
21449,FM1841 206-9,107749.1313,3.890800003,246.1,206-9
21450,BS+GW1841 206-9,5254.2947,2.982500002,5976.6,41 206-9
21451,BS+CC1841 206-9,88658.41,182.0781,6902.5,41 206-9
21452,BS+FM1841 206-9,110419.9058,5.928600002,6169.5,41 206-9
21453,GW+CC1841 206-9,88571.1558,184.5391,6744.7,41 206-9
21454,GW+FM1841,110332.6516,6.627100002,6071.7,41
21455,CC+FM1841 206-9,193736.7669,179.2714,-374.3000001,41 206-9
21456,BS+GW+CC1841 206-9,91241.9303,184.5391,6744.7,C1841 206-9
21457,BS+GW+FM1841 206-9,113003.4261,6.627100002,6071.7,M1841 206-9
21458,BS+CC+FM1841 206-9,196407.5413,182.3155,6820.4,M1841 206-9
21459,GW+CC+FM1841 206-9,196320.2872,184.8836,6696.7,M1841 206-9
21460,BS+GW+CC+FM1841 206-9,198991.0616,184.8836,6696.7,C+FM1841 206-9
21461,BS1842 206-10,1909.9737,90.3683,45237.4,206-10
21462,GW1842 206-10,1847.8009,250.3388,173741.2,206-10
21463,CC1842 206-10,61277.2465,67.988,1201.2,206-10
21464,FM1842 206-10,76783.3595,2.034200002,-816.5,206-10
21465,BS+GW1842 206-10,3757.7746,250.3388,173741.2,42 206-10
21466,BS+CC1842 206-10,63187.2202,155.93,41929.4,42 206-10
21467,BS+FM1842 206-10,78693.3331,93.1685,44769.6,42 206-10
21468,GW+CC1842 206-10,63125.0474,342.4287,174686.5,42 206-10
21469,GW+FM1842,78631.1604,254.8243,173730.7,42
21470,CC+FM1842 206-10,138060.606,53.4447,378.5,42 206-10
21471,BS+GW+CC1842 206-10,65035.0211,342.4287,174686.5,C1842 206-10
21472,BS+GW+FM1842 206-10,80541.1341,254.8243,173730.7,M1842 206-10
21473,BS+CC+FM1842 206-10,139970.5797,141.0134,41548.5,M1842 206-10
21474,GW+CC+FM1842 206-10,139908.4069,348.5481,174787.8,M1842 206-10
21475,BS+GW+CC+FM1842 206-10,141818.3806,348.5481,174787.8,C+FM1842 206-10
21476,BS1843 207-3,4635.6155,68.2037,203.1,207-3
21477,GW1843 207-3,4483.5863,80.1409,14.30000007,207-3
21478,CC1843 207-3,149804.5894,166.4838,-386.6999999,207-3
21479,FM1843 207-3,187721.2124,90.4537,2.700000048,207-3
21480,BS+GW1843 207-3,9119.2018,80.1409,14.30000007,43 207-3
21481,BS+CC1843 207-3,154440.2049,250.1164,13,43 207-3
21482,BS+FM1843 207-3,192356.8279,158.221,205.8,43 207-3
21483,GW+CC1843 207-3,154288.1757,277.7689,-404.4,43 207-3
21484,GW+FM1843,192204.7987,170.036,17,43
21485,CC+FM1843 207-3,337525.8018,254.1189,-385.4,43 207-3
21486,BS+GW+CC1843 207-3,158923.7912,277.7689,-404.4,C1843 207-3
21487,BS+GW+FM1843 207-3,196840.4142,170.036,17,M1843 207-3
21488,BS+CC+FM1843 207-3,342161.4173,337.1921,14.60000002,M1843 207-3
21489,GW+CC+FM1843 207-3,342009.3881,364.6387,-402.9,M1843 207-3
21490,BS+GW+CC+FM1843 207-3,346645.0036,364.6387,-402.9,C+FM1843 207-3
21491,BS1844 207-4,12778.1296,0,0,207-4
21492,GW1844 207-4,12357.6656,0,0,207-4
21493,CC1844 207-4,414268.9601,8395.971,129.6,207-4
21494,FM1844 207-4,519134.1807,4694.1076,-29.29999995,207-4
21495,BS+GW1844 207-4,25135.7953,0,0,44 207-4
21496,BS+CC1844 207-4,427047.0897,8395.971,129.6,44 207-4
21497,BS+FM1844 207-4,531912.3103,4694.1076,-29.29999995,44 207-4
21498,GW+CC1844 207-4,426626.6257,8395.4962,82.79999995,44 207-4
21499,GW+FM1844,531491.8463,4694.1076,-29.29999995,44
21500,CC+FM1844 207-4,933403.1408,13042.3373,36.9000001,44 207-4
21501,BS+GW+CC1844 207-4,439404.7554,8395.4962,82.79999995,C1844 207-4
21502,BS+GW+FM1844 207-4,544269.9759,4694.1076,-29.29999995,M1844 207-4
21503,BS+CC+FM1844 207-4,946181.2704,13042.3373,36.9000001,M1844 207-4
21504,GW+CC+FM1844 207-4,945760.8064,13041.7991,-11,M1844 207-4
21505,BS+GW+CC+FM1844 207-4,958538.936,13041.7991,-11,C+FM1844 207-4
21506,BS1845 207-5,2637.3807,0,0,207-5
21507,GW1845 207-5,2551.2275,0,0,207-5
21508,CC1845 207-5,84903.0263,154.7444,8.299999952,207-5
21509,FM1845 207-5,106389.9555,19.8567,0.200000048,207-5
21510,BS+GW1845 207-5,5188.6082,0,0,45 207-5
21511,BS+CC1845 207-5,87540.407,154.7444,8.299999952,45 207-5
21512,BS+FM1845 207-5,109027.3362,19.8567,0.200000048,45 207-5
21513,GW+CC1845 207-5,87454.2538,154.7835,2.5,45 207-5
21514,GW+FM1845,108941.183,19.8567,0.200000048,45
21515,CC+FM1845 207-5,191292.9818,175.1159,8.200000048,45 207-5
21516,BS+GW+CC1845 207-5,90091.6345,154.7835,2.5,C1845 207-5
21517,BS+GW+FM1845 207-5,111578.5637,19.8567,0.200000048,M1845 207-5
21518,BS+CC+FM1845 207-5,193930.3625,175.1159,8.200000048,M1845 207-5
21519,GW+CC+FM1845 207-5,193844.2093,175.1325,3,M1845 207-5
21520,BS+GW+CC+FM1845 207-5,196481.59,175.1325,3,C+FM1845 207-5
21521,BS1846 207-6,502.928,12.2497,93.10000002,207-6
21522,GW1846 207-6,487.1414,27.412,140.8000001,207-6
21523,CC1846 207-6,15577.1787,-1.187199999,-41.19999993,207-6
21524,FM1846 207-6,19514.4159,3.0132,9.799999952,207-6
21525,BS+GW1846 207-6,990.0694,27.412,140.8000001,46 207-6
21526,BS+CC1846 207-6,16080.1068,12.7827,39.20000005,46 207-6
21527,BS+FM1846 207-6,20017.3439,15.4222,102.0000001,46 207-6
21528,GW+CC1846 207-6,16064.3201,35.831,143.4000001,46 207-6
21529,GW+FM1846,20001.5573,30.1922,140.3,46
21530,CC+FM1846 207-6,35091.5946,1.414500002,-42.39999998,46 207-6
21531,BS+GW+CC1846 207-6,16567.2482,35.831,143.4000001,C1846 207-6
21532,BS+GW+FM1846 207-6,20504.4853,30.1922,140.3,M1846 207-6
21533,BS+CC+FM1846 207-6,35594.5227,15.4137,38.10000002,M1846 207-6
21534,GW+CC+FM1846 207-6,35578.7361,38.4596,142.3000001,M1846 207-6
21535,BS+GW+CC+FM1846 207-6,36081.6641,38.4596,142.3000001,C+FM1846 207-6
21536,BS1847 208-14,5496.5223,310.3065,0.300000072,208-14
21537,GW1847 208-14,5316.1002,374.9631,0.200000048,208-14
21538,CC1847 208-14,176751.8888,-67.1897,304.1,208-14
21539,FM1847 208-14,221745.3413,-1.285399999,-3.5,208-14
21540,BS+GW1847 208-14,10812.6225,374.9631,0.200000048,47 208-14
21541,BS+CC1847 208-14,182248.4111,179.6741,304.5,47 208-14
21542,BS+FM1847 208-14,227241.8636,309.2927,-3.299999952,47 208-14
21543,GW+CC1847 208-14,182067.989,423.33,308.7,47 208-14
21544,GW+FM1847,227061.4416,374.1211,-3.399999976,47
21545,CC+FM1847 208-14,398497.2301,-69.6979,295.2,47 208-14
21546,BS+GW+CC1847 208-14,187564.5113,423.33,308.7,C1847 208-14
21547,BS+GW+FM1847 208-14,232557.9638,374.1211,-3.399999976,M1847 208-14
21548,BS+CC+FM1847 208-14,403993.7524,177.4956,295.5,M1847 208-14
21549,GW+CC+FM1847 208-14,403813.3304,421.596,298.3000001,M1847 208-14
21550,BS+GW+CC+FM1847 208-14,409309.8526,421.596,298.3000001,C+FM1847 208-14
21551,BS1848 208-15,2028.6534,0,0,208-15
21552,GW1848 208-15,1962.5569,0,0,208-15
21553,CC1848 208-15,64767.0537,19.8404,247.6,208-15
21554,FM1848 208-15,81250.1414,3.723100003,-3.5,208-15
21555,BS+GW1848 208-15,3991.2103,0,0,48 208-15
21556,BS+CC1848 208-15,66795.7071,19.8404,247.6,48 208-15
21557,BS+FM1848 208-15,83278.7949,3.723100003,-3.5,48 208-15
21558,GW+CC1848 208-15,66729.6106,19.8372,246.9,48 208-15
21559,GW+FM1848,83212.6983,3.723100003,-3.5,48
21560,CC+FM1848 208-15,146017.1951,23.1787,242.4,48 208-15
21561,BS+GW+CC1848 208-15,68758.264,-57653.456,2414635.2,C1848 208-15
21562,BS+GW+FM1848 208-15,85241.3518,3.723100003,-3.5,M1848 208-15
21563,BS+CC+FM1848 208-15,148045.8486,23.1787,242.4,M1848 208-15
21564,GW+CC+FM1848 208-15,147979.752,23.1568,241.5,M1848 208-15
21565,BS+GW+CC+FM1848 208-15,150008.4055,23.1568,241.5,C+FM1848 208-15
21566,BS1849 208-16,6426.1476,81.0738,0,208-16
21567,GW1849 208-16,6215.0786,58.7539,0,208-16
21568,CC1849 208-16,206771.4618,45.1124,742,208-16
21569,FM1849 208-16,259407.6365,1.653800003,-5.099999905,208-16
21570,BS+GW1849 208-16,12641.2262,58.7539,0,49 208-16
21571,BS+CC1849 208-16,213197.6094,114.6122,742,49 208-16
21572,BS+FM1849 208-16,265833.7841,82.2808,-5.099999905,49 208-16
21573,GW+CC1849 208-16,212986.5404,114.0655,741.9,49 208-16
21574,GW+FM1849,265622.715,60.0554,-5.099999905,49
21575,CC+FM1849 208-16,466179.0983,46.0485,735.1,49 208-16
21576,BS+GW+CC1849 208-16,219412.688,114.0655,741.9,C1849 208-16
21577,BS+GW+FM1849 208-16,272048.8626,60.0554,-5.099999905,M1849 208-16
21578,BS+CC+FM1849 208-16,472605.2459,115.492,735.1,M1849 208-16
21579,GW+CC+FM1849 208-16,472394.1769,115.1106,735.6,M1849 208-16
21580,BS+GW+CC+FM1849 208-16,478820.3244,115.1106,735.6,C+FM1849 208-16
21581,BS1850 208-17,12399.0889,6.575800002,0,208-17
21582,GW1850 208-17,11991.1096,-155318.7072,-362274.8,208-17
21583,CC1850 208-17,399650.3994,89.8717,316.4,208-17
21584,FM1850 208-17,501391.8735,15.7173,-11.60000002,208-17
21585,BS+GW1850 208-17,24390.1985,0.685000002,0,50 208-17
21586,BS+CC1850 208-17,412049.4883,98.1355,316.4,50 208-17
21587,BS+FM1850 208-17,513790.9625,22.2367,-11.60000002,50 208-17
21588,GW+CC1850 208-17,411641.509,84.2112,327.2,50 208-17
21589,GW+FM1850,513382.9831,16.3624,-11.60000002,50
21590,CC+FM1850 208-17,901042.2729,-220380.7965,3542029.1,50 208-17
21591,BS+GW+CC1850 208-17,424040.5979,84.2112,327.2,C1850 208-17
21592,BS+GW+FM1850 208-17,525782.072,16.3624,-11.60000002,M1850 208-17
21593,BS+CC+FM1850 208-17,913441.3619,-8387.4171,615656.7,M1850 208-17
21594,GW+CC+FM1850 208-17,913033.3825,-113637.8937,1412780.2,M1850 208-17
21595,BS+GW+CC+FM1850 208-17,925432.4714,107.2907,309.6999999,C+FM1850 208-17
21596,BS1851 208-18,830.0236,0,0,208-18
21597,GW1851 208-18,803.4423,0,0,208-18
21598,CC1851 208-18,26060.7545,5.933400001,80.39999998,208-18
21599,FM1851 208-18,32689.5552,-7.2733,-1317.5,208-18
21600,BS+GW1851 208-18,1633.4659,-65982.8403,2388493.9,51 208-18
21601,BS+CC1851 208-18,26890.7781,5.933400001,80.39999998,51 208-18
21602,BS+FM1851 208-18,33519.5788,0.817300003,-3.899999976,51 208-18
21603,GW+CC1851 208-18,26864.1968,5.922300003,80.00000012,51 208-18
21604,GW+FM1851,33492.9975,0.817300003,-3.899999976,51
21605,CC+FM1851 208-18,58750.3097,6.880400002,79.70000005,51 208-18
21606,BS+GW+CC1851 208-18,27694.2204,5.922300003,80.00000012,C1851 208-18
21607,BS+GW+FM1851 208-18,34323.0211,0.817300003,-3.899999976,M1851 208-18
21608,BS+CC+FM1851 208-18,59580.3332,6.880400002,79.70000005,M1851 208-18
21609,GW+CC+FM1851 208-18,59553.752,6.868500002,79.10000002,M1851 208-18
21610,BS+GW+CC+FM1851 208-18,60383.7756,6.868500002,79.10000002,C+FM1851 208-18
21611,BS1852 208-19,2379.8771,95.821,0,208-19
21612,GW1852 208-19,2302.2017,112.1964,0,208-19
21613,CC1852 208-19,76108.8102,-23.9504,154.8000001,208-19
21614,FM1852 208-19,95479.4105,-0.420199998,-1.700000048,208-19
21615,BS+GW1852 208-19,4682.0789,112.1964,0,52 208-19
21616,BS+CC1852 208-19,78488.6873,60.547,154.8000001,52 208-19
21617,BS+FM1852 208-19,97859.2876,95.4623,-1.700000048,52 208-19
21618,GW+CC1852 208-19,78411.012,126.7434,156.4,52 208-19
21619,GW+FM1852,97781.6122,111.9117,-1.700000048,52
21620,CC+FM1852 208-19,171588.2207,-24.3017,152,52 208-19
21621,BS+GW+CC1852 208-19,80790.8891,126.7434,156.4,C1852 208-19
21622,BS+GW+FM1852 208-19,100161.4893,111.9117,-1.700000048,M1852 208-19
21623,BS+CC+FM1852 208-19,173968.0978,60.2792,152,M1852 208-19
21624,GW+CC+FM1852 208-19,173890.4225,126.6823,153.3,M1852 208-19
21625,BS+GW+CC+FM1852 208-19,176270.2996,126.6823,153.3,C+FM1852 208-19
21626,BS1853 209-13,10055.1727,0.874900002,0,209-13
21627,GW1853 209-13,9724.0773,0,0,209-13
21628,CC1853 209-13,259147.786,108.9113,748.8000001,209-13
21629,FM1853 209-13,341853.6528,-0.406999998,-24.80000007,209-13
21630,BS+GW1853 209-13,19779.2501,0,0,53 209-13
21631,BS+CC1853 209-13,269202.9587,110.0956,748.8000001,53 209-13
21632,BS+FM1853 209-13,351908.8255,0.461600002,-24.80000007,53 209-13
21633,GW+CC1853 209-13,268871.8634,110.0534,740.6,53 209-13
21634,GW+FM1853,351577.7302,-0.406999998,-24.80000007,53
21635,CC+FM1853 209-13,601001.4389,106.9051,719.3,53 209-13
21636,BS+GW+CC1853 209-13,278927.0361,110.0534,740.6,C1853 209-13
21637,BS+GW+FM1853 209-13,361632.9029,-0.406999998,-24.80000007,M1853 209-13
21638,BS+CC+FM1853 209-13,611056.6116,108.1006,719.3,M1853 209-13
21639,GW+CC+FM1853 209-13,610725.5162,108.1804,710.1999999,M1853 209-13
21640,BS+GW+CC+FM1853 209-13,620780.6889,108.1804,710.1999999,C+FM1853 209-13
21641,BS1854 209-14,13612.6607,182.7264,0,209-14
21642,GW1854 209-14,13164.2854,59.0143,0,209-14
21643,CC1854 209-14,350938.366,13.5516,992.6,209-14
21644,FM1854 209-14,462940.141,-2.846999999,-14.49999988,209-14
21645,BS+GW1854 209-14,26776.9461,59.0143,0,54 209-14
21646,BS+CC1854 209-14,364551.0267,208.5426,992.6,54 209-14
21647,BS+FM1854 209-14,476552.8017,180.4129,-14.49999988,54 209-14
21648,GW+CC1854 209-14,364102.6514,222.7053,-26029.1,54 209-14
21649,GW+FM1854,476104.4264,57.0424,-14.49999988,54
21650,CC+FM1854 209-14,813878.507,11.0779,975.8000001,54 209-14
21651,BS+GW+CC1854 209-14,377715.3121,193.5712,992.4,C1854 209-14
21652,BS+GW+FM1854 209-14,489717.0872,57.0424,-14.49999988,M1854 209-14
21653,BS+CC+FM1854 209-14,827491.1677,206.1178,975.8000001,M1854 209-14
21654,GW+CC+FM1854 209-14,827042.7924,191.416,975.4,M1854 209-14
21655,BS+GW+CC+FM1854 209-14,840655.4531,191.416,975.4,C+FM1854 209-14
21656,BS1855 210-7,8169.3373,199.2097,1917.4,210-7
21657,GW1855 210-7,7900.5001,235.2336,1614.5,210-7
21658,CC1855 210-7,222740.9228,56.1467,-106.3,210-7
21659,FM1855 210-7,289289.8756,14.0849,-28.70000005,210-7
21660,BS+GW1855 210-7,16069.8375,235.2336,1614.5,55 210-7
21661,BS+CC1855 210-7,230910.2602,258.8716,2462.7,55 210-7
21662,BS+FM1855 210-7,297459.2129,212.9459,1908.3,55 210-7
21663,GW+CC1855 210-7,230641.423,338.3603,2003.1,55 210-7
21664,GW+FM1855,297190.3757,249.0696,1602.7,55
21665,CC+FM1855 210-7,512030.7984,70.2267,-141.8,55 210-7
21666,BS+GW+CC1855 210-7,238810.7603,338.3603,2003.1,C1855 210-7
21667,BS+GW+FM1855 210-7,305359.713,249.0696,1602.7,M1855 210-7
21668,BS+CC+FM1855 210-7,520200.1357,272.7946,2455.3,M1855 210-7
21669,GW+CC+FM1855 210-7,519931.2986,352.4073,1992.3,M1855 210-7
21670,BS+GW+CC+FM1855 210-7,528100.6359,352.4073,1992.3,C+FM1855 210-7
21671,BS1856 210-8,9557.0874,3.1699,65.60000002,210-8
21672,GW1856 210-8,9242.5002,1.826500002,8.5,210-8
21673,CC1856 210-8,260643.9385,932.0622,1386.4,210-8
21674,FM1856 210-8,338518.0286,396.5684,-26.69999993,210-8
21675,BS+GW1856 210-8,18799.5877,1.826500002,8.5,56 210-8
21676,BS+CC1856 210-8,270201.0259,935.0218,1472.9,56 210-8
21677,BS+FM1856 210-8,348075.116,399.6994,39.80000007,56 210-8
21678,GW+CC1856 210-8,269886.4387,935.0924,1408.3,56 210-8
21679,GW+FM1856,347760.5288,398.3593,-18.19999993,56
21680,CC+FM1856 210-8,599161.967,1403.779,-69157.7,56 210-8
21681,BS+GW+CC1856 210-8,279443.5261,935.0924,1408.3,C1856 210-8
21682,BS+GW+FM1856 210-8,357317.6162,398.3593,-18.19999993,M1856 210-8
21683,BS+CC+FM1856 210-8,608719.0545,1342.7485,1440.2,M1856 210-8
21684,GW+CC+FM1856 210-8,608404.4673,1342.838,1374.5,M1856 210-8
21685,BS+GW+CC+FM1856 210-8,617961.5547,1342.838,1374.5,C+FM1856 210-8
21686,BS1857 210-9,6055.9728,140.8566,1414,210-9
21687,GW1857 210-9,5856.8071,176.497,1123.1,210-9
21688,CC1857 210-9,165019.5179,107.6137,-89.29999995,210-9
21689,FM1857 210-9,214321.7468,5.789900001,-22.29999995,210-9
21690,BS+GW1857 210-9,11912.7799,176.497,1123.1,57 210-9
21691,BS+CC1857 210-9,171075.4907,226.6804,1803.8,57 210-9
21692,BS+FM1857 210-9,220377.7197,146.574,1405,57 210-9
21693,GW+CC1857 210-9,170876.3249,269.2029,1412.5,57 210-9
21694,GW+FM1857,220178.5539,182.2389,1103.6,57
21695,CC+FM1857 210-9,379341.2647,113.0577,-111.9,57 210-9
21696,BS+GW+CC1857 210-9,176932.2978,269.2029,1412.5,C1857 210-9
21697,BS+GW+FM1857 210-9,226234.5268,182.2389,1103.6,M1857 210-9
21698,BS+CC+FM1857 210-9,385397.2375,232.842,1795.6,M1857 210-9
21699,GW+CC+FM1857 210-9,385198.0718,274.709,1404.2,M1857 210-9
21700,BS+GW+CC+FM1857 210-9,391254.0446,274.709,1404.2,C+FM1857 210-9
21701,BS1858 210-10,5636.779,2.205200002,174.8000001,210-10
21702,GW1858 210-10,5451.4328,1.179000001,62.4000001,210-10
21703,CC1858 210-10,153570.2589,337.4126,1191.6,210-10
21704,FM1858 210-10,199451.535,130.2718,-31,210-10
21705,BS+GW1858 210-10,11088.2118,1.179000001,62.4000001,58 210-10
21706,BS+CC1858 210-10,159207.0379,339.4846,1413.3,58 210-10
21707,BS+FM1858 210-10,205088.314,132.4767,143.8000001,58 210-10
21708,GW+CC1858 210-10,159021.6918,339.3831,1282.4,58 210-10
21709,GW+FM1858,204902.9679,131.458,32.20000005,58
21710,CC+FM1858 210-10,353021.7939,456.1291,1172.5,58 210-10
21711,BS+GW+CC1858 210-10,164658.4708,339.3831,1282.4,C1858 210-10
21712,BS+GW+FM1858 210-10,210539.7469,131.458,32.20000005,M1858 210-10
21713,BS+CC+FM1858 210-10,358658.5729,458.1574,1394,M1858 210-10
21714,GW+CC+FM1858 210-10,358473.2268,458.0358,1263.3,M1858 210-10
21715,BS+GW+CC+FM1858 210-10,364110.0058,458.0358,1263.3,C+FM1858 210-10
21716,BS1859 210-11,973.0704,19.7204,134.6,210-11
21717,GW1859 210-11,941.4731,26.8067,68.70000005,210-11
21718,CC1859 210-11,26192.4152,16.5556,55,210-11
21719,FM1859 210-11,34014.1451,4.772400003,-4.300000072,210-11
21720,BS+GW1859 210-11,1914.5435,-171349.804,5675869.1,59 210-11
21721,BS+CC1859 210-11,27165.4856,37.6955,191.6,59 210-11
21722,BS+FM1859 210-11,34987.2155,24.454,131.5,59 210-11
21723,GW+CC1859 210-11,27133.8883,46.7488,133,59 210-11
21724,GW+FM1859,34955.6182,33.5769,41.39999998,59
21725,CC+FM1859 210-11,60206.5603,21.2833,49.80000007,59 210-11
21726,BS+GW+CC1859 210-11,28106.9587,46.7488,133,C1859 210-11
21727,BS+GW+FM1859 210-11,35928.6886,110.4354,-151772,M1859 210-11
21728,BS+CC+FM1859 210-11,61179.6307,42.3526,186.4,M1859 210-11
21729,GW+CC+FM1859 210-11,61148.0334,51.39,131,M1859 210-11
21730,BS+GW+CC+FM1859 210-11,62121.1038,51.39,131,C+FM1859 210-11
21731,BS1860 210-12,2691.0856,7.7467,286.1,210-12
21732,GW1860 210-12,2602.8503,6.223100003,200.5,210-12
21733,CC1860 210-12,73115.8158,213.3918,116.9,210-12
21734,FM1860 210-12,94957.9066,94.5985,6.700000048,210-12
21735,BS+GW1860 210-12,5293.9359,6.223100003,200.5,60 210-12
21736,BS+CC1860 210-12,75806.9014,222.2597,485.2,60 210-12
21737,BS+FM1860 210-12,97648.9921,102.1592,295.6,60 210-12
21738,GW+CC1860 210-12,75718.6661,222.8816,364.7,60 210-12
21739,GW+FM1860,97560.7569,100.6387,209.5,60
21740,CC+FM1860 210-12,168073.7224,323.1651,120.1,60 210-12
21741,BS+GW+CC1860 210-12,78409.7517,222.8816,364.7,C1860 210-12
21742,BS+GW+FM1860 210-12,100251.8424,100.6387,209.5,M1860 210-12
21743,BS+CC+FM1860 210-12,170764.808,332.8123,488.1,M1860 210-12
21744,GW+CC+FM1860 210-12,170676.5727,333.5016,368.2,M1860 210-12
21745,BS+GW+CC+FM1860 210-12,173367.6583,333.5016,368.2,C+FM1860 210-12
21746,BS1861 211-1,2659.987,81.3275,242534.9,211-1
21747,GW1861 211-1,2572.7446,77.2093,211188.2,211-1
