ID,Label,Cost,NitRed,SedRed,Name
839,Sub140 ISO-M-S,336278.07,5044.5037,405122.5,ISO-M-S
840,Sub140 ISO-M-M,993596.6331,6637.7328,514747,ISO-M-M
841,Sub140 ISO-M-L,1650559.536,6404.8733,540908.9,ISO-M-L
842,Sub141 ISO-P-S,161286.2384,458.2898,35211.2,ISO-P-S
843,Sub141 ISO-P-M,478198.1242,634.9034,56990.7,ISO-P-M
844,Sub141 ISO-P-L,794977.8862,713.9279,68332.3,ISO-P-L
845,Sub141 ISO-M-S,120846.7889,442.3304,34283.7,ISO-M-S
846,Sub141 ISO-M-M,356879.7758,596.6577,55516.5,ISO-M-M
847,Sub141 ISO-M-L,592780.6389,671.0437,66310.1,ISO-M-L
848,Sub142 ISO-P-S,278855.2517,1352.2236,46218.9,ISO-P-S
849,Sub142 ISO-P-M,826899.0079,2289.1034,79989.7,ISO-P-M
850,Sub142 ISO-P-L,1374717.133,3267.1014,115109.8,ISO-P-L
851,Sub142 ISO-M-S,209795.6886,1204.998,44064.6,ISO-M-S
852,Sub142 ISO-M-M,619720.3187,1946.764,75588.1,ISO-M-M
853,Sub142 ISO-M-L,1029419.317,2675.3741,107409.2,ISO-M-L
854,Sub143 ISO-P-S,210632.6473,2068.6302,51157.2,ISO-P-S
855,Sub143 ISO-P-M,624596.1874,3074.1244,76756.6,ISO-P-M
856,Sub143 ISO-P-L,1038389.297,4080.485,107459.3,ISO-P-L
857,Sub143 ISO-M-S,158468.6715,1431.5173,45071.9,ISO-M-S
858,Sub143 ISO-M-M,468104.2601,1993.3011,68297.4,ISO-M-M
859,Sub143 ISO-M-L,777569.4185,2506.6803,91855,ISO-M-L
860,Sub144 ISO-P-S,175387.4761,4963.2922,101059.1,ISO-P-S
861,Sub144 ISO-P-M,520052.9631,6826.3819,161744.1,ISO-P-M
862,Sub144 ISO-P-L,864575.8491,8814.0858,226005.9,ISO-P-L
863,Sub144 ISO-M-S,131741.2536,3928.384,92169.2,ISO-M-S
864,Sub144 ISO-M-M,389114.2955,4611.4091,144661.8,ISO-M-M
865,Sub144 ISO-M-L,646344.7365,4956.3577,193924,ISO-M-L
866,Sub145 ISO-P-S,263290.9589,2599.989,158751.5,ISO-P-S
867,Sub145 ISO-P-M,780611.7862,4222.8678,254792.3,ISO-P-M
868,Sub145 ISO-P-L,1297716.45,5903.7948,357506.9,ISO-P-L
869,Sub145 ISO-M-S,197129.4206,2256.2597,152236.1,ISO-M-S
870,Sub145 ISO-M-M,582127.1712,3146.9101,237611.6,ISO-M-M
871,Sub145 ISO-M-L,966908.7588,4043.119,324166.1,ISO-M-L
872,Sub146 ISO-P-S,134461.3435,2039.8248,81119,ISO-P-S
873,Sub146 ISO-P-M,398795.3884,2428.7063,110630.5,ISO-P-M
874,Sub146 ISO-P-L,663022.3299,2704.9191,126019.8,ISO-P-L
875,Sub146 ISO-M-S,101679.9322,1577.1736,70318.9,ISO-M-S
876,Sub146 ISO-M-M,300451.1546,1716.0379,95974,ISO-M-M
877,Sub146 ISO-M-L,499115.2735,1916.8962,111214.8,ISO-M-L
878,Sub147 ISO-P-S,120856.2113,2274.0241,54052.3,ISO-P-S
879,Sub147 ISO-P-M,358439.3729,2463.374,67218.4,ISO-P-M
880,Sub147 ISO-P-L,595926.1534,2463.374,67218.4,ISO-P-L
881,Sub147 ISO-M-S,91356.6332,1899.5623,50074.3,ISO-M-S
882,Sub147 ISO-M-M,269940.6384,1981.8345,62997.7,ISO-M-M
883,Sub147 ISO-M-L,448428.2626,2114.0199,64588.8,ISO-M-L
884,Sub148 ISO-P-S,316255.091,2897.9506,144684.5,ISO-P-S
885,Sub148 ISO-P-M,937972.7183,3261.081,170360.4,ISO-P-M
886,Sub148 ISO-P-L,1559438.437,3261.081,170360.4,ISO-P-L
887,Sub148 ISO-M-S,239152.7214,2556.8355,141168.2,ISO-M-S
888,Sub148 ISO-M-M,706665.6094,2927.2087,164911.3,ISO-M-M
889,Sub148 ISO-M-L,1173926.588,3153.4533,168977.4,ISO-M-L
890,Sub149 ISO-P-S,196396.3349,1272.2999,49750.8,ISO-P-S
891,Sub149 ISO-P-M,582474.2721,1599.249,80180,ISO-P-M
892,Sub149 ISO-P-L,968395.4808,2160.3868,112574,ISO-P-L
893,Sub149 ISO-M-S,148426.0626,1166.4407,48976.7,ISO-M-S
894,Sub149 ISO-M-M,438563.4553,1212.1956,79687.6,ISO-M-M
895,Sub149 ISO-M-L,728544.1195,1266.9189,107359.7,ISO-M-L
896,Sub150 ISO-P-S,218258.2814,275.7915,45800.2,ISO-P-S
897,Sub150 ISO-P-M,647326.5388,583.7161,73437.7,ISO-P-M
898,Sub150 ISO-P-L,1076220.945,839.6462,102660.2,ISO-P-L
899,Sub150 ISO-M-S,165047.3413,275.7915,45800.2,ISO-M-S
900,Sub150 ISO-M-M,487693.7187,583.7161,73437.7,ISO-M-M
901,Sub150 ISO-M-L,810166.2452,838.814,102609.8,ISO-M-L
902,Sub151 ISO-P-S,216215.4979,1785.9187,116959.2,ISO-P-S
903,Sub151 ISO-P-M,641010.1065,2876.0439,192350.9,ISO-P-M
904,Sub151 ISO-P-L,1065626.474,4189.2464,271831.2,ISO-P-L
905,Sub151 ISO-M-S,161660.8931,1319.9501,110067,ISO-M-S
906,Sub151 ISO-M-M,477346.2918,1890.5748,173113.7,ISO-M-M
907,Sub151 ISO-M-L,792853.4496,2441.2199,236896.7,ISO-M-L
908,Sub152 ISO-P-S,346539.6014,467.2915,93547.4,ISO-P-S
909,Sub152 ISO-P-M,1027617.32,1042.1594,134078.8,ISO-P-M
910,Sub152 ISO-P-L,1708414.911,1320.1985,154885.8,ISO-P-L
911,Sub152 ISO-M-S,260800.5972,467.2915,93547.4,ISO-M-S
912,Sub152 ISO-M-M,770400.3072,1042.1594,134078.8,ISO-M-M
913,Sub152 ISO-M-L,1279719.89,1320.1985,154885.8,ISO-M-L
914,Sub153 ISO-P-S,297409.9747,128.7156,15591.3,ISO-P-S
915,Sub153 ISO-P-M,881749.7219,260.0189,33372.3,ISO-P-M
916,Sub153 ISO-P-L,1465844.851,425.8296,52619.9,ISO-P-L
917,Sub153 ISO-M-S,222539.0635,128.7156,15591.3,ISO-M-S
918,Sub153 ISO-M-M,657136.9884,260.0189,33372.3,ISO-M-M
919,Sub153 ISO-M-L,1091490.295,425.8296,52619.9,ISO-M-L
920,Sub154 ISO-P-S,166792.6851,132.8944,5605.8,ISO-P-S
921,Sub154 ISO-P-M,494670.7903,400.1635,20237.5,ISO-P-M
922,Sub154 ISO-P-L,822415.6823,669.4309,32017.5,ISO-P-L
923,Sub154 ISO-M-S,126019.7954,132.8944,5605.8,ISO-M-S
924,Sub154 ISO-M-M,372352.1214,400.1635,20237.5,ISO-M-M
925,Sub154 ISO-M-L,618551.2341,669.4309,32017.5,ISO-M-L
926,Sub155 ISO-P-S,244611.8078,808.1648,45496.3,ISO-P-S
927,Sub155 ISO-P-M,725487.7877,1215.9037,74169.4,ISO-P-M
928,Sub155 ISO-P-L,1206168.926,1618.6936,100806.5,ISO-P-L
929,Sub155 ISO-M-S,184976.0213,793.6289,44546.5,ISO-M-S
930,Sub155 ISO-M-M,546580.4281,1167.5324,71327.8,ISO-M-M
931,Sub155 ISO-M-L,907989.9928,1530.1947,96315.3,ISO-M-L
932,Sub156 ISO-P-S,246791.3411,8638.0755,984663.7,ISO-P-S
933,Sub156 ISO-P-M,731673.1922,8638.0755,984663.7,ISO-P-M
934,Sub156 ISO-P-L,1216351.957,8638.0755,984663.7,ISO-P-L
935,Sub156 ISO-M-S,184632.3142,5611.6606,807765,ISO-M-S
936,Sub156 ISO-M-M,545196.1115,5888.2552,833532,ISO-M-M
937,Sub156 ISO-M-L,905556.8228,6169.2867,856363.1,ISO-M-L
938,Sub157 ISO-P-S,317742.1937,4212.677,295815.8,ISO-P-S
939,Sub157 ISO-P-M,942024.3193,6131.3686,436401,ISO-P-M
940,Sub157 ISO-P-L,1566044.973,8278.4268,584068.6,ISO-P-L
941,Sub157 ISO-M-S,237712.8641,2109.7721,267623,ISO-M-S
942,Sub157 ISO-M-M,701936.3307,2833.4002,381368.5,ISO-M-M
943,Sub157 ISO-M-L,1165898.325,3521.88,487556.2,ISO-M-L
944,Sub158 ISO-P-S,202346.6332,3497.7367,855443,ISO-P-S
945,Sub158 ISO-P-M,599906.003,3497.7367,855443,ISO-P-M
946,Sub158 ISO-P-L,997298.8605,3497.7367,855443,ISO-P-L
947,Sub158 ISO-M-S,151381.8394,3038.9016,724064.3,ISO-M-S
948,Sub158 ISO-M-M,447011.6216,3081.7637,736736.6,ISO-M-M
949,Sub158 ISO-M-L,742474.8915,3136.6641,749132.7,ISO-M-L
950,Sub159 ISO-P-S,275520.25,2073.5404,221304.8,ISO-P-S
951,Sub159 ISO-P-M,816940.2407,2867.007,314022.5,ISO-P-M
952,Sub159 ISO-P-L,1358135.679,3709.9109,401761.1,ISO-P-L
953,Sub159 ISO-M-S,206791.0113,1673.9254,193990,ISO-M-S
954,Sub159 ISO-M-M,610752.5246,2187.4831,262172.9,ISO-M-M
955,Sub159 ISO-M-L,1014489.486,2706.7197,329449.9,ISO-M-L
956,Sub160 ISO-P-S,410251.9513,3581.5113,418305.9,ISO-P-S
957,Sub160 ISO-P-M,1216502.08,5840.4686,674439.5,ISO-P-M
958,Sub160 ISO-P-L,2022419.51,8428.8788,918714.6,ISO-P-L
959,Sub160 ISO-M-S,308422.5144,2181.3339,330679.7,ISO-M-S
960,Sub160 ISO-M-M,911013.769,3249.2446,492632,ISO-M-M
961,Sub160 ISO-M-L,1513272.326,4454.9983,644055,ISO-M-L
962,Sub161 ISO-P-S,273474.6625,391.2398,70905.9,ISO-P-S
963,Sub161 ISO-P-M,810782.414,695.9886,140772,ISO-P-M
964,Sub161 ISO-P-L,1347865.121,1068.5491,207361.5,ISO-P-L
965,Sub161 ISO-M-S,204594.9408,391.2398,70905.9,ISO-M-S
966,Sub161 ISO-M-M,604143.2488,652.2966,136573.8,ISO-M-M
967,Sub161 ISO-M-L,1003466.513,978.9811,197462.8,ISO-M-L
968,Sub162 ISO-P-S,233518.2779,6245.0613,352213.6,ISO-P-S
969,Sub162 ISO-P-M,692321.9553,8377.7575,467549.2,ISO-P-M
970,Sub162 ISO-P-L,1150933.469,9613.3043,541193.1,ISO-P-L
971,Sub162 ISO-M-S,174702.3209,2124.9779,307027.9,ISO-M-S
972,Sub162 ISO-M-M,515874.0842,2633.6211,394318.4,ISO-M-M
973,Sub162 ISO-M-L,856853.6839,3087.2922,456601.7,ISO-M-L
974,Sub163 ISO-P-S,379364.5048,721.6538,176239.5,ISO-P-S
975,Sub163 ISO-P-M,1125024.641,1204.2411,307082.9,ISO-P-M
976,Sub163 ISO-P-L,1870379.737,1817.7435,445817.7,ISO-P-L
977,Sub163 ISO-M-S,286000.0386,634.005,161640,ISO-M-S
978,Sub163 ISO-M-M,844931.2423,991.4379,279456.6,ISO-M-M
979,Sub163 ISO-M-L,1403557.405,1287.4953,394169.5,ISO-M-L
980,Sub164 ISO-P-S,123256.3947,559.1719,69596.7,ISO-P-S
981,Sub164 ISO-P-M,365590.6398,1340.5948,149051.7,ISO-P-M
982,Sub164 ISO-P-L,607827.3535,2040.5098,230270.1,ISO-P-L
983,Sub164 ISO-M-S,93404.7357,440.5812,63859.6,ISO-M-S
984,Sub164 ISO-M-M,276035.6627,994.0618,128363,ISO-M-M
985,Sub164 ISO-M-L,458569.0583,1521.8369,186362.5,ISO-M-L
986,Sub165 ISO-P-S,188522.3098,779.7356,146144.2,ISO-P-S
987,Sub165 ISO-P-M,559296.6524,1263.4828,216695.1,ISO-P-M
988,Sub165 ISO-P-L,929924.6405,1594.8026,305020.2,ISO-P-L
989,Sub165 ISO-M-S,143727.2433,641.7136,127815.2,ISO-M-S
990,Sub165 ISO-M-M,424911.453,919.4407,203159.1,ISO-M-M
991,Sub165 ISO-M-L,705949.3082,1160.5146,276657.3,ISO-M-L
992,Sub166 ISO-P-S,187282.9576,891.525,110235.1,ISO-P-S
993,Sub166 ISO-P-M,555390.4885,2222.252,241033.6,ISO-P-M
994,Sub166 ISO-P-L,923347.2743,3493.8682,371182.9,ISO-P-L
995,Sub166 ISO-M-S,141144.0452,637.9638,92981.8,ISO-M-S
996,Sub166 ISO-M-M,416973.7513,1471.328,188160.6,ISO-M-M
997,Sub166 ISO-M-L,692652.7123,2213.6763,276836.3,ISO-M-L
998,Sub167 ISO-P-S,262748.6166,188.3397,77193.9,ISO-P-S
999,Sub167 ISO-P-M,779219.9882,434.8689,170493.1,ISO-P-M
1000,Sub167 ISO-P-L,1295480.687,731.4955,265959.7,ISO-P-L
1001,Sub167 ISO-M-S,198267.5614,180.0591,68771.1,ISO-M-S
1002,Sub167 ISO-M-M,585776.8224,441.5839,143632,ISO-M-M
1003,Sub167 ISO-M-L,973075.4108,717.2658,213064.6,ISO-M-L
1004,Sub168 ISO-P-S,176754.0849,435.5577,60788.7,ISO-P-S
1005,Sub168 ISO-P-M,524190.4514,1122.9599,109681,ISO-P-M
1006,Sub168 ISO-P-L,871485.096,1796.9382,167396.9,ISO-P-L
1007,Sub168 ISO-M-S,133376.9206,435.164,60754.3,ISO-M-S
1008,Sub168 ISO-M-M,394058.9585,1112.177,108630.5,ISO-M-M
1009,Sub168 ISO-M-L,654599.2744,1753.4459,161080.8,ISO-M-L
1010,Sub169 ISO-P-S,334856.4947,1309.3662,311815.2,ISO-P-S
1011,Sub169 ISO-P-M,993158.76,1810.3892,456399.9,ISO-P-M
1012,Sub169 ISO-P-L,1651194.688,2321.2828,606435.4,ISO-P-L
1013,Sub169 ISO-M-S,253337.9023,990.5455,250973.7,ISO-M-S
1014,Sub169 ISO-M-M,748602.9826,1273.2519,357772,ISO-M-M
1015,Sub169 ISO-M-L,1243601.725,1562.1601,464807.8,ISO-M-L
1016,Sub170 ISO-P-S,212814.5759,456.8183,26531.7,ISO-P-S
1017,Sub170 ISO-P-M,631379.8963,858.4908,48094.7,ISO-P-M
1018,Sub170 ISO-P-L,1049780.34,1256.8123,69178.7,ISO-P-L
1019,Sub170 ISO-M-S,162350.3304,456.8183,26531.7,ISO-M-S
1020,Sub170 ISO-M-M,479987.1597,858.4908,48094.7,ISO-M-M
1021,Sub170 ISO-M-L,797459.1123,1256.8123,69178.7,ISO-M-L
1022,Sub171 ISO-P-S,147285.3147,96.4267,176.3000001,ISO-P-S
1023,Sub171 ISO-P-M,436801.5828,199.6705,365.5000001,ISO-P-M
1024,Sub171 ISO-P-L,726199.8772,298.1026,555.3,ISO-P-L
1025,Sub171 ISO-M-S,111176.791,96.4267,176.3000001,ISO-M-S
1026,Sub171 ISO-M-M,328476.012,199.6705,365.5000001,ISO-M-M
1027,Sub171 ISO-M-L,545657.2591,298.1026,555.3,ISO-M-L
1028,Sub172 ISO-P-S,259829.1269,1219.261,3127.5,ISO-P-S
1029,Sub172 ISO-P-M,770528.4524,1744.4307,4482.9,ISO-P-M
1030,Sub172 ISO-P-L,1281018.668,2291.1525,5540.3,ISO-P-L
1031,Sub172 ISO-M-S,195826.2455,1081.4047,3065.8,ISO-M-S
1032,Sub172 ISO-M-M,578519.8081,1422.6666,4255.4,ISO-M-M
1033,Sub172 ISO-M-L,961004.2604,1780.3848,5105.8,ISO-M-L
1034,Sub173 ISO-P-S,137585.3752,649.6075,1279.2,ISO-P-S
1035,Sub173 ISO-P-M,408060.7736,907.5459,1523.1,ISO-P-M
1036,Sub173 ISO-P-L,678426.5778,953.5256,1647.1,ISO-P-L
1037,Sub173 ISO-M-S,104041.6238,575.9712,1246.4,ISO-M-S
1038,Sub173 ISO-M-M,307429.5192,737.5946,1453.6,ISO-M-M
1039,Sub173 ISO-M-L,510707.8204,839.4632,1598,ISO-M-L
1040,Sub174 ISO-P-S,331134.5876,389.1905,614292.3,ISO-P-S
1041,Sub174 ISO-P-M,982334.0944,1163.1203,1842867.7,ISO-P-M
1042,Sub174 ISO-P-L,1633275.224,1925.2599,3071443.8,ISO-P-L
1043,Sub174 ISO-M-S,252052.5099,389.1905,614292.3,ISO-M-S
1044,Sub174 ISO-M-M,745087.8615,1163.1203,1842867.7,ISO-M-M
1045,Sub174 ISO-M-L,1237864.836,1925.2599,3071443.8,ISO-M-L
1046,Sub175 ISO-P-S,131649.013,252.6227,16708.9,ISO-P-S
1047,Sub175 ISO-P-M,390585.1008,441.7547,29808.8,ISO-P-M
1048,Sub175 ISO-P-L,649419.3766,634.6318,42835.5,ISO-P-L
1049,Sub175 ISO-M-S,100487.1815,250.179,16465.1,ISO-M-S
1050,Sub175 ISO-M-M,297099.6062,425.511,28834.1,ISO-M-M
1051,Sub175 ISO-M-L,493610.2189,587.1008,40800.3,ISO-M-L
1052,Sub176 ISO-P-S,275702.7854,1599.9084,89098.6,ISO-P-S
1053,Sub176 ISO-P-M,817613.166,2371.0472,261683.6,ISO-P-M
1054,Sub176 ISO-P-L,1359301.919,-92193.2616,2750210.3,ISO-P-L
1055,Sub176 ISO-M-S,207868.8315,1391.0737,88917.5,ISO-M-S
1056,Sub176 ISO-M-M,614111.3043,1951.5937,261359.8,ISO-M-M
1057,Sub176 ISO-M-L,1020132.15,2259.8897,335189.5,ISO-M-L
1058,Sub177 ISO-P-S,182357.3392,81.5392,1189365.1,ISO-P-S
1059,Sub177 ISO-P-M,540882.7091,212.7491,3568071.4,ISO-P-M
1060,Sub177 ISO-P-L,899263.6143,313.1849,5946778.7,ISO-P-L
1061,Sub177 ISO-M-S,138140.7137,81.5392,1189365.1,ISO-M-S
1062,Sub177 ISO-M-M,408232.8326,212.7491,3568071.4,ISO-M-M
1063,Sub177 ISO-M-L,678180.4869,313.1849,5946778.7,ISO-M-L
1064,Sub178 ISO-P-S,330479.3002,1.732000001,78973.5,ISO-P-S
1065,Sub178 ISO-P-M,980455.3662,966.3525,150766.1,ISO-P-M
1066,Sub178 ISO-P-L,1630175.089,1736.7948,222533.8,ISO-P-L
1067,Sub178 ISO-M-S,252019.709,1.732000001,78973.5,ISO-M-S
1068,Sub178 ISO-M-M,745076.5925,966.3525,150766.1,ISO-M-M
1069,Sub178 ISO-M-L,1237877.133,1736.7948,222533.8,ISO-M-L
1070,Sub179 ISO-P-S,124889.4306,54.0264,24518.6,ISO-P-S
1071,Sub179 ISO-P-M,370530.3262,-226.1205,55039.2,ISO-P-M
1072,Sub179 ISO-P-L,616074.6376,-464.2704,82423.7,ISO-P-L
1073,Sub179 ISO-M-S,95327.6678,54.0264,24518.6,ISO-M-S
1074,Sub179 ISO-M-M,281845.0381,-226.1205,55039.2,ISO-M-M
1075,Sub179 ISO-M-L,468265.824,-464.2704,82423.7,ISO-M-L
1076,Sub180 ISO-P-S,324450.6709,4655.6636,429833.4,ISO-P-S
1077,Sub180 ISO-P-M,962601.9782,4655.6636,429833.4,ISO-P-M
1078,Sub180 ISO-P-L,1600502.369,4655.6636,429833.4,ISO-P-L
1079,Sub180 ISO-M-S,247652.0683,2022.1711,392985.9,ISO-M-S
1080,Sub180 ISO-M-M,732206.1705,2373.2482,398608.8,ISO-M-M
1081,Sub180 ISO-M-L,1216509.356,2837.4777,405814.8,ISO-M-L
1082,Sub181 ISO-P-S,181366.4718,310.367,34863.9,ISO-P-S
1083,Sub181 ISO-P-M,538090.1944,624.132,73146.2,ISO-P-M
1084,Sub181 ISO-P-L,894673.6558,-186085.0607,-265971.5,ISO-P-L
1085,Sub181 ISO-M-S,138436.397,310.367,34863.9,ISO-M-S
1086,Sub181 ISO-M-M,409299.9698,592.762,69137.1,ISO-M-M
1087,Sub181 ISO-M-L,680023.2815,680.1406,99969.3,ISO-M-L
1088,Sub182 ISO-P-S,401204.4369,1726.6152,104423.5,ISO-P-S
1089,Sub182 ISO-P-M,1190320.191,2744.672,206965.6,ISO-P-M
1090,Sub182 ISO-P-L,1979125.671,4122.9098,521804.4,ISO-P-L
1091,Sub182 ISO-M-S,306237.9509,1245.7264,94701.4,ISO-M-S
1092,Sub182 ISO-M-M,905420.7333,1688.762,184426.4,ISO-M-M
1093,Sub182 ISO-M-L,1504293.241,2420.6198,495708.9,ISO-M-L
1094,Sub183 ISO-P-S,194668.4099,1245.1204,655486.6,ISO-P-S
1095,Sub183 ISO-P-M,577555.1749,-1329.1109,2062345.4,ISO-P-M
1096,Sub183 ISO-P-L,960291.3891,2327.3947,3459845.6,ISO-P-L
1097,Sub183 ISO-M-S,148589.0032,890.5852,651078.4,ISO-M-S
1098,Sub183 ISO-M-M,439316.9547,1113.2016,2049614.6,ISO-M-M
1099,Sub183 ISO-M-L,729894.3555,1289.4391,3446671.1,ISO-M-L
1100,Sub184 ISO-P-S,172278.1676,762.5249,76454.6,ISO-P-S
1101,Sub184 ISO-P-M,511126.4048,1353.955,143263.1,ISO-P-M
1102,Sub184 ISO-P-L,849841.4093,1889.8386,195857.6,ISO-P-L
1103,Sub184 ISO-M-S,131499.326,-7317.9784,64851.8,ISO-M-S
1104,Sub184 ISO-M-M,388789.8799,1232.7031,136625.8,ISO-M-M
1105,Sub184 ISO-M-L,645947.2012,1675.2144,192771.5,ISO-M-L
1106,Sub185 ISO-P-S,184601.8076,1302.9293,209498.1,ISO-P-S
1107,Sub185 ISO-P-M,547689.0054,1620.1446,300218.2,ISO-P-M
1108,Sub185 ISO-P-L,910633.4398,1807.881,350448.3,ISO-P-L
1109,Sub185 ISO-M-S,140905.9175,1300.7484,204966.5,ISO-M-S
1110,Sub185 ISO-M-M,416601.3351,1536.0605,288783.4,ISO-M-M
1111,Sub185 ISO-M-L,692153.9893,1705.2558,337690.1,ISO-M-L
1112,Sub186 ISO-P-S,187696.912,134.9857,10344.8,ISO-P-S
1113,Sub186 ISO-P-M,556871.7621,398.1516,30981.1,ISO-P-M
1114,Sub186 ISO-P-L,925901.4551,672.5257,51618.2,ISO-P-L
1115,Sub186 ISO-M-S,143268.3555,134.9857,10344.8,ISO-M-S
1116,Sub186 ISO-M-M,423586.0926,398.1516,30981.1,ISO-M-M
1117,Sub186 ISO-M-L,703758.6726,672.5257,51618.2,ISO-M-L
1118,Sub187 ISO-P-S,216045.136,126.8215,170183.7,ISO-P-S
1119,Sub187 ISO-P-M,640642.7875,382.1081,510549.6,ISO-P-M
1120,Sub187 ISO-P-L,1065065.554,643.365,850917.5,ISO-P-L
1121,Sub187 ISO-M-S,162517.6072,126.8215,170183.7,ISO-M-S
1122,Sub187 ISO-M-M,480060.2012,382.1081,510549.6,ISO-M-M
1123,Sub187 ISO-M-L,797427.9099,643.365,850917.5,ISO-M-L
1124,Sub188 ISO-P-S,224778.6618,176.8741,14865.5,ISO-P-S
1125,Sub188 ISO-P-M,666332.0432,506.5527,35738.6,ISO-P-M
1126,Sub188 ISO-P-L,1107698.605,843.6864,56574.5,ISO-P-L
1127,Sub188 ISO-M-S,167598.2327,176.8741,14865.5,ISO-M-S
1128,Sub188 ISO-M-M,494790.7559,506.5527,35738.6,ISO-M-M
1129,Sub188 ISO-M-L,821796.4591,841.0082,55931.7,ISO-M-L
1130,Sub189 ISO-P-S,191033.6591,422.6826,433009.7,ISO-P-S
1131,Sub189 ISO-P-M,566662.3848,946.5534,1298378.7,ISO-P-M
1132,Sub189 ISO-P-L,942140.8274,1462.1772,2163748.1,ISO-P-L
1133,Sub189 ISO-M-S,145036.1404,422.6826,433009.7,ISO-M-S
1134,Sub189 ISO-M-M,428669.8288,946.5534,1298378.7,ISO-M-M
1135,Sub189 ISO-M-L,712153.2339,1459.9709,2163738.9,ISO-M-L
1136,Sub190 ISO-P-S,202593.6825,476.9403,1013283,ISO-P-S
1137,Sub190 ISO-P-M,600910.7077,1144.8805,3039004.9,ISO-P-M
1138,Sub190 ISO-P-L,999067.3723,1813.1134,5064726.7,ISO-P-L
1139,Sub190 ISO-M-S,153511.7471,476.9403,1013283,ISO-M-S
1140,Sub190 ISO-M-M,453664.9015,1144.8805,3039004.9,ISO-M-M
1141,Sub190 ISO-M-L,753657.6953,1686.1891,5064511.9,ISO-M-L
1142,Sub191 ISO-P-S,389016.1645,0,0,ISO-P-S
1143,Sub191 ISO-P-M,1153881.42,0,0,ISO-P-M
1144,Sub191 ISO-P-L,1918439.343,0,0,ISO-P-L
1145,Sub191 ISO-M-S,294950.1558,0,0,ISO-M-S
1146,Sub191 ISO-M-M,871683.3941,0,0,ISO-M-M
1147,Sub191 ISO-M-L,1448109.3,0,0,ISO-M-L
1148,Sub192 ISO-P-S,166864.7684,0,0,ISO-P-S
1149,Sub192 ISO-P-M,494938.4002,0,0,ISO-P-M
1150,Sub192 ISO-P-L,822880.0175,0,0,ISO-P-L
1151,Sub192 ISO-M-S,126458.7948,0,0,ISO-M-S
1152,Sub192 ISO-M-M,373720.4792,0,0,ISO-M-M
1153,Sub192 ISO-M-L,620850.1492,0,0,ISO-M-L
1154,Sub193 ISO-P-S,275727.0577,0,0,ISO-P-S
1155,Sub193 ISO-P-M,817831.8361,0,0,ISO-P-M
1156,Sub193 ISO-P-L,1359718.392,0,0,ISO-P-L
1157,Sub193 ISO-M-S,208935.0847,0,0,ISO-M-S
1158,Sub193 ISO-M-M,617455.9173,0,0,ISO-M-M
1159,Sub193 ISO-M-L,1025758.527,0,0,ISO-M-L
1160,Sub194 ISO-P-S,320109.7924,299.38,9521.8,ISO-P-S
1161,Sub194 ISO-P-M,949475.1132,299.38,9521.8,ISO-P-M
1162,Sub194 ISO-P-L,1578587.085,299.38,9521.8,ISO-P-L
1163,Sub194 ISO-M-S,242566.5699,298.1646,8063.9,ISO-M-S
1164,Sub194 ISO-M-M,716845.4456,298.8614,8440.8,ISO-M-M
1165,Sub194 ISO-M-L,1190870.972,296.0275,8787.6,ISO-M-L
1166,Sub195 ISO-P-S,275945.2467,469.4851,12827.2,ISO-P-S
1167,Sub195 ISO-P-M,818375.1846,469.4851,12827.2,ISO-P-M
1168,Sub195 ISO-P-L,1360584.304,469.4851,12827.2,ISO-P-L
1169,Sub195 ISO-M-S,208358.7232,409.7206,11155.2,ISO-M-S
1170,Sub195 ISO-M-M,615615.614,425.2479,11548.7,ISO-M-M
1171,Sub195 ISO-M-L,1022651.686,426.2599,11893.9,ISO-M-L
1172,Sub196 ISO-P-S,458240.5534,1399.9226,16815.9,ISO-P-S
1173,Sub196 ISO-P-M,1359178.066,1399.9226,16815.9,ISO-P-M
1174,Sub196 ISO-P-L,2259752.776,1399.9226,16815.9,ISO-P-L
1175,Sub196 ISO-M-S,347196.6001,1315.0124,16235.5,ISO-M-S
1176,Sub196 ISO-M-M,1026046.206,1361.1016,16579.3,ISO-M-M
1177,Sub196 ISO-M-L,1704533.009,1383.6561,16718,ISO-M-L
1178,Sub197 ISO-P-S,454819.1951,1265.4549,18822.2,ISO-P-S
1179,Sub197 ISO-P-M,1348802.352,1265.4549,18822.2,ISO-P-M
1180,Sub197 ISO-P-L,2242420.1,1265.4549,18822.2,ISO-P-L
1181,Sub197 ISO-M-S,342977.6876,934.3383,13049.6,ISO-M-S
1182,Sub197 ISO-M-M,1013277.829,977.8306,13917.1,ISO-M-M
1183,Sub197 ISO-M-L,1683212.562,1032.4628,14748.4,ISO-M-L
1184,Sub198 ISO-P-S,171278.6084,842.5346,9008.3,ISO-P-S
1185,Sub198 ISO-P-M,508007.8157,842.5346,9008.3,ISO-P-M
1186,Sub198 ISO-P-L,844600.9915,842.5346,9008.3,ISO-P-L
1187,Sub198 ISO-M-S,129643.1157,730.5343,8004.4,ISO-M-S
1188,Sub198 ISO-M-M,383101.3377,762.5629,8301.6,ISO-M-M
1189,Sub198 ISO-M-L,636423.5281,804.1921,8590,ISO-M-L
1190,Sub199 ISO-P-S,107609.0729,574.817,4942.1,ISO-P-S
1191,Sub199 ISO-P-M,319123.9215,574.817,4942.1,ISO-P-M
