Label,Practice,subbasin,HRU
GW+CC1406 87-1,GW+CC380,87,1
GW+FM1406,GW+FM380,87,1
CC+FM1406 87-1,CC+FM380,87,1
BS+GW+CC1406 87-1,BS+GW+CC380,87,1
BS+GW+FM1406 87-1,BS+GW+FM380,87,1
BS+CC+FM1406 87-1,BS+CC+FM380,87,1
GW+CC+FM1406 87-1,GW+CC+FM380,87,1
BS+GW+CC+FM1406 87-1,BS+GW+CC+FM380,87,1
BS1407 87-2,BS381,87,2
GW1407 87-2,GW381,87,2
CC1407 87-2,CC381,87,2
FM1407 87-2,FM381,87,2
BS+GW1407 87-2,BS+GW381,87,2
BS+CC1407 87-2,BS+CC381,87,2
BS+FM1407 87-2,BS+FM381,87,2
GW+CC1407 87-2,GW+CC381,87,2
GW+FM1407,GW+FM381,87,2
CC+FM1407 87-2,CC+FM381,87,2
BS+GW+CC1407 87-2,BS+GW+CC381,87,2
BS+GW+FM1407 87-2,BS+GW+FM381,87,2
BS+CC+FM1407 87-2,BS+CC+FM381,87,2
GW+CC+FM1407 87-2,GW+CC+FM381,87,2
BS+GW+CC+FM1407 87-2,BS+GW+CC+FM381,87,2
BS1408 87-3,BS382,87,3
GW1408 87-3,GW382,87,3
CC1408 87-3,CC382,87,3
FM1408 87-3,FM382,87,3
BS+GW1408 87-3,BS+GW382,87,3
BS+CC1408 87-3,BS+CC382,87,3
BS+FM1408 87-3,BS+FM382,87,3
GW+CC1408 87-3,GW+CC382,87,3
GW+FM1408,GW+FM382,87,3
CC+FM1408 87-3,CC+FM382,87,3
BS+GW+CC1408 87-3,BS+GW+CC382,87,3
BS+GW+FM1408 87-3,BS+GW+FM382,87,3
BS+CC+FM1408 87-3,BS+CC+FM382,87,3
GW+CC+FM1408 87-3,GW+CC+FM382,87,3
BS+GW+CC+FM1408 87-3,BS+GW+CC+FM382,87,3
BS1409 88-1,BS383,88,1
GW1409 88-1,GW383,88,1
CC1409 88-1,CC383,88,1
FM1409 88-1,FM383,88,1
BS+GW1409 88-1,BS+GW383,88,1
BS+CC1409 88-1,BS+CC383,88,1
BS+FM1409 88-1,BS+FM383,88,1
GW+CC1409 88-1,GW+CC383,88,1
GW+FM1409,GW+FM383,88,1
CC+FM1409 88-1,CC+FM383,88,1
BS+GW+CC1409 88-1,BS+GW+CC383,88,1
BS+GW+FM1409 88-1,BS+GW+FM383,88,1
BS+CC+FM1409 88-1,BS+CC+FM383,88,1
GW+CC+FM1409 88-1,GW+CC+FM383,88,1
BS+GW+CC+FM1409 88-1,BS+GW+CC+FM383,88,1
BS1410 88-2,BS384,88,2
GW1410 88-2,GW384,88,2
CC1410 88-2,CC384,88,2
FM1410 88-2,FM384,88,2
BS+GW1410 88-2,BS+GW384,88,2
BS+CC1410 88-2,BS+CC384,88,2
BS+FM1410 88-2,BS+FM384,88,2
GW+CC1410 88-2,GW+CC384,88,2
GW+FM1410,GW+FM384,88,2
CC+FM1410 88-2,CC+FM384,88,2
BS+GW+CC1410 88-2,BS+GW+CC384,88,2
BS+GW+FM1410 88-2,BS+GW+FM384,88,2
BS+CC+FM1410 88-2,BS+CC+FM384,88,2
GW+CC+FM1410 88-2,GW+CC+FM384,88,2
BS+GW+CC+FM1410 88-2,BS+GW+CC+FM384,88,2
BS1411 88-3,BS385,88,3
GW1411 88-3,GW385,88,3
CC1411 88-3,CC385,88,3
FM1411 88-3,FM385,88,3
BS+GW1411 88-3,BS+GW385,88,3
BS+CC1411 88-3,BS+CC385,88,3
BS+FM1411 88-3,BS+FM385,88,3
GW+CC1411 88-3,GW+CC385,88,3
GW+FM1411,GW+FM385,88,3
CC+FM1411 88-3,CC+FM385,88,3
BS+GW+CC1411 88-3,BS+GW+CC385,88,3
BS+GW+FM1411 88-3,BS+GW+FM385,88,3
BS+CC+FM1411 88-3,BS+CC+FM385,88,3
GW+CC+FM1411 88-3,GW+CC+FM385,88,3
BS+GW+CC+FM1411 88-3,BS+GW+CC+FM385,88,3
BS1412 88-4,BS386,88,4
GW1412 88-4,GW386,88,4
CC1412 88-4,CC386,88,4
FM1412 88-4,FM386,88,4
BS+GW1412 88-4,BS+GW386,88,4
BS+CC1412 88-4,BS+CC386,88,4
BS+FM1412 88-4,BS+FM386,88,4
GW+CC1412 88-4,GW+CC386,88,4
GW+FM1412,GW+FM386,88,4
CC+FM1412 88-4,CC+FM386,88,4
BS+GW+CC1412 88-4,BS+GW+CC386,88,4
BS+GW+FM1412 88-4,BS+GW+FM386,88,4
BS+CC+FM1412 88-4,BS+CC+FM386,88,4
GW+CC+FM1412 88-4,GW+CC+FM386,88,4
BS+GW+CC+FM1412 88-4,BS+GW+CC+FM386,88,4
BS1413 88-5,BS387,88,5
GW1413 88-5,GW387,88,5
CC1413 88-5,CC387,88,5
FM1413 88-5,FM387,88,5
BS+GW1413 88-5,BS+GW387,88,5
BS+CC1413 88-5,BS+CC387,88,5
BS+FM1413 88-5,BS+FM387,88,5
GW+CC1413 88-5,GW+CC387,88,5
GW+FM1413,GW+FM387,88,5
CC+FM1413 88-5,CC+FM387,88,5
BS+GW+CC1413 88-5,BS+GW+CC387,88,5
BS+GW+FM1413 88-5,BS+GW+FM387,88,5
BS+CC+FM1413 88-5,BS+CC+FM387,88,5
GW+CC+FM1413 88-5,GW+CC+FM387,88,5
BS+GW+CC+FM1413 88-5,BS+GW+CC+FM387,88,5
BS1414 89-1,BS388,89,1
GW1414 89-1,GW388,89,1
CC1414 89-1,CC388,89,1
FM1414 89-1,FM388,89,1
BS+GW1414 89-1,BS+GW388,89,1
BS+CC1414 89-1,BS+CC388,89,1
BS+FM1414 89-1,BS+FM388,89,1
GW+CC1414 89-1,GW+CC388,89,1
GW+FM1414,GW+FM388,89,1
CC+FM1414 89-1,CC+FM388,89,1
BS+GW+CC1414 89-1,BS+GW+CC388,89,1
BS+GW+FM1414 89-1,BS+GW+FM388,89,1
BS+CC+FM1414 89-1,BS+CC+FM388,89,1
GW+CC+FM1414 89-1,GW+CC+FM388,89,1
BS+GW+CC+FM1414 89-1,BS+GW+CC+FM388,89,1
BS1415 89-2,BS389,89,2
GW1415 89-2,GW389,89,2
CC1415 89-2,CC389,89,2
FM1415 89-2,FM389,89,2
BS+GW1415 89-2,BS+GW389,89,2
BS+CC1415 89-2,BS+CC389,89,2
BS+FM1415 89-2,BS+FM389,89,2
GW+CC1415 89-2,GW+CC389,89,2
GW+FM1415,GW+FM389,89,2
CC+FM1415 89-2,CC+FM389,89,2
BS+GW+CC1415 89-2,BS+GW+CC389,89,2
BS+GW+FM1415 89-2,BS+GW+FM389,89,2
BS+CC+FM1415 89-2,BS+CC+FM389,89,2
GW+CC+FM1415 89-2,GW+CC+FM389,89,2
BS+GW+CC+FM1415 89-2,BS+GW+CC+FM389,89,2
BS1416 89-3,BS390,89,3
GW1416 89-3,GW390,89,3
CC1416 89-3,CC390,89,3
FM1416 89-3,FM390,89,3
BS+GW1416 89-3,BS+GW390,89,3
BS+CC1416 89-3,BS+CC390,89,3
BS+FM1416 89-3,BS+FM390,89,3
GW+CC1416 89-3,GW+CC390,89,3
GW+FM1416,GW+FM390,89,3
CC+FM1416 89-3,CC+FM390,89,3
BS+GW+CC1416 89-3,BS+GW+CC390,89,3
BS+GW+FM1416 89-3,BS+GW+FM390,89,3
BS+CC+FM1416 89-3,BS+CC+FM390,89,3
GW+CC+FM1416 89-3,GW+CC+FM390,89,3
BS+GW+CC+FM1416 89-3,BS+GW+CC+FM390,89,3
BS1417 89-4,BS391,89,4
GW1417 89-4,GW391,89,4
CC1417 89-4,CC391,89,4
FM1417 89-4,FM391,89,4
BS+GW1417 89-4,BS+GW391,89,4
BS+CC1417 89-4,BS+CC391,89,4
BS+FM1417 89-4,BS+FM391,89,4
GW+CC1417 89-4,GW+CC391,89,4
GW+FM1417,GW+FM391,89,4
CC+FM1417 89-4,CC+FM391,89,4
BS+GW+CC1417 89-4,BS+GW+CC391,89,4
BS+GW+FM1417 89-4,BS+GW+FM391,89,4
BS+CC+FM1417 89-4,BS+CC+FM391,89,4
GW+CC+FM1417 89-4,GW+CC+FM391,89,4
BS+GW+CC+FM1417 89-4,BS+GW+CC+FM391,89,4
BS1418 89-5,BS392,89,5
GW1418 89-5,GW392,89,5
CC1418 89-5,CC392,89,5
FM1418 89-5,FM392,89,5
BS+GW1418 89-5,BS+GW392,89,5
BS+CC1418 89-5,BS+CC392,89,5
BS+FM1418 89-5,BS+FM392,89,5
GW+CC1418 89-5,GW+CC392,89,5
GW+FM1418,GW+FM392,89,5
CC+FM1418 89-5,CC+FM392,89,5
BS+GW+CC1418 89-5,BS+GW+CC392,89,5
BS+GW+FM1418 89-5,BS+GW+FM392,89,5
BS+CC+FM1418 89-5,BS+CC+FM392,89,5
GW+CC+FM1418 89-5,GW+CC+FM392,89,5
BS+GW+CC+FM1418 89-5,BS+GW+CC+FM392,89,5
BS1419 89-6,BS393,89,6
GW1419 89-6,GW393,89,6
CC1419 89-6,CC393,89,6
FM1419 89-6,FM393,89,6
BS+GW1419 89-6,BS+GW393,89,6
BS+CC1419 89-6,BS+CC393,89,6
BS+FM1419 89-6,BS+FM393,89,6
GW+CC1419 89-6,GW+CC393,89,6
GW+FM1419,GW+FM393,89,6
CC+FM1419 89-6,CC+FM393,89,6
BS+GW+CC1419 89-6,BS+GW+CC393,89,6
BS+GW+FM1419 89-6,BS+GW+FM393,89,6
BS+CC+FM1419 89-6,BS+CC+FM393,89,6
GW+CC+FM1419 89-6,GW+CC+FM393,89,6
BS+GW+CC+FM1419 89-6,BS+GW+CC+FM393,89,6
BS1420 89-7,BS394,89,7
GW1420 89-7,GW394,89,7
CC1420 89-7,CC394,89,7
FM1420 89-7,FM394,89,7
BS+GW1420 89-7,BS+GW394,89,7
BS+CC1420 89-7,BS+CC394,89,7
BS+FM1420 89-7,BS+FM394,89,7
GW+CC1420 89-7,GW+CC394,89,7
GW+FM1420,GW+FM394,89,7
CC+FM1420 89-7,CC+FM394,89,7
BS+GW+CC1420 89-7,BS+GW+CC394,89,7
BS+GW+FM1420 89-7,BS+GW+FM394,89,7
BS+CC+FM1420 89-7,BS+CC+FM394,89,7
GW+CC+FM1420 89-7,GW+CC+FM394,89,7
BS+GW+CC+FM1420 89-7,BS+GW+CC+FM394,89,7
BS1421 90-1,BS395,90,1
GW1421 90-1,GW395,90,1
CC1421 90-1,CC395,90,1
FM1421 90-1,FM395,90,1
BS+GW1421 90-1,BS+GW395,90,1
BS+CC1421 90-1,BS+CC395,90,1
BS+FM1421 90-1,BS+FM395,90,1
GW+CC1421 90-1,GW+CC395,90,1
GW+FM1421,GW+FM395,90,1
CC+FM1421 90-1,CC+FM395,90,1
BS+GW+CC1421 90-1,BS+GW+CC395,90,1
BS+GW+FM1421 90-1,BS+GW+FM395,90,1
BS+CC+FM1421 90-1,BS+CC+FM395,90,1
GW+CC+FM1421 90-1,GW+CC+FM395,90,1
BS+GW+CC+FM1421 90-1,BS+GW+CC+FM395,90,1
BS1422 90-2,BS396,90,2
GW1422 90-2,GW396,90,2
CC1422 90-2,CC396,90,2
FM1422 90-2,FM396,90,2
BS+GW1422 90-2,BS+GW396,90,2
BS+CC1422 90-2,BS+CC396,90,2
BS+FM1422 90-2,BS+FM396,90,2
GW+CC1422 90-2,GW+CC396,90,2
GW+FM1422,GW+FM396,90,2
CC+FM1422 90-2,CC+FM396,90,2
BS+GW+CC1422 90-2,BS+GW+CC396,90,2
BS+GW+FM1422 90-2,BS+GW+FM396,90,2
BS+CC+FM1422 90-2,BS+CC+FM396,90,2
GW+CC+FM1422 90-2,GW+CC+FM396,90,2
BS+GW+CC+FM1422 90-2,BS+GW+CC+FM396,90,2
BS1423 90-3,BS397,90,3
GW1423 90-3,GW397,90,3
CC1423 90-3,CC397,90,3
FM1423 90-3,FM397,90,3
BS+GW1423 90-3,BS+GW397,90,3
BS+CC1423 90-3,BS+CC397,90,3
BS+FM1423 90-3,BS+FM397,90,3
GW+CC1423 90-3,GW+CC397,90,3
GW+FM1423,GW+FM397,90,3
CC+FM1423 90-3,CC+FM397,90,3
BS+GW+CC1423 90-3,BS+GW+CC397,90,3
BS+GW+FM1423 90-3,BS+GW+FM397,90,3
BS+CC+FM1423 90-3,BS+CC+FM397,90,3
GW+CC+FM1423 90-3,GW+CC+FM397,90,3
BS+GW+CC+FM1423 90-3,BS+GW+CC+FM397,90,3
BS1424 90-4,BS398,90,4
GW1424 90-4,GW398,90,4
CC1424 90-4,CC398,90,4
FM1424 90-4,FM398,90,4
BS+GW1424 90-4,BS+GW398,90,4
BS+CC1424 90-4,BS+CC398,90,4
BS+FM1424 90-4,BS+FM398,90,4
GW+CC1424 90-4,GW+CC398,90,4
GW+FM1424,GW+FM398,90,4
CC+FM1424 90-4,CC+FM398,90,4
BS+GW+CC1424 90-4,BS+GW+CC398,90,4
BS+GW+FM1424 90-4,BS+GW+FM398,90,4
BS+CC+FM1424 90-4,BS+CC+FM398,90,4
GW+CC+FM1424 90-4,GW+CC+FM398,90,4
BS+GW+CC+FM1424 90-4,BS+GW+CC+FM398,90,4
BS1425 90-5,BS399,90,5
GW1425 90-5,GW399,90,5
CC1425 90-5,CC399,90,5
FM1425 90-5,FM399,90,5
BS+GW1425 90-5,BS+GW399,90,5
BS+CC1425 90-5,BS+CC399,90,5
BS+FM1425 90-5,BS+FM399,90,5
GW+CC1425 90-5,GW+CC399,90,5
GW+FM1425,GW+FM399,90,5
CC+FM1425 90-5,CC+FM399,90,5
BS+GW+CC1425 90-5,BS+GW+CC399,90,5
BS+GW+FM1425 90-5,BS+GW+FM399,90,5
BS+CC+FM1425 90-5,BS+CC+FM399,90,5
GW+CC+FM1425 90-5,GW+CC+FM399,90,5
BS+GW+CC+FM1425 90-5,BS+GW+CC+FM399,90,5
BS1426 91-2,BS400,91,2
GW1426 91-2,GW400,91,2
CC1426 91-2,CC400,91,2
FM1426 91-2,FM400,91,2
BS+GW1426 91-2,BS+GW400,91,2
BS+CC1426 91-2,BS+CC400,91,2
BS+FM1426 91-2,BS+FM400,91,2
GW+CC1426 91-2,GW+CC400,91,2
GW+FM1426,GW+FM400,91,2
CC+FM1426 91-2,CC+FM400,91,2
BS+GW+CC1426 91-2,BS+GW+CC400,91,2
BS+GW+FM1426 91-2,BS+GW+FM400,91,2
BS+CC+FM1426 91-2,BS+CC+FM400,91,2
GW+CC+FM1426 91-2,GW+CC+FM400,91,2
BS+GW+CC+FM1426 91-2,BS+GW+CC+FM400,91,2
BS1427 91-3,BS401,91,3
GW1427 91-3,GW401,91,3
CC1427 91-3,CC401,91,3
FM1427 91-3,FM401,91,3
BS+GW1427 91-3,BS+GW401,91,3
BS+CC1427 91-3,BS+CC401,91,3
BS+FM1427 91-3,BS+FM401,91,3
GW+CC1427 91-3,GW+CC401,91,3
GW+FM1427,GW+FM401,91,3
CC+FM1427 91-3,CC+FM401,91,3
BS+GW+CC1427 91-3,BS+GW+CC401,91,3
BS+GW+FM1427 91-3,BS+GW+FM401,91,3
BS+CC+FM1427 91-3,BS+CC+FM401,91,3
GW+CC+FM1427 91-3,GW+CC+FM401,91,3
BS+GW+CC+FM1427 91-3,BS+GW+CC+FM401,91,3
BS1428 92-1,BS402,92,1
GW1428 92-1,GW402,92,1
CC1428 92-1,CC402,92,1
FM1428 92-1,FM402,92,1
BS+GW1428 92-1,BS+GW402,92,1
BS+CC1428 92-1,BS+CC402,92,1
BS+FM1428 92-1,BS+FM402,92,1
GW+CC1428 92-1,GW+CC402,92,1
GW+FM1428,GW+FM402,92,1
CC+FM1428 92-1,CC+FM402,92,1
BS+GW+CC1428 92-1,BS+GW+CC402,92,1
BS+GW+FM1428 92-1,BS+GW+FM402,92,1
BS+CC+FM1428 92-1,BS+CC+FM402,92,1
GW+CC+FM1428 92-1,GW+CC+FM402,92,1
BS+GW+CC+FM1428 92-1,BS+GW+CC+FM402,92,1
BS1429 92-2,BS403,92,2
GW1429 92-2,GW403,92,2
CC1429 92-2,CC403,92,2
FM1429 92-2,FM403,92,2
BS+GW1429 92-2,BS+GW403,92,2
BS+CC1429 92-2,BS+CC403,92,2
BS+FM1429 92-2,BS+FM403,92,2
GW+CC1429 92-2,GW+CC403,92,2
GW+FM1429,GW+FM403,92,2
CC+FM1429 92-2,CC+FM403,92,2
BS+GW+CC1429 92-2,BS+GW+CC403,92,2
BS+GW+FM1429 92-2,BS+GW+FM403,92,2
BS+CC+FM1429 92-2,BS+CC+FM403,92,2
GW+CC+FM1429 92-2,GW+CC+FM403,92,2
BS+GW+CC+FM1429 92-2,BS+GW+CC+FM403,92,2
BS1430 92-3,BS404,92,3
GW1430 92-3,GW404,92,3
CC1430 92-3,CC404,92,3
FM1430 92-3,FM404,92,3
BS+GW1430 92-3,BS+GW404,92,3
BS+CC1430 92-3,BS+CC404,92,3
BS+FM1430 92-3,BS+FM404,92,3
GW+CC1430 92-3,GW+CC404,92,3
GW+FM1430,GW+FM404,92,3
CC+FM1430 92-3,CC+FM404,92,3
BS+GW+CC1430 92-3,BS+GW+CC404,92,3
BS+GW+FM1430 92-3,BS+GW+FM404,92,3
BS+CC+FM1430 92-3,BS+CC+FM404,92,3
GW+CC+FM1430 92-3,GW+CC+FM404,92,3
BS+GW+CC+FM1430 92-3,BS+GW+CC+FM404,92,3
BS1431 92-4,BS405,92,4
GW1431 92-4,GW405,92,4
CC1431 92-4,CC405,92,4
FM1431 92-4,FM405,92,4
BS+GW1431 92-4,BS+GW405,92,4
BS+CC1431 92-4,BS+CC405,92,4
BS+FM1431 92-4,BS+FM405,92,4
GW+CC1431 92-4,GW+CC405,92,4
GW+FM1431,GW+FM405,92,4
CC+FM1431 92-4,CC+FM405,92,4
BS+GW+CC1431 92-4,BS+GW+CC405,92,4
BS+GW+FM1431 92-4,BS+GW+FM405,92,4
BS+CC+FM1431 92-4,BS+CC+FM405,92,4
GW+CC+FM1431 92-4,GW+CC+FM405,92,4
BS+GW+CC+FM1431 92-4,BS+GW+CC+FM405,92,4
BS1432 92-5,BS406,92,5
GW1432 92-5,GW406,92,5
CC1432 92-5,CC406,92,5
FM1432 92-5,FM406,92,5
BS+GW1432 92-5,BS+GW406,92,5
BS+CC1432 92-5,BS+CC406,92,5
BS+FM1432 92-5,BS+FM406,92,5
GW+CC1432 92-5,GW+CC406,92,5
GW+FM1432,GW+FM406,92,5
CC+FM1432 92-5,CC+FM406,92,5
BS+GW+CC1432 92-5,BS+GW+CC406,92,5
BS+GW+FM1432 92-5,BS+GW+FM406,92,5
BS+CC+FM1432 92-5,BS+CC+FM406,92,5
GW+CC+FM1432 92-5,GW+CC+FM406,92,5
BS+GW+CC+FM1432 92-5,BS+GW+CC+FM406,92,5
BS1433 93-5,BS407,93,5
GW1433 93-5,GW407,93,5
CC1433 93-5,CC407,93,5
FM1433 93-5,FM407,93,5
BS+GW1433 93-5,BS+GW407,93,5
BS+CC1433 93-5,BS+CC407,93,5
BS+FM1433 93-5,BS+FM407,93,5
GW+CC1433 93-5,GW+CC407,93,5
GW+FM1433,GW+FM407,93,5
CC+FM1433 93-5,CC+FM407,93,5
BS+GW+CC1433 93-5,BS+GW+CC407,93,5
BS+GW+FM1433 93-5,BS+GW+FM407,93,5
BS+CC+FM1433 93-5,BS+CC+FM407,93,5
GW+CC+FM1433 93-5,GW+CC+FM407,93,5
BS+GW+CC+FM1433 93-5,BS+GW+CC+FM407,93,5
BS1434 93-6,BS408,93,6
GW1434 93-6,GW408,93,6
CC1434 93-6,CC408,93,6
FM1434 93-6,FM408,93,6
BS+GW1434 93-6,BS+GW408,93,6
BS+CC1434 93-6,BS+CC408,93,6
BS+FM1434 93-6,BS+FM408,93,6
GW+CC1434 93-6,GW+CC408,93,6
GW+FM1434,GW+FM408,93,6
CC+FM1434 93-6,CC+FM408,93,6
BS+GW+CC1434 93-6,BS+GW+CC408,93,6
BS+GW+FM1434 93-6,BS+GW+FM408,93,6
BS+CC+FM1434 93-6,BS+CC+FM408,93,6
GW+CC+FM1434 93-6,GW+CC+FM408,93,6
BS+GW+CC+FM1434 93-6,BS+GW+CC+FM408,93,6
BS1435 93-7,BS409,93,7
GW1435 93-7,GW409,93,7
CC1435 93-7,CC409,93,7
FM1435 93-7,FM409,93,7
BS+GW1435 93-7,BS+GW409,93,7
BS+CC1435 93-7,BS+CC409,93,7
BS+FM1435 93-7,BS+FM409,93,7
GW+CC1435 93-7,GW+CC409,93,7
GW+FM1435,GW+FM409,93,7
CC+FM1435 93-7,CC+FM409,93,7
BS+GW+CC1435 93-7,BS+GW+CC409,93,7
BS+GW+FM1435 93-7,BS+GW+FM409,93,7
BS+CC+FM1435 93-7,BS+CC+FM409,93,7
GW+CC+FM1435 93-7,GW+CC+FM409,93,7
BS+GW+CC+FM1435 93-7,BS+GW+CC+FM409,93,7
BS1436 93-8,BS410,93,8
GW1436 93-8,GW410,93,8
CC1436 93-8,CC410,93,8
FM1436 93-8,FM410,93,8
BS+GW1436 93-8,BS+GW410,93,8
BS+CC1436 93-8,BS+CC410,93,8
BS+FM1436 93-8,BS+FM410,93,8
GW+CC1436 93-8,GW+CC410,93,8
GW+FM1436,GW+FM410,93,8
CC+FM1436 93-8,CC+FM410,93,8
BS+GW+CC1436 93-8,BS+GW+CC410,93,8
BS+GW+FM1436 93-8,BS+GW+FM410,93,8
BS+CC+FM1436 93-8,BS+CC+FM410,93,8
GW+CC+FM1436 93-8,GW+CC+FM410,93,8
BS+GW+CC+FM1436 93-8,BS+GW+CC+FM410,93,8
BS1437 93-9,BS411,93,9
GW1437 93-9,GW411,93,9
CC1437 93-9,CC411,93,9
FM1437 93-9,FM411,93,9
BS+GW1437 93-9,BS+GW411,93,9
BS+CC1437 93-9,BS+CC411,93,9
BS+FM1437 93-9,BS+FM411,93,9
GW+CC1437 93-9,GW+CC411,93,9
GW+FM1437,GW+FM411,93,9
CC+FM1437 93-9,CC+FM411,93,9
BS+GW+CC1437 93-9,BS+GW+CC411,93,9
BS+GW+FM1437 93-9,BS+GW+FM411,93,9
BS+CC+FM1437 93-9,BS+CC+FM411,93,9
GW+CC+FM1437 93-9,GW+CC+FM411,93,9
BS+GW+CC+FM1437 93-9,BS+GW+CC+FM411,93,9
BS1438 94-3,BS412,94,3
GW1438 94-3,GW412,94,3
CC1438 94-3,CC412,94,3
FM1438 94-3,FM412,94,3
BS+GW1438 94-3,BS+GW412,94,3
BS+CC1438 94-3,BS+CC412,94,3
BS+FM1438 94-3,BS+FM412,94,3
GW+CC1438 94-3,GW+CC412,94,3
GW+FM1438,GW+FM412,94,3
CC+FM1438 94-3,CC+FM412,94,3
BS+GW+CC1438 94-3,BS+GW+CC412,94,3
BS+GW+FM1438 94-3,BS+GW+FM412,94,3
BS+CC+FM1438 94-3,BS+CC+FM412,94,3
GW+CC+FM1438 94-3,GW+CC+FM412,94,3
BS+GW+CC+FM1438 94-3,BS+GW+CC+FM412,94,3
BS1439 94-4,BS413,94,4
GW1439 94-4,GW413,94,4
CC1439 94-4,CC413,94,4
FM1439 94-4,FM413,94,4
BS+GW1439 94-4,BS+GW413,94,4
BS+CC1439 94-4,BS+CC413,94,4
BS+FM1439 94-4,BS+FM413,94,4
GW+CC1439 94-4,GW+CC413,94,4
GW+FM1439,GW+FM413,94,4
CC+FM1439 94-4,CC+FM413,94,4
BS+GW+CC1439 94-4,BS+GW+CC413,94,4
BS+GW+FM1439 94-4,BS+GW+FM413,94,4
BS+CC+FM1439 94-4,BS+CC+FM413,94,4
GW+CC+FM1439 94-4,GW+CC+FM413,94,4
BS+GW+CC+FM1439 94-4,BS+GW+CC+FM413,94,4
BS1440 94-5,BS414,94,5
GW1440 94-5,GW414,94,5
CC1440 94-5,CC414,94,5
FM1440 94-5,FM414,94,5
BS+GW1440 94-5,BS+GW414,94,5
BS+CC1440 94-5,BS+CC414,94,5
BS+FM1440 94-5,BS+FM414,94,5
GW+CC1440 94-5,GW+CC414,94,5
GW+FM1440,GW+FM414,94,5
CC+FM1440 94-5,CC+FM414,94,5
BS+GW+CC1440 94-5,BS+GW+CC414,94,5
BS+GW+FM1440 94-5,BS+GW+FM414,94,5
BS+CC+FM1440 94-5,BS+CC+FM414,94,5
GW+CC+FM1440 94-5,GW+CC+FM414,94,5
BS+GW+CC+FM1440 94-5,BS+GW+CC+FM414,94,5
BS1441 94-6,BS415,94,6
GW1441 94-6,GW415,94,6
CC1441 94-6,CC415,94,6
FM1441 94-6,FM415,94,6
BS+GW1441 94-6,BS+GW415,94,6
BS+CC1441 94-6,BS+CC415,94,6
BS+FM1441 94-6,BS+FM415,94,6
GW+CC1441 94-6,GW+CC415,94,6
GW+FM1441,GW+FM415,94,6
CC+FM1441 94-6,CC+FM415,94,6
BS+GW+CC1441 94-6,BS+GW+CC415,94,6
BS+GW+FM1441 94-6,BS+GW+FM415,94,6
BS+CC+FM1441 94-6,BS+CC+FM415,94,6
GW+CC+FM1441 94-6,GW+CC+FM415,94,6
BS+GW+CC+FM1441 94-6,BS+GW+CC+FM415,94,6
BS1442 95-7,BS416,95,7
GW1442 95-7,GW416,95,7
CC1442 95-7,CC416,95,7
FM1442 95-7,FM416,95,7
BS+GW1442 95-7,BS+GW416,95,7
BS+CC1442 95-7,BS+CC416,95,7
BS+FM1442 95-7,BS+FM416,95,7
GW+CC1442 95-7,GW+CC416,95,7
GW+FM1442,GW+FM416,95,7
CC+FM1442 95-7,CC+FM416,95,7
BS+GW+CC1442 95-7,BS+GW+CC416,95,7
BS+GW+FM1442 95-7,BS+GW+FM416,95,7
BS+CC+FM1442 95-7,BS+CC+FM416,95,7
GW+CC+FM1442 95-7,GW+CC+FM416,95,7
BS+GW+CC+FM1442 95-7,BS+GW+CC+FM416,95,7
BS1443 95-8,BS417,95,8
GW1443 95-8,GW417,95,8
CC1443 95-8,CC417,95,8
FM1443 95-8,FM417,95,8
BS+GW1443 95-8,BS+GW417,95,8
BS+CC1443 95-8,BS+CC417,95,8
BS+FM1443 95-8,BS+FM417,95,8
GW+CC1443 95-8,GW+CC417,95,8
GW+FM1443,GW+FM417,95,8
CC+FM1443 95-8,CC+FM417,95,8
BS+GW+CC1443 95-8,BS+GW+CC417,95,8
BS+GW+FM1443 95-8,BS+GW+FM417,95,8
BS+CC+FM1443 95-8,BS+CC+FM417,95,8
GW+CC+FM1443 95-8,GW+CC+FM417,95,8
BS+GW+CC+FM1443 95-8,BS+GW+CC+FM417,95,8
BS1444 96-5,BS418,96,5
GW1444 96-5,GW418,96,5
CC1444 96-5,CC418,96,5
FM1444 96-5,FM418,96,5
BS+GW1444 96-5,BS+GW418,96,5
BS+CC1444 96-5,BS+CC418,96,5
BS+FM1444 96-5,BS+FM418,96,5
GW+CC1444 96-5,GW+CC418,96,5
GW+FM1444,GW+FM418,96,5
CC+FM1444 96-5,CC+FM418,96,5
BS+GW+CC1444 96-5,BS+GW+CC418,96,5
BS+GW+FM1444 96-5,BS+GW+FM418,96,5
BS+CC+FM1444 96-5,BS+CC+FM418,96,5
GW+CC+FM1444 96-5,GW+CC+FM418,96,5
BS+GW+CC+FM1444 96-5,BS+GW+CC+FM418,96,5
BS1445 96-6,BS419,96,6
GW1445 96-6,GW419,96,6
CC1445 96-6,CC419,96,6
FM1445 96-6,FM419,96,6
BS+GW1445 96-6,BS+GW419,96,6
BS+CC1445 96-6,BS+CC419,96,6
BS+FM1445 96-6,BS+FM419,96,6
GW+CC1445 96-6,GW+CC419,96,6
GW+FM1445,GW+FM419,96,6
CC+FM1445 96-6,CC+FM419,96,6
BS+GW+CC1445 96-6,BS+GW+CC419,96,6
BS+GW+FM1445 96-6,BS+GW+FM419,96,6
BS+CC+FM1445 96-6,BS+CC+FM419,96,6
GW+CC+FM1445 96-6,GW+CC+FM419,96,6
BS+GW+CC+FM1445 96-6,BS+GW+CC+FM419,96,6
