Label,Practice,subbasin,HRU
BS1190 42-3,BS164,42,3
GW1190 42-3,GW164,42,3
CC1190 42-3,CC164,42,3
FM1190 42-3,FM164,42,3
BS+GW1190 42-3,BS+GW164,42,3
BS+CC1190 42-3,BS+CC164,42,3
BS+FM1190 42-3,BS+FM164,42,3
GW+CC1190 42-3,GW+CC164,42,3
GW+FM1190,GW+FM164,42,3
CC+FM1190 42-3,CC+FM164,42,3
BS+GW+CC1190 42-3,BS+GW+CC164,42,3
BS+GW+FM1190 42-3,BS+GW+FM164,42,3
BS+CC+FM1190 42-3,BS+CC+FM164,42,3
GW+CC+FM1190 42-3,GW+CC+FM164,42,3
BS+GW+CC+FM1190 42-3,BS+GW+CC+FM164,42,3
BS1191 42-4,BS165,42,4
GW1191 42-4,GW165,42,4
CC1191 42-4,CC165,42,4
FM1191 42-4,FM165,42,4
BS+GW1191 42-4,BS+GW165,42,4
BS+CC1191 42-4,BS+CC165,42,4
BS+FM1191 42-4,BS+FM165,42,4
GW+CC1191 42-4,GW+CC165,42,4
GW+FM1191,GW+FM165,42,4
CC+FM1191 42-4,CC+FM165,42,4
BS+GW+CC1191 42-4,BS+GW+CC165,42,4
BS+GW+FM1191 42-4,BS+GW+FM165,42,4
BS+CC+FM1191 42-4,BS+CC+FM165,42,4
GW+CC+FM1191 42-4,GW+CC+FM165,42,4
BS+GW+CC+FM1191 42-4,BS+GW+CC+FM165,42,4
BS1192 43-3,BS166,43,3
GW1192 43-3,GW166,43,3
CC1192 43-3,CC166,43,3
FM1192 43-3,FM166,43,3
BS+GW1192 43-3,BS+GW166,43,3
BS+CC1192 43-3,BS+CC166,43,3
BS+FM1192 43-3,BS+FM166,43,3
GW+CC1192 43-3,GW+CC166,43,3
GW+FM1192,GW+FM166,43,3
CC+FM1192 43-3,CC+FM166,43,3
BS+GW+CC1192 43-3,BS+GW+CC166,43,3
BS+GW+FM1192 43-3,BS+GW+FM166,43,3
BS+CC+FM1192 43-3,BS+CC+FM166,43,3
GW+CC+FM1192 43-3,GW+CC+FM166,43,3
BS+GW+CC+FM1192 43-3,BS+GW+CC+FM166,43,3
BS1193 43-4,BS167,43,4
GW1193 43-4,GW167,43,4
CC1193 43-4,CC167,43,4
FM1193 43-4,FM167,43,4
BS+GW1193 43-4,BS+GW167,43,4
BS+CC1193 43-4,BS+CC167,43,4
BS+FM1193 43-4,BS+FM167,43,4
GW+CC1193 43-4,GW+CC167,43,4
GW+FM1193,GW+FM167,43,4
CC+FM1193 43-4,CC+FM167,43,4
BS+GW+CC1193 43-4,BS+GW+CC167,43,4
BS+GW+FM1193 43-4,BS+GW+FM167,43,4
BS+CC+FM1193 43-4,BS+CC+FM167,43,4
GW+CC+FM1193 43-4,GW+CC+FM167,43,4
BS+GW+CC+FM1193 43-4,BS+GW+CC+FM167,43,4
BS1194 43-5,BS168,43,5
GW1194 43-5,GW168,43,5
CC1194 43-5,CC168,43,5
FM1194 43-5,FM168,43,5
BS+GW1194 43-5,BS+GW168,43,5
BS+CC1194 43-5,BS+CC168,43,5
BS+FM1194 43-5,BS+FM168,43,5
GW+CC1194 43-5,GW+CC168,43,5
GW+FM1194,GW+FM168,43,5
CC+FM1194 43-5,CC+FM168,43,5
BS+GW+CC1194 43-5,BS+GW+CC168,43,5
BS+GW+FM1194 43-5,BS+GW+FM168,43,5
BS+CC+FM1194 43-5,BS+CC+FM168,43,5
GW+CC+FM1194 43-5,GW+CC+FM168,43,5
BS+GW+CC+FM1194 43-5,BS+GW+CC+FM168,43,5
BS1195 43-6,BS169,43,6
GW1195 43-6,GW169,43,6
CC1195 43-6,CC169,43,6
FM1195 43-6,FM169,43,6
BS+GW1195 43-6,BS+GW169,43,6
BS+CC1195 43-6,BS+CC169,43,6
BS+FM1195 43-6,BS+FM169,43,6
GW+CC1195 43-6,GW+CC169,43,6
GW+FM1195,GW+FM169,43,6
CC+FM1195 43-6,CC+FM169,43,6
BS+GW+CC1195 43-6,BS+GW+CC169,43,6
BS+GW+FM1195 43-6,BS+GW+FM169,43,6
BS+CC+FM1195 43-6,BS+CC+FM169,43,6
GW+CC+FM1195 43-6,GW+CC+FM169,43,6
BS+GW+CC+FM1195 43-6,BS+GW+CC+FM169,43,6
BS1196 44-5,BS170,44,5
GW1196 44-5,GW170,44,5
CC1196 44-5,CC170,44,5
FM1196 44-5,FM170,44,5
BS+GW1196 44-5,BS+GW170,44,5
BS+CC1196 44-5,BS+CC170,44,5
BS+FM1196 44-5,BS+FM170,44,5
GW+CC1196 44-5,GW+CC170,44,5
GW+FM1196,GW+FM170,44,5
CC+FM1196 44-5,CC+FM170,44,5
BS+GW+CC1196 44-5,BS+GW+CC170,44,5
BS+GW+FM1196 44-5,BS+GW+FM170,44,5
BS+CC+FM1196 44-5,BS+CC+FM170,44,5
GW+CC+FM1196 44-5,GW+CC+FM170,44,5
BS+GW+CC+FM1196 44-5,BS+GW+CC+FM170,44,5
BS1197 44-6,BS171,44,6
GW1197 44-6,GW171,44,6
CC1197 44-6,CC171,44,6
FM1197 44-6,FM171,44,6
BS+GW1197 44-6,BS+GW171,44,6
BS+CC1197 44-6,BS+CC171,44,6
BS+FM1197 44-6,BS+FM171,44,6
GW+CC1197 44-6,GW+CC171,44,6
GW+FM1197,GW+FM171,44,6
CC+FM1197 44-6,CC+FM171,44,6
BS+GW+CC1197 44-6,BS+GW+CC171,44,6
BS+GW+FM1197 44-6,BS+GW+FM171,44,6
BS+CC+FM1197 44-6,BS+CC+FM171,44,6
GW+CC+FM1197 44-6,GW+CC+FM171,44,6
BS+GW+CC+FM1197 44-6,BS+GW+CC+FM171,44,6
BS1198 44-7,BS172,44,7
GW1198 44-7,GW172,44,7
CC1198 44-7,CC172,44,7
FM1198 44-7,FM172,44,7
BS+GW1198 44-7,BS+GW172,44,7
BS+CC1198 44-7,BS+CC172,44,7
BS+FM1198 44-7,BS+FM172,44,7
GW+CC1198 44-7,GW+CC172,44,7
GW+FM1198,GW+FM172,44,7
CC+FM1198 44-7,CC+FM172,44,7
BS+GW+CC1198 44-7,BS+GW+CC172,44,7
BS+GW+FM1198 44-7,BS+GW+FM172,44,7
BS+CC+FM1198 44-7,BS+CC+FM172,44,7
GW+CC+FM1198 44-7,GW+CC+FM172,44,7
BS+GW+CC+FM1198 44-7,BS+GW+CC+FM172,44,7
BS1199 44-8,BS173,44,8
GW1199 44-8,GW173,44,8
CC1199 44-8,CC173,44,8
FM1199 44-8,FM173,44,8
BS+GW1199 44-8,BS+GW173,44,8
BS+CC1199 44-8,BS+CC173,44,8
BS+FM1199 44-8,BS+FM173,44,8
GW+CC1199 44-8,GW+CC173,44,8
GW+FM1199,GW+FM173,44,8
CC+FM1199 44-8,CC+FM173,44,8
BS+GW+CC1199 44-8,BS+GW+CC173,44,8
BS+GW+FM1199 44-8,BS+GW+FM173,44,8
BS+CC+FM1199 44-8,BS+CC+FM173,44,8
GW+CC+FM1199 44-8,GW+CC+FM173,44,8
BS+GW+CC+FM1199 44-8,BS+GW+CC+FM173,44,8
BS1200 45-11,BS174,45,11
GW1200 45-11,GW174,45,11
CC1200 45-11,CC174,45,11
FM1200 45-11,FM174,45,11
BS+GW1200 45-11,BS+GW174,45,11
BS+CC1200 45-11,BS+CC174,45,11
BS+FM1200 45-11,BS+FM174,45,11
GW+CC1200 45-11,GW+CC174,45,11
GW+FM1200,GW+FM174,45,11
CC+FM1200 45-11,CC+FM174,45,11
BS+GW+CC1200 45-11,BS+GW+CC174,45,11
BS+GW+FM1200 45-11,BS+GW+FM174,45,11
BS+CC+FM1200 45-11,BS+CC+FM174,45,11
GW+CC+FM1200 45-11,GW+CC+FM174,45,11
BS+GW+CC+FM1200 45-11,BS+GW+CC+FM174,45,11
BS1201 45-12,BS175,45,12
GW1201 45-12,GW175,45,12
CC1201 45-12,CC175,45,12
FM1201 45-12,FM175,45,12
BS+GW1201 45-12,BS+GW175,45,12
BS+CC1201 45-12,BS+CC175,45,12
BS+FM1201 45-12,BS+FM175,45,12
GW+CC1201 45-12,GW+CC175,45,12
GW+FM1201,GW+FM175,45,12
CC+FM1201 45-12,CC+FM175,45,12
BS+GW+CC1201 45-12,BS+GW+CC175,45,12
BS+GW+FM1201 45-12,BS+GW+FM175,45,12
BS+CC+FM1201 45-12,BS+CC+FM175,45,12
GW+CC+FM1201 45-12,GW+CC+FM175,45,12
BS+GW+CC+FM1201 45-12,BS+GW+CC+FM175,45,12
BS1202 45-13,BS176,45,13
GW1202 45-13,GW176,45,13
CC1202 45-13,CC176,45,13
FM1202 45-13,FM176,45,13
BS+GW1202 45-13,BS+GW176,45,13
BS+CC1202 45-13,BS+CC176,45,13
BS+FM1202 45-13,BS+FM176,45,13
GW+CC1202 45-13,GW+CC176,45,13
GW+FM1202,GW+FM176,45,13
CC+FM1202 45-13,CC+FM176,45,13
BS+GW+CC1202 45-13,BS+GW+CC176,45,13
BS+GW+FM1202 45-13,BS+GW+FM176,45,13
BS+CC+FM1202 45-13,BS+CC+FM176,45,13
GW+CC+FM1202 45-13,GW+CC+FM176,45,13
BS+GW+CC+FM1202 45-13,BS+GW+CC+FM176,45,13
BS1203 45-14,BS177,45,14
GW1203 45-14,GW177,45,14
CC1203 45-14,CC177,45,14
FM1203 45-14,FM177,45,14
BS+GW1203 45-14,BS+GW177,45,14
BS+CC1203 45-14,BS+CC177,45,14
BS+FM1203 45-14,BS+FM177,45,14
GW+CC1203 45-14,GW+CC177,45,14
GW+FM1203,GW+FM177,45,14
CC+FM1203 45-14,CC+FM177,45,14
BS+GW+CC1203 45-14,BS+GW+CC177,45,14
BS+GW+FM1203 45-14,BS+GW+FM177,45,14
BS+CC+FM1203 45-14,BS+CC+FM177,45,14
GW+CC+FM1203 45-14,GW+CC+FM177,45,14
BS+GW+CC+FM1203 45-14,BS+GW+CC+FM177,45,14
BS1204 45-15,BS178,45,15
GW1204 45-15,GW178,45,15
CC1204 45-15,CC178,45,15
FM1204 45-15,FM178,45,15
BS+GW1204 45-15,BS+GW178,45,15
BS+CC1204 45-15,BS+CC178,45,15
BS+FM1204 45-15,BS+FM178,45,15
GW+CC1204 45-15,GW+CC178,45,15
GW+FM1204,GW+FM178,45,15
CC+FM1204 45-15,CC+FM178,45,15
BS+GW+CC1204 45-15,BS+GW+CC178,45,15
BS+GW+FM1204 45-15,BS+GW+FM178,45,15
BS+CC+FM1204 45-15,BS+CC+FM178,45,15
GW+CC+FM1204 45-15,GW+CC+FM178,45,15
BS+GW+CC+FM1204 45-15,BS+GW+CC+FM178,45,15
BS1205 45-16,BS179,45,16
GW1205 45-16,GW179,45,16
CC1205 45-16,CC179,45,16
FM1205 45-16,FM179,45,16
BS+GW1205 45-16,BS+GW179,45,16
BS+CC1205 45-16,BS+CC179,45,16
BS+FM1205 45-16,BS+FM179,45,16
GW+CC1205 45-16,GW+CC179,45,16
GW+FM1205,GW+FM179,45,16
CC+FM1205 45-16,CC+FM179,45,16
BS+GW+CC1205 45-16,BS+GW+CC179,45,16
BS+GW+FM1205 45-16,BS+GW+FM179,45,16
BS+CC+FM1205 45-16,BS+CC+FM179,45,16
GW+CC+FM1205 45-16,GW+CC+FM179,45,16
BS+GW+CC+FM1205 45-16,BS+GW+CC+FM179,45,16
BS1206 46-5,BS180,46,5
GW1206 46-5,GW180,46,5
CC1206 46-5,CC180,46,5
FM1206 46-5,FM180,46,5
BS+GW1206 46-5,BS+GW180,46,5
BS+CC1206 46-5,BS+CC180,46,5
BS+FM1206 46-5,BS+FM180,46,5
GW+CC1206 46-5,GW+CC180,46,5
GW+FM1206,GW+FM180,46,5
CC+FM1206 46-5,CC+FM180,46,5
BS+GW+CC1206 46-5,BS+GW+CC180,46,5
BS+GW+FM1206 46-5,BS+GW+FM180,46,5
BS+CC+FM1206 46-5,BS+CC+FM180,46,5
GW+CC+FM1206 46-5,GW+CC+FM180,46,5
BS+GW+CC+FM1206 46-5,BS+GW+CC+FM180,46,5
BS1207 46-6,BS181,46,6
GW1207 46-6,GW181,46,6
CC1207 46-6,CC181,46,6
FM1207 46-6,FM181,46,6
BS+GW1207 46-6,BS+GW181,46,6
BS+CC1207 46-6,BS+CC181,46,6
BS+FM1207 46-6,BS+FM181,46,6
GW+CC1207 46-6,GW+CC181,46,6
GW+FM1207,GW+FM181,46,6
CC+FM1207 46-6,CC+FM181,46,6
BS+GW+CC1207 46-6,BS+GW+CC181,46,6
BS+GW+FM1207 46-6,BS+GW+FM181,46,6
BS+CC+FM1207 46-6,BS+CC+FM181,46,6
GW+CC+FM1207 46-6,GW+CC+FM181,46,6
BS+GW+CC+FM1207 46-6,BS+GW+CC+FM181,46,6
BS1208 46-7,BS182,46,7
GW1208 46-7,GW182,46,7
CC1208 46-7,CC182,46,7
FM1208 46-7,FM182,46,7
BS+GW1208 46-7,BS+GW182,46,7
BS+CC1208 46-7,BS+CC182,46,7
BS+FM1208 46-7,BS+FM182,46,7
GW+CC1208 46-7,GW+CC182,46,7
GW+FM1208,GW+FM182,46,7
CC+FM1208 46-7,CC+FM182,46,7
BS+GW+CC1208 46-7,BS+GW+CC182,46,7
BS+GW+FM1208 46-7,BS+GW+FM182,46,7
BS+CC+FM1208 46-7,BS+CC+FM182,46,7
GW+CC+FM1208 46-7,GW+CC+FM182,46,7
BS+GW+CC+FM1208 46-7,BS+GW+CC+FM182,46,7
BS1209 46-8,BS183,46,8
GW1209 46-8,GW183,46,8
CC1209 46-8,CC183,46,8
FM1209 46-8,FM183,46,8
BS+GW1209 46-8,BS+GW183,46,8
BS+CC1209 46-8,BS+CC183,46,8
BS+FM1209 46-8,BS+FM183,46,8
GW+CC1209 46-8,GW+CC183,46,8
GW+FM1209,GW+FM183,46,8
CC+FM1209 46-8,CC+FM183,46,8
BS+GW+CC1209 46-8,BS+GW+CC183,46,8
BS+GW+FM1209 46-8,BS+GW+FM183,46,8
BS+CC+FM1209 46-8,BS+CC+FM183,46,8
GW+CC+FM1209 46-8,GW+CC+FM183,46,8
BS+GW+CC+FM1209 46-8,BS+GW+CC+FM183,46,8
BS1210 46-9,BS184,46,9
GW1210 46-9,GW184,46,9
CC1210 46-9,CC184,46,9
FM1210 46-9,FM184,46,9
BS+GW1210 46-9,BS+GW184,46,9
BS+CC1210 46-9,BS+CC184,46,9
BS+FM1210 46-9,BS+FM184,46,9
GW+CC1210 46-9,GW+CC184,46,9
GW+FM1210,GW+FM184,46,9
CC+FM1210 46-9,CC+FM184,46,9
BS+GW+CC1210 46-9,BS+GW+CC184,46,9
BS+GW+FM1210 46-9,BS+GW+FM184,46,9
BS+CC+FM1210 46-9,BS+CC+FM184,46,9
GW+CC+FM1210 46-9,GW+CC+FM184,46,9
BS+GW+CC+FM1210 46-9,BS+GW+CC+FM184,46,9
BS1211 46-10,BS185,46,10
GW1211 46-10,GW185,46,10
CC1211 46-10,CC185,46,10
FM1211 46-10,FM185,46,10
BS+GW1211 46-10,BS+GW185,46,10
BS+CC1211 46-10,BS+CC185,46,10
BS+FM1211 46-10,BS+FM185,46,10
GW+CC1211 46-10,GW+CC185,46,10
GW+FM1211,GW+FM185,46,10
CC+FM1211 46-10,CC+FM185,46,10
BS+GW+CC1211 46-10,BS+GW+CC185,46,10
BS+GW+FM1211 46-10,BS+GW+FM185,46,10
BS+CC+FM1211 46-10,BS+CC+FM185,46,10
GW+CC+FM1211 46-10,GW+CC+FM185,46,10
BS+GW+CC+FM1211 46-10,BS+GW+CC+FM185,46,10
BS1212 47-4,BS186,47,4
GW1212 47-4,GW186,47,4
CC1212 47-4,CC186,47,4
FM1212 47-4,FM186,47,4
BS+GW1212 47-4,BS+GW186,47,4
BS+CC1212 47-4,BS+CC186,47,4
BS+FM1212 47-4,BS+FM186,47,4
GW+CC1212 47-4,GW+CC186,47,4
GW+FM1212,GW+FM186,47,4
CC+FM1212 47-4,CC+FM186,47,4
BS+GW+CC1212 47-4,BS+GW+CC186,47,4
BS+GW+FM1212 47-4,BS+GW+FM186,47,4
BS+CC+FM1212 47-4,BS+CC+FM186,47,4
GW+CC+FM1212 47-4,GW+CC+FM186,47,4
BS+GW+CC+FM1212 47-4,BS+GW+CC+FM186,47,4
BS1213 47-5,BS187,47,5
GW1213 47-5,GW187,47,5
CC1213 47-5,CC187,47,5
FM1213 47-5,FM187,47,5
BS+GW1213 47-5,BS+GW187,47,5
BS+CC1213 47-5,BS+CC187,47,5
BS+FM1213 47-5,BS+FM187,47,5
GW+CC1213 47-5,GW+CC187,47,5
GW+FM1213,GW+FM187,47,5
CC+FM1213 47-5,CC+FM187,47,5
BS+GW+CC1213 47-5,BS+GW+CC187,47,5
BS+GW+FM1213 47-5,BS+GW+FM187,47,5
BS+CC+FM1213 47-5,BS+CC+FM187,47,5
GW+CC+FM1213 47-5,GW+CC+FM187,47,5
BS+GW+CC+FM1213 47-5,BS+GW+CC+FM187,47,5
BS1214 47-6,BS188,47,6
GW1214 47-6,GW188,47,6
CC1214 47-6,CC188,47,6
FM1214 47-6,FM188,47,6
BS+GW1214 47-6,BS+GW188,47,6
BS+CC1214 47-6,BS+CC188,47,6
BS+FM1214 47-6,BS+FM188,47,6
GW+CC1214 47-6,GW+CC188,47,6
GW+FM1214,GW+FM188,47,6
CC+FM1214 47-6,CC+FM188,47,6
BS+GW+CC1214 47-6,BS+GW+CC188,47,6
BS+GW+FM1214 47-6,BS+GW+FM188,47,6
BS+CC+FM1214 47-6,BS+CC+FM188,47,6
GW+CC+FM1214 47-6,GW+CC+FM188,47,6
BS+GW+CC+FM1214 47-6,BS+GW+CC+FM188,47,6
BS1215 47-7,BS189,47,7
GW1215 47-7,GW189,47,7
CC1215 47-7,CC189,47,7
FM1215 47-7,FM189,47,7
BS+GW1215 47-7,BS+GW189,47,7
BS+CC1215 47-7,BS+CC189,47,7
BS+FM1215 47-7,BS+FM189,47,7
GW+CC1215 47-7,GW+CC189,47,7
GW+FM1215,GW+FM189,47,7
CC+FM1215 47-7,CC+FM189,47,7
BS+GW+CC1215 47-7,BS+GW+CC189,47,7
BS+GW+FM1215 47-7,BS+GW+FM189,47,7
BS+CC+FM1215 47-7,BS+CC+FM189,47,7
GW+CC+FM1215 47-7,GW+CC+FM189,47,7
BS+GW+CC+FM1215 47-7,BS+GW+CC+FM189,47,7
BS1216 47-8,BS190,47,8
GW1216 47-8,GW190,47,8
CC1216 47-8,CC190,47,8
FM1216 47-8,FM190,47,8
BS+GW1216 47-8,BS+GW190,47,8
BS+CC1216 47-8,BS+CC190,47,8
BS+FM1216 47-8,BS+FM190,47,8
GW+CC1216 47-8,GW+CC190,47,8
GW+FM1216,GW+FM190,47,8
CC+FM1216 47-8,CC+FM190,47,8
BS+GW+CC1216 47-8,BS+GW+CC190,47,8
BS+GW+FM1216 47-8,BS+GW+FM190,47,8
BS+CC+FM1216 47-8,BS+CC+FM190,47,8
GW+CC+FM1216 47-8,GW+CC+FM190,47,8
BS+GW+CC+FM1216 47-8,BS+GW+CC+FM190,47,8
BS1217 47-9,BS191,47,9
GW1217 47-9,GW191,47,9
CC1217 47-9,CC191,47,9
FM1217 47-9,FM191,47,9
BS+GW1217 47-9,BS+GW191,47,9
BS+CC1217 47-9,BS+CC191,47,9
BS+FM1217 47-9,BS+FM191,47,9
GW+CC1217 47-9,GW+CC191,47,9
GW+FM1217,GW+FM191,47,9
CC+FM1217 47-9,CC+FM191,47,9
BS+GW+CC1217 47-9,BS+GW+CC191,47,9
BS+GW+FM1217 47-9,BS+GW+FM191,47,9
BS+CC+FM1217 47-9,BS+CC+FM191,47,9
GW+CC+FM1217 47-9,GW+CC+FM191,47,9
BS+GW+CC+FM1217 47-9,BS+GW+CC+FM191,47,9
BS1218 47-10,BS192,47,10
GW1218 47-10,GW192,47,10
CC1218 47-10,CC192,47,10
FM1218 47-10,FM192,47,10
BS+GW1218 47-10,BS+GW192,47,10
BS+CC1218 47-10,BS+CC192,47,10
BS+FM1218 47-10,BS+FM192,47,10
GW+CC1218 47-10,GW+CC192,47,10
GW+FM1218,GW+FM192,47,10
CC+FM1218 47-10,CC+FM192,47,10
BS+GW+CC1218 47-10,BS+GW+CC192,47,10
BS+GW+FM1218 47-10,BS+GW+FM192,47,10
BS+CC+FM1218 47-10,BS+CC+FM192,47,10
GW+CC+FM1218 47-10,GW+CC+FM192,47,10
BS+GW+CC+FM1218 47-10,BS+GW+CC+FM192,47,10
BS1219 48-5,BS193,48,5
GW1219 48-5,GW193,48,5
CC1219 48-5,CC193,48,5
FM1219 48-5,FM193,48,5
BS+GW1219 48-5,BS+GW193,48,5
BS+CC1219 48-5,BS+CC193,48,5
BS+FM1219 48-5,BS+FM193,48,5
GW+CC1219 48-5,GW+CC193,48,5
GW+FM1219,GW+FM193,48,5
CC+FM1219 48-5,CC+FM193,48,5
BS+GW+CC1219 48-5,BS+GW+CC193,48,5
BS+GW+FM1219 48-5,BS+GW+FM193,48,5
BS+CC+FM1219 48-5,BS+CC+FM193,48,5
GW+CC+FM1219 48-5,GW+CC+FM193,48,5
BS+GW+CC+FM1219 48-5,BS+GW+CC+FM193,48,5
BS1220 48-6,BS194,48,6
GW1220 48-6,GW194,48,6
CC1220 48-6,CC194,48,6
FM1220 48-6,FM194,48,6
BS+GW1220 48-6,BS+GW194,48,6
BS+CC1220 48-6,BS+CC194,48,6
BS+FM1220 48-6,BS+FM194,48,6
GW+CC1220 48-6,GW+CC194,48,6
GW+FM1220,GW+FM194,48,6
CC+FM1220 48-6,CC+FM194,48,6
BS+GW+CC1220 48-6,BS+GW+CC194,48,6
BS+GW+FM1220 48-6,BS+GW+FM194,48,6
BS+CC+FM1220 48-6,BS+CC+FM194,48,6
GW+CC+FM1220 48-6,GW+CC+FM194,48,6
BS+GW+CC+FM1220 48-6,BS+GW+CC+FM194,48,6
BS1221 48-7,BS195,48,7
GW1221 48-7,GW195,48,7
CC1221 48-7,CC195,48,7
FM1221 48-7,FM195,48,7
BS+GW1221 48-7,BS+GW195,48,7
BS+CC1221 48-7,BS+CC195,48,7
BS+FM1221 48-7,BS+FM195,48,7
GW+CC1221 48-7,GW+CC195,48,7
GW+FM1221,GW+FM195,48,7
CC+FM1221 48-7,CC+FM195,48,7
BS+GW+CC1221 48-7,BS+GW+CC195,48,7
BS+GW+FM1221 48-7,BS+GW+FM195,48,7
BS+CC+FM1221 48-7,BS+CC+FM195,48,7
GW+CC+FM1221 48-7,GW+CC+FM195,48,7
BS+GW+CC+FM1221 48-7,BS+GW+CC+FM195,48,7
BS1222 48-8,BS196,48,8
GW1222 48-8,GW196,48,8
CC1222 48-8,CC196,48,8
FM1222 48-8,FM196,48,8
BS+GW1222 48-8,BS+GW196,48,8
BS+CC1222 48-8,BS+CC196,48,8
BS+FM1222 48-8,BS+FM196,48,8
GW+CC1222 48-8,GW+CC196,48,8
GW+FM1222,GW+FM196,48,8
CC+FM1222 48-8,CC+FM196,48,8
BS+GW+CC1222 48-8,BS+GW+CC196,48,8
BS+GW+FM1222 48-8,BS+GW+FM196,48,8
BS+CC+FM1222 48-8,BS+CC+FM196,48,8
GW+CC+FM1222 48-8,GW+CC+FM196,48,8
BS+GW+CC+FM1222 48-8,BS+GW+CC+FM196,48,8
BS1223 48-9,BS197,48,9
GW1223 48-9,GW197,48,9
CC1223 48-9,CC197,48,9
FM1223 48-9,FM197,48,9
BS+GW1223 48-9,BS+GW197,48,9
BS+CC1223 48-9,BS+CC197,48,9
BS+FM1223 48-9,BS+FM197,48,9
GW+CC1223 48-9,GW+CC197,48,9
GW+FM1223,GW+FM197,48,9
CC+FM1223 48-9,CC+FM197,48,9
BS+GW+CC1223 48-9,BS+GW+CC197,48,9
BS+GW+FM1223 48-9,BS+GW+FM197,48,9
BS+CC+FM1223 48-9,BS+CC+FM197,48,9
GW+CC+FM1223 48-9,GW+CC+FM197,48,9
BS+GW+CC+FM1223 48-9,BS+GW+CC+FM197,48,9
BS1224 49-6,BS198,49,6
GW1224 49-6,GW198,49,6
CC1224 49-6,CC198,49,6
FM1224 49-6,FM198,49,6
BS+GW1224 49-6,BS+GW198,49,6
BS+CC1224 49-6,BS+CC198,49,6
BS+FM1224 49-6,BS+FM198,49,6
GW+CC1224 49-6,GW+CC198,49,6
GW+FM1224,GW+FM198,49,6
CC+FM1224 49-6,CC+FM198,49,6
BS+GW+CC1224 49-6,BS+GW+CC198,49,6
BS+GW+FM1224 49-6,BS+GW+FM198,49,6
BS+CC+FM1224 49-6,BS+CC+FM198,49,6
GW+CC+FM1224 49-6,GW+CC+FM198,49,6
BS+GW+CC+FM1224 49-6,BS+GW+CC+FM198,49,6
BS1225 49-7,BS199,49,7
GW1225 49-7,GW199,49,7
CC1225 49-7,CC199,49,7
FM1225 49-7,FM199,49,7
BS+GW1225 49-7,BS+GW199,49,7
BS+CC1225 49-7,BS+CC199,49,7
BS+FM1225 49-7,BS+FM199,49,7
GW+CC1225 49-7,GW+CC199,49,7
GW+FM1225,GW+FM199,49,7
CC+FM1225 49-7,CC+FM199,49,7
BS+GW+CC1225 49-7,BS+GW+CC199,49,7
BS+GW+FM1225 49-7,BS+GW+FM199,49,7
BS+CC+FM1225 49-7,BS+CC+FM199,49,7
GW+CC+FM1225 49-7,GW+CC+FM199,49,7
BS+GW+CC+FM1225 49-7,BS+GW+CC+FM199,49,7
BS1226 49-8,BS200,49,8
GW1226 49-8,GW200,49,8
CC1226 49-8,CC200,49,8
FM1226 49-8,FM200,49,8
BS+GW1226 49-8,BS+GW200,49,8
BS+CC1226 49-8,BS+CC200,49,8
BS+FM1226 49-8,BS+FM200,49,8
GW+CC1226 49-8,GW+CC200,49,8
GW+FM1226,GW+FM200,49,8
CC+FM1226 49-8,CC+FM200,49,8
BS+GW+CC1226 49-8,BS+GW+CC200,49,8
BS+GW+FM1226 49-8,BS+GW+FM200,49,8
BS+CC+FM1226 49-8,BS+CC+FM200,49,8
GW+CC+FM1226 49-8,GW+CC+FM200,49,8
BS+GW+CC+FM1226 49-8,BS+GW+CC+FM200,49,8
BS1227 49-9,BS201,49,9
GW1227 49-9,GW201,49,9
CC1227 49-9,CC201,49,9
FM1227 49-9,FM201,49,9
BS+GW1227 49-9,BS+GW201,49,9
BS+CC1227 49-9,BS+CC201,49,9
BS+FM1227 49-9,BS+FM201,49,9
GW+CC1227 49-9,GW+CC201,49,9
GW+FM1227,GW+FM201,49,9
CC+FM1227 49-9,CC+FM201,49,9
BS+GW+CC1227 49-9,BS+GW+CC201,49,9
BS+GW+FM1227 49-9,BS+GW+FM201,49,9
BS+CC+FM1227 49-9,BS+CC+FM201,49,9
GW+CC+FM1227 49-9,GW+CC+FM201,49,9
BS+GW+CC+FM1227 49-9,BS+GW+CC+FM201,49,9
BS1228 49-10,BS202,49,10
GW1228 49-10,GW202,49,10
CC1228 49-10,CC202,49,10
FM1228 49-10,FM202,49,10
BS+GW1228 49-10,BS+GW202,49,10
BS+CC1228 49-10,BS+CC202,49,10
BS+FM1228 49-10,BS+FM202,49,10
GW+CC1228 49-10,GW+CC202,49,10
GW+FM1228,GW+FM202,49,10
CC+FM1228 49-10,CC+FM202,49,10
BS+GW+CC1228 49-10,BS+GW+CC202,49,10
BS+GW+FM1228 49-10,BS+GW+FM202,49,10
BS+CC+FM1228 49-10,BS+CC+FM202,49,10
GW+CC+FM1228 49-10,GW+CC+FM202,49,10
BS+GW+CC+FM1228 49-10,BS+GW+CC+FM202,49,10
BS1229 50-9,BS203,50,9
GW1229 50-9,GW203,50,9
CC1229 50-9,CC203,50,9
FM1229 50-9,FM203,50,9
BS+GW1229 50-9,BS+GW203,50,9
BS+CC1229 50-9,BS+CC203,50,9
BS+FM1229 50-9,BS+FM203,50,9
GW+CC1229 50-9,GW+CC203,50,9
GW+FM1229,GW+FM203,50,9
CC+FM1229 50-9,CC+FM203,50,9
