Label,ld0.0top10,ld0.0top30,ld0.0top60,ld0.5top10,ld0.5top30,ld0.5top60,ld1.0top10,ld1.0top30,ld1.0top60
GW+FM1504,0,0,1,0,0,1,0,0,0
CC+FM1504 107-12,0,0,0,0,0,0,0,0,0
BS+GW+CC1504 107-12,0,0,1,0,0,1,0,0,0
BS+GW+FM1504 107-12,0,0,1,0,0,1,0,0,0
BS+CC+FM1504 107-12,0,0,1,0,0,0,0,0,0
GW+CC+FM1504 107-12,0,0,1,0,0,0,0,0,0
BS+GW+CC+FM1504 107-12,0,0,1,0,0,0,0,0,0
BS1505 108-5,0,0,0,0,0,1,1,1,1
GW1505 108-5,0,0,1,0,1,1,1,1,1
CC1505 108-5,0,0,1,0,0,0,0,0,0
FM1505 108-5,0,0,0,0,0,0,0,0,0
BS+GW1505 108-5,0,0,1,0,1,1,1,1,1
BS+CC1505 108-5,0,0,1,0,0,0,0,0,0
BS+FM1505 108-5,0,0,0,0,0,0,0,0,0
GW+CC1505 108-5,0,0,1,0,0,0,0,0,0
GW+FM1505,0,0,0,0,0,0,0,0,0
CC+FM1505 108-5,0,0,0,0,0,0,0,0,0
BS+GW+CC1505 108-5,0,0,1,0,0,0,0,0,0
BS+GW+FM1505 108-5,0,0,0,0,0,0,0,0,0
BS+CC+FM1505 108-5,0,0,0,0,0,0,0,0,0
GW+CC+FM1505 108-5,0,0,0,0,0,0,0,0,0
BS+GW+CC+FM1505 108-5,0,0,0,0,0,0,0,0,0
BS1506 108-6,0,1,1,1,1,1,1,1,1
GW1506 108-6,0,1,1,0,1,1,1,1,1
CC1506 108-6,0,0,0,0,0,0,0,0,0
FM1506 108-6,0,0,0,0,0,0,0,0,0
BS+GW1506 108-6,0,1,1,1,1,1,1,1,1
BS+CC1506 108-6,0,0,0,0,0,0,0,0,1
BS+FM1506 108-6,0,0,0,0,0,0,0,0,0
GW+CC1506 108-6,0,0,0,0,0,0,0,0,0
GW+FM1506,0,0,0,0,0,0,0,0,0
CC+FM1506 108-6,0,0,0,0,0,0,0,0,0
BS+GW+CC1506 108-6,0,0,0,0,0,0,0,0,0
BS+GW+FM1506 108-6,0,0,0,0,0,0,0,0,0
BS+CC+FM1506 108-6,0,0,0,0,0,0,0,0,0
GW+CC+FM1506 108-6,0,0,0,0,0,0,0,0,0
BS+GW+CC+FM1506 108-6,0,0,0,0,0,0,0,0,0
BS1507 108-7,0,1,1,0,1,1,1,1,1
GW1507 108-7,0,1,1,0,1,1,1,1,1
CC1507 108-7,0,0,0,0,0,0,0,0,0
FM1507 108-7,0,0,0,0,0,0,0,0,0
BS+GW1507 108-7,0,1,1,0,1,1,0,1,1
BS+CC1507 108-7,0,0,0,0,0,0,0,0,0
BS+FM1507 108-7,0,0,0,0,0,0,0,0,0
GW+CC1507 108-7,0,0,0,0,0,0,0,0,0
GW+FM1507,0,0,0,0,0,0,0,0,0
CC+FM1507 108-7,0,0,0,0,0,0,0,0,0
BS+GW+CC1507 108-7,0,0,0,0,0,0,0,0,0
BS+GW+FM1507 108-7,0,0,0,0,0,0,0,0,0
BS+CC+FM1507 108-7,0,0,0,0,0,0,0,0,0
GW+CC+FM1507 108-7,0,0,0,0,0,0,0,0,0
BS+GW+CC+FM1507 108-7,0,0,0,0,0,0,0,0,0
BS1508 108-8,0,0,1,0,1,1,1,1,1
GW1508 108-8,0,0,0,0,0,1,0,1,1
CC1508 108-8,0,0,1,0,0,0,0,0,0
FM1508 108-8,0,0,0,0,0,0,0,0,0
BS+GW1508 108-8,0,0,1,0,0,1,0,1,1
BS+CC1508 108-8,0,0,1,0,0,0,0,0,0
BS+FM1508 108-8,0,0,0,0,0,0,0,0,0
GW+CC1508 108-8,0,0,1,0,0,0,0,0,0
GW+FM1508,0,0,0,0,0,0,0,0,0
CC+FM1508 108-8,0,0,0,0,0,0,0,0,0
BS+GW+CC1508 108-8,0,0,1,0,0,0,0,0,0
BS+GW+FM1508 108-8,0,0,0,0,0,0,0,0,0
BS+CC+FM1508 108-8,0,0,0,0,0,0,0,0,0
GW+CC+FM1508 108-8,0,0,0,0,0,0,0,0,0
BS+GW+CC+FM1508 108-8,0,0,0,0,0,0,0,0,0
BS1509 108-9,0,0,0,0,0,1,0,1,1
GW1509 108-9,0,0,0,0,0,0,1,1,1
CC1509 108-9,0,0,0,0,0,0,0,0,0
FM1509 108-9,0,0,0,0,0,0,0,0,0
BS+GW1509 108-9,0,0,0,0,0,0,0,1,1
BS+CC1509 108-9,0,0,0,0,0,0,0,0,0
BS+FM1509 108-9,0,0,0,0,0,0,0,0,0
GW+CC1509 108-9,0,0,0,0,0,0,0,0,0
GW+FM1509,0,0,0,0,0,0,0,0,0
CC+FM1509 108-9,0,0,0,0,0,0,0,0,0
BS+GW+CC1509 108-9,0,0,0,0,0,0,0,0,0
BS+GW+FM1509 108-9,0,0,0,0,0,0,0,0,0
BS+CC+FM1509 108-9,0,0,0,0,0,0,0,0,0
GW+CC+FM1509 108-9,0,0,0,0,0,0,0,0,0
BS+GW+CC+FM1509 108-9,0,0,0,0,0,0,0,0,0
BS1510 109-1,0,1,1,0,1,1,0,1,1
GW1510 109-1,0,0,1,0,1,1,1,1,1
CC1510 109-1,0,0,0,0,0,0,0,0,1
FM1510 109-1,0,0,0,0,0,0,0,0,0
BS+GW1510 109-1,0,0,1,0,0,1,0,1,1
BS+CC1510 109-1,0,0,1,0,0,1,0,0,0
BS+FM1510 109-1,0,0,0,0,0,0,0,0,0
GW+CC1510 109-1,0,0,1,0,0,1,0,0,0
GW+FM1510,0,0,0,0,0,0,0,0,0
CC+FM1510 109-1,0,0,1,0,0,0,0,0,0
BS+GW+CC1510 109-1,0,0,1,0,0,1,0,0,0
BS+GW+FM1510 109-1,0,0,0,0,0,0,0,0,0
BS+CC+FM1510 109-1,0,0,1,0,0,0,0,0,0
GW+CC+FM1510 109-1,0,0,1,0,0,0,0,0,0
BS+GW+CC+FM1510 109-1,0,0,1,0,0,0,0,0,0
BS1511 109-2,0,1,1,0,1,1,1,1,1
GW1511 109-2,0,1,1,0,1,1,1,1,1
CC1511 109-2,0,0,0,0,0,0,0,0,0
FM1511 109-2,0,0,0,0,0,0,0,0,0
BS+GW1511 109-2,0,1,1,0,1,1,1,1,1
BS+CC1511 109-2,0,0,0,0,0,0,0,0,0
BS+FM1511 109-2,0,0,0,0,0,0,0,0,0
GW+CC1511 109-2,0,0,0,0,0,0,0,0,0
GW+FM1511,0,0,0,0,0,0,0,0,0
CC+FM1511 109-2,0,0,0,0,0,0,0,0,0
BS+GW+CC1511 109-2,0,0,0,0,0,0,0,0,0
BS+GW+FM1511 109-2,0,0,0,0,0,0,0,0,0
BS+CC+FM1511 109-2,0,0,0,0,0,0,0,0,0
GW+CC+FM1511 109-2,0,0,0,0,0,0,0,0,0
BS+GW+CC+FM1511 109-2,0,0,0,0,0,0,0,0,0
BS1512 109-3,0,1,1,0,1,1,0,1,1
GW1512 109-3,0,1,1,0,1,1,1,1,1
CC1512 109-3,0,0,1,0,0,0,0,0,1
FM1512 109-3,0,0,0,0,0,0,0,0,0
BS+GW1512 109-3,0,0,0,0,0,0,0,1,1
BS+CC1512 109-3,0,0,1,0,0,0,0,0,1
BS+FM1512 109-3,0,0,0,0,0,0,0,0,0
GW+CC1512 109-3,0,0,1,0,0,0,0,0,1
GW+FM1512,0,0,0,0,0,0,0,0,0
CC+FM1512 109-3,0,0,0,0,0,0,0,0,1
BS+GW+CC1512 109-3,0,0,0,0,0,0,0,0,1
BS+GW+FM1512 109-3,0,0,0,0,0,0,0,0,0
BS+CC+FM1512 109-3,0,0,0,0,0,0,0,0,1
GW+CC+FM1512 109-3,0,0,0,0,0,0,0,0,1
BS+GW+CC+FM1512 109-3,0,0,0,0,0,0,0,0,1
BS1513 109-4,1,1,1,1,1,1,1,1,1
GW1513 109-4,1,1,1,1,1,1,1,1,1
CC1513 109-4,0,0,1,0,0,1,0,0,0
FM1513 109-4,0,0,0,0,0,0,0,0,0
BS+GW1513 109-4,1,1,1,1,1,1,1,1,1
BS+CC1513 109-4,0,0,1,0,0,1,0,0,0
BS+FM1513 109-4,0,0,1,0,0,1,0,0,0
GW+CC1513 109-4,0,0,1,0,0,1,0,0,0
GW+FM1513,0,0,1,0,0,1,0,0,0
CC+FM1513 109-4,0,0,1,0,0,0,0,0,0
BS+GW+CC1513 109-4,0,0,1,0,0,1,0,0,0
BS+GW+FM1513 109-4,0,0,1,0,0,1,0,0,0
BS+CC+FM1513 109-4,0,0,1,0,0,1,0,0,0
GW+CC+FM1513 109-4,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1513 109-4,0,0,1,0,0,1,0,0,0
BS1514 109-5,0,0,1,0,1,1,1,1,1
GW1514 109-5,0,1,1,0,1,1,0,1,1
CC1514 109-5,0,0,1,0,0,0,0,0,1
FM1514 109-5,0,0,0,0,0,0,0,0,0
BS+GW1514 109-5,0,1,1,0,1,1,0,1,1
BS+CC1514 109-5,0,0,1,0,0,0,0,0,1
BS+FM1514 109-5,0,0,0,0,0,0,0,0,0
GW+CC1514 109-5,0,0,1,0,0,0,0,0,1
GW+FM1514,0,0,0,0,0,0,0,0,0
CC+FM1514 109-5,0,0,0,0,0,0,0,0,1
BS+GW+CC1514 109-5,0,0,0,0,0,0,0,0,1
BS+GW+FM1514 109-5,0,0,0,0,0,0,0,0,0
BS+CC+FM1514 109-5,0,0,0,0,0,0,0,0,1
GW+CC+FM1514 109-5,0,0,0,0,0,0,0,0,1
BS+GW+CC+FM1514 109-5,0,0,0,0,0,0,0,0,1
BS1515 110-5,1,1,1,1,1,1,0,1,1
GW1515 110-5,1,1,1,1,1,1,1,1,1
CC1515 110-5,0,1,1,0,0,1,0,0,0
FM1515 110-5,0,0,0,0,0,0,0,0,0
BS+GW1515 110-5,1,1,1,1,1,1,0,1,1
BS+CC1515 110-5,0,1,1,0,1,1,0,0,0
BS+FM1515 110-5,0,0,1,0,0,1,0,0,0
GW+CC1515 110-5,0,1,1,0,1,1,0,0,0
GW+FM1515,0,1,1,0,0,1,0,0,0
CC+FM1515 110-5,0,0,1,0,0,1,0,0,0
BS+GW+CC1515 110-5,0,1,1,0,1,1,0,0,0
BS+GW+FM1515 110-5,0,1,1,0,0,1,0,0,0
BS+CC+FM1515 110-5,0,0,1,0,0,1,0,0,0
GW+CC+FM1515 110-5,0,0,0,0,0,0,0,1,1
BS+GW+CC+FM1515 110-5,0,0,1,0,0,1,0,0,0
BS1516 110-6,0,1,1,0,1,1,0,1,1
GW1516 110-6,0,1,1,0,1,1,0,1,1
CC1516 110-6,0,0,1,0,0,1,0,0,0
FM1516 110-6,0,0,0,0,0,0,0,0,0
BS+GW1516 110-6,0,1,1,0,1,1,0,1,1
BS+CC1516 110-6,0,0,1,0,0,1,0,0,0
BS+FM1516 110-6,0,0,0,0,0,0,0,0,0
GW+CC1516 110-6,0,0,1,0,0,1,0,0,0
GW+FM1516,0,0,0,0,0,0,0,0,0
CC+FM1516 110-6,0,0,1,0,0,0,0,0,0
BS+GW+CC1516 110-6,0,0,1,0,0,1,0,0,0
BS+GW+FM1516 110-6,0,0,0,0,0,0,0,0,0
BS+CC+FM1516 110-6,0,0,1,0,0,0,0,0,0
GW+CC+FM1516 110-6,0,0,1,0,0,0,0,0,0
BS+GW+CC+FM1516 110-6,0,0,1,0,0,0,0,0,0
BS1517 110-7,0,1,1,1,1,1,1,1,1
GW1517 110-7,0,1,1,0,1,1,1,1,1
CC1517 110-7,0,0,1,0,0,1,0,0,0
FM1517 110-7,0,0,0,0,0,0,0,0,0
BS+GW1517 110-7,0,1,1,0,1,1,1,1,1
BS+CC1517 110-7,0,0,1,0,0,1,0,0,0
BS+FM1517 110-7,0,0,0,0,0,0,0,0,0
GW+CC1517 110-7,0,0,1,0,0,1,0,0,0
GW+FM1517,0,0,0,0,0,0,0,0,0
CC+FM1517 110-7,0,0,1,0,0,0,0,0,0
BS+GW+CC1517 110-7,0,0,1,0,0,1,0,0,0
BS+GW+FM1517 110-7,0,0,0,0,0,0,0,0,0
BS+CC+FM1517 110-7,0,0,1,0,0,0,0,0,0
GW+CC+FM1517 110-7,0,0,1,0,0,0,0,0,0
BS+GW+CC+FM1517 110-7,0,0,1,0,0,0,0,0,0
BS1518 110-8,1,1,1,1,1,1,1,1,1
GW1518 110-8,1,1,1,1,1,1,1,1,1
CC1518 110-8,0,0,1,0,0,1,0,0,0
FM1518 110-8,0,0,0,0,0,0,0,0,0
BS+GW1518 110-8,1,1,1,1,1,1,1,1,1
BS+CC1518 110-8,0,1,1,0,1,1,0,0,0
BS+FM1518 110-8,0,0,1,0,0,1,0,0,0
GW+CC1518 110-8,0,1,1,0,1,1,0,0,0
GW+FM1518,0,1,1,0,0,1,0,0,0
CC+FM1518 110-8,0,0,1,0,0,1,0,0,0
BS+GW+CC1518 110-8,0,1,1,0,1,1,0,0,0
BS+GW+FM1518 110-8,0,1,1,0,0,1,0,0,0
BS+CC+FM1518 110-8,0,0,1,0,0,1,0,0,0
GW+CC+FM1518 110-8,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1518 110-8,0,0,1,0,0,1,0,0,0
BS1519 111-5,1,1,1,1,1,1,1,1,1
GW1519 111-5,1,1,1,1,1,1,1,1,1
CC1519 111-5,0,0,1,0,0,1,0,0,0
FM1519 111-5,0,0,0,0,0,0,0,0,0
BS+GW1519 111-5,0,1,1,0,1,1,1,1,1
BS+CC1519 111-5,0,0,1,0,0,1,0,0,0
BS+FM1519 111-5,0,0,0,0,0,0,0,0,0
GW+CC1519 111-5,0,0,1,0,0,1,0,0,0
GW+FM1519,0,0,0,0,0,0,0,0,0
CC+FM1519 111-5,0,0,0,0,0,0,0,0,0
BS+GW+CC1519 111-5,0,0,1,0,0,1,0,0,0
BS+GW+FM1519 111-5,0,0,0,0,0,0,0,0,0
BS+CC+FM1519 111-5,0,0,1,0,0,0,0,0,0
GW+CC+FM1519 111-5,0,0,1,0,0,0,0,0,0
BS+GW+CC+FM1519 111-5,0,0,1,0,0,0,0,0,0
BS1520 111-6,1,1,1,1,1,1,1,1,1
GW1520 111-6,1,1,1,1,1,1,1,1,1
CC1520 111-6,0,0,1,0,0,1,0,0,0
FM1520 111-6,0,0,0,0,0,0,0,0,0
BS+GW1520 111-6,1,1,1,1,1,1,1,1,1
BS+CC1520 111-6,0,1,1,0,0,1,0,0,0
BS+FM1520 111-6,0,0,1,0,0,1,0,0,0
GW+CC1520 111-6,0,1,1,0,1,1,0,0,0
GW+FM1520,0,1,1,0,0,1,0,0,0
CC+FM1520 111-6,0,0,1,0,0,1,0,0,0
BS+GW+CC1520 111-6,0,1,1,0,1,1,0,0,0
BS+GW+FM1520 111-6,0,1,1,0,0,1,0,0,0
BS+CC+FM1520 111-6,0,0,1,0,0,1,0,0,0
GW+CC+FM1520 111-6,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1520 111-6,0,0,1,0,0,1,0,0,0
BS1521 111-7,0,1,1,0,1,1,1,1,1
GW1521 111-7,0,0,1,0,0,1,0,1,1
CC1521 111-7,0,0,0,0,0,0,0,0,0
FM1521 111-7,0,0,0,0,0,0,0,0,0
BS+GW1521 111-7,0,0,1,0,0,1,0,1,1
BS+CC1521 111-7,0,0,0,0,0,0,0,0,0
BS+FM1521 111-7,0,0,0,0,0,0,0,0,0
GW+CC1521 111-7,0,0,0,0,0,0,0,0,0
GW+FM1521,0,0,0,0,0,0,0,0,0
CC+FM1521 111-7,0,0,0,0,0,0,0,0,0
BS+GW+CC1521 111-7,0,0,0,0,0,0,0,0,0
BS+GW+FM1521 111-7,0,0,0,0,0,0,0,0,0
BS+CC+FM1521 111-7,0,0,0,0,0,0,0,0,0
GW+CC+FM1521 111-7,0,0,0,0,0,0,0,0,0
BS+GW+CC+FM1521 111-7,0,0,0,0,0,0,0,0,0
BS1522 111-8,0,0,1,0,1,1,1,1,1
GW1522 111-8,0,0,0,0,0,1,0,1,1
CC1522 111-8,0,0,1,0,0,1,0,0,0
FM1522 111-8,0,0,0,0,0,0,0,0,0
BS+GW1522 111-8,0,0,0,0,0,1,0,1,1
BS+CC1522 111-8,0,0,1,0,0,1,0,0,0
BS+FM1522 111-8,0,0,0,0,0,0,0,0,0
GW+CC1522 111-8,0,0,1,0,0,1,0,0,0
GW+FM1522,0,0,0,0,0,0,0,0,0
CC+FM1522 111-8,0,0,1,0,0,0,0,0,0
BS+GW+CC1522 111-8,0,0,1,0,0,1,0,0,0
BS+GW+FM1522 111-8,0,0,0,0,0,0,0,0,0
BS+CC+FM1522 111-8,0,0,1,0,0,0,0,0,0
GW+CC+FM1522 111-8,0,0,1,0,0,0,0,0,0
BS+GW+CC+FM1522 111-8,0,0,1,0,0,0,0,0,0
BS1523 111-9,1,1,1,1,1,1,1,1,1
GW1523 111-9,1,1,1,1,1,1,1,1,1
CC1523 111-9,0,0,1,0,0,1,0,0,0
FM1523 111-9,0,0,0,0,0,0,0,0,0
BS+GW1523 111-9,1,1,1,1,1,1,0,1,1
BS+CC1523 111-9,0,0,1,0,0,1,0,0,0
BS+FM1523 111-9,0,0,1,0,0,1,0,0,0
GW+CC1523 111-9,0,0,1,0,0,1,0,0,0
GW+FM1523,0,0,1,0,0,1,0,0,0
CC+FM1523 111-9,0,0,0,0,0,0,0,0,0
BS+GW+CC1523 111-9,0,0,1,0,0,1,0,0,0
BS+GW+FM1523 111-9,0,0,1,0,0,1,0,0,0
BS+CC+FM1523 111-9,0,0,1,0,0,1,0,0,0
GW+CC+FM1523 111-9,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1523 111-9,0,0,1,0,0,1,0,0,0
BS1524 112-7,1,1,1,1,1,1,1,1,1
GW1524 112-7,1,1,1,1,1,1,0,1,1
CC1524 112-7,0,0,1,0,0,1,0,0,0
FM1524 112-7,0,0,0,0,0,0,0,0,0
BS+GW1524 112-7,1,1,1,0,1,1,0,1,1
BS+CC1524 112-7,0,0,1,0,0,1,0,0,0
BS+FM1524 112-7,0,0,0,0,0,0,0,0,0
GW+CC1524 112-7,0,0,1,0,0,1,0,0,0
GW+FM1524,0,0,0,0,0,0,0,0,0
CC+FM1524 112-7,0,0,0,0,0,0,0,0,0
BS+GW+CC1524 112-7,0,0,1,0,0,1,0,0,0
BS+GW+FM1524 112-7,0,0,0,0,0,0,0,0,0
BS+CC+FM1524 112-7,0,0,0,0,0,0,0,0,0
GW+CC+FM1524 112-7,0,0,0,0,0,0,0,0,0
BS+GW+CC+FM1524 112-7,0,0,0,0,0,0,0,0,0
BS1525 112-8,1,1,1,1,1,1,1,1,1
GW1525 112-8,1,1,1,1,1,1,1,1,1
CC1525 112-8,0,0,1,0,0,1,0,0,0
FM1525 112-8,0,0,0,0,0,0,0,0,0
BS+GW1525 112-8,1,1,1,1,1,1,1,1,1
BS+CC1525 112-8,0,1,1,0,0,1,0,0,0
BS+FM1525 112-8,0,0,1,0,0,1,0,0,0
GW+CC1525 112-8,0,1,1,0,1,1,0,0,0
GW+FM1525,0,1,1,0,1,1,0,0,0
CC+FM1525 112-8,0,0,1,0,0,1,0,0,0
BS+GW+CC1525 112-8,0,1,1,0,1,1,0,0,0
BS+GW+FM1525 112-8,0,1,1,0,1,1,0,0,0
BS+CC+FM1525 112-8,0,0,1,0,0,1,0,0,0
GW+CC+FM1525 112-8,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1525 112-8,0,0,1,0,0,1,0,0,0
BS1526 112-9,0,1,1,0,1,1,1,1,1
GW1526 112-9,0,1,1,0,1,1,1,1,1
CC1526 112-9,0,0,1,0,0,1,0,0,0
FM1526 112-9,0,0,0,0,0,0,0,0,0
BS+GW1526 112-9,0,1,1,0,1,1,0,1,1
BS+CC1526 112-9,0,0,1,0,0,1,0,0,0
BS+FM1526 112-9,0,0,0,0,0,0,0,0,0
GW+CC1526 112-9,0,0,1,0,0,1,0,0,0
GW+FM1526,0,0,0,0,0,0,0,0,0
CC+FM1526 112-9,0,0,1,0,0,0,0,0,0
BS+GW+CC1526 112-9,0,0,1,0,0,1,0,0,0
BS+GW+FM1526 112-9,0,0,0,0,0,0,0,0,0
BS+CC+FM1526 112-9,0,0,1,0,0,1,0,0,0
GW+CC+FM1526 112-9,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1526 112-9,0,0,1,0,0,1,0,0,0
BS1527 112-10,1,1,1,1,1,1,1,1,1
GW1527 112-10,1,1,1,1,1,1,0,1,1
CC1527 112-10,0,0,1,0,0,1,0,0,0
FM1527 112-10,0,0,0,0,0,0,0,0,0
BS+GW1527 112-10,1,1,1,1,1,1,1,1,1
BS+CC1527 112-10,0,0,1,0,0,1,0,0,0
BS+FM1527 112-10,0,0,1,0,0,1,0,0,0
GW+CC1527 112-10,0,0,1,0,0,1,0,0,0
GW+FM1527,0,0,1,0,0,1,0,0,0
CC+FM1527 112-10,0,0,0,0,0,0,0,0,0
BS+GW+CC1527 112-10,0,0,1,0,0,1,0,0,0
BS+GW+FM1527 112-10,0,0,1,0,0,1,0,0,0
BS+CC+FM1527 112-10,0,0,1,0,0,1,0,0,0
GW+CC+FM1527 112-10,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1527 112-10,0,0,1,0,0,1,0,0,0
BS1528 113-5,0,0,0,0,0,1,1,1,1
GW1528 113-5,0,0,0,0,1,1,1,1,1
CC1528 113-5,0,1,1,0,0,1,0,0,1
FM1528 113-5,0,0,1,0,0,0,0,0,0
BS+GW1528 113-5,0,0,0,0,0,1,0,1,1
BS+CC1528 113-5,0,1,1,0,0,1,0,0,1
BS+FM1528 113-5,0,0,0,0,0,0,0,0,0
GW+CC1528 113-5,0,1,1,0,0,1,0,0,1
GW+FM1528,0,0,0,0,0,0,0,0,0
CC+FM1528 113-5,0,0,1,0,0,1,0,0,0
BS+GW+CC1528 113-5,0,1,1,0,0,1,0,0,1
BS+GW+FM1528 113-5,0,0,0,0,0,0,0,0,0
BS+CC+FM1528 113-5,0,0,1,0,0,1,0,0,0
GW+CC+FM1528 113-5,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1528 113-5,0,0,1,0,0,1,0,0,0
BS1529 113-6,0,1,1,1,1,1,1,1,1
GW1529 113-6,1,1,1,1,1,1,1,1,1
CC1529 113-6,0,0,1,0,0,1,0,0,1
FM1529 113-6,0,0,0,0,0,0,0,0,0
BS+GW1529 113-6,0,0,1,0,0,1,0,0,0
BS+CC1529 113-6,0,0,1,0,0,1,0,0,1
BS+FM1529 113-6,0,0,0,0,0,0,0,0,0
GW+CC1529 113-6,0,0,1,0,0,1,0,0,1
GW+FM1529,0,0,1,0,0,0,0,0,0
CC+FM1529 113-6,0,0,0,0,0,0,0,0,1
BS+GW+CC1529 113-6,0,0,1,0,0,1,0,0,1
BS+GW+FM1529 113-6,0,0,1,0,0,0,0,0,0
BS+CC+FM1529 113-6,0,0,0,0,0,0,0,0,1
GW+CC+FM1529 113-6,0,0,1,0,0,0,0,0,1
BS+GW+CC+FM1529 113-6,0,0,1,0,0,0,0,0,1
BS1530 113-7,1,1,1,1,1,1,1,1,1
GW1530 113-7,1,1,1,1,1,1,1,1,1
CC1530 113-7,0,1,1,0,1,1,0,0,1
FM1530 113-7,0,0,0,0,0,0,0,0,0
BS+GW1530 113-7,1,1,1,1,1,1,1,1,1
BS+CC1530 113-7,0,1,1,0,1,1,0,0,1
BS+FM1530 113-7,0,1,1,0,1,1,0,0,0
GW+CC1530 113-7,0,1,1,0,1,1,0,0,1
GW+FM1530,0,1,1,0,1,1,0,0,0
CC+FM1530 113-7,0,0,1,0,0,1,0,0,0
BS+GW+CC1530 113-7,0,1,1,0,1,1,0,0,1
BS+GW+FM1530 113-7,0,1,1,0,1,1,0,0,0
BS+CC+FM1530 113-7,0,1,1,0,1,1,0,0,0
GW+CC+FM1530 113-7,0,1,1,0,1,1,0,0,0
BS+GW+CC+FM1530 113-7,0,1,1,0,1,1,0,0,0
BS1531 113-8,0,0,1,0,0,1,0,1,1
GW1531 113-8,0,0,0,0,0,1,0,1,1
CC1531 113-8,0,0,1,0,0,1,0,0,0
FM1531 113-8,0,0,0,0,0,0,0,0,0
BS+GW1531 113-8,0,0,0,0,0,1,0,1,1
BS+CC1531 113-8,0,0,1,0,0,1,0,0,0
BS+FM1531 113-8,0,0,0,0,0,0,0,0,0
GW+CC1531 113-8,0,0,1,0,0,1,0,0,0
GW+FM1531,0,0,0,0,0,0,0,0,0
CC+FM1531 113-8,0,0,1,0,0,1,0,0,0
BS+GW+CC1531 113-8,0,0,1,0,0,1,0,0,0
BS+GW+FM1531 113-8,0,0,0,0,0,0,0,0,0
BS+CC+FM1531 113-8,0,0,1,0,0,1,0,0,0
GW+CC+FM1531 113-8,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1531 113-8,0,0,1,0,0,1,0,0,0
BS1532 114-9,0,1,1,0,1,1,0,1,1
GW1532 114-9,0,1,1,0,1,1,1,1,1
CC1532 114-9,0,0,1,0,0,1,0,0,0
FM1532 114-9,0,0,0,0,0,0,0,0,0
BS+GW1532 114-9,0,0,1,0,0,1,0,1,1
BS+CC1532 114-9,0,0,1,0,0,1,0,0,0
BS+FM1532 114-9,0,0,0,0,0,0,0,0,0
GW+CC1532 114-9,0,0,1,0,0,1,0,0,0
GW+FM1532,0,0,0,0,0,0,0,0,0
CC+FM1532 114-9,0,0,1,0,0,0,0,0,0
BS+GW+CC1532 114-9,0,0,1,0,0,1,0,0,0
BS+GW+FM1532 114-9,0,0,0,0,0,0,0,0,0
BS+CC+FM1532 114-9,0,0,1,0,0,0,0,0,0
GW+CC+FM1532 114-9,0,0,1,0,0,0,0,0,0
BS+GW+CC+FM1532 114-9,0,0,1,0,0,0,0,0,0
BS1533 114-10,1,1,1,1,1,1,1,1,1
GW1533 114-10,1,1,1,1,1,1,1,1,1
CC1533 114-10,0,0,1,0,0,1,0,0,1
FM1533 114-10,0,0,0,0,0,0,0,0,0
BS+GW1533 114-10,1,1,1,1,1,1,1,1,1
BS+CC1533 114-10,0,1,1,0,1,1,0,0,1
BS+FM1533 114-10,0,0,1,0,0,1,0,0,0
GW+CC1533 114-10,0,1,1,0,1,1,0,0,1
GW+FM1533,0,1,1,0,0,1,0,0,0
CC+FM1533 114-10,0,0,1,0,0,1,0,0,0
BS+GW+CC1533 114-10,0,1,1,0,1,1,0,0,1
BS+GW+FM1533 114-10,0,1,1,0,0,1,0,0,0
BS+CC+FM1533 114-10,0,0,1,0,0,1,0,0,0
GW+CC+FM1533 114-10,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1533 114-10,0,0,1,0,0,1,0,0,0
BS1534 114-11,0,0,1,0,0,1,0,1,1
GW1534 114-11,0,0,1,0,1,1,1,1,1
CC1534 114-11,0,0,1,0,0,1,0,0,0
FM1534 114-11,0,0,0,0,0,0,0,0,0
BS+GW1534 114-11,0,0,0,0,0,1,0,1,1
BS+CC1534 114-11,0,0,1,0,0,1,0,0,0
BS+FM1534 114-11,0,0,0,0,0,0,0,0,0
GW+CC1534 114-11,0,0,1,0,0,1,0,0,0
GW+FM1534,0,0,0,0,0,0,0,0,0
CC+FM1534 114-11,0,0,1,0,0,1,0,0,0
BS+GW+CC1534 114-11,0,0,1,0,0,1,0,0,0
BS+GW+FM1534 114-11,0,0,0,0,0,0,0,0,0
BS+CC+FM1534 114-11,0,0,1,0,0,1,0,0,0
GW+CC+FM1534 114-11,0,0,1,0,0,1,0,0,0
BS+GW+CC+FM1534 114-11,0,0,1,0,0,1,0,0,0
BS1535 114-12,0,0,0,0,0,0,0,0,0
GW1535 114-12,1,1,1,1,1,1,0,0,0
CC1535 114-12,0,1,1,0,0,1,0,0,1
FM1535 114-12,0,0,0,0,0,0,0,0,0
BS+GW1535 114-12,1,1,1,1,1,1,1,1,1
