Label,ld0.0top10,ld0.0top30,ld0.0top60,ld0.5top10,ld0.5top30,ld0.5top60,ld1.0top10,ld1.0top30,ld1.0top60
Sub059 InC-M2000,0,0,0,0,0,0,0,0,0
Sub060 InC-P25,1,1,1,1,1,1,0,0,0
Sub060 InC-P50,1,1,1,1,1,1,0,0,0
Sub060 InC-P250,1,1,1,1,1,1,0,0,0
Sub060 InC-P500,0,1,1,0,1,1,0,0,0
Sub060 InC-P1000,0,1,1,0,1,1,0,0,0
Sub060 InC-P2000,0,1,1,0,1,1,0,0,0
Sub060 InC-M25,1,1,1,1,1,1,0,0,0
Sub060 InC-M50,1,1,1,1,1,1,0,0,0
Sub060 InC-M250,1,1,1,1,1,1,0,0,0
Sub060 InC-M500,1,1,1,0,1,1,0,0,0
Sub060 InC-M1000,0,1,1,0,1,1,0,0,0
Sub060 InC-M2000,0,1,1,0,1,1,0,0,0
Sub061 InC-P25,1,1,1,1,1,1,0,0,0
Sub061 InC-P50,1,1,1,1,1,1,0,0,0
Sub061 InC-P250,1,1,1,1,1,1,0,0,0
Sub061 InC-P500,1,1,1,1,1,1,0,0,0
Sub061 InC-P1000,0,1,1,0,1,1,0,0,0
Sub061 InC-P2000,0,1,1,0,1,1,0,0,0
Sub061 InC-M25,1,1,1,1,1,1,0,0,0
Sub061 InC-M50,1,1,1,1,1,1,0,0,0
Sub061 InC-M250,1,1,1,1,1,1,0,0,0
Sub061 InC-M500,1,1,1,1,1,1,0,0,0
Sub061 InC-M1000,1,1,1,1,1,1,0,0,0
Sub061 InC-M2000,0,1,1,0,1,1,0,0,0
Sub062 InC-P25,1,1,1,1,1,1,0,0,1
Sub062 InC-P50,0,1,1,0,1,1,0,0,0
Sub062 InC-P250,0,1,1,0,1,1,0,0,0
Sub062 InC-P500,0,0,1,0,0,1,0,0,0
Sub062 InC-P1000,0,0,1,0,0,1,0,0,0
Sub062 InC-P2000,0,0,1,0,0,0,0,0,0
Sub062 InC-M25,1,1,1,1,1,1,0,0,0
Sub062 InC-M50,1,1,1,0,1,1,0,0,1
Sub062 InC-M250,0,1,1,0,1,1,0,0,0
Sub062 InC-M500,0,0,1,0,0,1,0,0,0
Sub062 InC-M1000,0,0,1,0,0,1,0,0,0
Sub062 InC-M2000,0,0,0,0,0,0,0,1,1
Sub063 InC-P25,1,1,1,1,1,1,0,0,0
Sub063 InC-P50,1,1,1,0,1,1,0,0,0
Sub063 InC-P250,0,1,1,0,1,1,0,0,0
Sub063 InC-P500,0,1,1,0,0,1,0,0,0
Sub063 InC-P1000,0,0,1,0,0,1,0,0,0
Sub063 InC-P2000,0,0,1,0,0,1,0,0,0
Sub063 InC-M25,1,1,1,1,1,1,0,0,0
Sub063 InC-M50,1,1,1,1,1,1,0,0,0
Sub063 InC-M250,0,1,1,0,1,1,0,0,0
Sub063 InC-M500,0,1,1,0,1,1,0,0,0
Sub063 InC-M1000,0,0,1,0,0,1,0,0,0
Sub063 InC-M2000,0,0,1,0,0,1,0,0,0
Sub064 InC-P25,1,1,1,1,1,1,0,0,0
Sub064 InC-P50,1,1,1,1,1,1,0,0,0
Sub064 InC-P250,0,1,1,0,1,1,0,0,0
Sub064 InC-P500,0,1,1,0,1,1,0,0,0
Sub064 InC-P1000,0,0,1,0,0,1,0,0,0
Sub064 InC-P2000,0,0,1,0,0,1,0,0,0
Sub064 InC-M25,1,1,1,1,1,1,0,0,0
Sub064 InC-M50,1,1,1,1,1,1,0,0,0
Sub064 InC-M250,0,1,1,0,1,1,0,0,0
Sub064 InC-M500,0,1,1,0,1,1,0,0,0
Sub064 InC-M1000,0,1,1,0,0,1,0,0,0
Sub064 InC-M2000,0,0,1,0,0,1,0,0,0
Sub065 InC-P25,1,1,1,1,1,1,0,1,1
Sub065 InC-P50,1,1,1,1,1,1,0,1,1
Sub065 InC-P250,1,1,1,1,1,1,0,1,1
Sub065 InC-P500,1,1,1,1,1,1,0,1,1
Sub065 InC-P1000,0,1,1,0,1,1,0,0,1
Sub065 InC-P2000,0,1,1,0,1,1,0,0,0
Sub065 InC-M25,1,1,1,1,1,1,0,1,1
Sub065 InC-M50,1,1,1,1,1,1,0,1,1
Sub065 InC-M250,1,1,1,1,1,1,0,1,1
Sub065 InC-M500,1,1,1,1,1,1,0,1,1
Sub065 InC-M1000,1,1,1,1,1,1,0,0,1
Sub065 InC-M2000,0,1,1,0,1,1,0,0,1
Sub066 InC-P25,0,1,1,0,1,1,0,0,1
Sub066 InC-P50,0,1,1,0,1,1,0,0,0
Sub066 InC-P250,0,0,1,0,0,1,0,0,0
Sub066 InC-P500,0,0,1,0,0,1,0,0,0
Sub066 InC-P1000,0,0,0,0,0,0,0,0,0
Sub066 InC-P2000,0,0,0,0,0,0,0,0,0
Sub066 InC-M25,0,1,1,0,1,1,0,0,0
Sub066 InC-M50,0,1,1,0,1,1,0,0,1
Sub066 InC-M250,0,0,1,0,0,1,0,0,0
Sub066 InC-M500,0,0,1,0,0,1,0,0,0
Sub066 InC-M1000,0,0,0,0,0,0,0,0,0
Sub066 InC-M2000,0,0,0,0,0,0,0,0,0
Sub067 InC-P25,0,1,1,0,0,1,0,0,0
Sub067 InC-P50,0,0,1,0,0,1,0,0,0
Sub067 InC-P250,0,0,0,0,0,0,0,0,0
Sub067 InC-P500,0,0,0,0,0,0,0,0,0
Sub067 InC-P1000,0,0,0,0,0,0,0,0,0
Sub067 InC-P2000,0,0,0,0,0,0,0,0,0
Sub067 InC-M25,0,1,1,0,1,1,0,0,0
Sub067 InC-M50,0,0,1,0,0,1,0,0,0
Sub067 InC-M250,0,0,0,0,0,0,0,0,0
Sub067 InC-M500,0,0,0,0,0,0,0,0,0
Sub067 InC-M1000,0,0,0,0,0,0,0,0,0
Sub067 InC-M2000,0,0,0,0,0,0,0,0,0
Sub068 InC-P25,1,1,1,1,1,1,0,0,0
Sub068 InC-P50,1,1,1,1,1,1,0,0,0
Sub068 InC-P250,1,1,1,0,1,1,0,0,0
Sub068 InC-P500,0,1,1,0,1,1,0,0,0
Sub068 InC-P1000,0,1,1,0,1,1,0,0,0
Sub068 InC-P2000,0,1,1,0,1,1,0,0,0
Sub068 InC-M25,1,1,1,1,1,1,0,0,0
Sub068 InC-M50,1,1,1,1,1,1,0,0,0
Sub068 InC-M250,1,1,1,0,1,1,0,0,0
Sub068 InC-M500,0,1,1,0,1,1,0,0,0
Sub068 InC-M1000,0,1,1,0,1,1,0,0,0
Sub068 InC-M2000,0,1,1,0,1,1,0,0,0
Sub069 InC-P25,0,0,0,0,0,0,0,1,1
Sub069 InC-P50,0,0,0,0,0,0,0,1,1
Sub069 InC-P250,0,0,0,0,0,0,0,0,1
Sub069 InC-P500,0,0,0,0,0,0,0,0,1
Sub069 InC-P1000,0,0,0,0,0,0,0,1,1
Sub069 InC-P2000,0,0,0,0,0,0,0,0,1
Sub069 InC-M25,0,0,0,0,0,0,0,1,1
Sub069 InC-M50,0,0,0,0,0,0,0,1,1
Sub069 InC-M250,0,0,0,0,0,0,0,0,1
Sub069 InC-M500,0,0,0,0,0,0,0,0,1
Sub069 InC-M1000,0,0,0,0,0,0,0,0,1
Sub069 InC-M2000,0,0,0,0,0,0,0,0,0
Sub070 InC-P25,0,0,0,0,0,0,0,1,1
Sub070 InC-P50,0,0,0,0,0,0,0,0,1
Sub070 InC-P250,0,0,0,0,0,0,0,0,1
Sub070 InC-P500,0,0,0,0,0,0,0,0,1
Sub070 InC-P1000,0,0,0,0,0,0,0,0,1
Sub070 InC-P2000,0,0,0,0,0,0,0,0,1
Sub070 InC-M25,0,0,0,0,0,0,0,1,1
Sub070 InC-M50,0,0,0,0,0,0,0,1,1
Sub070 InC-M250,0,0,0,0,0,0,0,0,1
Sub070 InC-M500,0,0,0,0,0,0,0,0,1
Sub070 InC-M1000,0,0,0,0,0,0,0,0,1
Sub070 InC-M2000,0,0,0,0,0,0,0,0,1
Sub071 InC-P25,0,0,0,0,0,0,0,1,1
Sub071 InC-P50,0,0,0,0,0,0,0,1,1
Sub071 InC-P250,0,0,0,0,0,0,0,0,1
Sub071 InC-P500,0,0,0,0,0,0,0,0,1
Sub071 InC-P1000,0,0,0,0,0,0,0,0,1
Sub071 InC-P2000,0,0,0,0,0,0,0,0,1
Sub071 InC-M25,0,0,0,0,0,0,0,1,1
Sub071 InC-M50,0,0,0,0,0,0,0,0,1
Sub071 InC-M250,0,0,0,0,0,0,0,0,1
Sub071 InC-M500,0,0,0,0,0,0,0,0,1
Sub071 InC-M1000,0,0,0,0,0,0,0,0,1
Sub071 InC-M2000,0,0,0,0,0,0,0,0,1
Sub072 InC-P25,0,0,0,0,0,0,0,1,1
Sub072 InC-P50,0,0,0,0,0,0,0,1,1
Sub072 InC-P250,0,0,0,0,0,0,0,0,1
Sub072 InC-P500,0,0,0,0,0,0,0,0,1
Sub072 InC-P1000,0,0,0,0,0,0,0,0,1
Sub072 InC-P2000,0,0,0,0,0,0,0,0,1
Sub072 InC-M25,0,0,0,0,0,0,0,1,1
Sub072 InC-M50,0,0,0,0,0,0,0,1,1
Sub072 InC-M250,0,0,0,0,0,0,0,0,1
Sub072 InC-M500,0,0,0,0,0,0,0,0,1
Sub072 InC-M1000,0,0,0,0,0,0,0,0,1
Sub072 InC-M2000,0,0,0,0,0,0,0,0,1
Sub073 InC-P25,0,0,0,0,0,0,0,1,1
Sub073 InC-P50,0,0,0,0,0,0,0,0,1
Sub073 InC-P250,0,0,0,0,0,0,0,0,1
Sub073 InC-P500,0,0,0,0,0,0,0,0,1
Sub073 InC-P1000,0,0,0,0,0,0,0,0,0
Sub073 InC-P2000,0,0,0,0,0,0,0,0,1
Sub073 InC-M25,0,0,0,0,0,0,0,1,1
Sub073 InC-M50,0,0,0,0,0,0,0,1,1
Sub073 InC-M250,0,0,0,0,0,0,0,0,1
Sub073 InC-M500,0,0,0,0,0,0,0,0,1
Sub073 InC-M1000,0,0,0,0,0,0,0,0,1
Sub073 InC-M2000,0,0,0,0,0,0,0,0,1
Sub074 InC-P25,0,0,0,0,0,0,0,1,1
Sub074 InC-P50,0,0,0,0,0,0,0,0,1
Sub074 InC-P250,0,0,0,0,0,0,0,0,1
Sub074 InC-P500,0,0,0,0,0,0,0,0,1
Sub074 InC-P1000,0,0,0,0,0,0,0,0,1
Sub074 InC-P2000,0,0,0,0,0,0,0,1,1
Sub074 InC-M25,0,0,0,0,0,0,0,0,1
Sub074 InC-M50,0,0,0,0,0,0,0,1,1
Sub074 InC-M250,0,0,0,0,0,0,0,0,1
Sub074 InC-M500,0,0,0,0,0,0,0,0,1
Sub074 InC-M1000,0,0,0,0,0,0,0,0,1
Sub074 InC-M2000,0,0,0,0,0,0,0,0,1
Sub075 InC-P25,0,0,0,0,0,0,0,1,1
Sub075 InC-P50,0,0,0,0,0,0,0,0,1
Sub075 InC-P250,0,0,0,0,0,0,0,0,1
Sub075 InC-P500,0,0,0,0,0,0,0,0,1
Sub075 InC-P1000,0,0,0,0,0,0,0,0,1
Sub075 InC-P2000,0,0,0,0,0,0,0,0,1
Sub075 InC-M25,0,0,0,0,0,0,0,1,1
Sub075 InC-M50,0,0,0,0,0,0,0,1,1
Sub075 InC-M250,0,0,0,0,0,0,0,0,1
Sub075 InC-M500,0,0,0,0,0,0,0,0,1
Sub075 InC-M1000,0,0,0,0,0,0,0,0,1
Sub075 InC-M2000,0,0,0,0,0,0,0,0,1
Sub076 InC-P25,0,0,0,0,0,0,0,1,1
Sub076 InC-P50,0,0,0,0,0,0,0,1,1
Sub076 InC-P250,0,0,0,0,0,0,0,0,1
Sub076 InC-P500,0,0,0,0,0,0,0,0,1
Sub076 InC-P1000,0,0,0,0,0,0,0,0,1
Sub076 InC-P2000,0,0,0,0,0,0,0,0,1
Sub076 InC-M25,0,0,0,0,0,0,0,1,1
Sub076 InC-M50,0,0,0,0,0,0,0,0,1
Sub076 InC-M250,0,0,0,0,0,0,0,0,1
Sub076 InC-M500,0,0,0,0,0,0,0,0,1
Sub076 InC-M1000,0,0,0,0,0,0,0,0,1
Sub076 InC-M2000,0,0,0,0,0,0,0,0,1
Sub077 InC-P25,0,0,0,0,0,0,0,1,1
Sub077 InC-P50,0,0,0,0,0,0,0,1,1
Sub077 InC-P250,0,0,0,0,0,0,0,0,1
Sub077 InC-P500,0,0,0,0,0,0,0,0,1
Sub077 InC-P1000,0,0,0,0,0,0,0,0,1
Sub077 InC-P2000,0,0,0,0,0,0,0,0,1
Sub077 InC-M25,0,0,0,0,0,0,0,1,1
Sub077 InC-M50,0,0,0,0,0,0,0,1,1
Sub077 InC-M250,0,0,0,0,0,0,0,0,1
Sub077 InC-M500,0,0,0,0,0,0,0,0,1
Sub077 InC-M1000,0,0,0,0,0,0,0,0,1
Sub077 InC-M2000,0,0,0,0,0,0,0,0,1
Sub078 InC-P25,0,0,0,0,0,0,0,1,1
Sub078 InC-P50,0,0,0,0,0,0,0,1,1
Sub078 InC-P250,0,0,0,0,0,0,0,0,1
Sub078 InC-P500,0,0,0,0,0,0,0,0,1
Sub078 InC-P1000,0,0,0,0,0,0,0,0,1
Sub078 InC-P2000,0,0,0,0,0,0,0,0,0
Sub078 InC-M25,0,0,0,0,0,0,0,1,1
Sub078 InC-M50,0,0,0,0,0,0,0,0,1
Sub078 InC-M250,0,0,0,0,0,0,0,0,1
Sub078 InC-M500,0,0,0,0,0,0,0,0,1
Sub078 InC-M1000,0,0,0,0,0,0,0,0,1
Sub078 InC-M2000,0,0,0,0,0,0,0,0,1
Sub079 InC-P25,0,0,0,0,0,0,0,1,1
Sub079 InC-P50,0,0,0,0,0,0,0,0,1
Sub079 InC-P250,0,0,0,0,0,0,0,0,1
Sub079 InC-P500,0,0,0,0,0,0,0,0,1
Sub079 InC-P1000,0,0,0,0,0,0,0,0,1
Sub079 InC-P2000,0,0,0,0,0,0,0,0,1
Sub079 InC-M25,0,0,0,0,0,0,0,1,1
Sub079 InC-M50,0,0,0,0,0,0,0,1,1
Sub079 InC-M250,0,0,0,0,0,0,0,0,1
Sub079 InC-M500,0,0,0,0,0,0,0,0,1
Sub079 InC-M1000,0,0,0,0,0,0,0,0,1
Sub079 InC-M2000,0,0,0,0,0,0,0,0,1
Sub080 InC-P25,0,1,1,0,1,1,0,0,0
Sub080 InC-P50,0,1,1,0,1,1,0,0,0
Sub080 InC-P250,0,0,1,0,0,1,0,0,0
Sub080 InC-P500,0,0,1,0,0,1,0,0,0
Sub080 InC-P1000,0,0,0,0,0,0,0,0,0
Sub080 InC-P2000,0,0,0,0,0,0,0,0,0
Sub080 InC-M25,0,1,1,0,1,1,0,0,0
Sub080 InC-M50,0,1,1,0,1,1,0,0,0
Sub080 InC-M250,0,0,1,0,0,1,0,0,0
Sub080 InC-M500,0,0,1,0,0,1,0,0,0
Sub080 InC-M1000,0,0,1,0,0,0,0,0,0
Sub080 InC-M2000,0,0,0,0,0,0,0,0,0
Sub081 InC-P25,1,1,1,1,1,1,0,0,0
Sub081 InC-P50,1,1,1,1,1,1,0,0,0
Sub081 InC-P250,0,1,1,0,1,1,0,0,0
Sub081 InC-P500,0,1,1,0,1,1,0,0,0
Sub081 InC-P1000,0,0,1,0,0,1,0,0,0
Sub081 InC-P2000,0,0,1,0,0,1,0,0,0
Sub081 InC-M25,1,1,1,1,1,1,0,0,0
Sub081 InC-M50,1,1,1,1,1,1,0,0,0
Sub081 InC-M250,0,1,1,0,1,1,0,0,0
Sub081 InC-M500,0,1,1,0,1,1,0,0,0
Sub081 InC-M1000,0,1,1,0,0,1,0,0,0
Sub081 InC-M2000,0,0,1,0,0,1,0,0,0
Sub082 InC-P25,0,0,1,0,0,0,0,0,1
Sub082 InC-P50,0,0,0,0,0,0,0,0,1
Sub082 InC-P250,0,0,0,0,0,0,0,0,1
Sub082 InC-P500,0,0,0,0,0,0,0,0,1
Sub082 InC-P1000,0,0,0,0,0,0,0,0,1
Sub082 InC-P2000,0,0,0,0,0,0,0,0,0
Sub082 InC-M25,0,0,1,0,0,0,0,0,1
Sub082 InC-M50,0,0,0,0,0,0,0,0,1
Sub082 InC-M250,0,0,0,0,0,0,0,0,1
Sub082 InC-M500,0,0,0,0,0,0,0,0,1
Sub082 InC-M1000,0,0,0,0,0,0,0,0,1
Sub082 InC-M2000,0,0,0,0,0,0,0,0,1
Sub083 InC-P25,0,1,1,0,1,1,0,0,0
Sub083 InC-P50,0,1,1,0,1,1,0,0,0
Sub083 InC-P250,0,0,1,0,0,1,0,0,0
Sub083 InC-P500,0,0,1,0,0,1,0,0,0
Sub083 InC-P1000,0,0,0,0,0,0,0,0,0
Sub083 InC-P2000,0,0,0,0,0,0,0,0,0
Sub083 InC-M25,0,1,1,0,1,1,0,0,0
Sub083 InC-M50,0,1,1,0,1,1,0,0,0
Sub083 InC-M250,0,0,1,0,0,1,0,0,0
Sub083 InC-M500,0,0,1,0,0,1,0,0,0
Sub083 InC-M1000,0,0,0,0,0,0,0,0,0
Sub083 InC-M2000,0,0,0,0,0,0,0,0,0
Sub084 InC-P25,1,1,1,1,1,1,0,0,0
Sub084 InC-P50,1,1,1,1,1,1,0,0,0
Sub084 InC-P250,0,1,1,0,1,1,0,0,0
Sub084 InC-P500,0,1,1,0,1,1,0,0,0
Sub084 InC-P1000,0,1,1,0,1,1,0,0,0
Sub084 InC-P2000,0,0,1,0,0,1,0,0,0
Sub084 InC-M25,1,1,1,1,1,1,0,0,0
Sub084 InC-M50,1,1,1,1,1,1,0,0,0
Sub084 InC-M250,0,0,0,0,0,0,0,1,1
Sub084 InC-M500,0,1,1,0,1,1,0,0,0
Sub084 InC-M1000,0,1,1,0,1,1,0,0,0
Sub084 InC-M2000,0,0,1,0,0,1,0,0,0
Sub085 InC-P25,0,0,0,0,0,0,0,0,0
Sub085 InC-P50,0,0,0,0,0,0,0,0,0
Sub085 InC-P250,0,0,0,0,0,0,0,0,0
Sub085 InC-P500,0,0,0,0,0,0,0,0,0
Sub085 InC-P1000,0,0,0,0,0,0,0,0,0
Sub085 InC-P2000,0,0,0,0,0,0,0,0,0
Sub085 InC-M25,0,0,0,0,0,0,0,0,0
Sub085 InC-M50,0,0,0,0,0,0,0,0,0
Sub085 InC-M250,0,0,0,0,0,0,0,0,0
Sub085 InC-M500,0,0,0,0,0,0,0,0,0
Sub085 InC-M1000,0,0,0,0,0,0,0,0,0
Sub085 InC-M2000,0,0,0,0,0,0,0,0,0
Sub086 InC-P25,0,0,1,0,0,1,0,0,1
Sub086 InC-P50,0,0,1,0,0,1,0,0,1
Sub086 InC-P250,0,0,0,0,0,0,0,0,1
Sub086 InC-P500,0,0,0,0,0,0,0,0,1
Sub086 InC-P1000,0,0,0,0,0,0,0,0,1
Sub086 InC-P2000,0,0,0,0,0,0,0,0,1
Sub086 InC-M25,0,0,1,0,0,1,0,0,0
Sub086 InC-M50,0,0,1,0,0,1,0,0,1
Sub086 InC-M250,0,0,0,0,0,0,0,0,1
Sub086 InC-M500,0,0,0,0,0,0,0,0,1
Sub086 InC-M1000,0,0,0,0,0,0,0,0,1
Sub086 InC-M2000,0,0,0,0,0,0,0,0,1
Sub087 InC-P25,0,1,1,0,1,1,0,0,0
Sub087 InC-P50,0,1,1,0,1,1,0,0,0
Sub087 InC-P250,0,0,1,0,0,1,0,0,0
Sub087 InC-P500,0,0,1,0,0,0,0,0,0
Sub087 InC-P1000,0,0,0,0,0,0,0,0,0
Sub087 InC-P2000,0,0,0,0,0,0,0,0,0
Sub087 InC-M25,0,1,1,0,1,1,0,0,1
Sub087 InC-M50,0,1,1,0,1,1,0,0,1
Sub087 InC-M250,0,0,1,0,0,1,0,0,0
Sub087 InC-M500,0,0,1,0,0,1,0,0,0
Sub087 InC-M1000,0,0,0,0,0,0,0,0,0
Sub087 InC-M2000,0,0,0,0,0,0,0,0,0
Sub088 InC-P25,0,1,1,0,1,1,0,0,0
Sub088 InC-P50,0,1,1,0,1,1,0,0,0
Sub088 InC-P250,0,0,1,0,0,1,0,0,0
Sub088 InC-P500,0,0,1,0,0,1,0,0,0
Sub088 InC-P1000,0,0,0,0,0,0,0,0,0
Sub088 InC-P2000,0,0,0,0,0,0,0,0,0
Sub088 InC-M25,0,1,1,0,1,1,0,0,1
Sub088 InC-M50,0,1,1,0,1,1,0,0,1
Sub088 InC-M250,0,0,1,0,0,1,0,0,0
Sub088 InC-M500,0,0,0,0,0,0,0,0,0
Sub088 InC-M1000,0,0,1,0,0,0,0,0,0
Sub088 InC-M2000,0,0,0,0,0,0,0,0,0
Sub089 InC-P25,1,1,1,1,1,1,0,0,0
Sub089 InC-P50,1,1,1,1,1,1,0,0,0
Sub089 InC-P250,0,1,1,0,1,1,0,0,0
Sub089 InC-P500,0,1,1,0,1,1,0,0,0
Sub089 InC-P1000,0,1,1,0,1,1,0,0,0
Sub089 InC-P2000,0,0,1,0,0,1,0,0,0
Sub089 InC-M25,1,1,1,1,1,1,0,0,0
Sub089 InC-M50,1,1,1,1,1,1,0,0,0
Sub089 InC-M250,0,1,1,0,1,1,0,0,0
Sub089 InC-M500,0,1,1,0,1,1,0,0,0
Sub089 InC-M1000,0,1,1,0,1,1,0,0,0
Sub089 InC-M2000,0,0,1,0,0,1,0,0,0
Sub090 InC-P25,1,1,1,1,1,1,0,1,1
Sub090 InC-P50,1,1,1,1,1,1,0,1,1
Sub090 InC-P250,0,1,1,0,1,1,0,0,1
Sub090 InC-P500,0,1,1,0,1,1,0,0,1
Sub090 InC-P1000,0,1,1,0,1,1,0,0,1
Sub090 InC-P2000,0,0,1,0,0,1,0,0,0
Sub090 InC-M25,1,1,1,1,1,1,0,1,1
Sub090 InC-M50,1,1,1,1,1,1,0,1,1
Sub090 InC-M250,1,1,1,0,1,1,0,1,1
Sub090 InC-M500,0,1,1,0,1,1,0,0,1
Sub090 InC-M1000,0,1,1,0,1,1,0,0,1
Sub090 InC-M2000,0,1,1,0,0,1,0,0,1
Sub091 InC-P25,0,0,0,0,0,0,0,1,1
Sub091 InC-P50,0,0,0,0,0,0,0,1,1
Sub091 InC-P250,0,0,0,0,0,0,0,0,1
Sub091 InC-P500,0,0,0,0,0,0,0,0,1
Sub091 InC-P1000,0,0,0,0,0,0,0,0,1
Sub091 InC-P2000,0,0,0,0,0,0,0,0,1
Sub091 InC-M25,0,0,0,0,0,0,0,0,1
Sub091 InC-M50,0,0,0,0,0,0,0,1,1
Sub091 InC-M250,0,0,0,0,0,0,0,0,1
Sub091 InC-M500,0,0,0,0,0,0,0,0,1
Sub091 InC-M1000,0,0,0,0,0,0,0,0,1
Sub091 InC-M2000,0,0,0,0,0,0,0,0,1
Sub092 InC-P25,1,1,1,1,1,1,0,1,1
Sub092 InC-P50,1,1,1,1,1,1,0,1,1
Sub092 InC-P250,0,1,1,0,1,1,0,0,1
Sub092 InC-P500,0,1,1,0,1,1,0,0,1
Sub092 InC-P1000,0,1,1,0,1,1,0,0,0
Sub092 InC-P2000,0,0,1,0,0,1,0,0,0
Sub092 InC-M25,1,1,1,1,1,1,0,1,1
Sub092 InC-M50,1,1,1,1,1,1,0,1,1
Sub092 InC-M250,1,1,1,0,1,1,0,0,1
Sub092 InC-M500,0,1,1,0,1,1,0,0,1
Sub092 InC-M1000,0,1,1,0,1,1,0,0,1
Sub092 InC-M2000,0,1,1,0,0,1,0,0,1
Sub093 InC-P25,0,1,1,0,1,1,0,1,1
Sub093 InC-P50,0,1,1,0,1,1,0,0,1
Sub093 InC-P250,0,0,1,0,0,1,0,0,1
Sub093 InC-P500,0,0,0,0,0,0,0,1,1
Sub093 InC-P1000,0,0,0,0,0,0,0,0,1
Sub093 InC-P2000,0,0,0,0,0,0,0,0,0
Sub093 InC-M25,0,1,1,0,1,1,0,0,1
Sub093 InC-M50,0,0,0,0,0,0,1,1,1
Sub093 InC-M250,0,0,1,0,0,1,0,0,1
Sub093 InC-M500,0,0,1,0,0,0,0,0,1
Sub093 InC-M1000,0,0,0,0,0,0,0,0,0
Sub093 InC-M2000,0,0,0,0,0,0,0,0,0
Sub094 InC-P25,1,1,1,0,1,1,0,0,0
Sub094 InC-P50,0,1,1,0,1,1,0,0,0
Sub094 InC-P250,0,1,1,0,1,1,0,0,0
Sub094 InC-P500,0,1,1,0,0,1,0,0,0
Sub094 InC-P1000,0,0,1,0,0,1,0,0,0
Sub094 InC-P2000,0,0,1,0,0,1,0,0,0
Sub094 InC-M25,1,1,1,1,1,1,0,0,0
Sub094 InC-M50,1,1,1,0,1,1,0,0,0
Sub094 InC-M250,0,1,1,0,1,1,0,0,0
Sub094 InC-M500,0,1,1,0,1,1,0,0,0
Sub094 InC-M1000,0,0,1,0,0,1,0,0,0
Sub094 InC-M2000,0,0,1,0,0,1,0,0,0
Sub095 InC-P25,0,0,0,0,0,0,1,1,1
Sub095 InC-P50,0,1,1,0,1,1,0,0,0
Sub095 InC-P250,0,1,1,0,0,1,0,0,0
Sub095 InC-P500,0,0,1,0,0,1,0,0,0
Sub095 InC-P1000,0,0,1,0,0,1,0,0,0
Sub095 InC-P2000,0,0,0,0,0,0,0,0,0
Sub095 InC-M25,1,1,1,1,1,1,0,0,0
Sub095 InC-M50,0,1,1,0,1,1,0,0,0
Sub095 InC-M250,0,1,1,0,1,1,0,0,0
Sub095 InC-M500,0,0,1,0,0,1,0,0,0
Sub095 InC-M1000,0,0,1,0,0,1,0,0,0
Sub095 InC-M2000,0,0,0,0,0,0,0,0,0
Sub096 InC-P25,0,1,1,0,1,1,0,0,0
Sub096 InC-P50,0,1,1,0,1,1,0,0,0
Sub096 InC-P250,0,0,1,0,0,1,0,0,0
Sub096 InC-P500,0,0,1,0,0,1,0,0,0
Sub096 InC-P1000,0,0,1,0,0,1,0,0,0
Sub096 InC-P2000,0,0,0,0,0,0,0,1,1
Sub096 InC-M25,1,1,1,1,1,1,0,0,0
Sub096 InC-M50,1,1,1,0,1,1,0,0,1
Sub096 InC-M250,0,1,1,0,1,1,0,0,0
Sub096 InC-M500,0,1,1,0,0,1,0,0,0
Sub096 InC-M1000,0,0,1,0,0,1,0,0,0
Sub096 InC-M2000,0,0,1,0,0,1,0,0,0
Sub097 InC-P25,1,1,1,1,1,1,0,0,0
Sub097 InC-P50,1,1,1,0,1,1,0,0,0
Sub097 InC-P250,0,1,1,0,1,1,0,0,0
Sub097 InC-P500,0,1,1,0,1,1,0,0,0
Sub097 InC-P1000,0,0,0,0,0,0,0,0,0
Sub097 InC-P2000,0,0,1,0,0,1,0,0,0
Sub097 InC-M25,1,1,1,1,1,1,0,0,1
Sub097 InC-M50,1,1,1,1,1,1,0,0,0
Sub097 InC-M250,0,1,1,0,1,1,0,0,0
Sub097 InC-M500,0,1,1,0,1,1,0,0,0
Sub097 InC-M1000,0,1,1,0,1,1,0,0,0
Sub097 InC-M2000,0,0,1,0,0,1,0,0,0
Sub098 InC-P25,1,1,1,1,1,1,0,0,0
Sub098 InC-P50,1,1,1,1,1,1,0,0,0
Sub098 InC-P250,0,0,0,0,0,0,0,1,1
Sub098 InC-P500,0,1,1,0,1,1,0,0,0
Sub098 InC-P1000,0,1,1,0,1,1,0,0,0
Sub098 InC-P2000,0,0,1,0,0,1,0,0,0
Sub098 InC-M25,1,1,1,1,1,1,0,0,1
Sub098 InC-M50,1,1,1,1,1,1,0,0,0
Sub098 InC-M250,0,1,1,0,1,1,0,0,0
Sub098 InC-M500,0,1,1,0,1,1,0,0,0
Sub098 InC-M1000,0,1,1,0,1,1,0,0,0
Sub098 InC-M2000,0,1,1,0,0,1,0,0,0
Sub099 InC-P25,0,1,1,0,1,1,0,0,1
Sub099 InC-P50,0,1,1,0,1,1,0,0,0
Sub099 InC-P250,0,1,1,0,1,1,0,0,0
Sub099 InC-P500,0,0,1,0,0,1,0,0,0
Sub099 InC-P1000,0,0,1,0,0,1,0,0,0
